,Country,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air movement acceptability,Air movement preference,Air temperature (¡C),Air temperature (¡F),Air velocity (fpm),Subject«s height (cm),Subject«s weight (kg),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
3513,Brazil,0.6,1.2,64.6,0.2,57841,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,52.0,1.0,cooler,1.0,more,23.6,74.5,39.37,170.0,81.0,23.0,73.4,Database 2
3514,Brazil,0.6,1.2,65.3,0.2,57842,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,52.0,1.0,cooler,1.0,no change,23.6,74.4,39.37,170.0,81.0,23.0,73.4,Database 2
3515,Brazil,0.6,1.2,66.6,0.2,57843,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,52.0,1.0,cooler,1.0,no change,23.6,74.4,39.37,170.0,81.0,23.0,73.4,Database 2
3516,Brazil,0.6,1.2,66.8,0.1,57844,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,52.0,1.0,cooler,1.0,more,23.8,74.9,19.69,170.0,81.0,23.0,73.4,Database 2
3517,Brazil,0.6,1.2,67.0,0.1,57845,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,52.0,2.0,cooler,1.0,more,23.8,74.9,19.69,170.0,81.0,23.0,73.4,Database 2
3518,Brazil,0.96,1.0,64.8,0.2,57846,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,56.0,-1.0,no change,1.0,more,23.6,74.5,39.37,170.0,59.0,23.0,73.4,Database 2
3519,Brazil,0.96,1.0,65.3,0.1,57847,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,56.0,0.0,no change,1.0,no change,23.7,74.6,19.69,170.0,59.0,23.0,73.4,Database 2
3520,Brazil,0.96,1.0,66.8,0.1,57848,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,56.0,1.0,no change,1.0,more,23.6,74.6,19.69,170.0,59.0,23.0,73.4,Database 2
3521,Brazil,0.96,1.0,66.9,0.1,57849,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,56.0,1.0,no change,1.0,no change,23.9,75.1,19.69,170.0,59.0,23.0,73.4,Database 2
3522,Brazil,0.96,1.0,68.7,0.1,57850,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,56.0,-1.0,no change,1.0,no change,23.7,74.6,19.69,170.0,59.0,23.0,73.4,Database 2
3523,Brazil,0.77,1.1,64.8,0.2,57851,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,46.0,1.0,no change,1.0,more,23.6,74.5,39.37,164.0,68.0,23.0,73.4,Database 2
3524,Brazil,0.39,1.1,64.8,0.2,57852,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,47.0,1.0,no change,1.0,no change,23.6,74.5,39.37,165.0,61.0,23.0,73.4,Database 2
3525,Brazil,0.39,1.1,65.7,0.1,57853,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,47.0,0.0,no change,1.0,no change,23.6,74.5,19.69,165.0,61.0,23.0,73.4,Database 2
3526,Brazil,0.39,1.1,66.8,0.1,57854,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,47.0,1.0,no change,1.0,more,23.9,75.0,19.69,165.0,61.0,23.0,73.4,Database 2
3527,Brazil,0.39,1.1,66.9,0.1,57855,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,47.0,0.0,no change,1.0,no change,23.9,75.0,19.69,165.0,61.0,23.0,73.4,Database 2
3528,Brazil,0.39,1.1,68.5,0.1,57856,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,47.0,0.0,no change,1.0,no change,23.7,74.6,19.69,165.0,61.0,23.0,73.4,Database 2
3529,Brazil,0.66,1.1,65.2,0.2,57857,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,46.0,1.0,no change,1.0,more,23.6,74.5,39.37,165.0,61.0,23.0,73.4,Database 2
3530,Brazil,0.66,1.1,66.0,0.1,57858,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,46.0,0.0,no change,1.0,more,23.7,74.6,19.69,165.0,61.0,23.0,73.4,Database 2
3531,Brazil,0.66,1.1,66.8,0.1,57859,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,46.0,1.0,no change,1.0,more,23.8,74.9,19.69,165.0,61.0,23.0,73.4,Database 2
3532,Brazil,0.66,1.1,67.6,0.1,57860,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,46.0,0.0,no change,1.0,no change,23.8,74.8,19.69,165.0,61.0,23.0,73.4,Database 2
3533,Brazil,0.66,1.1,68.5,0.1,57861,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,46.0,0.0,no change,1.0,no change,23.7,74.6,19.69,165.0,61.0,23.0,73.4,Database 2
3534,Brazil,0.47,1.0,66.9,0.1,57862,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,47.0,0.0,no change,1.0,no change,23.9,75.1,19.69,155.0,60.0,23.0,73.4,Database 2
3535,Brazil,1.02,1.0,68.3,0.1,57863,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,43.0,-1.0,no change,1.0,no change,23.8,74.9,19.69,160.0,55.0,23.0,73.4,Database 2
3536,Brazil,1.02,1.0,68.3,0.1,57864,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,43.0,-1.0,no change,1.0,no change,23.8,74.9,19.69,160.0,55.0,23.0,73.4,Database 2
3537,Brazil,1.02,1.0,68.3,0.1,57865,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,43.0,-1.0,no change,1.0,no change,23.8,74.9,19.69,160.0,55.0,23.0,73.4,Database 2
3538,Brazil,1.02,1.0,68.3,0.1,57866,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,43.0,0.0,no change,1.0,no change,23.8,74.9,19.69,160.0,55.0,23.0,73.4,Database 2
3539,Brazil,1.02,1.0,68.3,0.1,57867,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,43.0,0.0,no change,1.0,more,23.8,74.9,19.69,160.0,55.0,23.0,73.4,Database 2
3540,Brazil,0.58,1.0,68.3,0.1,57868,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,32.0,0.0,no change,1.0,no change,23.8,74.9,19.69,167.0,60.0,23.0,73.4,Database 2
3541,Brazil,0.58,1.0,68.3,0.1,57869,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,32.0,0.0,no change,1.0,no change,23.8,74.9,19.69,167.0,60.0,23.0,73.4,Database 2
3542,Brazil,0.58,1.0,68.3,0.1,57870,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,32.0,0.0,no change,1.0,no change,23.8,74.9,19.69,167.0,60.0,23.0,73.4,Database 2
3543,Brazil,0.58,1.0,68.3,0.1,57871,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,32.0,0.0,no change,1.0,no change,23.8,74.9,19.69,167.0,60.0,23.0,73.4,Database 2
3544,Brazil,0.58,1.0,68.3,0.1,57872,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,32.0,0.0,no change,1.0,no change,23.8,74.9,19.69,167.0,60.0,23.0,73.4,Database 2
3545,Brazil,0.58,1.0,68.3,0.1,57873,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,48.0,0.0,no change,1.0,more,23.8,74.9,19.69,154.0,90.0,23.0,73.4,Database 2
3546,Brazil,0.58,1.0,68.3,0.1,57874,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,48.0,1.0,cooler,1.0,more,23.8,74.9,19.69,154.0,90.0,23.0,73.4,Database 2
3547,Brazil,0.58,1.0,68.3,0.1,57875,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,48.0,1.0,cooler,1.0,more,23.8,74.9,19.69,154.0,90.0,23.0,73.4,Database 2
3548,Brazil,0.58,1.0,68.3,0.1,57876,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,48.0,1.0,cooler,1.0,more,23.8,74.9,19.69,154.0,90.0,23.0,73.4,Database 2
3549,Brazil,0.58,1.0,68.3,0.1,57877,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,48.0,1.0,cooler,1.0,more,23.8,74.9,19.69,154.0,90.0,23.0,73.4,Database 2
3550,Brazil,0.65,1.0,68.3,0.1,57878,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,48.0,0.0,no change,1.0,no change,23.8,74.9,19.69,155.0,59.0,23.0,73.4,Database 2
3551,Brazil,0.65,1.0,68.3,0.1,57879,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,48.0,0.0,no change,1.0,no change,23.8,74.9,19.69,155.0,59.0,23.0,73.4,Database 2
3552,Brazil,0.65,1.0,68.3,0.1,57880,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,48.0,0.0,no change,1.0,no change,23.8,74.9,19.69,155.0,59.0,23.0,73.4,Database 2
3553,Brazil,0.65,1.0,68.3,0.1,57881,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,48.0,0.0,no change,1.0,no change,23.8,74.9,19.69,155.0,59.0,23.0,73.4,Database 2
3554,Brazil,0.65,1.0,68.3,0.1,57882,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Office,Mixed Mode,48.0,0.0,no change,1.0,no change,23.8,74.9,19.69,155.0,59.0,23.0,73.4,Database 2
3555,Brazil,0.69,1.0,74.0,0.1,57883,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Winter,Cfa,Humid subtropical,Florianopolis,Office,Air Conditioned,31.0,0.0,no change,1.0,no change,22.9,73.1,19.69,179.0,74.0,19.0,66.2,Database 2
3556,Brazil,0.69,1.0,70.0,0.1,57884,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Winter,Cfa,Humid subtropical,Florianopolis,Office,Air Conditioned,31.0,0.0,no change,1.0,no change,22.5,72.5,19.69,179.0,74.0,19.0,66.2,Database 2
3557,Brazil,0.69,1.0,71.2,0.1,57885,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Winter,Cfa,Humid subtropical,Florianopolis,Office,Air Conditioned,31.0,0.0,no change,1.0,no change,23.1,73.5,19.69,179.0,74.0,19.0,66.2,Database 2
3558,Brazil,0.69,1.0,68.3,0.1,57886,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Winter,Cfa,Humid subtropical,Florianopolis,Office,Air Conditioned,31.0,0.0,no change,1.0,no change,23.4,74.0,19.69,179.0,74.0,19.0,66.2,Database 2
3559,Brazil,0.69,1.0,65.3,0.1,57887,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Winter,Cfa,Humid subtropical,Florianopolis,Office,Air Conditioned,31.0,0.0,no change,1.0,no change,23.4,74.1,19.69,179.0,74.0,19.0,66.2,Database 2
3560,Brazil,0.97,1.0,73.6,0.1,57888,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Winter,Cfa,Humid subtropical,Florianopolis,Office,Air Conditioned,32.0,-1.0,warmer,1.0,no change,22.9,73.2,19.69,170.0,80.0,19.0,66.2,Database 2
