,Country,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air movement acceptability,Air movement preference,Air temperature (¡C),Air temperature (¡F),Air velocity (fpm),Subject«s height (cm),Subject«s weight (kg),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
1641,Brazil,0.44,1.0,64.4,0.2,55969,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,28.0,1.0,,0.0,more,25.8,78.5,39.37,167.0,60.0,23.0,73.4,Database 2
1642,Brazil,0.44,1.0,63.9,0.3,55970,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,28.0,1.0,,0.0,more,25.8,78.5,59.06,167.0,60.0,23.0,73.4,Database 2
1643,Brazil,0.44,1.0,62.5,0.3,55971,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,28.0,1.0,,0.0,more,25.8,78.4,59.06,167.0,60.0,23.0,73.4,Database 2
1644,Brazil,0.44,1.0,62.0,0.3,55972,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,28.0,1.0,,0.0,more,25.4,77.8,59.06,167.0,60.0,23.0,73.4,Database 2
1645,Brazil,0.44,1.0,61.8,0.3,55973,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,28.0,0.0,,1.0,more,25.2,77.3,59.06,167.0,60.0,23.0,73.4,Database 2
1646,Brazil,0.44,1.0,64.4,0.3,55974,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,19.0,0.0,,1.0,more,25.8,78.5,59.06,172.0,65.0,23.0,73.4,Database 2
1647,Brazil,0.44,1.0,63.9,0.3,55975,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,19.0,0.0,,1.0,more,25.8,78.5,59.06,172.0,65.0,23.0,73.4,Database 2
1648,Brazil,0.44,1.0,62.5,0.3,55976,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,19.0,0.0,,1.0,more,25.8,78.4,59.06,172.0,65.0,23.0,73.4,Database 2
1649,Brazil,0.44,1.0,62.0,0.3,55977,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,19.0,0.0,,1.0,more,25.4,77.8,59.06,172.0,65.0,23.0,73.4,Database 2
1650,Brazil,0.44,1.0,61.8,0.3,55978,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,19.0,-1.0,,1.0,more,25.2,77.3,59.06,172.0,65.0,23.0,73.4,Database 2
1651,Brazil,0.5,1.0,64.4,1.0,55979,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,19.0,0.0,,1.0,more,25.8,78.5,196.85,165.0,65.0,23.0,73.4,Database 2
1652,Brazil,0.5,1.0,63.9,0.9,55980,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,19.0,0.0,,1.0,more,25.8,78.5,177.17,165.0,65.0,23.0,73.4,Database 2
1653,Brazil,0.5,1.0,62.5,0.9,55981,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,19.0,-1.0,,1.0,more,25.8,78.4,177.17,165.0,65.0,23.0,73.4,Database 2
1654,Brazil,0.5,1.0,62.0,0.9,55982,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,19.0,-1.0,,1.0,more,25.4,77.8,177.17,165.0,65.0,23.0,73.4,Database 2
1655,Brazil,0.5,1.0,61.8,0.9,55983,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,19.0,-1.0,,1.0,more,25.2,77.3,177.17,165.0,65.0,23.0,73.4,Database 2
1656,Brazil,0.31,1.0,64.4,0.4,55984,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,18.0,1.0,,1.0,no change,25.8,78.5,78.74,182.0,66.0,23.0,73.4,Database 2
1657,Brazil,0.31,1.0,63.9,0.4,55985,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,18.0,0.0,,1.0,no change,25.8,78.5,78.74,182.0,66.0,23.0,73.4,Database 2
1658,Brazil,0.31,1.0,62.5,0.4,55986,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,18.0,0.0,,1.0,more,25.8,78.4,78.74,182.0,66.0,23.0,73.4,Database 2
1659,Brazil,0.31,1.0,62.0,0.4,55987,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,18.0,1.0,,1.0,more,25.4,77.8,78.74,182.0,66.0,23.0,73.4,Database 2
1660,Brazil,0.31,1.0,61.8,0.4,55988,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,18.0,1.0,,1.0,more,25.2,77.3,78.74,182.0,66.0,23.0,73.4,Database 2
1661,Brazil,0.44,1.0,64.4,0.6,55989,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,19.0,0.0,,1.0,more,25.8,78.5,118.11,182.0,95.0,23.0,73.4,Database 2
1662,Brazil,0.44,1.0,63.9,0.9,55990,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,19.0,0.0,,1.0,more,25.8,78.5,177.17,182.0,95.0,23.0,73.4,Database 2
1663,Brazil,0.44,1.0,62.5,0.9,55991,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,19.0,0.0,,1.0,more,25.8,78.4,177.17,182.0,95.0,23.0,73.4,Database 2
1664,Brazil,0.44,1.0,62.0,0.9,55992,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,19.0,0.0,,1.0,more,25.4,77.8,177.17,182.0,95.0,23.0,73.4,Database 2
1665,Brazil,0.44,1.0,61.8,0.9,55993,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,19.0,0.0,,1.0,more,25.2,77.3,177.17,182.0,95.0,23.0,73.4,Database 2
1666,Brazil,0.31,1.0,64.4,0.5,55994,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,20.0,1.0,,1.0,no change,25.8,78.5,98.43,173.0,63.0,23.0,73.4,Database 2
1667,Brazil,0.31,1.0,63.9,0.8,55995,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,20.0,0.0,,1.0,more,25.8,78.5,157.48,173.0,63.0,23.0,73.4,Database 2
1668,Brazil,0.31,1.0,62.5,0.8,55996,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,20.0,0.0,,1.0,more,25.8,78.4,157.48,173.0,63.0,23.0,73.4,Database 2
1669,Brazil,0.31,1.0,62.0,0.8,55997,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,20.0,0.0,,1.0,more,25.4,77.8,157.48,173.0,63.0,23.0,73.4,Database 2
1670,Brazil,0.31,1.0,61.8,0.8,55998,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,20.0,-1.0,,1.0,more,25.2,77.3,157.48,173.0,63.0,23.0,73.4,Database 2
1671,Brazil,0.31,1.0,64.4,0.2,55999,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,24.0,0.0,,1.0,more,25.8,78.5,39.37,182.0,85.0,23.0,73.4,Database 2
1672,Brazil,0.31,1.0,63.9,0.3,56000,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,24.0,0.0,,1.0,more,25.8,78.5,59.06,182.0,85.0,23.0,73.4,Database 2
1673,Brazil,0.31,1.0,62.5,0.3,56001,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,24.0,0.0,,1.0,more,25.8,78.4,59.06,182.0,85.0,23.0,73.4,Database 2
1674,Brazil,0.31,1.0,62.0,0.3,56002,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,24.0,0.0,,1.0,more,25.4,77.8,59.06,182.0,85.0,23.0,73.4,Database 2
1675,Brazil,0.31,1.0,61.8,0.3,56003,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,24.0,0.0,,1.0,more,25.2,77.3,59.06,182.0,85.0,23.0,73.4,Database 2
1676,Brazil,0.44,1.0,64.4,0.4,56004,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,20.0,1.0,,1.0,more,25.8,78.5,78.74,163.0,68.0,23.0,73.4,Database 2
1677,Brazil,0.44,1.0,63.9,0.3,56005,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,20.0,0.0,,1.0,no change,25.8,78.5,59.06,163.0,68.0,23.0,73.4,Database 2
1678,Brazil,0.44,1.0,62.5,0.3,56006,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,20.0,0.0,,1.0,no change,25.8,78.4,59.06,163.0,68.0,23.0,73.4,Database 2
1679,Brazil,0.44,1.0,62.0,0.3,56007,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,20.0,0.0,,1.0,more,25.4,77.8,59.06,163.0,68.0,23.0,73.4,Database 2
1680,Brazil,0.44,1.0,61.8,0.3,56008,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,20.0,0.0,,1.0,no change,25.2,77.3,59.06,163.0,68.0,23.0,73.4,Database 2
1681,Brazil,0.59,1.0,64.4,0.6,56009,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,26.0,0.0,,1.0,more,25.8,78.5,118.11,178.0,74.0,23.0,73.4,Database 2
1682,Brazil,0.59,1.0,63.9,0.9,56010,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,26.0,-1.0,,0.0,more,25.8,78.5,177.17,178.0,74.0,23.0,73.4,Database 2
1683,Brazil,0.59,1.0,62.5,0.9,56011,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,26.0,-1.0,,0.0,no change,25.8,78.4,177.17,178.0,74.0,23.0,73.4,Database 2
1684,Brazil,0.59,1.0,62.0,0.9,56012,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,26.0,-1.0,,0.0,no change,25.4,77.8,177.17,178.0,74.0,23.0,73.4,Database 2
1685,Brazil,0.59,1.0,61.8,0.9,56013,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,26.0,-2.0,,0.0,no change,25.2,77.3,177.17,178.0,74.0,23.0,73.4,Database 2
1686,Brazil,0.44,1.0,64.4,0.2,56014,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,21.0,1.0,,1.0,more,25.8,78.5,39.37,173.0,69.0,23.0,73.4,Database 2
1687,Brazil,0.44,1.0,63.9,0.3,56015,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,21.0,0.0,,1.0,more,25.8,78.5,59.06,173.0,69.0,23.0,73.4,Database 2
1688,Brazil,0.44,1.0,62.5,0.3,56016,"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk. ",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Classroom,Mixed Mode,21.0,0.0,,1.0,more,25.8,78.4,59.06,173.0,69.0,23.0,73.4,Database 2
