,Country,PMV,PPD,SET,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air temperature (¡C),Air temperature (¡F),Ta_m (¡C),Ta_m (¡F),Operative temperature (¡C),Operative temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Tg_m (¡C),Tg_m (¡F),Air velocity (fpm),Velocity_m (m/s),Velocity_m (fpm),Database
2524,Pakistan,-0.21,5.89,26.87,0.96,0.77,14.2,0.61,92750,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,-1.0,warmer,28.7,83.7,28.7,83.7,28.5,83.2,28.2,82.8,28.3,82.9,28.3,82.9,120.69,0.61,120.69,Database 1
2525,Pakistan,-0.1,5.2,26.19,0.6,0.89,14.3,0.17,92751,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,0.0,no change,28.0,82.4,28.0,82.4,28.0,82.4,28.0,82.4,28.0,82.4,28.0,82.4,33.86,0.17,33.86,Database 1
2526,Pakistan,0.55,11.43,26.66,0.62,1.13,18.6,0.17,92752,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,27.6,81.7,27.6,81.7,27.7,81.8,27.7,81.9,27.7,81.9,27.7,81.9,33.86,0.17,33.86,Database 1
2527,Pakistan,1.44,47.59,29.92,0.62,1.88,28.8,0.26,92753,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,28.3,82.9,28.3,82.9,28.3,82.9,28.3,82.9,28.3,82.9,28.3,82.9,51.57,0.26,51.57,Database 1
2528,Pakistan,1.43,47.27,29.91,0.62,1.88,29.2,0.26,92754,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,28.3,82.9,28.3,82.9,28.2,82.8,28.2,82.7,28.2,82.8,28.2,82.8,51.57,0.26,51.57,Database 1
2529,Pakistan,0.65,13.89,26.3,0.62,1.01,33.4,0.35,92755,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,28.7,83.7,28.7,83.7,28.6,83.5,28.5,83.2,28.5,83.3,28.5,83.3,68.21,0.35,68.21,Database 1
2530,Pakistan,1.58,55.3,30.98,0.62,1.88,36.2,0.24,92756,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,28.8,83.8,28.8,83.8,28.7,83.6,28.6,83.4,28.6,83.5,28.6,83.5,46.69,0.24,46.69,Database 1
2531,Pakistan,0.92,22.71,27.18,0.62,1.01,36.2,0.26,92757,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,0.0,no change,29.3,84.7,29.3,84.7,29.0,84.1,28.6,83.5,28.7,83.7,28.7,83.7,51.57,0.26,51.57,Database 1
2532,Pakistan,0.1,5.19,27.38,0.6,0.77,41.6,0.24,92758,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,0.0,no change,29.3,84.7,29.3,84.7,29.2,84.6,29.2,84.5,29.2,84.6,29.2,84.6,46.69,0.24,46.69,Database 1
2533,Pakistan,0.15,5.45,27.73,0.6,0.77,39.5,0.17,92759,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,29.2,84.6,29.2,84.6,29.2,84.6,29.2,84.6,29.2,84.6,29.2,84.6,33.86,0.17,33.86,Database 1
2534,Pakistan,0.65,13.9,27.53,0.62,0.89,46.3,0.26,92760,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,0.0,no change,29.1,84.4,29.1,84.4,29.1,84.4,29.1,84.4,29.1,84.4,29.1,84.4,51.57,0.26,51.57,Database 1
2535,Pakistan,1.73,63.37,32.99,0.62,1.88,42.7,0.15,92761,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,29.1,84.4,29.1,84.4,29.0,84.3,29.0,84.2,29.0,84.2,29.0,84.2,30.15,0.15,30.15,Database 1
2536,Pakistan,0.37,7.92,26.37,0.62,0.89,42.7,0.53,92762,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,0.0,no change,29.1,84.4,29.1,84.4,29.0,84.3,29.0,84.2,29.0,84.2,29.0,84.2,103.5,0.53,103.5,Database 1
2537,Pakistan,-0.27,6.49,25.99,0.62,0.89,35.6,0.14,92763,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,26.5,79.7,26.5,79.7,26.7,80.1,26.9,80.5,26.9,80.4,26.9,80.4,26.7,0.14,26.7,Database 1
2538,Pakistan,0.4,8.35,27.18,0.62,0.89,36.3,0.05,92764,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,27.4,81.3,27.4,81.3,27.9,82.3,28.4,83.2,28.4,83.1,28.4,83.1,9.11,0.05,9.11,Database 1
2539,Pakistan,0.11,5.25,26.02,0.6,0.89,38.9,0.38,92765,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,0.0,no change,28.5,83.3,28.5,83.3,28.4,83.2,28.4,83.1,28.4,83.1,28.4,83.1,74.46,0.38,74.46,Database 1
2540,Pakistan,-0.22,6.02,27.18,0.96,0.77,14.1,0.29,92766,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,28.1,82.6,28.1,82.6,28.0,82.5,28.0,82.4,28.0,82.4,28.0,82.4,56.78,0.29,56.78,Database 1
2541,Pakistan,-0.18,5.67,24.03,0.62,1.01,14.1,1.01,92767,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,27.9,82.2,27.9,82.2,27.9,82.2,27.9,82.2,27.9,82.2,27.9,82.2,198.18,1.01,198.18,Database 1
2542,Pakistan,0.43,8.91,26.54,0.62,1.01,14.1,0.15,92768,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,27.8,82.0,27.8,82.0,28.0,82.3,28.1,82.6,28.1,82.6,28.1,82.6,30.15,0.15,30.15,Database 1
2543,Pakistan,1.14,32.41,29.78,0.64,1.88,14.1,0.1,92769,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,2.0,cooler,26.3,79.3,26.3,79.3,26.5,79.7,26.7,80.1,26.7,80.1,26.7,80.1,20.54,0.1,20.54,Database 1
2544,Pakistan,1.98,75.73,34.66,1.0,1.88,32.9,0.21,92770,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,30.3,86.5,30.3,86.5,30.2,86.4,30.2,86.3,30.2,86.4,30.2,86.4,42.12,0.21,42.12,Database 1
2545,Pakistan,0.7,15.3,26.88,0.62,1.01,30.0,0.21,92771,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,28.5,83.3,28.5,83.3,28.5,83.3,28.5,83.3,28.5,83.3,28.5,83.3,42.12,0.21,42.12,Database 1
2546,Pakistan,0.34,7.39,26.73,0.6,0.89,36.2,0.26,92772,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,28.8,83.8,28.8,83.8,28.7,83.7,28.7,83.6,28.7,83.7,28.7,83.7,51.57,0.26,51.57,Database 1
2547,Pakistan,-0.19,5.71,27.27,0.6,0.77,27.0,0.14,92773,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,28.7,83.7,28.7,83.7,28.7,83.7,28.7,83.7,28.7,83.7,28.7,83.7,26.7,0.14,26.7,Database 1
2548,Pakistan,0.7,15.39,28.01,0.6,0.89,34.0,0.15,92774,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,29.3,84.7,29.3,84.7,29.3,84.7,29.3,84.7,29.3,84.7,29.3,84.7,30.15,0.15,30.15,Database 1
2549,Pakistan,1.77,65.64,32.43,0.62,1.88,40.0,0.19,92775,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,29.5,85.1,29.5,85.1,29.4,85.0,29.4,84.9,29.4,84.9,29.4,84.9,37.85,0.19,37.85,Database 1
2550,Pakistan,1.62,57.55,31.8,0.62,1.88,22.3,0.12,92776,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,29.0,84.2,29.0,84.2,29.1,84.4,29.2,84.6,29.2,84.6,29.2,84.6,23.5,0.12,23.5,Database 1
2551,Pakistan,1.53,52.5,30.92,0.62,1.88,14.2,0.15,92777,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,28.8,83.8,28.8,83.8,29.0,84.2,29.2,84.6,29.2,84.6,29.2,84.6,30.15,0.15,30.15,Database 1
2552,Pakistan,1.11,30.83,27.92,0.62,1.01,14.7,0.06,92778,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,29.0,84.2,29.0,84.2,29.4,85.0,29.8,85.7,29.8,85.6,29.8,85.6,10.98,0.06,10.98,Database 1
2553,Pakistan,0.33,7.24,27.06,0.62,0.89,14.3,0.09,92779,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,28.3,82.9,28.3,82.9,28.5,83.3,28.7,83.7,28.7,83.7,28.7,83.7,17.82,0.09,17.82,Database 1
2554,Pakistan,0.36,7.65,25.57,0.6,1.01,16.7,0.35,92780,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,0.0,no change,28.4,83.1,28.4,83.1,28.4,83.1,28.4,83.1,28.4,83.1,28.4,83.1,68.21,0.35,68.21,Database 1
2555,Pakistan,1.38,44.25,29.26,0.62,1.88,17.3,0.26,92781,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,0.0,no change,28.4,83.1,28.4,83.1,28.3,83.0,28.3,82.9,28.3,82.9,28.3,82.9,51.57,0.26,51.57,Database 1
2556,Pakistan,1.38,44.5,30.08,0.62,1.88,14.1,0.17,92782,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,0.0,no change,28.4,83.1,28.4,83.1,28.2,82.8,28.1,82.5,28.1,82.6,28.1,82.6,33.86,0.17,33.86,Database 1
2557,Pakistan,2.2,85.02,30.45,0.62,1.88,31.7,0.82,92783,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,2.0,cooler,32.2,90.0,32.2,90.0,31.9,89.4,31.6,88.8,31.7,89.1,31.7,89.1,161.34,0.82,161.34,Database 1
2558,Pakistan,0.95,24.01,27.09,0.62,1.01,32.3,0.3,92784,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,0.0,no change,29.4,84.9,29.4,84.9,29.3,84.7,29.2,84.5,29.2,84.6,29.2,84.6,58.86,1.58,311.42,Database 1
2559,Pakistan,1.03,27.57,27.33,0.62,1.01,35.1,0.3,92785,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,29.5,85.1,29.5,85.1,29.4,85.0,29.4,84.9,29.4,84.9,29.4,84.9,58.86,1.58,311.42,Database 1
2560,Pakistan,1.6,56.33,28.83,0.62,1.01,42.1,0.3,92786,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,1.0,cooler,30.7,87.3,30.7,87.3,30.7,87.3,30.7,87.3,30.7,87.3,30.7,87.3,58.86,1.9,374.92,Database 1
2561,Pakistan,-0.39,8.1,26.41,0.6,0.77,26.5,0.35,92787,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,0.0,no change,29.0,84.2,29.0,84.2,29.0,84.2,29.0,84.2,29.0,84.2,29.0,84.2,68.21,0.35,68.21,Database 1
2562,Pakistan,1.0,26.23,27.63,0.62,1.01,23.6,0.19,92788,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,0.0,no change,29.4,84.9,29.4,84.9,29.5,85.0,29.5,85.1,29.5,85.1,29.5,85.1,37.85,0.19,37.85,Database 1
2563,Pakistan,0.78,17.68,27.34,0.6,0.89,14.6,0.29,92789,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,45.0,0.0,no change,30.3,86.5,30.3,86.5,30.4,86.7,30.5,86.9,30.5,86.9,30.5,86.9,56.78,0.29,56.78,Database 1
2564,Pakistan,2.48,93.09,31.86,0.98,0.89,34.0,0.42,92790,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,2.0,cooler,33.3,91.9,33.3,91.9,33.4,92.1,33.5,92.4,33.5,92.3,33.5,92.3,82.08,0.42,82.08,Database 1
2565,Pakistan,0.68,14.67,27.32,0.96,0.89,33.4,0.67,92791,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,0.0,no change,29.5,85.1,29.5,85.1,28.3,82.9,27.0,80.7,27.5,81.5,27.5,81.5,131.41,0.67,131.41,Database 1
2566,Pakistan,0.42,8.72,26.35,0.96,1.01,24.7,0.36,92792,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,0.0,no change,27.0,80.6,27.0,80.6,26.6,79.9,26.2,79.1,26.3,79.3,26.3,79.3,70.87,0.36,70.87,Database 1
2567,Pakistan,1.36,43.57,29.71,1.0,1.01,14.6,0.15,92793,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,2.0,cooler,29.5,85.1,29.5,85.1,29.7,85.5,29.9,85.9,29.9,85.8,29.9,85.8,29.94,0.15,29.94,Database 1
2568,Pakistan,0.48,9.87,27.36,1.0,1.01,14.1,0.15,92794,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,2.0,cooler,26.3,79.3,26.3,79.3,26.5,79.6,26.6,79.9,26.6,79.9,26.6,79.9,29.94,0.15,29.94,Database 1
2569,Pakistan,1.06,28.79,28.66,1.0,1.01,14.2,0.18,92795,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,2.0,cooler,28.7,83.7,28.7,83.7,28.7,83.7,28.7,83.7,28.7,83.7,28.7,83.7,36.4,0.18,36.4,Database 1
2570,Pakistan,1.33,41.95,29.15,1.0,1.01,14.4,0.22,92796,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,2.0,cooler,29.7,85.5,29.7,85.5,29.8,85.6,29.8,85.7,29.8,85.6,29.8,85.6,43.48,0.22,43.48,Database 1
2571,Pakistan,3.0,99.12,37.1,1.0,0.89,46.3,0.03,92797,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,2.0,cooler,35.5,95.9,35.5,95.9,36.3,97.3,37.0,98.7,37.0,98.6,37.0,98.6,5.04,0.03,5.04,Database 1
2572,Pakistan,2.64,95.98,37.23,0.98,1.88,49.8,0.28,92798,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,2.0,cooler,33.4,92.1,33.4,92.1,33.5,92.3,33.6,92.5,33.6,92.5,33.6,92.5,55.3,0.28,55.3,Database 1
2573,Pakistan,2.98,99.03,34.75,0.96,0.77,49.3,0.2,92799,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,2.0,cooler,34.2,93.6,34.2,93.6,34.4,94.0,34.6,94.4,34.6,94.3,34.6,94.3,39.86,0.2,39.86,Database 1
2574,Pakistan,3.0,99.12,34.74,0.96,0.77,52.5,0.36,92800,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,2.0,cooler,34.7,94.5,34.7,94.5,34.8,94.6,34.8,94.7,34.8,94.6,34.8,94.6,70.87,0.36,70.87,Database 1
2575,Pakistan,2.86,98.29,37.56,0.96,1.88,53.6,0.45,92801,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,2.0,cooler,34.3,93.7,34.3,93.7,34.5,94.1,34.7,94.4,34.6,94.3,34.6,94.3,88.37,0.45,88.37,Database 1
2576,Pakistan,1.64,58.39,29.68,0.96,0.89,51.3,1.14,92802,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,2.0,no change,31.0,87.8,31.0,87.8,30.7,87.2,30.3,86.6,30.5,86.9,30.5,86.9,225.37,1.14,225.37,Database 1
2577,Pakistan,1.89,71.54,33.1,0.98,1.88,47.7,0.76,92803,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,2.0,no change,29.7,85.5,29.7,85.5,29.3,84.7,28.8,83.9,29.0,84.2,29.0,84.2,149.0,0.76,149.0,Database 1
2578,Pakistan,1.78,65.74,32.75,0.98,1.88,45.8,0.62,92804,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,2.0,no change,29.1,84.4,29.1,84.4,28.7,83.6,28.2,82.8,28.4,83.1,28.4,83.1,122.85,0.62,122.85,Database 1
2579,Pakistan,2.02,77.73,32.52,0.96,0.89,48.2,0.04,92805,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,2.0,cooler,31.0,87.8,31.0,87.8,31.1,88.0,31.2,88.2,31.2,88.2,31.2,88.2,7.87,0.04,7.87,Database 1
2580,Pakistan,0.72,15.76,28.08,0.96,1.13,18.6,0.11,92806,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Quetta,Naturally Ventilated,32.0,2.0,no change,26.3,79.3,26.3,79.3,26.5,79.6,26.6,79.9,26.6,79.9,26.6,79.9,21.44,0.11,21.44,Database 1
