,Country,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air temperature (¡C),Air temperature (¡F),Tg_h (¡C),Tg_h (¡F),Humidity preference,Air velocity (fpm),Subject«s height (cm),Subject«s weight (kg),Fan,Window,Door,Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
487,Malaysia,0.26,1.0,71.0,0.4,25704,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,cooler,29.1,84.4,29.4,84.9,no change,78.74,165.0,70.0,1.0,1.0,1.0,27.5,81.5,Database 2
488,Malaysia,0.17,1.0,77.3,0.3,25705,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,46.0,-2.0,1.0,no change,29.1,84.4,29.3,84.7,drier,59.06,170.0,55.0,1.0,1.0,0.0,27.5,81.5,Database 2
489,Malaysia,0.3,1.0,73.2,0.4,25706,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,no change,29.9,85.8,30.2,86.4,no change,78.74,157.0,60.0,1.0,1.0,0.0,27.5,81.5,Database 2
490,Malaysia,0.19,1.0,76.4,0.1,25707,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,cooler,29.2,84.6,29.4,84.9,more humid,19.69,160.0,60.0,1.0,1.0,0.0,27.5,81.5,Database 2
491,Malaysia,0.35,1.0,77.8,0.1,25708,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,46.0,0.0,1.0,no change,29.6,85.3,29.8,85.6,no change,19.69,162.0,69.0,1.0,1.0,1.0,27.5,81.5,Database 2
492,Malaysia,0.2,0.9,76.8,0.9,25709,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,no change,29.0,84.2,29.1,84.4,no change,177.17,164.0,42.0,1.0,1.0,1.0,27.5,81.5,Database 2
493,Malaysia,0.22,0.9,74.0,0.2,25710,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,no change,29.4,84.9,29.6,85.3,no change,39.37,155.0,65.0,1.0,1.0,1.0,27.5,81.5,Database 2
494,Malaysia,0.2,1.0,78.6,0.7,25711,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,cooler,29.0,84.2,29.3,84.7,no change,137.8,155.0,50.0,1.0,1.0,1.0,27.5,81.5,Database 2
495,Malaysia,0.26,1.0,79.3,0.2,25712,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,cooler,29.3,84.7,29.7,85.5,no change,39.37,172.0,108.0,1.0,0.0,0.0,27.5,81.5,Database 2
496,Malaysia,0.2,1.0,82.8,0.2,25713,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,46.0,0.0,1.0,no change,28.1,82.6,28.3,82.9,no change,39.37,170.0,75.0,1.0,1.0,0.0,27.5,81.5,Database 2
497,Malaysia,0.19,1.0,82.6,0.1,25714,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,36.0,-1.0,1.0,cooler,28.6,83.5,28.9,84.0,more humid,19.69,173.0,75.0,1.0,1.0,0.0,27.5,81.5,Database 2
498,Malaysia,0.3,1.2,79.9,0.0,25715,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,36.0,1.0,1.0,no change,28.1,82.6,28.4,83.1,no change,0.0,150.0,82.0,1.0,0.0,0.0,27.5,81.5,Database 2
499,Malaysia,0.17,1.0,78.0,0.0,25716,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,no change,28.4,83.1,28.9,84.0,more humid,0.0,175.0,62.0,1.0,1.0,0.0,27.5,81.5,Database 2
500,Malaysia,0.22,1.0,85.4,0.2,25717,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,36.0,-2.0,1.0,no change,27.4,81.3,27.5,81.5,no change,39.37,150.0,74.0,0.0,1.0,0.0,27.5,81.5,Database 2
501,Malaysia,,1.0,84.6,0.0,25718,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,17.0,-1.0,1.0,no change,26.5,79.7,26.7,80.1,more humid,0.0,156.0,60.0,0.0,1.0,1.0,27.5,81.5,Database 2
502,Malaysia,0.37,0.9,83.5,0.0,25719,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,17.0,0.0,0.0,no change,27.4,81.3,27.6,81.7,more humid,0.0,164.0,64.0,0.0,1.0,1.0,27.5,81.5,Database 2
503,Malaysia,0.12,0.9,81.5,0.0,25720,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,no change,27.3,81.1,27.4,81.3,no change,0.0,167.0,65.0,1.0,1.0,0.0,27.5,81.5,Database 2
504,Malaysia,0.2,1.1,79.8,0.0,25721,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,36.0,0.0,1.0,cooler,28.5,83.3,28.8,83.8,drier,0.0,155.0,54.0,1.0,1.0,1.0,27.5,81.5,Database 2
505,Malaysia,0.2,1.0,75.3,0.4,25722,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,-2.0,1.0,cooler,28.4,83.1,28.8,83.8,no change,78.74,148.0,43.0,1.0,1.0,0.0,27.5,81.5,Database 2
506,Malaysia,0.26,0.9,73.6,0.2,25723,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,no change,28.9,84.0,29.0,84.2,drier,39.37,150.0,40.0,1.0,1.0,1.0,27.5,81.5,Database 2
507,Malaysia,0.47,1.0,73.6,0.2,25724,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,-2.0,1.0,cooler,29.1,84.4,29.2,84.6,no change,39.37,153.0,46.0,1.0,1.0,1.0,27.5,81.5,Database 2
508,Malaysia,0.18,1.0,76.5,0.2,25725,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,-1.0,1.0,cooler,29.0,84.2,29.0,84.2,more humid,39.37,165.0,58.0,1.0,1.0,1.0,27.5,81.5,Database 2
509,Malaysia,0.36,1.0,76.5,0.2,25726,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,cooler,29.0,84.2,29.0,84.2,drier,39.37,157.0,44.0,1.0,1.0,1.0,27.5,81.5,Database 2
510,Malaysia,0.19,1.0,82.0,0.2,25727,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,-1.0,1.0,no change,28.3,82.9,28.5,83.3,drier,39.37,175.0,55.0,1.0,1.0,0.0,27.5,81.5,Database 2
511,Malaysia,0.18,1.2,73.6,0.2,25728,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,-2.0,1.0,cooler,28.9,84.0,29.1,84.4,drier,39.37,155.0,65.0,1.0,1.0,1.0,27.5,81.5,Database 2
512,Malaysia,0.28,1.1,71.0,0.0,25729,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,1.0,0.0,cooler,29.6,85.3,29.8,85.6,more humid,0.0,153.0,68.0,1.0,1.0,1.0,27.5,81.5,Database 2
513,Malaysia,0.18,1.1,73.3,0.2,25730,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,no change,29.1,84.4,29.1,84.4,more humid,39.37,168.0,75.0,1.0,1.0,1.0,27.5,81.5,Database 2
514,Malaysia,0.2,1.0,73.0,0.1,25731,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,1.0,1.0,cooler,29.1,84.4,29.2,84.6,no change,19.69,159.0,50.0,1.0,1.0,1.0,27.5,81.5,Database 2
515,Malaysia,0.17,1.3,76.7,0.3,25732,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,36.0,0.0,1.0,no change,28.4,83.1,28.7,83.7,no change,59.06,158.0,70.0,1.0,1.0,1.0,27.5,81.5,Database 2
516,Malaysia,0.39,1.2,76.6,0.2,25733,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,36.0,-1.0,1.0,no change,28.6,83.5,28.8,83.8,no change,39.37,157.0,61.0,1.0,1.0,1.0,27.5,81.5,Database 2
517,Malaysia,0.19,1.0,75.8,0.1,25734,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,46.0,0.0,1.0,cooler,28.7,83.7,28.9,84.0,more humid,19.69,170.0,81.0,0.0,1.0,1.0,27.5,81.5,Database 2
518,Malaysia,0.18,1.0,77.7,0.1,25735,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,36.0,1.0,1.0,no change,28.5,83.3,28.9,84.0,more humid,19.69,149.0,55.0,0.0,1.0,1.0,27.5,81.5,Database 2
519,Malaysia,0.42,1.0,77.7,0.2,25736,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,no change,29.0,84.2,29.1,84.4,no change,39.37,155.0,59.0,1.0,1.0,0.0,27.5,81.5,Database 2
520,Malaysia,0.3,1.0,78.9,0.3,25737,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,46.0,0.0,0.0,no change,29.2,84.6,29.2,84.6,more humid,59.06,152.0,72.0,1.0,1.0,1.0,27.5,81.5,Database 2
521,Malaysia,0.17,1.1,80.7,0.2,25738,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,46.0,0.0,1.0,cooler,28.5,83.3,28.8,83.8,no change,39.37,175.0,80.0,1.0,0.0,1.0,27.5,81.5,Database 2
522,Malaysia,0.27,1.1,82.6,0.0,25739,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Putra Jaya,Multifamily housing,Naturally Ventilated,36.0,0.0,1.0,no change,28.5,83.3,28.6,83.5,more humid,0.0,150.0,57.0,0.0,0.0,1.0,27.5,81.5,Database 2
523,Malaysia,0.26,1.0,74.0,0.1,25740,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,56.0,0.0,1.0,cooler,30.2,86.4,30.4,86.7,no change,19.69,150.0,49.0,1.0,1.0,0.0,27.5,81.5,Database 2
524,Malaysia,0.44,1.0,74.0,0.1,25741,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,17.0,2.0,1.0,cooler,30.2,86.4,30.4,86.7,more humid,19.69,148.0,45.0,1.0,1.0,0.0,27.5,81.5,Database 2
525,Malaysia,0.19,1.0,75.3,0.2,25742,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,17.0,0.0,1.0,no change,29.0,84.2,29.6,85.3,no change,39.37,172.0,72.0,1.0,1.0,1.0,27.5,81.5,Database 2
526,Malaysia,0.11,1.0,75.3,0.2,25743,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,46.0,0.0,1.0,cooler,29.0,84.2,29.6,85.3,no change,39.37,173.0,70.0,1.0,1.0,1.0,27.5,81.5,Database 2
527,Malaysia,0.17,1.0,74.3,0.1,25744,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,0.0,1.0,cooler,28.8,83.8,29.1,84.4,no change,19.69,160.0,60.0,1.0,1.0,1.0,27.5,81.5,Database 2
528,Malaysia,0.16,1.0,74.3,0.1,25745,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,0.0,1.0,cooler,28.8,83.8,29.1,84.4,no change,19.69,154.0,54.0,1.0,1.0,1.0,27.5,81.5,Database 2
529,Malaysia,0.19,1.1,76.6,0.2,25746,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,46.0,0.0,1.0,no change,28.9,84.0,29.3,84.7,no change,39.37,156.0,63.0,1.0,1.0,1.0,27.5,81.5,Database 2
530,Malaysia,0.17,1.1,74.6,0.2,25747,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,46.0,1.0,1.0,no change,29.6,85.3,29.8,85.6,no change,39.37,163.0,62.0,1.0,1.0,1.0,27.5,81.5,Database 2
531,Malaysia,0.54,0.9,73.1,0.2,25748,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,17.0,-2.0,1.0,cooler,29.7,85.5,30.1,86.2,no change,39.37,145.0,40.0,1.0,1.0,1.0,27.5,81.5,Database 2
532,Malaysia,0.27,0.9,73.1,0.6,25749,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,-2.0,1.0,cooler,29.7,85.5,30.1,86.2,no change,118.11,146.0,49.0,1.0,1.0,1.0,27.5,81.5,Database 2
533,Malaysia,0.19,1.3,72.7,0.0,25750,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,-2.0,1.0,cooler,29.4,84.9,29.5,85.1,no change,0.0,161.0,65.0,1.0,1.0,0.0,27.5,81.5,Database 2
534,Malaysia,0.19,1.3,72.7,0.0,25751,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,no change,29.4,84.9,29.5,85.1,no change,0.0,170.0,64.0,1.0,1.0,0.0,27.5,81.5,Database 2
535,Malaysia,0.27,0.9,74.5,0.2,25752,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,-2.0,1.0,no change,28.5,83.3,28.6,83.5,no change,39.37,152.0,58.0,1.0,1.0,1.0,27.5,81.5,Database 2
536,Malaysia,0.2,1.0,74.5,0.2,25753,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,-2.0,1.0,no change,28.5,83.3,28.6,83.5,no change,39.37,152.0,58.0,1.0,1.0,1.0,27.5,81.5,Database 2
537,Malaysia,0.17,1.0,77.8,0.3,25754,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,-1.0,1.0,no change,29.1,84.4,29.1,84.4,more humid,59.06,167.0,60.0,1.0,1.0,1.0,27.5,81.5,Database 2
538,Malaysia,0.36,1.0,77.8,0.3,25755,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,no change,29.1,84.4,29.1,84.4,no change,59.06,152.0,43.0,1.0,1.0,1.0,27.5,81.5,Database 2
539,Malaysia,0.44,1.2,73.5,0.6,25756,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,0.0,1.0,no change,29.7,85.5,29.9,85.8,more humid,118.11,157.0,45.0,1.0,0.0,1.0,27.5,81.5,Database 2
540,Malaysia,0.27,1.0,76.6,0.3,25757,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,17.0,0.0,1.0,cooler,29.5,85.1,29.5,85.1,no change,59.06,170.0,45.0,1.0,1.0,1.0,27.5,81.5,Database 2
541,Malaysia,0.26,1.0,75.6,0.4,25758,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,-1.0,1.0,cooler,29.2,84.6,29.3,84.7,no change,78.74,165.0,80.0,1.0,0.0,0.0,27.5,81.5,Database 2
542,Malaysia,0.27,1.0,76.7,0.2,25759,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,-1.0,1.0,cooler,29.2,84.6,29.4,84.9,no change,39.37,149.0,56.0,1.0,0.0,0.0,27.5,81.5,Database 2
543,Malaysia,0.26,0.9,84.3,0.0,25760,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,cooler,28.5,83.3,28.6,83.5,no change,0.0,175.0,78.0,0.0,1.0,1.0,27.5,81.5,Database 2
544,Malaysia,0.17,0.9,84.3,0.0,25761,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Winter,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,17.0,0.0,1.0,no change,28.5,83.3,28.6,83.5,no change,0.0,165.0,94.0,0.0,1.0,1.0,27.5,81.5,Database 2
