,Country,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air temperature (¡C),Air temperature (¡F),Tg_h (¡C),Tg_h (¡F),Humidity preference,Air velocity (fpm),Subject«s height (cm),Subject«s weight (kg),Fan,Window,Door,Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
215,Malaysia,0.33,1.0,70.0,0.4,25432,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,-2.0,1.0,cooler,30.4,86.7,30.7,87.3,no change,78.74,157.0,45.0,1.0,1.0,1.0,28.0,82.4,Database 2
216,Malaysia,0.33,1.1,75.0,0.0,25433,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,-1.0,1.0,cooler,29.4,84.9,29.6,85.3,no change,0.0,157.0,60.0,0.0,1.0,1.0,28.0,82.4,Database 2
217,Malaysia,0.33,1.0,68.2,0.1,25434,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,-2.0,1.0,no change,31.2,88.2,31.8,89.2,no change,19.69,152.0,40.0,1.0,1.0,1.0,28.0,82.4,Database 2
218,Malaysia,0.23,1.1,68.0,0.5,25435,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,-2.0,1.0,no change,30.6,87.1,30.7,87.3,more humid,98.43,157.0,50.0,1.0,1.0,1.0,28.0,82.4,Database 2
219,Malaysia,0.35,1.1,69.0,0.6,25436,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,56.0,-1.0,1.0,cooler,30.5,86.9,30.6,87.1,no change,118.11,150.0,65.0,1.0,1.0,1.0,28.0,82.4,Database 2
220,Malaysia,0.23,1.0,62.0,0.9,25437,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,0.0,1.0,no change,31.0,87.8,31.2,88.2,no change,177.17,157.0,78.0,1.0,1.0,1.0,28.0,82.4,Database 2
221,Malaysia,0.33,0.9,73.0,0.2,25438,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,46.0,0.0,1.0,cooler,30.2,86.4,30.3,86.5,no change,39.37,157.0,60.0,1.0,1.0,1.0,28.0,82.4,Database 2
222,Malaysia,0.32,0.9,74.0,0.9,25439,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,-1.0,1.0,cooler,29.6,85.3,30.1,86.2,no change,177.17,157.0,69.0,1.0,1.0,1.0,28.0,82.4,Database 2
223,Malaysia,0.32,0.9,67.8,0.2,25440,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,46.0,2.0,1.0,cooler,30.2,86.4,30.5,86.9,no change,39.37,177.0,60.0,1.0,1.0,1.0,28.0,82.4,Database 2
224,Malaysia,0.33,1.2,73.3,1.2,25441,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,56.0,2.0,1.0,no change,31.1,88.0,31.2,88.2,more humid,236.22,152.0,46.0,1.0,0.0,1.0,28.0,82.4,Database 2
225,Malaysia,0.32,1.0,71.8,0.2,25442,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,56.0,1.0,1.0,no change,31.9,89.4,32.0,89.6,drier,39.37,178.0,81.7,1.0,1.0,1.0,28.0,82.4,Database 2
226,Malaysia,0.16,1.1,69.2,0.2,25443,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,1.0,1.0,no change,32.6,90.7,32.8,91.0,more humid,39.37,153.0,48.0,1.0,1.0,1.0,28.0,82.4,Database 2
227,Malaysia,0.33,1.0,72.0,0.4,25444,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,0.0,1.0,cooler,31.8,89.2,31.9,89.4,more humid,78.74,165.0,60.0,1.0,1.0,0.0,28.0,82.4,Database 2
228,Malaysia,0.4,1.0,72.6,0.2,25445,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,2.0,0.0,no change,31.8,89.2,31.9,89.4,no change,39.37,149.0,42.0,1.0,1.0,0.0,28.0,82.4,Database 2
229,Malaysia,0.31,1.0,75.0,0.8,25446,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,2.0,1.0,no change,31.5,88.7,31.6,88.9,more humid,157.48,154.0,59.0,1.0,1.0,1.0,28.0,82.4,Database 2
230,Malaysia,0.32,1.0,70.8,0.3,25447,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,-2.0,1.0,no change,31.6,88.9,31.7,89.1,no change,59.06,157.0,60.0,1.0,1.0,0.0,28.0,82.4,Database 2
231,Malaysia,0.33,0.9,73.5,0.1,25448,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,17.0,2.0,0.0,cooler,31.8,89.2,31.9,89.4,more humid,19.69,165.0,49.0,1.0,1.0,1.0,28.0,82.4,Database 2
232,Malaysia,0.32,1.0,69.0,0.3,25449,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,0.0,1.0,no change,31.8,89.2,31.9,89.4,no change,59.06,165.0,68.0,1.0,1.0,1.0,28.0,82.4,Database 2
233,Malaysia,0.56,1.3,70.5,0.8,25450,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,-1.0,1.0,cooler,31.7,89.1,31.8,89.2,more humid,157.48,152.0,50.0,1.0,1.0,0.0,28.0,82.4,Database 2
234,Malaysia,0.32,1.0,70.5,0.8,25451,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,1.0,1.0,cooler,31.7,89.1,31.8,89.2,more humid,157.48,172.0,72.0,1.0,1.0,0.0,28.0,82.4,Database 2
235,Malaysia,0.32,1.1,63.1,0.0,25452,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,66.0,1.0,0.0,no change,33.3,91.9,33.8,92.8,more humid,0.0,168.0,64.0,0.0,1.0,1.0,28.0,82.4,Database 2
236,Malaysia,0.32,1.0,63.7,0.6,25453,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,-2.0,1.0,cooler,33.5,92.3,34.0,93.2,no change,118.11,170.0,82.0,0.0,1.0,1.0,28.0,82.4,Database 2
237,Malaysia,0.32,1.0,58.9,0.2,25454,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,17.0,1.0,1.0,no change,34.1,93.4,34.5,94.1,more humid,39.37,168.0,80.0,1.0,1.0,1.0,28.0,82.4,Database 2
238,Malaysia,0.32,1.1,69.0,0.1,25455,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,0.0,1.0,cooler,31.1,88.0,31.5,88.7,more humid,19.69,157.0,51.0,1.0,1.0,1.0,28.0,82.4,Database 2
239,Malaysia,0.3,1.0,65.0,0.2,25456,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,1.0,1.0,no change,32.9,91.2,32.9,91.2,no change,39.37,170.0,64.0,1.0,1.0,1.0,28.0,82.4,Database 2
240,Malaysia,0.33,0.9,64.8,0.0,25457,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,2.0,0.0,no change,33.3,91.9,33.6,92.5,more humid,0.0,148.0,42.0,1.0,1.0,1.0,28.0,82.4,Database 2
241,Malaysia,0.34,1.1,67.5,0.8,25458,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,56.0,0.0,1.0,no change,32.5,90.5,32.7,90.9,no change,157.48,166.0,76.0,1.0,1.0,1.0,28.0,82.4,Database 2
242,Malaysia,0.15,1.0,60.5,0.2,25459,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,2.0,1.0,cooler,34.1,93.4,34.6,94.3,more humid,39.37,159.0,50.0,1.0,1.0,1.0,28.0,82.4,Database 2
243,Malaysia,0.18,1.0,67.4,0.2,25460,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,46.0,1.0,0.0,no change,32.8,91.0,33.1,91.6,more humid,39.37,170.0,72.0,0.0,1.0,1.0,28.0,82.4,Database 2
244,Malaysia,0.24,1.2,62.9,1.1,25461,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,1.0,1.0,cooler,33.3,91.9,33.6,92.5,no change,216.54,157.0,55.0,1.0,1.0,1.0,28.0,82.4,Database 2
245,Malaysia,0.43,1.0,70.4,0.7,25462,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,0.0,0.0,cooler,30.8,87.4,31.0,87.8,more humid,137.8,164.0,70.0,1.0,1.0,1.0,28.0,82.4,Database 2
246,Malaysia,,1.3,71.4,1.5,25463,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,-2.0,1.0,cooler,30.5,86.9,30.7,87.3,drier,295.28,152.0,65.0,1.0,1.0,1.0,28.0,82.4,Database 2
247,Malaysia,0.33,0.9,73.2,0.1,25464,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,-1.0,1.0,cooler,29.5,85.1,29.7,85.5,more humid,19.69,148.0,75.0,0.0,1.0,1.0,28.0,82.4,Database 2
248,Malaysia,0.32,1.0,73.4,0.1,25465,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,1.0,1.0,cooler,29.9,85.8,30.1,86.2,drier,19.69,157.0,86.0,0.0,1.0,1.0,28.0,82.4,Database 2
249,Malaysia,0.3,1.3,70.6,0.4,25466,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,46.0,-2.0,1.0,no change,30.5,86.9,30.6,87.1,no change,78.74,170.0,54.0,1.0,1.0,1.0,28.0,82.4,Database 2
250,Malaysia,0.17,1.0,69.9,0.2,25467,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,cooler,30.8,87.4,30.8,87.4,no change,39.37,175.0,49.0,1.0,1.0,1.0,28.0,82.4,Database 2
251,Malaysia,0.33,1.0,69.0,0.2,25468,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,2.0,1.0,no change,31.2,88.2,31.3,88.3,more humid,39.37,155.0,45.0,1.0,1.0,1.0,28.0,82.4,Database 2
252,Malaysia,0.31,1.2,72.0,0.3,25469,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,0.0,1.0,no change,30.6,87.1,30.8,87.4,more humid,59.06,157.0,60.0,1.0,1.0,0.0,28.0,82.4,Database 2
253,Malaysia,0.24,1.0,71.6,0.2,25470,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,no change,30.6,87.1,30.7,87.3,drier,39.37,151.0,38.0,1.0,0.0,1.0,28.0,82.4,Database 2
254,Malaysia,0.21,1.0,74.0,0.1,25471,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,no change,30.6,87.1,30.8,87.4,more humid,19.69,157.0,58.0,1.0,1.0,1.0,28.0,82.4,Database 2
255,Malaysia,0.3,1.0,73.0,0.2,25472,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,no change,30.3,86.5,30.4,86.7,no change,39.37,175.0,59.0,1.0,1.0,1.0,28.0,82.4,Database 2
256,Malaysia,0.39,1.0,74.5,0.2,25473,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,2.0,1.0,cooler,30.8,87.4,30.8,87.4,more humid,39.37,162.0,55.0,1.0,1.0,1.0,28.0,82.4,Database 2
257,Malaysia,0.4,0.9,75.0,0.0,25474,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,17.0,0.0,1.0,no change,30.8,87.4,31.0,87.8,no change,0.0,175.0,50.0,0.0,1.0,1.0,28.0,82.4,Database 2
258,Malaysia,0.32,1.0,75.0,0.1,25475,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,17.0,0.0,1.0,no change,31.0,87.8,31.1,88.0,no change,19.69,165.0,50.0,0.0,1.0,1.0,28.0,82.4,Database 2
259,Malaysia,0.24,1.0,74.0,0.0,25476,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,2.0,1.0,no change,31.1,88.0,31.1,88.0,more humid,0.0,157.0,55.0,0.0,1.0,1.0,28.0,82.4,Database 2
260,Malaysia,0.24,1.0,73.4,0.3,25477,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,cooler,30.8,87.4,30.9,87.6,more humid,59.06,152.0,51.0,1.0,1.0,1.0,28.0,82.4,Database 2
261,Malaysia,0.31,1.0,70.8,0.8,25478,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,46.0,-1.0,1.0,no change,31.4,88.5,31.4,88.5,no change,157.48,155.0,68.0,1.0,1.0,1.0,28.0,82.4,Database 2
262,Malaysia,0.38,1.0,72.2,0.2,25479,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,1.0,0.0,cooler,31.1,88.0,31.2,88.2,more humid,39.37,167.0,50.0,1.0,1.0,1.0,28.0,82.4,Database 2
263,Malaysia,0.21,1.0,74.0,0.1,25480,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,2.0,0.0,no change,31.2,88.2,31.4,88.5,more humid,19.69,165.0,48.0,1.0,0.0,1.0,28.0,82.4,Database 2
264,Malaysia,0.14,0.9,75.7,0.3,25481,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,56.0,2.0,1.0,no change,29.5,85.1,29.7,85.5,no change,59.06,165.0,54.0,1.0,1.0,1.0,28.0,82.4,Database 2
265,Malaysia,0.14,0.9,76.3,0.4,25482,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,1.0,1.0,no change,29.1,84.4,29.4,84.9,no change,78.74,178.0,68.0,1.0,1.0,1.0,28.0,82.4,Database 2
266,Malaysia,0.41,0.9,76.5,0.2,25483,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,56.0,0.0,1.0,cooler,29.9,85.8,30.2,86.4,more humid,39.37,157.0,72.0,1.0,1.0,1.0,28.0,82.4,Database 2
267,Malaysia,0.31,1.0,78.3,0.3,25484,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,-2.0,1.0,cooler,28.2,82.8,28.9,84.0,no change,59.06,160.0,74.0,1.0,1.0,1.0,28.0,82.4,Database 2
268,Malaysia,0.24,0.9,75.3,0.4,25485,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,36.0,-2.0,1.0,cooler,29.2,84.6,29.3,84.7,no change,78.74,165.0,70.0,1.0,1.0,1.0,28.0,82.4,Database 2
269,Malaysia,0.33,1.0,77.0,0.0,25486,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,cooler,29.3,84.7,29.5,85.1,no change,0.0,157.0,47.0,1.0,1.0,1.0,28.0,82.4,Database 2
270,Malaysia,0.3,0.9,75.0,0.2,25487,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,-1.0,1.0,cooler,29.1,84.4,29.6,85.3,no change,39.37,165.0,60.0,1.0,1.0,1.0,28.0,82.4,Database 2
271,Malaysia,0.32,1.3,83.0,0.0,25488,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Multifamily housing,Naturally Ventilated,25.0,0.0,1.0,no change,27.9,82.2,28.3,82.9,no change,0.0,179.0,57.0,0.0,1.0,1.0,28.0,82.4,Database 2
272,Malaysia,0.29,0.9,72.0,0.2,25489,"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Csa,Hot-summer Mediterranean,Beverly Hills,Multifamily housing,Naturally Ventilated,36.0,0.0,1.0,cooler,30.4,86.7,30.5,86.9,more humid,39.37,170.0,65.0,1.0,1.0,0.0,28.0,82.4,Database 2
