,Country,PMV,PPD,SET,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,Air temperature (¡C),Air temperature (¡F),Tg_h (¡C),Tg_h (¡F),Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
212,Philippines,-0.8,18.0,22.17,0.5,1.3,47.3,0.17,20934,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,no change,1.0,no change,5.0,22.8,73.1,22.1,71.7,34.2,25.9,78.6,Database 2
213,Philippines,-0.7,14.0,23.09,0.4,1.3,46.0,0.14,20935,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0.0,1.0,cooler,1.0,more,5.0,23.0,73.3,23.4,74.1,27.87,25.9,78.6,Database 2
214,Philippines,-0.2,6.0,24.08,0.46,1.3,45.0,0.07,20936,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,cooler,1.0,more,5.0,23.4,74.0,23.6,74.5,14.33,25.9,78.6,Database 2
215,Philippines,-0.3,7.0,23.85,0.48,1.4,46.9,0.13,20937,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,no change,1.0,more,5.0,22.6,72.7,22.3,72.1,25.96,25.9,78.6,Database 2
216,Philippines,-1.1,31.0,21.08,0.55,1.2,57.7,0.28,20938,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0.0,1.0,warmer,1.0,more,5.0,22.2,72.0,21.8,71.3,56.04,25.9,78.6,Database 2
217,Philippines,0.0,5.0,25.58,0.67,1.3,51.1,0.15,20939,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1.0,1.0,cooler,1.0,no change,5.0,22.4,72.4,23.1,73.5,28.85,25.9,78.6,Database 2
218,Philippines,0.3,7.0,27.1,0.78,1.4,49.5,0.15,20940,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0.0,1.0,no change,1.0,no change,5.0,23.3,74.0,23.4,74.1,30.33,25.9,78.6,Database 2
219,Philippines,-0.1,5.0,24.99,0.86,1.1,40.3,0.07,20941,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,no change,1.0,no change,6.0,23.2,73.7,22.8,73.1,13.35,25.9,78.6,Database 2
220,Philippines,-1.5,51.0,20.41,0.4,1.1,41.2,0.13,20942,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,no change,1.0,more,6.0,22.8,73.0,21.9,71.4,24.98,25.9,78.6,Database 2
221,Philippines,0.4,8.0,27.27,0.77,1.4,47.3,0.11,20943,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0.0,1.0,warmer,1.0,no change,2.0,23.3,73.9,23.6,74.5,20.67,25.9,78.6,Database 2
222,Philippines,-0.1,5.0,24.37,0.41,1.4,47.3,0.11,20944,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,cooler,1.0,more,4.0,23.3,73.9,23.6,74.5,20.67,25.9,78.6,Database 2
223,Philippines,-0.3,7.0,23.48,0.39,1.3,49.0,0.06,20945,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0.0,1.0,no change,1.0,no change,5.0,23.7,74.6,23.3,74.0,10.89,25.9,78.6,Database 2
224,Philippines,0.5,10.0,27.48,0.6,1.5,59.2,0.08,20946,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,no change,1.0,no change,5.0,23.6,74.6,24.1,75.4,14.83,25.9,78.6,Database 2
225,Philippines,0.2,6.0,25.75,0.42,1.4,58.3,0.07,20947,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,cooler,1.0,more,5.0,23.9,75.0,24.3,75.7,13.78,25.9,78.6,Database 2
226,Philippines,-0.7,17.0,22.28,0.78,1.1,54.6,0.21,20948,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,no change,1.0,more,5.0,23.6,74.6,22.0,71.6,40.91,25.9,78.6,Database 2
227,Philippines,-0.4,9.0,23.55,0.48,1.4,56.8,0.13,20949,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,no change,1.0,less,5.0,22.8,73.1,22.4,72.3,26.39,25.9,78.6,Database 2
228,Philippines,-0.5,10.0,23.21,0.5,1.4,56.3,0.13,20950,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,no change,1.0,no change,4.0,21.7,71.0,21.3,70.3,26.45,25.9,78.6,Database 2
229,Philippines,-0.6,13.0,22.71,0.56,1.3,59.7,0.26,20951,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,0.0,warmer,0.0,less,6.0,21.9,71.4,22.2,72.0,51.61,25.9,78.6,Database 2
230,Philippines,-0.2,6.0,23.88,0.76,1.4,55.8,0.28,20952,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,0.0,warmer,0.0,more,2.0,22.0,71.5,21.4,70.4,55.43,25.9,78.6,Database 2
231,Philippines,-1.2,36.0,21.64,0.4,1.1,47.9,0.14,20953,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,no change,1.0,no change,6.0,22.7,72.9,22.7,72.9,27.37,25.9,78.6,Database 2
232,Philippines,0.2,5.0,25.46,0.4,1.2,39.3,0.14,20954,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,cooler,1.0,no change,5.0,27.1,80.8,26.7,80.1,27.87,25.9,78.6,Database 2
233,Philippines,-1.4,47.0,20.63,0.4,1.1,45.5,0.35,20955,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,cooler,1.0,no change,5.0,24.5,76.1,24.0,75.2,69.51,25.9,78.6,Database 2
234,Philippines,0.8,20.0,28.61,0.56,1.6,43.5,0.1,20956,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,0.0,cooler,1.0,more,5.0,25.4,77.7,25.9,78.7,20.61,25.9,78.6,Database 2
235,Philippines,-0.4,8.0,23.6,0.48,1.2,42.3,0.22,20957,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0.0,0.0,no change,1.0,more,4.0,25.6,78.0,25.0,77.1,43.37,25.9,78.6,Database 2
236,Philippines,-0.2,6.0,24.5,0.48,1.3,42.5,0.14,20958,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,no change,1.0,no change,6.0,25.2,77.3,24.3,75.7,27.81,25.9,78.6,Database 2
237,Philippines,-0.8,18.0,22.3,0.56,1.1,44.5,0.05,20959,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,no change,1.0,no change,4.0,23.8,74.8,22.7,72.8,8.92,25.9,78.6,Database 2
238,Philippines,-1.5,49.0,21.17,0.56,1.0,50.0,0.2,20960,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,cooler,1.0,no change,5.0,22.7,72.9,22.5,72.5,38.51,25.9,78.6,Database 2
239,Philippines,-0.7,15.0,22.39,0.5,1.4,49.5,0.16,20961,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,cooler,1.0,no change,5.0,22.4,72.2,21.7,71.0,31.8,25.9,78.6,Database 2
240,Philippines,-1.1,31.0,20.96,0.41,1.2,43.2,0.13,20962,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,no change,1.0,no change,5.0,24.5,76.0,22.2,71.9,24.91,25.9,78.6,Database 2
241,Philippines,-0.2,6.0,23.79,0.41,1.5,43.5,0.12,20963,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,cooler,1.0,no change,5.0,25.2,77.4,23.2,73.7,24.05,25.9,78.6,Database 2
242,Philippines,-0.3,7.0,23.63,0.56,1.3,39.8,0.23,20964,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,cooler,1.0,no change,4.0,25.0,77.0,24.0,75.2,44.35,25.9,78.6,Database 2
243,Philippines,-0.2,6.0,23.73,0.48,1.5,42.6,0.23,20965,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1.0,1.0,cooler,1.0,more,4.0,24.2,75.6,23.5,74.3,44.35,25.9,78.6,Database 2
244,Philippines,-0.3,7.0,23.46,0.48,1.4,42.0,0.09,20966,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,warmer,1.0,no change,4.0,23.4,74.1,22.2,72.0,17.72,25.9,78.6,Database 2
245,Philippines,0.0,5.0,25.3,0.48,1.4,45.0,0.12,20967,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,0.0,warmer,0.0,less,2.0,23.7,74.6,24.0,75.1,23.07,25.9,78.6,Database 2
246,Philippines,-0.2,6.0,23.17,0.41,1.6,42.7,0.08,20968,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,no change,1.0,no change,5.0,24.3,75.7,21.6,70.8,15.75,25.9,78.6,Database 2
247,Philippines,-1.3,40.0,21.04,0.5,1.1,44.9,0.25,20969,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,cooler,1.0,no change,5.0,22.8,73.1,22.6,72.6,48.29,25.9,78.6,Database 2
248,Philippines,-0.6,14.0,21.93,0.4,1.4,42.3,0.13,20970,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0.0,1.0,cooler,1.0,more,5.0,24.9,76.8,22.0,71.7,24.91,25.9,78.6,Database 2
249,Philippines,0.8,17.0,28.77,0.86,1.4,43.1,0.07,20971,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1.0,1.0,no change,1.0,no change,5.0,24.3,75.8,24.9,76.8,12.86,25.9,78.6,Database 2
250,Philippines,0.5,11.0,27.63,0.65,1.6,41.7,0.12,20972,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,no change,1.0,no change,5.0,24.7,76.5,24.1,75.5,23.44,25.9,78.6,Database 2
251,Philippines,0.0,5.0,24.84,0.5,1.3,42.9,0.1,20973,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,2.0,1.0,cooler,1.0,more,4.0,24.4,76.0,23.9,75.0,20.18,25.9,78.6,Database 2
252,Philippines,-0.5,11.0,22.66,0.4,1.3,42.3,0.12,20974,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,no change,1.0,no change,4.0,25.1,77.1,23.0,73.4,23.99,25.9,78.6,Database 2
253,Philippines,-0.3,7.0,23.94,0.46,1.2,51.2,0.1,20975,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0.0,1.0,cooler,1.0,more,6.0,24.4,75.9,24.1,75.3,20.61,25.9,78.6,Database 2
254,Philippines,0.9,22.0,27.89,0.48,1.7,29.4,0.07,20976,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1.0,1.0,cooler,1.0,more,5.0,27.5,81.5,26.0,78.8,12.86,25.9,78.6,Database 2
255,Philippines,0.2,6.0,25.74,0.67,1.3,29.3,0.1,20977,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,no change,1.0,no change,6.0,24.9,76.8,24.2,75.5,19.69,25.9,78.6,Database 2
256,Philippines,-0.3,7.0,23.8,0.42,1.3,43.4,0.1,20978,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1.0,1.0,cooler,1.0,no change,5.0,23.8,74.8,23.8,74.9,20.61,25.9,78.6,Database 2
257,Philippines,-0.2,6.0,24.46,0.48,1.3,43.2,0.12,20979,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,no change,1.0,no change,5.0,23.8,74.9,23.9,75.0,23.5,25.9,78.6,Database 2
258,Philippines,0.1,5.0,25.04,0.42,1.5,42.4,0.09,20980,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,no change,1.0,more,5.0,23.9,75.0,23.9,75.1,17.22,25.9,78.6,Database 2
259,Philippines,-0.3,7.0,24.01,0.42,1.2,40.1,0.16,20981,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,no change,1.0,no change,5.0,24.6,76.2,24.7,76.4,30.76,25.9,78.6,Database 2
260,Philippines,-0.6,13.0,23.12,0.4,1.2,39.8,0.2,20982,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,no change,1.0,more,5.0,24.7,76.4,24.8,76.6,38.45,25.9,78.6,Database 2
261,Philippines,0.0,5.0,25.38,0.67,1.2,39.8,0.18,20983,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1.0,0.0,cooler,1.0,more,3.0,24.7,76.5,24.8,76.6,35.06,25.9,78.6,Database 2
262,Philippines,0.6,14.0,27.78,0.48,1.8,40.8,0.13,20984,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,no change,1.0,no change,5.0,24.9,76.7,24.3,75.8,25.04,25.9,78.6,Database 2
263,Philippines,-0.6,12.0,23.14,0.4,1.2,40.7,0.16,20985,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,no change,1.0,more,6.0,24.8,76.6,24.3,75.7,30.82,25.9,78.6,Database 2
264,Philippines,-0.6,13.0,22.86,0.42,1.3,41.5,0.15,20986,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0.0,1.0,no change,1.0,no change,5.0,24.3,75.8,23.5,74.4,29.84,25.9,78.6,Database 2
265,Philippines,-0.4,9.0,23.42,0.5,1.3,42.0,0.17,20987,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,no change,1.0,no change,4.0,24.1,75.4,23.4,74.1,33.22,25.9,78.6,Database 2
266,Philippines,-0.8,20.0,22.36,0.42,1.1,40.5,0.17,20988,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0.0,1.0,no change,1.0,no change,4.0,25.5,77.8,24.3,75.7,33.71,25.9,78.6,Database 2
267,Philippines,0.3,7.0,25.93,0.53,1.3,38.7,0.09,20989,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,2.0,0.0,cooler,0.0,more,4.0,25.2,77.3,25.1,77.2,17.29,25.9,78.6,Database 2
268,Philippines,-0.1,5.0,24.65,0.56,1.5,49.2,0.15,20990,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0.0,1.0,no change,1.0,more,4.0,23.9,75.0,22.6,72.7,29.34,25.9,78.6,Database 2
269,Philippines,-0.2,6.0,25.24,0.86,1.1,59.8,0.14,20991,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,cooler,1.0,no change,4.0,22.5,72.6,22.6,72.7,27.44,25.9,78.6,Database 2
270,Philippines,-0.9,23.0,21.89,0.4,1.3,43.4,0.14,20992,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2.0,1.0,no change,1.0,no change,6.0,22.4,72.3,22.0,71.7,27.31,25.9,78.6,Database 2
271,Philippines,-1.1,30.0,21.2,0.5,1.2,36.8,0.25,20993,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,no change,1.0,no change,5.0,23.3,74.0,22.5,72.5,49.64,25.9,78.6,Database 2
272,Philippines,-0.4,8.0,24.23,0.67,1.1,47.2,0.16,20994,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1.0,1.0,no change,1.0,more,5.0,22.9,73.3,23.4,74.1,30.76,25.9,78.6,Database 2
273,Philippines,0.2,6.0,25.29,0.42,1.3,38.1,0.16,20995,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0.0,1.0,no change,1.0,no change,4.0,27.7,81.9,26.0,78.7,30.82,25.9,78.6,Database 2
274,Philippines,-1.3,41.0,20.17,0.56,1.2,34.5,0.25,20996,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1.0,1.0,cooler,1.0,more,4.0,23.7,74.6,21.7,71.0,48.66,25.9,78.6,Database 2
