,Country,Clo,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Thermal sensation,Thermal comfort,Air temperature (¡C),Air temperature (¡F),Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
6872,China,,10.8,0.15,76283,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,26.4,79.5,30.18,-9.0,15.8,Database 2
6873,China,,3.5,0.11,76284,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,0.0,,22.2,71.9,22.31,-9.0,15.8,Database 2
6874,China,,3.5,0.11,76285,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,1.0,,22.2,71.9,22.31,-9.0,15.8,Database 2
6875,China,,3.5,0.11,76286,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,0.0,,22.2,71.9,22.31,-9.0,15.8,Database 2
6876,China,,15.8,0.15,76287,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.4,75.9,28.87,-9.0,15.8,Database 2
6877,China,,15.8,0.15,76288,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,1.0,,24.4,75.9,28.87,-9.0,15.8,Database 2
6878,China,,15.8,0.15,76289,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,1.0,,24.4,75.9,28.87,-9.0,15.8,Database 2
6879,China,,15.8,0.15,76290,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,0.0,,24.4,75.9,28.87,-9.0,15.8,Database 2
6880,China,,15.8,0.15,76291,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.4,75.9,28.87,-9.0,15.8,Database 2
6881,China,,15.8,0.15,76292,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.4,75.9,28.87,-9.0,15.8,Database 2
6882,China,,15.8,0.15,76293,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,0.0,,24.4,75.9,28.87,-9.0,15.8,Database 2
6883,China,,6.5,0.16,76294,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,28.6,83.4,30.84,-9.0,15.8,Database 2
6884,China,,6.5,0.16,76295,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,28.6,83.4,30.84,-9.0,15.8,Database 2
6885,China,,9.7,0.2,76296,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,28.5,83.2,39.37,-9.0,15.8,Database 2
6886,China,,8.7,0.17,76297,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,30.1,86.2,32.81,-9.0,15.8,Database 2
6887,China,,3.3,0.15,76298,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,27.0,80.6,30.18,-9.0,15.8,Database 2
6888,China,,10.0,0.19,76299,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,28.0,82.4,36.75,-9.0,15.8,Database 2
6889,China,,2.3,0.21,76300,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,1.0,,22.5,72.6,41.99,-9.0,15.8,Database 2
6890,China,,5.0,0.18,76301,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,25.6,78.0,34.78,-9.0,15.8,Database 2
6891,China,,5.0,0.18,76302,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,25.6,78.0,34.78,-9.0,15.8,Database 2
6892,China,,11.5,0.2,76303,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,26.4,79.5,39.37,-9.0,15.8,Database 2
6893,China,,13.9,0.19,76304,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,27.2,80.9,37.4,-9.0,15.8,Database 2
6894,China,,13.9,0.19,76305,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,27.2,80.9,37.4,-9.0,15.8,Database 2
6895,China,,10.5,0.23,76306,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,1.0,,24.5,76.0,45.28,-9.0,15.8,Database 2
6896,China,,10.1,0.18,76307,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,1.0,,22.7,72.9,36.09,-9.0,15.8,Database 2
6897,China,,10.1,0.18,76308,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,0.0,,22.7,72.9,36.09,-9.0,15.8,Database 2
6898,China,,19.5,0.22,76309,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,29.2,84.5,43.31,-9.0,15.8,Database 2
6899,China,,12.0,0.14,76310,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,0.0,,27.8,82.0,26.9,-9.0,15.8,Database 2
6900,China,,8.7,0.2,76311,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,0.0,,24.2,75.6,38.71,-9.0,15.8,Database 2
6901,China,,0.5,0.12,76312,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.3,75.8,24.28,-9.0,15.8,Database 2
6902,China,,5.3,0.14,76313,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,1.0,,25.3,77.5,27.56,-9.0,15.8,Database 2
6903,China,,2.7,0.14,76314,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,1.0,,24.4,75.9,28.22,-9.0,15.8,Database 2
6904,China,,5.5,0.24,76315,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,26.9,80.5,46.59,-9.0,15.8,Database 2
6905,China,,3.9,0.13,76316,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.9,76.8,26.25,-9.0,15.8,Database 2
6906,China,,3.9,0.13,76317,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.9,76.8,26.25,-9.0,15.8,Database 2
6907,China,,5.5,0.13,76318,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,25.6,78.1,25.59,-9.0,15.8,Database 2
6908,China,,7.6,0.24,76319,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,29.2,84.6,46.59,-9.0,15.8,Database 2
6909,China,,18.9,0.15,76320,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,1.0,,26.2,79.2,29.53,-9.0,15.8,Database 2
6910,China,,10.7,0.16,76321,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,28.2,82.7,32.15,-9.0,15.8,Database 2
6911,China,,6.4,0.14,76322,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,0.0,,24.1,75.3,26.9,-9.0,15.8,Database 2
6912,China,,24.3,0.14,76323,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,26.3,79.3,28.22,-9.0,15.8,Database 2
6913,China,,10.4,0.12,76324,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,28.0,82.3,23.62,-9.0,15.8,Database 2
6914,China,,8.2,0.18,76325,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,0.0,,26.3,79.3,34.78,-9.0,15.8,Database 2
6915,China,,13.0,0.12,76326,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,28.2,82.7,22.97,-9.0,15.8,Database 2
6916,China,,13.2,0.16,76327,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,0.0,,26.1,78.9,32.15,-9.0,15.8,Database 2
6917,China,,12.7,0.14,76328,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.4,75.9,26.9,-9.0,15.8,Database 2
6918,China,,17.7,0.17,76329,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,25.3,77.6,32.81,-9.0,15.8,Database 2
6919,China,,20.5,0.17,76330,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,0.0,,24.1,75.4,33.46,-9.0,15.8,Database 2
6920,China,,16.3,0.13,76331,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,28.0,82.3,25.59,-9.0,15.8,Database 2
6921,China,,14.3,0.19,76332,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,27.8,82.1,36.75,-9.0,15.8,Database 2
6922,China,,20.4,0.11,76333,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.6,76.3,22.31,-9.0,15.8,Database 2
6923,China,,20.4,0.11,76334,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.6,76.3,22.31,-9.0,15.8,Database 2
6924,China,,20.4,0.11,76335,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.6,76.3,22.31,-9.0,15.8,Database 2
6925,China,,25.0,0.14,76336,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.0,75.2,27.56,-9.0,15.8,Database 2
6926,China,,25.0,0.14,76337,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.0,75.2,27.56,-9.0,15.8,Database 2
6927,China,,25.0,0.14,76338,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.0,75.2,27.56,-9.0,15.8,Database 2
6928,China,,25.0,0.14,76339,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.0,75.2,27.56,-9.0,15.8,Database 2
6929,China,,25.0,0.14,76340,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.0,75.2,27.56,-9.0,15.8,Database 2
6930,China,,22.0,0.13,76341,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,0.0,,21.9,71.4,24.93,-9.0,15.8,Database 2
6931,China,,22.0,0.13,76342,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,1.0,,21.9,71.4,24.93,-9.0,15.8,Database 2
6932,China,,14.0,0.15,76343,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,0.0,,24.7,76.5,30.18,-9.0,15.8,Database 2
6933,China,,14.0,0.15,76344,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.7,76.5,30.18,-9.0,15.8,Database 2
6934,China,,14.0,0.15,76345,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,0.0,,24.7,76.5,30.18,-9.0,15.8,Database 2
6935,China,,14.0,0.15,76346,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,24.7,76.5,30.18,-9.0,15.8,Database 2
6936,China,,27.5,0.15,76347,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,23.6,74.5,28.87,-9.0,15.8,Database 2
6937,China,,27.5,0.15,76348,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Office,,2.0,,23.6,74.5,28.87,-9.0,15.8,Database 2
6938,China,0.74,34.1,0.13,76349,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Classroom,,0.0,,24.0,75.3,25.59,-9.0,15.8,Database 2
6939,China,1.02,34.1,0.13,76350,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Classroom,,2.0,,24.0,75.3,25.59,-9.0,15.8,Database 2
6940,China,0.89,34.1,0.13,76351,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Classroom,,2.0,,24.0,75.3,25.59,-9.0,15.8,Database 2
6941,China,1.14,33.5,0.22,76352,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Classroom,,0.0,,24.1,75.3,43.31,-9.0,15.8,Database 2
6942,China,0.94,33.5,0.22,76353,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Classroom,,0.0,,24.1,75.3,43.31,-9.0,15.8,Database 2
6943,China,0.85,33.5,0.22,76354,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Classroom,,2.0,,24.1,75.3,43.31,-9.0,15.8,Database 2
6944,China,0.84,33.5,0.22,76355,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Classroom,,2.0,,24.1,75.3,43.31,-9.0,15.8,Database 2
6945,China,0.93,33.5,0.22,76356,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Classroom,,-2.0,,24.1,75.3,43.31,-9.0,15.8,Database 2
6946,China,1.03,35.4,0.12,76357,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Classroom,,-1.0,,23.4,74.2,23.62,-9.0,15.8,Database 2
6947,China,0.68,35.4,0.12,76358,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Classroom,,2.0,,23.4,74.2,24.28,-9.0,15.8,Database 2
6948,China,0.97,35.4,0.13,76359,"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,Classroom,,-1.0,,23.4,74.2,24.93,-9.0,15.8,Database 2
