,Country,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air temperature (¡C),Air temperature (¡F),Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
906,Iran,1.24,1.3,59.0,0.01,73180,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,18.9,66.0,2.0,20.7,69.2,Database 2
907,Iran,0.85,1.2,59.0,0.02,73181,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,18.9,66.0,3.9,20.7,69.2,Database 2
908,Iran,0.86,1.6,69.0,0.02,73182,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,20.6,69.1,3.9,20.7,69.2,Database 2
909,Iran,0.68,1.0,69.0,0.04,73183,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,20.6,69.1,7.9,20.7,69.2,Database 2
910,Iran,0.65,1.2,69.0,0.05,73184,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,20.6,69.1,9.8,20.7,69.2,Database 2
911,Iran,0.69,1.2,69.0,0.05,73185,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,20.6,69.1,9.8,20.7,69.2,Database 2
912,Iran,0.89,1.2,71.0,0.02,73186,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.4,68.7,3.9,20.7,69.2,Database 2
913,Iran,0.91,1.0,71.0,0.02,73187,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,20.4,68.7,3.9,20.7,69.2,Database 2
914,Iran,0.76,1.2,71.0,0.03,73188,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.4,68.7,5.9,20.7,69.2,Database 2
915,Iran,0.87,1.2,71.0,0.02,73189,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,20.4,68.7,3.9,20.7,69.2,Database 2
916,Iran,0.67,1.2,71.0,0.01,73190,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,20.4,68.7,2.0,20.7,69.2,Database 2
917,Iran,0.87,1.0,62.0,0.02,73191,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,19.7,67.5,3.9,20.7,69.2,Database 2
918,Iran,0.91,1.2,62.0,0.02,73192,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,19.7,67.5,3.9,20.7,69.2,Database 2
919,Iran,0.67,1.2,62.0,0.04,73193,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,warmer,19.7,67.5,7.9,20.7,69.2,Database 2
920,Iran,0.87,1.2,62.0,0.02,73194,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,19.7,67.5,3.9,20.7,69.2,Database 2
921,Iran,0.76,1.6,62.0,0.02,73195,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,19.7,67.5,3.9,20.7,69.2,Database 2
922,Iran,0.68,1.2,62.0,0.05,73196,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,19.7,67.5,9.8,20.7,69.2,Database 2
923,Iran,0.86,1.2,69.0,0.01,73197,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,20.5,68.9,2.0,20.7,69.2,Database 2
924,Iran,0.95,1.6,60.0,0.01,73198,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,19.6,67.3,2.0,20.7,69.2,Database 2
925,Iran,0.95,1.2,60.0,0.0,73199,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,19.6,67.3,0.0,20.7,69.2,Database 2
926,Iran,1.15,1.2,60.0,0.01,73200,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,19.6,67.3,2.0,20.7,69.2,Database 2
927,Iran,0.75,1.2,58.0,0.0,73201,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,20.7,69.3,0.0,20.7,69.2,Database 2
928,Iran,0.78,1.6,58.0,0.03,73202,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,20.7,69.3,5.9,20.7,69.2,Database 2
929,Iran,0.68,1.2,58.0,0.03,73203,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.7,69.3,5.9,20.7,69.2,Database 2
930,Iran,0.87,1.3,58.0,0.05,73204,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,20.7,69.3,9.8,20.7,69.2,Database 2
931,Iran,0.78,1.0,58.0,0.08,73205,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,65.0,1.0,no change,20.7,69.3,15.7,20.7,69.2,Database 2
932,Iran,0.55,1.1,51.0,0.01,73206,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,21.8,71.2,2.0,20.7,69.2,Database 2
933,Iran,0.56,1.1,51.0,0.03,73207,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,21.8,71.2,5.9,20.7,69.2,Database 2
934,Iran,0.67,1.2,51.0,0.03,73208,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,21.8,71.2,5.9,20.7,69.2,Database 2
935,Iran,0.56,1.6,51.0,0.01,73209,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,21.8,71.2,2.0,20.7,69.2,Database 2
936,Iran,0.55,1.2,51.0,0.02,73210,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,21.8,71.2,3.9,20.7,69.2,Database 2
937,Iran,0.54,1.2,51.0,0.09,73211,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,65.0,0.0,no change,21.8,71.2,17.7,20.7,69.2,Database 2
938,Iran,0.89,1.0,43.0,0.02,73212,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,20.9,69.6,3.9,20.7,69.2,Database 2
939,Iran,0.98,1.2,43.0,0.02,73213,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,20.9,69.6,3.9,20.7,69.2,Database 2
940,Iran,0.67,1.0,43.0,0.02,73214,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,20.9,69.6,3.9,20.7,69.2,Database 2
941,Iran,0.78,1.0,43.0,0.02,73215,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.9,69.6,3.9,20.7,69.2,Database 2
942,Iran,0.76,1.3,44.0,0.06,73216,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,21.9,71.4,11.8,20.7,69.2,Database 2
943,Iran,0.56,1.2,44.0,0.08,73217,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,21.9,71.4,15.7,20.7,69.2,Database 2
944,Iran,0.55,1.6,44.0,0.09,73218,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,21.9,71.4,17.7,20.7,69.2,Database 2
945,Iran,0.61,1.3,44.0,0.08,73219,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,65.0,0.0,no change,21.9,71.4,15.7,20.7,69.2,Database 2
946,Iran,0.98,1.2,62.0,0.02,73220,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,20.0,68.0,3.9,20.7,69.2,Database 2
947,Iran,0.87,1.2,62.0,0.02,73221,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,20.0,68.0,3.9,20.7,69.2,Database 2
948,Iran,0.88,1.6,62.0,0.03,73222,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,20.0,68.0,5.9,20.7,69.2,Database 2
949,Iran,0.98,1.6,62.0,0.02,73223,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,65.0,0.0,no change,20.0,68.0,3.9,20.7,69.2,Database 2
950,Iran,0.87,1.2,62.0,0.02,73224,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,20.0,68.0,3.9,20.7,69.2,Database 2
951,Iran,0.98,1.2,61.0,0.01,73225,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,20.0,68.0,2.0,20.7,69.2,Database 2
952,Iran,0.9,1.2,61.0,0.01,73226,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.0,68.0,2.0,20.7,69.2,Database 2
953,Iran,0.89,1.2,61.0,0.05,73227,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,20.0,68.0,9.8,20.7,69.2,Database 2
954,Iran,0.88,1.2,61.0,0.04,73228,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.0,68.0,7.9,20.7,69.2,Database 2
955,Iran,0.78,1.6,61.0,0.03,73229,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.0,68.0,5.9,20.7,69.2,Database 2
956,Iran,0.92,1.2,62.0,0.01,73230,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,20.3,68.5,2.0,20.7,69.2,Database 2
957,Iran,0.87,1.3,62.0,0.02,73231,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.3,68.5,3.9,20.7,69.2,Database 2
958,Iran,0.78,1.2,62.0,0.03,73232,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.3,68.5,5.9,20.7,69.2,Database 2
959,Iran,1.34,1.2,58.0,0.01,73233,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,-1.0,no change,17.2,63.0,2.0,20.7,69.2,Database 2
960,Iran,0.98,1.2,64.0,0.0,73234,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,warmer,18.7,65.7,0.0,20.7,69.2,Database 2
961,Iran,0.95,1.2,64.0,0.02,73235,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,65.0,-1.0,warmer,18.7,65.7,3.9,20.7,69.2,Database 2
962,Iran,1.18,1.0,64.0,0.03,73236,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,warmer,18.7,65.7,5.9,20.7,69.2,Database 2
963,Iran,1.23,1.0,64.0,0.0,73237,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,warmer,18.7,65.7,0.0,20.7,69.2,Database 2
964,Iran,0.97,1.2,63.0,0.05,73238,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,19.7,67.5,9.8,20.7,69.2,Database 2
965,Iran,0.86,1.2,63.0,0.04,73239,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,19.7,67.5,7.9,20.7,69.2,Database 2
966,Iran,0.84,1.6,63.0,0.01,73240,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,19.7,67.5,2.0,20.7,69.2,Database 2
967,Iran,0.78,1.2,63.0,0.08,73241,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,20.2,68.4,15.7,20.7,69.2,Database 2
968,Iran,0.68,1.6,66.0,0.02,73242,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,20.7,69.3,3.9,20.7,69.2,Database 2
969,Iran,0.81,1.6,66.0,0.02,73243,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,20.7,69.3,3.9,20.7,69.2,Database 2
970,Iran,0.78,1.2,66.0,0.02,73244,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,15.0,0.0,no change,20.7,69.3,3.9,20.7,69.2,Database 2
971,Iran,0.56,1.2,67.0,0.05,73245,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,15.0,0.0,no change,21.0,69.8,9.8,20.7,69.2,Database 2
972,Iran,0.58,1.2,67.0,0.05,73246,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,21.0,69.8,9.8,20.7,69.2,Database 2
973,Iran,0.78,1.2,67.0,0.08,73247,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,21.0,69.8,15.7,20.7,69.2,Database 2
974,Iran,0.71,1.4,67.0,0.05,73248,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,21.0,69.8,9.8,20.7,69.2,Database 2
975,Iran,0.94,1.2,68.0,0.02,73249,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.3,68.5,3.9,20.7,69.2,Database 2
976,Iran,0.86,1.2,68.0,0.02,73250,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,20.3,68.5,3.9,20.7,69.2,Database 2
977,Iran,0.78,1.0,68.0,0.06,73251,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.3,68.5,11.8,20.7,69.2,Database 2
978,Iran,0.59,1.2,69.0,0.08,73252,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,20.9,69.6,15.7,20.7,69.2,Database 2
979,Iran,0.78,1.2,69.0,0.04,73253,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,20.9,69.6,7.9,20.7,69.2,Database 2
980,Iran,0.74,1.2,69.0,0.03,73254,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.9,69.6,5.9,20.7,69.2,Database 2
981,Iran,0.75,1.4,68.0,0.0,73255,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,21.0,69.8,0.0,20.7,69.2,Database 2
982,Iran,0.56,1.2,68.0,0.02,73256,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,21.0,69.8,3.9,20.7,69.2,Database 2
983,Iran,0.89,1.4,68.0,0.06,73257,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,21.0,69.8,11.8,20.7,69.2,Database 2
984,Iran,1.14,1.2,67.0,0.01,73258,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,warmer,18.7,65.7,2.0,20.7,69.2,Database 2
985,Iran,1.02,1.2,67.0,0.01,73259,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,15.0,0.0,no change,18.7,65.7,2.0,20.7,69.2,Database 2
986,Iran,1.08,1.2,67.0,0.05,73260,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,18.7,65.7,9.8,20.7,69.2,Database 2
987,Iran,0.92,1.2,67.0,0.01,73261,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,18.7,65.7,2.0,20.7,69.2,Database 2
988,Iran,1.14,1.2,67.0,0.01,73262,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,18.7,65.7,2.0,20.7,69.2,Database 2
989,Iran,0.68,1.2,66.0,0.02,73263,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,21.1,70.0,3.9,20.7,69.2,Database 2
990,Iran,0.75,1.2,66.0,0.03,73264,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,21.1,70.0,5.9,20.7,69.2,Database 2
991,Iran,0.74,1.2,66.0,0.03,73265,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,21.1,70.0,5.9,20.7,69.2,Database 2
992,Iran,0.68,1.2,66.0,0.03,73266,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,21.1,70.0,5.9,20.7,69.2,Database 2
993,Iran,0.65,1.2,66.0,0.05,73267,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,21.1,70.0,9.8,20.7,69.2,Database 2
994,Iran,0.71,1.2,62.0,0.06,73268,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,21.2,70.2,11.8,20.7,69.2,Database 2
995,Iran,0.7,1.4,62.0,0.05,73269,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,21.2,70.2,9.8,20.7,69.2,Database 2
996,Iran,0.62,1.0,62.0,0.05,73270,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,21.2,70.2,9.8,20.7,69.2,Database 2
997,Iran,0.68,1.0,62.0,0.03,73271,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,21.2,70.2,5.9,20.7,69.2,Database 2
998,Iran,0.78,1.4,62.0,0.07,73272,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,21.2,70.2,13.8,20.7,69.2,Database 2
999,Iran,0.77,1.2,65.0,0.01,73273,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,20.9,69.6,2.0,20.7,69.2,Database 2
1000,Iran,0.87,1.2,65.0,0.01,73274,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.9,69.6,2.0,20.7,69.2,Database 2
1001,Iran,0.81,1.2,65.0,0.02,73275,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,20.9,69.6,3.9,20.7,69.2,Database 2
1002,Iran,0.54,1.3,65.0,0.08,73276,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,23.0,73.4,15.7,20.7,69.2,Database 2
1003,Iran,0.53,1.3,65.0,0.03,73277,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,23.0,73.4,5.9,20.7,69.2,Database 2
1004,Iran,0.57,1.2,65.0,0.04,73278,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,23.0,73.4,7.9,20.7,69.2,Database 2
1005,Iran,0.53,1.1,65.0,0.05,73279,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,15.0,0.0,no change,23.0,73.4,9.8,20.7,69.2,Database 2
1006,Iran,0.56,1.2,65.0,0.02,73280,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,23.0,73.4,3.9,20.7,69.2,Database 2
1007,Iran,0.57,1.3,57.0,0.05,73281,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,21.7,71.1,9.8,20.7,69.2,Database 2
1008,Iran,0.58,1.2,57.0,0.05,73282,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,21.7,71.1,9.8,20.7,69.2,Database 2
1009,Iran,0.67,1.4,57.0,0.03,73283,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,21.7,71.1,5.9,20.7,69.2,Database 2
1010,Iran,0.6,1.2,45.0,0.07,73284,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,22.1,71.8,13.8,20.7,69.2,Database 2
1011,Iran,0.86,1.2,58.0,0.03,73285,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,20.2,68.4,5.9,20.7,69.2,Database 2
1012,Iran,0.94,1.4,58.0,0.03,73286,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.2,68.4,5.9,20.7,69.2,Database 2
1013,Iran,0.93,1.2,58.0,0.02,73287,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,20.2,68.4,3.9,20.7,69.2,Database 2
1014,Iran,0.86,1.2,58.0,0.02,73288,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.2,68.4,3.9,20.7,69.2,Database 2
1015,Iran,0.89,1.3,61.0,0.01,73289,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.0,68.0,2.0,20.7,69.2,Database 2
1016,Iran,0.78,1.2,61.0,0.01,73290,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,20.0,68.0,2.0,20.7,69.2,Database 2
1017,Iran,0.87,1.0,61.0,0.03,73291,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,35.0,0.0,no change,20.0,68.0,5.9,20.7,69.2,Database 2
1018,Iran,0.82,1.2,62.0,0.05,73292,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,55.0,0.0,no change,20.2,68.4,9.8,20.7,69.2,Database 2
1019,Iran,0.78,1.2,62.0,0.02,73293,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,20.2,68.4,3.9,20.7,69.2,Database 2
1020,Iran,0.89,1.4,62.0,0.02,73294,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,20.2,68.4,3.9,20.7,69.2,Database 2
1021,Iran,0.88,1.2,62.0,0.01,73295,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,25.0,0.0,no change,20.2,68.4,2.0,20.7,69.2,Database 2
1022,Iran,0.89,1.2,62.0,0.02,73296,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,15.0,0.0,no change,19.6,67.3,3.9,20.7,69.2,Database 2
1023,Iran,0.88,1.2,62.0,0.03,73297,Shahin Heidari,2014.0,Winter,BWh,Hot desert,Bandar Abbas,Multifamily housing,Naturally Ventilated,45.0,0.0,no change,19.6,67.3,5.9,20.7,69.2,Database 2
