,Country,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air temperature (¡C),Air temperature (¡F),Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
591,Iran,0.48,1.2,28.4,0.18,8872,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.9,84.1,35.43,17.0,62.6,Database 2
592,Iran,0.4,1.2,28.4,0.18,8873,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.9,84.1,35.43,17.0,62.6,Database 2
593,Iran,0.37,0.8,28.4,0.18,8874,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.9,84.1,35.43,17.0,62.6,Database 2
594,Iran,0.37,0.8,20.0,0.07,8875,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.9,85.8,13.78,17.0,62.6,Database 2
595,Iran,0.45,0.8,27.7,0.08,8876,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.1,82.5,15.75,17.0,62.6,Database 2
596,Iran,0.45,1.2,27.8,0.07,8877,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.2,13.78,17.0,62.6,Database 2
597,Iran,0.45,0.8,27.9,0.06,8878,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,29.0,84.2,11.81,17.0,62.6,Database 2
598,Iran,0.45,0.8,29.2,0.09,8879,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,29.0,84.1,17.72,17.0,62.6,Database 2
599,Iran,0.45,0.8,27.8,0.07,8880,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.3,13.78,17.0,62.6,Database 2
600,Iran,0.45,0.8,29.8,0.06,8881,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.1,84.4,11.81,17.0,62.6,Database 2
601,Iran,0.45,1.2,29.8,0.07,8882,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,29.3,84.7,13.78,17.0,62.6,Database 2
602,Iran,0.45,1.2,29.7,0.04,8883,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.2,84.5,7.87,17.0,62.6,Database 2
603,Iran,0.58,1.2,27.3,0.06,8884,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.9,83.9,11.81,17.0,62.6,Database 2
604,Iran,0.58,1.2,27.4,0.07,8885,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.8,83.9,13.78,17.0,62.6,Database 2
605,Iran,0.58,1.2,27.7,0.08,8886,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,28.1,82.5,15.75,17.0,62.6,Database 2
606,Iran,0.58,1.2,27.8,0.07,8887,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.2,13.78,17.0,62.6,Database 2
607,Iran,0.58,1.2,27.9,0.06,8888,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.2,11.81,17.0,62.6,Database 2
608,Iran,0.58,0.8,29.2,0.09,8889,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.1,17.72,17.0,62.6,Database 2
609,Iran,0.58,0.8,27.8,0.07,8890,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.3,13.78,17.0,62.6,Database 2
610,Iran,0.58,1.2,29.8,0.06,8891,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.1,84.4,11.81,17.0,62.6,Database 2
611,Iran,0.58,0.8,29.8,0.07,8892,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.3,84.7,13.78,17.0,62.6,Database 2
612,Iran,0.58,1.2,29.7,0.04,8893,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,29.2,84.5,7.87,17.0,62.6,Database 2
613,Iran,0.46,1.2,27.7,0.08,8894,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.1,82.5,15.75,17.0,62.6,Database 2
614,Iran,0.46,1.6,27.8,0.07,8895,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,29.0,84.2,13.78,17.0,62.6,Database 2
615,Iran,0.46,0.8,27.9,0.06,8896,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,29.0,84.2,11.81,17.0,62.6,Database 2
616,Iran,0.46,0.8,29.2,0.09,8897,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.1,17.72,17.0,62.6,Database 2
617,Iran,0.46,0.8,27.8,0.07,8898,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.3,13.78,17.0,62.6,Database 2
618,Iran,0.46,0.8,29.8,0.06,8899,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.1,84.4,11.81,17.0,62.6,Database 2
619,Iran,0.46,0.8,29.8,0.07,8900,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.3,84.7,13.78,17.0,62.6,Database 2
620,Iran,0.46,0.8,29.7,0.04,8901,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.2,84.5,7.87,17.0,62.6,Database 2
621,Iran,0.53,1.2,27.3,0.06,8902,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,28.9,83.9,11.81,17.0,62.6,Database 2
622,Iran,0.53,1.2,27.4,0.07,8903,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.8,83.9,13.78,17.0,62.6,Database 2
623,Iran,0.53,1.2,27.7,0.08,8904,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.1,82.5,15.75,17.0,62.6,Database 2
624,Iran,0.53,1.2,27.8,0.07,8905,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.2,13.78,17.0,62.6,Database 2
625,Iran,0.53,0.8,27.9,0.06,8906,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.2,11.81,17.0,62.6,Database 2
626,Iran,0.53,0.8,29.2,0.09,8907,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.1,17.72,17.0,62.6,Database 2
627,Iran,0.53,0.8,27.8,0.07,8908,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.3,13.78,17.0,62.6,Database 2
628,Iran,0.53,0.8,29.8,0.06,8909,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.1,84.4,11.81,17.0,62.6,Database 2
629,Iran,0.53,0.8,29.8,0.07,8910,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.3,84.7,13.78,17.0,62.6,Database 2
630,Iran,0.53,0.8,29.7,0.04,8911,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.2,84.5,7.87,17.0,62.6,Database 2
631,Iran,0.46,1.2,15.3,0.11,8912,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.7,90.9,21.65,17.0,62.6,Database 2
632,Iran,0.46,1.2,15.1,0.09,8913,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.0,89.7,17.72,17.0,62.6,Database 2
633,Iran,0.46,1.2,27.9,0.06,8914,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.2,11.81,17.0,62.6,Database 2
634,Iran,0.37,1.2,15.4,0.11,8915,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.1,89.8,21.65,17.0,62.6,Database 2
635,Iran,0.37,1.2,13.4,0.14,8916,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.2,90.0,27.56,17.0,62.6,Database 2
636,Iran,0.62,0.8,15.3,0.11,8917,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.7,90.9,21.65,17.0,62.6,Database 2
637,Iran,0.42,0.8,15.1,0.09,8918,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.0,89.7,17.72,17.0,62.6,Database 2
638,Iran,0.42,1.2,27.9,0.06,8919,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.2,11.81,17.0,62.6,Database 2
639,Iran,0.37,1.2,15.4,0.11,8920,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.1,89.8,21.65,17.0,62.6,Database 2
640,Iran,0.37,0.8,13.4,0.14,8921,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.2,90.0,27.56,17.0,62.6,Database 2
641,Iran,0.56,0.8,15.3,0.11,8922,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.7,90.9,21.65,17.0,62.6,Database 2
642,Iran,0.56,0.8,15.1,0.09,8923,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.0,89.7,17.72,17.0,62.6,Database 2
643,Iran,0.41,1.2,27.9,0.06,8924,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.2,11.81,17.0,62.6,Database 2
644,Iran,0.41,1.2,15.4,0.11,8925,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.1,89.8,21.65,17.0,62.6,Database 2
645,Iran,0.41,1.2,13.4,0.14,8926,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.2,90.0,27.56,17.0,62.6,Database 2
646,Iran,0.58,1.6,15.3,0.11,8927,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.7,90.9,21.65,17.0,62.6,Database 2
647,Iran,0.58,1.2,15.1,0.09,8928,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.0,89.7,17.72,17.0,62.6,Database 2
648,Iran,0.42,0.8,27.9,0.06,8929,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.2,11.81,17.0,62.6,Database 2
649,Iran,0.42,1.6,15.4,0.11,8930,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.1,89.8,21.65,17.0,62.6,Database 2
650,Iran,0.45,0.8,15.3,0.11,8931,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.7,90.9,21.65,17.0,62.6,Database 2
651,Iran,0.45,1.2,15.1,0.09,8932,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.0,89.7,17.72,17.0,62.6,Database 2
652,Iran,0.45,1.2,27.9,0.06,8933,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.2,11.81,17.0,62.6,Database 2
653,Iran,0.42,1.2,15.4,0.11,8934,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.1,89.8,21.65,17.0,62.6,Database 2
654,Iran,0.42,0.8,13.4,0.14,8935,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,32.2,90.0,27.56,17.0,62.6,Database 2
655,Iran,0.7,1.2,25.4,0.17,8936,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.4,83.1,33.46,17.0,62.6,Database 2
656,Iran,0.7,1.2,23.0,0.12,8937,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.5,83.3,23.62,17.0,62.6,Database 2
657,Iran,0.7,1.9,20.9,0.12,8938,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.9,84.1,23.62,17.0,62.6,Database 2
658,Iran,0.54,1.9,29.3,0.16,8939,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,29.0,84.3,31.5,17.0,62.6,Database 2
659,Iran,0.7,2.1,33.6,0.17,8940,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.3,84.7,33.46,17.0,62.6,Database 2
660,Iran,0.7,2.4,26.2,0.09,8941,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.5,85.1,17.72,17.0,62.6,Database 2
661,Iran,0.7,2.4,32.3,0.07,8942,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.3,84.8,13.78,17.0,62.6,Database 2
662,Iran,0.7,2.4,27.3,0.06,8943,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.3,84.7,11.81,17.0,62.6,Database 2
663,Iran,0.7,1.2,32.5,0.12,8944,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.6,85.2,23.62,17.0,62.6,Database 2
664,Iran,0.7,1.2,32.5,0.12,8945,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.6,85.2,23.62,17.0,62.6,Database 2
665,Iran,0.84,1.6,25.4,0.17,8946,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.4,83.1,33.46,17.0,62.6,Database 2
666,Iran,0.84,1.6,26.0,0.13,8947,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.5,83.3,25.59,17.0,62.6,Database 2
667,Iran,0.84,1.9,23.0,0.12,8948,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,28.5,83.3,23.62,17.0,62.6,Database 2
668,Iran,0.84,1.9,21.8,0.11,8949,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,28.8,83.8,21.65,17.0,62.6,Database 2
669,Iran,0.84,1.9,20.9,0.12,8950,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,28.9,84.1,23.62,17.0,62.6,Database 2
670,Iran,0.81,1.6,25.7,0.16,8951,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.1,84.4,31.5,17.0,62.6,Database 2
671,Iran,0.81,2.1,29.3,0.16,8952,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.0,84.3,31.5,17.0,62.6,Database 2
672,Iran,0.81,2.1,29.0,0.17,8953,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.3,84.7,33.46,17.0,62.6,Database 2
673,Iran,0.81,1.9,33.6,0.17,8954,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.3,84.7,33.46,17.0,62.6,Database 2
674,Iran,0.81,1.9,21.0,0.09,8955,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.6,85.3,17.72,17.0,62.6,Database 2
675,Iran,0.81,2.1,26.2,0.09,8956,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.5,85.1,17.72,17.0,62.6,Database 2
676,Iran,0.81,2.4,27.7,0.07,8957,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.4,85.0,13.78,17.0,62.6,Database 2
677,Iran,0.81,2.4,32.3,0.07,8958,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.3,84.8,13.78,17.0,62.6,Database 2
678,Iran,0.81,1.2,23.0,0.12,8959,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,28.5,83.3,23.62,17.0,62.6,Database 2
679,Iran,0.81,1.6,20.9,0.12,8960,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,28.9,84.1,23.62,17.0,62.6,Database 2
680,Iran,0.81,1.6,29.3,0.16,8961,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.0,84.3,31.5,17.0,62.6,Database 2
681,Iran,0.81,1.9,33.6,0.17,8962,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.3,84.7,33.46,17.0,62.6,Database 2
682,Iran,0.81,1.9,26.2,0.09,8963,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.5,85.1,17.72,17.0,62.6,Database 2
683,Iran,0.5,1.9,32.3,0.07,8964,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.3,84.8,13.78,17.0,62.6,Database 2
684,Iran,0.5,1.2,27.3,0.06,8965,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.3,84.7,11.81,17.0,62.6,Database 2
685,Iran,0.5,1.2,32.5,0.12,8966,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.6,85.2,23.62,17.0,62.6,Database 2
686,Iran,0.5,1.2,32.5,0.12,8967,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,29.6,85.2,23.62,17.0,62.6,Database 2
687,Iran,0.71,1.9,32.4,0.14,8968,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.0,82.4,27.56,17.0,62.6,Database 2
688,Iran,0.71,1.9,25.4,0.17,8969,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.4,83.1,33.46,17.0,62.6,Database 2
689,Iran,0.71,1.9,23.0,0.12,8970,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.5,83.3,23.62,17.0,62.6,Database 2
690,Iran,0.46,1.9,20.9,0.12,8971,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,28.9,84.1,23.62,17.0,62.6,Database 2
691,Iran,0.46,1.9,29.3,0.16,8972,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.0,84.3,31.5,17.0,62.6,Database 2
692,Iran,0.46,1.9,33.6,0.17,8973,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.3,84.7,33.46,17.0,62.6,Database 2
693,Iran,0.46,2.4,26.2,0.09,8974,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.5,85.1,17.72,17.0,62.6,Database 2
694,Iran,0.46,2.4,32.3,0.07,8975,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.3,84.8,13.78,17.0,62.6,Database 2
695,Iran,0.46,2.4,27.3,0.06,8976,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.3,84.7,11.81,17.0,62.6,Database 2
696,Iran,0.46,2.4,32.5,0.12,8977,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.6,85.2,23.62,17.0,62.6,Database 2
697,Iran,0.37,1.2,23.0,0.12,8978,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,28.5,83.3,23.62,17.0,62.6,Database 2
698,Iran,0.37,1.2,22.2,0.1,8979,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,28.6,83.5,19.69,17.0,62.6,Database 2
699,Iran,0.37,1.6,20.9,0.12,8980,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,28.9,84.1,23.62,17.0,62.6,Database 2
700,Iran,0.37,1.6,23.5,0.15,8981,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.0,84.1,29.53,17.0,62.6,Database 2
701,Iran,0.37,1.6,29.3,0.16,8982,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.0,84.3,31.5,17.0,62.6,Database 2
702,Iran,0.37,1.6,35.5,0.16,8983,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.1,84.4,31.5,17.0,62.6,Database 2
703,Iran,0.37,1.6,33.6,0.17,8984,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.3,84.7,33.46,17.0,62.6,Database 2
704,Iran,0.37,2.4,30.6,0.1,8985,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.4,84.8,19.69,17.0,62.6,Database 2
705,Iran,0.37,2.4,26.2,0.09,8986,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.5,85.1,17.72,17.0,62.6,Database 2
706,Iran,0.37,2.4,33.6,0.09,8987,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.3,84.8,17.72,17.0,62.6,Database 2
707,Iran,0.37,2.7,32.3,0.07,8988,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,1.0,cooler,29.3,84.8,13.78,17.0,62.6,Database 2
708,Iran,0.37,2.7,33.7,0.08,8989,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.3,84.7,15.75,17.0,62.6,Database 2
709,Iran,0.37,2.7,27.3,0.06,8990,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,cooler,29.3,84.7,11.81,17.0,62.6,Database 2
710,Iran,0.71,1.9,32.4,0.14,8991,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.0,82.4,27.56,17.0,62.6,Database 2
711,Iran,0.71,2.4,25.4,0.17,8992,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.4,83.1,33.46,17.0,62.6,Database 2
712,Iran,0.71,2.4,23.0,0.12,8993,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.5,83.3,23.62,17.0,62.6,Database 2
713,Iran,0.71,1.9,20.9,0.12,8994,Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Office,Naturally Ventilated,,0.0,no change,28.9,84.1,23.62,17.0,62.6,Database 2
