,Country,Clo,Met,Relative humidity (%),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Air temperature (¡C),Air temperature (¡F),Ta_m (¡C),Ta_m (¡F),Operative temperature (¡C),Operative temperature (¡F),Database
75,Indonesia,0.63,1.0,63.0,83439,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,25.0,-1.0,25.0,77.0,25.0,77.0,24.4,75.9,Database 1
76,Indonesia,0.63,1.0,63.0,83440,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,26.0,0.0,25.0,77.0,25.0,77.0,24.4,75.9,Database 1
77,Indonesia,0.63,1.0,63.0,83441,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,22.0,0.0,25.0,77.0,25.0,77.0,24.4,75.9,Database 1
78,Indonesia,0.53,1.0,61.0,83442,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,24.0,-1.0,25.0,77.0,25.0,77.0,24.7,76.5,Database 1
79,Indonesia,0.63,1.0,61.0,83443,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,24.0,0.0,25.0,77.0,25.0,77.0,24.7,76.5,Database 1
80,Indonesia,0.53,1.0,61.0,83444,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,29.0,0.0,25.0,77.0,25.0,77.0,24.7,76.5,Database 1
81,Indonesia,0.63,1.0,63.0,83445,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,38.0,-1.0,25.0,77.0,25.0,77.0,24.9,76.8,Database 1
82,Indonesia,0.53,1.0,63.0,83446,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,23.0,0.0,25.0,77.0,25.0,77.0,24.9,76.8,Database 1
83,Indonesia,0.63,1.0,63.0,83447,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,23.0,0.0,25.0,77.0,25.0,77.0,24.9,76.8,Database 1
84,Indonesia,0.53,1.0,63.0,83448,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,35.0,-1.0,25.0,77.0,25.0,77.0,24.9,76.8,Database 1
85,Indonesia,0.63,1.0,63.0,83449,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,27.0,-1.0,25.0,77.0,25.0,77.0,24.9,76.8,Database 1
86,Indonesia,0.63,1.0,63.0,83450,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,26.0,0.0,25.0,77.0,25.0,77.0,24.9,76.8,Database 1
87,Indonesia,0.53,1.0,61.0,83451,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,23.0,-1.0,23.0,73.4,23.0,73.4,22.0,71.6,Database 1
88,Indonesia,0.53,1.0,61.0,83452,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,29.0,-2.0,23.0,73.4,23.0,73.4,22.0,71.6,Database 1
89,Indonesia,0.53,1.0,64.0,83453,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,27.0,-1.0,23.0,73.4,23.0,73.4,23.3,73.9,Database 1
90,Indonesia,0.53,1.0,64.0,83454,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,21.0,-1.0,23.0,73.4,23.0,73.4,23.3,73.9,Database 1
91,Indonesia,0.53,1.0,63.0,83455,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,30.0,0.0,26.0,78.8,26.0,78.8,26.4,79.5,Database 1
92,Indonesia,0.63,1.0,63.0,83456,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,23.0,-1.0,26.0,78.8,26.0,78.8,26.4,79.5,Database 1
93,Indonesia,0.53,1.0,63.0,83457,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,21.0,-1.0,26.0,78.8,26.0,78.8,26.4,79.5,Database 1
94,Indonesia,0.63,1.0,63.0,83458,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,22.0,-1.0,26.0,78.8,26.0,78.8,26.4,79.5,Database 1
95,Indonesia,0.53,1.0,63.0,83459,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,25.0,0.0,26.0,78.8,26.0,78.8,26.4,79.5,Database 1
96,Indonesia,0.63,1.0,63.0,83460,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,30.0,0.0,26.0,78.8,26.0,78.8,26.4,79.5,Database 1
97,Indonesia,0.63,1.0,63.0,83461,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,22.0,-1.0,26.0,78.8,26.0,78.8,26.4,79.5,Database 1
98,Indonesia,0.63,1.0,63.0,83462,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,30.0,0.0,26.0,78.8,26.0,78.8,26.4,79.5,Database 1
99,Indonesia,0.63,1.0,63.0,83463,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,,-1.0,26.0,78.8,26.0,78.8,26.4,79.5,Database 1
100,Indonesia,0.63,1.0,63.0,83464,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,27.0,0.0,26.0,78.8,26.0,78.8,26.4,79.5,Database 1
101,Indonesia,0.63,1.0,63.0,83465,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,21.0,-1.0,26.0,78.8,26.0,78.8,26.4,79.5,Database 1
102,Indonesia,0.53,1.0,63.0,83466,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,30.0,0.0,26.0,78.8,26.0,78.8,26.4,79.5,Database 1
103,Indonesia,0.53,1.0,61.0,83467,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,,0.0,26.0,78.8,26.0,78.8,25.7,78.3,Database 1
104,Indonesia,0.53,1.0,61.0,83468,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,29.0,-2.0,26.0,78.8,26.0,78.8,25.7,78.3,Database 1
105,Indonesia,0.53,1.0,61.0,83469,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,34.0,0.0,26.0,78.8,26.0,78.8,25.7,78.3,Database 1
106,Indonesia,0.53,1.0,61.0,83470,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,26.0,-1.0,26.0,78.8,26.0,78.8,25.7,78.3,Database 1
107,Indonesia,0.53,1.0,61.0,83471,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,27.0,0.0,26.0,78.8,26.0,78.8,25.7,78.3,Database 1
108,Indonesia,0.53,1.0,61.0,83472,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,38.0,0.0,26.0,78.8,26.0,78.8,25.7,78.3,Database 1
109,Indonesia,0.53,1.0,61.0,83473,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,41.0,0.0,26.0,78.8,26.0,78.8,25.7,78.3,Database 1
110,Indonesia,0.53,1.0,56.0,83474,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,36.0,0.0,27.0,80.6,27.0,80.6,26.5,79.7,Database 1
111,Indonesia,0.53,1.0,56.0,83475,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,31.0,2.0,26.0,78.8,26.0,78.8,26.3,79.3,Database 1
112,Indonesia,0.63,1.0,55.0,83476,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,38.0,0.0,28.0,82.4,28.0,82.4,27.4,81.3,Database 1
113,Indonesia,0.53,1.0,56.0,83477,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,33.0,1.0,28.0,82.4,28.0,82.4,28.2,82.8,Database 1
114,Indonesia,0.53,1.0,56.0,83478,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,37.0,1.0,28.0,82.4,28.0,82.4,28.2,82.8,Database 1
115,Indonesia,0.53,1.0,56.0,83479,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,34.0,0.0,28.0,82.4,28.0,82.4,28.2,82.8,Database 1
116,Indonesia,0.53,1.0,56.0,83480,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,32.0,1.0,28.0,82.4,28.0,82.4,28.2,82.8,Database 1
117,Indonesia,0.53,1.0,56.0,83481,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,37.0,1.0,28.0,82.4,28.0,82.4,28.2,82.8,Database 1
118,Indonesia,0.53,1.0,57.0,83482,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,37.0,0.0,24.0,75.2,24.0,75.2,24.2,75.6,Database 1
119,Indonesia,0.53,1.0,57.0,83483,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,29.0,-2.0,24.0,75.2,24.0,75.2,24.2,75.6,Database 1
120,Indonesia,0.53,1.0,59.0,83484,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,30.0,1.0,25.0,77.0,25.0,77.0,25.6,78.1,Database 1
121,Indonesia,0.53,1.0,57.0,83485,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,37.0,1.0,26.0,78.8,26.0,78.8,26.9,80.4,Database 1
122,Indonesia,0.53,1.0,57.0,83486,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,34.0,0.0,27.0,80.6,27.0,80.6,27.4,81.3,Database 1
123,Indonesia,0.53,1.0,57.0,83487,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,35.0,0.0,27.0,80.6,27.0,80.6,27.4,81.3,Database 1
124,Indonesia,0.63,1.0,57.0,83488,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,38.0,0.0,27.0,80.6,27.0,80.6,27.4,81.3,Database 1
125,Indonesia,0.53,1.0,54.0,83489,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,31.0,0.0,28.0,82.4,28.0,82.4,28.6,83.5,Database 1
126,Indonesia,0.63,1.0,54.0,83490,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,35.0,1.0,28.0,82.4,28.0,82.4,28.6,83.5,Database 1
127,Indonesia,0.53,1.0,52.0,83491,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,34.0,0.0,30.0,86.0,30.0,86.0,30.4,86.7,Database 1
128,Indonesia,0.63,1.0,52.0,83492,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,40.0,2.0,30.0,86.0,30.0,86.0,30.4,86.7,Database 1
129,Indonesia,0.63,1.0,52.0,83493,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,,1.0,30.0,86.0,30.0,86.0,30.4,86.7,Database 1
130,Indonesia,,1.0,52.0,83494,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,,0.0,30.0,86.0,30.0,86.0,30.4,86.7,Database 1
131,Indonesia,0.53,1.0,52.0,83495,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,,1.0,30.0,86.0,30.0,86.0,30.4,86.7,Database 1
132,Indonesia,0.63,1.0,53.0,83496,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,38.0,0.0,26.0,78.8,26.0,78.8,25.8,78.4,Database 1
133,Indonesia,0.63,1.0,53.0,83497,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,31.0,-1.0,26.0,78.8,26.0,78.8,25.8,78.4,Database 1
134,Indonesia,0.53,1.0,52.0,83498,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,38.0,0.0,30.0,86.0,30.0,86.0,30.4,86.7,Database 1
135,Indonesia,0.53,1.0,53.0,83499,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,37.0,0.0,26.0,78.8,26.0,78.8,25.8,78.4,Database 1
136,Indonesia,0.53,1.0,53.0,83500,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,48.0,0.0,26.0,78.8,26.0,78.8,25.8,78.4,Database 1
137,Indonesia,0.53,1.0,52.0,83501,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,31.0,0.0,27.0,80.6,27.0,80.6,27.5,81.5,Database 1
138,Indonesia,0.53,1.0,53.0,83502,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,32.0,-2.0,27.0,80.6,27.0,80.6,26.4,79.5,Database 1
139,Indonesia,0.63,1.0,55.0,83503,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,,0.0,28.0,82.4,28.0,82.4,27.2,81.0,Database 1
140,Indonesia,0.53,1.0,55.0,83504,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,33.0,0.0,28.0,82.4,28.0,82.4,27.2,81.0,Database 1
141,Indonesia,0.53,1.0,55.0,83505,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,30.0,0.0,28.0,82.4,28.0,82.4,27.2,81.0,Database 1
142,Indonesia,0.53,1.0,55.0,83506,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,47.0,0.0,28.0,82.4,28.0,82.4,27.2,81.0,Database 1
143,Indonesia,0.63,1.0,55.0,83507,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,30.0,2.0,27.0,80.6,27.0,80.6,26.9,80.4,Database 1
144,Indonesia,0.53,1.0,58.0,83508,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,33.0,1.0,28.0,82.4,28.0,82.4,28.0,82.4,Database 1
145,Indonesia,0.53,1.0,58.0,83509,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,40.0,0.0,28.0,82.4,28.0,82.4,28.0,82.4,Database 1
146,Indonesia,0.63,1.0,56.0,83510,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,,1.0,28.0,82.4,28.0,82.4,28.6,83.5,Database 1
147,Indonesia,0.53,1.0,56.0,83511,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,26.0,0.0,28.0,82.4,28.0,82.4,28.6,83.5,Database 1
148,Indonesia,0.53,1.0,56.0,83512,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,40.0,1.0,28.0,82.4,28.0,82.4,28.6,83.5,Database 1
149,Indonesia,0.53,1.0,56.0,83513,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,29.0,1.0,28.0,82.4,28.0,82.4,28.6,83.5,Database 1
150,Indonesia,0.53,1.0,56.0,83514,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,29.0,1.0,28.0,82.4,28.0,82.4,28.6,83.5,Database 1
151,Indonesia,0.53,1.0,56.0,83515,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,,0.0,28.0,82.4,28.0,82.4,28.6,83.5,Database 1
152,Indonesia,0.53,1.0,56.0,83516,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,,0.0,28.0,82.4,28.0,82.4,28.6,83.5,Database 1
153,Indonesia,0.63,1.0,56.0,83517,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,24.0,0.0,28.0,82.4,28.0,82.4,28.6,83.5,Database 1
154,Indonesia,0.53,1.0,56.0,83518,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,28.0,0.0,28.0,82.4,28.0,82.4,28.6,83.5,Database 1
155,Indonesia,0.53,1.0,56.0,83519,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,39.0,0.0,28.0,82.4,28.0,82.4,28.6,83.5,Database 1
156,Indonesia,0.53,1.0,56.0,83520,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,27.0,0.0,28.0,82.4,28.0,82.4,28.6,83.5,Database 1
157,Indonesia,,1.0,56.0,83521,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,,0.0,28.0,82.4,28.0,82.4,28.6,83.5,Database 1
158,Indonesia,0.53,1.0,56.0,83522,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,27.0,1.0,28.0,82.4,28.0,82.4,28.6,83.5,Database 1
159,Indonesia,0.53,1.0,58.0,83523,"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Office,Air Conditioned,34.0,1.0,27.0,80.6,27.0,80.6,27.5,81.5,Database 1
