,Country,Clo,Relative humidity (%),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air temperature (¡C),Air temperature (¡F),Ta_m (¡C),Ta_m (¡F),Database
1543,Canada,0.49,32.1,89041,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,22.3,72.1,22.3,72.1,Database 1
1544,Canada,1.06,23.8,89042,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,,,24.5,76.1,24.5,76.1,Database 1
1545,Canada,0.72,32.1,89043,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,-1.0,warmer,22.3,72.1,22.3,72.1,Database 1
1546,Canada,0.76,21.6,89044,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,,0.0,no change,22.0,71.6,22.0,71.6,Database 1
1547,Canada,1.4,32.4,89045,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,-1.0,no change,23.8,74.8,23.8,74.8,Database 1
1548,Canada,0.96,32.4,89046,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,1.0,no change,23.8,74.8,23.8,74.8,Database 1
1549,Canada,0.96,32.4,89047,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,2.0,cooler,23.8,74.8,23.8,74.8,Database 1
1550,Canada,0.87,32.4,89048,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,1.0,cooler,23.8,74.8,23.8,74.8,Database 1
1551,Canada,0.57,32.1,89049,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,23.6,74.5,23.6,74.5,Database 1
1552,Canada,0.56,32.1,89050,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,23.6,74.5,23.6,74.5,Database 1
1553,Canada,0.72,32.1,89051,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,23.6,74.5,23.6,74.5,Database 1
1554,Canada,0.74,34.7,89052,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,23.8,74.8,23.8,74.8,Database 1
1555,Canada,0.64,30.4,89053,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,24.5,76.1,24.5,76.1,Database 1
1556,Canada,1.05,30.4,89054,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,2.0,no change,24.5,76.1,24.5,76.1,Database 1
1557,Canada,0.87,30.4,89055,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,1.0,cooler,24.5,76.1,24.5,76.1,Database 1
1558,Canada,0.75,34.3,89056,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,23.4,74.1,23.4,74.1,Database 1
1559,Canada,0.63,34.3,89057,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,1.0,no change,23.4,74.1,23.4,74.1,Database 1
1560,Canada,0.46,34.0,89058,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,23.6,74.5,23.6,74.5,Database 1
1561,Canada,0.93,36.2,89059,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,23.0,73.4,23.0,73.4,Database 1
1562,Canada,0.72,36.3,89060,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,1.0,cooler,24.1,75.4,24.1,75.4,Database 1
1563,Canada,0.56,37.9,89061,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,23.6,74.5,23.6,74.5,Database 1
1564,Canada,0.78,37.9,89062,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,-1.0,warmer,23.6,74.5,23.6,74.5,Database 1
1565,Canada,1.06,41.7,89063,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,,0.0,no change,23.4,74.1,23.4,74.1,Database 1
1566,Canada,0.51,39.0,89064,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,1.0,no change,24.5,76.1,24.5,76.1,Database 1
1567,Canada,0.33,39.3,89065,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,24.5,76.1,24.5,76.1,Database 1
1568,Canada,0.49,29.7,89066,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
1569,Canada,0.42,29.8,89067,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,23.2,73.8,23.2,73.8,Database 1
1570,Canada,1.0,29.8,89068,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,55.0,1.0,no change,23.2,73.8,23.2,73.8,Database 1
1571,Canada,0.72,27.4,89069,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,55.0,1.0,no change,23.4,74.1,23.4,74.1,Database 1
1572,Canada,0.51,33.1,89070,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
1573,Canada,0.62,33.1,89071,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
1574,Canada,0.62,28.3,89072,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,23.8,74.8,23.8,74.8,Database 1
1575,Canada,0.65,27.4,89073,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,25.2,77.4,25.2,77.4,Database 1
1576,Canada,0.97,25.8,89074,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,1.0,no change,23.4,74.1,23.4,74.1,Database 1
1577,Canada,0.63,25.8,89075,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,23.4,74.1,23.4,74.1,Database 1
1578,Canada,0.92,27.4,89076,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,1.0,no change,23.4,74.1,23.4,74.1,Database 1
1579,Canada,0.63,29.7,89077,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,23.4,74.1,23.4,74.1,Database 1
1580,Canada,0.64,27.6,89078,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,23.0,73.4,23.0,73.4,Database 1
1581,Canada,0.73,27.6,89079,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,23.0,73.4,23.0,73.4,Database 1
1582,Canada,1.04,27.6,89080,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,23.0,73.4,23.0,73.4,Database 1
1583,Canada,0.66,27.6,89081,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,1.0,cooler,23.0,73.4,23.0,73.4,Database 1
1584,Canada,0.62,27.6,89082,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,1.0,cooler,23.0,73.4,23.0,73.4,Database 1
1585,Canada,0.8,28.1,89083,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,-1.0,warmer,23.6,74.5,23.6,74.5,Database 1
1586,Canada,0.64,28.1,89084,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,23.6,74.5,23.6,74.5,Database 1
1587,Canada,1.01,26.4,89085,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,2.0,cooler,25.2,77.4,25.2,77.4,Database 1
1588,Canada,0.97,26.5,89086,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,23.8,74.8,23.8,74.8,Database 1
1589,Canada,0.92,21.7,89087,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,1.0,cooler,22.3,72.1,22.3,72.1,Database 1
1590,Canada,1.06,23.4,89088,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,-1.0,warmer,22.3,72.1,22.3,72.1,Database 1
1591,Canada,0.66,23.4,89089,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,22.3,72.1,22.3,72.1,Database 1
1592,Canada,0.84,20.7,89090,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,23.2,73.8,23.2,73.8,Database 1
1593,Canada,0.8,20.7,89091,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,23.2,73.8,23.2,73.8,Database 1
1594,Canada,0.74,34.7,89092,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,-1.0,no change,22.3,72.1,22.3,72.1,Database 1
1595,Canada,0.67,25.8,89093,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,,2.0,no change,22.7,72.9,22.7,72.9,Database 1
1596,Canada,0.96,30.9,89094,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,2.0,cooler,23.4,74.1,23.4,74.1,Database 1
1597,Canada,0.62,37.7,89095,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,-1.0,no change,22.0,71.6,22.0,71.6,Database 1
1598,Canada,0.64,26.6,89096,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
1599,Canada,1.02,26.6,89097,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
1600,Canada,0.63,26.6,89098,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
1601,Canada,0.67,25.8,89099,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
1602,Canada,0.63,25.8,89100,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
1603,Canada,0.63,23.4,89101,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,-1.0,no change,24.1,75.4,24.1,75.4,Database 1
1604,Canada,0.41,30.9,89102,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,1.0,no change,23.4,74.1,23.4,74.1,Database 1
1605,Canada,1.08,22.9,89103,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
1606,Canada,0.62,22.9,89104,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,1.0,cooler,22.7,72.9,22.7,72.9,Database 1
1607,Canada,0.57,20.7,89105,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,-1.0,no change,23.2,73.8,23.2,73.8,Database 1
1608,Canada,0.96,34.8,89106,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,1.0,no change,22.7,72.9,22.7,72.9,Database 1
1609,Canada,0.51,37.2,89107,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,22.3,72.1,22.3,72.1,Database 1
1610,Canada,0.93,37.2,89108,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,55.0,0.0,no change,22.3,72.1,22.3,72.1,Database 1
1611,Canada,0.57,28.4,89109,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,24.5,76.1,24.5,76.1,Database 1
1612,Canada,1.06,20.0,89110,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,1.0,cooler,23.8,74.8,23.8,74.8,Database 1
1613,Canada,0.62,20.0,89111,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,1.0,no change,23.8,74.8,23.8,74.8,Database 1
1614,Canada,0.96,20.0,89112,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,2.0,cooler,23.8,74.8,23.8,74.8,Database 1
1615,Canada,1.05,20.0,89113,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,2.0,cooler,23.8,74.8,23.8,74.8,Database 1
1616,Canada,0.66,20.0,89114,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,1.0,cooler,23.8,74.8,23.8,74.8,Database 1
1617,Canada,0.64,20.0,89115,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,1.0,no change,23.8,74.8,23.8,74.8,Database 1
1618,Canada,0.46,20.0,89116,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,23.2,73.8,23.2,73.8,Database 1
1619,Canada,0.74,26.7,89117,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,1.0,cooler,25.2,77.4,25.2,77.4,Database 1
1620,Canada,0.28,26.8,89118,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,1.0,cooler,24.1,75.4,24.1,75.4,Database 1
1621,Canada,0.7,32.1,89119,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,1.0,no change,23.4,74.1,23.4,74.1,Database 1
1622,Canada,0.79,24.1,89120,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,-1.0,warmer,23.0,73.4,23.0,73.4,Database 1
1623,Canada,0.67,22.2,89121,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,23.4,74.1,23.4,74.1,Database 1
1624,Canada,0.63,22.2,89122,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,23.4,74.1,23.4,74.1,Database 1
1625,Canada,0.63,19.6,89123,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,1.0,no change,24.8,76.6,24.8,76.6,Database 1
1626,Canada,0.64,18.9,89124,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,23.0,73.4,23.0,73.4,Database 1
1627,Canada,0.62,20.0,89125,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,55.0,0.0,no change,23.2,73.8,23.2,73.8,Database 1
1628,Canada,0.49,26.8,89126,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,23.8,74.8,23.8,74.8,Database 1
1629,Canada,0.93,31.1,89127,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,55.0,0.0,no change,23.8,74.8,23.8,74.8,Database 1
