,Country,Clo,Met,Relative humidity (%),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Thermal sensation,Thermal preference,Thermal comfort,Air temperature (¡C),Air temperature (¡F),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
231,Japan,0.59,1.6,49.0,62331,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,no change,4.3,28.9,84.0,27.0,80.6,Database 2
232,Japan,0.46,1.8,52.0,62332,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,no change,4.3,35.0,94.9,27.0,80.6,Database 2
233,Japan,0.46,1.2,71.0,62333,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,26.6,79.9,27.0,80.6,Database 2
234,Japan,0.46,1.2,72.0,62334,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,26.3,79.3,27.0,80.6,Database 2
235,Japan,0.46,1.2,70.0,62335,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,28.6,83.5,27.0,80.6,Database 2
236,Japan,0.25,1.6,72.0,62336,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,25.7,78.2,27.0,80.6,Database 2
237,Japan,0.46,1.9,46.3,62337,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,no change,5.1,29.5,85.1,27.0,80.6,Database 2
238,Japan,0.46,1.2,55.0,62338,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,4.3,29.1,84.4,27.0,80.6,Database 2
239,Japan,0.35,0.8,78.3,62339,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,2.6,25.6,78.0,27.0,80.6,Database 2
240,Japan,0.73,1.2,70.0,62340,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,2.6,26.1,79.0,27.0,80.6,Database 2
241,Japan,0.35,1.2,63.7,62341,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,1.7,28.8,83.8,27.0,80.6,Database 2
242,Japan,0.57,1.2,57.0,62342,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,1.7,24.5,76.1,27.0,80.6,Database 2
243,Japan,0.44,1.2,52.0,62343,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,warmer,3.4,25.2,77.4,27.0,80.6,Database 2
244,Japan,0.64,1.2,52.0,62344,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,warmer,3.4,24.6,76.3,27.0,80.6,Database 2
245,Japan,0.59,1.2,62.0,62345,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,no change,3.4,25.2,77.4,27.0,80.6,Database 2
246,Japan,0.44,,54.7,62346,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,cooler,3.4,23.8,74.8,27.0,80.6,Database 2
247,Japan,0.49,1.2,70.0,62347,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,3.4,21.7,71.1,27.0,80.6,Database 2
248,Japan,1.37,1.6,65.3,62348,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,no change,5.1,28.0,82.4,27.0,80.6,Database 2
249,Japan,1.67,1.0,73.0,62349,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,2.6,27.5,81.5,27.0,80.6,Database 2
250,Japan,1.02,1.9,54.3,62350,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,cooler,1.7,26.1,78.9,27.0,80.6,Database 2
251,Japan,0.54,1.9,74.7,62351,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,5.1,26.3,79.3,27.0,80.6,Database 2
252,Japan,0.25,3.0,82.0,62352,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,cooler,2.6,25.6,78.1,27.0,80.6,Database 2
253,Japan,0.25,3.0,60.0,62353,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,no change,5.1,23.0,73.4,27.0,80.6,Database 2
254,Japan,0.45,1.2,60.0,62354,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,4.3,29.7,85.4,27.0,80.6,Database 2
255,Japan,0.27,1.2,55.3,62355,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,5.1,26.4,79.5,27.0,80.6,Database 2
256,Japan,0.25,1.9,61.0,62356,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,5.1,27.6,81.7,27.0,80.6,Database 2
257,Japan,0.45,1.2,59.0,62357,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,warmer,3.4,25.2,77.4,27.0,80.6,Database 2
258,Japan,0.48,1.2,49.0,62358,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,4.3,28.0,82.3,27.0,80.6,Database 2
259,Japan,0.48,1.9,55.0,62359,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,cooler,3.4,27.4,81.4,27.0,80.6,Database 2
260,Japan,0.57,2.0,53.0,62360,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,4.3,30.7,87.3,27.0,80.6,Database 2
261,Japan,0.23,1.2,66.0,62361,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,no change,4.3,27.5,81.6,27.0,80.6,Database 2
262,Japan,0.23,1.0,75.7,62362,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,no change,4.3,26.8,80.3,27.0,80.6,Database 2
263,Japan,0.23,1.2,68.7,62363,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,1.7,29.4,85.0,27.0,80.6,Database 2
264,Japan,0.23,1.2,63.0,62364,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,1.7,31.1,88.0,27.0,80.6,Database 2
265,Japan,0.23,1.2,64.0,62365,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,1.7,30.8,87.4,27.0,80.6,Database 2
266,Japan,0.25,1.2,62.0,62366,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,0.9,32.0,89.7,27.0,80.6,Database 2
267,Japan,0.46,1.2,55.0,62367,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,no change,4.3,27.8,82.0,27.0,80.6,Database 2
268,Japan,0.51,1.2,71.3,62368,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,3.4,26.2,79.2,27.0,80.6,Database 2
269,Japan,0.21,1.2,58.0,62369,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,2.6,28.0,82.4,27.0,80.6,Database 2
270,Japan,0.46,1.2,68.7,62370,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,warmer,4.3,26.4,79.5,27.0,80.6,Database 2
271,Japan,0.46,1.0,63.3,62371,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,4.3,29.5,85.1,27.0,80.6,Database 2
272,Japan,0.41,1.0,69.7,62372,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,1.7,28.7,83.7,27.0,80.6,Database 2
273,Japan,0.44,1.2,47.3,62373,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,1.7,27.4,81.3,27.0,80.6,Database 2
274,Japan,0.27,1.2,38.3,62374,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,cooler,2.6,26.8,80.3,27.0,80.6,Database 2
275,Japan,0.34,1.0,61.0,62375,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,27.9,82.2,27.0,80.6,Database 2
276,Japan,0.27,1.2,67.0,62376,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,cooler,2.6,27.1,80.8,27.0,80.6,Database 2
277,Japan,0.25,1.0,59.7,62377,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,1.7,30.9,87.6,27.0,80.6,Database 2
278,Japan,0.19,1.2,55.0,62378,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,1.7,32.8,91.0,27.0,80.6,Database 2
279,Japan,0.34,1.9,74.0,62379,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,cooler,3.4,27.8,82.0,27.0,80.6,Database 2
280,Japan,0.34,1.0,65.7,62380,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,30.0,85.9,27.0,80.6,Database 2
281,Japan,0.48,1.2,69.7,62381,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,1.7,28.6,83.5,27.0,80.6,Database 2
282,Japan,0.48,1.6,68.0,62382,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,2.6,27.1,80.7,27.0,80.6,Database 2
283,Japan,0.48,1.6,70.0,62383,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,1.7,27.1,80.7,27.0,80.6,Database 2
284,Japan,0.48,1.6,75.7,62384,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,2.6,29.6,85.3,27.0,80.6,Database 2
285,Japan,0.39,0.8,65.0,62385,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,3.4,26.2,79.2,27.0,80.6,Database 2
286,Japan,0.55,1.2,48.3,62386,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,no change,6.0,26.4,79.6,27.0,80.6,Database 2
287,Japan,0.53,1.2,51.0,62387,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Summer,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,warmer,3.4,25.2,77.4,27.0,80.6,Database 2
