,Country,Clo,Met,Relative humidity (%),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Thermal sensation,Thermal preference,Thermal comfort,Air temperature (¡C),Air temperature (¡F),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
388,Japan,0.49,1.6,81.0,62488,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,19.9,67.8,17.0,62.6,Database 2
389,Japan,0.56,1.8,44.3,62489,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,24.1,75.4,17.0,62.6,Database 2
390,Japan,0.38,1.2,37.0,62490,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,29.0,84.2,17.0,62.6,Database 2
391,Japan,1.13,1.2,34.0,62491,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,no change,4.3,26.5,79.7,17.0,62.6,Database 2
392,Japan,1.0,1.2,56.0,62492,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,25.0,77.1,17.0,62.6,Database 2
393,Japan,0.65,1.6,55.7,62493,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,23.5,74.4,17.0,62.6,Database 2
394,Japan,0.65,1.0,81.0,62494,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,20.6,69.1,17.0,62.6,Database 2
395,Japan,0.94,1.0,71.0,62495,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,4.3,23.1,73.6,17.0,62.6,Database 2
396,Japan,0.74,1.2,53.0,62496,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,no change,3.4,25.3,77.5,17.0,62.6,Database 2
397,Japan,0.94,1.2,57.0,62497,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,4.3,22.3,72.1,17.0,62.6,Database 2
398,Japan,0.79,1.2,59.0,62498,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,warmer,2.6,24.2,75.6,17.0,62.6,Database 2
399,Japan,0.56,1.2,42.3,62499,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,no change,3.4,24.2,75.6,17.0,62.6,Database 2
400,Japan,0.56,1.2,44.3,62500,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,no change,3.4,24.1,75.3,17.0,62.6,Database 2
401,Japan,0.66,1.2,55.3,62501,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,no change,3.4,22.1,71.8,17.0,62.6,Database 2
402,Japan,0.71,1.2,57.0,62502,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,no change,4.3,24.4,75.9,17.0,62.6,Database 2
403,Japan,0.71,1.2,56.0,62503,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,warmer,3.4,24.9,76.9,17.0,62.6,Database 2
404,Japan,0.56,,57.0,62504,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,warmer,1.7,15.4,59.7,17.0,62.6,Database 2
405,Japan,0.49,1.2,73.0,62505,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,no change,4.3,21.0,69.8,17.0,62.6,Database 2
406,Japan,0.69,1.2,67.7,62506,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,no change,5.1,20.4,68.8,17.0,62.6,Database 2
407,Japan,0.76,1.2,66.3,62507,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,2.6,23.4,74.1,17.0,62.6,Database 2
408,Japan,1.56,1.2,58.3,62508,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,1.7,23.8,74.8,17.0,62.6,Database 2
409,Japan,0.76,1.2,70.0,62509,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,5.1,19.4,66.9,17.0,62.6,Database 2
410,Japan,1.08,1.6,53.3,62510,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,warmer,4.3,23.3,74.0,17.0,62.6,Database 2
411,Japan,1.03,1.2,53.0,62511,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,no change,4.3,23.5,74.2,17.0,62.6,Database 2
412,Japan,0.68,1.2,68.7,62512,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,no change,4.3,20.6,69.1,17.0,62.6,Database 2
413,Japan,0.22,1.0,70.7,62513,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,4.3,21.9,71.4,17.0,62.6,Database 2
414,Japan,0.22,1.2,65.3,62514,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,warmer,2.6,20.4,68.7,17.0,62.6,Database 2
415,Japan,0.22,1.6,74.0,62515,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,no change,4.3,18.5,65.2,17.0,62.6,Database 2
416,Japan,0.49,1.0,53.3,62516,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,no change,3.4,24.5,76.0,17.0,62.6,Database 2
417,Japan,0.95,1.2,46.0,62517,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,warmer,2.6,24.8,76.6,17.0,62.6,Database 2
418,Japan,0.62,1.2,55.0,62518,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,warmer,4.3,23.1,73.5,17.0,62.6,Database 2
419,Japan,1.05,1.9,48.3,62519,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,4.3,23.9,75.0,17.0,62.6,Database 2
420,Japan,1.0,1.2,66.0,62520,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,warmer,2.6,19.5,67.0,17.0,62.6,Database 2
421,Japan,1.17,1.6,67.0,62521,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,17.8,64.1,17.0,62.6,Database 2
422,Japan,0.44,1.6,55.0,62522,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,2.6,18.0,64.5,17.0,62.6,Database 2
423,Japan,1.03,1.2,44.3,62523,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,-1.0,warmer,3.4,20.8,69.4,7.0,44.6,Database 2
424,Japan,0.73,1.2,27.0,62524,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,-1.0,warmer,3.4,22.0,71.7,7.0,44.6,Database 2
425,Japan,0.71,1.2,44.0,62525,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,-1.0,warmer,4.3,16.2,61.1,7.0,44.6,Database 2
426,Japan,1.29,1.9,39.7,62526,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,-1.0,warmer,3.4,22.8,73.0,7.0,44.6,Database 2
427,Japan,1.02,1.2,25.7,62527,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,-2.0,warmer,2.6,22.0,71.6,7.0,44.6,Database 2
428,Japan,1.02,1.2,25.3,62528,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,-2.0,warmer,1.7,24.8,76.7,7.0,44.6,Database 2
429,Japan,1.02,1.2,40.7,62529,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,-2.0,warmer,2.6,21.8,71.2,7.0,44.6,Database 2
430,Japan,1.02,1.2,83.3,62530,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,-2.0,warmer,2.6,10.3,50.5,7.0,44.6,Database 2
431,Japan,0.81,1.6,81.7,62531,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,-2.0,warmer,1.7,10.9,51.7,7.0,44.6,Database 2
432,Japan,1.08,1.2,52.0,62532,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,-1.0,no change,5.1,16.6,61.9,7.0,44.6,Database 2
433,Japan,1.05,1.2,34.0,62533,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,2.0,no change,5.1,25.7,78.3,7.0,44.6,Database 2
434,Japan,1.05,1.2,27.3,62534,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,2.0,no change,5.1,26.9,80.4,7.0,44.6,Database 2
435,Japan,1.08,1.2,32.7,62535,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,1.0,no change,4.3,22.8,73.0,7.0,44.6,Database 2
436,Japan,0.46,1.2,38.7,62536,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,2.0,no change,4.3,15.8,60.4,7.0,44.6,Database 2
437,Japan,0.75,1.2,38.0,62537,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,2.0,no change,4.3,26.0,78.9,7.0,44.6,Database 2
438,Japan,1.0,1.2,24.7,62538,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,2.0,no change,4.3,27.9,82.2,7.0,44.6,Database 2
439,Japan,0.94,1.2,30.7,62539,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,1.0,no change,5.1,25.9,78.6,7.0,44.6,Database 2
440,Japan,0.96,1.2,16.3,62540,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,1.0,no change,4.3,23.4,74.1,7.0,44.6,Database 2
441,Japan,0.94,1.2,32.0,62541,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,-1.0,warmer,2.6,18.3,64.9,7.0,44.6,Database 2
442,Japan,0.96,1.2,18.3,62542,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,-1.0,warmer,2.6,24.3,75.7,7.0,44.6,Database 2
443,Japan,0.96,1.2,17.0,62543,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,-1.0,warmer,3.4,23.7,74.7,7.0,44.6,Database 2
444,Japan,0.71,1.2,25.3,62544,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,0.0,no change,4.3,19.1,66.4,7.0,44.6,Database 2
445,Japan,1.08,1.2,32.3,62545,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Winter,Cfa,Humid subtropical,Tsukuba,Multifamily housing,,-2.0,warmer,2.6,11.4,52.5,7.0,44.6,Database 2
