,Country,PMV,PPD,SET,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Thermal sensation,Thermal comfort,activity_10,activity_30,Air temperature (¡C),Air temperature (¡F),Ta_m (¡C),Ta_m (¡F),Operative temperature (¡C),Operative temperature (¡F),Tg_m (¡C),Tg_m (¡F),Air velocity (fpm),Velocity_m (m/s),Velocity_m (fpm),Blind (curtain),Heater,Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
379,Tunisia,0.8,20.0,29.23,0.85,1.6,55.0,0.28,27404,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,1.0,5.0,1.6,1.6,23.8,74.8,23.8,74.8,24.2,75.6,24.8,76.6,55.01,0.28,55.05,0.0,0.0,27.0,80.6,Database 2
380,Tunisia,-0.6,13.0,23.57,0.15,1.0,47.0,0.21,27405,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,2.0,2.0,1.0,1.0,27.8,82.0,27.8,82.0,27.8,82.0,27.8,82.0,41.22,0.21,41.26,0.0,0.0,27.0,80.6,Database 2
381,Tunisia,-2.9,99.0,18.3,0.23,1.0,57.0,0.24,27406,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,0.0,5.0,1.0,1.0,23.1,73.6,23.1,73.6,23.0,73.4,22.9,73.2,46.38,0.24,46.42,0.0,0.0,27.0,80.6,Database 2
382,Tunisia,1.1,31.0,28.4,0.4,1.6,43.0,0.22,27407,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,1.0,5.0,1.6,1.6,26.9,80.4,26.9,80.4,27.5,81.5,28.2,82.8,42.67,0.22,42.7,0.0,0.0,27.0,80.6,Database 2
383,Tunisia,0.0,5.0,24.36,0.47,1.3,48.0,0.29,27408,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,1.0,5.0,1.2,1.6,25.5,77.9,25.5,77.9,25.5,77.8,25.4,77.7,56.24,0.29,56.28,0.0,1.0,27.0,80.6,Database 2
384,Tunisia,0.2,6.0,25.52,0.5,1.6,60.0,0.26,27409,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,0.0,5.0,1.6,1.6,24.2,75.6,24.2,75.6,24.2,75.5,24.1,75.4,50.91,0.26,50.95,0.0,1.0,27.0,80.6,Database 2
385,Tunisia,-0.9,24.0,22.5,0.59,1.0,49.0,0.72,27410,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,0.0,5.0,1.0,1.0,25.1,77.2,25.1,77.2,25.2,77.4,25.4,77.7,142.58,0.72,142.69,1.0,0.0,27.0,80.6,Database 2
386,Tunisia,1.1,31.0,28.0,0.4,1.6,42.0,0.28,27411,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,1.0,2.0,1.6,1.6,26.1,79.0,26.1,79.0,27.1,80.7,28.3,82.9,54.21,0.28,54.25,1.0,0.0,27.0,80.6,Database 2
387,Tunisia,-0.3,7.0,23.2,0.45,1.3,47.0,0.51,27412,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,1.6,25.0,77.0,25.0,77.0,25.1,77.3,25.4,77.7,99.52,0.51,99.6,1.0,0.0,27.0,80.6,Database 2
388,Tunisia,-0.2,6.0,24.1,0.89,1.2,46.0,0.61,27413,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,0.0,5.0,1.0,1.6,23.1,73.6,23.1,73.6,23.2,73.8,23.5,74.3,119.89,0.61,119.98,1.0,0.0,27.0,80.6,Database 2
389,Tunisia,-1.5,49.0,21.28,0.56,1.0,54.0,0.45,27414,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.0,1.0,23.5,74.3,23.5,74.3,23.6,74.5,23.8,74.8,89.56,0.45,89.63,1.0,0.0,27.0,80.6,Database 2
390,Tunisia,-0.3,7.0,24.18,0.56,1.2,48.0,0.2,27415,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.2,1.2,23.9,75.0,23.9,75.0,24.0,75.3,24.2,75.6,39.36,0.2,39.39,0.0,0.0,27.0,80.6,Database 2
391,Tunisia,-0.2,6.0,24.52,0.86,1.2,48.0,0.28,27416,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.2,1.2,22.6,72.7,22.6,72.7,22.7,72.8,22.8,73.0,55.56,0.28,55.6,1.0,1.0,27.0,80.6,Database 2
392,Tunisia,-0.1,5.0,24.76,0.91,1.2,48.5,0.28,27417,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.2,1.2,22.8,73.0,22.8,73.0,22.8,73.0,22.7,72.9,54.19,0.28,54.23,1.0,0.0,27.0,80.6,Database 2
393,Tunisia,0.1,5.0,24.3,0.58,1.6,54.0,0.52,27418,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.6,1.6,23.0,73.4,23.0,73.4,23.3,73.9,23.7,74.7,102.09,0.52,102.16,0.0,0.0,27.0,80.6,Database 2
394,Tunisia,-1.1,32.0,21.64,0.7,1.1,56.0,0.32,27419,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.0,1.2,22.1,71.8,22.1,71.8,22.2,71.9,22.3,72.1,63.54,0.32,63.58,0.0,0.0,27.0,80.6,Database 2
395,Tunisia,-0.2,6.0,23.94,0.6,1.2,56.0,0.33,27420,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.2,1.2,24.7,76.5,24.7,76.5,24.7,76.4,24.6,76.3,65.85,0.33,65.9,0.0,1.0,27.0,80.6,Database 2
396,Tunisia,0.3,6.0,25.74,0.58,1.6,56.0,0.29,27421,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.6,1.6,23.2,73.8,23.2,73.8,23.5,74.2,23.8,74.8,57.06,0.29,57.11,0.0,0.0,27.0,80.6,Database 2
397,Tunisia,-0.2,6.0,23.65,0.53,1.6,48.0,0.4,27422,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.6,1.6,21.7,71.1,21.7,71.1,22.2,71.9,22.9,73.2,77.8,0.4,77.86,0.0,0.0,27.0,80.6,Database 2
398,Tunisia,0.2,6.0,25.54,0.63,1.2,51.0,0.25,27423,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,1.0,2.0,1.2,1.2,25.2,77.4,25.2,77.4,25.3,77.5,25.4,77.7,48.63,0.25,48.67,0.0,1.0,27.0,80.6,Database 2
399,Tunisia,-1.4,48.0,21.36,0.37,1.0,47.0,0.25,27424,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.0,1.0,25.4,77.7,25.4,77.7,25.1,77.2,24.8,76.6,49.87,0.25,49.91,0.0,0.0,27.0,80.6,Database 2
400,Tunisia,0.0,5.0,25.14,0.78,1.2,51.0,0.29,27425,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.2,1.2,23.9,75.0,23.9,75.0,24.0,75.2,24.1,75.4,57.46,0.29,57.5,0.0,1.0,27.0,80.6,Database 2
401,Tunisia,0.0,5.0,25.53,0.7,1.2,50.0,0.22,27426,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.2,1.2,23.5,74.3,23.5,74.3,23.9,75.0,24.4,75.9,42.51,0.22,42.54,0.0,0.0,27.0,80.6,Database 2
402,Tunisia,-0.4,8.0,23.69,0.49,1.3,51.0,0.23,27427,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,1.0,5.0,1.2,1.6,23.4,74.1,23.4,74.1,23.6,74.4,23.8,74.8,45.51,0.23,45.55,0.0,0.0,27.0,80.6,Database 2
403,Tunisia,-2.1,82.0,19.33,0.39,1.1,56.0,0.25,27428,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.0,1.2,22.0,71.6,22.0,71.6,22.1,71.8,22.2,72.0,48.91,0.25,48.94,0.0,1.0,27.0,80.6,Database 2
404,Tunisia,-0.4,9.0,23.75,0.65,1.2,45.0,0.28,27429,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.0,1.6,23.3,73.9,23.3,73.9,23.5,74.3,23.8,74.8,55.47,0.28,55.51,0.0,1.0,27.0,80.6,Database 2
405,Tunisia,0.2,6.0,26.01,1.01,1.0,48.0,0.32,27430,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.0,1.0,25.5,77.9,25.5,77.9,25.3,77.6,25.1,77.2,62.59,0.32,62.64,1.0,0.0,27.0,80.6,Database 2
406,Tunisia,-0.6,14.0,23.26,0.56,1.2,48.5,0.2,27431,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.2,1.2,22.2,72.0,22.2,72.0,22.6,72.7,23.1,73.6,40.27,0.2,40.3,0.0,1.0,27.0,80.6,Database 2
407,Tunisia,-0.2,6.0,24.34,0.86,1.0,45.0,1.06,27432,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.0,1.0,25.3,77.5,25.3,77.5,25.4,77.7,25.7,78.3,209.36,1.06,209.52,0.0,0.0,27.0,80.6,Database 2
408,Tunisia,-0.3,7.0,24.19,0.91,1.0,47.5,0.37,27433,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.0,1.0,24.7,76.5,24.7,76.5,24.5,76.1,24.2,75.6,73.49,0.37,73.55,1.0,0.0,27.0,80.6,Database 2
409,Tunisia,0.5,9.0,25.48,0.5,1.2,46.5,0.45,27434,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,1.2,27.4,81.3,27.4,81.3,27.5,81.5,27.7,81.9,87.79,0.45,87.86,0.0,0.0,27.0,80.6,Database 2
410,Tunisia,-0.8,19.0,22.26,0.42,1.2,53.0,0.48,27435,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,1.2,24.4,75.9,24.4,75.9,24.6,76.3,24.9,76.8,93.8,0.48,93.87,1.0,0.0,27.0,80.6,Database 2
411,Tunisia,,,,,1.0,40.0,0.43,27436,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,0.0,5.0,1.0,1.0,28.5,83.3,28.5,83.3,28.4,83.2,28.3,82.9,84.57,0.43,84.64,1.0,0.0,27.0,80.6,Database 2
412,Tunisia,,,,,1.2,47.0,1.35,27437,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,1.2,25.4,77.7,25.4,77.7,25.5,77.8,25.7,78.3,266.5,1.35,266.7,0.0,1.0,27.0,80.6,Database 2
413,Tunisia,-1.8,66.0,21.25,0.28,1.0,46.0,0.36,27438,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,0.0,,1.0,1.0,24.5,76.1,24.5,76.1,24.9,76.8,25.4,77.7,71.81,0.36,71.87,0.0,1.0,27.0,80.6,Database 2
414,Tunisia,-1.9,72.0,21.05,0.2,1.0,45.0,0.79,27439,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,0.0,5.0,1.0,1.0,26.6,79.9,26.6,79.9,26.8,80.2,27.2,81.0,155.07,0.79,155.19,,,27.0,80.6,Database 2
415,Tunisia,-0.6,12.0,23.8,0.37,1.0,49.0,0.24,27440,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,1.0,2.0,1.0,1.0,26.0,78.8,26.0,78.8,26.2,79.2,26.5,79.7,46.84,0.24,46.88,1.0,0.0,27.0,80.6,Database 2
416,Tunisia,-3.0,99.0,17.32,0.18,1.0,49.0,0.89,27441,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,1.0,5.0,1.0,1.0,24.8,76.6,24.8,76.6,24.9,76.7,25.0,77.0,175.49,0.89,175.63,1.0,0.0,27.0,80.6,Database 2
417,Tunisia,-1.0,27.0,21.56,0.47,1.2,53.0,0.72,27442,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,1.2,24.0,75.2,24.0,75.2,24.2,75.5,24.5,76.1,142.49,0.72,142.59,0.0,,27.0,80.6,Database 2
418,Tunisia,-0.5,9.0,23.57,0.3,1.1,45.0,0.32,27443,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,1.0,5.0,1.0,1.2,26.5,79.7,26.5,79.7,26.8,80.2,27.2,81.0,63.36,0.32,63.41,0.0,1.0,27.0,80.6,Database 2
419,Tunisia,-1.3,41.0,22.1,0.22,1.0,46.0,0.24,27444,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,1.0,5.0,1.0,1.0,26.1,79.0,26.1,79.0,26.1,79.1,26.2,79.2,47.07,0.24,47.11,0.0,0.0,27.0,80.6,Database 2
420,Tunisia,-1.1,32.0,22.49,0.29,1.0,50.0,0.3,27445,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,1.0,2.0,1.0,1.0,25.7,78.3,25.7,78.3,25.9,78.6,26.2,79.2,59.0,0.3,59.04,1.0,1.0,27.0,80.6,Database 2
421,Tunisia,-0.4,9.0,23.33,0.65,1.2,52.0,0.53,27446,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,1.0,2.0,1.2,1.2,23.7,74.7,23.7,74.7,23.9,75.0,24.2,75.6,103.9,0.53,103.97,1.0,1.0,27.0,80.6,Database 2
422,Tunisia,0.3,6.0,25.65,0.59,1.2,51.0,0.29,27447,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,1.0,5.0,1.2,1.2,25.8,78.4,25.8,78.4,25.9,78.7,26.1,79.0,56.37,0.29,56.41,0.0,1.0,27.0,80.6,Database 2
423,Tunisia,0.2,6.0,24.83,0.2,1.2,45.0,0.26,27448,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,1.0,2.0,1.2,1.2,26.6,79.9,26.6,79.9,27.3,81.1,28.1,82.6,51.77,0.26,51.81,0.0,1.0,27.0,80.6,Database 2
424,Tunisia,1.3,42.0,29.17,0.85,1.2,41.0,0.38,27449,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,1.0,5.0,1.2,1.2,28.9,84.0,28.9,84.0,28.9,84.1,29.0,84.2,75.26,0.38,75.31,1.0,0.0,27.0,80.6,Database 2
425,Tunisia,0.0,5.0,24.43,0.4,1.2,45.5,0.3,27450,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,1.0,2.0,1.2,1.2,26.4,79.5,26.4,79.5,26.5,79.8,26.7,80.1,59.17,0.3,59.21,0.0,0.0,27.0,80.6,Database 2
426,Tunisia,-0.2,6.0,24.42,0.34,1.0,51.0,0.26,27451,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,1.0,5.0,1.0,1.0,26.9,80.4,26.9,80.4,27.1,80.8,27.4,81.3,50.51,0.26,50.55,0.0,0.0,27.0,80.6,Database 2
427,Tunisia,1.4,46.0,32.32,0.99,2.0,45.0,0.31,27452,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Multifamily housing,Naturally Ventilated,1.0,5.0,2.0,2.0,26.1,79.0,26.1,79.0,26.0,78.8,25.9,78.6,61.99,0.31,62.04,0.0,0.0,27.0,80.6,Database 2
428,Tunisia,1.6,54.0,29.19,0.85,1.0,39.5,0.43,27453,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,2.0,2.0,1.0,1.0,29.5,85.1,29.5,85.1,29.8,85.6,30.2,86.4,85.4,0.43,85.46,1.0,0.0,27.0,80.6,Database 2
429,Tunisia,,,,,1.0,39.0,0.27,27454,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,-1.0,5.0,1.0,1.0,23.4,74.1,23.4,74.1,24.0,75.2,24.8,76.6,52.97,0.27,53.01,0.0,1.0,27.0,80.6,Database 2
430,Tunisia,1.6,54.0,28.37,0.59,1.0,39.5,0.35,27455,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,2.0,2.0,1.0,1.0,30.5,86.9,30.5,86.9,30.6,87.1,30.8,87.4,68.89,0.35,68.94,1.0,0.0,27.0,80.6,Database 2
431,Tunisia,0.1,5.0,26.04,0.9,1.0,45.0,0.26,27456,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,1.0,5.0,1.0,1.0,24.7,76.5,24.7,76.5,25.0,76.9,25.3,77.5,50.45,0.26,50.49,0.0,1.0,27.0,80.6,Database 2
432,Tunisia,,,,,1.0,46.0,0.28,27457,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,1.0,5.0,1.0,1.0,24.8,76.6,24.8,76.6,25.2,77.3,25.7,78.3,54.33,0.28,54.37,0.0,1.0,27.0,80.6,Database 2
433,Tunisia,0.7,16.0,27.71,0.85,1.2,45.0,0.27,27458,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,1.0,5.0,1.2,1.2,26.3,79.3,26.3,79.3,26.3,79.4,26.4,79.5,52.43,0.27,52.47,0.0,0.0,27.0,80.6,Database 2
434,Tunisia,-0.7,14.0,23.66,0.4,1.0,40.0,0.3,27459,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,0.0,5.0,1.0,1.0,25.8,78.4,25.8,78.4,26.1,79.0,26.5,79.7,58.08,0.3,58.12,0.0,0.0,27.0,80.6,Database 2
435,Tunisia,0.9,22.0,26.6,0.42,1.0,42.0,0.36,27460,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Summer,BWh,Hot desert,Gafsa,Office,Naturally Ventilated,2.0,5.0,1.0,1.0,29.0,84.2,29.0,84.2,29.3,84.8,29.8,85.6,70.89,0.36,70.94,0.0,1.0,27.0,80.6,Database 2
