,Country,PMV,PPD,SET,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Thermal sensation,Thermal comfort,activity_10,activity_30,Air temperature (¡C),Air temperature (¡F),Ta_m (¡C),Ta_m (¡F),Operative temperature (¡C),Operative temperature (¡F),Tg_m (¡C),Tg_m (¡F),Air velocity (fpm),Velocity_m (m/s),Velocity_m (fpm),Blind (curtain),Heater,Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
0,Tunisia,-1.2,34.0,20.61,0.83,1.2,77.0,0.05,27025,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.0,1.6,17.4,63.3,17.4,63.3,17.5,63.4,17.5,63.5,10.31,0.05,10.31,0.0,0.0,12.0,53.6,Database 2
1,Tunisia,-2.4,92.0,17.73,0.77,1.0,72.0,0.05,27026,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.0,1.0,15.9,60.6,15.9,60.6,16.3,61.4,16.6,61.9,8.92,0.05,8.92,0.0,0.0,12.0,53.6,Database 2
2,Tunisia,,,,0.87,1.6,78.0,0.47,27027,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.6,1.6,,,14.7,58.5,,,15.1,59.2,92.49,0.47,92.56,,,12.0,53.6,Database 2
3,Tunisia,,,,1.76,,75.0,0.08,27028,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,1.0,2.0,,,16.3,61.3,16.3,61.3,,,17.0,62.6,15.78,0.08,15.79,0.0,0.0,12.0,53.6,Database 2
4,Tunisia,-0.3,7.0,24.4,1.07,1.5,70.0,0.1,27029,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,1.0,5.0,1.0,2.8,15.6,60.1,15.6,60.1,,,15.7,60.3,18.73,0.1,18.75,1.0,0.0,12.0,53.6,Database 2
5,Tunisia,0.2,6.0,27.18,1.52,1.1,52.0,0.06,27030,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,0.0,2.0,1.0,1.2,18.8,65.9,18.8,65.9,,,20.9,69.7,12.69,0.06,12.7,0.0,0.0,12.0,53.6,Database 2
6,Tunisia,-0.9,23.0,21.75,1.26,1.1,72.0,0.07,27031,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,-2.0,5.0,1.0,1.2,16.3,61.3,16.3,61.3,,,16.6,61.9,13.57,0.07,13.58,0.0,1.0,12.0,53.6,Database 2
7,Tunisia,-0.6,13.0,23.06,1.12,1.2,71.0,0.11,27032,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,-1.0,5.0,1.2,1.2,17.0,62.6,17.0,62.6,,,17.4,63.3,20.94,0.11,20.95,0.0,1.0,12.0,53.6,Database 2
8,Tunisia,-0.7,14.0,23.33,1.47,1.1,70.0,0.13,27033,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,-2.0,2.0,1.0,1.2,16.3,61.3,16.3,61.3,,,16.7,62.1,24.88,0.13,24.9,0.0,0.0,12.0,53.6,Database 2
9,Tunisia,-0.6,13.0,23.43,1.39,1.2,76.0,0.14,27034,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,2.0,2.0,1.0,1.6,15.6,60.1,15.6,60.1,,,15.8,60.4,27.58,0.14,27.6,0.0,0.0,12.0,53.6,Database 2
10,Tunisia,-0.8,18.0,22.37,1.37,1.1,69.0,0.09,27035,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,-2.0,2.0,1.0,1.2,16.2,61.2,16.2,61.2,,,16.5,61.7,16.88,0.09,16.89,0.0,0.0,12.0,53.6,Database 2
11,Tunisia,-0.3,7.0,25.19,1.26,1.1,55.0,0.26,27036,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,-1.0,2.0,1.0,1.2,18.9,66.1,18.9,66.1,,,20.8,69.5,51.43,0.26,51.47,0.0,0.0,12.0,53.6,Database 2
12,Tunisia,-0.9,22.0,21.91,1.31,1.1,69.0,0.1,27037,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,-2.0,2.0,1.0,1.2,16.1,61.0,16.1,61.0,,,16.4,61.5,19.49,0.1,19.51,0.0,0.0,12.0,53.6,Database 2
13,Tunisia,0.2,6.0,27.64,1.75,1.1,57.0,0.09,27038,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,-2.0,2.0,1.0,1.2,19.4,67.0,19.4,67.0,,,19.6,67.3,17.81,0.09,17.82,0.0,0.0,12.0,53.6,Database 2
14,Tunisia,,,,,1.1,71.0,0.05,27039,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,-2.0,2.0,1.0,1.2,16.4,61.5,16.4,61.5,,,17.0,62.6,9.36,0.05,9.36,0.0,1.0,12.0,53.6,Database 2
15,Tunisia,-0.7,14.0,22.94,1.47,1.1,69.0,0.1,27040,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,-2.0,2.0,1.0,1.2,16.1,61.0,16.1,61.0,,,16.4,61.5,19.49,0.1,19.51,0.0,0.0,12.0,53.6,Database 2
16,Tunisia,-0.6,13.0,23.6,1.63,1.1,76.0,0.14,27041,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,-2.0,2.0,1.0,1.2,15.6,60.1,15.6,60.1,,,15.8,60.4,27.58,0.14,27.6,0.0,0.0,12.0,53.6,Database 2
17,Tunisia,-0.8,19.0,22.27,0.69,1.3,52.0,0.13,27042,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,1.6,19.5,67.1,19.5,67.1,,,19.5,67.1,25.57,0.13,25.59,,,12.0,53.6,Database 2
18,Tunisia,-0.6,14.0,22.8,1.11,1.3,55.0,0.07,27043,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,1.6,16.0,60.8,16.0,60.8,,,16.2,61.2,13.22,0.07,13.23,0.0,0.0,12.0,53.6,Database 2
19,Tunisia,,,,,1.3,54.5,0.14,27044,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,1.6,15.8,60.4,15.8,60.4,,,15.9,60.6,27.98,0.14,28.01,0.0,0.0,12.0,53.6,Database 2
20,Tunisia,-1.1,32.0,20.87,1.06,1.2,54.0,0.1,27045,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.0,1.6,15.9,60.6,15.9,60.6,,,16.0,60.8,19.18,0.1,19.2,0.0,0.0,12.0,53.6,Database 2
21,Tunisia,-1.0,28.0,21.46,0.83,1.3,50.5,0.16,27046,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,-2.0,5.0,1.2,1.6,17.0,62.6,17.0,62.6,,,17.5,63.5,30.55,0.16,30.57,1.0,1.0,12.0,53.6,Database 2
22,Tunisia,-0.4,8.0,24.41,1.06,1.2,52.0,0.12,27047,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,1.2,19.5,67.1,19.5,67.1,,,19.6,67.3,23.81,0.12,23.83,,,12.0,53.6,Database 2
23,Tunisia,-1.0,27.0,20.99,0.91,1.3,55.0,0.07,27048,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,1.6,16.0,60.8,16.0,60.8,,,16.1,61.0,13.22,0.07,13.23,0.0,0.0,12.0,53.6,Database 2
24,Tunisia,-0.5,10.0,23.46,0.96,1.3,42.5,0.34,27049,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,1.6,19.4,66.9,19.4,66.9,,,20.1,68.2,67.34,0.34,67.39,,,12.0,53.6,Database 2
25,Tunisia,0.1,5.0,26.42,1.07,1.2,37.0,0.36,27050,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,1.2,20.2,68.4,20.2,68.4,,,23.0,73.4,71.04,0.36,71.09,,,12.0,53.6,Database 2
26,Tunisia,-1.3,39.0,20.2,0.93,1.3,48.5,0.36,27051,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,1.6,16.4,61.5,16.4,61.5,,,16.9,62.4,71.32,0.36,71.38,,,12.0,53.6,Database 2
27,Tunisia,-1.2,37.0,20.38,0.95,1.3,48.5,0.36,27052,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,1.6,16.4,61.5,16.4,61.5,,,16.9,62.4,71.32,0.36,71.38,,,12.0,53.6,Database 2
28,Tunisia,,,,,0.8,48.0,0.13,27053,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,-1.0,5.0,1.2,,17.3,63.1,17.3,63.1,,,17.0,62.6,24.9,0.13,24.92,1.0,0.0,12.0,53.6,Database 2
29,Tunisia,-0.8,18.0,22.44,1.16,1.2,49.5,0.11,27054,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,1.0,5.0,1.0,1.6,17.0,62.6,17.0,62.6,,,17.0,62.6,20.94,0.11,20.95,1.0,1.0,12.0,53.6,Database 2
30,Tunisia,-0.5,10.0,23.48,1.13,1.3,46.5,0.0,27055,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,-1.0,5.0,1.2,1.6,17.0,62.6,17.0,62.6,,,16.8,62.2,0.0,,,1.0,0.0,12.0,53.6,Database 2
31,Tunisia,-1.6,55.0,20.29,0.9,1.1,44.5,0.21,27056,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,-1.0,5.0,1.0,1.2,18.3,64.9,18.3,64.9,,,18.7,65.7,42.2,0.21,42.23,1.0,1.0,12.0,53.6,Database 2
32,Tunisia,-0.4,9.0,23.86,1.01,1.3,42.5,0.34,27057,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,1.6,19.4,66.9,19.4,66.9,,,20.1,68.2,67.34,0.34,67.39,,,12.0,53.6,Database 2
33,Tunisia,-1.2,33.0,21.87,1.02,1.0,56.0,0.16,27058,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,1.0,5.0,1.0,1.0,19.2,66.6,19.2,66.6,,,19.3,66.7,31.02,0.16,31.04,0.0,1.0,12.0,53.6,Database 2
34,Tunisia,0.1,5.0,26.26,1.1,1.2,51.0,0.08,27059,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,0.0,5.0,1.2,1.2,21.3,70.3,21.3,70.3,,,21.3,70.3,14.96,0.08,14.97,0.0,1.0,12.0,53.6,Database 2
35,Tunisia,0.2,6.0,27.71,1.38,1.3,57.0,0.12,27060,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,0.0,5.0,1.2,1.6,19.0,66.2,19.0,66.2,,,19.2,66.6,24.56,0.12,24.58,1.0,0.0,12.0,53.6,Database 2
36,Tunisia,-0.6,13.0,22.95,1.22,1.1,65.0,0.09,27061,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,0.0,5.0,1.0,1.2,18.1,64.6,18.1,64.6,,,18.3,64.9,17.07,0.09,17.08,0.0,1.0,12.0,53.6,Database 2
37,Tunisia,-2.3,87.0,18.41,0.65,1.0,64.0,0.08,27062,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,0.0,5.0,1.0,1.0,18.2,64.8,18.2,64.8,,,18.3,64.9,16.01,0.08,16.02,0.0,1.0,12.0,53.6,Database 2
38,Tunisia,-0.8,18.0,22.89,1.39,1.1,50.0,0.12,27063,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,0.0,5.0,1.0,1.2,16.9,62.4,16.9,62.4,,,17.1,62.8,24.14,0.12,24.16,1.0,1.0,12.0,53.6,Database 2
39,Tunisia,-1.1,33.0,21.6,1.22,1.1,50.0,0.18,27064,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,0.0,5.0,1.0,1.2,16.7,62.1,16.7,62.1,,,17.2,63.0,34.88,0.18,34.91,1.0,1.0,12.0,53.6,Database 2
40,Tunisia,-1.4,48.0,20.01,1.08,1.1,55.0,0.05,27065,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,0.0,5.0,1.0,1.2,16.1,61.0,16.1,61.0,,,16.2,61.2,9.82,0.05,9.83,0.0,0.0,12.0,53.6,Database 2
41,Tunisia,-0.6,13.0,22.91,0.74,1.2,51.5,0.07,27066,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,-1.0,5.0,1.2,1.2,20.6,69.1,20.6,69.1,,,20.7,69.3,13.99,0.07,14.0,1.0,1.0,12.0,53.6,Database 2
42,Tunisia,-0.8,18.0,22.52,1.45,1.1,55.0,0.1,27067,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,0.0,5.0,1.0,1.2,16.0,60.8,16.0,60.8,,,16.2,61.2,19.34,0.1,19.35,0.0,0.0,12.0,53.6,Database 2
43,Tunisia,0.3,7.0,27.4,1.16,1.3,51.0,0.08,27068,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,0.0,5.0,1.2,1.6,20.8,69.4,20.8,69.4,,,20.9,69.6,15.27,0.08,15.28,1.0,1.0,12.0,53.6,Database 2
44,Tunisia,-0.5,10.0,24.06,1.29,1.1,57.0,0.18,27069,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,0.0,5.0,1.0,1.2,18.9,66.0,18.9,66.0,,,19.3,66.7,35.14,0.18,35.16,1.0,0.0,12.0,53.6,Database 2
45,Tunisia,-1.4,46.0,20.19,1.1,1.1,55.0,0.1,27070,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,0.0,5.0,1.0,1.2,16.0,60.8,16.0,60.8,,,16.2,61.2,19.34,0.1,19.35,0.0,0.0,12.0,53.6,Database 2
46,Tunisia,,,,,1.2,50.0,0.18,27071,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,0.0,5.0,1.2,1.2,16.7,62.1,16.7,62.1,,,17.2,63.0,34.88,0.18,34.91,1.0,1.0,12.0,53.6,Database 2
47,Tunisia,0.6,14.0,27.84,1.1,1.1,40.0,0.06,27072,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,1.0,5.0,1.0,1.2,25.6,78.1,25.6,78.1,,,24.8,76.6,12.24,0.06,12.25,0.0,0.0,12.0,53.6,Database 2
48,Tunisia,0.7,15.0,28.72,0.96,1.3,34.0,0.1,27073,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,1.6,23.9,75.0,23.9,75.0,,,24.8,76.6,20.41,0.1,20.43,,,12.0,53.6,Database 2
49,Tunisia,1.3,40.0,31.09,1.16,1.2,38.6,0.2,27074,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,2.0,5.0,1.0,1.6,24.9,76.8,24.9,76.8,,,27.7,81.9,39.76,0.2,39.79,,,12.0,53.6,Database 2
50,Tunisia,0.8,18.0,29.0,1.19,1.1,41.0,0.12,27075,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,1.0,5.0,1.0,1.2,25.2,77.4,25.2,77.4,,,25.5,77.9,24.55,0.12,24.57,0.0,0.0,12.0,53.6,Database 2
51,Tunisia,-1.0,25.0,21.8,1.2,1.1,41.5,0.05,27076,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.0,1.2,17.4,63.3,17.4,63.3,,,17.4,63.3,10.31,0.05,10.31,0.0,1.0,12.0,53.6,Database 2
52,Tunisia,-1.2,35.0,21.5,1.07,1.0,44.5,0.08,27077,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.0,1.0,18.0,64.4,18.0,64.4,,,18.4,65.1,15.73,0.08,15.75,0.0,0.0,12.0,53.6,Database 2
53,Tunisia,-0.4,8.0,24.21,1.23,1.2,44.0,0.07,27078,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.0,1.6,18.0,64.4,18.0,64.4,,,18.4,65.1,13.6,0.07,13.61,0.0,0.0,12.0,53.6,Database 2
54,Tunisia,0.2,6.0,27.52,1.15,1.7,39.0,0.06,27079,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,0.0,5.0,1.2,2.8,18.0,64.4,18.0,64.4,,,18.1,64.6,10.92,0.06,10.92,0.0,0.0,12.0,53.6,Database 2
55,Tunisia,,,,,1.1,42.0,0.06,27080,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,2.0,5.0,1.0,1.2,24.7,76.5,24.7,76.5,,,24.2,75.6,11.07,0.06,11.08,0.0,0.0,12.0,53.6,Database 2
56,Tunisia,,,,,1.0,40.0,0.11,27081,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Multifamily housing,Naturally Ventilated,1.0,5.0,1.0,1.0,25.0,77.0,25.0,77.0,,,25.3,77.5,21.27,0.11,21.29,0.0,0.0,12.0,53.6,Database 2
57,Tunisia,-1.7,60.0,19.37,0.97,1.1,54.0,0.05,27082,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,0.0,5.0,1.0,1.2,16.1,61.0,16.1,61.0,,,16.4,61.5,9.09,0.05,9.1,0.0,0.0,12.0,53.6,Database 2
58,Tunisia,0.5,10.0,29.02,1.43,1.2,56.5,0.15,27083,"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BWh,Hot desert,Gabes,Office,Naturally Ventilated,0.0,5.0,1.2,1.2,21.3,70.3,21.3,70.3,,,21.8,71.2,29.57,0.15,29.59,0.0,0.0,12.0,53.6,Database 2
