,Country,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Thermal sensation,Thermal preference,Air temperature (¡C),Air temperature (¡F),Air velocity (fpm),Blind (curtain),Window,Door,Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
520,Germany,0.42,1.2,43.1,0.05,77717,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,25.3,77.5,9.84,1.0,1.0,1.0,22.4,72.4,Database 2
521,Germany,0.69,1.2,48.2,0.01,77718,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,warmer,24.3,75.7,1.97,1.0,1.0,0.0,22.4,72.3,Database 2
522,Germany,0.8,1.2,38.6,0.01,77719,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,24.4,75.9,1.97,1.0,1.0,1.0,14.8,58.6,Database 2
523,Germany,0.59,1.2,38.6,0.01,77720,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,-1.0,warmer,24.4,75.9,1.97,1.0,1.0,1.0,15.1,59.1,Database 2
524,Germany,0.51,1.2,33.2,0.05,77721,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,25.2,77.4,9.84,1.0,1.0,0.0,14.9,58.9,Database 2
525,Germany,0.72,1.2,32.8,0.01,77722,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,cooler,25.3,77.5,1.97,1.0,1.0,0.0,15.2,59.4,Database 2
526,Germany,0.79,1.2,30.4,0.01,77723,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,2.0,cooler,26.4,79.6,1.97,1.0,1.0,0.0,15.3,59.5,Database 2
527,Germany,0.63,1.2,30.3,0.15,77724,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,26.6,79.8,29.53,1.0,1.0,0.0,15.4,59.7,Database 2
528,Germany,0.47,1.2,29.8,0.15,77725,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,26.6,79.9,29.53,1.0,1.0,0.0,15.6,60.1,Database 2
529,Germany,0.82,1.2,29.4,0.01,77726,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,warmer,26.6,79.9,1.97,1.0,1.0,0.0,15.7,60.3,Database 2
530,Germany,0.54,1.2,31.4,0.01,77727,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,25.7,78.3,1.97,1.0,1.0,1.0,16.1,61.0,Database 2
531,Germany,0.67,1.2,31.2,0.01,77728,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,25.7,78.3,1.97,1.0,1.0,1.0,16.1,61.0,Database 2
532,Germany,0.29,1.2,30.8,0.01,77729,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,25.9,78.6,1.97,1.0,1.0,1.0,16.5,61.8,Database 2
533,Germany,0.45,1.2,31.5,0.01,77730,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,25.7,78.3,1.97,1.0,1.0,1.0,16.4,61.5,Database 2
534,Germany,0.34,1.2,39.0,0.2,77731,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,25.2,77.3,39.37,1.0,1.0,1.0,18.4,65.1,Database 2
535,Germany,0.45,1.2,30.3,0.01,77732,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,2.0,cooler,26.3,79.3,1.97,1.0,1.0,1.0,18.5,65.3,Database 2
536,Germany,0.42,1.2,30.3,0.01,77733,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,26.3,79.4,1.97,1.0,1.0,1.0,18.7,65.7,Database 2
537,Germany,0.42,1.2,25.9,0.15,77734,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,2.0,cooler,26.7,80.0,29.53,1.0,1.0,0.0,19.1,66.3,Database 2
538,Germany,0.67,1.2,26.5,0.2,77735,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,26.7,80.0,39.37,1.0,1.0,1.0,19.3,66.7,Database 2
539,Germany,0.42,1.2,26.3,0.05,77736,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,2.0,warmer,26.7,80.1,9.84,1.0,1.0,0.0,19.2,66.6,Database 2
540,Germany,0.58,1.2,25.9,0.05,77737,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,2.0,cooler,26.7,80.1,9.84,1.0,1.0,0.0,19.2,66.6,Database 2
541,Germany,0.45,1.2,29.7,0.01,77738,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,26.1,79.0,1.97,1.0,1.0,1.0,19.4,66.9,Database 2
542,Germany,0.39,1.2,28.2,0.2,77739,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,26.0,78.8,39.37,1.0,1.0,1.0,19.3,66.7,Database 2
543,Germany,0.53,1.2,30.1,0.01,77740,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,26.0,78.7,1.97,1.0,1.0,1.0,19.4,67.0,Database 2
544,Germany,0.62,1.2,30.1,0.01,77741,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,25.9,78.6,1.97,1.0,1.0,1.0,19.4,66.8,Database 2
545,Germany,0.42,1.2,33.6,0.05,77742,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,25.2,77.3,9.84,1.0,1.0,1.0,17.9,64.3,Database 2
546,Germany,0.55,1.2,33.3,0.05,77743,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,24.5,76.2,9.84,1.0,1.0,0.0,17.6,63.7,Database 2
547,Germany,0.55,1.2,33.2,0.05,77744,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,24.6,76.2,9.84,1.0,1.0,0.0,17.3,63.1,Database 2
548,Germany,0.34,1.2,33.4,0.15,77745,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,24.6,76.3,29.53,1.0,1.0,0.0,17.2,62.9,Database 2
549,Germany,0.45,1.2,37.9,0.05,77746,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,25.9,78.6,9.84,1.0,1.0,0.0,17.0,62.5,Database 2
550,Germany,0.55,1.2,37.7,0.05,77747,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,25.9,78.6,9.84,1.0,1.0,0.0,17.2,63.0,Database 2
551,Germany,0.5,1.2,31.9,0.05,77748,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,warmer,24.4,75.9,9.84,1.0,1.0,0.0,17.5,63.4,Database 2
552,Germany,0.34,1.2,33.5,0.05,77749,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,26.2,79.2,9.84,1.0,1.0,0.0,19.8,67.7,Database 2
553,Germany,0.5,1.2,33.5,0.05,77750,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,26.2,79.2,9.84,1.0,1.0,0.0,19.9,67.8,Database 2
554,Germany,0.55,1.2,33.7,0.05,77751,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,26.2,79.2,9.84,1.0,1.0,0.0,20.1,68.1,Database 2
555,Germany,0.3,1.2,32.1,0.05,77752,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,25.4,77.7,9.84,1.0,1.0,0.0,19.9,67.8,Database 2
556,Germany,0.5,1.2,32.1,0.05,77753,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,25.4,77.7,9.84,1.0,1.0,0.0,19.8,67.6,Database 2
557,Germany,0.55,1.2,35.4,0.05,77754,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,23.6,74.4,9.84,1.0,1.0,1.0,19.3,66.7,Database 2
558,Germany,0.4,1.2,35.8,0.05,77755,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,23.6,74.4,9.84,1.0,1.0,1.0,19.2,66.5,Database 2
559,Germany,,1.2,38.1,0.05,77756,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,2.0,cooler,26.3,79.4,9.84,1.0,1.0,0.0,19.1,66.3,Database 2
560,Germany,0.55,1.2,38.1,0.05,77757,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,2.0,cooler,26.4,79.4,9.84,1.0,1.0,0.0,19.1,66.3,Database 2
561,Germany,0.62,1.2,39.4,0.05,77758,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,cooler,24.0,75.1,9.84,1.0,1.0,0.0,15.8,60.4,Database 2
562,Germany,0.55,1.2,33.3,0.05,77759,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,warmer,24.8,76.6,9.84,1.0,1.0,1.0,16.2,61.2,Database 2
563,Germany,0.55,1.2,33.2,0.05,77760,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,24.8,76.6,9.84,1.0,1.0,1.0,16.6,61.8,Database 2
564,Germany,0.55,1.2,33.8,0.05,77761,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,-1.0,warmer,25.9,78.6,9.84,1.0,1.0,0.0,16.7,62.0,Database 2
565,Germany,0.6,1.2,37.4,0.05,77762,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,cooler,24.2,75.6,9.84,1.0,1.0,0.0,16.5,61.6,Database 2
566,Germany,0.36,1.2,37.4,0.05,77763,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,24.3,75.7,9.84,1.0,1.0,0.0,16.3,61.4,Database 2
567,Germany,0.59,1.2,34.5,0.01,77764,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,24.8,76.7,1.97,1.0,1.0,0.0,16.2,61.1,Database 2
568,Germany,0.54,1.2,29.8,0.01,77765,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,24.6,76.2,1.97,1.0,1.0,0.0,16.6,61.8,Database 2
569,Germany,0.53,1.2,29.8,0.01,77766,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,cooler,24.6,76.2,1.97,1.0,1.0,0.0,16.6,61.9,Database 2
570,Germany,0.52,1.2,29.9,0.01,77767,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,2.0,cooler,24.6,76.3,1.97,1.0,1.0,0.0,16.8,62.2,Database 2
571,Germany,0.5,1.2,34.7,0.01,77768,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,2.0,cooler,23.9,74.9,1.97,1.0,1.0,0.0,17.8,64.0,Database 2
572,Germany,0.7,1.2,33.4,0.01,77769,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,25.1,77.1,1.97,1.0,1.0,0.0,17.1,62.8,Database 2
573,Germany,0.5,1.2,33.3,0.01,77770,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,26.3,79.3,1.97,1.0,1.0,0.0,20.8,69.5,Database 2
574,Germany,0.37,1.2,27.3,0.05,77771,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,2.0,cooler,25.7,78.3,9.84,1.0,1.0,0.0,21.1,69.9,Database 2
575,Germany,0.45,1.2,27.3,0.05,77772,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,cooler,25.7,78.3,9.84,1.0,1.0,0.0,21.1,69.9,Database 2
576,Germany,0.6,1.2,33.8,0.05,77773,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,no change,25.4,77.7,9.84,1.0,1.0,0.0,21.0,69.8,Database 2
577,Germany,0.39,1.2,33.3,0.05,77774,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,2.0,warmer,25.4,77.8,9.84,1.0,1.0,0.0,21.0,69.8,Database 2
578,Germany,0.8,1.2,32.3,0.05,77775,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,-1.0,warmer,25.6,78.0,9.84,1.0,1.0,0.0,21.0,69.9,Database 2
579,Germany,0.79,1.2,32.4,0.05,77776,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,no change,25.6,78.0,9.84,1.0,1.0,0.0,20.9,69.7,Database 2
580,Germany,0.55,1.2,32.2,0.05,77777,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,25.7,78.3,9.84,1.0,1.0,0.0,20.7,69.2,Database 2
581,Germany,0.65,1.2,32.7,0.05,77778,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,2.0,cooler,26.3,79.3,9.84,1.0,1.0,0.0,20.6,69.0,Database 2
582,Germany,0.42,1.2,32.8,0.05,77779,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,26.3,79.3,9.84,1.0,1.0,0.0,20.4,68.8,Database 2
583,Germany,0.65,1.2,40.5,0.05,77780,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Naturally Ventilated,0.0,no change,23.6,74.4,9.84,1.0,1.0,1.0,18.6,65.5,Database 2
584,Germany,0.39,1.2,36.6,0.05,77781,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Naturally Ventilated,0.0,cooler,24.7,76.5,9.84,1.0,1.0,1.0,22.1,71.8,Database 2
585,Germany,0.47,1.2,44.0,0.05,77782,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Naturally Ventilated,-1.0,warmer,23.0,73.3,9.84,1.0,1.0,1.0,23.4,74.2,Database 2
586,Germany,0.56,1.2,40.6,0.05,77783,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Naturally Ventilated,1.0,cooler,23.6,74.6,9.84,1.0,1.0,1.0,19.0,66.2,Database 2
587,Germany,0.5,1.2,44.0,0.05,77784,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Naturally Ventilated,0.0,no change,23.0,73.4,9.84,1.0,1.0,1.0,23.8,74.9,Database 2
