,Country,PMV,PPD,SET,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Heating strategy_building level,Thermal sensation,Thermal preference,Air movement preference,Air temperature (¡C),Air temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Humidity preference,Humidity sensation,Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
179,Sweden,0.5,10.0,27.16,0.61,1.6,45.1,0.0,50264,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,1.0,cooler,no change,23.4,74.1,24.6,76.3,24.3,75.7,more humid,1.0,0.0,11.7,53.0,Database 2
180,Sweden,0.8,20.0,29.94,0.98,1.6,45.3,0.0,50266,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0.0,no change,no change,23.2,73.8,24.4,75.9,24.2,75.6,more humid,1.0,0.0,11.7,53.0,Database 2
181,Sweden,0.3,6.0,26.5,0.86,1.2,46.8,0.0,50268,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0.0,no change,less,23.0,73.4,24.2,75.6,24.0,75.2,no change,0.0,0.0,11.7,53.0,Database 2
182,Sweden,-0.4,8.0,23.75,0.63,1.2,47.2,0.0,50271,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0.0,no change,no change,22.4,72.3,22.6,72.7,22.6,72.7,no change,0.0,0.0,11.7,53.0,Database 2
183,Sweden,0.5,11.0,27.66,0.7,1.6,46.3,0.0,50272,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0.0,no change,no change,23.0,73.4,23.3,73.9,23.3,73.9,no change,0.0,0.0,11.7,53.0,Database 2
184,Sweden,0.7,16.0,28.87,0.84,1.6,43.8,0.0,50277,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0.0,no change,no change,23.6,74.5,24.0,75.2,23.9,75.0,more humid,0.0,0.0,11.7,53.0,Database 2
185,Sweden,-0.3,7.0,24.22,0.73,1.2,48.1,0.0,50283,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0.0,no change,no change,21.6,70.9,22.9,73.2,22.6,72.7,no change,0.0,0.0,11.7,53.0,Database 2
186,Sweden,-0.1,5.0,24.81,0.63,1.2,43.2,0.0,50285,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,1.0,cooler,less,23.4,74.1,24.0,75.2,23.9,75.0,drier,-1.0,0.0,11.7,53.0,Database 2
187,Sweden,1.2,37.0,30.48,0.46,2.5,45.1,0.0,50287,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,1.0,no change,no change,22.9,73.2,23.8,74.8,23.8,74.8,more humid,1.0,0.0,11.7,53.0,Database 2
188,Sweden,0.2,6.0,26.04,0.66,1.3,44.1,0.0,50288,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0.0,no change,no change,23.5,74.3,24.3,75.7,24.2,75.6,no change,0.0,0.0,11.7,53.0,Database 2
189,Sweden,0.7,14.0,28.5,0.75,1.6,44.9,0.0,50289,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0.0,no change,no change,23.2,73.8,24.3,75.7,24.2,75.6,no change,0.0,0.0,11.7,53.0,Database 2
190,Sweden,0.8,20.0,28.78,0.52,2.0,43.0,0.0,50290,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,-1.0,warmer,no change,23.4,74.1,24.4,75.9,24.2,75.6,more humid,1.0,0.0,11.7,53.0,Database 2
191,Sweden,0.6,13.0,28.43,0.88,1.5,45.2,0.0,50291,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0.0,no change,no change,23.1,73.6,23.8,74.8,23.7,74.7,no change,0.0,0.0,11.7,53.0,Database 2
192,Sweden,-0.2,6.0,24.45,0.64,1.3,50.0,0.1,50292,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0.0,no change,no change,21.0,69.8,22.7,72.9,22.1,71.8,no change,0.0,19.69,11.7,53.0,Database 2
193,Sweden,0.5,10.0,27.79,0.94,1.3,43.6,0.0,50293,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0.0,no change,no change,23.3,73.9,23.9,75.0,23.7,74.7,more humid,3.0,0.0,11.7,53.0,Database 2
194,Sweden,0.7,15.0,28.27,0.64,1.7,44.5,0.0,50298,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,1.0,cooler,less,23.6,74.5,24.6,76.3,24.4,75.9,no change,0.0,0.0,11.7,53.0,Database 2
195,Sweden,0.9,21.0,30.01,0.81,1.8,45.9,0.0,50306,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0.0,no change,less,22.9,73.2,24.4,75.9,24.2,75.6,no change,0.0,0.0,11.7,53.0,Database 2
196,Sweden,-0.3,7.0,24.12,0.72,1.2,49.9,0.0,50432,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,less,22.1,71.8,22.1,71.8,22.1,71.8,no change,0.0,0.0,13.1,55.5,Database 2
197,Sweden,0.0,5.0,25.45,0.82,1.2,47.8,0.0,50433,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,22.6,72.7,22.8,73.0,22.8,73.0,more humid,1.0,0.0,13.1,55.5,Database 2
198,Sweden,0.1,5.0,25.65,0.82,1.2,46.2,0.0,50434,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,22.8,73.0,23.1,73.6,23.1,73.6,no change,0.0,0.0,13.1,55.5,Database 2
199,Sweden,0.2,6.0,26.25,0.93,1.2,47.2,0.0,50435,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,22.4,72.3,23.2,73.8,23.0,73.4,no change,0.0,0.0,13.1,55.5,Database 2
200,Sweden,0.3,7.0,26.96,1.03,1.2,47.3,0.0,50436,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,-2.0,warmer,less,22.4,72.3,23.1,73.6,23.0,73.4,no change,0.0,0.0,13.1,55.5,Database 2
201,Sweden,-0.1,5.0,24.78,0.69,1.2,45.2,0.0,50437,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,22.9,73.2,23.3,73.9,23.3,73.9,no change,0.0,0.0,13.1,55.5,Database 2
202,Sweden,0.0,5.0,25.48,0.78,1.2,47.6,0.0,50438,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,22.3,72.1,24.2,75.6,23.7,74.7,no change,0.0,0.0,13.1,55.5,Database 2
203,Sweden,0.3,7.0,26.8,0.93,1.2,45.5,0.0,50439,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,23.1,73.6,23.7,74.7,23.6,74.5,no change,0.0,0.0,13.1,55.5,Database 2
204,Sweden,0.3,7.0,27.09,0.78,1.4,47.4,0.1,50440,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,22.2,72.0,23.8,74.8,23.3,73.9,no change,0.0,19.69,13.1,55.5,Database 2
205,Sweden,-0.1,5.0,25.08,0.73,1.2,46.9,0.0,50441,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,less,22.3,72.1,24.2,75.6,23.7,74.7,no change,0.0,0.0,13.1,55.5,Database 2
206,Sweden,0.6,12.0,27.9,0.71,1.6,44.0,0.0,50442,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,-1.0,warmer,no change,23.4,74.1,24.2,75.6,24.2,75.6,no change,0.0,0.0,13.1,55.5,Database 2
207,Sweden,-0.1,5.0,24.84,0.73,1.2,46.4,0.0,50443,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,1.0,cooler,less,22.5,72.5,23.3,73.9,23.1,73.6,more humid,1.0,0.0,13.1,55.5,Database 2
208,Sweden,-0.3,7.0,24.1,0.66,1.2,47.5,0.0,50444,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,-1.0,warmer,no change,22.0,71.6,23.2,73.8,23.1,73.6,no change,0.0,0.0,13.1,55.5,Database 2
209,Sweden,0.2,6.0,26.26,0.93,1.2,46.9,0.0,50447,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,more,22.1,71.8,23.7,74.7,23.3,73.9,no change,0.0,0.0,13.1,55.5,Database 2
210,Sweden,0.2,6.0,26.27,0.9,1.2,45.4,0.0,50448,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,-1.0,warmer,no change,22.6,72.7,23.6,74.5,23.4,74.1,no change,0.0,0.0,13.1,55.5,Database 2
211,Sweden,0.6,13.0,28.96,1.01,1.6,47.7,0.0,50450,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,-2.0,warmer,no change,21.7,71.1,22.7,72.9,22.5,72.5,no change,0.0,0.0,13.1,55.5,Database 2
212,Sweden,0.0,5.0,25.4,0.93,1.2,47.1,0.0,50469,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,21.6,70.9,22.0,71.6,22.0,71.6,more humid,1.0,0.0,13.1,55.5,Database 2
213,Sweden,1.4,46.0,33.94,0.96,2.5,47.4,0.0,50470,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,-1.0,warmer,no change,21.5,70.7,22.1,71.8,22.0,71.6,no change,0.0,0.0,13.1,55.5,Database 2
214,Sweden,0.1,5.0,25.75,0.81,1.2,42.8,0.0,50471,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,1.0,cooler,less,23.2,73.8,23.3,73.9,23.3,73.9,drier,-1.0,0.0,13.1,55.5,Database 2
215,Sweden,-0.3,6.0,24.13,0.58,1.2,43.6,0.0,50472,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,less,23.2,73.8,23.6,74.5,23.5,74.3,more humid,2.0,0.0,13.1,55.5,Database 2
216,Sweden,-0.1,5.0,24.82,0.73,1.2,43.5,0.0,50473,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,22.5,72.5,23.2,73.8,23.2,73.8,no change,0.0,0.0,13.1,55.5,Database 2
217,Sweden,-0.2,6.0,24.53,0.68,1.2,44.3,0.0,50474,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,22.3,72.1,23.7,74.7,23.5,74.3,no change,0.0,0.0,13.1,55.5,Database 2
218,Sweden,-0.1,5.0,24.62,0.65,1.2,41.7,0.0,50475,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,23.3,73.9,23.4,74.1,23.4,74.1,no change,0.0,0.0,13.1,55.5,Database 2
219,Sweden,0.4,9.0,27.29,0.99,1.2,40.5,0.0,50476,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,less,23.5,74.3,23.9,75.0,23.8,74.8,more humid,1.0,0.0,13.1,55.5,Database 2
220,Sweden,0.5,11.0,27.61,0.73,1.6,39.9,0.0,50478,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,23.6,74.5,23.3,73.9,23.4,74.1,no change,0.0,0.0,13.1,55.5,Database 2
221,Sweden,0.0,5.0,25.24,0.73,1.2,40.9,0.0,50480,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,23.4,74.1,23.4,74.1,23.4,74.1,no change,0.0,0.0,13.1,55.5,Database 2
222,Sweden,-0.4,8.0,23.86,0.73,1.2,45.1,0.0,50482,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,-1.0,warmer,no change,21.7,71.1,23.2,73.8,22.7,72.9,more humid,1.0,0.0,13.1,55.5,Database 2
223,Sweden,0.5,11.0,28.02,0.86,1.6,43.0,0.0,50483,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,less,22.4,72.3,22.9,73.2,22.8,73.0,no change,0.0,0.0,13.1,55.5,Database 2
224,Sweden,-0.4,8.0,23.77,0.63,1.2,33.0,0.0,50492,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,22.4,72.3,23.1,73.6,23.1,73.6,drier,-1.0,0.0,9.9,49.8,Database 2
225,Sweden,0.4,8.0,26.84,0.75,1.6,31.9,0.0,50493,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,22.7,72.9,22.8,73.0,22.8,73.0,no change,0.0,0.0,9.9,49.8,Database 2
226,Sweden,0.1,5.0,25.96,0.94,1.2,33.2,0.0,50494,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,22.5,72.5,23.1,73.6,23.0,73.4,no change,0.0,0.0,9.9,49.8,Database 2
227,Sweden,0.1,5.0,25.36,0.64,1.4,31.4,0.0,50495,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,22.6,72.7,23.3,73.9,23.1,73.6,no change,0.0,0.0,9.9,49.8,Database 2
228,Sweden,0.6,12.0,27.99,0.85,1.6,30.4,0.0,50496,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,23.3,73.9,23.4,74.1,23.3,73.9,no change,0.0,0.0,9.9,49.8,Database 2
229,Sweden,0.4,8.0,26.89,0.77,1.6,32.1,0.0,50497,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,-1.0,warmer,no change,22.4,72.3,22.9,73.2,22.8,73.0,more humid,1.0,0.0,9.9,49.8,Database 2
230,Sweden,0.7,15.0,28.81,0.88,1.7,31.1,0.0,50498,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,-2.0,warmer,no change,22.8,73.0,23.3,73.9,23.3,73.9,no change,0.0,0.0,9.9,49.8,Database 2
231,Sweden,0.5,10.0,27.47,0.8,1.6,31.4,0.0,50499,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,less,22.8,73.0,23.3,73.9,23.3,73.9,no change,0.0,0.0,9.9,49.8,Database 2
232,Sweden,0.1,5.0,25.32,0.56,1.6,32.2,0.0,50501,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,less,22.5,72.5,23.4,74.1,23.1,73.6,no change,0.0,0.0,9.9,49.8,Database 2
233,Sweden,,,,0.65,1.8,,,50502,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,less,,,,,,,no change,0.0,,9.9,49.8,Database 2
234,Sweden,0.3,7.0,26.72,0.75,1.6,30.7,0.0,50507,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,22.5,72.5,22.8,73.0,22.8,73.0,no change,0.0,0.0,9.9,49.8,Database 2
235,Sweden,-0.1,5.0,24.69,0.59,1.4,30.7,0.0,50508,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,22.8,73.0,23.2,73.8,23.1,73.6,no change,0.0,0.0,9.9,49.8,Database 2
236,Sweden,0.1,5.0,25.57,0.67,1.4,30.4,0.0,50509,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,22.6,72.7,23.2,73.8,23.1,73.6,no change,0.0,0.0,9.9,49.8,Database 2
237,Sweden,0.2,6.0,26.09,0.82,1.2,27.8,0.0,50510,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,2.0,cooler,less,24.0,75.2,24.1,75.4,24.1,75.4,no change,0.0,0.0,9.9,49.8,Database 2
238,Sweden,0.4,8.0,27.08,1.0,1.2,36.9,0.0,50604,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,1.0,no change,no change,23.0,73.4,24.2,75.6,23.9,75.0,no change,0.0,0.0,9.8,49.6,Database 2
