,Country,PMV,PPD,SET,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Heating strategy_building level,Thermal sensation,Thermal preference,Air movement preference,Air temperature (¡C),Air temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Humidity preference,Humidity sensation,Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
43,Sweden,0.4,9.0,26.88,0.51,1.6,51.3,0.0,50019,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Summer,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,-2.0,no change,no change,23.7,74.7,25.0,77.0,24.7,76.5,more humid,1.0,0.0,18.4,65.1,Database 2
44,Sweden,0.3,6.0,26.06,0.53,1.4,54.9,0.0,50020,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Summer,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0.0,no change,less,23.7,74.7,23.8,74.8,23.8,74.8,no change,0.0,0.0,18.4,65.1,Database 2
45,Sweden,0.1,5.0,25.6,0.65,1.2,54.6,0.0,50021,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Summer,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0.0,no change,no change,23.6,74.5,24.6,76.3,24.3,75.7,drier,0.0,0.0,18.4,65.1,Database 2
46,Sweden,1.3,40.0,31.47,0.53,2.3,53.2,0.0,50022,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Summer,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,1.0,cooler,no change,24.3,75.7,24.9,76.8,24.8,76.6,no change,0.0,0.0,18.4,65.1,Database 2
47,Sweden,0.4,9.0,26.48,0.57,1.2,50.5,0.0,50023,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Summer,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,2.0,cooler,less,25.3,77.5,25.9,78.6,25.8,78.4,more humid,2.0,0.0,18.4,65.1,Database 2
48,Sweden,0.4,9.0,26.64,0.57,1.3,51.4,0.0,50024,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Summer,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,1.0,cooler,no change,25.0,77.0,25.8,78.4,25.6,78.1,no change,0.0,0.0,18.4,65.1,Database 2
49,Sweden,0.7,15.0,28.4,0.69,1.6,51.3,0.0,50025,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Summer,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0.0,no change,no change,23.7,74.7,24.9,76.8,24.6,76.3,no change,0.0,0.0,18.4,65.1,Database 2
50,Sweden,1.0,24.0,29.78,0.57,1.8,50.8,0.1,50026,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Summer,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0.0,no change,no change,23.5,74.3,25.9,78.6,24.9,76.8,no change,0.0,19.69,18.4,65.1,Database 2
51,Sweden,0.1,5.0,25.31,0.57,1.2,49.4,0.0,50027,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Summer,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0.0,no change,no change,24.2,75.6,25.0,77.0,24.7,76.5,no change,0.0,0.0,18.4,65.1,Database 2
52,Sweden,0.3,7.0,26.37,0.65,1.2,48.4,0.0,50028,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Summer,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0.0,no change,no change,24.4,75.9,25.6,78.1,25.4,77.7,no change,0.0,0.0,18.4,65.1,Database 2
53,Sweden,0.3,7.0,26.26,0.56,1.3,50.5,0.0,50029,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Summer,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,-1.0,no change,no change,23.9,75.0,25.9,78.6,25.4,77.7,no change,0.0,0.0,18.4,65.1,Database 2
54,Sweden,0.9,20.0,29.36,0.67,1.7,51.3,0.0,50030,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Summer,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,1.0,cooler,no change,23.9,75.0,25.9,78.6,25.2,77.4,no change,0.0,0.0,18.4,65.1,Database 2
55,Sweden,0.3,7.0,26.82,0.83,1.2,51.0,0.0,50031,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Summer,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,-2.0,no change,no change,23.2,73.8,25.1,77.2,24.6,76.3,no change,1.0,0.0,18.4,65.1,Database 2
