,Country,PMV,PPD,SET,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Heating strategy_building level,Thermal sensation,Thermal preference,Air movement preference,Air temperature (¡C),Air temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Humidity preference,Humidity sensation,Air velocity (fpm),Database
112,France,0.7,16.0,28.3,0.71,1.8,20.8,0.0,51352,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,cooler,no change,23.5,74.3,24.6,76.3,24.2,75.6,more humid,1.0,0.0,Database 2
113,France,0.3,7.0,26.89,0.96,1.2,19.5,0.1,51354,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.9,75.0,24.4,75.9,24.2,75.6,more humid,1.0,19.69,Database 2
114,France,0.1,5.0,25.73,0.71,1.2,19.9,0.1,51355,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,24.8,76.6,25.2,77.4,25.1,77.2,no change,0.0,19.69,Database 2
115,France,0.0,5.0,25.14,0.67,1.5,23.5,0.0,51360,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,no change,no change,22.2,72.0,22.5,72.5,22.4,72.3,more humid,1.0,0.0,Database 2
116,France,0.1,5.0,25.41,0.64,1.4,20.3,0.1,51362,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,23.4,74.1,23.5,74.3,23.5,74.3,more humid,1.0,19.69,Database 2
117,France,-0.7,16.0,22.95,0.85,1.1,32.9,0.1,51375,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,no change,no change,20.2,68.4,20.9,69.6,20.7,69.3,no change,0.0,19.69,Database 2
118,France,-0.3,7.0,24.55,1.19,1.1,36.1,0.1,51376,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,warmer,no change,20.1,68.2,20.7,69.3,20.4,68.7,no change,0.0,19.69,Database 2
119,France,0.3,7.0,26.25,0.67,1.5,27.0,0.0,51379,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,23.3,73.9,24.0,75.2,23.8,74.8,no change,0.0,0.0,Database 2
120,France,0.8,18.0,29.7,0.92,1.7,32.9,0.1,51381,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,no change,no change,22.6,72.7,23.9,75.0,23.4,74.1,drier,-1.0,19.69,Database 2
121,France,0.1,5.0,25.58,0.69,1.3,28.8,0.1,51383,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,2.0,cooler,no change,23.2,73.8,24.3,75.7,23.8,74.8,no change,0.0,19.69,Database 2
122,France,0.5,11.0,28.22,1.2,1.2,27.5,0.1,51386,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,warmer,no change,23.0,73.4,24.1,75.4,23.7,74.7,no change,1.0,19.69,Database 2
123,France,0.5,10.0,27.99,0.9,1.6,36.4,0.1,51401,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,no change,21.6,70.9,22.6,72.7,22.2,72.0,no change,2.0,19.69,Database 2
124,France,-0.3,7.0,23.99,0.59,1.4,30.0,0.1,51406,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,warmer,no change,21.7,71.1,22.5,72.5,22.2,72.0,no change,0.0,19.69,Database 2
125,France,0.5,10.0,26.9,0.66,1.4,27.3,0.0,51409,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,no change,no change,24.6,76.3,25.2,77.4,25.0,77.0,more humid,2.0,0.0,Database 2
126,France,,,,1.24,1.2,29.0,,51412,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,2.0,no change,no change,22.6,72.7,23.8,74.8,22.9,73.2,more humid,2.0,,Database 2
127,France,,,,0.86,1.2,35.1,,51413,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-1.0,no change,no change,19.2,66.6,22.9,73.2,20.2,68.4,no change,0.0,,Database 2
128,France,,,,0.78,1.5,29.5,,51414,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-1.0,no change,no change,21.6,70.9,20.6,69.1,21.3,70.3,no change,0.0,,Database 2
129,France,,,,0.94,1.4,30.2,,51415,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-1.0,no change,no change,21.2,70.2,24.0,75.2,21.9,71.4,no change,0.0,,Database 2
130,France,,,,0.81,1.2,29.6,,51417,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,1.0,no change,no change,23.1,73.6,23.1,73.6,23.1,73.6,no change,1.0,,Database 2
131,France,,,,1.27,1.2,26.0,,51420,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,1.0,no change,no change,23.2,73.8,25.8,78.4,23.9,75.0,no change,0.0,,Database 2
132,France,,,,1.11,1.2,25.6,,51423,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,1.0,cooler,no change,23.6,74.5,25.4,77.7,24.1,75.4,no change,0.0,,Database 2
133,France,,,,0.97,1.7,30.1,,51429,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,1.0,cooler,no change,22.0,71.6,24.4,75.9,22.6,72.7,no change,0.0,,Database 2
134,France,,,,0.72,1.5,28.4,,51430,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,22.1,71.8,24.1,75.4,22.7,72.9,no change,0.0,,Database 2
135,France,,,,0.97,1.2,26.4,,51431,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.0,73.4,24.8,76.6,23.5,74.3,no change,0.0,,Database 2
136,France,,,,0.83,1.6,26.8,,51432,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,1.0,no change,less,23.3,73.9,25.5,77.9,23.9,75.0,more humid,2.0,,Database 2
137,France,,,,0.74,1.1,28.3,,51433,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-1.0,warmer,no change,22.9,73.2,25.0,77.0,23.4,74.1,no change,0.0,,Database 2
138,France,,,,0.88,1.1,29.1,,51434,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.1,73.6,25.5,77.9,23.7,74.7,no change,0.0,,Database 2
139,France,,,,0.9,1.2,29.2,,51435,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-1.0,no change,no change,21.8,71.2,24.9,76.8,22.6,72.7,no change,0.0,,Database 2
140,France,,,,1.11,1.4,29.2,,51436,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,21.6,70.9,24.4,75.9,22.3,72.1,no change,0.0,,Database 2
141,France,,,,0.97,1.5,28.7,,51437,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-2.0,no change,more,22.5,72.5,25.4,77.7,23.2,73.8,no change,0.0,,Database 2
142,France,,,,1.12,1.0,25.9,,51438,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-1.0,warmer,no change,23.5,74.3,25.8,78.4,24.1,75.4,drier,0.0,,Database 2
143,France,,,,0.98,1.3,26.7,,51439,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,cooler,no change,24.0,75.2,22.2,72.0,23.5,74.3,more humid,3.0,,Database 2
144,France,,,,0.88,1.3,37.8,,51440,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,-1.0,no change,no change,21.6,70.9,24.1,75.4,22.2,72.0,no change,0.0,,Database 2
145,France,,,,0.76,1.4,28.8,,51441,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,no change,less,24.3,75.7,24.5,76.1,24.4,75.9,no change,2.0,,Database 2
146,France,,,,0.74,1.4,29.3,,51442,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.4,74.1,25.3,77.5,23.9,75.0,no change,0.0,,Database 2
147,France,,,,0.92,1.4,34.7,,51443,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,more,21.1,70.0,22.9,73.2,21.7,71.1,no change,1.0,,Database 2
148,France,,,,0.99,1.4,41.5,,51444,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,warmer,no change,20.8,69.4,22.1,71.8,21.2,70.2,no change,-1.0,,Database 2
149,France,,,,1.05,1.4,41.3,,51445,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,no change,less,20.9,69.6,23.5,74.3,21.6,70.9,no change,0.0,,Database 2
150,France,,,,1.01,1.3,38.9,,51446,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,21.6,70.9,24.0,75.2,22.2,72.0,more humid,1.0,,Database 2
151,France,,,,1.06,1.0,36.7,,51447,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,22.6,72.7,23.7,74.7,22.9,73.2,no change,0.0,,Database 2
152,France,,,,1.07,1.0,38.5,,51448,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,21.9,71.4,25.2,77.4,22.7,72.9,no change,0.0,,Database 2
153,France,,,,0.71,1.5,34.9,,51449,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,more,22.3,72.1,25.0,77.0,23.0,73.4,no change,0.0,,Database 2
154,France,,,,0.83,1.3,38.0,,51450,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,warmer,no change,22.3,72.1,24.0,75.2,22.7,72.9,no change,1.0,,Database 2
155,France,-1.4,45.0,20.45,1.06,1.1,40.6,5.0,51595,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-1.0,no change,no change,20.2,68.4,24.3,75.7,20.9,69.6,no change,0.0,984.25,Database 2
156,France,-1.7,64.0,18.69,0.8,1.3,41.2,5.0,51596,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,20.5,68.9,23.8,74.8,21.0,69.8,no change,0.0,984.25,Database 2
157,France,-1.4,43.0,20.38,0.99,1.2,40.8,5.0,51597,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-1.0,warmer,no change,20.4,68.7,24.8,76.6,21.1,70.0,no change,0.0,984.25,Database 2
158,France,-0.5,11.0,22.32,1.04,1.4,35.9,5.0,51598,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,2.0,no change,no change,21.6,70.9,23.3,73.9,21.9,71.4,no change,0.0,984.25,Database 2
159,France,-1.7,63.0,19.25,0.55,1.2,28.3,5.0,51599,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,1.0,cooler,no change,25.1,77.2,24.9,76.8,25.1,77.2,no change,1.0,984.25,Database 2
160,France,-0.2,6.0,23.62,0.96,1.3,32.3,5.0,51600,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,less,22.9,73.2,28.2,82.8,23.7,74.7,more humid,1.0,984.25,Database 2
161,France,-0.3,7.0,23.72,0.55,1.5,33.7,0.2,51601,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-2.0,warmer,no change,22.0,71.6,22.4,72.3,22.2,72.0,no change,0.0,39.37,Database 2
162,France,0.2,6.0,27.03,1.14,1.2,35.5,0.2,51602,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-1.0,no change,no change,22.1,71.8,24.0,75.2,23.0,73.4,no change,-1.0,39.37,Database 2
163,France,-0.2,6.0,24.16,0.71,1.2,30.3,0.3,51603,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.5,74.3,24.4,75.9,23.9,75.0,more humid,1.0,59.06,Database 2
164,France,0.0,5.0,24.03,0.83,1.5,30.6,1.8,51604,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,2.0,no change,no change,23.5,74.3,26.2,79.2,24.2,75.6,more humid,2.0,354.33,Database 2
165,France,0.0,5.0,24.32,0.94,1.4,31.0,2.3,51605,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-1.0,warmer,no change,22.5,72.5,27.0,80.6,23.5,74.3,no change,0.0,452.76,Database 2
166,France,-0.7,15.0,21.74,0.74,1.3,29.7,5.0,51606,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.7,74.7,26.5,79.7,24.2,75.6,no change,0.0,984.25,Database 2
167,France,-1.1,30.0,21.84,0.98,1.1,34.8,5.0,51607,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-2.0,warmer,no change,21.2,70.2,29.0,84.2,22.4,72.3,no change,0.0,984.25,Database 2
168,France,-0.3,7.0,22.98,0.91,1.3,33.5,5.0,51608,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,more,24.2,75.6,25.6,78.1,24.4,75.9,no change,0.0,984.25,Database 2
169,France,-0.3,6.0,23.4,1.04,1.3,31.9,5.0,51609,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,1.0,no change,no change,22.8,73.0,25.6,78.1,23.3,73.9,no change,1.0,984.25,Database 2
170,France,-1.3,41.0,19.81,0.61,1.3,30.8,5.0,51610,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,1.0,no change,no change,23.5,74.3,26.3,79.3,23.9,75.0,more humid,3.0,984.25,Database 2
171,France,-0.3,7.0,21.79,0.73,1.7,33.8,5.0,51611,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-2.0,no change,no change,22.2,72.0,25.9,78.6,22.8,73.0,no change,0.0,984.25,Database 2
172,France,-0.1,5.0,23.71,1.05,1.3,33.4,5.0,51612,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.8,74.8,24.7,76.5,23.9,75.0,more humid,1.0,984.25,Database 2
173,France,0.1,5.0,25.17,1.21,1.2,34.6,5.0,51614,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,2.0,cooler,less,23.4,74.1,26.8,80.2,24.0,75.2,drier,0.0,984.25,Database 2
174,France,1.1,31.0,32.4,1.08,2.0,40.8,0.0,51626,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,0.0,cooler,more,22.0,71.6,23.5,74.3,23.0,73.4,no change,0.0,0.0,Database 2
175,France,0.9,23.0,29.23,0.63,1.9,31.5,0.0,51627,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,24.2,75.6,25.1,77.2,24.8,76.6,more humid,1.0,0.0,Database 2
176,France,0.9,23.0,29.44,0.63,1.8,40.0,0.0,51628,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,2.0,cooler,no change,24.0,75.2,26.1,79.0,25.4,77.7,no change,0.0,0.0,Database 2
