,Country,PMV,PPD,SET,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Heating strategy_building level,Thermal sensation,Thermal preference,Air movement preference,Air temperature (¡C),Air temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Humidity preference,Humidity sensation,Air velocity (fpm),Database
266,France,0.9,21.0,29.81,1.11,1.4,29.8,0.08,52084,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,more,23.9,75.1,25.2,77.4,24.7,76.4,no change,0.0,15.75,Database 2
267,France,0.5,9.0,27.27,0.88,1.3,30.6,0.05,52085,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,-2.0,warmer,no change,23.7,74.7,24.6,76.3,24.3,75.8,drier,-1.0,9.84,Database 2
268,France,0.5,11.0,27.94,0.87,1.5,37.2,0.03,52086,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,22.6,72.6,23.4,74.1,23.2,73.7,no change,0.0,5.91,Database 2
269,France,0.9,23.0,30.36,1.14,1.5,30.0,0.02,52087,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,no change,no change,23.9,75.0,24.3,75.7,24.2,75.6,no change,1.0,3.94,Database 2
270,France,0.4,9.0,27.27,1.12,1.0,29.0,0.03,52088,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,no change,less,24.5,76.0,25.1,77.2,24.9,76.9,no change,0.0,5.91,Database 2
271,France,0.8,19.0,28.89,0.88,1.4,29.7,0.0,52089,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,cooler,less,24.8,76.6,25.4,77.7,25.4,77.7,no change,0.0,0.0,Database 2
272,France,0.9,22.0,29.18,0.86,1.5,28.1,0.04,52090,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,no change,less,25.2,77.3,26.0,78.8,25.8,78.4,no change,-1.0,7.87,Database 2
273,France,0.4,8.0,26.24,0.72,1.1,27.0,0.02,52091,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,25.6,78.1,26.2,79.2,26.0,78.9,more humid,1.0,3.94,Database 2
274,France,0.8,19.0,29.01,1.14,1.2,26.5,0.04,52092,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,cooler,no change,24.9,76.8,25.8,78.4,25.5,78.0,more humid,1.0,7.87,Database 2
275,France,0.0,5.0,25.55,0.94,1.2,29.2,0.02,52111,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,22.6,72.8,23.0,73.4,22.9,73.3,no change,1.0,3.94,Database 2
276,France,-0.4,8.0,24.17,0.87,1.2,28.3,0.05,52113,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-1.0,no change,no change,20.1,68.1,22.1,71.8,21.4,70.6,no change,0.0,9.84,Database 2
277,France,0.1,5.0,26.1,1.04,1.3,31.1,0.02,52115,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,20.8,69.5,21.9,71.4,21.7,71.0,no change,1.0,3.94,Database 2
278,France,0.3,7.0,26.6,0.91,1.3,25.8,0.03,52116,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,less,22.7,72.8,23.4,74.1,23.2,73.7,no change,1.0,5.91,Database 2
279,France,0.5,10.0,27.41,0.86,1.5,24.7,0.04,52119,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.0,73.3,23.6,74.5,23.4,74.1,no change,2.0,7.87,Database 2
280,France,0.9,23.0,30.72,1.07,1.9,23.5,0.05,52120,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,1.0,no change,no change,22.1,71.9,23.0,73.4,22.7,72.9,no change,1.0,9.84,Database 2
281,France,0.6,13.0,28.55,1.02,1.5,26.0,0.01,52121,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,2.0,cooler,less,23.1,73.6,23.8,74.8,23.7,74.6,more humid,3.0,1.97,Database 2
282,France,0.7,16.0,28.8,0.87,1.7,26.6,0.02,52122,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,2.0,cooler,no change,23.1,73.5,23.9,75.0,23.7,74.6,more humid,3.0,3.94,Database 2
283,France,0.1,5.0,25.7,0.72,1.4,26.6,0.03,52123,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,1.0,cooler,no change,22.3,72.2,23.4,74.1,23.1,73.5,more humid,2.0,5.91,Database 2
284,France,0.4,8.0,26.68,0.7,1.6,24.6,0.04,52124,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,less,22.8,73.0,23.7,74.7,23.4,74.1,no change,1.0,7.87,Database 2
285,France,0.2,6.0,25.55,0.55,1.6,27.4,0.01,52125,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,2.0,cooler,no change,22.7,72.8,23.6,74.5,23.4,74.1,more humid,1.0,1.97,Database 2
286,France,-0.3,7.0,24.36,0.73,1.1,27.3,0.06,52126,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,22.8,73.0,23.9,75.0,23.5,74.4,more humid,1.0,11.81,Database 2
287,France,0.6,12.0,28.14,0.93,1.5,24.0,0.04,52127,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,less,23.1,73.5,24.0,75.2,23.7,74.6,no change,0.0,7.87,Database 2
288,France,1.6,58.0,33.77,0.84,2.8,27.4,0.05,52128,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,22.3,72.1,23.3,73.9,23.0,73.3,no change,0.0,9.84,Database 2
289,France,0.5,9.0,27.66,1.15,1.2,24.2,0.04,52129,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.2,73.8,23.8,74.8,23.6,74.5,no change,-1.0,7.87,Database 2
290,France,-0.3,6.0,24.78,0.82,1.0,23.4,0.03,52130,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-1.0,warmer,no change,23.4,74.1,24.5,76.1,24.2,75.5,no change,0.0,5.91,Database 2
291,France,0.5,10.0,27.43,0.88,1.4,23.9,0.04,52131,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,-1.0,warmer,no change,23.3,73.9,24.1,75.4,23.8,74.9,no change,0.0,7.87,Database 2
292,France,0.0,5.0,25.93,1.03,1.0,24.1,0.04,52132,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,less,23.2,73.8,24.4,75.9,24.1,75.3,no change,0.0,7.87,Database 2
293,France,0.7,16.0,29.05,0.91,1.8,22.5,0.08,52133,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,no change,no change,22.2,72.0,22.8,73.0,22.6,72.6,no change,0.0,15.75,Database 2
294,France,,,,1.25,2.7,,0.47,52134,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-2.0,warmer,no change,,,,,,,no change,0.0,92.52,Database 2
295,France,-1.1,32.0,20.88,1.06,1.3,29.8,1.7,52135,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,no change,no change,18.2,64.8,21.5,70.7,19.0,66.3,no change,0.0,334.65,Database 2
296,France,,,,1.04,1.5,,0.18,52136,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,no change,,,,,,,more humid,1.0,35.43,Database 2
297,France,,,,1.03,1.2,,0.06,52137,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,,,,,,,drier,-1.0,11.81,Database 2
298,France,,,,0.81,2.2,23.9,0.05,52138,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,no change,no change,22.3,72.2,,,,,no change,0.0,9.84,Database 2
299,France,,,,0.89,1.6,33.6,0.04,52139,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,22.8,73.0,,,,,no change,1.0,7.87,Database 2
300,France,-0.2,6.0,24.82,0.83,1.4,32.0,0.03,52140,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,warmer,no change,20.4,68.7,21.6,70.9,21.2,70.2,more humid,1.0,5.91,Database 2
301,France,,,,0.96,1.6,,,52141,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-2.0,warmer,no change,,,,,,,no change,0.0,,Database 2
302,France,0.2,6.0,27.08,1.24,1.3,20.5,0.02,52142,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,warmer,no change,20.8,69.4,21.9,71.4,21.6,70.9,no change,0.0,3.94,Database 2
303,France,0.2,6.0,26.15,0.75,1.6,19.4,0.02,52143,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-2.0,warmer,more,21.5,70.7,22.5,72.5,22.3,72.1,no change,0.0,3.94,Database 2
304,France,0.2,6.0,26.24,0.79,1.5,26.0,0.04,52144,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,21.5,70.8,22.7,72.9,22.4,72.2,more humid,1.0,7.87,Database 2
305,France,0.5,10.0,28.31,0.97,1.7,24.7,0.04,52145,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,no change,less,20.5,68.8,21.9,71.4,21.5,70.6,more humid,1.0,7.87,Database 2
306,France,0.4,8.0,27.13,1.08,1.2,24.9,0.01,52146,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,no change,23.5,74.2,24.0,75.2,23.9,74.9,no change,0.0,1.97,Database 2
307,France,-0.6,13.0,23.11,0.69,1.2,20.1,0.07,52147,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,no change,no change,21.8,71.2,22.0,71.6,21.9,71.5,more humid,1.0,13.78,Database 2
308,France,0.2,6.0,26.42,1.13,1.1,24.3,0.03,52148,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,2.0,cooler,less,22.8,73.0,23.3,73.9,23.2,73.7,more humid,2.0,5.91,Database 2
309,France,0.7,14.0,28.53,0.95,1.6,21.0,0.03,52149,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,no change,no change,23.2,73.8,23.6,74.5,23.5,74.3,more humid,1.0,5.91,Database 2
310,France,0.2,6.0,26.9,0.82,1.8,26.7,0.06,52152,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-2.0,warmer,no change,18.6,65.5,21.2,70.2,20.3,68.5,no change,0.0,11.81,Database 2
311,France,0.3,7.0,26.69,0.94,1.3,22.7,0.06,52154,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,no change,no change,22.7,72.9,23.2,73.8,23.0,73.5,more humid,1.0,11.81,Database 2
312,France,-0.2,6.0,25.01,1.0,1.1,20.9,0.04,52156,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,22.2,71.9,23.1,73.6,22.8,73.0,no change,0.0,7.87,Database 2
313,France,0.3,7.0,27.26,1.15,1.3,22.9,0.04,52160,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,22.1,71.9,22.8,73.0,22.6,72.7,no change,0.0,7.87,Database 2
314,France,0.0,5.0,25.73,1.03,1.2,28.4,0.02,52162,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,warmer,no change,21.6,70.9,22.7,72.9,22.4,72.4,drier,-1.0,3.94,Database 2
315,France,0.0,5.0,25.72,0.93,1.2,25.4,0.04,52164,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,2.0,no change,no change,22.1,71.8,23.1,73.6,22.8,73.0,more humid,2.0,7.87,Database 2
316,France,-0.1,5.0,25.42,1.12,1.0,32.5,0.03,52179,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,22.0,71.6,22.6,72.7,22.5,72.4,no change,-1.0,5.91,Database 2
317,France,0.2,6.0,26.46,0.97,1.3,28.1,0.03,52180,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,warmer,no change,21.9,71.4,22.6,72.7,22.4,72.3,more humid,1.0,5.91,Database 2
318,France,0.2,6.0,26.04,0.8,1.4,24.4,0.05,52181,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,2.0,cooler,no change,22.1,71.8,22.7,72.9,22.5,72.6,no change,0.0,9.84,Database 2
319,France,0.4,9.0,27.79,1.1,1.4,33.2,0.02,52431,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,21.7,71.1,22.8,73.0,22.5,72.5,more humid,0.0,3.94,Database 2
320,France,0.4,9.0,27.59,1.06,1.3,33.3,0.04,52432,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,no change,no change,22.2,72.0,23.3,73.9,22.9,73.3,no change,0.0,7.87,Database 2
321,France,0.3,7.0,26.65,0.82,1.4,29.6,0.04,52433,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,22.6,72.8,23.4,74.1,23.1,73.7,no change,0.0,7.87,Database 2
322,France,0.7,17.0,29.16,0.95,1.6,28.5,0.04,52434,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.0,73.4,23.9,75.0,23.6,74.5,more humid,1.0,7.87,Database 2
323,France,0.3,7.0,26.63,0.89,1.2,30.8,0.06,52435,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.5,74.3,24.4,75.9,24.1,75.3,more humid,1.0,11.81,Database 2
324,France,-0.5,11.0,23.57,0.52,1.1,26.7,0.04,52436,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,-1.0,no change,no change,24.0,75.2,24.9,76.8,24.7,76.4,more humid,1.0,7.87,Database 2
325,France,0.5,10.0,27.21,0.8,1.3,26.4,0.05,52437,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,no change,no change,24.2,75.6,25.3,77.5,25.0,76.9,no change,0.0,9.84,Database 2
326,France,0.7,15.0,28.26,0.82,1.5,25.8,0.03,52438,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,24.0,75.2,25.0,77.0,24.7,76.5,no change,0.0,5.91,Database 2
327,France,,,,1.03,1.2,,0.03,52439,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,,,,,24.6,76.2,no change,0.0,5.91,Database 2
328,France,,,,0.93,1.1,,0.07,52440,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,-1.0,warmer,no change,,,,,37.4,99.3,no change,0.0,13.78,Database 2
329,France,,,,0.89,1.4,,0.1,52441,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,,,,,38.8,101.9,no change,0.0,19.69,Database 2
