,Country,Relative humidity (%),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Heating strategy_building level,Age,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement preference,Thermal comfort,Air temperature (¡C),Air temperature (¡F),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
67,Denmark,39.2,26922,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,0.0,1.0,cooler,more,4.0,23.9,75.0,0.8,33.5,Database 2
68,Denmark,40.2,26923,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,1.0,1.0,cooler,more,4.0,23.8,74.8,0.8,33.5,Database 2
69,Denmark,40.2,26924,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,-0.0,1.0,warmer,more,4.0,23.8,74.8,0.8,33.5,Database 2
70,Denmark,37.3,26925,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,0.0,0.0,cooler,more,3.0,26.0,78.8,0.8,33.5,Database 2
71,Denmark,40.2,26926,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,0.0,1.0,warmer,more,3.0,23.8,74.8,0.8,33.5,Database 2
72,Denmark,37.3,26927,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,-1.0,1.0,cooler,more,3.0,26.0,78.8,0.8,33.5,Database 2
73,Denmark,38.4,26928,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,19.0,0.0,1.0,no change,more,4.0,25.0,77.0,0.8,33.5,Database 2
74,Denmark,37.3,26929,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,2.0,1.0,no change,more,4.0,26.0,78.8,0.8,33.5,Database 2
75,Denmark,37.3,26930,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,1.0,1.0,no change,more,6.0,26.0,78.8,0.8,33.5,Database 2
76,Denmark,40.1,26931,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,19.0,1.0,0.0,cooler,more,1.0,25.0,77.0,0.8,33.5,Database 2
77,Denmark,37.3,26932,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,1.0,0.0,cooler,more,3.0,26.0,78.8,0.8,33.5,Database 2
78,Denmark,38.5,26933,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,20.0,0.0,1.0,no change,more,3.0,25.0,77.0,0.8,33.5,Database 2
79,Denmark,38.5,26934,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,-1.0,1.0,no change,no change,4.0,25.0,77.0,0.8,33.5,Database 2
80,Denmark,37.5,26935,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,1.0,1.0,cooler,more,4.0,26.1,79.0,0.8,33.5,Database 2
81,Denmark,39.5,26936,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,-1.0,1.0,no change,more,4.0,24.0,75.2,0.8,33.5,Database 2
82,Denmark,31.2,26937,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,1.0,1.0,no change,no change,4.0,25.8,78.5,0.8,33.5,Database 2
83,Denmark,37.8,26938,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,0.0,1.0,cooler,more,4.0,26.2,79.1,0.8,33.5,Database 2
84,Denmark,39.1,26939,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,-0.0,1.0,no change,no change,4.0,24.0,75.2,0.8,33.5,Database 2
85,Denmark,39.1,26940,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,-1.0,1.0,warmer,more,4.0,24.0,75.2,0.8,33.5,Database 2
86,Denmark,39.6,26941,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,0.0,1.0,cooler,more,4.0,25.1,77.2,0.8,33.5,Database 2
87,Denmark,34.4,26942,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,-2.0,1.0,warmer,more,4.0,23.9,75.0,0.8,33.5,Database 2
88,Denmark,42.5,26943,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,1.0,1.0,cooler,more,3.0,23.4,74.1,0.8,33.5,Database 2
89,Denmark,45.7,26944,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,-1.0,1.0,no change,no change,6.0,21.3,70.3,0.8,33.5,Database 2
90,Denmark,50.4,26945,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,2.0,0.0,cooler,more,3.0,23.8,74.8,0.8,33.5,Database 2
91,Denmark,53.5,26946,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,19.0,1.0,1.0,cooler,no change,4.0,23.7,74.6,0.8,33.5,Database 2
92,Denmark,55.7,26947,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,2.0,0.0,cooler,more,1.0,24.3,75.8,0.8,33.5,Database 2
93,Denmark,59.7,26948,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,0.0,1.0,cooler,no change,3.0,22.9,73.2,0.8,33.5,Database 2
94,Denmark,60.8,26949,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,2.0,0.0,cooler,more,1.0,22.6,72.6,0.8,33.5,Database 2
95,Denmark,59.0,26950,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,0.0,1.0,cooler,more,3.0,23.1,73.6,0.8,33.5,Database 2
96,Denmark,59.0,26951,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,-1.0,1.0,cooler,more,3.0,23.1,73.6,0.8,33.5,Database 2
97,Denmark,60.2,26952,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,50.0,2.0,0.0,cooler,more,3.0,23.5,74.2,0.8,33.5,Database 2
98,Denmark,60.2,26953,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,1.0,0.0,cooler,more,3.0,24.6,76.2,0.8,33.5,Database 2
99,Denmark,60.2,26954,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,1.0,0.0,cooler,more,1.0,24.6,76.2,0.8,33.5,Database 2
100,Denmark,60.5,26955,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,-1.0,1.0,no change,more,3.0,22.5,72.5,0.8,33.5,Database 2
101,Denmark,57.8,26956,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,1.0,1.0,cooler,more,3.0,24.6,76.3,0.8,33.5,Database 2
102,Denmark,60.6,26957,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,2.0,1.0,no change,more,3.0,21.5,70.7,0.8,33.5,Database 2
103,Denmark,58.0,26958,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,1.0,1.0,no change,more,4.0,24.8,76.6,0.8,33.5,Database 2
104,Denmark,57.9,26959,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,1.0,1.0,cooler,more,3.0,24.8,76.7,0.8,33.5,Database 2
105,Denmark,57.9,26960,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,2.0,1.0,cooler,more,3.0,24.8,76.7,0.8,33.5,Database 2
106,Denmark,57.9,26961,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,1.0,1.0,no change,more,4.0,24.8,76.7,0.8,33.5,Database 2
107,Denmark,57.9,26962,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,0.0,1.0,cooler,more,3.0,24.8,76.7,0.8,33.5,Database 2
108,Denmark,57.3,26963,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,0.0,1.0,cooler,more,3.0,24.9,76.9,0.8,33.5,Database 2
109,Denmark,55.6,26964,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,0.0,0.0,no change,more,4.0,23.5,74.3,0.8,33.5,Database 2
110,Denmark,54.9,26965,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,19.0,2.0,0.0,cooler,more,3.0,23.6,74.4,0.8,33.5,Database 2
111,Denmark,58.7,26966,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,2.0,0.0,cooler,more,1.0,24.1,75.3,0.8,33.5,Database 2
112,Denmark,48.6,26967,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,49.0,2.0,0.0,cooler,more,3.0,26.0,78.7,0.8,33.5,Database 2
113,Denmark,53.9,26968,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,2.0,1.0,cooler,more,3.0,23.8,74.9,0.8,33.5,Database 2
114,Denmark,54.0,26969,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,63.0,0.0,1.0,no change,no change,6.0,23.2,73.8,0.8,33.5,Database 2
115,Denmark,59.0,26970,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,0.0,1.0,cooler,more,3.0,22.5,72.4,0.8,33.5,Database 2
116,Denmark,58.6,26971,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,2.0,1.0,cooler,more,3.0,24.0,75.2,0.8,33.5,Database 2
117,Denmark,48.9,26972,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,2.0,1.0,cooler,more,4.0,26.6,80.0,0.8,33.5,Database 2
118,Denmark,48.9,26973,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,2.0,0.0,cooler,more,3.0,26.6,80.0,0.8,33.5,Database 2
119,Denmark,48.2,26974,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,2.0,0.0,cooler,more,1.0,26.6,79.9,0.8,33.5,Database 2
120,Denmark,48.2,26975,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,2.0,0.0,cooler,more,3.0,26.6,79.9,0.8,33.5,Database 2
121,Denmark,48.2,26976,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,2.0,0.0,cooler,more,3.0,26.6,79.9,0.8,33.5,Database 2
122,Denmark,48.2,26977,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,2.0,0.0,cooler,more,3.0,26.6,79.9,0.8,33.5,Database 2
123,Denmark,48.2,26978,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,1.0,1.0,cooler,more,3.0,26.6,79.9,0.8,33.5,Database 2
124,Denmark,48.2,26979,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,1.0,1.0,cooler,more,3.0,26.6,79.9,0.8,33.5,Database 2
125,Denmark,48.2,26980,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,2.0,0.0,cooler,more,3.0,26.6,79.9,0.8,33.5,Database 2
126,Denmark,48.2,26981,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,-0.0,0.0,cooler,no change,3.0,26.6,79.9,0.8,33.5,Database 2
127,Denmark,48.2,26982,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,2.0,0.0,cooler,more,3.0,26.6,79.9,0.8,33.5,Database 2
128,Denmark,48.2,26983,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,2.0,0.0,cooler,more,1.0,26.6,79.9,0.8,33.5,Database 2
129,Denmark,48.2,26984,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,1.0,0.0,cooler,more,3.0,26.6,79.9,0.8,33.5,Database 2
130,Denmark,39.7,26985,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,19.0,1.0,1.0,no change,more,1.0,20.9,69.6,0.8,33.5,Database 2
131,Denmark,51.2,26986,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,19.0,-2.0,0.0,warmer,more,1.0,24.5,76.1,0.8,33.5,Database 2
132,Denmark,51.5,26987,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,20.0,-1.0,1.0,no change,no change,4.0,23.4,74.0,0.8,33.5,Database 2
133,Denmark,45.4,26988,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,-1.0,1.0,no change,more,4.0,26.3,79.4,0.8,33.5,Database 2
134,Denmark,51.3,26989,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,-0.0,1.0,no change,no change,4.0,23.4,74.0,0.8,33.5,Database 2
135,Denmark,40.3,26990,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,-0.0,1.0,no change,more,4.0,22.5,72.4,0.8,33.5,Database 2
136,Denmark,43.9,26991,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,20.0,0.0,1.0,no change,no change,4.0,21.9,71.5,0.8,33.5,Database 2
137,Denmark,45.8,26992,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,37.0,0.0,1.0,no change,more,3.0,23.1,73.6,0.8,33.5,Database 2
138,Denmark,39.7,26993,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,45.0,2.0,1.0,cooler,more,3.0,23.4,74.1,0.8,33.5,Database 2
139,Denmark,39.7,26994,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,1.0,1.0,cooler,more,3.0,23.4,74.1,0.8,33.5,Database 2
140,Denmark,39.7,26995,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,1.0,1.0,cooler,no change,4.0,23.4,74.1,0.8,33.5,Database 2
141,Denmark,39.7,26996,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,-0.0,1.0,no change,more,3.0,23.4,74.1,0.8,33.5,Database 2
142,Denmark,39.7,26997,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,19.0,0.0,1.0,no change,more,4.0,23.4,74.1,0.8,33.5,Database 2
