,Country,PMV,PPD,SET,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Heating strategy_building level,Thermal sensation,Thermal preference,Air movement preference,Air temperature (¡C),Air temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Humidity preference,Humidity sensation,Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
823,Portugal,0.3,7.0,27.5,0.96,1.6,42.1,0.04,52350,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,20.4,68.7,20.8,69.4,20.7,69.3,no change,0.0,7.87,5.9,42.7,Database 2
824,Portugal,0.1,5.0,26.28,1.1,1.2,40.6,0.02,52351,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,21.4,70.5,21.9,71.4,21.7,71.1,drier,-1.0,3.94,5.9,42.7,Database 2
825,Portugal,0.8,17.0,29.58,0.97,1.6,42.7,0.03,52353,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,1.0,cooler,no change,22.9,73.2,23.3,73.9,23.2,73.7,more humid,2.0,5.91,5.9,42.7,Database 2
826,Portugal,0.2,6.0,26.54,1.03,1.2,40.3,0.02,52355,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,21.8,71.2,23.0,73.4,22.7,72.9,no change,0.0,3.94,5.9,42.7,Database 2
827,Portugal,0.9,21.0,31.25,1.35,1.6,39.3,0.02,52357,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,21.5,70.6,22.7,72.9,22.4,72.3,no change,0.0,3.94,5.9,42.7,Database 2
828,Portugal,-1.3,39.0,20.63,0.73,1.2,48.2,0.01,52358,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,-1.0,no change,no change,17.9,64.3,18.8,65.8,18.7,65.6,no change,0.0,1.97,6.3,43.3,Database 2
829,Portugal,-0.7,16.0,22.76,0.91,1.2,47.1,0.03,52359,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,-1.0,warmer,no change,18.5,65.3,19.6,67.3,19.3,66.8,no change,-1.0,5.91,6.3,43.3,Database 2
830,Portugal,-0.5,11.0,23.52,1.09,1.2,45.1,0.01,52360,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,18.2,64.8,18.8,65.8,18.7,65.6,drier,-1.0,1.97,6.3,43.3,Database 2
831,Portugal,0.2,6.0,26.89,0.88,1.8,43.4,0.01,52361,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,-1.0,warmer,no change,18.4,65.1,19.4,66.9,19.2,66.6,no change,-1.0,1.97,6.3,43.3,Database 2
832,Portugal,0.8,17.0,30.46,1.0,2.0,47.4,0.02,52362,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,20.1,68.2,20.5,68.9,20.4,68.8,no change,0.0,3.94,6.3,43.3,Database 2
833,Portugal,-0.2,6.0,24.79,1.12,1.2,43.2,0.01,52363,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,-1.0,warmer,no change,19.4,66.9,20.0,68.0,19.9,67.8,no change,0.0,1.97,6.3,43.3,Database 2
834,Portugal,0.0,5.0,25.29,0.73,1.2,39.9,0.07,52379,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,2.0,cooler,no change,22.5,72.6,24.0,75.2,23.5,74.2,no change,1.0,13.78,9.5,49.1,Database 2
835,Portugal,0.4,8.0,27.62,1.03,1.2,39.6,0.1,52380,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,22.1,71.7,24.8,76.6,23.6,74.6,no change,0.0,19.69,9.5,49.1,Database 2
836,Portugal,0.5,11.0,28.16,1.01,1.3,38.9,0.03,52381,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,1.0,no change,no change,22.7,72.8,24.1,75.4,23.7,74.6,no change,0.0,5.91,9.5,49.1,Database 2
837,Portugal,0.5,10.0,27.55,0.97,1.3,36.6,0.01,52382,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,1.0,cooler,no change,23.2,73.7,24.2,75.6,24.0,75.2,no change,1.0,1.97,9.5,49.1,Database 2
838,Portugal,0.1,5.0,26.04,0.95,1.2,46.2,0.03,52383,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,20.9,69.6,23.5,74.3,22.7,72.9,no change,0.0,5.91,9.5,49.1,Database 2
839,Portugal,0.3,7.0,27.06,1.06,1.3,46.3,0.04,52384,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,21.4,70.4,22.6,72.7,22.2,71.9,no change,0.0,7.87,9.5,49.1,Database 2
840,Portugal,0.2,6.0,26.8,1.02,1.3,48.4,0.04,52385,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,21.2,70.1,22.5,72.5,22.1,71.8,no change,0.0,7.87,9.5,49.1,Database 2
841,Portugal,0.5,11.0,28.01,1.01,1.3,40.2,0.02,52386,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,23.1,73.5,24.0,75.2,23.8,74.8,no change,1.0,3.94,9.5,49.1,Database 2
842,Portugal,0.3,7.0,27.34,1.06,1.2,45.4,0.04,52387,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,21.8,71.3,23.3,73.9,22.9,73.1,no change,0.0,7.87,9.5,49.1,Database 2
843,Portugal,0.5,10.0,28.72,1.09,1.5,57.3,0.08,52388,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,21.0,69.8,21.5,70.7,21.3,70.4,no change,0.0,15.75,12.8,55.1,Database 2
844,Portugal,0.3,7.0,26.86,0.66,1.6,53.4,0.04,52389,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,21.7,71.1,22.9,73.2,22.5,72.5,no change,0.0,7.87,12.8,55.1,Database 2
845,Portugal,0.7,16.0,29.99,0.94,1.7,56.8,0.03,52390,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,21.3,70.3,22.5,72.5,22.2,71.9,no change,0.0,5.91,12.8,55.1,Database 2
846,Portugal,0.4,8.0,27.56,1.01,1.3,56.3,0.06,52391,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,21.3,70.3,23.0,73.4,22.4,72.3,no change,0.0,11.81,12.8,55.1,Database 2
847,Portugal,0.0,5.0,25.9,1.1,1.2,60.8,0.02,52392,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,19.5,67.1,21.6,70.9,21.0,69.9,no change,0.0,3.94,12.8,55.1,Database 2
848,Portugal,0.1,5.0,26.24,1.08,1.2,58.6,0.03,52393,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,20.3,68.5,21.9,71.4,21.4,70.6,no change,0.0,5.91,12.8,55.1,Database 2
849,Portugal,0.0,5.0,25.61,0.99,1.2,56.4,0.02,52394,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,20.8,69.4,21.7,71.1,21.5,70.7,no change,0.0,3.94,12.8,55.1,Database 2
850,Portugal,0.4,9.0,28.03,0.98,1.5,56.2,0.04,52395,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,20.9,69.6,22.1,71.8,21.7,71.1,no change,1.0,7.87,12.8,55.1,Database 2
851,Portugal,1.8,68.0,34.53,0.88,2.8,44.7,0.05,52409,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,22.9,73.2,23.9,75.0,23.5,74.3,no change,1.0,9.84,12.8,55.1,Database 2
852,Portugal,1.1,30.0,32.25,1.01,2.0,43.2,0.15,52410,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,21.7,71.0,24.7,76.5,23.3,73.9,more humid,1.0,29.53,12.8,55.1,Database 2
853,Portugal,1.2,35.0,32.25,0.96,2.0,39.9,0.03,52412,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,1.0,cooler,no change,23.4,74.1,24.3,75.7,24.0,75.2,no change,0.0,5.91,12.8,55.1,Database 2
854,Portugal,0.4,8.0,27.14,0.81,1.3,38.5,0.07,52414,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,22.4,72.3,25.0,77.0,24.0,75.3,no change,0.0,13.78,12.8,55.1,Database 2
855,Portugal,0.1,5.0,25.64,0.73,1.2,41.0,0.03,52416,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,cooler,no change,23.0,73.5,24.4,75.9,24.0,75.2,no change,0.0,5.91,12.8,55.1,Database 2
856,Portugal,0.8,20.0,29.86,1.04,1.4,49.5,0.02,52420,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,23.3,73.9,24.7,76.5,24.4,75.8,no change,0.0,3.94,12.8,55.1,Database 2
857,Portugal,0.7,15.0,28.43,0.99,1.2,45.8,0.04,52422,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,24.1,75.4,25.1,77.2,24.8,76.7,no change,0.0,7.87,12.8,55.1,Database 2
858,Portugal,0.4,9.0,27.22,0.69,1.4,48.5,0.02,52424,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,less,23.3,73.9,24.7,76.5,24.3,75.8,no change,0.0,3.94,12.8,55.1,Database 2
859,Portugal,0.2,6.0,26.28,0.74,1.2,50.4,0.04,52425,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,23.1,73.6,24.8,76.6,24.3,75.7,no change,0.0,7.87,12.8,55.1,Database 2
860,Portugal,0.7,16.0,28.72,0.91,1.3,45.7,0.03,52426,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,1.0,cooler,no change,24.1,75.4,25.0,77.0,24.7,76.5,no change,0.0,5.91,12.8,55.1,Database 2
861,Portugal,0.8,18.0,29.39,1.01,1.3,48.5,0.04,52427,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,1.0,cooler,less,23.5,74.4,25.1,77.2,24.6,76.3,no change,0.0,7.87,12.8,55.1,Database 2
862,Portugal,1.1,28.0,30.45,0.63,2.0,48.5,0.04,52428,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,23.6,74.5,24.8,76.6,24.4,75.9,no change,0.0,7.87,12.8,55.1,Database 2
863,Portugal,0.6,12.0,27.65,0.83,1.2,40.3,0.08,52429,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,1.0,cooler,no change,24.4,76.0,25.8,78.4,25.3,77.5,more humid,1.0,15.75,12.8,55.1,Database 2
864,Portugal,1.7,60.0,34.02,0.86,2.6,47.1,0.09,52430,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,22.5,72.5,24.8,76.6,23.8,74.9,no change,0.0,17.72,12.8,55.1,Database 2
865,Portugal,0.4,9.0,28.08,0.92,1.6,46.5,0.02,52442,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,20.5,68.9,22.4,72.3,22.0,71.5,no change,0.0,3.94,11.3,52.4,Database 2
866,Portugal,0.8,19.0,30.08,1.11,1.5,44.8,0.05,52444,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,1.0,no change,no change,23.1,73.6,23.7,74.7,23.5,74.3,no change,0.0,9.84,11.3,52.4,Database 2
867,Portugal,0.3,6.0,26.23,0.74,1.2,42.6,0.08,52447,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,less,23.9,75.1,24.6,76.3,24.3,75.8,no change,1.0,15.75,11.3,52.4,Database 2
868,Portugal,0.6,12.0,28.63,0.89,1.6,47.1,0.02,52448,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,-1.0,warmer,no change,21.3,70.3,23.4,74.1,22.8,73.1,no change,0.0,3.94,11.3,52.4,Database 2
869,Portugal,0.7,16.0,29.24,1.04,1.4,43.7,0.02,52450,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,23.4,74.1,23.8,74.8,23.7,74.7,no change,2.0,3.94,11.3,52.4,Database 2
870,Portugal,0.7,14.0,29.0,1.28,1.2,44.5,0.03,52452,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,22.7,72.8,23.9,75.0,23.5,74.3,no change,1.0,5.91,11.3,52.4,Database 2
871,Portugal,0.8,19.0,29.91,0.94,1.7,41.3,0.03,52454,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,22.8,73.1,23.7,74.7,23.4,74.2,no change,2.0,5.91,11.3,52.4,Database 2
872,Portugal,0.5,10.0,27.38,0.69,1.5,42.8,0.01,52456,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,less,23.7,74.6,24.3,75.7,24.2,75.5,more humid,2.0,1.97,11.3,52.4,Database 2
873,Portugal,0.8,17.0,29.9,0.93,1.7,48.3,0.01,52457,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,21.9,71.3,23.0,73.4,22.7,72.9,no change,0.0,1.97,11.3,52.4,Database 2
874,Portugal,1.7,62.0,33.9,0.68,2.8,46.5,0.01,52458,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,1.0,cooler,less,23.1,73.5,23.8,74.8,23.7,74.6,more humid,2.0,1.97,11.3,52.4,Database 2
875,Portugal,0.0,5.0,25.11,0.68,1.2,51.2,0.04,52459,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,22.9,73.2,23.7,74.7,23.4,74.2,no change,0.0,7.87,11.3,52.4,Database 2
876,Portugal,1.0,24.0,28.83,0.56,1.6,41.1,0.02,52460,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,26.2,79.2,25.9,78.6,26.0,78.8,no change,0.0,3.94,11.3,52.4,Database 2
877,Portugal,0.7,14.0,28.51,1.03,1.2,48.6,0.06,52461,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,1.0,cooler,no change,23.9,74.9,24.8,76.6,24.4,76.0,no change,2.0,11.81,11.3,52.4,Database 2
878,Portugal,0.4,8.0,26.75,0.73,1.2,47.7,0.03,52462,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,2.0,cooler,more,23.8,74.9,25.5,77.9,25.0,77.0,no change,0.0,5.91,11.3,52.4,Database 2
879,Portugal,0.7,17.0,28.64,1.03,1.2,40.0,0.05,52463,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,2.0,cooler,less,24.4,76.0,25.4,77.7,25.0,77.1,more humid,1.0,9.84,11.3,52.4,Database 2
880,Portugal,0.8,17.0,29.01,1.03,1.2,51.6,0.04,52464,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,23.9,75.1,25.5,77.9,25.0,76.9,no change,2.0,7.87,11.3,52.4,Database 2
881,Portugal,0.3,7.0,26.71,0.84,1.2,50.7,0.04,52465,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,22.6,72.7,24.6,76.3,24.0,75.2,no change,0.0,7.87,11.3,52.4,Database 2
882,Portugal,0.5,9.0,27.75,1.03,1.2,51.4,0.04,52467,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,-1.0,cooler,no change,22.6,72.6,24.1,75.4,23.6,74.5,drier,-1.0,7.87,11.3,52.4,Database 2
