,Country,PMV,PPD,SET,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Heating strategy_building level,Thermal sensation,Thermal preference,Air movement preference,Air temperature (¡C),Air temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Humidity preference,Humidity sensation,Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
151,Portugal,0.0,5.0,25.43,0.74,1.3,55.5,0.1,50592,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,20.9,69.6,22.1,71.8,22.1,71.8,no change,0.0,19.69,16.1,60.9,Database 2
152,Portugal,-0.1,5.0,25.0,0.58,1.4,52.6,0.11,50593,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0.0,no change,less,21.8,71.2,22.3,72.1,22.3,72.1,more humid,2.0,21.65,16.1,60.9,Database 2
153,Portugal,1.1,29.0,31.68,0.96,2.0,41.8,0.06,50594,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,22.0,71.6,23.0,73.4,23.0,73.4,no change,0.0,11.81,16.1,60.9,Database 2
154,Portugal,0.1,5.0,25.56,0.69,1.3,39.5,0.06,50595,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,-1.0,no change,less,23.4,74.1,23.7,74.7,23.7,74.7,no change,0.0,11.81,16.1,60.9,Database 2
155,Portugal,0.3,7.0,26.18,0.46,1.7,45.7,0.05,50596,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,22.6,72.7,23.2,73.8,23.2,73.8,no change,0.0,9.84,16.1,60.9,Database 2
156,Portugal,0.2,6.0,25.9,0.81,1.2,50.2,0.05,50597,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.8,74.8,22.5,72.5,23.1,73.6,no change,0.0,9.84,16.1,60.9,Database 2
157,Portugal,0.5,11.0,28.13,1.02,1.3,44.0,0.06,50598,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,22.8,73.0,23.1,73.6,23.1,73.6,no change,0.0,11.81,16.1,60.9,Database 2
158,Portugal,0.0,5.0,25.5,0.72,1.3,43.8,0.08,50599,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,22.4,72.3,23.2,73.8,23.2,73.8,no change,0.0,15.75,16.1,60.9,Database 2
159,Portugal,0.7,16.0,28.35,0.56,1.9,44.9,0.05,50600,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.5,74.3,23.6,74.5,23.6,74.5,no change,0.0,9.84,16.1,60.9,Database 2
160,Portugal,0.2,6.0,25.82,0.54,1.4,44.6,0.05,50601,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,1.0,cooler,more,23.6,74.5,23.9,75.0,23.9,75.0,no change,0.0,9.84,16.1,60.9,Database 2
161,Portugal,-0.3,7.0,24.15,0.58,1.2,40.0,0.1,50602,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,22.9,73.2,23.4,74.1,23.4,74.1,no change,0.0,19.69,16.1,60.9,Database 2
162,Portugal,-0.1,5.0,24.85,0.63,1.2,42.5,0.08,50603,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,2.0,no change,more,23.0,73.4,23.7,74.7,23.7,74.7,drier,-1.0,15.75,16.1,60.9,Database 2
163,Portugal,-0.6,14.0,22.96,0.61,1.2,60.4,0.3,50668,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,22.4,72.3,24.6,76.3,23.0,73.4,no change,2.0,59.06,19.4,66.9,Database 2
164,Portugal,1.0,28.0,30.39,0.48,2.2,62.2,0.06,50669,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,less,22.7,72.9,26.0,78.8,23.6,74.5,no change,0.0,11.81,19.4,66.9,Database 2
165,Portugal,0.3,7.0,27.04,0.85,1.2,61.2,0.09,50671,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,22.8,73.0,26.0,78.8,23.6,74.5,no change,0.0,17.72,19.4,66.9,Database 2
166,Portugal,0.9,21.0,29.67,0.53,2.0,61.6,0.06,50672,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,23.0,73.4,25.7,78.3,23.6,74.5,drier,-1.0,11.81,19.4,66.9,Database 2
167,Portugal,0.4,8.0,27.02,0.63,1.2,55.7,0.12,50675,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,less,25.2,77.4,26.0,78.8,25.4,77.7,no change,0.0,23.62,19.4,66.9,Database 2
168,Portugal,1.2,36.0,31.33,0.54,2.0,53.8,0.13,50679,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,less,25.3,77.5,27.5,81.5,25.8,78.4,no change,0.0,25.59,19.4,66.9,Database 2
169,Portugal,0.4,8.0,26.71,0.61,1.2,57.3,0.11,50689,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,25.0,77.0,25.8,78.4,25.2,77.4,no change,0.0,21.65,19.4,66.9,Database 2
170,Portugal,0.6,12.0,27.46,0.63,1.2,54.1,0.1,50692,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,less,25.5,77.9,27.0,80.6,25.9,78.6,more humid,2.0,19.69,19.4,66.9,Database 2
171,Portugal,0.9,22.0,28.64,0.73,1.2,51.5,0.07,50695,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,1.0,cooler,less,26.3,79.3,27.0,80.6,26.5,79.7,more humid,1.0,13.78,19.4,66.9,Database 2
172,Portugal,0.7,17.0,27.71,0.64,1.2,44.2,0.02,50697,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,no change,26.2,79.2,28.4,83.1,26.7,80.1,no change,0.0,3.94,19.4,66.9,Database 2
173,Portugal,1.7,59.0,33.35,0.66,2.0,49.5,0.06,50699,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0.0,no change,less,26.8,80.2,29.8,85.6,27.6,81.7,no change,0.0,11.81,19.4,66.9,Database 2
174,Portugal,1.2,37.0,31.57,0.61,2.0,54.4,0.1,50710,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,1.0,cooler,less,25.4,77.7,25.2,77.4,25.3,77.5,no change,0.0,19.69,19.4,66.9,Database 2
175,Portugal,1.3,41.0,31.94,0.61,2.0,57.3,0.07,50712,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,2.0,cooler,less,25.1,77.2,27.1,80.8,25.6,78.1,no change,0.0,13.78,19.4,66.9,Database 2
176,Portugal,1.3,39.0,31.52,0.56,2.0,58.3,0.06,50713,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,2.0,cooler,less,24.9,76.8,27.8,82.0,25.6,78.1,no change,0.0,11.81,19.4,66.9,Database 2
177,Portugal,1.0,27.0,28.95,0.68,1.2,50.9,0.07,50718,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,2.0,cooler,less,26.9,80.4,27.9,82.2,27.2,81.0,more humid,2.0,13.78,19.4,66.9,Database 2
178,Portugal,1.1,29.0,29.03,0.61,1.2,50.1,0.09,50719,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,1.0,cooler,less,27.3,81.1,29.4,84.9,27.8,82.0,no change,0.0,17.72,19.4,66.9,Database 2
179,Portugal,2.4,91.0,35.2,0.53,2.8,51.8,0.05,50721,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,2.0,cooler,less,27.0,80.6,31.4,88.5,28.1,82.6,no change,0.0,9.84,19.4,66.9,Database 2
180,Portugal,1.3,40.0,30.07,0.68,1.2,52.5,0.08,50722,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,2.0,cooler,less,27.1,80.8,31.8,89.2,28.3,82.9,no change,0.0,15.75,19.4,66.9,Database 2
181,Portugal,0.8,18.0,29.27,0.66,1.6,61.5,0.07,50732,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,less,23.7,74.7,26.8,80.2,24.5,76.1,no change,0.0,13.78,14.3,57.7,Database 2
182,Portugal,0.8,19.0,29.06,0.61,1.6,60.1,0.05,50733,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,24.3,75.7,26.3,79.3,24.8,76.6,no change,0.0,9.84,14.3,57.7,Database 2
183,Portugal,0.9,23.0,30.01,0.7,1.6,60.3,0.02,50734,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,24.3,75.7,27.7,81.9,25.1,77.2,no change,0.0,3.94,14.3,57.7,Database 2
184,Portugal,0.7,15.0,28.35,0.56,1.5,65.7,0.08,50735,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,24.3,75.7,27.5,81.5,25.0,77.0,more humid,2.0,15.75,14.3,57.7,Database 2
185,Portugal,0.7,15.0,28.59,0.64,1.4,63.3,0.1,50736,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,24.0,75.2,28.6,83.5,25.1,77.2,drier,-1.0,19.69,14.3,57.7,Database 2
186,Portugal,1.0,25.0,30.56,0.88,1.5,61.5,0.05,50737,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,24.2,75.6,28.1,82.6,25.1,77.2,no change,0.0,9.84,14.3,57.7,Database 2
187,Portugal,1.3,40.0,30.87,0.38,2.2,60.5,0.08,50738,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,less,24.4,75.9,29.3,84.7,25.5,77.9,no change,0.0,15.75,14.3,57.7,Database 2
188,Portugal,0.5,9.0,27.68,0.71,1.2,61.8,0.13,50739,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,24.2,75.6,27.9,82.2,25.1,77.2,no change,0.0,25.59,14.3,57.7,Database 2
189,Portugal,1.1,30.0,31.48,0.95,1.5,61.7,0.1,50740,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,24.2,75.6,29.4,84.9,25.3,77.5,no change,0.0,19.69,14.3,57.7,Database 2
190,Portugal,1.3,39.0,32.61,0.79,1.8,60.5,0.09,50741,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,24.4,75.9,28.9,84.0,25.4,77.7,no change,0.0,17.72,14.3,57.7,Database 2
191,Portugal,0.8,19.0,29.4,0.72,1.4,59.9,0.11,50742,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,less,24.5,76.1,27.7,81.9,25.2,77.4,no change,0.0,21.65,14.3,57.7,Database 2
192,Portugal,1.1,31.0,31.79,0.98,1.5,60.1,0.12,50743,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,1.0,cooler,less,24.5,76.1,29.7,85.5,25.6,78.1,more humid,2.0,23.62,14.3,57.7,Database 2
193,Portugal,0.9,22.0,29.52,0.71,1.5,59.1,0.07,50744,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,1.0,cooler,more,24.9,76.8,26.6,79.9,25.3,77.5,drier,-1.0,13.78,14.3,57.7,Database 2
194,Portugal,0.8,20.0,29.21,0.8,1.3,59.3,0.04,50745,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,less,24.9,76.8,27.3,81.1,25.4,77.7,no change,0.0,7.87,14.3,57.7,Database 2
195,Portugal,1.0,25.0,30.13,0.66,1.6,61.0,0.08,50746,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,1.0,cooler,less,24.5,76.1,28.6,83.5,25.4,77.7,more humid,1.0,15.75,14.3,57.7,Database 2
196,Portugal,0.8,17.0,29.16,0.87,1.2,62.2,0.12,50747,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,24.5,76.1,28.3,82.9,25.4,77.7,no change,-1.0,23.62,14.3,57.7,Database 2
197,Portugal,-0.2,6.0,24.62,0.87,1.2,61.1,0.04,50748,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,-1.0,no change,no change,20.8,69.4,22.5,72.5,21.2,70.2,no change,0.0,7.87,12.5,54.5,Database 2
198,Portugal,-0.4,8.0,23.84,0.67,1.3,56.9,0.07,50749,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,-1.0,no change,no change,20.8,69.4,22.6,72.7,21.2,70.2,no change,0.0,13.78,12.5,54.5,Database 2
199,Portugal,0.3,6.0,26.84,0.91,1.3,54.9,0.06,50750,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,21.7,71.1,24.2,75.6,22.3,72.1,no change,0.0,11.81,12.5,54.5,Database 2
200,Portugal,0.3,7.0,26.94,0.7,1.6,56.6,0.07,50751,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,-1.0,no change,no change,21.1,70.0,25.2,77.4,22.1,71.8,drier,-1.0,13.78,12.5,54.5,Database 2
201,Portugal,0.5,9.0,27.49,0.58,1.8,56.1,0.09,50752,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,-1.0,warmer,no change,21.7,71.1,24.2,75.6,22.3,72.1,drier,-2.0,17.72,12.5,54.5,Database 2
202,Portugal,0.3,7.0,26.76,0.71,1.5,55.9,0.1,50753,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,21.6,70.9,26.0,78.8,22.6,72.7,no change,0.0,19.69,12.5,54.5,Database 2
203,Portugal,-0.3,7.0,24.04,0.69,1.2,56.5,0.08,50754,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,21.6,70.9,23.7,74.7,22.1,71.8,drier,-1.0,15.75,12.5,54.5,Database 2
204,Portugal,0.7,14.0,28.87,0.84,1.6,50.5,0.08,50755,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,less,22.7,72.9,24.1,75.4,23.0,73.4,no change,0.0,15.75,12.5,54.5,Database 2
205,Portugal,0.4,9.0,27.29,0.71,1.5,49.7,0.07,50756,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,22.8,73.0,25.5,77.9,23.5,74.3,no change,0.0,13.78,12.5,54.5,Database 2
206,Portugal,1.6,58.0,34.11,0.85,2.7,56.8,0.09,50757,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,22.0,71.6,25.7,78.3,22.8,73.0,drier,-1.0,17.72,12.5,54.5,Database 2
207,Portugal,-0.2,6.0,24.48,0.68,1.2,52.9,0.07,50758,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,21.7,71.1,25.6,78.1,22.7,72.9,no change,0.0,13.78,12.5,54.5,Database 2
208,Portugal,0.2,6.0,26.51,0.99,1.2,50.9,0.08,50759,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,0.0,no change,more,21.6,70.9,24.6,76.3,22.4,72.3,no change,0.0,15.75,12.5,54.5,Database 2
209,Portugal,1.4,47.0,33.71,0.8,2.4,58.4,0.04,50760,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Office,Naturally Ventilated,Mechanical Heating,1.0,cooler,less,23.4,74.1,21.7,71.1,23.0,73.4,more humid,2.0,7.87,12.5,54.5,Database 2
