,Country,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Heating strategy_building level,Age,Thermal sensation,activity_20,Air temperature (¡C),Air temperature (¡F),Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
69,Belgium,0.78,1.0,72.0,0.0,65096,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,Cfb,Temperate oceanic,Liege,Multifamily housing,Naturally Ventilated,Mechanical Heating,50.0,1.0,1.2,21.5,70.7,0.0,5.0,41.0,Database 2
70,Belgium,0.78,1.0,71.7,0.0,65097,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,Cfb,Temperate oceanic,Liege,Multifamily housing,Naturally Ventilated,Mechanical Heating,20.0,1.0,0.8,21.4,70.5,0.0,5.0,41.0,Database 2
71,Belgium,0.37,1.6,50.0,0.1,65098,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,Cfb,Temperate oceanic,Liege,Multifamily housing,Naturally Ventilated,Mechanical Heating,30.0,0.0,2.4,19.6,67.3,19.69,5.0,41.0,Database 2
72,Belgium,1.11,1.2,50.2,0.0,65099,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,Cfb,Temperate oceanic,Liege,Multifamily housing,Naturally Ventilated,Mechanical Heating,30.0,2.0,1.6,21.8,71.2,0.0,5.0,41.0,Database 2
73,Belgium,0.8,1.0,54.3,0.0,65100,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,Cfb,Temperate oceanic,Liege,Multifamily housing,Naturally Ventilated,Mechanical Heating,30.0,1.0,1.2,22.6,72.7,0.0,5.0,41.0,Database 2
74,Belgium,0.69,1.2,61.2,0.0,65101,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,Cfb,Temperate oceanic,Liege,Multifamily housing,Naturally Ventilated,Mechanical Heating,50.0,1.0,1.2,23.0,73.4,0.0,5.0,41.0,Database 2
75,Belgium,0.69,1.0,45.5,0.0,65102,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,Cfb,Temperate oceanic,Liege,Multifamily housing,Naturally Ventilated,Mechanical Heating,30.0,1.0,1.2,21.5,70.7,0.0,5.0,41.0,Database 2
76,Belgium,0.65,1.2,53.8,0.0,65103,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,Cfb,Temperate oceanic,Liege,Multifamily housing,Naturally Ventilated,Mechanical Heating,20.0,0.0,1.6,20.5,68.9,0.0,5.0,41.0,Database 2
77,Belgium,0.8,1.0,38.1,0.0,65104,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,Cfb,Temperate oceanic,Liege,Multifamily housing,Naturally Ventilated,Mechanical Heating,30.0,0.0,1.0,20.7,69.3,0.0,5.0,41.0,Database 2
78,Belgium,0.85,1.0,58.4,0.0,65105,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,Cfb,Temperate oceanic,Liege,Multifamily housing,Naturally Ventilated,Mechanical Heating,20.0,1.0,1.2,22.8,73.0,0.0,5.0,41.0,Database 2
79,Belgium,0.69,1.0,53.8,0.0,65106,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,Cfb,Temperate oceanic,Liege,Multifamily housing,Naturally Ventilated,Mechanical Heating,20.0,1.0,1.2,23.0,73.4,0.0,5.0,41.0,Database 2
80,Belgium,0.59,1.0,58.8,0.0,65107,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,Cfb,Temperate oceanic,Liege,Multifamily housing,Naturally Ventilated,Mechanical Heating,50.0,1.0,1.2,23.5,74.3,0.0,5.0,41.0,Database 2
81,Belgium,0.86,1.2,59.2,0.0,65108,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,Cfb,Temperate oceanic,Liege,Multifamily housing,Naturally Ventilated,Mechanical Heating,20.0,1.0,1.2,22.5,72.5,0.0,5.0,41.0,Database 2
82,Belgium,0.85,1.0,56.2,0.0,65109,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,Cfb,Temperate oceanic,Liege,Multifamily housing,Naturally Ventilated,Mechanical Heating,,2.0,0.8,23.0,73.4,0.0,5.0,41.0,Database 2
83,Belgium,1.05,1.0,47.0,0.0,65110,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,Cfb,Temperate oceanic,Liege,Multifamily housing,Naturally Ventilated,Mechanical Heating,,1.0,1.2,20.5,68.9,0.0,5.0,41.0,Database 2
84,Belgium,0.6,1.0,50.1,0.0,65111,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,Cfb,Temperate oceanic,Liege,Multifamily housing,Naturally Ventilated,Mechanical Heating,,2.0,1.2,24.1,75.4,0.0,5.0,41.0,Database 2
