,Country,Clo,Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Air temperature (¡C),Air temperature (¡F),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
128,South Korea,0.8,61846,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,27.0,1.0,23.6,74.5,13.0,55.4,Database 2
129,South Korea,0.7,61847,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,43.0,1.0,23.5,74.3,13.0,55.4,Database 2
130,South Korea,0.7,61848,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,31.0,1.0,23.6,74.5,13.0,55.4,Database 2
131,South Korea,0.7,61849,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,52.0,0.0,23.8,74.8,13.0,55.4,Database 2
132,South Korea,0.7,61850,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,38.0,0.0,23.5,74.3,13.0,55.4,Database 2
133,South Korea,0.7,61851,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,42.0,-1.0,23.9,74.9,13.0,55.4,Database 2
134,South Korea,0.7,61852,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,36.0,0.0,23.8,74.8,13.0,55.4,Database 2
135,South Korea,0.7,61853,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,36.0,0.0,23.8,74.8,13.0,55.4,Database 2
136,South Korea,0.7,61854,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,40.0,1.0,23.5,74.3,13.0,55.4,Database 2
137,South Korea,0.7,61855,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,46.0,0.0,23.5,74.3,13.0,55.4,Database 2
138,South Korea,0.7,61856,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,43.0,0.0,23.5,74.3,13.0,55.4,Database 2
139,South Korea,0.63,61857,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,29.0,0.0,23.5,74.3,13.0,55.4,Database 2
140,South Korea,1.0,61858,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,43.0,0.0,23.8,74.8,13.0,55.4,Database 2
141,South Korea,1.0,61859,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,39.0,0.0,23.8,74.8,13.0,55.4,Database 2
142,South Korea,0.7,61860,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,32.0,0.0,23.8,74.8,13.0,55.4,Database 2
143,South Korea,0.7,61861,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,41.0,1.0,23.8,74.8,13.0,55.4,Database 2
144,South Korea,0.7,61862,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,32.0,0.0,23.8,74.8,13.0,55.4,Database 2
145,South Korea,1.0,61863,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,35.0,0.0,23.8,74.8,13.0,55.4,Database 2
146,South Korea,0.9,61864,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,37.0,-1.0,23.8,74.8,13.0,55.4,Database 2
147,South Korea,0.7,61865,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,43.0,0.0,23.8,74.8,13.0,55.4,Database 2
148,South Korea,0.7,61866,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,36.0,2.0,23.8,74.8,13.0,55.4,Database 2
149,South Korea,0.7,61867,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,34.0,0.0,23.8,74.8,13.0,55.4,Database 2
150,South Korea,0.7,61868,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,26.0,1.0,,,13.0,55.4,Database 2
151,South Korea,0.7,61869,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,31.0,-1.0,,,13.0,55.4,Database 2
152,South Korea,0.7,61870,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,27.0,1.0,,,13.0,55.4,Database 2
153,South Korea,0.8,61871,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,22.0,0.0,,,13.0,55.4,Database 2
154,South Korea,0.7,61872,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,39.0,0.0,,,13.0,55.4,Database 2
155,South Korea,1.0,61873,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,46.0,1.0,,,13.0,55.4,Database 2
156,South Korea,0.7,61874,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,35.0,1.0,,,13.0,55.4,Database 2
157,South Korea,0.7,61875,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,27.0,0.0,,,13.0,55.4,Database 2
158,South Korea,0.63,61876,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,33.0,0.0,,,13.0,55.4,Database 2
159,South Korea,0.63,61877,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,32.0,0.0,,,13.0,55.4,Database 2
160,South Korea,0.7,61878,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,35.0,0.0,,,13.0,55.4,Database 2
161,South Korea,0.7,61879,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,28.0,0.0,,,13.0,55.4,Database 2
162,South Korea,0.92,61880,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,29.0,1.0,,,13.0,55.4,Database 2
163,South Korea,0.63,61881,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,24.0,0.0,,,13.0,55.4,Database 2
164,South Korea,0.7,61882,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,23.0,-1.0,,,13.0,55.4,Database 2
165,South Korea,0.7,61883,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,27.0,0.0,,,13.0,55.4,Database 2
166,South Korea,0.7,61884,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,27.0,1.0,,,13.0,55.4,Database 2
167,South Korea,0.8,61885,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,27.0,0.0,,,13.0,55.4,Database 2
168,South Korea,0.7,61886,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,42.0,1.0,,,13.0,55.4,Database 2
169,South Korea,0.7,61887,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,41.0,1.0,,,13.0,55.4,Database 2
170,South Korea,0.7,61888,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,33.0,0.0,,,13.0,55.4,Database 2
171,South Korea,0.7,61889,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,26.0,0.0,,,13.0,55.4,Database 2
172,South Korea,0.7,61890,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,32.0,0.0,,,13.0,55.4,Database 2
173,South Korea,0.7,61891,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,47.0,0.0,,,13.0,55.4,Database 2
174,South Korea,0.7,61892,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,37.0,-1.0,,,13.0,55.4,Database 2
175,South Korea,0.7,61893,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,29.0,-1.0,,,13.0,55.4,Database 2
176,South Korea,0.7,61894,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,34.0,1.0,,,13.0,55.4,Database 2
177,South Korea,0.5,61895,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,37.0,0.0,,,13.0,55.4,Database 2
178,South Korea,1.0,61896,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,31.0,0.0,,,13.0,55.4,Database 2
179,South Korea,0.7,61897,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,41.0,0.0,,,13.0,55.4,Database 2
180,South Korea,0.7,61898,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,37.0,2.0,,,13.0,55.4,Database 2
181,South Korea,,61899,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,41.0,1.0,,,13.0,55.4,Database 2
182,South Korea,0.63,61900,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,25.0,0.0,,,13.0,55.4,Database 2
183,South Korea,0.7,61901,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,26.0,0.0,,,13.0,55.4,Database 2
184,South Korea,0.7,61902,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,39.0,0.0,,,13.0,55.4,Database 2
185,South Korea,0.5,61903,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,38.0,0.0,,,13.0,55.4,Database 2
186,South Korea,0.7,61904,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,42.0,2.0,,,13.0,55.4,Database 2
187,South Korea,0.63,61905,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,37.0,0.0,,,13.0,55.4,Database 2
188,South Korea,0.7,61906,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,27.0,1.0,,,13.0,55.4,Database 2
189,South Korea,0.7,61907,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,30.0,2.0,,,13.0,55.4,Database 2
190,South Korea,0.7,61908,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Air Conditioned,37.0,1.0,,,13.0,55.4,Database 2
191,South Korea,0.7,61909,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Mixed Mode,24.0,1.0,27.9,82.2,13.0,55.4,Database 2
192,South Korea,0.7,61910,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Mixed Mode,43.0,1.0,28.0,82.3,13.0,55.4,Database 2
193,South Korea,0.7,61911,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Mixed Mode,39.0,1.0,27.9,82.2,13.0,55.4,Database 2
194,South Korea,0.85,61912,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Mixed Mode,30.0,2.0,27.9,82.2,13.0,55.4,Database 2
195,South Korea,0.7,61913,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Mixed Mode,32.0,1.0,27.9,82.2,13.0,55.4,Database 2
196,South Korea,0.7,61914,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Mixed Mode,34.0,1.0,28.0,82.3,13.0,55.4,Database 2
197,South Korea,0.7,61915,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Mixed Mode,27.0,1.0,27.9,82.2,13.0,55.4,Database 2
198,South Korea,0.7,61916,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Mixed Mode,36.0,2.0,27.9,82.2,13.0,55.4,Database 2
199,South Korea,0.63,61917,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Mixed Mode,33.0,0.0,27.8,82.0,13.0,55.4,Database 2
200,South Korea,0.7,61918,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Mixed Mode,38.0,2.0,28.0,82.3,13.0,55.4,Database 2
201,South Korea,0.7,61919,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Mixed Mode,36.0,2.0,27.9,82.2,13.0,55.4,Database 2
202,South Korea,0.7,61920,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Mixed Mode,36.0,1.0,27.9,82.2,13.0,55.4,Database 2
203,South Korea,0.7,61921,"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,Office,Mixed Mode,28.0,2.0,27.9,82.2,13.0,55.4,Database 2
