,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Clo,Met,Outdoor monthly air temperature (¡C),Thermal sensation
49677,31,2,0.14,21.7,23.8,51.5,0.56,1.6,14.2,2
49681,31,1,0.18,22.2,22.8,51.2,0.64,2,14.2,-1
49683,31,1,0.2,22.1,23.1,52,0.64,1.2,14.2,0
49684,31,1,0.08,22.3,23.9,51,0.66,1.2,14.2,1
49687,31,2,0.05,21.9,23.8,50.5,1.1,1.5,14.2,-2
49692,31,2,0.08,22.6,24.4,49.9,0.5,1.9,14.2,-1
49693,31,1,0.08,22.7,24.8,49.4,0.64,1.8,14.2,0
49696,31,2,0.13,22.7,25.2,49.3,0.76,1.2,14.2,-1
49698,31,2,0.05,22.9,25.4,49.8,0.9,1.4,14.2,0
49702,31,2,0.08,23.2,25.4,47.7,0.79,1.5,14.2,-2
49704,31,1,0.11,22.3,24.2,47.8,1.04,1.2,14.2,-1
49706,31,2,0.05,22.5,24,51.4,0.81,1.1,14.2,-2
49708,31,1,0.09,21.9,24.2,54.9,1.05,1.2,14.2,-2
49711,31,2,0.1,22.7,24.8,50.6,0.69,1.6,14.2,0
49713,31,2,0.07,23,24.3,50.3,0.57,1.6,14.2,-1
49714,31,1,0.06,22.6,23.9,52.5,0.71,1.3,14.2,-1
49717,31,1,0.07,22.3,24.1,52.8,1.12,1.2,14.2,-1
49718,31,1,0.07,22.4,24.1,51.9,0.82,1.1,14.2,2
49723,31,2,0.06,22,23.6,53.2,0.92,1.1,14.2,0
49726,31,1,0.14,23.1,25,47.6,0.64,1.6,14.2,1
49729,31,2,0.08,23.6,25.5,47,0.73,1.2,14.2,1
49731,31,2,0.12,23.3,25.1,47.1,0.83,1.2,14.2,2
49732,31,2,0.16,23.7,25.8,44.3,0.88,1.2,14.2,-1
49736,31,2,0.09,24.9,25.2,41.5,0.8,1.2,14.2,0
49738,31,2,0.07,23.9,25.7,45.1,0.9,1.5,14.2,-2
49740,31,1,0.07,22.9,25.3,48,0.69,1.1,14.2,-1
49741,31,2,0.07,23.6,26,47,0.71,1.6,14.2,-2
49742,31,2,0.05,24,26.8,45.9,0.73,1.9,14.2,0
49743,31,1,0.14,24.2,26.5,44.4,0.85,1.1,14.2,-1
49776,31,2,0.1,24.2,22.6,43.2,0.6,1.2,15.5,-1
49777,31,2,0.2,23.2,23.3,44.3,0.43,1.8,15.5,1
49778,31,2,0.1,22.8,23.9,49.8,0.38,1.4,15.5,0
49779,31,2,0.1,22.9,24.2,49.7,0.74,1.4,15.5,0
49780,31,2,0.1,22.5,23.1,44.7,0.79,1.2,15.5,-1
49782,31,2,0.1,24.2,25.3,46.6,0.42,1.9,15.5,2
49783,31,1,0.1,20.3,20.5,52.1,0.94,1.6,15.2,-2
49785,31,1,0.2,22.2,23.1,50,0.92,1.5,15.2,1
49786,31,1,0.1,22.7,23.1,47.8,1.08,1.2,15.2,1
49787,31,1,0.1,21.4,22.9,52.7,0.79,1.6,15.2,1
49788,31,2,0.1,21.5,22.9,52.3,0.85,1.6,15.2,-2
49789,31,1,0.1,22.7,24.1,47.7,0.64,1.4,15.2,-1
49790,31,2,0.1,22.7,24.4,47.4,1.01,1.5,15.2,-2
49792,31,2,0.1,23.2,25.2,46.6,0.83,1.2,15.2,0
49793,31,2,0.1,22.8,24.7,48.5,0.71,1,15.2,1
49794,31,1,0.1,22.8,24.4,48.7,0.8,1.2,15.2,-2
49795,31,2,0.1,23.3,24.5,47.9,0.6,1,15.2,-1
49796,31,2,0.1,25.8,26.9,41.5,0.66,1,15.2,-2
49798,31,2,0.1,24.9,27.1,43.3,0.98,1.1,15.2,1
49799,31,2,0.1,25.3,26.4,43.1,0.76,1.4,15.2,1
49800,31,1,0.1,23.6,24.4,47.1,0.68,1.1,15.2,-2
49801,31,1,0.2,22.3,24.2,51.3,0.6,1.8,15.2,0
49802,31,1,0.1,22.6,23.8,50.4,0.52,1.9,15.2,2
49804,31,2,0.1,24.3,25.9,46.1,0.8,1.4,15.2,0
49805,31,2,0.1,24.1,25.4,47.3,0.38,2,15.2,0
49806,31,1,0.1,24.6,25.7,45.7,0.64,1.1,15.2,1
49807,31,2,0.1,24.5,26.2,45.9,0.18,1.2,15.2,2
49808,31,1,0.1,24.8,26.3,47.2,1.02,1.3,15.2,1
49810,31,2,0.2,24.2,23.7,47.9,0.75,1.2,15.2,-1
49811,31,1,0.2,24,24.8,49,0.57,1.1,15.2,1
49812,31,2,0.1,26,26.9,43,0.7,1.6,15.2,2
49813,31,2,0.1,26.6,27.7,43.3,0.64,1.3,15.2,2
49869,31,2,0.1,22.6,23.2,44.4,0.54,1.2,16.3,0
49870,31,2,0.3,21,21.1,44.5,0.89,1.5,16.3,-2
49871,31,1,0.3,21.3,21.7,42.5,0.72,1.2,16.3,0
49872,31,2,0.3,22.7,23.3,40.2,0.74,1.2,16.3,0
49873,31,2,0.4,21.3,24.6,46.3,0.45,1.3,16.3,-2
49874,31,1,0.1,21.2,23.4,44.1,0.7,1.4,16.3,1
49875,31,1,0.1,23.1,24.1,41,0.71,1.6,16.3,0
49876,31,1,0.1,24.5,24.8,37.5,0.53,1.2,16.3,-1
49877,31,1,0.2,27.8,28.5,31.3,0.69,1.2,16.3,2
49896,31,2,0.1,22.7,23.1,52,0.63,1.4,18.9,0
49897,31,2,0.1,23.7,23.4,49.5,0.41,1.7,18.9,0
49898,31,1,0.1,23.7,24,49.8,0.54,1.6,18.9,1
49899,31,2,0.1,23.6,24.2,49.6,0.58,2.1,18.9,1
49900,31,2,0.1,23.9,24.1,49,0.64,1.7,18.9,0
49901,31,2,0.1,23.6,23.9,49.7,0.71,1.4,18.9,0
49902,31,1,0.1,23.3,24.1,50,1.03,1.4,18.9,0
49903,31,1,0.1,23.9,24.3,49.2,0.64,1.2,18.9,1
49904,31,1,0.1,23.9,24.4,48.3,0.67,1.3,18.9,1
49905,31,1,0.1,22.2,22,53.2,0.66,1,18.9,-2
49906,31,2,0.1,22.5,23.1,53,0.69,1.2,18.9,0
49907,31,1,0.1,23.1,23.1,50.7,0.69,1.2,18.9,-1
49908,31,2,0.1,23.8,23.7,48.5,0.77,1.2,18.9,1
49909,31,1,0.1,23.6,23.2,49.1,0.7,1.1,18.9,-1
49910,31,2,0.1,24.1,24.6,48.2,0.64,1.2,18.9,1
49911,31,2,0.1,23.5,23.7,48.9,0.46,1.3,18.9,-2
49912,31,2,0.2,24.7,24.7,47.6,0.51,1.3,18.9,0
49913,31,2,0.1,23.7,24,47.1,0.53,1.2,18.9,0
49914,31,1,0.2,23.5,23.7,51.4,0.68,1.3,18.9,-1
49915,31,1,0.1,23.7,23.8,48.3,0.55,1.5,18.9,0
49916,31,2,0.1,24,23.9,46.8,0.89,1.1,18.9,1
49917,31,1,0.1,24.5,24.9,36.5,0.39,1.2,18.9,2
49918,31,2,0.2,25.7,25.2,40.8,0.49,1.4,18.9,1
49919,31,1,0.1,25.5,25.2,41.8,0.54,1.3,18.9,0
49920,31,2,0.2,25.7,26,40.6,0.44,1.5,18.9,2
49921,31,1,0.3,24.6,26.9,44.6,1.23,1.2,18.9,1
49922,31,2,0.3,25.3,25.5,41.5,0.55,1.2,18.9,1
49923,31,2,0.2,25.1,25.4,42.5,0.36,1.6,18.9,0
49924,31,1,0.2,25.3,26,44.4,0.77,1.3,18.9,1
50006,31,1,0.1,23.8,25,51.6,0.69,1.2,13.4,1
50008,31,1,0.1,22.6,25.1,50.9,0.63,1.2,13.4,0
50010,31,1,0.1,22.2,25.6,53.5,0.68,1.2,13.4,-1
50011,31,1,0.1,24.7,24.8,47.9,0.63,1.2,13.4,1
50015,31,1,0.1,22,25.5,54.4,0.6,1.2,13.4,-2
50026,31,1,0.1,23.5,25.9,50.8,0.57,1.8,18.4,0
50032,31,1,0.1,22.6,23.9,51.7,0.55,2.3,18.4,0
50033,31,2,0.1,24.5,25,48.5,0.39,1.9,18.4,2
50108,31,1,0.1,22,23,60.9,0.63,1.2,19.8,0
50111,31,2,0.1,22,23.6,59.2,0.73,1.4,19.8,1
50117,31,2,0.1,22.5,24.2,60.5,0.88,1.2,19.8,0
50118,31,1,0.1,22.2,25.9,58.5,0.58,1.2,19.8,0
50121,31,1,0.1,23.3,24.9,56.9,0.73,1.2,19.8,-1
50123,31,2,0.1,23.7,24.9,61.4,0.7,1.2,17.7,2
50124,31,1,0.1,22.7,24.2,59.5,0.57,1.4,19.8,0
50127,31,2,0.1,24.1,24.8,60.5,0.54,1.2,17.7,1
50129,31,2,0.1,24.6,25,59.3,0.57,1.2,17.7,1
50131,31,2,0.1,24.9,24.9,58.7,0.57,1.5,17.7,1
50134,31,2,0.1,24.6,24.6,58.1,0.64,1.5,17.7,1
50139,31,2,0.4,24.6,25.9,45.7,0.51,1.2,17.7,0
50140,31,2,0.2,25.2,26.1,45.2,0.88,1.2,17.7,0
50141,31,1,0.1,25.2,26.3,45.4,0.78,1.2,17.7,2
50143,31,1,0.1,26.3,26.3,44.4,0.69,1.4,17.7,2
50145,31,1,0.2,25.1,25.5,46.7,0.74,1.2,17.7,0
50147,31,2,0.2,25,25.6,45.8,0.54,1.3,17.7,-2
50149,31,2,0.1,22.2,22.9,60.5,0.73,1.5,16.1,1
50150,31,1,0.1,22.4,22.7,59.9,0.75,1.2,16.1,-2
50151,31,1,0.1,22.5,23,59.8,0.76,1,16.1,1
50152,31,1,0.1,22.9,23.1,59,0.59,2.7,16.1,1
50153,31,2,0.2,22.9,23.4,58.4,0.91,1.2,16.1,1
50154,31,2,0.1,22.9,23.7,58.5,0.55,1.8,16.1,0
50156,31,2,0.1,23.5,24.3,56.2,0.67,1.2,16.1,1
50157,31,1,0.1,22.5,22.1,60.8,0.88,1.7,16.1,-2
50158,31,1,0.1,23.8,24.1,56.3,1.01,1.4,16.1,-2
50159,31,2,0.1,23.6,24,56.8,0.52,1.7,16.1,-1
50161,31,1,0.1,22.9,23.1,57.4,1.04,1.2,16.1,-2
50162,31,2,0.1,22.4,23,59.5,0.59,1.6,16.1,-1
50163,31,1,0.1,21.7,21.9,61.9,0.61,1.4,16.1,0
50164,31,2,0.1,23.1,23.4,57.2,0.75,1.6,16.1,1
50165,31,1,0.1,22.7,23.8,60,0.64,1,16.1,-1
50166,31,1,0.1,23.3,23.9,58.1,0.54,1.6,16.1,1
50167,31,2,0.1,23.4,23.6,55.7,0.7,1.7,16.1,0
50168,31,2,0.1,24,24.7,54,0.92,1.2,16.1,1
50169,31,1,0.1,25,24.8,52,0.64,1,16.1,1
50170,31,1,0.1,24.5,24.6,53.4,1.03,1.3,16.1,1
50171,31,1,0.1,24.7,25.3,52.8,0.59,1.2,16.1,0
50172,31,2,0.1,24.9,25.5,51.3,0.7,1.1,16.1,1
50173,31,2,0.1,25.2,25.4,51.1,0.78,2.1,16.1,1
50174,31,2,0.1,25.2,26,50.4,0.6,1.2,16.1,1
50175,31,1,0.1,23.3,24.2,54.6,0.67,1.4,16.1,1
50176,31,2,0.1,23.5,23.9,54.8,0.51,1.9,16.1,2
50316,31,1,0.2,26.3,26.8,42.7,0.6,1.2,25.9,0
50318,31,2,0.1,26.8,27.2,41.9,0.84,1.2,25.9,0
50319,31,1,0.4,25.9,28.6,42.3,0.6,1.1,25.9,-1
50320,31,2,0.2,26.4,27.5,41.2,0.57,1.3,25.9,0
50322,31,1,0.1,27,27.5,39.6,0.64,1.2,25.9,1
50323,31,1,0.1,26.6,26.3,39.3,0.61,1.2,25.9,-1
50324,31,2,0.2,25.7,26.7,40.7,0.61,1,25.9,0
50325,31,2,0.1,27.1,27.1,37.4,0.71,1.2,25.9,-1
50326,31,2,0.1,27.6,27.1,38.9,0.61,1.2,25.9,0
50327,31,1,0.1,27.7,27.6,35.9,0.63,1.2,25.9,1
50328,31,1,0.1,27.9,27.6,36.2,0.56,1,25.9,-1
50329,31,1,0.1,27.3,28.4,38,0.63,1.2,25.9,1
50330,31,1,0.1,27.7,28.8,37,0.62,1.2,25.9,1
50331,31,1,0.1,25.2,27.4,45.4,0.63,1.2,25.9,-1
50332,31,1,0.2,28.4,26.9,35.9,0.51,1.2,25.9,0
50333,31,1,0.1,28.5,27.2,37,0.61,1.2,25.9,1
50334,31,1,0.1,28.1,28.2,38.3,0.64,1.3,25.9,2
50335,31,1,0.1,28.4,28.7,36.6,0.54,1.6,25.9,1
50336,31,2,0.1,28.7,29,35.5,0.5,1.2,25.9,1
50440,31,1,0.1,22.2,23.8,47.4,0.78,1.4,13.1,0
50503,31,2,0.1,27.1,28.8,38,0.61,1.2,23.9,1
50504,31,2,0.1,26.1,28.8,40,0.8,1.2,23.9,-2
50505,31,2,0.2,27,28.4,40.5,0.65,1,23.9,0
50506,31,2,0.1,26.6,27.9,40.8,0.56,1.2,23.9,1
50514,31,1,0.1,24.6,25.3,44.7,0.99,1.2,10.5,0
50515,31,2,0.1,23.4,23.8,40.8,0.6,1.3,10.5,1
50517,31,1,0.1,25.4,25.4,42.2,0.67,1.6,10.5,0
50518,31,1,0.1,23.9,24.4,48.5,0.78,1.2,10.5,0
50526,31,2,0.1,23.2,23.2,46.7,0.95,1,10.7,0
50529,31,1,0.1,24,23.4,44.8,0.74,1.2,10.7,0
50530,31,2,0.1,23.9,23.6,45.4,0.82,1.8,10.7,0
50532,31,1,0.1,23.6,24.1,45.1,0.49,1.8,10.7,0
50534,31,1,0.1,21.4,22.2,51.7,1.18,1.2,10.7,0
50535,31,2,0.1,22.5,22.7,49.3,0.99,1.1,10.7,-2
50536,31,1,0.1,23.1,22.2,48,1.02,1.6,10.7,-2
50538,31,2,0.1,23,23.3,45.6,0.83,1,10.7,0
50539,31,1,0.1,22.5,23.1,47.6,0.74,1.1,10.7,2
50541,31,1,0.1,23.8,24.4,45.8,0.44,1.2,10.7,1
50542,31,2,0.1,23.5,23.6,45.7,0.71,1.9,10.7,1
50543,31,1,0.1,23.2,23.7,46.4,1.07,1,10.7,1
50544,31,2,0.1,24.2,24.1,44.5,0.73,1.2,10.7,1
50548,31,1,0.1,22.7,22.8,47.5,0.61,1,10.7,0
50608,31,1,0.1,23.5,24.5,34.7,0.68,1.2,9.8,0
50611,31,2,0.1,23,23.2,32.6,0.66,1.6,9.8,0
50618,31,1,0.1,22.5,25.3,34.1,0.82,1.2,9.8,0
50620,31,2,0.1,24.1,25,33.2,0.74,1.2,9.8,2
50622,31,2,0.1,22.9,24.3,33,0.65,1.2,9.8,0
50623,31,1,0.1,23.3,25.4,30.5,0.67,1.3,9.8,1
50631,31,1,0.1,21.8,23.3,42.2,0.66,1.3,9.2,0
50636,31,1,0.1,23.4,24.8,35.2,0.82,1.2,9.2,-1
50651,31,1,0.1,22.7,22.9,35.1,0.78,1.4,9.2,-1
50875,31,2,1.2,24.1,24,42.1,0.7,2,20.2,0
50876,31,1,1.2,24.3,24.8,39.6,0.78,1.2,20.2,1
50877,31,2,1.2,23.5,25.9,40.7,0.93,1.2,20.2,1
50878,31,1,1.1,23.5,26.3,40.5,0.73,1,20.2,0
50879,31,2,1,22.1,26.9,41.6,0.82,1.2,20.2,-1
50880,31,1,1,22.3,25.1,41,0.73,1.1,20.2,1
50881,31,2,1,22,25.7,41.5,0.79,1.9,20.2,0
50882,31,1,0.1,23.5,24.3,45.9,0.73,1.2,20.2,-1
50883,31,1,0.1,23.6,24.4,41.9,0.98,1,20.2,0
50884,31,1,0.1,24.3,25,33.5,0.61,1.2,20.2,-1
50885,31,1,0.1,25.1,26.1,31.7,0.78,1.2,20.2,1
50886,31,2,0.1,25.3,26.9,30.7,0.63,2,20.2,2
50887,31,1,0.2,25.2,27.5,31.7,0.73,1.2,20.2,-1
50945,31,1,0.1,22.7,23.6,51.8,0.64,2.1,13.4,0
50946,31,2,0.1,24,25.2,43.8,0.76,1,13.4,0
50947,31,1,0.1,24.3,25.3,44.9,0.68,1.5,13.4,1
50949,31,2,0.1,24.5,25.1,42.5,0.58,1.8,13.4,2
50951,31,1,0.1,23.6,24.7,44.4,0.67,1.3,13.4,-1
50955,31,1,0.1,24.2,26.5,45.7,0.57,1.3,13.4,2
50963,31,2,0.1,20.3,21.5,51.1,0.7,1,18.8,1
50967,31,2,0.1,22.9,24,44.3,0.77,1.1,13.4,1
51001,31,1,0.1,23.1,23.2,46.8,0.69,1.5,7.4,1
51003,31,2,0.1,23.6,23.7,41.2,0.61,1.2,7.4,-1
51010,31,1,0.1,22.7,24,45.4,0.69,1.2,7.4,0
51014,31,2,0.1,23.8,23.9,42.2,0.5,1.6,7.4,0
51016,31,2,0.1,24.8,25.2,38.4,0.83,1.2,7.4,1
51018,31,2,0.1,25.5,25.3,36.3,0.72,1.3,7.4,2
51021,31,2,0.1,25.1,26.5,37.6,0.77,2.3,7.4,1
51023,31,1,0.1,23.7,24.8,42.8,0.79,1.2,7.4,-1
51040,31,1,0.1,21.6,22.6,22.3,0.87,1.2,0.6,0
51088,31,2,0.1,21.9,22.4,36.8,0.83,2.1,6.3,1
51090,31,1,0.1,21.6,22.2,37.5,0.72,1.3,6.3,1
51091,31,2,0.1,22.2,22.8,37,0.48,1.6,6.3,0
51094,31,2,0.1,20.4,21.7,41,0.77,2,6.3,0
51096,31,1,0.1,21.9,22.3,37.9,1.16,1.2,6.3,1
51099,31,1,0.1,23.2,23.9,36.8,0.73,1.2,6.3,0
51102,31,2,0.1,22.1,23.6,38.2,1.15,1,6.3,-2
51104,31,2,0.1,22,23.3,38.4,1.02,1.2,6.3,-1
51106,31,2,0.1,23.4,23.3,35,1.08,1.2,6.3,2
51108,31,1,0.1,22,24.3,39.3,0.9,1.2,6.3,-1
51109,31,1,0.1,22.4,23.7,39.2,0.74,1.2,6.3,-2
51111,31,2,0.1,24.4,24.6,36.5,0.95,1.4,6.3,1
51112,31,2,0.1,24,25,37,0.68,2,6.3,-1
51114,31,1,0.1,22.3,23.3,41.1,0.74,1.2,6.3,-2
51122,31,1,0.1,23,23.7,40.3,0.97,2,6.3,0
51124,31,1,0.1,23.7,23.8,38.1,0.5,2.8,6.3,1
51126,31,2,0.1,23.9,24.4,38.7,0.64,1.2,6.3,0
51129,31,1,0.1,23.4,24.3,40.6,0.95,1.2,6.3,-1
51130,31,1,0.2,21.8,25.8,43,0.82,1.2,6.3,1
51132,31,1,0.1,21.7,23.2,44.5,1.1,1.2,6.3,0
51165,31,1,0.1,22.7,23.4,24.7,0.82,1.2,3.9,0
51166,31,1,0.1,23.2,23.8,23.9,1.09,1.2,3.9,0
51174,31,1,0.1,22.6,24,23.7,0.68,1.2,3.9,0
51178,31,2,0.1,23.2,24.2,22.9,0.77,1.2,3.9,0
51179,31,1,0.1,23.7,24.8,22,0.82,1.2,3.9,0
51188,31,1,0.1,23.2,23.3,25.6,1.08,1.2,3.9,1
51205,31,1,0.1,22.9,23.4,29.3,0.77,1.6,3.9,0
51465,31,2,0.01,22,21.9,31.6,0.85,1.5,1.5,2
51467,31,2,0.01,22.5,22.6,30.9,0.89,1.2,1.5,-1
51469,31,1,0.01,21.6,22.7,31.2,0.95,1.4,1.5,0
51470,31,2,0.01,23,22.8,31.3,1.15,1.2,1.5,2
51473,31,2,0.01,23.1,23.4,32.1,0.28,2,1.5,0
51474,31,2,0.01,23.4,23.4,31.7,1.05,1.2,1.5,2
51475,31,1,0.01,23.4,23.5,30.8,1.13,1.2,1.5,2
51477,31,1,0.01,22.6,23.2,30.8,0.98,1.2,1.5,1
51480,31,2,0.01,23.2,23.4,32,1,1.4,1.5,2
51482,31,1,0.01,24.2,25.2,29.1,1.29,1.2,1.5,2
51483,31,1,0.01,23.4,23.5,33.2,0.78,1.2,1.5,-1
51484,31,1,0.01,23.2,24,30.4,1.28,1.2,1.5,2
51485,31,2,0.01,23.7,24.3,30.3,1.12,1.9,1.5,1
51490,31,1,0.01,24.1,24.9,32.1,0.92,1.3,1.5,1
51493,31,1,0.01,22.4,22.7,33.4,0.99,1.2,1.5,1
51498,31,1,1.45,24,23,40.5,0.69,1.2,7.7,-1
51499,31,2,1.46,23.7,24.4,41,0.82,1.5,7.7,-1
51500,31,2,1.48,22.8,23.3,42.9,0.68,1.2,7.7,0
51503,31,2,2.5,24.6,24.4,40.7,0.74,1.2,7.7,1
51504,31,2,1.87,24.7,22.5,41.1,1.02,1.2,7.7,1
51505,31,1,1.46,23.8,24.7,42.4,0.8,1.4,7.7,0
51661,31,1,0.1,19.8,20,34,0.72,1.8,2.7,1
51857,31,1,1.09,22,23.4,44.5,0.82,1.2,5.8,0
51859,31,1,1.53,22.4,23.1,44.4,0.8,1.2,5.8,0
51860,31,1,1.43,22.3,23.3,44.1,0.68,1.8,5.8,2
51862,31,2,0.14,24,22.9,38.5,0.78,1.2,5.8,-2
51863,31,1,0.39,23.4,23.9,44.9,0.72,1.2,5.8,1
51865,31,2,1.08,22.1,25.5,44.2,0.75,1.7,5.8,0
51870,31,2,0.05,23.5,25.2,40,1.1,1.4,5.8,0
51871,31,2,0.34,27.5,20.4,45.8,0.94,1.1,5.8,1
51875,31,1,0.52,24.5,23.4,45.8,0.85,1.2,5.8,-2
51876,31,1,0.25,24.3,24.4,40,0.68,1.3,5.8,1
51877,31,1,0.32,24.3,25.2,45.1,0.68,2.5,5.8,-1
51878,31,1,0.3,25.8,24.1,45.5,0.47,2.3,5.8,2
51879,31,1,0.05,26.1,23,42.2,0.87,1.8,5.8,1
51881,31,2,0.8,25.4,25.6,46.5,0.95,1,5.8,2
51884,31,1,0.28,24.8,20,44,0.83,1.2,5.8,1
51942,31,1,0.09,21.5,21.6,35.9,0.78,1.6,4.8,0
51943,31,2,0.19,20.8,22.1,35.8,0.71,2.1,4.8,-1
51946,31,1,0.04,24.1,23.7,38.3,0.79,1.2,4.8,0
52060,31,1,0.05,23.4,24.3,39.5,0.67,1.2,8.3,1
52061,31,2,0.04,23.9,24.8,38.1,0.85,1.9,8.3,1
52062,31,2,0.03,23.7,25,38.9,0.83,1.6,8.3,1
52063,31,1,0.04,23.1,24.3,40.9,1.14,1.3,8.3,-1
52064,31,2,0.05,23.6,24.7,40.9,1.07,1.3,8.3,1
52065,31,1,0.09,23,24.7,41.8,1.03,1.1,8.3,1
52182,31,1,0.41,22.1,22.5,40.8,0.92,2,7.7,0
52185,31,2,0.17,24.6,26,45.8,1.05,1.2,7.7,0
52186,31,2,0.48,22.2,24.7,43.4,0.85,1.6,7.7,-1
52187,31,2,0.06,22.5,23.3,40.2,0.63,1.4,7.7,1
52189,31,1,0.38,22.9,25.8,44,0.72,1.2,7.7,0
52190,31,2,0.17,20.9,24.8,43.6,0.69,1.2,7.7,0
52191,31,2,0.27,21.9,24.1,43.3,0.82,1.2,7.7,-1
52192,31,1,0.09,25.2,23.2,43.8,0.74,1.2,7.7,0
52194,31,2,0.01,27.7,24.9,45.6,0.94,1.1,7.7,-1
52196,31,1,0.08,26.7,22.3,44.5,0.77,1.5,7.7,0
52198,31,2,0.05,25.5,25,45.1,0.9,1.7,7.7,0
52200,31,2,0.18,24.2,25.9,44.8,0.68,1.2,7.7,0
52201,31,1,0.05,24.2,25.2,37.9,0.69,1.2,7.7,2
52202,31,1,0.28,23.8,27.8,45,0.93,1.2,7.7,0
52203,31,1,0.11,26.8,22.6,45.7,0.68,1.2,7.7,1
52204,31,1,0.41,23.5,24.5,44.3,0.73,1.2,7.7,0
52205,31,2,0.03,22.4,22.7,34.1,0.57,1.2,13.4,0
52206,31,1,0.04,23.1,23.1,33.8,0.87,1.2,13.4,0
52207,31,1,0.03,23.8,23.4,31.3,1.03,1.2,13.4,0
52208,31,1,0.05,23.6,23.6,32.1,1.02,1.2,13.4,0
52209,31,1,0.03,22.4,22.9,34.3,0.73,1.2,13.4,0
52210,31,1,0.05,23.3,23.1,32.9,1.03,1.2,13.4,0
52211,31,2,0.04,23.7,23.8,32.2,0.78,1.2,13.4,0
52213,31,1,0.04,22.7,22,33.4,1.42,1.4,13.4,0
52215,31,2,0.04,21.8,22.4,35.1,0.97,1.2,13.4,0
52216,31,2,0.06,22.1,23,34.4,1.11,1.2,13.4,0
52224,31,1,0.07,23.6,23.5,31.9,0.67,1.3,13.4,1
52225,31,1,0.04,22.9,23.1,32.3,1.19,1.2,13.4,0
52226,31,1,0.03,23.8,22.7,31.3,0.73,1.2,13.4,0
52227,31,1,0.05,23.7,23,32,1.08,1.2,13.4,0
52228,31,1,0.08,23.3,23.9,32.9,0.78,1.2,13.4,0
52229,31,2,0.04,23.5,24.3,31.4,0.85,1.2,13.4,0
52230,31,1,0.04,24,23.8,29.9,0.63,1.2,13.4,2
52231,31,1,0.04,23.4,23.2,32.2,0.98,1.2,13.4,-1
52232,31,1,0.05,23,23.8,30.2,0.82,1.2,13.4,0
52233,31,1,0.04,23.6,22.6,27.8,0.7,1.4,13.4,0
52234,31,2,0.05,23.4,23.1,28.3,0.78,1.2,13.4,0
52235,31,1,0.03,22.8,23.7,27,1,1.4,13.4,0
52241,31,1,0.19,22.7,21.7,20.2,1.04,1.2,3.8,-1
52242,31,2,0.08,22.9,22.6,19.9,1.03,1.4,3.8,-2
52243,31,1,0.05,22.7,23.2,20.9,1.02,1.3,3.8,0
52244,31,2,0.03,23.1,23,20,0.99,1.4,3.8,0
52245,31,2,0.1,23.1,22.9,20.1,0.97,1.6,3.8,-1
52246,31,1,0.1,23.4,23,18.5,0.73,1.2,3.8,0
52247,31,1,0.13,23.4,22.6,19.4,0.58,1.6,3.8,0
52248,31,1,0.09,23.9,23.3,20.8,1.12,1.2,3.8,-2
52249,31,1,0.09,23.3,23.4,19.7,1.33,1.2,3.8,-2
52252,31,2,0.08,22.8,23,19.4,0.78,1.2,3.8,0
52253,31,1,0.04,23.1,23.3,17.5,0.91,1.4,3.8,0
52254,31,1,0.1,22.8,23.9,19.5,1.03,1.2,3.8,0
52255,31,1,0.05,23.5,24.1,16.9,0.67,1.6,3.8,0
52256,31,1,0.06,23.4,24.4,19.4,1,1.3,3.8,0
52257,31,1,0.07,23.2,22.7,34.2,0.76,1.8,-0.4,0
52259,31,2,0.04,23.9,24,35.4,0.98,1,-0.4,-1
52261,31,1,0.03,20.4,20.7,14.4,1.13,1.2,-8.4,0
52263,31,1,0.03,21,21,16,0.81,1.2,-8.4,0
52267,31,1,0.03,21.6,22,15.3,1.1,1.8,-8.4,0
52268,31,2,0.01,23.3,23.8,32.7,0.93,1.6,-0.4,2
52269,31,2,0.14,23.8,24,32.6,0.72,1.3,-0.4,1
52270,31,1,0.04,21.5,22.2,13.6,0.94,1.4,-8.4,0
52271,31,2,0.08,24.5,25.7,32.3,0.82,1.8,-0.4,1
52272,31,2,0.02,21.8,22.6,13,1,1.2,-8.4,1
52273,31,1,0.08,23.3,27,33.5,0.69,1.2,-0.4,1
52287,31,1,0.02,22.1,21.9,12.9,1.37,1.5,-8.4,0
52288,31,1,0.03,22.3,23.3,15.1,0.81,1.2,-8.4,0
52289,31,2,0.05,21.7,22.5,14.2,1.02,1.2,-8.4,-1
52291,31,1,0.04,22.2,22.4,14.2,0.8,1.6,-8.4,0
52292,31,1,0.08,21.5,21.9,15.5,0.99,1.8,-8.4,0
52293,31,1,0.03,21.7,21.6,15.4,0.73,1.2,-8.4,1
52295,31,1,0.07,21.6,21.5,13.8,1.11,1.2,-6.7,0
52296,31,1,0.02,21.4,21.5,14.8,1.03,1.2,-6.7,-1
52297,31,1,0.04,22,22.2,16,0.78,1.2,-6.7,0
52298,31,1,0.04,21.6,22.1,14.1,1.1,1.2,-6.7,0
52299,31,1,0.06,22.3,22.4,14.3,0.73,1.2,-6.7,0
52300,31,1,0.04,23.1,23.2,12,1.03,1.2,-6.7,0
52301,31,2,0.03,22.7,22.9,12,1.16,1.2,-6.7,0
52302,31,1,0.03,22.6,22.9,11.6,0.83,1.6,-6.7,0
