,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Clo,Met,Outdoor monthly air temperature (¡C),Thermal sensation
84917,24,1,0.33,22,23.9,51.5,0.57,1.36,13.4,-1
84918,31,1,0.33,22,24.2,51.5,0.58,1.36,13.4,0
84919,60,1,0.06,23.5,23.9,53.2,0.64,1.12,13.4,0
84920,31,1,0.33,22,23.9,51.5,0.57,1.2,13.4,-1
84921,24,2,0.06,23.5,23.9,53.2,0.71,1.14,13.4,2
84922,24,1,0.14,23.5,22.8,53.2,0.64,1.52,13.4,0
84923,24,2,0.53,23.5,22,53.2,0.67,1.36,13.4,-1
84924,24,2,0.11,23.9,23.9,51.7,0.51,1.09,13.4,0
84925,18,2,0.09,23.9,24.7,51.1,0.59,1.2,13.4,0
84926,31,2,0.17,23,23.5,54.7,0.63,1.13,13.4,0
84927,31,1,0.08,23.7,25.4,53.4,0.58,1.09,13.4,2
84928,24,1,0.17,22.7,22.7,57.8,0.73,1.2,13.4,-1
84929,31,1,0.08,23.7,25.4,53.4,0.69,1.14,13.4,-1
84930,31,2,0.08,24,24,53.1,0.7,1.24,13.4,0
84931,18,2,0.08,24.5,24.5,53,0.4,1.17,13.4,2
84932,24,2,0.14,24.2,25.1,49.5,0.57,1.2,13.4,1
84933,38,2,0.07,24.7,24.3,50,0.57,1.36,13.4,2
84934,31,2,0.07,24.5,25.6,51.1,0.5,1.22,13.4,0
84935,24,2,0.11,23.4,23.4,51.1,0.57,1.28,13.4,0
84936,24,2,0.24,22.8,23.6,52.5,0.61,1.18,13.4,-1
84937,31,1,0.11,22.8,24.7,52.5,0.63,1.2,13.4,0
84938,31,2,0.08,22.4,22.4,52.7,0.4,1.17,13.4,-2
84939,24,2,0.35,22.2,24.1,53.1,0.53,1.11,13.4,-1
84940,24,2,0.15,22.4,21.9,52,0.4,1.59,13.4,-1
84941,24,1,0.15,23,23,49.4,0.68,1.17,13.4,0
84942,38,1,0.21,23,23.3,49.4,0.48,1.58,13.4,0
84943,24,1,0.08,23.1,24.4,50.8,0.64,1.2,13.4,0
84944,24,2,0.07,23.4,24.7,52.5,0.67,1.06,13.4,2
84945,38,1,0.07,23.7,24.4,50.8,0.53,1.29,13.4,0
84946,24,1,0.08,23.1,24.4,50.8,0.77,1.2,13.4,0
84947,38,1,0.66,23.4,26.4,52.5,0.77,1.29,13.4,0
84948,24,2,0.07,23.4,24.7,52.5,0.6,1.28,13.4,2
84949,24,1,0.08,23.1,24.4,50.8,0.74,1.19,13.4,-2
84950,24,2,0.08,23.1,24.1,50.8,0.55,1.75,13.4,1
84951,45,1,0.08,23.1,24.4,50.8,0.51,0.99,13.4,0
84952,60,1,0.08,23.1,24.4,50.8,0.61,1.31,13.4,0
84953,45,1,0.15,24,24.2,51.8,0.62,1.43,13.4,0
84954,31,1,0.15,24,24.2,51.8,0.96,1.06,13.4,-2
84955,45,1,0.15,24,24.2,51.8,0.69,1.06,13.4,0
84956,31,1,0.15,24,24.5,51.8,0.69,1.38,13.4,0
84957,38,1,0.15,24.9,23.3,47.2,0.62,1.32,13.4,-1
84958,38,1,0.07,23.4,24.7,52.5,0.73,1.35,13.4,0
84959,31,1,0.15,24,24.2,51.8,0.62,1.52,13.4,0
84960,38,1,0.15,24,24.2,51.8,0.58,1.57,13.4,-1
84961,38,1,0.07,24,24.4,50.5,0.58,1.06,13.4,1
84962,18,1,0.08,24.5,25.7,44.9,0.51,1.2,13.4,0
84963,24,1,0.08,24.5,25.7,44.9,0.66,1.06,13.4,0
84964,24,1,0.08,24.5,25.7,44.9,0.68,1.06,13.4,2
84965,24,2,0.08,24.5,25.7,44.9,0.61,1.06,13.4,2
84966,38,2,0.08,24.5,25.7,44.9,0.59,1.06,13.4,2
84967,24,2,0.08,24.5,25.7,44.9,0.56,1.13,13.4,0
84968,18,2,0.08,24.5,25.7,44.9,0.4,1.06,13.4,0
84969,31,1,0.08,24.5,25.7,44.9,0.67,1.09,13.4,-1
84970,24,1,0.08,24.5,25.7,44.9,0.64,1.13,13.4,1
84971,18,1,0.08,24.5,25.7,44.9,0.68,1.06,13.4,1
84972,24,1,0.08,24.5,25.7,44.9,0.62,1.18,13.4,0
84973,24,2,0.08,24.5,25.7,44.9,0.47,1.13,13.4,0
84974,24,1,0.06,24.3,25.4,45.9,0.75,1.79,13.4,0
84975,31,1,0.06,24.3,25.4,45.9,0.53,1.2,13.4,-1
84976,24,2,0.06,24.3,25.4,45.9,0.57,1.2,13.4,2
84977,31,2,0.1,24.3,25.5,45.9,0.37,1.13,13.4,1
84978,18,2,0.02,23.7,23.7,51.5,0.74,1.19,13.4,1
84979,24,2,0.02,23.7,23.7,51.5,0.53,1.11,13.4,0
84980,38,2,0.02,25,26.7,45.5,0.6,1.09,13.4,1
84981,31,2,0.06,22.7,23.9,47,0.51,1.28,13.4,0
84982,31,2,0.18,22.3,23,54.6,0.68,1.06,13.4,0
84983,24,1,0.14,22.3,22.3,54.6,0.73,1.13,13.4,0
84984,18,2,0.18,22.3,24.5,54.6,0.27,1.28,13.4,0
84985,24,1,0.14,22.8,22.8,50.4,0.42,1.06,13.4,-2
84986,38,1,0.14,22.8,22.8,50.4,0.32,1.04,13.4,1
84987,38,2,0.27,24.1,23.5,50,0.55,1.09,13.4,0
84988,24,1,0.27,24.1,23.5,50,0.67,1.13,13.4,0
84989,38,2,0.27,24.1,23.5,50,0.47,1.06,13.4,0
84990,31,2,0.27,24.1,23.5,50,0.65,1.31,13.4,0
84991,31,1,0.27,24.1,23.5,50,0.58,1.13,13.4,1
84992,31,1,0.14,22.8,22.8,50.4,0.54,1.2,13.4,-1
84993,31,2,0.07,24.7,25.4,59,0.39,1.34,13.4,0
84994,24,2,0.07,24.7,25.4,59,0.47,1.29,13.4,2
84995,31,1,0.04,24.3,24.1,62.7,0.52,1.45,13.4,0
84996,38,2,0.08,24,25.2,60.4,0.67,1.45,13.4,-1
84997,24,2,0.08,24,25.2,60.4,0.36,1.35,13.4,1
84998,18,2,0.08,24,25.2,60.4,0.4,1.35,13.4,1
84999,38,2,0.08,24,25.2,60.4,0.4,1.13,13.4,2
85000,18,2,0.08,24.4,24.4,61.4,0.43,1.12,13.4,0
85001,38,2,0.08,24.4,24.4,61.4,0.6,1.12,13.4,2
85002,31,1,0.12,23.8,23.8,59.5,0.67,1.26,13.4,0
85003,24,1,0.12,23.8,23.8,59.5,0.57,1.29,13.4,0
85004,31,1,0.12,23.8,23.8,59.5,0.63,1.19,13.4,0
85005,60,1,0.08,24.1,24.1,59.8,0.64,1.06,13.4,0
85006,31,2,0.08,24.1,24.1,59.8,0.59,1.2,13.4,1
85007,31,2,0.08,24.1,24.1,59.8,0.65,1.45,13.4,0
85008,24,2,0.08,24.1,24.1,59.8,0.61,1.36,13.4,0
85009,38,1,0.08,24.4,24.4,61.4,0.62,1.19,13.4,2
85010,24,1,0.08,24.4,24.4,61.4,0.68,1.31,13.4,0
85011,24,1,0.08,24.1,24.1,59.8,0.64,1.13,13.4,2
85012,38,2,0.1,24.6,25.2,55.7,0.57,1.2,13.4,2
85013,24,2,0.08,24.1,24.1,59.8,0.51,1.13,13.4,-1
85014,18,2,0.1,24.6,25.2,55.7,0.57,1.24,13.4,1
85015,38,1,0.07,23.6,24,58.7,0.44,1.13,13.4,0
85016,24,1,0.07,23.6,24,58.7,0.64,1.06,13.4,0
85017,24,2,0.07,23.6,24,58.7,0.62,1.06,13.4,-1
85018,31,1,0.07,23.6,24,58.7,0.4,1.2,13.4,-1
85019,31,1,0.05,23.6,23.9,58.7,0.69,1.06,13.4,-1
85020,38,1,0.08,23.4,24.9,57.8,0.53,1.17,13.4,0
85021,24,1,0.08,23.7,24.5,53.4,0.64,1.13,13.4,0
85022,24,1,0.08,23.7,24.5,53.4,0.74,1.29,13.4,0
85023,45,1,0.08,23.7,24.5,53.4,0.33,1.06,13.4,0
85024,38,1,0.08,23.7,24.5,53.4,0.58,1.06,13.4,1
85025,24,2,0.08,23.4,24.9,57.8,0.65,1.35,13.4,1
85026,24,1,0.08,23.4,24.9,57.8,0.75,1.98,13.4,0
85027,24,1,0.17,24.4,23.7,52.9,0.85,1.11,13.4,-2
85028,38,1,0.21,24.4,23.9,54.2,0.67,1.11,13.4,-1
85029,31,1,0.21,24.4,23.9,54.2,1.36,1.06,13.4,-2
85030,45,1,0.21,24.4,23.9,54.2,0.59,1.11,13.4,0
85031,31,1,0.17,24.4,24.4,52.9,0.59,1.06,13.4,0
85032,31,1,0.17,24.4,24.4,52.9,0.69,1.09,13.4,0
85033,24,2,0.17,24.4,24.4,52.9,0.51,1.19,13.4,0
85034,38,1,0.17,24.4,24.4,52.9,0.58,1.06,13.4,1
85035,38,1,0.17,23.7,23.7,56.8,0.8,1.13,13.4,0
85036,60,1,0.17,24.4,24.4,52.9,0.62,1.12,13.4,0
85037,38,1,0.15,23.5,24.9,57.9,0.58,1.06,13.4,0
85038,38,2,0.15,23.5,24.9,57.9,0.47,1.13,13.4,0
85039,24,2,0.15,23.5,24.9,57.9,0.59,1.13,13.4,1
85040,24,1,0.12,23.5,24.8,57.9,0.67,1.09,13.4,0
85041,31,2,0.15,23.5,24.9,57.9,0.54,1.13,13.4,-1
85042,38,2,0.15,23.5,24.9,57.9,0.59,1.2,13.4,-1
85043,31,2,0.23,24.6,25.1,50.6,0.51,1.2,13.4,0
85044,24,1,0.23,24.6,25.1,50.6,0.53,1.35,13.4,0
85045,31,1,0.23,24.6,25.1,50.6,0.33,1.09,13.4,1
85046,31,1,0.23,24.6,25.1,50.6,0.43,1.13,13.4,0
85047,45,1,0.23,24.6,25.1,50.6,0.7,1.06,13.4,-1
85048,31,1,0.23,24.6,25.1,50.6,0.67,1.06,13.4,-2
85049,60,1,0.23,24.6,25.1,50.6,0.77,1.2,13.4,0
85050,24,2,0.24,25.7,24.3,53.6,0.65,1.13,13.4,2
85051,24,1,0.24,25.7,24.9,53.6,0.64,1.04,13.4,1
85052,24,1,0.24,25.7,24.3,53.6,0.64,1.06,13.4,2
85053,38,2,0.24,25.7,24.3,53.6,0.26,1.36,13.4,2
85054,24,2,0.24,25.7,24.3,53.6,0.56,1.31,13.4,2
85055,18,2,0.24,25.7,24.3,53.6,0.48,1.06,13.4,0
85056,18,1,0.24,25.7,24.3,53.6,0.31,1.43,13.4,2
85057,31,1,0.24,25.7,24,53.6,0.58,1.36,13.4,1
85058,24,1,0.24,25.7,24.3,53.6,0.61,1.13,13.4,0
85059,18,1,0.24,25.7,24.3,53.6,0.79,1.52,13.4,1
85060,24,1,0.13,25.4,25.6,53.9,0.62,1.36,13.4,0
85061,31,1,0.13,25.4,25.6,53.9,0.52,1.13,13.4,-1
85062,24,2,0.13,25.4,25.6,53.9,0.57,1.57,13.4,2
85063,18,2,0.13,24.1,24.1,58.5,0.55,1.09,13.4,0
85064,24,2,0.13,24.1,24.1,58.5,0.62,1.06,13.4,2
85065,52,1,0.13,24.1,24.1,58.5,0.67,1.13,13.4,1
85066,38,1,0.13,24.2,25.1,57.9,0.69,1.06,13.4,1
85067,38,1,0.12,24.5,24.7,59.5,0.64,1.28,13.4,0
85068,24,1,0.02,26.1,26.5,53.4,0.32,1.11,13.4,0
85069,31,2,0.09,26.1,26.1,53.4,0.26,1.22,13.4,0
85070,31,1,0.08,26.1,26.1,53.4,0.32,1.13,13.4,0
85071,31,2,0.19,24.2,25,47.6,0.26,1.11,13.4,0
85072,24,2,0.19,25.4,24.4,44.8,0.45,1.38,13.4,0
85073,24,2,0.19,25.4,23.9,44.8,0.36,1.34,13.4,1
85074,38,2,0.19,25.4,25.4,45.4,0.42,1.11,13.4,0
85075,31,2,0.43,25.4,24,44.8,0.26,1.54,13.4,1
85076,24,2,0.15,25.4,25.4,44.8,0.47,1.43,13.4,0
85077,18,2,0.19,25.4,25.4,44.8,0.4,1.17,13.4,0
85078,38,2,0.19,25.4,25.1,44.8,0.27,1.22,13.4,-1
85079,24,2,0.28,19.8,18.9,64.6,0.38,1.08,13.4,-2
85080,24,2,0.15,25.4,24.9,44.8,0.39,1.11,13.4,1
85081,24,2,0.27,19.8,19.8,64.6,0.8,1.09,13.4,-2
85082,31,2,0.06,25.8,27.4,46.4,0.47,1.09,13.4,0
85083,18,2,0.05,25.8,26.8,46.4,0.55,1.29,13.4,1
85084,24,2,0.27,20.4,19.8,56.1,0.57,1.07,13.4,0
85085,31,1,0.08,25.8,26.6,46.4,0.62,1.06,13.4,1
85086,24,2,0.28,20.2,20.2,63.4,0.27,1.07,13.4,-2
85087,31,1,0.14,24.8,27.1,49.5,0.58,1.31,13.4,2
85089,31,1,0.14,25.2,27,47.5,0.78,1.06,13.4,0
85090,31,2,0.24,20.6,19.8,63.8,0.51,1.06,13.4,-1
85092,24,2,0.21,25.5,25.8,47.3,0.37,1.06,13.4,1
85093,24,1,0.22,20.5,20.2,62.2,0.51,1.06,13.4,0
85094,38,1,0.13,26.2,25.3,45.7,0.58,1.06,13.4,0
85095,38,1,0.23,20.2,19.1,58.8,0.47,1.09,13.4,0
85096,38,1,0.13,26.2,25.5,45.7,0.57,1.2,13.4,1
85097,24,1,0.3,25.3,24.4,48.3,0.64,1.35,13.4,1
85098,31,1,0.22,20,19.7,60.1,0.46,1.23,13.4,-2
85099,38,2,0.17,25.5,25.5,47.3,0.61,1.35,13.4,1
85100,18,1,0.24,20.1,19.8,60.2,0.46,1.27,13.4,-2
85101,24,2,0.15,25.4,25.2,44.8,0.51,1.2,13.4,1
85102,18,1,0.24,20.3,19.7,56.7,0.52,1.12,13.4,-1
85103,31,2,0.06,25.5,26,44.3,0.57,1.06,13.4,1
85104,24,1,0.36,25.4,25.4,44.8,0.44,1.17,13.4,0
85105,38,1,0.25,20.4,19.8,56.8,0.41,1.07,13.4,-1
85106,24,1,0.22,21.9,21.4,58.4,0.54,1.08,13.4,-1
85108,31,1,0.23,22.5,22,59,0.44,1.19,13.4,0
85109,18,2,0.09,23.3,23.9,57.7,0.37,1.2,13.4,2
85110,24,1,0.06,22.5,22.5,62.5,0.62,1.43,13.4,-1
85111,38,1,0.1,22.9,25.2,62.2,0.53,1.2,13.4,0
85112,45,2,0.18,22.9,24.4,62.2,0.59,1.13,13.4,1
85113,18,2,0.09,22.9,22.9,62.2,0.65,1.2,13.4,0
85114,18,2,0.26,19,18.7,59.9,0.4,1.19,13.4,-2
85115,31,2,0.28,22.9,22.9,62.2,0.55,1.13,13.4,-1
85116,24,1,0.28,19.5,18.6,57.3,0.53,1.07,13.4,-1
85117,38,1,0.07,25.5,25.5,53.4,0.44,1.2,13.4,2
85118,18,2,0.27,21.1,20.2,56.1,0.27,1.16,13.4,-1
85119,31,1,0.21,25.5,26.6,53.4,0.64,1.06,13.4,2
85120,31,1,0.27,21.3,20.4,56.3,0.73,1.28,13.4,-2
85121,31,2,0.09,25.5,26.1,53.4,0.47,1.13,13.4,1
85122,24,2,0.25,21.8,20.7,54.1,0.65,1.17,13.4,0
85123,60,1,0.26,25.5,23.8,53.4,0.73,1.28,13.4,0
85124,31,1,0.16,25.5,24.1,53.4,0.58,1.09,13.4,1
85125,31,1,0.18,22.7,24.9,61.3,0.63,1.13,13.4,1
85126,38,1,0.15,23.2,24.1,58.3,0.68,1.06,13.4,-1
85127,45,2,0.15,23.2,23.9,58.3,0.59,1.13,13.4,-1
85128,24,2,0.11,23.2,24.5,58.3,0.59,1.06,13.4,0
85129,24,2,0.13,23.2,24.5,59,0.37,1.28,13.4,-2
85130,24,2,0.13,22.9,22.7,60.1,0.26,1.13,13.4,0
85131,24,2,0.18,23.2,23.7,59,0.4,1.09,13.4,1
85132,24,2,0.14,22.9,22.7,60.1,0.51,1.15,13.4,0
85133,24,2,0.2,23.2,24.2,59,0.48,1.28,13.4,-1
85134,24,1,0.46,23.2,25.4,59,0.44,1.06,13.4,0
85135,18,2,0.04,23.8,24.3,58.9,0.65,1.16,13.4,0
85136,24,1,0.16,23.2,24.6,59,0.53,1.13,13.4,0
85137,18,2,0.26,23.2,22.6,59,0.57,1.52,13.4,0
85138,31,2,0.06,23.8,24.3,58.2,0.62,1.12,13.4,0
85139,24,2,0.22,24.2,24.2,53.3,0.59,1.47,13.4,1
85140,31,2,0.22,22.8,24.1,59.3,0.3,1.11,13.4,-2
85141,18,2,0.08,24.2,24.4,53.3,0.6,1.5,13.4,0
85142,38,1,0.08,24.2,24.4,54,0.53,1.06,13.4,1
85143,38,2,0.22,22.8,23.6,58.6,0.67,1.07,13.4,-1
85144,31,1,0.1,23.1,23.5,58.9,0.63,1.06,13.4,0
85145,31,1,0.08,24,23.8,58.4,0.4,1.09,13.4,-1
85146,31,2,0.15,24.5,24.5,53,0.56,1.13,13.4,0
85147,24,2,0.15,24.5,24.5,53,0.27,1.09,13.4,1
85148,24,2,0.07,23.2,23.8,57.6,0.38,1.28,13.4,0
85149,18,2,0.07,23.2,23.8,57.6,0.42,1.35,13.4,1
85150,38,2,0.07,23.2,23.8,57.6,0.43,1.13,13.4,0
85151,38,2,0.06,24.3,24.1,56.7,0.27,1.06,13.4,0
85152,24,1,0.06,24.3,24.1,56.7,0.66,1.13,13.4,1
85153,31,2,0.15,23.7,23.5,55.4,0.59,1.19,13.4,1
85154,31,1,0.31,23,24.2,58.1,0.46,1.82,13.4,0
85155,24,1,0.31,23,24.2,58.1,0.57,1.06,13.4,1
85156,38,1,0.06,24.3,23.9,54.7,0.62,1.13,13.4,1
85157,38,1,0.38,23.9,23.9,59.6,0.49,1.43,13.4,0
85158,24,1,0.14,23.9,23.9,59.6,0.64,1.06,13.4,0
85159,24,2,0.14,23.9,23.9,59.6,0.56,1.55,13.4,2
85160,24,2,0.07,24.4,24,54.8,0.57,1.28,13.4,0
85161,38,2,0.07,24.4,24,54.8,0.57,1.06,13.4,0
85162,24,2,0.14,23.9,23.9,59.6,0.57,1.06,13.4,-1
85163,18,2,0.12,23.7,23.3,60.8,0.4,1.13,13.4,1
85164,31,1,0.14,23.9,23.9,59.6,0.69,1.13,13.4,-1
85165,31,1,0.14,23.9,23.9,59.6,0.62,1.06,13.4,1
85166,24,2,0.15,23.7,23.5,55.4,0.51,1.2,13.4,0
85167,24,1,0.15,23.7,23.5,55.4,0.44,1.04,13.4,0
85168,31,2,0.15,23.7,23.5,55.4,0.59,1.35,13.4,0
85169,24,2,0.15,23.7,23.5,55.4,0.61,0.99,13.4,0
85170,24,1,0.15,23.7,23.5,55.4,0.64,1.08,13.4,1
85171,31,1,0.31,23,24.2,58.1,0.67,1.43,13.4,0
85172,18,2,0.04,22.8,23.6,51.1,0.51,1.13,13.4,0
85173,31,2,0.04,22.8,23.6,51.1,0.39,1.06,13.4,-1
85174,31,1,0.04,23,22.8,52.7,0.32,1.09,13.4,-1
85175,24,2,0.04,23,22.8,52.7,0.66,1.09,13.4,-1
85176,24,1,0.04,23,22.8,52.7,0.41,1.09,13.4,0
85177,38,1,0.04,22.8,22.6,61.4,0.69,1.13,13.4,0
85178,24,2,0.04,22.8,22.6,61.4,0.59,1.19,13.4,-2
85179,18,2,0.05,22.8,23,51.8,0.55,1.33,13.4,0
85180,38,2,0.14,24,25.4,49.9,0.59,1.09,13.4,0
85181,24,2,0.14,24,25.4,49.9,0.61,1.09,13.4,1
85182,31,2,0.14,24,25.4,49.9,0.47,1.09,13.4,1
85183,38,2,0.14,24,25.4,49.9,0.45,1.13,13.4,0
85184,38,1,0.08,23,23.8,50.7,0.31,1.13,13.4,-1
85185,24,2,0.09,23,24,54.7,0.51,1.06,13.4,0
85186,31,1,0.09,23,24,54.7,0.63,1.2,13.4,0
85187,38,1,0.09,23,24,54.7,0.62,1.06,13.4,0
85188,18,2,0.09,23,23.8,50.7,0.4,1.08,13.4,-2
85189,31,1,0.07,23,23.7,50.7,0.54,1.07,13.4,0
85190,38,1,0.34,22.5,23.1,56.9,0.63,1.35,13.4,0
85191,24,1,0.06,22.7,23.9,57.8,0.67,1.08,13.4,1
85192,38,1,0.27,24,24,54.4,0.53,1.06,13.4,2
85193,38,1,0.05,22.8,23,51.8,0.69,1.35,13.4,0
85194,24,1,0.08,24.4,24.6,53.5,0.67,1.13,13.4,0
85195,24,2,0.08,24.4,24.6,53.5,0.67,1.06,13.4,1
85196,38,1,0.2,24.7,24.7,53.2,0.69,1.2,13.4,1
85197,31,1,0.2,24.7,24.7,53.2,0.62,1.42,13.4,1
85198,24,1,0.2,24.7,24.7,53.2,0.52,1.13,13.4,-1
85199,31,1,0.2,24.7,24.7,53.2,0.67,1.19,13.4,1
85200,24,2,0.2,24.7,24.7,53.2,0.56,1.28,13.4,0
85201,24,1,0.15,21.6,22.1,52.4,0.63,1.11,13.4,0
85203,38,1,0.15,21.6,22.1,52.4,0.54,1.1,13.4,0
85204,18,1,0.15,21.7,21.9,51.9,0.73,1.09,13.4,-2
85205,24,2,0.15,21.6,22.1,52.4,0.55,1.08,13.4,0
85206,31,1,0.15,21.6,22.1,52.4,0.64,1.1,13.4,0
85207,18,1,0.18,21.7,21.9,52.6,0.31,1.08,13.4,-1
85208,60,1,0.21,25.3,24.2,58.9,0.77,1.28,13.4,0
85209,38,1,0.15,21.6,22.1,52.4,0.4,1.07,13.4,0
85210,24,1,0.15,21.6,22.1,52.4,0.48,1.07,13.4,-1
85211,31,2,1,25.3,22.2,58.9,0.57,1.09,13.4,-1
85212,24,1,0.21,25.3,23.7,58.9,0.31,1.06,13.4,2
85213,24,2,0.21,25.3,24.2,58.9,0.31,1.13,13.4,1
85214,31,1,0.21,25.3,24.2,58.9,0.58,1.35,13.4,2
85215,31,1,0.15,21.6,22.1,52.4,0.44,1.11,13.4,-1
85216,18,2,0.15,21.7,22.2,52.6,0.47,1.11,13.4,-1
85217,18,2,0.15,21.6,22.1,52.4,0.47,1.06,13.4,-1
85218,24,2,0.18,21.7,21.9,51.9,0.36,1.08,13.4,0
85219,24,2,0.18,21.7,21.9,51.9,0.57,1.08,13.4,-1
85220,31,1,0.15,21.6,22.1,52.4,0.67,1.08,13.4,-1
85221,24,2,0.15,21.6,22.1,52.4,0.45,1.1,13.4,0
85222,24,2,0.15,25.9,25.4,47.1,0.69,1.06,13.4,1
85223,31,2,0.1,25,26.4,48.5,0.37,1.13,13.4,1
85224,38,1,0.15,23.2,23.4,56.9,0.58,1.13,13.4,0
85225,24,1,0.15,23.2,23.4,56.9,0.67,1.29,13.4,0
85226,31,2,0.21,23,23.5,56.7,0.4,1.35,13.4,-1
85227,24,2,0.18,23,23,56.7,0.43,1.19,13.4,-1
85228,24,2,0.23,22.5,22.5,57.6,0.57,1.06,13.4,-1
85229,18,2,0.15,23.2,23,54.2,0.55,1.09,13.4,-2
85230,24,1,0.17,23,23,52,0.33,1.28,13.4,-1
85231,18,2,0.09,23.6,23.2,52.7,0.55,1.2,13.4,2
85232,31,2,0.06,23.6,24.3,54,0.39,1.09,13.4,0
85233,24,2,0.09,23.6,23.6,52.7,0.61,1.28,13.4,0
85234,24,2,0.09,22.8,24.8,55.2,0.51,1.16,13.4,1
85235,31,1,0.09,22.7,24.1,55,0.69,1.07,13.4,-2
85236,18,2,0.15,23.2,23.9,58.3,0.39,1.06,13.4,0
85237,24,2,0.15,23.7,24.9,45.7,0.77,1.09,13.4,-2
85238,31,2,0.15,23.7,24.9,45.7,0.39,1.13,13.4,0
85239,38,2,0.15,23.7,24.9,45.7,0.43,1.09,13.4,0
85240,31,2,0.15,23.7,24.9,45.7,0.47,1.09,13.4,1
85241,24,2,0.15,23.7,24.9,45.7,0.47,1.09,13.4,-1
85242,18,2,0.15,23.7,24.9,45.7,0.37,1.29,13.4,0
85243,38,2,0.15,23.7,24.9,45.7,0.43,1.13,13.4,-1
85244,31,2,0.12,24.3,24.1,47.7,0.47,1.35,13.4,0
85245,18,2,0.12,24.3,24.1,47.7,0.55,1.06,13.4,0
85246,31,1,0.12,24.3,24.1,47.7,0.64,1.29,13.4,1
85247,31,1,0.11,24.7,24.7,48.8,0.8,1.2,13.4,0
85249,24,2,0.17,25.1,25.3,43.8,0.42,1.13,13.4,0
85250,38,1,0.26,25.1,25.4,43.8,0.59,1.2,13.4,0
85251,24,2,0.12,24.3,24.1,47.7,0.47,1.35,13.4,-1
85252,24,1,0.12,23.4,25.1,52.5,0.54,1.09,13.4,0
85253,24,1,0.14,22.5,24.6,50.8,0.67,1.22,13.4,0
85254,31,2,0.1,22.5,24.3,50.8,0.62,1.19,13.4,1
85255,38,1,0.17,22.5,24.7,50.8,0.52,1.23,13.4,-1
85256,18,2,0.12,22.5,24.5,50.8,0.27,1.25,13.4,0
85257,38,1,0.08,23,23.2,58.1,0.58,1.13,13.4,0
85258,45,2,0.09,23,23.2,58.1,0.59,1.13,13.4,0
85259,31,2,0.09,23,23.2,58.1,0.47,1.06,13.4,-1
85260,24,1,0.16,22.5,24.7,50.8,0.7,1.29,13.4,0
85261,38,1,0.07,25.2,24.8,51.8,0.49,1.13,13.4,2
85262,31,1,0.07,25.2,24.8,51.8,0.64,1.29,13.4,1
85263,31,2,0.07,25.2,24.8,51.8,0.47,1.06,13.4,2
85264,45,2,0.07,25.2,24.8,51.8,0.57,1.04,13.4,0
85265,31,2,0.04,23.8,25.1,47.1,0.6,1.26,13.4,1
85266,24,2,0.25,24.5,25.1,54.9,0.55,1.08,13.4,0
85267,18,2,0.25,24.4,25,55.5,0.57,1.17,13.4,1
85268,38,1,0.25,24.5,25.3,54.9,0.53,1.06,13.4,0
85269,38,2,0.04,23.8,25.1,47.1,0.53,1.17,13.4,0
85270,60,1,0.07,25.2,24.8,51.8,0.73,1.17,13.4,0
85271,31,1,0.29,23.4,22.5,59.2,0.73,1.06,13.4,-2
85272,31,1,0.29,23.4,22.5,59.2,0.68,1.06,13.4,2
85273,38,1,0.29,23.4,22.5,59.2,0.68,1.52,13.4,-2
85274,24,2,0.29,23.4,22.5,59.2,0.66,1.17,13.4,0
85275,24,2,0.29,23.4,22.5,59.2,0.45,1.06,13.4,-2
85276,24,1,0.29,23.4,22.5,59.2,0.4,1.06,13.4,-1
85277,24,2,0.11,23.2,23.2,58.3,0.39,1.35,13.4,-1
85278,24,1,0.11,23.2,23.2,58.3,0.49,1.75,13.4,1
85279,24,1,0.11,23.2,23.2,58.3,0.69,1.13,13.4,0
85280,24,1,0.08,23.4,23.6,48.5,0.62,1.13,13.4,-1
85281,18,2,0.08,23.4,23.6,48.5,0.38,1.31,13.4,-1
85282,38,1,0.06,23.4,23.4,49.8,0.64,1.06,13.4,0
85283,52,1,0.06,23.4,23.4,49.8,0.52,1.08,13.4,1
85284,24,2,0.06,23.4,23.4,49.8,0.62,1.11,13.4,-1
85285,31,1,0.13,22.7,23.1,54.4,0.44,1.28,13.4,-2
85286,31,1,0.13,22.7,23.1,54.4,0.58,1.06,13.4,0
85287,31,2,0.06,23.5,23.3,49.3,0.35,1.16,13.4,0
85288,38,1,0.12,23.4,23.4,49.8,0.67,1.35,13.4,0
85289,31,1,0.23,24.6,24.6,46.2,0.58,1.06,13.4,1
85290,38,2,0.11,24.9,24.9,47.2,0.67,1.35,13.4,1
85291,24,2,0.31,23.9,24.2,47.9,0.26,1.13,13.4,-1
85292,24,2,0.08,23.9,24.1,49.8,0.47,1.09,13.4,1
85293,31,1,0.08,23.9,24.1,49.8,0.32,1.1,13.4,0
85294,24,1,0.08,23.9,24.1,49.8,0.33,1.09,13.4,2
85295,38,2,0.1,23.5,23.5,51.9,0.55,1.09,13.4,-1
85296,31,1,0.16,23.7,22,52.8,0.58,1.09,13.4,1
85297,38,2,0.05,23.3,23.8,54.3,0.43,1.11,13.4,-1
85298,38,1,0.28,24.7,25,50,0.75,1.11,13.4,0
85299,31,1,0.28,24.7,25,50,0.68,1.24,13.4,0
85300,24,1,0.28,24.7,25,50,0.53,1.06,13.4,2
