,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Clo,Met,Outdoor monthly air temperature (¡C),Thermal sensation
95471,31,1,0.17,33,31.7,28.8,0.39,0.8,13.4,1
95472,31,1,0.19,32.7,31.5,35,0.39,0.8,13.4,0
95473,31,1,0.18,33,31.7,31,0.39,0.8,13.4,0
95474,31,1,0.16,33.4,32.2,32.6,0.39,0.8,13.4,1
95475,31,1,0.17,33.4,32.1,31.3,0.39,1.1,13.4,2
95476,31,1,0.18,33.2,31.9,33.1,0.39,1.1,13.4,2
95477,31,1,0.38,30.4,29.5,35.9,0.39,1.1,13.4,0
95478,31,1,0.62,30.7,29.5,35.8,0.39,1.1,13.4,1
95479,31,1,0.42,30.4,29.3,33.5,0.39,1.1,13.4,0
95480,31,1,0.41,30.6,29.3,30.9,0.39,1.1,13.4,0
95481,31,1,0.17,28.1,27.4,35.4,0.39,1.1,13.4,0
95482,31,1,0.25,27.8,27.1,37,0.39,1.1,13.4,0
95483,31,1,0.19,28.3,27.4,33.4,0.39,1.1,13.4,0
95484,31,1,0.18,28.7,27.6,32.8,0.39,1.1,13.4,0
95485,31,1,0.32,30.2,29.3,28.8,0.39,1.1,13.4,0
95486,31,1,0.4,30.3,29.3,25.5,0.39,1.1,13.4,1
95487,31,1,0.42,30.2,29.1,27.1,0.39,1.1,13.4,0
95488,31,1,0.24,28.3,27.5,31.7,0.39,1.1,13.4,0
95489,31,1,0.24,28,27.2,32.5,0.39,1.1,13.4,0
95490,31,1,0.36,29.9,29.2,33.7,0.39,1.1,13.4,0
95491,31,1,0.42,29.4,28.2,34,0.39,1.1,13.4,0
95492,31,1,0.26,29.9,29,32.7,0.39,1.1,13.4,0
95493,31,1,0.3,30,29.1,31.4,0.39,1.1,13.4,0
95494,31,1,0.33,29.9,28.8,30.7,0.39,1.1,13.4,0
95495,31,1,0.51,30,28.9,48.5,0.39,1.1,13.4,0
95496,31,1,0.35,30,28.9,28.4,0.39,1.1,13.4,0
95497,31,1,0.21,32.7,32.1,31.5,0.39,1.1,13.4,0
95498,31,1,0.21,32.5,31.5,30,0.39,1.3,13.4,1
95499,31,1,0.24,29.4,28.4,30,0.39,1.1,13.4,0
95500,31,1,0.15,28.2,27.5,31.4,0.39,0.8,13.4,0
95501,31,1,0.16,28.1,27.2,30.9,0.39,1.1,13.4,0
95502,31,1,0.18,28.7,27.7,29,0.39,1.1,13.4,0
95503,31,1,0.16,29.3,28.3,28,0.39,1.1,13.4,0
95504,31,1,0.28,29.7,28.6,27.7,0.39,1.1,13.4,0
95505,31,1,0.37,30.5,29.2,26.3,0.39,1.1,13.4,0
95506,31,1,0.45,30.7,29.7,25.9,0.39,1.1,13.4,1
95507,31,1,0.19,30.3,29.5,36.1,0.39,0.8,13.4,1
95508,31,1,0.31,30.6,29.7,35.9,0.39,1.1,13.4,0
95509,31,1,0.16,30.1,29.2,35.8,0.39,1.1,13.4,1
95510,31,1,0.18,31,29.9,33.5,0.39,1.1,13.4,1
95511,31,1,0.31,30.5,29.6,30.9,0.39,0.8,13.4,1
95512,31,1,0.19,31.1,30.1,29.4,0.39,1.1,13.4,1
95513,31,1,0.2,31,30,29.9,0.39,1.1,13.4,1
95514,31,1,0.16,29.1,28.4,35.4,0.39,0.8,13.4,0
95515,31,1,0.37,29,28.3,37,0.39,0.8,13.4,0
95516,31,1,0.18,29.6,28.7,33.4,0.39,0.8,13.4,0
95520,31,1,0.2,30.3,29.4,27.1,0.39,0.8,13.4,1
95521,31,1,0.2,30.3,29.4,27.4,0.39,1.1,13.4,0
95522,31,1,0.2,30.1,29.4,28.5,0.39,1.1,13.4,1
95523,31,1,0.2,29.9,29.1,32.4,0.39,1.1,13.4,0
95524,31,1,0.18,29,28.2,31.7,0.39,1.1,13.4,0
95525,31,1,0.17,29.4,28.7,32.5,0.39,1.1,13.4,0
95526,31,1,0.25,29.2,28.5,33.7,0.39,1.1,13.4,0
95527,31,1,0.16,29.7,29.1,34,0.39,0.8,13.4,0
95528,31,1,0.16,29.5,28.8,32.7,0.39,1.1,13.4,0
95529,31,1,0.2,29.9,29.1,31.4,0.39,1.1,13.4,1
95530,31,1,0.39,29.8,29.1,30.7,0.39,1.1,13.4,1
95531,31,1,0.19,28.5,27.9,31.5,0.39,1.1,13.4,1
95532,31,1,0.3,28.9,28.4,31.5,0.39,0.8,13.4,0
95533,31,1,0.21,29.2,28.9,31.5,0.39,0.8,13.4,0
95534,31,1,0.19,29.5,29.2,30.1,0.39,1.1,13.4,0
95535,31,1,0.17,29.4,28.8,29.1,0.39,0.8,13.4,1
95536,31,1,0.18,29.5,28.8,29.2,0.39,1.1,13.4,0
95537,31,1,0.17,29.9,29.6,30,0.39,1.1,13.4,0
95538,31,1,0.18,28.4,27.6,31.4,0.39,0.8,13.4,0
95539,31,1,0.25,29.5,28.6,30.9,0.39,0.8,13.4,0
95540,31,1,0.27,29.9,29,29,0.39,1.1,13.4,0
95541,31,1,0.38,30.2,29.3,28,0.39,0.8,13.4,0
95542,31,1,0.19,30.4,29.6,27.7,0.39,1.1,13.4,0
95543,31,1,0.15,29.9,29.1,26.3,0.39,1.1,13.4,1
95544,31,1,0.32,31.2,30.3,25.9,0.39,1.1,13.4,0
95545,31,2,0.46,30.8,30.3,35.9,0.39,0.8,13.4,1
95546,31,2,0.53,30.5,29.9,35.8,0.39,1.1,13.4,-1
95547,31,2,0.66,30.4,29.8,33.5,0.39,1.1,13.4,-2
95548,31,2,0.5,30.5,29.9,30.9,0.39,1.1,13.4,-1
95549,31,2,0.66,30.2,29.7,29.4,0.39,1.1,13.4,-1
95550,31,2,0.66,30.5,29.7,29.9,0.39,1.1,13.4,-1
95551,31,2,0.55,30.1,29.7,30.3,0.39,1.1,13.4,0
95552,31,2,0.4,29.1,28,32.8,0.39,1.3,13.4,1
95553,31,2,0.66,29.3,28.6,28.8,0.39,1.1,13.4,0
95554,31,2,0.14,29.8,29.2,25.5,0.39,1.1,13.4,0
95555,31,2,0.14,30.2,29.5,27.1,0.39,1.1,13.4,0
95556,31,2,0.14,29.9,29.3,27.4,0.39,1.1,13.4,1
95557,31,2,0.14,29.9,29.4,28.5,0.39,1.1,13.4,1
95558,31,2,0.14,30.1,29.4,31.4,0.39,1.1,13.4,1
95559,31,2,0.14,30.9,30.5,30.7,0.39,1.1,13.4,1
95560,31,2,0.14,30.9,30.4,48.5,0.39,1.1,13.4,1
95561,31,2,0.14,31,30.7,28.4,0.39,1.1,13.4,1
95562,31,2,0.14,31,30.8,29.7,0.39,1.1,13.4,1
95563,31,2,0.14,30.7,29.8,30.1,0.39,1.1,13.4,1
95564,31,2,0.14,32,30.8,29.1,0.39,1.1,13.4,1
95565,31,2,0.14,32.6,31.3,29.2,0.39,1.1,13.4,1
95566,31,2,0.14,32.9,31.5,30,0.39,1.1,13.4,1
95567,31,2,0.14,32,30.8,30,0.39,2,13.4,2
95568,31,2,0.14,31.5,30.3,30.5,0.39,1.1,13.4,1
95569,31,2,0.14,32,30.7,31.7,0.39,1.1,13.4,0
95570,31,2,0.14,32.1,30.9,31.6,0.39,1.1,13.4,0
95571,31,2,0.14,30.2,29.3,26.3,0.39,1.1,13.4,0
95572,31,2,0.14,30.7,30,25.9,0.39,1.1,13.4,0
95573,31,2,0.63,30.7,29.9,35.8,0.39,1.1,13.4,-2
95574,31,2,0.84,31.3,30.7,33.5,0.39,1.3,13.4,-2
95575,31,2,0.22,31.2,30.5,30.9,0.39,1.1,13.4,-2
95576,31,2,0.17,31.1,30.5,29.4,0.39,1.3,13.4,-1
95577,31,2,0.2,29.3,28.3,28.8,0.39,2,13.4,0
95578,31,2,0.16,30.6,29.7,25.5,0.39,1.1,13.4,0
95579,31,2,0.23,30.6,29.9,27.1,0.39,1.1,13.4,0
95580,31,2,0.27,30.5,30.5,27.4,0.39,1.1,13.4,-2
95581,31,2,0.17,31.3,30.8,28.5,0.39,1.1,13.4,0
95582,31,2,0.18,28.9,28,32.7,0.39,1.3,13.4,-1
95583,31,2,0.19,29.8,29.6,31.4,0.39,1.1,13.4,-2
95584,31,2,0.16,30.2,30.1,30.7,0.39,1.1,13.4,-2
95585,31,2,0.15,30.9,30.8,48.5,0.39,1.1,13.4,0
95586,31,2,0.18,30.9,30.8,28.4,0.39,1.1,13.4,-1
95587,31,2,0.18,30.8,30.7,29.7,0.39,1.1,13.4,0
95588,31,2,0.19,32.5,30.6,30.1,0.39,1.3,13.4,0
95589,31,2,0.18,30.3,29.9,29.1,0.39,1.1,13.4,0
95590,31,2,0.15,30.6,30.2,29.2,0.39,1.1,13.4,0
95591,31,2,0.17,30.6,30.2,30,0.39,1.1,13.4,-1
95592,31,2,0.16,30.7,30.3,30,0.39,1.1,13.4,0
95593,31,2,0.2,30.5,30.2,30.5,0.39,1.1,13.4,0
95594,31,2,0.2,29.8,28.9,27.7,0.39,1.1,13.4,0
95595,31,2,0.18,31.3,30.9,26.3,0.39,1.1,13.4,0
95596,31,2,0.15,31.3,31.3,25.9,0.39,1.1,13.4,0
95597,31,2,0.15,29.4,29.4,48.5,0.39,1.1,13.4,0
95598,31,2,0.18,29.3,29.4,48.5,0.39,1.1,13.4,0
95599,31,2,0.19,29.4,29.5,48.5,0.39,1.1,13.4,1
95600,31,2,0.19,29.4,29.6,48.5,0.39,1.1,13.4,1
95601,31,2,0.16,29.8,29.9,48.5,0.39,1.1,13.4,2
95602,31,2,0.16,30,30,48.5,0.39,1.1,13.4,2
95603,31,2,0.16,30.4,30.4,48.5,0.39,1.1,13.4,2
95604,31,2,0.15,30.6,30.5,48.5,0.39,1.1,13.4,0
95605,31,2,0.16,29.7,29.7,48.5,0.39,1.1,13.4,0
95606,31,2,0.18,30.1,30.1,48.5,0.39,1.1,13.4,0
95607,31,2,0.23,30.5,30.6,48.5,0.39,0.8,13.4,1
95608,31,2,0.72,31.1,31.4,48.5,0.39,1.1,13.4,1
95609,31,2,0.53,31,31.3,48.5,0.39,1.1,13.4,1
95610,31,2,0.28,30.8,31,48.5,0.39,1.1,13.4,1
95611,31,2,0.32,30.4,30.6,48.5,0.39,1.1,13.4,1
95612,31,2,0.24,30.7,30.9,48.5,0.39,1.1,13.4,1
95613,31,2,0.32,29.1,29.2,48.5,0.39,1.1,13.4,1
95614,31,2,0.35,29.7,29.8,48.5,0.39,1.1,13.4,0
95615,31,2,0.38,30.7,30.9,48.5,0.39,1.1,13.4,0
95616,31,2,0.44,31.2,31.4,48.5,0.39,1.1,13.4,1
95617,31,2,0.41,31.4,31.5,48.5,0.39,1.1,13.4,2
95618,31,2,0.34,31.7,31.7,48.5,0.39,1.1,13.4,2
95619,31,2,0.23,29.3,29.4,48.5,0.39,1.1,13.4,1
95620,31,2,0.24,30.1,30.3,48.5,0.39,1.1,13.4,1
95621,31,2,0.26,30.7,31,48.5,0.39,1.1,13.4,1
95622,31,2,0.31,31.9,32.1,48.5,0.39,1.1,13.4,1
95623,31,2,0.29,31.9,31.9,48.5,0.39,1.1,13.4,2
95624,31,2,0.27,31.7,31.8,48.5,0.39,1.1,13.4,2
95625,31,2,0.26,31.8,31.9,48.5,0.39,1.1,13.4,2
95626,31,2,0.23,31.2,31.2,48.5,0.39,1.1,13.4,2
95627,31,2,0.22,31.5,31.5,48.5,0.39,1.1,13.4,2
95629,31,2,0.18,29.3,29.4,48.5,0.39,1.1,13.4,1
95630,31,2,0.19,29.4,29.5,48.5,0.39,1.1,13.4,2
95631,31,2,0.19,29.4,29.6,48.5,0.39,1.1,13.4,2
95632,31,2,0.16,29.8,29.9,48.5,0.39,1.1,13.4,1
95635,31,2,0.14,29,29.1,48.5,0.39,1.1,13.4,1
95636,31,2,0.16,29.7,29.7,48.5,0.39,1.1,13.4,2
95637,31,2,0.18,30.1,30.1,48.5,0.39,1.1,13.4,2
95638,31,2,0.23,30.5,30.6,48.5,0.39,1.1,13.4,2
95639,31,2,0.72,31.1,31.4,48.5,0.39,1.1,13.4,2
95640,31,2,0.53,31,31.3,48.5,0.39,1.1,13.4,2
95641,31,2,0.32,30.4,30.6,48.5,0.39,1.1,13.4,2
95642,31,2,0.24,30.7,30.9,48.5,0.39,1.1,13.4,2
95643,31,2,0.32,29.1,29.2,48.5,0.39,1.1,13.4,2
95644,31,2,0.24,30.1,30.3,48.5,0.39,1.1,13.4,2
95645,31,2,0.26,30.7,31,48.5,0.39,1.1,13.4,2
95646,31,2,0.31,31.9,32.1,48.5,0.39,1.1,13.4,2
95647,31,2,0.29,31.9,31.9,48.5,0.39,1.1,13.4,1
95650,31,2,0.26,31.8,31.8,48.5,0.39,1.1,13.4,2
95651,31,2,0.2,29,29.3,48.5,0.39,1.1,13.4,0
95652,31,2,0.21,29.8,29.8,48.5,0.39,1.1,13.4,2
95653,31,2,0.21,30.2,30.3,48.5,0.39,1.1,13.4,2
95654,31,2,0.24,31,31.3,48.5,0.39,1.1,13.4,2
95655,31,2,0.23,31.2,31.2,48.5,0.39,1.3,13.4,2
95656,31,2,0.22,31.5,31.5,48.5,0.39,1.3,13.4,2
95657,31,2,0.21,30.4,30.6,48.5,0.39,1.1,13.4,2
95658,31,1,0.15,29.4,29.4,48.5,0.39,1.1,13.4,0
95659,31,1,0.18,29.3,29.4,48.5,0.39,0.8,13.4,0
95660,31,1,0.19,29.4,29.5,48.5,0.39,0.8,13.4,0
95661,31,1,0.19,29.4,29.6,48.5,0.39,0.8,13.4,0
95662,31,1,0.16,29.8,29.9,48.5,0.39,0.8,13.4,0
95663,31,1,0.16,30,30,48.5,0.39,0.8,13.4,0
95664,31,1,0.16,30.4,30.4,48.5,0.39,0.8,13.4,1
95665,31,1,0.15,30.6,30.5,48.5,0.39,0.8,13.4,0
95666,31,1,0.72,31.1,31.4,48.5,0.39,1.1,13.4,1
95667,31,1,0.53,31,31.3,48.5,0.39,1.1,13.4,1
95668,31,1,0.28,30.8,31,48.5,0.39,0.8,13.4,1
95669,31,1,0.32,30.4,30.6,48.5,0.39,1.1,13.4,1
95670,31,1,0.24,30.7,30.9,48.5,0.39,1.1,13.4,1
95671,31,1,0.2,30.9,30.9,48.5,0.39,1.1,13.4,0
95672,31,1,0.19,30.5,30.6,48.5,0.39,1.1,13.4,0
95673,31,1,0.2,30.2,30.2,48.5,0.39,0.8,13.4,0
95674,31,1,0.17,30.1,30.2,48.5,0.39,0.8,13.4,0
95675,31,1,0.35,29.7,29.8,48.5,0.39,0.8,13.4,1
95676,31,1,0.38,30.7,30.9,48.5,0.39,1.1,13.4,1
95677,31,1,0.44,31.2,31.4,48.5,0.39,1.1,13.4,0
95678,31,1,0.41,31.4,31.5,48.5,0.39,1.1,13.4,0
95679,31,1,0.34,31.7,31.7,48.5,0.39,1.1,13.4,0
95680,31,1,0.29,31.8,31.8,48.5,0.39,1.1,13.4,1
95681,31,1,0.29,31.8,31.8,48.5,0.39,1.1,13.4,0
95682,31,1,0.29,31.5,31.6,48.5,0.39,1.1,13.4,0
95683,31,1,0.24,30.1,30.3,48.5,0.39,1.1,13.4,1
95684,31,1,0.26,30.7,31,48.5,0.39,1.1,13.4,1
95685,31,1,0.31,31.9,32.1,48.5,0.39,1.1,13.4,1
95686,31,1,0.29,31.9,31.9,48.5,0.39,1.1,13.4,1
95687,31,1,0.27,31.7,31.8,48.5,0.39,1.1,13.4,1
95688,31,1,0.26,31.8,31.9,48.5,0.39,1.1,13.4,1
95689,31,1,0.26,31.8,31.8,48.5,0.39,1.1,13.4,1
95690,31,1,0.25,31.6,31.8,48.5,0.39,1.1,13.4,0
95691,31,1,0.23,31.5,31.5,48.5,0.39,1.1,13.4,0
95692,31,1,0.23,31,31,48.5,0.39,1.1,13.4,0
95693,31,1,0.22,30.6,30.7,48.5,0.39,1.1,13.4,0
95694,31,1,0.16,29.2,29.2,48.5,0.39,1.1,13.4,-1
95695,31,1,0.16,29.3,29.3,48.5,0.39,0.8,13.4,0
95696,31,1,0.19,29.5,29.6,48.5,0.39,0.8,13.4,1
95697,31,1,0.17,29.8,29.7,48.5,0.39,0.8,13.4,1
95698,31,1,0.16,30.1,30.1,48.5,0.39,0.8,13.4,1
95699,31,1,0.2,30.6,30.5,48.5,0.39,0.8,13.4,1
95700,31,1,0.15,30.7,30.6,48.5,0.39,0.8,13.4,1
95701,31,1,0.16,30.7,30.8,48.5,0.39,0.8,13.4,1
95702,31,1,0.16,29.7,29.7,48.5,0.39,3.8,13.4,1
95703,31,1,0.16,30.1,30.1,48.5,0.39,3.8,13.4,1
95704,31,1,0.17,30.5,30.5,48.5,0.39,3.8,13.4,1
95705,31,1,0.17,30.6,30.6,48.5,0.39,3.8,13.4,1
95706,31,1,0.24,30.8,30.8,48.5,0.39,0.8,13.4,1
95707,31,1,0.17,30,29.9,48.5,0.39,0.8,13.4,1
95708,31,1,0.22,30.3,30.3,48.5,0.39,0.8,13.4,1
95709,31,1,0.18,30.6,30.5,48.5,0.39,0.8,13.4,1
95710,31,1,0.19,31,30.9,48.5,0.39,0.8,13.4,1
95711,31,1,0.18,31.2,31.2,48.5,0.39,0.8,13.4,1
95712,31,1,0.18,31.3,31.3,48.5,0.39,0.8,13.4,1
95713,31,1,0.17,31.1,31.1,48.5,0.39,0.8,13.4,1
95714,31,1,0.24,30.7,30.8,48.5,0.39,0.8,13.4,0
95715,31,1,0.23,29.3,29.3,48.5,0.39,1.3,13.4,0
95716,31,1,0.45,29.6,29.5,48.5,0.39,1.1,13.4,0
95717,31,1,0.31,30.1,30,48.5,0.39,1.3,13.4,2
95718,31,1,0.28,29.4,29.4,48.5,0.39,1.16,13.4,1
95719,31,1,0.29,28.3,28.5,48.5,0.39,1.1,13.4,1
95720,31,1,0.34,28.9,29,48.5,0.39,1.1,13.4,1
95721,31,1,0.35,29.3,29.4,48.5,0.39,1.1,13.4,1
95722,31,1,0.32,30,29.9,48.5,0.39,0.8,13.4,-1
95723,31,1,0.3,30.2,30.2,48.5,0.39,0.8,13.4,1
95724,31,1,0.28,30.3,30.3,48.5,0.39,1.1,13.4,1
95725,31,1,0.16,29.2,29.2,48.5,0.39,1.1,13.4,0
95726,31,1,0.16,29.3,29.3,48.5,0.39,1.1,13.4,0
95727,31,1,0.19,29.5,29.6,48.5,0.39,1.1,13.4,0
95728,31,1,0.17,29.8,29.7,48.5,0.39,1.1,13.4,0
95729,31,1,0.16,30.1,30.1,48.5,0.39,1.1,13.4,0
95730,31,1,0.2,30.6,30.5,48.5,0.39,1.1,13.4,0
95731,31,1,0.15,30.7,30.6,48.5,0.39,1.1,13.4,0
95732,31,1,0.16,30.7,30.8,48.5,0.39,1.1,13.4,1
95733,31,1,0.14,30.4,30.4,48.5,0.39,0.8,13.4,0
95734,31,1,0.14,29.2,29.1,48.5,0.39,1.1,13.4,1
95735,31,1,0.15,29.1,29.2,48.5,0.39,1.1,13.4,1
95736,31,1,0.16,29.7,29.7,48.5,0.39,1.1,13.4,1
95737,31,1,0.17,30.5,30.5,48.5,0.39,1.1,13.4,0
95738,31,1,0.24,30.8,30.8,48.5,0.39,0.8,13.4,0
95739,31,1,0.3,30.3,30.4,48.5,0.39,1.1,13.4,1
95740,31,1,0.18,30.6,30.6,48.5,0.39,1.1,13.4,0
95741,31,1,0.31,30.6,30.6,48.5,0.39,0.8,13.4,0
95742,31,1,0.18,30.6,30.5,48.5,0.39,1.1,13.4,0
95743,31,1,0.19,31,30.9,48.5,0.39,1.1,13.4,0
95744,31,1,0.18,31.2,31.2,48.5,0.39,1.16,13.4,0
95745,31,1,0.18,31.3,31.3,48.5,0.39,1.1,13.4,1
95746,31,1,0.17,31.1,31.1,48.5,0.39,1.1,13.4,0
95747,31,1,0.23,29.3,29.3,48.5,0.39,1.1,13.4,0
95749,31,1,0.31,30.1,30,48.5,0.39,1.1,13.4,0
95750,31,1,0.37,30.5,30.5,48.5,0.39,1.1,13.4,0
95751,31,1,0.26,30.9,30.8,48.5,0.39,1.1,13.4,0
95752,31,1,0.28,31.3,31.1,48.5,0.39,0.8,13.4,0
95753,31,1,0.34,31.3,31.2,48.5,0.39,1.1,13.4,0
95754,31,1,0.36,31.3,31.2,48.5,0.39,1.1,13.4,0
95755,31,1,0.31,31.2,31.1,48.5,0.39,1.1,13.4,0
95756,31,1,0.29,28.3,28.5,48.5,0.39,1.1,13.4,0
95757,31,1,0.34,28.9,29,48.5,0.39,1.1,13.4,0
95758,31,1,0.35,29.3,29.4,48.5,0.39,1.1,13.4,0
95759,31,1,0.32,30,29.9,48.5,0.39,1.1,13.4,0
95760,31,1,0.3,30.2,30.2,48.5,0.39,1.1,13.4,0
95762,31,1,0.28,30.3,30.3,48.5,0.39,1.1,13.4,0
95763,31,2,0.16,29.3,29.3,48.5,0.39,1.1,13.4,2
95764,31,2,0.19,29.5,29.6,48.5,0.39,1.1,13.4,1
95765,31,2,0.17,29.8,29.7,48.5,0.39,1.1,13.4,1
95766,31,2,0.16,30.1,30.1,48.5,0.39,1.1,13.4,1
95767,31,2,0.2,30.6,30.5,48.5,0.39,3.8,13.4,2
95768,31,2,0.15,30.7,30.6,48.5,0.39,1.1,13.4,1
95769,31,2,0.16,30.7,30.8,48.5,0.39,1.1,13.4,0
95770,31,2,0.17,30.5,30.5,48.5,0.39,1.1,13.4,1
95771,31,2,0.17,30.6,30.6,48.5,0.39,1.1,13.4,1
95772,31,2,0.24,30.8,30.8,48.5,0.39,1.1,13.4,1
95773,31,2,0.3,30.3,30.4,48.5,0.39,1.1,13.4,0
95774,31,2,0.18,30.6,30.6,48.5,0.39,1.1,13.4,0
95775,31,2,0.31,30.6,30.6,48.5,0.39,1.1,13.4,0
95776,31,2,0.22,30.3,30.3,48.5,0.39,1.1,13.4,0
95777,31,2,0.18,30.6,30.5,48.5,0.39,2,13.4,1
95778,31,2,0.19,31,30.9,48.5,0.39,1.1,13.4,1
95779,31,2,0.18,31.2,31.2,48.5,0.39,1.1,13.4,0
95780,31,2,0.18,31.3,31.3,48.5,0.39,1.1,13.4,1
95781,31,2,0.37,30.5,30.5,48.5,0.39,1.1,13.4,0
95782,31,2,0.26,30.9,30.8,48.5,0.39,1.1,13.4,1
95783,31,2,0.28,31.3,31.1,48.5,0.39,1.1,13.4,1
95784,31,2,0.34,31.3,31.2,48.5,0.39,1.1,13.4,1
95785,31,2,0.36,31.3,31.2,48.5,0.39,1.1,13.4,1
95786,31,2,0.31,31.2,31.1,48.5,0.39,1.1,13.4,1
95787,31,2,0.17,29.8,29.7,48.5,0.39,2,13.4,1
95788,31,2,0.16,30.1,30.1,48.5,0.39,0.8,13.4,0
95789,31,2,0.2,30.6,30.5,48.5,0.39,1.1,13.4,0
95790,31,2,0.15,30.7,30.6,48.5,0.39,1.1,13.4,0
95793,31,2,0.17,30.6,30.6,48.5,0.39,1.1,13.4,0
95794,31,2,0.24,30.8,30.8,48.5,0.39,1.1,13.4,0
95797,31,2,0.31,30.6,30.6,48.5,0.39,1.1,13.4,1
95798,31,2,0.18,30.6,30.5,48.5,0.39,1.1,13.4,0
95799,31,2,0.19,31,30.9,48.5,0.39,1.1,13.4,0
95801,31,2,0.18,31.3,31.3,48.5,0.39,1.1,13.4,0
95802,31,2,0.17,31.1,31.1,48.5,0.39,3.8,13.4,0
95804,31,2,0.28,31.3,31.1,48.5,0.39,1.1,13.4,0
95805,31,2,0.34,31.3,31.2,48.5,0.39,1.1,13.4,0
95807,31,2,0.31,31.2,31.1,48.5,0.39,1.1,13.4,-1
95808,31,2,0.3,30.2,30.2,48.5,0.39,1.16,13.4,0
95809,31,2,0.28,30.3,30.3,48.5,0.39,1.1,13.4,0
95811,31,1,0.16,29.2,29.2,48.5,0.39,1.16,13.4,2
95812,31,1,0.16,29.3,29.3,48.5,0.39,1.3,13.4,1
95813,31,1,0.19,29.5,29.6,48.5,0.39,1.3,13.4,1
95814,31,1,0.17,29.8,29.7,48.5,0.39,1.3,13.4,1
95815,31,1,0.16,30.1,30.1,48.5,0.39,1.1,13.4,1
95816,31,1,0.2,30.6,30.5,48.5,0.39,1.3,13.4,-1
95817,31,1,0.15,30.7,30.6,48.5,0.39,1.3,13.4,0
95818,31,1,0.16,30.7,30.8,48.5,0.39,1.3,13.4,1
95819,31,1,0.14,30.4,30.4,48.5,0.39,1.3,13.4,1
95820,31,1,0.14,29,29,48.5,0.39,0.8,13.4,0
95821,31,1,0.14,29.2,29.1,48.5,0.39,2,13.4,1
95822,31,1,0.15,29.1,29.2,48.5,0.39,1.3,13.4,0
95823,31,1,0.16,29.7,29.7,48.5,0.39,2,13.4,1
95824,31,1,0.16,30.1,30.1,48.5,0.39,1.3,13.4,0
95825,31,1,0.17,30.5,30.5,48.5,0.39,3.8,13.4,2
95826,31,1,0.17,30.6,30.6,48.5,0.39,1.3,13.4,1
95827,31,1,0.24,30.8,30.8,48.5,0.39,1.3,13.4,1
95828,31,1,0.3,30.3,30.4,48.5,0.39,1.3,13.4,1
95829,31,1,0.18,30.6,30.6,48.5,0.39,1.3,13.4,1
95830,31,1,0.31,30.6,30.6,48.5,0.39,1.16,13.4,2
95831,31,1,0.14,30.2,30.2,48.5,0.39,1.3,13.4,1
95832,31,1,0.14,30.1,30,48.5,0.39,1.3,13.4,1
95833,31,1,0.2,29.1,29,48.5,0.39,1.3,13.4,0
95834,31,1,0.21,29.3,29.2,48.5,0.39,0.8,13.4,1
95838,31,1,0.37,30.5,30.5,48.5,0.39,1.1,13.4,1
95839,31,1,0.26,30.9,30.8,48.5,0.39,1.1,13.4,1
95840,31,1,0.28,31.3,31.1,48.5,0.39,1.1,13.4,1
95841,31,1,0.34,31.3,31.2,48.5,0.39,1.3,13.4,1
95842,31,1,0.36,31.3,31.2,48.5,0.39,1.1,13.4,1
95843,31,1,0.31,31.2,31.1,48.5,0.39,1.1,13.4,1
95844,31,1,0.28,29.4,29.4,48.5,0.39,3.8,13.4,1
95848,31,1,0.32,30,29.9,48.5,0.39,1.1,13.4,1
95849,31,1,0.3,30.2,30.2,48.5,0.39,1.1,13.4,1
95851,31,2,0.18,29.3,29.4,48.5,0.39,1.3,13.4,1
95854,31,2,0.14,29,29.1,48.5,0.39,1.1,13.4,0
95856,31,2,0.18,30.1,30.1,48.5,0.39,1.1,13.4,1
95857,31,2,0.23,30.5,30.6,48.5,0.39,1.1,13.4,1
95858,31,2,0.72,31.1,31.4,48.5,0.39,1.16,13.4,0
95860,31,2,0.29,28.8,29,48.5,0.39,1.1,13.4,0
95862,31,2,0.35,29.7,29.8,48.5,0.39,1.3,13.4,1
95864,31,2,0.44,31.2,31.4,48.5,0.39,1.16,13.4,0
95865,31,2,0.41,31.4,31.5,48.5,0.39,1.1,13.4,1
95866,31,2,0.23,29,29.1,48.5,0.39,1.16,13.4,1
95870,31,2,0.31,31.9,32.1,48.5,0.39,1.3,13.4,2
95872,31,2,0.2,29.3,29.5,48.5,0.39,1.1,13.4,0
95873,31,2,0.2,29,29.3,48.5,0.39,1.1,13.4,1
95874,31,2,0.21,29.8,29.8,48.5,0.39,1.1,13.4,0
95875,31,2,0.21,30.2,30.3,48.5,0.39,1.16,13.4,1
95876,31,2,0.24,31,31.3,48.5,0.39,0.8,13.4,0
95877,31,2,0.23,31.2,31.2,48.5,0.39,1.1,13.4,1
95878,31,2,0.14,29.9,30.3,48.5,0.39,1.16,13.4,2
95879,31,2,0.14,30,31,48.5,0.39,1.1,13.4,1
95880,31,2,0.14,30.5,31.8,48.5,0.39,1.1,13.4,1
95881,31,2,0.14,30.9,32.1,48.5,0.39,1.1,13.4,1
95882,31,2,0.14,30,30.5,48.5,0.39,1.16,13.4,1
95883,31,2,0.14,30.2,31.2,48.5,0.39,1.1,13.4,1
95884,31,2,0.14,30.6,32.3,48.5,0.39,0.8,13.4,2
95885,31,2,0.14,30.3,31,48.5,0.39,1.1,13.4,2
