,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Clo,Met,Outdoor monthly air temperature (¡C),Thermal sensation
85829,31,1,0.26,26.9,27.5,56,0.47,1.09,13.4,0
85830,31,1,0.21,26.9,27.2,56,0.47,1.17,13.4,0
85831,31,1,0.26,26.9,27.5,56,0.57,1.16,13.4,0
85832,24,1,0.21,26.9,27.4,56,0.55,1.14,13.4,0
85833,18,1,0.26,26.9,26.9,56,0.57,1.04,13.4,-1
85834,18,1,0.26,27,26.1,55.5,0.51,1.2,13.4,-1
85835,31,1,0.26,27,26.1,55.5,0.55,1.09,13.4,1
85836,24,1,0.26,26.9,26.9,54.8,0.57,1.26,13.4,-1
85837,18,2,0.26,27,26.1,55.5,0.52,1.17,13.4,2
85838,18,1,0.26,26.9,26.3,56,0.59,1.28,13.4,0
85839,31,1,0.26,26.9,26.3,56,0.51,1.28,13.4,1
85840,18,1,0.26,26.9,26.3,56,0.51,1.33,13.4,-1
85841,18,1,0.26,27,26.1,55.5,0.57,1.17,13.4,0
85842,24,1,0.26,27,26.1,55.5,0.55,1.28,13.4,2
85843,31,1,0.26,26.9,26.3,56,0.47,1.04,13.4,1
85844,18,1,0.33,26.5,26.8,58.1,0.47,1.22,13.4,0
85845,31,1,0.77,26.5,27,57.5,0.55,1.09,13.4,0
85846,18,1,0.27,26.5,26.8,57.5,0.55,1.13,13.4,-2
85847,60,1,0.28,26.5,26.2,58.1,0.56,1.2,13.4,-1
85848,38,1,0.38,26.5,26.2,58.1,0.47,1.06,13.4,0
85849,31,1,0.28,26.5,26.2,58.1,0.55,1.09,13.4,0
85850,38,1,0.28,26.5,26.2,58.1,0.51,1.06,13.4,0
85851,24,2,0.28,26.5,26.2,58.1,0.48,1.11,13.4,0
85852,31,1,0.28,26.5,26.2,58.1,0.47,1.06,13.4,1
85853,24,2,0.28,26.5,26.2,58.1,0.64,1.09,13.4,-1
85854,31,1,0.28,26.5,26.2,58.1,0.62,1.06,13.4,0
85855,24,2,0.28,26.5,26.2,58.1,0.52,1.13,13.4,1
85856,18,2,0.28,26.5,26.2,58.1,0.35,1.06,13.4,0
85857,24,1,0.28,26.5,26.2,58.7,0.57,1.26,13.4,0
85858,24,2,0.28,26.5,26.2,58.1,0.41,1.19,13.4,1
85860,38,1,0.28,26.5,26.5,58.1,0.51,1.06,13.4,0
85861,31,1,0.39,26.5,26.8,57.5,0.47,1.28,13.4,0
85862,38,1,0.27,26.5,26.8,57.5,0.57,1.34,13.4,0
85863,18,1,0.22,26.7,26.2,54.6,0.57,1.2,13.4,1
85864,18,1,0.22,26.7,26.2,54.6,0.47,1.2,13.4,0
85865,31,2,0.27,26.5,27.1,53.2,0.53,1.29,13.4,0
85866,31,2,0.27,26.5,26.5,53.2,0.32,1.06,13.4,0
85867,18,2,0.19,26.5,26.5,53.2,0.42,1.06,13.4,2
85868,24,1,0.27,26.5,26.5,53.2,0.47,1.06,13.4,0
85869,24,2,0.27,26.5,26.5,53.2,0.4,1.18,13.4,1
85870,24,2,0.27,26.5,26.5,53.2,0.53,1.06,13.4,0
85871,18,2,0.27,26.5,26.5,53.2,0.63,1.06,13.4,0
85872,24,1,0.27,26.5,26.5,53.2,0.47,1.28,13.4,1
85873,18,2,0.29,27.2,27.2,51.5,0.51,1.06,13.4,0
85874,24,2,0.28,27.2,26.6,51.5,0.44,1.06,13.4,0
85875,18,2,0.28,27.2,26.6,51.5,0.53,1.35,13.4,1
85876,18,2,0.28,27.2,26.6,51.5,0.31,1.1,13.4,0
85877,24,2,0.28,27.2,26.6,51.5,0.54,1.26,13.4,0
85878,24,1,0.28,27.2,26.6,51.5,0.61,1.06,13.4,0
85879,24,1,0.28,27.2,26.6,51.5,0.55,1.28,13.4,0
85880,18,1,0.28,27.2,26.6,51.5,0.55,1.35,13.4,2
85881,18,2,0.28,27.2,26.6,51.5,0.41,1.28,13.4,2
85882,18,1,0.28,27.2,26.6,51.5,0.57,1.2,13.4,1
85883,24,1,0.28,27.2,26.6,51.5,0.57,1.26,13.4,0
85884,31,2,0.28,27.2,26.6,51.5,0.41,1.13,13.4,0
85885,24,1,0.28,27.2,26.6,51.5,0.55,1.13,13.4,0
85886,31,1,0.25,27.2,26.9,51.5,0.55,1.35,13.4,0
85887,31,2,0.34,28,27.7,48.8,0.33,1.13,13.4,0
85888,24,1,0.34,28,27.7,48.8,0.55,1.13,13.4,1
85889,18,2,0.34,28,27.7,48.8,0.53,1.29,13.4,-1
85890,24,1,0.34,28,27.7,48.8,0.47,1.06,13.4,0
85891,24,1,0.34,28,27.7,48.8,0.55,1.28,13.4,-1
85892,18,2,0.34,28,27.7,48.8,0.37,1.13,13.4,0
85893,18,1,0.34,28,27.7,48.8,0.61,1.06,13.4,0
85894,24,1,0.34,28,27.7,48.8,0.55,1.06,13.4,1
85895,24,1,0.34,28,27.7,48.8,0.59,1.11,13.4,0
85896,52,2,0.33,28,27.7,48.8,0.49,1.13,13.4,1
85897,24,2,0.27,28,28.6,50.5,0.47,1.1,13.4,1
85898,31,1,0.29,28,28.6,50.5,0.55,1.09,13.4,0
85899,18,1,0.06,27.5,27.1,50,0.57,1.2,13.4,2
85900,18,1,0.06,27.5,27.1,50,0.47,1.2,13.4,2
85901,18,1,0.06,27.5,27.1,50,0.6,1.35,13.4,1
85902,18,1,0.06,27.5,27.1,50,0.55,1.2,13.4,0
85903,18,1,0.23,27.5,27,50,0.55,1.35,13.4,0
85904,18,2,0.13,27.5,27.5,46.6,0.44,1.32,13.4,0
85905,38,1,0.06,27.7,27.7,46.8,0.57,1.2,13.4,2
85906,24,2,0.4,27.7,27.7,46.8,0.44,1.36,13.4,0
85907,24,1,0.06,27.7,27.7,46.8,0.61,1.35,13.4,0
85908,31,2,0.07,27.7,27.7,46.8,0.41,1.13,13.4,0
85909,18,2,0.29,28.6,29.2,44.5,0.47,1.09,13.4,1
85910,24,2,0.22,28,28.5,50.5,0.62,1.09,13.4,0
85911,18,2,0.22,28.6,29.1,44.5,0.3,1.28,13.4,2
85912,18,2,0.33,28.6,29.2,44.5,0.47,1.16,13.4,2
85913,18,2,0.28,26.8,27.1,51.1,0.79,1.13,13.4,-1
85914,38,1,0.3,26.8,27.1,51.1,0.65,1.28,13.4,-1
85915,31,2,0.37,26.8,27.1,51.1,0.52,1.25,13.4,0
85916,24,2,0.27,26.8,27.1,51.1,0.57,1.09,13.4,0
85917,31,1,0.3,27.9,27.3,45.9,0.51,1.06,13.4,0
85918,31,1,0.31,27.7,27.7,46.8,0.55,1.2,13.4,0
85919,18,1,0.31,27.9,27.3,44.8,0.67,1.06,13.4,2
85920,45,1,0.31,27.9,27.3,45.9,0.47,1.06,13.4,2
85921,24,1,0.31,27.9,27.3,45.9,0.47,1.13,13.4,0
85922,31,1,0.31,27.9,27.3,45.9,0.47,1.06,13.4,2
85923,18,1,0.31,27.9,27.3,45.9,0.47,1.13,13.4,2
85924,45,1,0.49,27.3,27.3,48.7,0.62,1.06,13.4,2
85925,24,1,0.28,28.2,28.8,41.9,0.57,1.09,13.4,0
85926,31,1,0.16,28.2,28.7,41.9,0.55,1.18,13.4,2
85927,18,2,0.37,27.4,26.7,49.4,0.35,1.13,13.4,0
85928,38,1,0.37,27.4,26.7,49.4,0.51,1.06,13.4,1
85929,31,1,0.39,27.6,26.6,51.3,0.55,1.06,13.4,0
85930,31,1,0.38,27.6,26.6,51.3,0.47,1.17,13.4,1
85931,18,2,0.39,27.5,26.5,47.7,0.53,1.17,13.4,0
85932,24,2,0.39,27.5,26.5,47.7,0.3,1.06,13.4,0
85933,24,1,0.2,28.8,28.5,41.6,0.55,1.09,13.4,-1
85934,18,2,0.12,28.8,28.6,41.6,0.7,1.2,13.4,1
85935,24,2,0.21,28.8,28.8,44.7,0.53,1.34,13.4,1
85936,52,1,0.09,28.8,28.8,42.1,0.59,1.24,13.4,1
85937,18,2,0.33,28.6,28.9,41.8,0.51,1.11,13.4,0
85938,18,2,0.31,28.5,29.1,42.3,0.53,1.12,13.4,0
85939,24,1,0.27,28.6,28.9,41.8,0.57,1.08,13.4,1
85940,52,1,0.13,26.6,26.6,48.5,0.51,1.19,13.4,1
85941,24,2,0.12,27.7,27.7,47.4,0.31,1.1,13.4,0
85942,24,2,0.26,26.9,26.9,48.8,0.58,1.2,13.4,0
85943,24,2,0.26,26.9,26.9,48.8,0.33,1.28,13.4,2
85944,31,1,0.18,26.5,26.5,49.6,0.59,1.1,13.4,2
85945,24,1,0.36,27,27,50.7,0.57,1.28,13.4,1
85946,18,2,0.32,27.6,27.6,49.6,0.44,1.35,13.4,1
85947,18,2,0.21,26.5,26.5,49.6,0.43,1.16,13.4,1
85948,24,2,0.38,27.6,27.6,49.6,0.32,1.2,13.4,1
85949,52,1,0.12,26.8,27,47.6,0.51,1.09,13.4,0
85950,24,1,0.31,27.2,27.2,57.5,0.47,1.36,13.4,0
85951,24,2,0.31,27.2,27.2,57.5,0.52,1.24,13.4,0
85952,18,1,0.31,27.2,27.2,57.5,0.55,1.06,13.4,2
85953,31,1,0.31,27.2,27.2,57.5,0.61,1.13,13.4,0
85954,18,1,0.31,27.2,27.2,57.5,0.47,1.09,13.4,1
85955,18,2,0.31,27.2,27.2,57.5,0.64,1.09,13.4,1
85956,18,1,0.31,27.2,27.2,57.5,0.61,1.13,13.4,1
85957,18,2,0.31,27.2,27.2,57.5,0.4,1.22,13.4,-1
85958,31,1,0.31,27.2,27.2,57.5,0.47,1.18,13.4,1
85959,18,1,0.26,27.2,27.5,47.4,0.7,1.22,13.4,2
85960,18,1,0.78,27.4,27.4,46.5,0.55,1.13,13.4,0
85961,31,1,0.26,27.2,27.5,47.4,0.59,1.18,13.4,1
85962,24,1,0.38,27.2,27.2,59.9,0.38,1.31,13.4,2
85963,18,1,0.38,27.2,27.2,59.9,0.5,1.18,13.4,0
85964,24,2,0.29,27.3,27.3,67.6,0.42,1.14,13.4,0
85965,18,2,0.29,27.3,27.3,63.7,0.62,1.06,13.4,1
85966,31,1,0.18,27.3,27.5,46.4,0.47,1.33,13.4,0
85967,31,1,0.16,27.3,27.3,47.5,0.51,1.12,13.4,0
85968,38,1,0.16,27.3,27.5,47,0.59,1.09,13.4,0
85969,31,1,0.17,27.3,27.5,48.1,0.47,1.26,13.4,1
85970,38,1,0.16,27.4,27.4,46.5,0.57,1.24,13.4,1
85971,45,1,0.16,27.3,27.5,47,0.47,1.11,13.4,0
85972,24,1,0.16,27.3,27.5,47,0.55,1.14,13.4,0
85973,24,1,0.15,28.1,28.6,46.2,0.61,1.17,13.4,1
85974,24,1,0.08,28.1,28.5,20.9,0.57,1.28,13.4,2
85975,31,2,0.26,28.3,28.3,53.1,0.49,1.06,13.4,2
85976,45,2,0.59,28.6,27.4,53.4,0.93,1.18,13.4,1
85977,24,2,0.59,28.6,28.2,53.4,0.44,1.13,13.4,2
85978,24,2,0.22,29.2,28.7,57.4,0.31,1.11,13.4,1
85979,38,1,0.22,29.2,28.7,57.4,0.62,1.09,13.4,2
85980,24,2,0.22,29.2,28.7,57.4,0.47,1.22,13.4,1
85981,45,2,0.39,29.2,28.5,57.4,0.62,1.09,13.4,2
85982,52,1,0.37,29.8,29.8,57.3,0.59,1.35,13.4,2
85983,31,1,0.21,29.7,30,58.9,0.55,1.12,13.4,1
85984,24,2,0.31,29.3,28.7,56.9,0.43,1.09,13.4,1
85985,24,1,0.36,29.2,29.2,56.8,0.61,1.09,13.4,2
85986,24,2,0.34,29.2,29.2,56.8,0.4,1.09,13.4,2
85987,31,1,0.48,29.2,29.2,56.8,0.55,1.15,13.4,0
85989,31,2,0.32,29.8,30.4,58.4,0.41,1.11,13.4,2
85990,38,2,0.24,29.8,30.6,58.4,0.31,1.12,13.4,0
85991,24,2,0.36,29.8,30.8,59,0.58,1.16,13.4,2
85992,31,2,0.26,29.8,29.8,58.4,0.47,1.09,13.4,2
85993,38,2,0.24,28.9,29.2,63,0.41,1.15,13.4,0
85994,38,1,0.23,28.9,29.2,63,0.51,1.11,13.4,1
85995,31,2,0.22,28.9,29.2,63,0.58,1.15,13.4,2
85996,24,1,0.21,28.9,29.2,63,0.67,1.11,13.4,1
85997,31,2,0.34,28.5,28.8,51,0.31,1.06,13.4,1
85998,31,1,0.27,29.5,30.1,60.5,0.57,1.09,13.4,0
86000,45,2,0.3,29.5,30.1,55.9,0.52,1.09,13.4,1
86001,38,1,0.31,29.5,29.8,55.9,0.51,1.12,13.4,1
86002,24,2,0.23,29.5,29.5,55.9,0.32,1.11,13.4,2
86003,31,2,0.23,29.5,29.5,55.9,0.43,1.08,13.4,2
86004,31,1,0.18,29.4,29.6,55.2,0.51,1.19,13.4,2
86005,24,1,0.13,29.6,29.6,53.7,0.47,1.09,13.4,2
86006,45,2,0.34,29.6,29.9,53.7,0.49,1.09,13.4,0
86007,24,1,0.22,29.6,29.6,53.7,0.51,1.16,13.4,2
86008,38,2,0.23,29.6,29.6,53.7,0.33,1.14,13.4,2
86010,18,2,0.26,29,29.3,57.2,0.59,1.14,13.4,2
86011,24,2,0.22,29,29.3,57.2,0.31,1.22,13.4,1
86012,31,2,0.33,28.5,28.5,59.7,0.49,1.12,13.4,0
86013,38,2,0.22,28.5,28.5,59.7,0.33,1.13,13.4,2
86014,38,1,0.27,28.5,28.5,59.7,0.55,1.13,13.4,2
86015,24,1,0.21,28.5,28.5,59.7,0.55,1.26,13.4,0
86016,24,2,0.23,28.5,28.5,59.7,0.52,1.31,13.4,2
86017,38,1,0.22,28.5,28.5,59.7,0.61,1.13,13.4,0
86018,24,2,0.26,28.6,28.6,61.6,0.49,1.23,13.4,1
86020,24,2,0.34,28.5,28.8,51,0.48,1.09,13.4,0
86021,31,1,0.39,28.7,28.7,52.9,0.61,1.52,13.4,0
86022,45,2,0.26,28.3,27.4,54.9,0.63,1.35,13.4,1
86023,18,2,0.26,28.3,27.4,54.9,0.52,1.13,13.4,0
87785,31,1,0.12,24.7,24.5,38.6,0.57,1.31,13.4,1
87786,31,1,0.12,24.7,24.7,43.9,0.68,1.29,13.4,1
87787,31,1,0.36,24.6,24.3,47.4,0.61,1.06,13.4,0
87788,31,1,0.1,25.3,25.1,44.1,0.61,1.06,13.4,1
87789,24,1,0.23,24.7,24.7,45.7,0.65,1.06,13.4,2
87790,31,1,0.14,24.7,24.7,44.5,0.8,1.06,13.4,1
87792,39,1,0.14,25,25.2,46.1,0.57,1.13,13.4,2
87794,24,2,0.13,25,25.4,46.1,0.72,1.14,13.4,1
87795,31,1,0.08,22.1,23.3,48.3,0.65,1.29,13.4,0
87796,18,1,0.06,22.8,24.8,35.2,0.7,1.17,13.4,0
87797,24,1,0.09,22.5,22.5,35.3,0.79,1.06,13.4,2
87798,24,2,0.05,21.4,22.2,38,0.79,1.06,13.4,0
87799,31,1,0.1,22.7,27.6,33.8,0.65,1.14,13.4,1
87800,31,2,0.26,21.4,24,38.7,0.48,1.13,13.4,0
87801,24,1,0.18,22.2,20.5,34.8,0.57,1.07,13.4,0
87802,31,2,0.28,21.5,20,36.2,1,1.2,13.4,-2
87803,18,1,0.13,21.4,23.2,38.7,0.65,1.13,13.4,1
87804,24,1,0.11,22.3,22.1,34.4,0.8,1.06,13.4,0
87805,45,1,0.1,22.8,23.4,34.6,0.69,1.13,13.4,0
87806,60,1,0.08,21.6,23.1,37,0.86,1.1,13.4,0
87807,39,1,0.1,22.5,24.1,34.7,0.82,1.06,13.4,0
87808,31,1,0.08,21.8,23.3,37.4,0.68,1.09,13.4,0
87809,31,2,0.08,21.8,25.3,39.3,0.54,1.09,13.4,0
87810,31,1,0.12,22.5,23.4,35.9,0.67,1.17,13.4,0
87811,39,1,0.15,22.8,23.7,36.4,0.66,1.16,13.4,0
87812,31,1,0.11,22.4,23.9,37.6,0.61,1.37,13.4,0
87813,24,1,0.16,21.6,22.1,36.4,0.65,1.13,13.4,0
87814,18,2,0.08,21,23.1,35.4,0.54,1.17,13.4,-1
87815,24,1,0.08,21.9,22.3,31.2,0.61,1.26,13.4,0
87816,24,1,0.18,22.3,22.8,33.8,0.91,1.06,13.4,1
87817,24,2,0.08,21.9,22.3,31.2,0.64,1.21,13.4,1
87818,24,2,0.08,21.9,23.6,38.2,0.51,1.13,13.4,0
87819,24,1,0.11,21.5,23,38.2,0.61,1.17,13.4,0
87820,31,1,0.13,22.3,22.7,36.2,0.61,1.13,13.4,1
87821,31,1,0.12,21.6,22.7,39,0.66,1.13,13.4,0
87822,24,2,0.2,21,23.1,32.2,1.04,1.24,13.4,-1
87823,39,1,0.37,21.6,22.6,32,0.91,1.29,13.4,0
87824,24,2,0.23,21.8,22.9,30.5,0.67,1.06,13.4,0
87825,31,1,0.11,20.1,19.3,35.9,0.67,1.13,13.4,-1
87826,24,1,0.17,22.2,22,29.9,0.91,1.13,13.4,0
87827,24,2,0.23,20,21.4,35.1,0.57,1.29,13.4,-2
87828,24,2,0.32,21.3,21.3,32.1,0.94,1.06,13.4,0
87829,31,1,0.25,21.5,23.8,31.2,0.7,1.37,13.4,1
87830,24,1,0.11,20.5,21.1,33.9,0.92,1.12,13.4,0
87831,18,2,0.13,20.5,24.1,33.9,0.84,1.23,13.4,1
87832,31,2,0.16,22.2,22.7,31.1,0.69,1.13,13.4,2
87833,39,1,0.16,22.7,22.5,29,0.73,1.24,13.4,0
87834,18,1,0.09,21.6,22.6,32,1.04,1.31,13.4,1
87836,31,1,0.14,23.2,23.2,29.3,0.7,1.2,13.4,0
87837,52,2,0.08,22.3,23.8,33.8,0.68,1.11,13.4,0
87839,18,2,0.08,22.3,23.8,33.8,0.79,1.16,13.4,0
87840,31,1,0.28,23.3,22.7,30,0.61,1.36,13.4,-2
87841,52,1,0.14,23.1,20.6,32,0.69,1.06,13.4,0
87842,31,1,0.16,22.3,21.6,31.3,0.59,1.59,13.4,0
87843,39,2,0.05,22.3,22.3,33.1,0.82,1.16,13.4,-1
87844,24,2,0.08,22.3,22.3,33.1,0.57,1.13,13.4,0
87845,39,2,0.06,22.5,23.2,35.9,0.58,1.21,13.4,1
87846,24,2,0.06,21.1,21.5,34.3,0.69,1.06,13.4,1
87847,31,2,0.06,22.1,22.1,34.7,1.03,1.06,13.4,-1
87848,24,1,0.05,21.8,22.3,33.6,0.65,1.06,13.4,-1
87849,24,1,0.09,22.1,23.3,34.7,0.61,1.07,13.4,0
87850,24,1,0.05,22.1,22.8,32.8,0.91,1.06,13.4,-1
87851,31,1,0.07,22.3,23,35,0.68,1.13,13.4,0
87852,24,2,0.05,22.6,23.4,32.4,0.75,1.07,13.4,0
87853,24,1,0.08,22.7,26,33.8,0.96,1.07,13.4,0
87854,24,2,0.06,22.5,22.9,35.3,1.04,1.06,13.4,0
87855,24,1,0.11,22.5,23.6,33.5,0.79,1.29,13.4,0
87856,24,1,0.06,22.5,22.9,35.3,0.65,1.06,13.4,0
87857,45,1,0.06,22.7,24.3,32.6,0.66,1.09,13.4,1
87858,24,1,0.09,22.5,22.5,32.3,0.68,1.08,13.4,0
87859,24,2,0.06,22.5,22.9,34.7,0.54,1.07,13.4,0
87860,18,1,0.1,22.7,22.5,32.6,0.96,1.09,13.4,1
87861,31,1,0.17,22.5,23.5,32.9,0.68,1.28,13.4,1
87862,24,2,0.28,22.7,23.9,32,0.69,1.06,13.4,1
87863,31,1,0.16,22.6,22.8,35.5,0.68,1.13,13.4,0
87864,24,1,0.15,22.3,22.1,32.5,0.79,1.06,13.4,0
87865,18,1,0.18,23,23.2,30.7,0.78,1.22,13.4,1
87866,31,1,0.08,23.5,23.7,34.5,0.8,1.13,13.4,-1
87867,39,1,0.14,22.2,21.7,36.7,0.65,1.06,13.4,-1
87868,31,1,0.25,23.9,24.5,35.1,0.65,1.06,13.4,-1
87869,31,1,0.2,23.7,24.7,32.4,0.65,1.06,13.4,0
87870,31,2,0.09,22.2,22.8,34.8,0.56,1.06,13.4,0
87871,31,1,0.13,23.7,23.3,30.7,0.79,1.06,13.4,0
87872,24,1,0.15,23.4,23.4,31.9,0.8,1.13,13.4,1
87873,31,1,0.09,22.2,22.8,34.8,0.65,1.08,13.4,0
87874,18,2,0.12,24.4,23.3,33.5,0.53,1.06,13.4,2
87875,24,2,0.1,23.6,24.4,32.8,0.88,1.06,13.4,1
87876,24,1,0.1,23.9,24.1,32.2,0.61,1.06,13.4,1
87877,31,1,0.11,23.6,24.2,32.3,0.75,1.06,13.4,0
87878,31,2,0.08,22.7,22.7,35,0.79,1.08,13.4,1
87879,24,1,0.08,23.6,25.7,32.8,0.63,1.06,13.4,0
87880,31,2,0.12,20.3,20.3,38.3,0.72,1.11,13.4,0
87881,31,2,0.05,21.4,22.1,37.4,0.78,1.11,13.4,1
87882,24,2,0.04,20.8,21.4,44.5,0.33,1.11,13.4,0
87883,24,2,0.1,20.5,19.9,42.7,0.37,1.13,13.4,-2
87884,45,1,0.07,20.4,21.3,43.2,0.7,1.08,13.4,0
87885,24,2,0.15,20.8,21.7,44.5,0.79,1.08,13.4,-1
87886,31,1,0.13,20.4,19.7,43.2,0.93,1.06,13.4,0
87887,24,1,0.21,20.4,19.6,43.2,0.7,1.6,13.4,1
87888,31,1,0.09,20.5,20.1,50.4,0.71,1.17,13.4,0
87889,18,2,0.08,19.6,20,54.4,0.72,1.48,13.4,1
87890,24,1,0.15,20.5,20.3,50.4,0.67,1.24,13.4,0
87891,45,1,0.11,20.7,20.7,49.2,0.7,1.08,13.4,0
87892,24,1,0.11,19.6,20,56.7,0.9,1.11,13.4,-1
87893,24,1,0.05,20.7,20.5,49.2,0.65,1.06,13.4,0
87894,24,1,0.09,19.5,20.7,54.3,0.7,1.2,13.4,-1
87895,31,2,0.16,19.5,20.9,54.3,0.82,1.28,13.4,1
87896,31,1,0.18,19.7,20.7,56,0.67,1.2,13.4,0
87897,31,2,0.1,20.1,20.9,53.5,0.7,1.17,13.4,0
87898,18,1,0.34,19.2,19.8,55.4,0.96,1.28,13.4,0
87899,24,2,0.38,19.2,19.2,55.4,0.91,1.09,13.4,-1
87900,52,1,0.05,20.6,22,54.8,0.7,1.06,13.4,-1
87901,24,1,0.05,20.6,22,54.8,0.83,1.18,13.4,0
87902,24,1,0.19,19.2,20.5,55.4,0.93,1.06,13.4,1
87903,24,1,0.1,20.4,20.4,46,0.9,1.06,13.4,0
87904,31,2,0.05,21,21,44.8,0.74,1.09,13.4,0
87905,31,2,0.07,21,21.2,44.8,0.83,1.32,13.4,2
87906,31,2,0.1,20.9,21.7,44.6,0.99,1.27,13.4,0
87907,24,1,0.07,20.8,21.5,45.9,0.97,0.99,13.4,0
87908,31,1,0.15,20.8,21.3,45.9,0.77,1.29,13.4,0
87909,45,2,0.09,20.9,22.1,44.6,0.99,1.11,13.4,0
87910,24,2,0.09,21,21.6,38.7,1.03,1.06,13.4,0
87911,24,1,0.07,20.6,21,48.4,0.65,1.06,13.4,0
87912,24,2,0.06,20.9,21.3,46,0.88,1.2,13.4,1
87914,31,1,0.04,20.9,22.5,43.9,1.04,1.06,13.4,0
87916,31,1,0.25,19.2,19.2,45,0.65,1.28,13.4,-1
87917,18,1,0.11,25.6,25.6,36.4,0.61,1.09,13.4,2
87919,24,1,0.07,20.2,20.9,35.4,0.92,1.31,13.4,0
87920,24,1,0.09,22.5,23.7,34.7,0.73,1.17,13.4,0
87921,31,2,0.05,20,21.2,40.5,0.54,1.31,13.4,2
87922,45,2,0.08,22.3,24,38.1,0.79,1.09,13.4,0
87923,24,1,0.08,20,21.2,40.5,0.85,1.15,13.4,0
87924,31,1,0.07,20.2,21.1,40.2,0.85,1.09,13.4,0
87925,24,1,0.08,23.5,23.5,32.1,0.67,1.06,13.4,1
87926,18,1,0.09,20.2,21.8,40.2,0.61,1.13,13.4,-1
87927,24,1,0.06,20.2,22,40.2,0.58,1.06,13.4,0
87928,18,1,0.05,20.6,22,39.4,0.78,1.6,13.4,0
87929,24,2,0.09,23.8,24.6,31.4,0.69,1.06,13.4,0
87930,24,1,0.07,24.3,26,31.1,0.55,1.08,13.4,0
87931,31,2,0.07,24.3,26,31.1,0.69,1.24,13.4,2
87932,39,1,0.07,24.3,26,31.1,0.68,1.08,13.4,1
87933,31,1,0.14,20.7,20.2,37.6,0.68,1.17,13.4,0
87934,24,1,0.09,20.7,20.3,37.6,0.85,1.25,13.4,-1
87935,45,2,0.05,19.7,19.9,41.5,0.91,1.38,13.4,0
87936,31,2,0.26,23.7,23.7,34.8,0.37,1.27,13.4,0
87937,18,2,0.11,20.4,21.5,39.1,0.56,1.38,13.4,1
87938,24,1,0.21,20.4,20.7,39.1,0.56,1.59,13.4,0
87939,39,2,0.06,23.4,23.6,37.3,0.68,1.13,13.4,2
87940,45,1,0.08,20.4,20.6,39.1,0.61,1.13,13.4,0
87941,52,1,0.05,23.4,23.4,36.7,0.65,1.19,13.4,1
87942,45,1,0.08,21.5,22.7,38.2,0.72,1.13,13.4,0
87943,24,1,0.08,21.5,22.5,38.2,0.6,1.06,13.4,-1
87944,18,1,0.07,21.5,23.2,38.2,0.55,1.17,13.4,0
87945,39,1,0.06,23.6,23.6,38.2,0.69,1.13,13.4,1
87946,39,1,0.09,20.6,23.6,40.8,0.66,1.31,13.4,0
87947,24,2,0.18,21.4,21.6,40,0.66,1.11,13.4,0
87948,18,2,0.08,20.4,22.5,45.3,0.62,1.17,13.4,-2
87949,39,2,0.21,21.7,21.7,43.7,0.68,1.11,13.4,-1
87950,24,2,0.11,21.4,21.4,40,0.68,1.13,13.4,0
87951,24,1,0.15,21.7,21.7,43.7,0.9,1.11,13.4,1
87952,24,2,0.17,21.1,21.3,38.2,0.93,1.08,13.4,0
87953,24,1,0.09,21.1,20.9,38.2,0.61,1.13,13.4,0
87954,24,1,0.08,22.4,23.4,39.5,0.95,1.13,13.4,-1
87955,39,2,0.14,20,21.1,37.1,0.75,1.13,13.4,0
87956,24,2,0.08,22.7,24,38.1,0.48,1.2,13.4,2
87957,24,2,0.1,21,21,38.7,0.79,1.13,13.4,-1
87958,24,2,0.11,21,22.1,38.7,0.83,1.13,13.4,0
87959,24,2,0.14,21,21,38.7,0.7,1.13,13.4,0
87960,31,2,0.12,22.3,23.8,40,0.63,1.07,13.4,0
87961,18,2,0.06,21,21.4,36.7,0.84,1.06,13.4,0
87962,18,2,0.08,21,21.2,36.7,0.83,1.13,13.4,-2
87963,31,1,0.31,21,21.3,38.1,0.85,1.17,13.4,1
87964,31,1,0.22,21,21.3,38.1,0.7,1.43,13.4,0
87965,18,1,0.11,22.2,22.2,40.5,0.63,1.11,13.4,1
87966,39,1,0.13,20.6,20.8,40.8,0.92,1.54,13.4,1
87967,24,2,0.1,22.2,22.2,40.5,0.72,1.13,13.4,0
87968,31,1,0.14,20.6,19.9,40.8,0.8,1.28,13.4,0
87969,39,2,0.25,22.3,22.6,41.3,0.43,1.12,13.4,-2
87970,24,2,0.18,20.6,19.4,40.8,0.78,1.09,13.4,-2
87971,24,1,0.45,19.5,18.4,42.6,0.79,1.47,13.4,0
87972,31,2,0.06,23.6,23.6,40,0.79,1.13,13.4,1
87973,24,2,0.11,20.7,20.9,41.6,0.3,1.11,13.4,-1
87974,31,1,0.19,21.6,22.6,44.3,0.68,1.24,13.4,0
87975,24,2,0.17,21.6,22.8,44.3,0.54,1.13,13.4,0
87976,31,1,0.07,22.1,22.1,41.7,0.65,1.34,13.4,0
87977,18,1,0.24,22.1,21.8,41.7,0.96,1.13,13.4,0
87978,31,1,0.25,22.1,20.7,41.7,0.9,1.2,13.4,0
87979,31,1,0.1,21.5,21.5,37.5,0.61,1.4,13.4,1
87980,31,1,0.08,21.5,21.5,37.5,0.61,1.38,13.4,0
87981,31,1,0.11,22,21.6,36.4,0.57,1.29,13.4,0
87982,39,1,0.43,21.3,21.3,37.2,0.73,1.06,13.4,0
