,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Clo,Met,Outdoor monthly air temperature (¡C),Thermal sensation
97793,31,2,0.07,25.3,25.5,64.3,0.54,1.2,13.4,2
97794,31,1,0.07,23.8,24.3,67.1,0.55,1,13.4,1
97795,31,2,0.11,23.9,24.4,65.9,0.51,1.2,13.4,0
97796,31,1,0.12,25.4,25.2,61.3,0.62,1.4,13.4,2
97797,31,1,0.04,23.9,24,68,0.83,1.2,13.4,1
97798,31,1,0.07,24.5,24.6,65.6,0.67,1.2,13.4,2
97799,31,1,0.05,24.6,24.7,65.6,0.75,1.2,13.4,0
97800,31,1,0.06,24.3,24.5,66,0.62,1.2,13.4,0
97801,31,1,0.07,23.9,24.2,67.6,1.1,1.2,13.4,1
97802,31,2,0.1,24,24.2,65.7,0.86,1.2,13.4,-1
97803,31,2,0.12,23.9,24.1,65.9,0.31,1,13.4,2
97804,31,1,0.05,24.7,24.8,63.2,0.48,1.2,13.4,2
97805,31,1,0.02,24.9,25,62.7,0.72,1.2,13.4,0
97806,31,2,0.08,23.4,24.1,67.7,0.37,1.2,13.4,0
97807,31,1,0.04,25,25.2,62.6,0.52,1,13.4,1
97808,31,1,0.03,24.9,25.1,63.2,0.76,1,13.4,1
97809,31,1,0.08,24.7,25,63.9,0.76,1,13.4,2
97810,31,2,0.06,23.2,23.9,68.4,0.63,1,13.4,-1
97811,31,1,0.07,22.7,22.9,70,0.76,1.4,13.4,0
97812,31,2,0.09,24.8,24.7,61.8,0.76,1.4,13.4,2
97813,31,2,0.12,24.3,24.4,65.3,0.62,1.2,13.4,-1
97815,31,1,0.04,24.8,25,65.7,0.83,1,13.4,2
97816,31,1,0.04,25.4,25.4,63.6,0.67,1.4,13.4,2
97817,31,1,0.03,25.5,25.7,63.1,0.75,1,13.4,0
97818,31,1,0.1,26.3,26.2,60.8,0.61,1,13.4,2
97819,31,1,0.07,21,21.5,71.4,0.76,1,13.4,-1
97820,31,2,0.1,21.3,21.7,69.4,0.48,1,13.4,-1
97821,31,1,0.06,22.7,22.7,64.7,0.48,1.2,13.4,0
97822,31,1,0.06,23.1,23.2,64.3,0.76,1,13.4,1
97823,31,1,0.07,23,23.2,65.1,0.75,1,13.4,0
97824,31,1,0.05,23,23.1,66.2,0.52,1,13.4,0
97825,31,1,0.02,23.5,23.6,64.3,0.75,1.2,13.4,0
97826,31,2,0.06,21.8,22.5,72.4,0.51,1,13.4,-2
97827,31,2,0.15,22.5,22.9,69.3,0.62,1.2,13.4,0
97828,31,2,0.15,23.6,23.9,64.9,0.56,1,13.4,0
97829,31,2,0.13,23,23.2,67.7,0.76,1.2,13.4,2
97830,31,2,0.06,23.9,24,65.8,1.08,1,13.4,0
97831,31,2,0.19,26.6,26.4,56,0.4,1.2,13.4,2
97832,31,2,0.18,26.3,25.9,56,0.46,1.2,13.4,2
97833,31,1,0.08,22.6,23.2,71.7,0.6,1,13.4,-1
97834,31,1,0.05,23.2,23.3,67.7,0.75,1.2,13.4,1
97835,31,1,0.05,23.8,23.8,66.5,0.75,1.4,13.4,1
97836,31,1,0.09,23.2,23.7,69,1.19,1.2,13.4,1
97837,31,2,0.11,24.9,25.1,63.2,0.63,1.2,13.4,1
97838,31,1,0.06,23.6,23.7,67.9,0.89,1.4,13.4,0
97839,31,1,0.1,23.4,23.6,69.5,0.52,1,13.4,1
97840,31,1,0.04,24.5,24.5,64.8,0.48,1.2,13.4,1
97841,31,2,0.08,23.7,24,68.9,0.34,1.4,13.4,0
97842,31,2,0.05,23.9,24,68.4,0.89,1,13.4,1
97843,31,2,0.2,26.8,26.3,58.3,0.48,1.2,13.4,2
97844,31,2,0.08,25.1,25.5,65.6,0.51,1.2,13.4,0
97845,31,1,0.16,25,25,63.9,0.62,1,13.4,2
97846,31,2,0.1,24.8,25.5,68.2,0.36,1,13.4,0
97847,31,1,0.07,23.2,23.7,68.1,0.5,1.2,13.4,0
97848,31,2,0.11,23.5,23.7,68.4,0.76,1,13.4,0
97849,31,1,0.06,23.8,23.9,67.5,0.5,1.2,13.4,0
97850,31,2,0.06,25,25.3,68.6,0.36,1.4,13.4,0
97851,31,2,0.22,26.7,26.5,58.2,0.48,1.2,13.4,2
97852,31,2,0.08,24,24.6,67.7,0.56,1.2,13.4,0
97853,31,2,0.09,25.4,25.3,63.8,0.63,1,13.4,2
97854,31,1,0.07,23.1,23.3,71.1,0.82,1,13.4,1
97855,31,1,0.01,25,24.8,64.9,0.36,1.2,13.4,0
97856,31,1,0.05,24.8,24.9,66.7,0.66,1,13.4,2
97857,31,2,0.05,24.9,25.1,65.6,0.62,1,13.4,0
97858,31,1,0.09,23.6,24,72.5,1.19,1,13.4,2
97859,31,1,0.03,24.4,24.5,69.7,0.75,1.4,13.4,1
97860,31,1,0.08,24.3,24.5,70.1,0.75,1.2,13.4,2
97861,31,1,0.01,25.2,25.2,57.4,0.68,1,13.4,2
97862,31,2,0.12,25.4,25.4,57.8,0.8,1.2,13.4,2
97863,31,1,0.16,23.1,23.1,64,0.62,1.2,13.4,2
97864,31,2,0.23,21.9,21.9,65.7,0.36,1,13.4,2
97865,31,2,0.07,22.7,22.7,61.4,0.71,1.2,13.4,2
97866,31,2,0.14,21.8,21.8,62.2,0.6,1.2,13.4,-1
97867,31,2,0.13,22,22,60.2,0.67,1,13.4,-1
97868,31,2,0.1,22.1,22.1,63.4,0.97,1.2,13.4,-1
97869,31,2,0.1,22.2,22.2,62,0.52,1.2,13.4,-2
97870,31,2,0.05,23.1,23.1,62,0.57,1.2,13.4,0
97871,31,2,0.03,22.5,22.5,64.2,0.86,1,13.4,-2
97872,31,2,0.11,22.8,22.8,62.9,0.45,1.2,13.4,-1
97873,31,2,0.08,23.2,23.2,61.9,0.52,1.2,13.4,0
97874,31,2,0.13,22.7,22.7,63.4,0.54,1,13.4,-2
97875,31,2,0.09,23.1,23.1,59.6,0.91,1.2,13.4,-2
97876,31,2,0.11,23,23,61.1,0.58,1,13.4,0
97877,31,2,0.09,23.2,23.2,60,0.84,1.2,13.4,-2
97878,31,1,0.09,22.3,22.3,64,0.41,1.2,13.4,1
97879,31,2,0.1,22.8,22.8,62.7,0.6,1.2,13.4,0
97880,31,2,0.14,21.6,21.6,67.2,0.86,1,13.4,-1
97881,31,1,0.13,22.4,22.4,59,0.36,1,13.4,0
97882,31,2,0.11,23.2,23.2,56.3,0.62,1,13.4,0
97883,31,2,0.15,23,23,58.7,0.36,1,13.4,1
97884,31,2,0.06,22.9,22.9,59.7,0.59,1,13.4,1
97885,31,2,0.17,21.4,21.4,63.3,0.6,1,13.4,-1
97886,31,2,0.03,22.7,22.7,59.4,0.71,1.4,13.4,2
97887,31,2,0.11,23.2,23.2,58.8,0.86,1,13.4,0
97888,31,2,0.12,23.2,23.2,59.7,0.84,1,13.4,0
97889,31,2,0.12,23.1,23.1,59.9,0.62,1,13.4,0
97890,31,2,0.09,22.6,22.6,61.5,0.52,1,13.4,-2
97891,31,2,0.1,22.9,22.9,62.5,0.45,1.2,13.4,0
97892,31,2,0.06,22.4,22.4,64.7,0.85,1,13.4,-2
97893,31,2,0.04,22.8,22.8,62.9,0.57,1,13.4,1
97894,31,2,0.1,22.3,22.3,64.5,0.53,1,13.4,1
97895,31,2,0.1,21.6,21.6,67.6,0.53,1.2,13.4,1
97896,31,1,0.07,22.3,22.3,63.9,0.8,1.2,13.4,-1
97897,31,2,0.1,22.6,22.7,63.8,0.53,1,13.4,0
97898,31,2,0.09,23.1,23.3,63.8,1.05,1.2,13.4,1
97899,31,2,0.16,22.5,23.1,65,0.92,1.2,13.4,0
97900,31,2,0.09,22.9,23.2,63.8,0.81,1.4,13.4,1
97901,31,2,0.05,23.3,23.6,62.3,0.46,1,13.4,0
97902,31,2,0.05,23.2,23.4,62.8,0.35,1.2,13.4,0
97903,31,2,0.05,22.9,22.9,63.7,0.95,1,13.4,-2
97904,31,2,0.05,23.6,23.7,59.8,0.85,1,13.4,-1
97905,31,2,0.09,23.5,23.8,59.5,0.85,1,13.4,1
97906,31,2,0.08,23.6,23.8,60.9,0.81,1,13.4,0
97907,31,2,0.1,22.8,23,62.4,0.99,1.4,13.4,1
97908,31,1,0.09,22.5,23,64,0.68,1.4,13.4,-1
97909,31,2,0.2,22.1,22.9,61.6,0.56,1,13.4,-1
97910,31,2,0.16,23,23.2,60,0.36,1,13.4,1
97911,31,2,0.06,23,23.2,57.5,0.67,1,13.4,-1
97912,31,1,0.1,22.6,22.9,58.7,0.29,1,13.4,0
97913,31,2,0.15,21.7,22,65.2,0.53,1,13.4,-1
97914,31,2,0.07,22.9,23.1,62.5,1.23,1,13.4,2
97915,31,2,0.09,22.5,22.9,64.5,1.05,1.2,13.4,1
97916,31,2,0.14,21.8,22.4,66.5,0.92,1.4,13.4,0
97917,31,2,0.11,22.7,23.1,63.2,0.45,1,13.4,0
97918,31,2,0.04,22.7,22.9,63.3,0.86,1,13.4,-2
97919,31,2,0.07,22.8,22.9,63.5,0.35,1,13.4,2
97920,31,2,0.08,23.3,23.5,60.3,0.81,1,13.4,0
97921,31,2,0.16,22,22.9,61.8,0.52,1,13.4,-1
97922,31,2,0.1,22.6,22.9,61.3,0.57,1,13.4,1
97923,31,2,0.05,22.5,22.8,64,0.84,1.4,13.4,0
97924,31,2,0.18,23.1,23.3,59.7,0.36,1,13.4,-1
97925,31,2,0.08,22.9,22.9,60.8,0.49,1,13.4,0
97926,31,2,0.09,24.3,24.3,77.8,0.69,1.2,13.4,0
97927,31,2,0.13,22.9,22.9,59.7,0.98,1.4,13.4,1
97928,31,2,0.1,23.3,23.5,58.3,0.67,1,13.4,1
97929,31,2,0.06,23.2,23.2,58,0.46,1.4,13.4,0
97930,31,1,0.05,23,23,58.4,0.68,1.4,13.4,1
97931,31,2,0.04,23.2,23.2,58.6,0.76,1,13.4,0
97932,31,1,0.15,22.5,22.5,60.7,0.48,1,13.4,-1
97933,31,2,0.04,22.5,22.5,61.8,0.69,1,13.4,0
97934,31,2,0.17,22.9,22.9,61.4,0.36,1.2,13.4,2
97935,31,2,0.09,23.2,23.2,61.2,0.59,1.4,13.4,0
97936,31,2,0.07,23.3,23.3,60.6,0.71,1,13.4,-2
97937,31,2,0.11,22.8,22.8,63.6,0.86,1,13.4,0
97938,31,2,0.08,23.5,23.5,59.7,0.86,1,13.4,0
97939,31,2,0.11,22.6,22.6,65,0.44,1.2,13.4,-1
97940,31,2,0.13,21.8,21.8,66.3,0.45,1.2,13.4,-1
97941,31,2,0.05,23,23,63.6,0.44,1,13.4,1
97942,31,2,0.02,22.7,22.7,64.5,0.95,1,13.4,-2
97943,31,2,0.08,23.1,23.1,58.1,0.76,1,13.4,0
97944,31,2,0.13,23.1,23.1,58,0.46,1.4,13.4,0
97945,31,1,0.07,23.1,23.1,59,0.68,1.4,13.4,1
97946,31,1,0.11,22.7,22.7,60.7,0.48,1.4,13.4,1
97947,31,2,0.02,22.6,22.6,61,0.69,1,13.4,0
97948,31,2,0.08,23,23,60.7,0.61,1.2,13.4,1
97949,31,2,0.13,22.1,22.1,64.3,0.54,1,13.4,1
97950,31,2,0.08,22.5,22.5,65.1,0.44,1.2,13.4,0
97951,31,2,0.07,22.9,22.9,63.9,0.63,1.4,13.4,-1
97952,31,2,0.12,21.7,21.7,66.4,0.45,1,13.4,0
97953,31,1,0.05,22.4,22.4,65.3,0.63,1,13.4,-1
97954,31,2,0.07,23.3,23.3,60.7,0.8,1.2,13.4,0
97955,31,2,0.17,22,22,66.4,0.86,1,13.4,1
97956,31,1,0.08,22.9,22.9,59.2,0.6,1,13.4,0
97957,31,2,0.03,23.1,23.1,58.6,0.74,1.2,13.4,-1
97958,31,2,0.08,22.9,22.9,60.2,0.97,1.2,13.4,1
97959,31,1,0.06,23.2,23.3,57.7,0.6,1,13.4,0
97960,31,2,0.13,22.3,23,61.6,0.51,1,13.4,-2
97961,31,2,0.08,23.6,23.6,58.8,0.92,1,13.4,0
97962,31,2,0.09,23.1,23.5,61.7,0.92,1,13.4,0
97963,31,2,0.08,22.3,22.6,66.8,0.47,1,13.4,-2
97964,31,2,0.01,23.4,23.3,64.6,0.46,1.4,13.4,-1
97965,31,2,0.12,22.1,22.6,68,0.91,1.4,13.4,1
97966,31,2,0.09,22.2,22.4,64.9,0.75,1.2,13.4,0
97967,31,2,0.09,22.7,22.7,64,0.44,1.2,13.4,0
97968,31,2,0.09,21.9,22.2,67.8,0.46,1.4,13.4,-2
97969,31,1,0.03,22.6,22.7,65.4,0.68,1,13.4,0
97970,31,2,0.12,22.3,22.5,66.9,0.41,1,13.4,1
97971,31,2,0.08,24.1,24.1,60.2,0.48,1.4,13.4,0
97972,31,1,0.14,22.3,22.9,68.2,0.62,1,13.4,-1
97973,31,1,0.11,21.9,22.2,67.5,0.68,1.2,13.4,0
97974,31,2,0.09,21.7,22.6,68.5,0.62,1.2,13.4,-1
97975,31,1,0.19,21.3,22.1,69.1,0.79,1.4,13.4,1
97976,31,1,0.14,21.5,21.5,69.4,0.76,1,13.4,0
97977,31,2,0.04,22.7,22.9,63.2,0.72,1.4,13.4,0
97978,31,2,0.08,22.3,22.6,66.4,0.62,1,13.4,2
97979,31,1,0.15,21.9,22.3,67.7,0.54,1.2,13.4,-1
97980,31,1,0.08,23.7,23.8,59.7,0.48,1.2,13.4,2
97981,31,2,0.13,21.8,22.7,68.5,0.46,1.4,13.4,0
97982,31,2,0.12,21.4,22.3,70.8,0.68,1,13.4,0
97983,31,1,0.05,22.5,22.8,65.9,0.76,1.4,13.4,0
97984,31,2,0.02,23.5,23.7,59.7,0.46,1.4,13.4,-1
97985,31,2,0.09,23.6,23.6,59.5,0.45,1.2,13.4,1
97986,31,1,0.04,23.2,23.4,65.2,0.8,1,13.4,0
97987,31,2,0.04,22.1,22.4,62.8,0.84,1.2,13.4,0
97988,31,2,0.07,22.9,23.4,69.6,0.73,1,13.4,1
97989,31,2,0.11,22,22.5,65.4,0.28,1.4,13.4,-1
97990,31,2,0.07,21.9,22.3,64.7,1.11,1,13.4,2
98113,31,1,0.05,21.3,21.3,68.3,0.62,1,13.4,0
98114,31,2,0.01,21.4,21.5,67.8,0.47,1.2,13.4,0
98115,31,2,0.03,22.6,22.6,62,0.34,1,13.4,0
98116,31,1,0.04,22.8,23.1,61.4,0.54,1,13.4,-1
98117,31,2,0.02,23.3,23.2,59.1,0.48,1,13.4,0
98118,31,1,0.03,22.3,22.8,63.7,0.63,1,13.4,0
98119,31,1,0.21,23.4,23.7,60.7,0.48,1,13.4,1
98120,31,1,0.02,23,23.1,61.6,0.76,1.2,13.4,1
98121,31,2,0.06,22.5,22.6,63.6,0.5,1,13.4,-1
98122,31,2,0.04,22.8,22.7,62.6,0.72,1.2,13.4,2
98123,31,2,0.04,22.2,22.4,65.5,0.67,1,13.4,-1
98124,31,2,0.06,21.1,21.6,70.4,0.46,1.2,13.4,0
98125,31,2,0.03,22.6,22.6,62.3,0.62,1,13.4,0
98126,31,2,0.02,22.8,23.1,61,0.72,1.4,13.4,0
98127,31,2,0.25,22.8,23.1,57.7,0.93,1,13.4,2
98128,31,2,0.12,22.6,22.9,57.3,0.47,1,13.4,0
98129,31,2,0.24,22.3,22.8,59,0.72,1,13.4,0
98130,31,2,0.12,22.5,22.7,59.7,0.5,1.2,13.4,0
98131,31,1,0.03,23.2,23.4,58.8,0.48,1.2,13.4,0
98132,31,2,0.02,23,23.3,58.5,0.62,1.4,13.4,0
98133,31,2,0.05,23.6,23.8,58.1,0.59,1.4,13.4,1
98134,31,2,0.1,22.4,23,60.7,0.67,1.4,13.4,0
