,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Country,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (¡C),Air temperature (¡F),Ta_h (¡C),Ta_h (¡F),Ta_m (¡C),Ta_m (¡F),Ta_l (¡C),Ta_l (¡F),Operative temperature (¡C),Operative temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Tg_h (¡C),Tg_h (¡F),Tg_m (¡C),Tg_m (¡F),Tg_l (¡C),Tg_l (¡F),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Subject«s height (cm),Subject«s weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
75784,"Akande, O. K., & Adebamowo, M. A. (2010, April). Indoor thermal comfort for residential buildings in hot-dry climate of Nigeria. In Proceedings of Conference: Adapting to Change: New Thinking on Comfort, Cumberland Lodge, Windsor, UK (Vol. 911, p. 133144).",Michael Adebamowo,2009.0,Winter,Aw,Tropical wet savanna,Bauchi,Nigeria,Multifamily housing,Naturally Ventilated,,,68.0,Male,3.0,,no change,,more,3.0,,,,,,,,,,35.0,95.0,,,,,,,,,,,,,,,,,,,80.0,drier,-2.0,0.0,0.0,,,,,,,180.0,70.0,,,,,,38.1,100.6,Database 2
75785,"Akande, O. K., & Adebamowo, M. A. (2010, April). Indoor thermal comfort for residential buildings in hot-dry climate of Nigeria. In Proceedings of Conference: Adapting to Change: New Thinking on Comfort, Cumberland Lodge, Windsor, UK (Vol. 911, p. 133144).",Michael Adebamowo,2009.0,Winter,Aw,Tropical wet savanna,Bauchi,Nigeria,Multifamily housing,Naturally Ventilated,,,68.0,Male,3.0,,no change,,more,3.0,,,,,,,,,,33.0,91.4,,,,,,,,,,,,,,,,,,,68.0,no change,1.0,0.7,137.2,,,,,,,150.0,78.0,,,,,,38.1,100.6,Database 2
75786,"Akande, O. K., & Adebamowo, M. A. (2010, April). Indoor thermal comfort for residential buildings in hot-dry climate of Nigeria. In Proceedings of Conference: Adapting to Change: New Thinking on Comfort, Cumberland Lodge, Windsor, UK (Vol. 911, p. 133144).",Michael Adebamowo,2009.0,Winter,Aw,Tropical wet savanna,Bauchi,Nigeria,Multifamily housing,Naturally Ventilated,,,53.0,Male,2.0,,,,more,5.0,,,,,,,,,,37.0,98.6,,,,,,,,,,,,,,,,,,,59.0,no change,-3.0,0.5,98.0,,,,,,,150.0,83.0,,,,,,38.1,100.6,Database 2
75787,"Akande, O. K., & Adebamowo, M. A. (2010, April). Indoor thermal comfort for residential buildings in hot-dry climate of Nigeria. In Proceedings of Conference: Adapting to Change: New Thinking on Comfort, Cumberland Lodge, Windsor, UK (Vol. 911, p. 133144).",Michael Adebamowo,2009.0,Winter,Aw,Tropical wet savanna,Bauchi,Nigeria,Multifamily housing,Naturally Ventilated,,,38.0,Male,-2.0,,no change,,more,3.0,,,,,,,,,,35.0,95.0,,,,,,,,,,,,,,,,,,,59.0,no change,0.0,0.3,58.8,,,,,,,150.0,90.0,,,,,,38.1,100.6,Database 2
75788,"Akande, O. K., & Adebamowo, M. A. (2010, April). Indoor thermal comfort for residential buildings in hot-dry climate of Nigeria. In Proceedings of Conference: Adapting to Change: New Thinking on Comfort, Cumberland Lodge, Windsor, UK (Vol. 911, p. 133144).",Michael Adebamowo,2009.0,Winter,Aw,Tropical wet savanna,Bauchi,Nigeria,Multifamily housing,Naturally Ventilated,,,38.0,Male,1.0,,no change,,more,5.0,,,,,,,,,,36.0,96.8,,,,,,,,,,,,,,,,,,,38.0,no change,-1.0,0.1,19.6,,,,,,,150.0,70.0,,,,,,38.1,100.6,Database 2
75789,"Akande, O. K., & Adebamowo, M. A. (2010, April). Indoor thermal comfort for residential buildings in hot-dry climate of Nigeria. In Proceedings of Conference: Adapting to Change: New Thinking on Comfort, Cumberland Lodge, Windsor, UK (Vol. 911, p. 133144).",Michael Adebamowo,2009.0,Winter,Aw,Tropical wet savanna,Bauchi,Nigeria,Multifamily housing,Naturally Ventilated,,,53.0,Female,2.0,,cooler,,more,3.0,,,,,,,,,,35.0,95.0,,,,,,,,,,,,,,,,,,,60.0,no change,-1.0,0.0,0.0,,,,,,,165.0,69.0,,,,,,38.1,100.6,Database 2
75790,"Akande, O. K., & Adebamowo, M. A. (2010, April). Indoor thermal comfort for residential buildings in hot-dry climate of Nigeria. In Proceedings of Conference: Adapting to Change: New Thinking on Comfort, Cumberland Lodge, Windsor, UK (Vol. 911, p. 133144).",Michael Adebamowo,2009.0,Winter,Aw,Tropical wet savanna,Bauchi,Nigeria,Multifamily housing,Naturally Ventilated,,,23.0,Male,3.0,,,,more,5.0,,,,,,,,,,40.0,104.0,,,,,,,,,,,,,,,,,,,75.0,no change,-2.0,0.0,0.0,,,,,,,180.0,68.0,,,,,,38.1,100.6,Database 2
75791,"Akande, O. K., & Adebamowo, M. A. (2010, April). Indoor thermal comfort for residential buildings in hot-dry climate of Nigeria. In Proceedings of Conference: Adapting to Change: New Thinking on Comfort, Cumberland Lodge, Windsor, UK (Vol. 911, p. 133144).",Michael Adebamowo,2009.0,Winter,Aw,Tropical wet savanna,Bauchi,Nigeria,Multifamily housing,Naturally Ventilated,,,53.0,Male,0.0,,no change,,more,3.0,,,,,,,,,,32.0,89.6,,,,,,,,,,,,,,,,,,,73.0,no change,-1.0,0.0,0.0,,,,,,,150.0,80.0,,,,,,38.1,100.6,Database 2
75792,"Akande, O. K., & Adebamowo, M. A. (2010, April). Indoor thermal comfort for residential buildings in hot-dry climate of Nigeria. In Proceedings of Conference: Adapting to Change: New Thinking on Comfort, Cumberland Lodge, Windsor, UK (Vol. 911, p. 133144).",Michael Adebamowo,2009.0,Winter,Aw,Tropical wet savanna,Bauchi,Nigeria,Multifamily housing,Naturally Ventilated,,,53.0,Male,3.0,,cooler,,more,5.0,,,,,,,,,,33.0,91.4,,,,,,,,,,,,,,,,,,,54.0,,-1.0,,,,,,,,,180.0,63.0,,,,,,38.1,100.6,Database 2
75793,"Akande, O. K., & Adebamowo, M. A. (2010, April). Indoor thermal comfort for residential buildings in hot-dry climate of Nigeria. In Proceedings of Conference: Adapting to Change: New Thinking on Comfort, Cumberland Lodge, Windsor, UK (Vol. 911, p. 133144).",Michael Adebamowo,2009.0,Winter,Aw,Tropical wet savanna,Bauchi,Nigeria,Multifamily housing,Naturally Ventilated,,,68.0,Male,3.0,,cooler,,more,6.0,,,,,,,,,,33.0,91.4,,,,,,,,,,,,,,,,,,,18.5,no change,-3.0,0.0,0.0,,,,,,,180.0,75.0,,,,,,38.1,100.6,Database 2
