,City,Country,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Clo,Met,Outdoor monthly air temperature (¡C),Thermal sensation
49674,London,UK,31.0,1.0,0.08,25.4,26.6,44.0,0.64,1.0,14.2,1.0
49676,London,UK,31.0,2.0,0.13,25.9,27.5,42.9,0.91,1.6,14.2,1.0
49677,London,UK,31.0,2.0,0.14,21.7,23.8,51.5,0.56,1.6,14.2,2.0
49678,London,UK,31.0,1.0,0.06,25.5,26.6,44.1,0.69,1.0,14.2,0.0
49680,London,UK,31.0,2.0,0.07,25.3,27.2,44.0,0.7,1.2,14.2,0.0
49681,London,UK,31.0,1.0,0.18,22.2,22.8,51.2,0.64,2.0,14.2,-1.0
49682,London,UK,31.0,1.0,0.05,25.1,26.6,46.0,0.67,1.6,14.2,1.0
49683,London,UK,31.0,1.0,0.2,22.1,23.1,52.0,0.64,1.2,14.2,0.0
49684,London,UK,31.0,1.0,0.08,22.3,23.9,51.0,0.66,1.2,14.2,1.0
49685,London,UK,31.0,2.0,0.05,24.9,26.7,45.5,0.68,1.2,14.2,0.0
49687,London,UK,31.0,2.0,0.05,21.9,23.8,50.5,1.1,1.5,14.2,-2.0
49689,London,UK,31.0,1.0,0.05,25.2,26.3,46.0,0.66,1.2,14.2,1.0
49690,London,UK,31.0,2.0,0.14,25.7,27.7,46.9,0.53,1.1,14.2,2.0
49692,London,UK,31.0,2.0,0.08,22.6,24.4,49.9,0.5,1.9,14.2,-1.0
49693,London,UK,31.0,1.0,0.08,22.7,24.8,49.4,0.64,1.8,14.2,0.0
49694,London,UK,31.0,1.0,0.18,23.8,26.7,53.3,0.54,1.2,14.2,-2.0
49696,London,UK,31.0,2.0,0.13,22.7,25.2,49.3,0.76,1.2,14.2,-1.0
49697,London,UK,31.0,1.0,0.06,26.1,27.6,44.9,0.85,1.2,14.2,0.0
49698,London,UK,31.0,2.0,0.05,22.9,25.4,49.8,0.9,1.4,14.2,0.0
49700,London,UK,31.0,1.0,0.11,27.0,28.4,42.7,0.64,1.4,14.2,2.0
49702,London,UK,31.0,2.0,0.08,23.2,25.4,47.7,0.79,1.5,14.2,-2.0
49703,London,UK,31.0,2.0,0.38,26.8,28.6,45.3,0.44,1.7,14.2,2.0
49704,London,UK,31.0,1.0,0.11,22.3,24.2,47.8,1.04,1.2,14.2,-1.0
49705,London,UK,31.0,2.0,0.6,25.6,28.6,48.2,0.47,1.5,14.2,1.0
49706,London,UK,31.0,2.0,0.05,22.5,24.0,51.4,0.81,1.1,14.2,-2.0
49707,London,UK,31.0,1.0,0.11,25.7,27.6,49.2,0.69,1.2,14.2,2.0
49708,London,UK,31.0,1.0,0.09,21.9,24.2,54.9,1.05,1.2,14.2,-2.0
49710,London,UK,31.0,1.0,0.07,24.9,27.4,51.1,0.72,1.3,14.2,1.0
49711,London,UK,31.0,2.0,0.1,22.7,24.8,50.6,0.69,1.6,14.2,0.0
49712,London,UK,31.0,2.0,0.1,24.9,27.1,51.1,0.68,2.3,14.2,1.0
49713,London,UK,31.0,2.0,0.07,23.0,24.3,50.3,0.57,1.6,14.2,-1.0
49714,London,UK,31.0,1.0,0.06,22.6,23.9,52.5,0.71,1.3,14.2,-1.0
49717,London,UK,31.0,1.0,0.07,22.3,24.1,52.8,1.12,1.2,14.2,-1.0
49718,London,UK,31.0,1.0,0.07,22.4,24.1,51.9,0.82,1.1,14.2,2.0
49719,London,UK,31.0,1.0,0.05,26.1,27.5,47.6,0.54,1.7,14.2,1.0
49722,London,UK,31.0,2.0,0.1,25.0,27.2,53.0,0.97,2.0,14.2,1.0
49723,London,UK,31.0,2.0,0.06,22.0,23.6,53.2,0.92,1.1,14.2,0.0
49725,London,UK,31.0,2.0,0.08,27.4,29.3,42.6,0.83,1.2,14.2,2.0
49726,London,UK,31.0,1.0,0.14,23.1,25.0,47.6,0.64,1.6,14.2,1.0
49728,London,UK,31.0,1.0,0.06,25.1,27.2,52.5,0.85,1.1,14.2,0.0
49729,London,UK,31.0,2.0,0.08,23.6,25.5,47.0,0.73,1.2,14.2,1.0
49730,London,UK,31.0,2.0,0.09,25.9,27.6,50.1,0.98,1.2,14.2,0.0
49731,London,UK,31.0,2.0,0.12,23.3,25.1,47.1,0.83,1.2,14.2,2.0
49732,London,UK,31.0,2.0,0.16,23.7,25.8,44.3,0.88,1.2,14.2,-1.0
49736,London,UK,31.0,2.0,0.09,24.9,25.2,41.5,0.8,1.2,14.2,0.0
49738,London,UK,31.0,2.0,0.07,23.9,25.7,45.1,0.9,1.5,14.2,-2.0
49740,London,UK,31.0,1.0,0.07,22.9,25.3,48.0,0.69,1.1,14.2,-1.0
49741,London,UK,31.0,2.0,0.07,23.6,26.0,47.0,0.71,1.6,14.2,-2.0
49742,London,UK,31.0,2.0,0.05,24.0,26.8,45.9,0.73,1.9,14.2,0.0
49743,London,UK,31.0,1.0,0.14,24.2,26.5,44.4,0.85,1.1,14.2,-1.0
49745,London,UK,31.0,2.0,0.13,23.8,25.3,51.2,0.45,1.4,17.9,2.0
49746,London,UK,31.0,2.0,0.08,25.0,26.2,45.7,0.68,1.2,17.9,1.0
49747,London,UK,31.0,2.0,0.14,25.1,26.7,46.0,0.49,1.1,17.9,1.0
49748,London,UK,31.0,2.0,0.24,25.0,26.8,45.7,0.64,1.4,17.9,1.0
49749,London,UK,31.0,2.0,0.1,25.7,27.4,46.0,0.52,1.3,17.9,1.0
49750,London,UK,31.0,1.0,0.11,25.0,26.6,43.7,0.69,1.3,17.9,2.0
49751,London,UK,31.0,1.0,0.17,25.9,27.6,42.9,0.57,1.0,17.9,0.0
49752,London,UK,31.0,1.0,0.84,25.4,28.9,42.7,0.72,1.4,17.9,1.0
49753,London,UK,31.0,1.0,0.11,24.2,26.9,42.4,0.78,1.3,17.9,0.0
49754,London,UK,31.0,2.0,0.14,23.7,26.0,46.0,0.57,1.2,17.9,1.0
49755,London,UK,31.0,2.0,0.17,23.3,24.7,47.4,0.66,1.3,17.9,0.0
49756,London,UK,31.0,2.0,0.07,23.9,25.7,45.6,0.75,1.2,17.9,1.0
49757,London,UK,31.0,2.0,0.11,25.6,26.5,44.4,0.41,1.5,17.9,0.0
49758,London,UK,31.0,2.0,0.08,25.6,27.9,43.9,0.84,1.4,17.9,1.0
49759,London,UK,31.0,1.0,0.17,23.0,23.9,45.9,0.68,1.5,17.9,-2.0
49760,London,UK,31.0,1.0,0.13,22.7,23.9,44.7,0.68,1.0,17.9,-1.0
49761,London,UK,31.0,2.0,0.06,26.1,27.5,42.2,0.61,1.4,17.9,2.0
49762,London,UK,31.0,2.0,0.17,27.1,28.5,40.4,0.47,1.3,17.9,1.0
49763,London,UK,31.0,2.0,0.08,26.6,28.2,40.7,0.31,2.5,17.9,2.0
49764,London,UK,31.0,2.0,0.14,26.2,28.1,39.9,0.66,1.3,17.9,2.0
49765,London,UK,31.0,2.0,0.12,26.5,29.0,40.1,0.71,1.6,17.9,1.0
49766,London,UK,31.0,2.0,0.07,27.2,28.3,37.4,0.42,1.4,17.9,1.0
49767,London,UK,31.0,1.0,0.1,26.9,27.6,39.0,0.72,1.2,17.9,1.0
49768,London,UK,31.0,1.0,0.15,26.4,28.3,39.7,0.64,1.1,17.9,1.0
49769,London,UK,31.0,2.0,0.07,25.7,27.5,38.5,0.54,1.7,17.9,1.0
49770,London,UK,31.0,2.0,0.13,25.8,27.7,39.1,0.72,1.1,17.9,2.0
49771,London,UK,31.0,2.0,0.09,26.5,28.4,39.9,0.52,1.1,17.9,2.0
49772,London,UK,31.0,1.0,0.12,24.8,26.9,44.2,0.73,1.5,17.9,-2.0
49773,London,UK,31.0,1.0,0.14,22.4,24.5,43.5,1.02,1.3,17.9,-1.0
49776,London,UK,31.0,2.0,0.1,24.2,22.6,43.2,0.6,1.2,15.5,-1.0
49777,London,UK,31.0,2.0,0.2,23.2,23.3,44.3,0.43,1.8,15.5,1.0
49778,London,UK,31.0,2.0,0.1,22.8,23.9,49.8,0.38,1.4,15.5,0.0
49779,London,UK,31.0,2.0,0.1,22.9,24.2,49.7,0.74,1.4,15.5,0.0
49780,London,UK,31.0,2.0,0.1,22.5,23.1,44.7,0.79,1.2,15.5,-1.0
49782,London,UK,31.0,2.0,0.1,24.2,25.3,46.6,0.42,1.9,15.5,2.0
49783,London,UK,31.0,1.0,0.1,20.3,20.5,52.1,0.94,1.6,15.2,-2.0
49785,London,UK,31.0,1.0,0.2,22.2,23.1,50.0,0.92,1.5,15.2,1.0
49786,London,UK,31.0,1.0,0.1,22.7,23.1,47.8,1.08,1.2,15.2,1.0
49787,London,UK,31.0,1.0,0.1,21.4,22.9,52.7,0.79,1.6,15.2,1.0
49788,London,UK,31.0,2.0,0.1,21.5,22.9,52.3,0.85,1.6,15.2,-2.0
49789,London,UK,31.0,1.0,0.1,22.7,24.1,47.7,0.64,1.4,15.2,-1.0
49790,London,UK,31.0,2.0,0.1,22.7,24.4,47.4,1.01,1.5,15.2,-2.0
49792,London,UK,31.0,2.0,0.1,23.2,25.2,46.6,0.83,1.2,15.2,0.0
49793,London,UK,31.0,2.0,0.1,22.8,24.7,48.5,0.71,1.0,15.2,1.0
49794,London,UK,31.0,1.0,0.1,22.8,24.4,48.7,0.8,1.2,15.2,-2.0
49795,London,UK,31.0,2.0,0.1,23.3,24.5,47.9,0.6,1.0,15.2,-1.0
49796,London,UK,31.0,2.0,0.1,25.8,26.9,41.5,0.66,1.0,15.2,-2.0
49798,London,UK,31.0,2.0,0.1,24.9,27.1,43.3,0.98,1.1,15.2,1.0
49799,London,UK,31.0,2.0,0.1,25.3,26.4,43.1,0.76,1.4,15.2,1.0
49800,London,UK,31.0,1.0,0.1,23.6,24.4,47.1,0.68,1.1,15.2,-2.0
49801,London,UK,31.0,1.0,0.2,22.3,24.2,51.3,0.6,1.8,15.2,0.0
49802,London,UK,31.0,1.0,0.1,22.6,23.8,50.4,0.52,1.9,15.2,2.0
49804,London,UK,31.0,2.0,0.1,24.3,25.9,46.1,0.8,1.4,15.2,0.0
49805,London,UK,31.0,2.0,0.1,24.1,25.4,47.3,0.38,2.0,15.2,0.0
49806,London,UK,31.0,1.0,0.1,24.6,25.7,45.7,0.64,1.1,15.2,1.0
49807,London,UK,31.0,2.0,0.1,24.5,26.2,45.9,0.18,1.2,15.2,2.0
49808,London,UK,31.0,1.0,0.1,24.8,26.3,47.2,1.02,1.3,15.2,1.0
49810,London,UK,31.0,2.0,0.2,24.2,23.7,47.9,0.75,1.2,15.2,-1.0
49811,London,UK,31.0,1.0,0.2,24.0,24.8,49.0,0.57,1.1,15.2,1.0
49812,London,UK,31.0,2.0,0.1,26.0,26.9,43.0,0.7,1.6,15.2,2.0
49813,London,UK,31.0,2.0,0.1,26.6,27.7,43.3,0.64,1.3,15.2,2.0
49814,London,UK,31.0,1.0,0.2,20.7,21.1,53.6,0.92,1.9,17.5,-1.0
49817,London,UK,31.0,2.0,0.1,24.0,25.2,46.5,0.79,1.2,17.5,1.0
49818,London,UK,31.0,2.0,0.1,23.7,25.4,53.3,0.65,1.6,17.5,0.0
49820,London,UK,31.0,1.0,0.1,25.7,24.7,44.5,0.77,1.4,17.5,1.0
49821,London,UK,31.0,2.0,0.1,23.4,23.5,55.8,0.51,1.3,17.5,0.0
49823,London,UK,31.0,1.0,0.1,25.6,26.5,49.3,0.7,1.4,17.5,1.0
49824,London,UK,31.0,2.0,0.2,25.1,24.3,46.7,0.75,1.3,17.5,1.0
49825,London,UK,31.0,2.0,0.1,24.2,24.1,53.5,0.49,1.7,17.5,0.0
49826,London,UK,31.0,2.0,0.1,25.0,25.9,48.7,0.81,1.4,17.5,1.0
49827,London,UK,31.0,1.0,0.1,24.1,25.0,47.3,0.74,1.6,17.5,-2.0
49828,London,UK,31.0,2.0,0.1,25.1,25.8,49.5,0.61,1.2,17.5,2.0
49829,London,UK,31.0,2.0,0.1,24.6,25.3,41.1,0.54,1.1,17.5,2.0
49830,London,UK,31.0,2.0,0.1,24.8,26.3,40.1,0.67,1.9,17.5,1.0
49832,London,UK,31.0,1.0,0.1,23.4,25.0,45.8,0.88,1.0,17.5,2.0
49835,London,UK,31.0,1.0,0.1,25.4,26.3,44.7,0.73,1.1,17.5,1.0
49836,London,UK,31.0,1.0,0.8,25.1,28.2,43.3,0.75,1.1,17.5,1.0
49837,London,UK,31.0,1.0,0.1,25.6,26.8,41.9,0.68,1.2,17.5,2.0
49838,London,UK,31.0,2.0,0.1,25.6,27.1,42.2,0.61,1.3,17.5,1.0
49839,London,UK,31.0,2.0,0.1,24.0,26.9,47.6,0.55,1.0,17.5,2.0
49840,London,UK,31.0,2.0,0.1,24.3,25.7,46.7,0.59,1.2,17.5,1.0
49841,London,UK,31.0,2.0,0.1,24.7,25.6,42.3,0.64,1.3,17.5,1.0
49842,London,UK,31.0,1.0,0.1,24.3,26.0,43.6,0.57,1.6,17.5,1.0
49843,London,UK,31.0,2.0,0.1,24.4,25.9,42.0,0.64,1.2,17.5,0.0
49846,London,UK,31.0,2.0,0.2,26.7,27.5,34.7,0.56,1.3,15.1,1.0
49847,London,UK,31.0,2.0,0.6,26.1,27.3,35.6,0.54,1.3,15.1,0.0
49848,London,UK,31.0,1.0,0.2,24.8,25.9,36.9,0.64,1.2,15.1,0.0
49849,London,UK,31.0,2.0,0.1,26.5,25.9,33.7,0.5,1.2,15.1,-2.0
49850,London,UK,31.0,2.0,0.1,26.1,27.2,34.6,0.79,1.2,15.1,-2.0
49851,London,UK,31.0,1.0,0.1,26.1,27.8,34.3,0.68,1.5,15.1,0.0
49852,London,UK,31.0,2.0,0.2,24.9,26.7,44.3,0.71,1.2,15.1,-1.0
49853,London,UK,31.0,1.0,0.1,25.1,25.7,44.6,0.74,1.0,15.1,0.0
49856,London,UK,31.0,2.0,0.4,25.7,26.3,37.5,0.73,1.2,15.1,1.0
49857,London,UK,31.0,1.0,0.1,25.5,25.5,39.0,0.78,1.2,15.1,0.0
49858,London,UK,31.0,2.0,0.1,25.7,25.6,37.1,0.74,1.2,15.1,2.0
49859,London,UK,31.0,1.0,0.1,24.9,26.4,36.8,0.67,2.0,15.1,1.0
49860,London,UK,31.0,1.0,0.1,24.4,26.4,35.5,0.8,1.6,15.1,1.0
49861,London,UK,31.0,2.0,0.2,24.0,24.4,37.1,0.57,1.2,15.1,0.0
49862,London,UK,31.0,2.0,0.2,25.3,26.1,35.1,0.56,1.2,15.1,1.0
49863,London,UK,31.0,1.0,0.1,24.8,26.0,36.0,0.73,1.7,15.1,0.0
49864,London,UK,31.0,1.0,0.8,25.1,25.0,35.4,0.73,1.3,15.1,0.0
49865,London,UK,31.0,1.0,0.1,25.3,25.2,37.1,0.69,1.2,15.1,0.0
49866,London,UK,31.0,2.0,0.1,25.7,26.9,37.0,0.46,1.5,15.1,0.0
49867,London,UK,31.0,2.0,0.1,26.0,26.5,31.5,0.61,1.7,15.1,-2.0
49869,London,UK,31.0,2.0,0.1,22.6,23.2,44.4,0.54,1.2,16.3,0.0
49870,London,UK,31.0,2.0,0.3,21.0,21.1,44.5,0.89,1.5,16.3,-2.0
49871,London,UK,31.0,1.0,0.3,21.3,21.7,42.5,0.72,1.2,16.3,0.0
49872,London,UK,31.0,2.0,0.3,22.7,23.3,40.2,0.74,1.2,16.3,0.0
49873,London,UK,31.0,2.0,0.4,21.3,24.6,46.3,0.45,1.3,16.3,-2.0
49874,London,UK,31.0,1.0,0.1,21.2,23.4,44.1,0.7,1.4,16.3,1.0
49875,London,UK,31.0,1.0,0.1,23.1,24.1,41.0,0.71,1.6,16.3,0.0
49876,London,UK,31.0,1.0,0.1,24.5,24.8,37.5,0.53,1.2,16.3,-1.0
49877,London,UK,31.0,1.0,0.2,27.8,28.5,31.3,0.69,1.2,16.3,2.0
49878,Lyon,France,31.0,1.0,0.2,29.3,30.4,44.6,0.54,1.4,13.3,1.0
49879,Lyon,France,31.0,1.0,0.1,28.8,30.3,36.1,0.42,1.4,13.3,1.0
49880,Lyon,France,31.0,2.0,0.1,29.2,30.3,34.0,0.39,1.5,13.3,2.0
49881,Lyon,France,31.0,2.0,0.1,28.9,30.7,34.4,0.4,1.5,13.3,2.0
49882,Lyon,France,31.0,1.0,0.1,28.8,30.6,34.3,0.44,1.1,13.3,2.0
49883,Lyon,France,31.0,1.0,0.2,28.9,30.6,33.7,0.62,1.2,13.3,2.0
49884,Lyon,France,31.0,2.0,0.1,28.2,30.0,34.0,0.4,1.7,13.3,0.0
49885,Lyon,France,31.0,1.0,0.1,28.2,29.3,38.0,0.63,1.2,13.3,2.0
49886,Lyon,France,31.0,2.0,0.2,28.4,30.7,33.9,0.52,1.3,13.3,2.0
49887,Lyon,France,31.0,1.0,0.8,28.8,32.4,33.3,0.64,1.2,13.3,2.0
49888,Lyon,France,31.0,2.0,0.1,28.4,31.0,34.5,0.48,1.5,13.3,1.0
49895,London,UK,31.0,1.0,0.1,21.0,21.3,56.1,0.67,1.4,18.9,-2.0
49896,London,UK,31.0,2.0,0.1,22.7,23.1,52.0,0.63,1.4,18.9,0.0
49897,London,UK,31.0,2.0,0.1,23.7,23.4,49.5,0.41,1.7,18.9,0.0
49898,London,UK,31.0,1.0,0.1,23.7,24.0,49.8,0.54,1.6,18.9,1.0
49899,London,UK,31.0,2.0,0.1,23.6,24.2,49.6,0.58,2.1,18.9,1.0
49900,London,UK,31.0,2.0,0.1,23.9,24.1,49.0,0.64,1.7,18.9,0.0
49901,London,UK,31.0,2.0,0.1,23.6,23.9,49.7,0.71,1.4,18.9,0.0
49902,London,UK,31.0,1.0,0.1,23.3,24.1,50.0,1.03,1.4,18.9,0.0
49903,London,UK,31.0,1.0,0.1,23.9,24.3,49.2,0.64,1.2,18.9,1.0
49904,London,UK,31.0,1.0,0.1,23.9,24.4,48.3,0.67,1.3,18.9,1.0
49905,London,UK,31.0,1.0,0.1,22.2,22.0,53.2,0.66,1.0,18.9,-2.0
49906,London,UK,31.0,2.0,0.1,22.5,23.1,53.0,0.69,1.2,18.9,0.0
49907,London,UK,31.0,1.0,0.1,23.1,23.1,50.7,0.69,1.2,18.9,-1.0
49908,London,UK,31.0,2.0,0.1,23.8,23.7,48.5,0.77,1.2,18.9,1.0
49909,London,UK,31.0,1.0,0.1,23.6,23.2,49.1,0.7,1.1,18.9,-1.0
49910,London,UK,31.0,2.0,0.1,24.1,24.6,48.2,0.64,1.2,18.9,1.0
49911,London,UK,31.0,2.0,0.1,23.5,23.7,48.9,0.46,1.3,18.9,-2.0
49912,London,UK,31.0,2.0,0.2,24.7,24.7,47.6,0.51,1.3,18.9,0.0
49913,London,UK,31.0,2.0,0.1,23.7,24.0,47.1,0.53,1.2,18.9,0.0
49914,London,UK,31.0,1.0,0.2,23.5,23.7,51.4,0.68,1.3,18.9,-1.0
49915,London,UK,31.0,1.0,0.1,23.7,23.8,48.3,0.55,1.5,18.9,0.0
49916,London,UK,31.0,2.0,0.1,24.0,23.9,46.8,0.89,1.1,18.9,1.0
49917,London,UK,31.0,1.0,0.1,24.5,24.9,36.5,0.39,1.2,18.9,2.0
49918,London,UK,31.0,2.0,0.2,25.7,25.2,40.8,0.49,1.4,18.9,1.0
49919,London,UK,31.0,1.0,0.1,25.5,25.2,41.8,0.54,1.3,18.9,0.0
49920,London,UK,31.0,2.0,0.2,25.7,26.0,40.6,0.44,1.5,18.9,2.0
49921,London,UK,31.0,1.0,0.3,24.6,26.9,44.6,1.23,1.2,18.9,1.0
49922,London,UK,31.0,2.0,0.3,25.3,25.5,41.5,0.55,1.2,18.9,1.0
49923,London,UK,31.0,2.0,0.2,25.1,25.4,42.5,0.36,1.6,18.9,0.0
49924,London,UK,31.0,1.0,0.2,25.3,26.0,44.4,0.77,1.3,18.9,1.0
49925,London,UK,31.0,1.0,0.2,24.3,25.9,42.3,0.5,2.0,18.4,2.0
49926,London,UK,31.0,1.0,0.1,23.2,24.1,40.4,0.72,1.2,18.4,1.0
49928,London,UK,31.0,1.0,0.1,24.6,24.7,37.9,0.77,1.7,18.4,1.0
49929,London,UK,31.0,1.0,0.1,24.9,24.1,36.4,0.49,1.2,18.4,-2.0
49930,London,UK,31.0,2.0,0.2,24.7,24.6,38.9,0.42,1.2,18.4,-2.0
49931,London,UK,31.0,2.0,0.1,25.1,25.8,38.2,0.74,1.2,18.4,1.0
49932,London,UK,31.0,2.0,0.1,25.2,26.1,37.7,0.75,1.4,18.4,0.0
49933,London,UK,31.0,2.0,0.1,25.5,25.4,37.6,0.43,1.6,18.4,1.0
49934,London,UK,31.0,2.0,0.1,25.5,25.9,38.2,0.34,1.6,18.4,0.0
49935,London,UK,31.0,1.0,0.3,23.7,24.5,42.0,0.84,1.2,18.4,1.0
49936,London,UK,31.0,2.0,0.2,24.3,24.9,40.6,0.49,1.0,18.4,-2.0
49937,London,UK,31.0,1.0,0.2,23.0,24.0,42.3,0.77,1.3,18.4,-2.0
49938,London,UK,31.0,2.0,0.1,24.6,24.9,41.1,0.7,1.4,18.4,0.0
49939,London,UK,31.0,2.0,0.1,25.2,25.9,40.0,0.71,1.2,18.4,1.0
49940,London,UK,31.0,2.0,0.1,22.8,22.8,45.4,0.77,1.2,18.4,-1.0
49942,London,UK,31.0,2.0,0.3,25.2,25.1,43.9,0.42,2.0,18.4,0.0
49943,London,UK,31.0,1.0,0.1,25.3,25.9,38.8,0.73,1.0,18.4,1.0
49944,London,UK,31.0,2.0,0.1,25.2,25.5,41.0,0.6,1.0,18.4,0.0
49945,London,UK,31.0,2.0,0.1,25.6,25.0,40.9,0.54,1.1,18.4,2.0
49946,London,UK,31.0,2.0,0.1,25.3,25.8,40.8,0.64,1.3,18.4,1.0
49947,London,UK,31.0,2.0,0.2,25.5,26.3,40.3,0.61,1.2,18.4,1.0
49948,London,UK,31.0,2.0,0.2,24.0,22.7,41.9,0.45,1.9,18.4,-2.0
49949,London,UK,31.0,2.0,0.1,26.2,26.0,41.9,0.36,1.0,18.4,1.0
49950,London,UK,31.0,2.0,0.1,25.5,26.4,42.0,0.39,1.4,18.4,0.0
49951,London,UK,31.0,2.0,0.2,23.1,23.2,45.7,0.93,1.2,18.4,-2.0
49952,London,UK,31.0,2.0,0.2,23.9,24.1,43.7,0.52,1.2,18.4,1.0
49953,London,UK,31.0,1.0,0.1,26.5,26.9,40.4,0.55,1.2,18.4,2.0
49954,London,UK,31.0,1.0,0.2,24.4,24.0,40.7,1.04,1.2,18.4,1.0
49960,London,UK,31.0,2.0,0.1,24.9,26.3,43.3,0.53,1.2,18.1,-2.0
49963,London,UK,31.0,2.0,0.3,28.5,29.2,36.4,0.45,1.8,18.1,2.0
49968,London,UK,31.0,1.0,0.1,23.7,24.0,44.1,0.63,1.2,18.1,0.0
49970,London,UK,31.0,2.0,0.2,28.9,29.1,35.4,0.64,1.4,18.1,1.0
49971,London,UK,31.0,1.0,0.4,29.6,30.0,33.3,0.7,1.3,18.1,1.0
49974,London,UK,31.0,2.0,0.1,28.3,28.7,34.4,0.42,1.3,18.1,2.0
49975,London,UK,31.0,1.0,0.1,28.3,28.3,34.9,0.5,1.2,18.1,2.0
49976,London,UK,31.0,1.0,0.1,25.7,26.4,36.9,0.56,1.3,18.1,1.0
49977,London,UK,31.0,2.0,0.2,24.8,25.8,38.2,0.34,1.3,18.1,-1.0
49978,London,UK,31.0,1.0,0.2,24.1,24.7,39.3,0.59,1.4,18.1,-2.0
49979,London,UK,31.0,1.0,0.1,25.1,26.1,36.9,0.59,1.3,18.1,2.0
49980,London,UK,31.0,1.0,0.2,25.1,26.5,37.3,0.62,1.5,18.1,-1.0
49981,London,UK,31.0,2.0,0.4,27.3,27.9,33.7,0.55,1.4,18.1,2.0
49982,London,UK,31.0,2.0,1.0,26.2,27.7,33.7,0.64,1.8,18.1,-2.0
49984,London,UK,31.0,1.0,0.2,27.4,27.8,32.6,0.46,1.7,18.1,2.0
49985,London,UK,31.0,2.0,0.3,27.3,27.2,32.1,0.65,1.6,18.1,2.0
49986,London,UK,31.0,1.0,0.3,26.4,26.9,33.8,0.43,2.0,18.1,0.0
49987,London,UK,31.0,2.0,0.1,27.5,28.0,33.4,0.44,1.5,18.1,0.0
49988,London,UK,31.0,2.0,0.1,28.0,28.0,29.8,0.5,1.2,18.1,2.0
50006,Malmo,Sweden,31.0,1.0,0.1,23.8,25.0,51.6,0.69,1.2,13.3,1.0
50008,Malmo,Sweden,31.0,1.0,0.1,22.6,25.1,50.9,0.63,1.2,13.3,0.0
50010,Malmo,Sweden,31.0,1.0,0.1,22.2,25.6,53.5,0.68,1.2,13.3,-1.0
50011,Malmo,Sweden,31.0,1.0,0.1,24.7,24.8,47.9,0.63,1.2,13.3,1.0
50015,Malmo,Sweden,31.0,1.0,0.1,22.0,25.5,54.4,0.6,1.2,13.3,-2.0
50026,Malmo,Sweden,31.0,1.0,0.1,23.5,25.9,50.8,0.57,1.8,18.4,0.0
50032,Malmo,Sweden,31.0,1.0,0.1,22.6,23.9,51.7,0.55,2.3,18.4,0.0
50033,Malmo,Sweden,31.0,2.0,0.1,24.5,25.0,48.5,0.39,1.9,18.4,2.0
50089,London,UK,31.0,2.0,0.1,22.7,23.3,51.0,0.75,1.2,17.1,-2.0
50090,London,UK,31.0,1.0,0.2,22.6,23.4,51.1,0.96,1.2,17.1,1.0
50091,London,UK,31.0,2.0,0.1,23.7,24.0,47.0,0.42,1.5,17.1,1.0
50092,London,UK,31.0,2.0,0.1,23.1,21.4,50.3,0.83,1.3,17.1,0.0
50093,London,UK,31.0,1.0,0.1,24.2,24.6,51.8,0.76,1.1,17.1,1.0
50094,London,UK,31.0,1.0,0.1,24.8,25.5,50.3,0.74,1.2,17.1,2.0
50095,London,UK,31.0,1.0,0.1,24.7,25.5,52.1,0.64,1.8,17.1,1.0
50096,London,UK,31.0,1.0,0.1,24.6,24.7,47.4,0.78,1.3,17.1,-1.0
50097,London,UK,31.0,1.0,0.2,24.1,24.0,45.8,0.53,1.5,17.1,-1.0
50098,London,UK,31.0,2.0,0.1,24.1,24.7,53.4,0.39,1.6,17.1,0.0
50099,London,UK,31.0,1.0,0.1,24.4,25.1,50.3,0.68,1.2,17.1,1.0
50100,London,UK,31.0,2.0,0.1,24.4,24.5,52.3,0.65,1.3,17.1,1.0
50101,London,UK,31.0,1.0,0.1,24.9,25.4,49.0,0.57,1.0,17.1,0.0
50102,London,UK,31.0,2.0,0.1,24.3,24.9,51.5,0.55,1.0,17.1,-1.0
50104,London,UK,31.0,2.0,0.1,23.2,23.8,48.7,0.68,1.2,17.1,-1.0
50105,London,UK,31.0,2.0,0.1,24.1,24.8,43.9,0.62,1.0,17.1,1.0
50106,London,UK,31.0,1.0,0.2,23.5,23.5,43.3,0.76,1.3,17.1,-1.0
50108,Malmo,Sweden,31.0,1.0,0.1,22.0,23.0,60.9,0.63,1.2,19.8,0.0
50111,Malmo,Sweden,31.0,2.0,0.1,22.0,23.6,59.2,0.73,1.4,19.8,1.0
50117,Malmo,Sweden,31.0,2.0,0.1,22.5,24.2,60.5,0.88,1.2,19.8,0.0
50118,Malmo,Sweden,31.0,1.0,0.1,22.2,25.9,58.5,0.58,1.2,19.8,0.0
50121,Malmo,Sweden,31.0,1.0,0.1,23.3,24.9,56.9,0.73,1.2,19.8,-1.0
50123,London,UK,31.0,2.0,0.1,23.7,24.9,61.4,0.7,1.2,17.7,2.0
50124,Malmo,Sweden,31.0,1.0,0.1,22.7,24.2,59.5,0.57,1.4,19.8,0.0
50127,London,UK,31.0,2.0,0.1,24.1,24.8,60.5,0.54,1.2,17.7,1.0
50129,London,UK,31.0,2.0,0.1,24.6,25.0,59.3,0.57,1.2,17.7,1.0
50131,London,UK,31.0,2.0,0.1,24.9,24.9,58.7,0.57,1.5,17.7,1.0
