,City,Country,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Clo,Met,Outdoor monthly air temperature (¡C),Thermal sensation
90258,Karachi,Pakistan,25.0,2.0,0.94,32.2,31.8,50.8,0.7,1.13,13.3,1.0
90259,Karachi,Pakistan,25.0,2.0,0.2,31.8,31.9,53.2,0.6,0.89,13.3,2.0
90260,Karachi,Pakistan,25.0,2.0,0.53,32.0,32.1,58.3,0.62,1.13,13.3,0.0
90261,Karachi,Pakistan,25.0,2.0,0.36,32.6,32.0,53.5,0.7,0.89,13.3,0.0
90263,Karachi,Pakistan,25.0,2.0,0.5,31.0,31.4,62.2,0.6,1.01,13.3,0.0
90264,Karachi,Pakistan,25.0,2.0,1.88,31.5,31.2,61.4,0.6,1.01,13.3,0.0
90265,Karachi,Pakistan,25.0,2.0,1.02,31.7,31.3,62.3,0.6,1.01,13.3,0.0
90266,Karachi,Pakistan,25.0,2.0,0.46,30.9,31.1,65.7,0.6,0.77,13.3,0.0
90267,Karachi,Pakistan,25.0,2.0,0.83,30.8,31.1,64.2,0.6,0.77,13.3,0.0
90268,Karachi,Pakistan,25.0,2.0,0.53,30.6,30.8,65.2,0.6,0.77,13.3,0.0
90269,Karachi,Pakistan,25.0,2.0,0.14,29.1,30.1,69.3,0.62,1.13,13.3,0.0
90270,Karachi,Pakistan,47.0,1.0,0.07,31.1,31.5,75.9,0.6,0.65,13.3,1.0
90271,Karachi,Pakistan,47.0,1.0,0.12,31.0,31.3,73.4,0.6,1.01,13.3,1.0
90272,Karachi,Pakistan,47.0,1.0,0.74,31.2,31.6,73.8,0.6,1.01,13.3,2.0
90273,Karachi,Pakistan,47.0,1.0,0.16,31.9,31.9,70.2,0.6,1.88,13.3,2.0
90274,Karachi,Pakistan,47.0,1.0,0.05,32.0,31.8,70.2,0.6,1.01,13.3,1.0
90275,Karachi,Pakistan,47.0,1.0,0.02,31.8,31.7,71.5,0.6,1.13,13.3,2.0
90276,Karachi,Pakistan,47.0,1.0,0.02,31.2,30.9,70.5,0.6,1.88,13.3,2.0
90277,Karachi,Pakistan,47.0,1.0,0.04,31.2,31.2,72.0,0.6,1.01,13.3,1.0
90278,Karachi,Pakistan,47.0,1.0,0.09,31.5,31.5,70.3,0.6,1.01,13.3,0.0
90279,Karachi,Pakistan,47.0,1.0,0.14,31.9,31.8,68.9,0.6,1.01,13.3,0.0
90280,Karachi,Pakistan,47.0,1.0,0.32,32.1,32.3,64.8,0.6,1.01,13.3,1.0
90281,Karachi,Pakistan,47.0,1.0,0.23,31.6,31.5,68.0,0.6,1.01,13.3,0.0
90282,Karachi,Pakistan,47.0,1.0,0.09,31.7,31.7,67.7,0.6,1.01,13.3,1.0
90283,Karachi,Pakistan,47.0,1.0,0.06,31.6,31.6,70.1,0.6,1.01,13.3,1.0
90284,Karachi,Pakistan,47.0,1.0,0.44,30.2,30.6,71.2,0.6,1.01,13.3,1.0
90285,Karachi,Pakistan,47.0,1.0,1.08,30.4,30.3,74.2,0.6,1.01,13.3,0.0
90286,Karachi,Pakistan,47.0,1.0,0.62,30.7,30.6,72.8,0.6,1.01,13.3,1.0
90287,Karachi,Pakistan,47.0,1.0,0.74,30.8,30.7,71.6,0.6,1.01,13.3,1.0
90288,Karachi,Pakistan,47.0,1.0,0.86,31.1,31.2,70.8,0.6,1.88,13.3,2.0
90289,Karachi,Pakistan,47.0,1.0,0.02,31.1,31.2,70.4,0.6,1.01,13.3,0.0
90290,Karachi,Pakistan,47.0,1.0,0.03,31.2,31.2,69.9,0.6,1.01,13.3,0.0
90291,Karachi,Pakistan,47.0,1.0,0.03,31.3,31.3,69.9,0.6,1.01,13.3,0.0
90292,Karachi,Pakistan,47.0,1.0,0.04,31.4,31.2,70.3,0.6,1.01,13.3,1.0
90293,Karachi,Pakistan,47.0,1.0,0.02,31.4,31.4,69.5,0.6,1.01,13.3,0.0
90294,Karachi,Pakistan,47.0,1.0,0.02,31.4,31.4,70.1,0.6,1.01,13.3,1.0
90295,Karachi,Pakistan,47.0,1.0,0.02,31.4,31.4,68.4,0.6,1.01,13.3,1.0
90296,Karachi,Pakistan,47.0,1.0,0.01,31.4,31.4,68.5,0.6,1.01,13.3,1.0
90297,Karachi,Pakistan,47.0,1.0,0.02,31.4,31.4,68.2,0.6,1.01,13.3,1.0
90298,Karachi,Pakistan,47.0,1.0,0.62,30.0,29.9,68.5,0.6,1.01,13.3,0.0
90299,Karachi,Pakistan,47.0,1.0,1.56,31.2,31.2,59.7,0.6,1.01,13.3,0.0
90300,Karachi,Pakistan,47.0,1.0,0.29,31.4,31.6,65.1,0.6,1.01,13.3,1.0
90301,Karachi,Pakistan,47.0,1.0,0.94,31.8,31.8,59.1,0.6,1.01,13.3,0.0
90302,Karachi,Pakistan,47.0,1.0,1.08,32.6,32.1,55.6,0.6,1.01,13.3,0.0
90303,Karachi,Pakistan,47.0,1.0,1.35,31.7,31.7,59.7,0.6,1.01,13.3,2.0
90304,Karachi,Pakistan,47.0,1.0,0.94,32.4,32.4,62.7,0.6,1.01,13.3,0.0
90305,Karachi,Pakistan,47.0,1.0,0.1,31.8,31.9,64.4,0.6,1.01,13.3,0.0
90306,Karachi,Pakistan,47.0,1.0,0.79,31.0,30.9,64.4,0.6,1.01,13.3,1.0
90307,Karachi,Pakistan,47.0,1.0,1.35,30.4,30.3,67.8,0.6,1.88,13.3,1.0
90308,Karachi,Pakistan,47.0,1.0,0.74,30.8,30.7,65.2,0.6,1.01,13.3,1.0
90309,Karachi,Pakistan,47.0,1.0,0.67,30.8,30.6,66.1,0.6,1.01,13.3,2.0
90310,Karachi,Pakistan,47.0,1.0,0.48,31.1,31.1,64.4,0.6,1.01,13.3,1.0
90311,Karachi,Pakistan,47.0,1.0,1.08,31.1,31.2,67.0,0.6,1.01,13.3,1.0
90312,Karachi,Pakistan,47.0,1.0,0.79,31.8,31.8,64.8,0.6,1.01,13.3,0.0
90313,Karachi,Pakistan,47.0,1.0,0.79,31.6,31.5,65.3,0.6,1.01,13.3,0.0
90314,Karachi,Pakistan,47.0,1.0,0.04,31.0,31.1,66.1,0.6,1.88,13.3,0.0
90315,Karachi,Pakistan,37.0,1.0,0.71,31.4,30.3,69.8,0.6,0.65,13.3,1.0
90316,Karachi,Pakistan,37.0,1.0,1.74,31.7,31.7,68.9,0.6,1.01,13.3,1.0
90317,Karachi,Pakistan,37.0,1.0,0.92,33.0,32.5,67.7,0.6,1.88,13.3,1.0
90318,Karachi,Pakistan,37.0,1.0,0.03,31.0,31.7,67.3,0.6,1.88,13.3,1.0
90320,Karachi,Pakistan,37.0,1.0,0.01,31.0,31.7,66.1,0.6,0.89,13.3,0.0
90321,Karachi,Pakistan,37.0,1.0,0.06,31.0,30.8,70.1,0.6,0.89,13.3,0.0
90322,Karachi,Pakistan,37.0,1.0,0.81,30.7,31.6,71.6,0.6,1.88,13.3,0.0
90323,Karachi,Pakistan,37.0,1.0,0.07,31.3,29.5,69.8,0.6,1.01,13.3,0.0
90324,Karachi,Pakistan,37.0,1.0,0.5,32.1,30.6,68.9,0.58,1.88,13.3,1.0
90325,Karachi,Pakistan,37.0,1.0,0.35,31.4,30.5,67.7,0.6,1.88,13.3,1.0
90326,Karachi,Pakistan,37.0,1.0,0.81,32.6,31.7,65.7,0.6,1.01,13.3,1.0
90327,Karachi,Pakistan,37.0,1.0,0.98,32.9,31.7,63.7,0.6,0.89,13.3,1.0
90328,Karachi,Pakistan,37.0,1.0,0.17,31.0,31.8,63.6,0.6,1.88,13.3,1.0
90329,Karachi,Pakistan,37.0,1.0,0.01,29.1,31.5,73.4,0.6,0.89,13.3,0.0
90330,Karachi,Pakistan,37.0,1.0,0.18,30.3,30.9,71.9,0.6,1.01,13.3,1.0
90331,Karachi,Pakistan,37.0,1.0,0.02,29.6,31.6,71.0,0.6,1.88,13.3,1.0
90332,Karachi,Pakistan,37.0,1.0,0.2,31.4,30.1,70.2,0.6,1.01,13.3,1.0
90333,Karachi,Pakistan,37.0,1.0,0.29,31.4,31.7,68.5,0.6,1.01,13.3,1.0
90334,Karachi,Pakistan,37.0,1.0,0.12,30.7,32.0,66.9,0.6,1.01,13.3,1.0
90335,Karachi,Pakistan,37.0,1.0,0.2,31.4,31.7,64.9,0.58,1.88,13.3,1.0
90336,Karachi,Pakistan,37.0,1.0,0.29,31.4,31.7,64.8,0.6,0.89,13.3,1.0
90337,Karachi,Pakistan,37.0,1.0,0.17,30.8,28.9,73.7,0.6,0.89,13.3,1.0
90338,Karachi,Pakistan,37.0,1.0,0.2,31.0,29.0,73.2,0.6,1.88,13.3,1.0
90339,Karachi,Pakistan,37.0,1.0,0.14,30.7,31.5,73.2,0.6,1.01,13.3,1.0
90340,Karachi,Pakistan,37.0,1.0,0.03,29.9,31.4,71.6,0.6,1.01,13.3,1.0
90341,Karachi,Pakistan,37.0,1.0,0.14,31.4,31.1,70.9,0.6,0.77,13.3,1.0
90342,Karachi,Pakistan,37.0,1.0,0.02,30.3,31.5,68.4,0.6,0.77,13.3,1.0
90343,Karachi,Pakistan,37.0,1.0,0.98,31.0,28.8,72.3,0.6,1.01,13.3,1.0
90344,Karachi,Pakistan,37.0,1.0,0.17,29.9,31.9,69.3,0.6,1.01,13.3,1.0
90345,Karachi,Pakistan,37.0,1.0,0.41,31.0,29.7,69.2,0.6,1.88,13.3,1.0
90346,Karachi,Pakistan,37.0,1.0,0.81,32.2,30.1,68.4,0.6,1.01,13.3,1.0
90347,Karachi,Pakistan,37.0,1.0,0.2,31.3,31.7,64.0,0.6,1.88,13.3,1.0
90348,Karachi,Pakistan,37.0,1.0,0.07,31.0,30.7,64.4,0.6,0.89,13.3,1.0
90349,Karachi,Pakistan,37.0,1.0,0.03,30.7,32.7,61.0,0.6,1.88,13.3,1.0
90350,Karachi,Pakistan,37.0,1.0,0.22,30.7,30.5,62.7,0.6,1.01,13.3,1.0
90351,Karachi,Pakistan,37.0,1.0,0.32,31.4,30.4,58.8,0.58,1.01,13.3,1.0
90352,Karachi,Pakistan,37.0,1.0,0.14,30.7,31.7,63.1,0.6,1.01,13.3,1.0
90353,Karachi,Pakistan,37.0,1.0,0.25,31.4,31.7,53.7,0.6,1.01,13.3,1.0
90354,Karachi,Pakistan,37.0,1.0,0.2,31.6,31.7,55.6,0.6,1.88,13.3,1.0
90355,Karachi,Pakistan,37.0,1.0,0.12,31.4,31.7,55.2,0.6,1.01,13.3,1.0
90356,Karachi,Pakistan,37.0,1.0,0.37,32.6,31.9,58.7,0.58,1.88,13.3,1.0
90357,Karachi,Pakistan,37.0,1.0,0.15,31.4,33.4,56.2,0.6,1.88,13.3,1.0
90358,Karachi,Pakistan,37.0,1.0,0.18,30.0,31.2,64.0,0.6,1.01,13.3,1.0
90359,Karachi,Pakistan,37.0,1.0,0.37,31.4,29.0,64.8,0.6,1.01,13.3,1.0
90360,Karachi,Pakistan,37.0,1.0,0.1,29.9,31.8,62.3,0.6,1.01,13.3,1.0
90361,Karachi,Pakistan,37.0,1.0,0.06,29.9,31.8,64.0,0.6,1.88,13.3,1.0
90362,Karachi,Pakistan,37.0,1.0,0.06,30.3,31.6,61.4,0.6,1.88,13.3,1.0
90363,Karachi,Pakistan,37.0,1.0,0.18,31.0,30.8,62.3,0.6,1.01,13.3,1.0
90364,Karachi,Pakistan,37.0,1.0,0.01,30.8,31.9,64.0,0.6,1.01,13.3,1.0
90365,Karachi,Pakistan,37.0,1.0,0.06,31.8,31.7,60.1,0.58,1.88,13.3,1.0
90366,Karachi,Pakistan,32.0,1.0,0.52,33.1,32.7,60.5,0.21,0.65,13.3,0.0
90367,Karachi,Pakistan,32.0,1.0,0.36,33.6,33.7,56.5,0.21,0.77,13.3,1.0
90368,Karachi,Pakistan,32.0,1.0,0.26,33.5,34.1,54.6,0.21,0.77,13.3,1.0
90369,Karachi,Pakistan,32.0,1.0,0.4,33.1,33.0,57.4,0.21,1.88,13.3,0.0
90370,Karachi,Pakistan,32.0,1.0,0.32,32.9,32.7,59.2,0.31,0.77,13.3,0.0
90371,Karachi,Pakistan,32.0,1.0,0.48,33.0,33.1,59.2,0.26,0.89,13.3,0.0
90372,Karachi,Pakistan,32.0,1.0,0.02,32.8,33.0,61.0,0.26,1.01,13.3,0.0
90373,Karachi,Pakistan,32.0,1.0,0.32,30.4,30.7,67.6,0.21,0.77,13.3,0.0
90374,Karachi,Pakistan,32.0,1.0,0.36,30.9,31.0,68.5,0.58,0.77,13.3,0.0
90375,Karachi,Pakistan,32.0,1.0,0.01,31.0,31.2,68.5,0.4,1.88,13.3,0.0
90376,Karachi,Pakistan,32.0,1.0,0.04,32.8,33.0,57.7,0.26,1.88,13.3,0.0
90377,Karachi,Pakistan,32.0,1.0,0.23,32.4,32.7,57.9,0.21,0.77,13.3,0.0
90378,Karachi,Pakistan,32.0,1.0,0.18,32.1,32.2,61.4,0.4,0.89,13.3,0.0
90379,Karachi,Pakistan,32.0,1.0,0.26,31.7,31.9,64.0,0.26,0.89,13.3,0.0
90380,Karachi,Pakistan,32.0,1.0,0.03,32.6,32.6,61.4,0.26,1.88,13.3,0.0
90381,Karachi,Pakistan,32.0,1.0,0.52,31.8,31.8,65.2,0.26,1.88,13.3,0.0
90382,Karachi,Pakistan,32.0,1.0,0.36,31.0,31.1,67.7,0.21,1.88,13.3,0.0
90383,Karachi,Pakistan,32.0,1.0,0.48,30.3,30.4,70.8,0.21,0.77,13.3,0.0
90384,Karachi,Pakistan,32.0,1.0,0.36,30.3,30.4,68.9,0.21,0.77,13.3,0.0
90385,Karachi,Pakistan,32.0,1.0,0.36,30.4,30.4,67.7,0.21,0.77,13.3,0.0
90386,Karachi,Pakistan,32.0,1.0,0.4,30.8,30.7,66.6,0.26,1.88,13.3,0.0
90387,Karachi,Pakistan,32.0,1.0,0.02,32.7,32.9,59.2,0.42,1.88,13.3,1.0
90388,Karachi,Pakistan,32.0,1.0,0.32,32.6,32.8,58.2,0.21,1.88,13.3,0.0
90389,Karachi,Pakistan,32.0,1.0,0.52,32.5,32.7,59.2,0.21,0.77,13.3,0.0
90390,Karachi,Pakistan,32.0,1.0,0.26,31.8,32.1,63.0,0.26,1.88,13.3,0.0
90391,Karachi,Pakistan,32.0,1.0,0.29,31.9,31.8,61.8,0.26,1.88,13.3,0.0
90392,Karachi,Pakistan,32.0,1.0,0.32,31.4,31.5,64.3,0.21,1.88,13.3,0.0
90393,Karachi,Pakistan,32.0,1.0,0.2,31.0,31.4,66.5,0.21,1.01,13.3,0.0
90394,Karachi,Pakistan,32.0,1.0,0.04,32.9,32.9,56.0,0.26,0.89,13.3,0.0
90395,Karachi,Pakistan,32.0,1.0,0.26,32.7,33.0,54.6,0.26,0.77,13.3,0.0
90396,Karachi,Pakistan,32.0,1.0,0.2,32.5,33.2,54.2,0.26,0.77,13.3,0.0
90397,Karachi,Pakistan,32.0,1.0,0.16,32.1,32.4,58.9,0.26,0.77,13.3,0.0
90398,Karachi,Pakistan,32.0,1.0,0.02,32.4,32.9,58.3,0.26,0.77,13.3,0.0
90399,Karachi,Pakistan,32.0,1.0,0.4,31.6,31.6,63.5,0.21,1.88,13.3,0.0
90400,Karachi,Pakistan,32.0,1.0,0.32,31.3,31.4,63.6,0.21,0.77,13.3,0.0
90401,Karachi,Pakistan,32.0,1.0,0.48,33.0,33.2,51.8,0.26,1.01,13.3,0.0
90402,Karachi,Pakistan,32.0,1.0,0.4,33.2,33.4,50.8,0.21,0.89,13.3,0.0
90403,Karachi,Pakistan,32.0,1.0,0.62,33.0,33.2,46.8,0.21,0.77,13.3,0.0
90404,Karachi,Pakistan,32.0,1.0,1.25,33.0,33.3,49.3,0.21,0.77,13.3,0.0
90405,Karachi,Pakistan,32.0,1.0,0.23,32.3,32.6,56.0,0.26,1.01,13.3,0.0
90406,Karachi,Pakistan,32.0,1.0,0.2,32.2,33.1,55.6,0.4,1.88,13.3,0.0
90407,Karachi,Pakistan,32.0,1.0,0.4,32.2,32.2,56.9,0.4,1.88,13.3,0.0
90408,Karachi,Pakistan,32.0,1.0,0.29,30.9,31.1,63.0,0.4,1.01,13.3,0.0
90409,Karachi,Pakistan,32.0,1.0,0.02,33.1,33.4,51.3,0.4,1.88,13.3,0.0
90410,Karachi,Pakistan,32.0,1.0,0.02,33.3,33.4,49.3,0.21,0.77,13.3,0.0
90411,Karachi,Pakistan,32.0,1.0,0.29,31.8,32.0,56.5,0.21,0.77,13.3,0.0
90412,Karachi,Pakistan,32.0,1.0,0.32,32.0,31.8,54.5,0.42,1.88,13.3,0.0
90413,Karachi,Pakistan,32.0,1.0,0.07,32.6,32.8,53.7,0.4,1.01,13.3,0.0
90414,Karachi,Pakistan,32.0,1.0,0.23,31.0,31.1,61.4,0.21,0.77,13.3,0.0
90415,Karachi,Pakistan,32.0,1.0,0.32,30.9,31.1,60.5,0.21,0.77,13.3,0.0
90416,Karachi,Pakistan,25.0,2.0,0.46,27.9,25.3,17.1,0.77,0.65,13.3,0.0
90417,Karachi,Pakistan,25.0,2.0,0.03,24.3,24.4,16.7,0.77,1.13,13.3,0.0
90418,Karachi,Pakistan,25.0,2.0,0.04,24.4,24.5,16.8,1.12,0.89,13.3,0.0
90419,Karachi,Pakistan,25.0,2.0,0.09,25.4,25.5,16.8,1.12,1.01,13.3,0.0
90420,Karachi,Pakistan,25.0,2.0,0.09,27.1,26.6,16.8,1.14,1.01,13.3,0.0
90421,Karachi,Pakistan,25.0,2.0,0.14,25.9,25.6,16.9,0.77,1.88,13.3,0.0
90423,Karachi,Pakistan,25.0,2.0,0.05,25.0,24.9,24.9,1.26,1.88,13.3,0.0
90424,Karachi,Pakistan,25.0,2.0,0.05,24.8,24.9,32.5,1.28,1.88,13.3,0.0
90426,Karachi,Pakistan,25.0,2.0,0.02,24.9,24.6,25.3,0.77,0.89,13.3,0.0
90427,Karachi,Pakistan,25.0,2.0,0.02,24.2,24.2,16.6,1.24,0.89,13.3,0.0
90428,Karachi,Pakistan,25.0,2.0,0.07,23.7,24.2,16.6,1.24,0.89,13.3,-2.0
90429,Karachi,Pakistan,25.0,2.0,0.07,23.1,23.5,16.5,0.75,0.77,13.3,-2.0
90430,Karachi,Pakistan,25.0,2.0,0.04,21.8,22.0,16.2,1.26,1.88,13.3,-2.0
90431,Karachi,Pakistan,25.0,2.0,0.02,22.8,23.0,16.2,0.77,1.88,13.3,0.0
90432,Karachi,Pakistan,25.0,2.0,0.05,23.5,23.4,16.7,0.77,1.88,13.3,0.0
90433,Karachi,Pakistan,25.0,2.0,0.02,23.7,23.7,16.8,0.77,1.88,13.3,0.0
90434,Karachi,Pakistan,25.0,2.0,0.09,24.5,24.4,16.8,1.24,0.89,13.3,-1.0
90435,Karachi,Pakistan,25.0,2.0,0.06,24.9,24.8,16.9,1.24,1.01,13.3,-1.0
90436,Karachi,Pakistan,25.0,2.0,0.01,24.6,25.1,16.7,0.77,1.88,13.3,0.0
90437,Karachi,Pakistan,25.0,2.0,0.07,25.8,25.9,16.7,1.26,0.89,13.3,0.0
90438,Karachi,Pakistan,25.0,2.0,0.07,25.5,25.3,16.8,1.24,1.88,13.3,0.0
90439,Karachi,Pakistan,25.0,2.0,0.02,24.7,25.0,16.8,0.77,1.01,13.3,0.0
90441,Karachi,Pakistan,25.0,2.0,0.04,24.9,25.2,16.9,0.77,1.88,13.3,0.0
90442,Karachi,Pakistan,25.0,2.0,0.01,25.1,25.2,20.6,0.77,1.88,13.3,0.0
90443,Karachi,Pakistan,25.0,2.0,0.02,24.6,24.9,21.0,0.77,0.89,13.3,0.0
90444,Karachi,Pakistan,25.0,2.0,0.02,24.4,24.3,26.2,1.63,0.89,13.3,0.0
90445,Karachi,Pakistan,25.0,2.0,0.35,22.2,21.5,23.7,1.24,0.77,13.3,0.0
90446,Karachi,Pakistan,25.0,2.0,0.03,21.9,21.7,24.8,1.14,1.13,13.3,0.0
90447,Karachi,Pakistan,25.0,2.0,0.07,22.0,22.3,16.7,1.14,1.88,13.3,0.0
90448,Karachi,Pakistan,25.0,2.0,0.01,22.8,22.9,16.7,1.14,0.89,13.3,0.0
90450,Karachi,Pakistan,25.0,2.0,0.02,24.0,23.7,16.8,0.77,1.01,13.3,-2.0
90451,Karachi,Pakistan,25.0,2.0,0.07,24.4,24.4,16.8,0.77,1.88,13.3,-2.0
90452,Karachi,Pakistan,25.0,2.0,0.09,25.0,25.0,16.8,1.26,1.88,13.3,0.0
90453,Karachi,Pakistan,25.0,2.0,0.31,26.0,25.7,17.3,0.75,0.77,13.3,1.0
90456,Karachi,Pakistan,25.0,2.0,0.01,24.4,24.7,61.1,1.12,1.01,13.3,0.0
90458,Karachi,Pakistan,25.0,2.0,0.01,24.7,24.7,58.8,0.77,0.89,13.3,0.0
90459,Karachi,Pakistan,25.0,2.0,0.02,24.4,24.4,62.0,0.77,0.89,13.3,0.0
90460,Karachi,Pakistan,25.0,2.0,0.02,24.4,24.4,60.8,0.75,0.77,13.3,0.0
90461,Karachi,Pakistan,25.0,2.0,0.01,21.3,21.7,66.9,1.12,0.77,13.3,0.0
90462,Karachi,Pakistan,25.0,2.0,0.01,22.7,23.0,64.4,1.14,0.89,13.3,0.0
90463,Karachi,Pakistan,25.0,2.0,0.14,22.9,23.1,67.4,1.14,1.88,13.3,0.0
90464,Karachi,Pakistan,25.0,2.0,0.01,23.6,23.8,65.0,1.14,1.13,13.3,0.0
90465,Karachi,Pakistan,25.0,2.0,0.02,24.3,24.2,65.1,1.14,1.01,13.3,0.0
90466,Karachi,Pakistan,25.0,2.0,0.03,24.6,24.7,65.1,1.24,1.88,13.3,0.0
90467,Karachi,Pakistan,25.0,2.0,0.06,25.0,25.1,63.6,0.77,1.01,13.3,0.0
90468,Karachi,Pakistan,25.0,2.0,0.04,25.2,25.4,59.0,0.77,1.13,13.3,0.0
90469,Karachi,Pakistan,25.0,2.0,0.18,25.8,25.9,56.5,0.77,1.01,13.3,0.0
90470,Karachi,Pakistan,25.0,2.0,0.35,27.9,26.5,50.8,0.77,1.01,13.3,-1.0
90471,Karachi,Pakistan,25.0,2.0,0.05,25.3,25.6,64.4,0.79,0.89,13.3,0.0
90472,Karachi,Pakistan,25.0,2.0,0.09,25.5,25.3,66.6,1.16,0.89,13.3,0.0
90473,Karachi,Pakistan,25.0,2.0,0.02,24.9,25.2,68.0,1.14,0.89,13.3,0.0
90474,Karachi,Pakistan,25.0,2.0,0.01,25.2,25.4,67.3,1.12,0.89,13.3,0.0
90475,Karachi,Pakistan,25.0,2.0,0.02,25.4,25.4,65.1,1.14,0.89,13.3,0.0
90476,Karachi,Pakistan,25.0,2.0,0.06,25.4,25.2,67.1,1.14,0.89,13.3,0.0
90477,Karachi,Pakistan,25.0,2.0,0.02,24.6,24.9,67.8,0.77,0.89,13.3,0.0
90478,Karachi,Pakistan,25.0,2.0,0.02,24.0,24.1,66.3,1.26,0.89,13.3,0.0
90479,Karachi,Pakistan,25.0,2.0,0.07,23.9,24.1,64.0,1.26,0.89,13.3,0.0
90480,Karachi,Pakistan,25.0,2.0,0.01,23.9,24.0,44.8,0.77,0.89,13.3,0.0
90481,Karachi,Pakistan,25.0,2.0,0.06,24.1,24.1,27.7,0.77,1.88,13.3,0.0
90482,Karachi,Pakistan,25.0,2.0,0.01,24.5,24.4,27.0,0.77,1.88,13.3,0.0
90483,Karachi,Pakistan,25.0,2.0,0.02,24.8,24.9,41.0,0.77,1.88,13.3,0.0
90484,Karachi,Pakistan,25.0,2.0,0.02,25.0,25.1,45.8,0.77,1.88,13.3,0.0
90485,Karachi,Pakistan,25.0,2.0,0.12,26.3,27.3,35.5,0.77,1.88,13.3,1.0
90486,Karachi,Pakistan,25.0,2.0,0.06,25.2,25.6,47.7,1.24,0.77,13.3,0.0
90487,Karachi,Pakistan,25.0,2.0,0.05,25.1,25.2,53.7,0.75,1.88,13.3,-1.0
90488,Karachi,Pakistan,25.0,2.0,0.02,25.3,25.4,55.4,0.77,0.89,13.3,0.0
90489,Karachi,Pakistan,25.0,2.0,0.83,25.9,26.0,53.8,0.75,0.89,13.3,0.0
90490,Karachi,Pakistan,25.0,2.0,0.31,26.2,26.2,51.8,0.75,0.89,13.3,0.0
90491,Karachi,Pakistan,25.0,2.0,0.01,25.3,25.6,54.2,0.75,0.89,13.3,0.0
90492,Karachi,Pakistan,25.0,2.0,0.02,25.4,25.4,52.2,0.75,0.89,13.3,0.0
90493,Karachi,Pakistan,25.0,2.0,0.01,25.0,24.9,40.7,0.75,0.77,13.3,0.0
90494,Karachi,Pakistan,25.0,2.0,0.09,22.6,22.8,17.3,1.63,0.77,13.3,0.0
90495,Karachi,Pakistan,25.0,2.0,0.05,22.2,22.5,17.3,1.63,0.89,13.3,0.0
90496,Karachi,Pakistan,25.0,2.0,0.16,21.8,22.1,17.4,1.12,0.89,13.3,0.0
90497,Karachi,Pakistan,25.0,2.0,0.12,22.2,22.3,17.4,1.14,0.89,13.3,0.0
90498,Karachi,Pakistan,25.0,2.0,0.02,23.1,23.1,17.4,1.12,1.01,13.3,0.0
90499,Karachi,Pakistan,25.0,2.0,0.06,23.6,23.7,17.3,1.14,1.88,13.3,0.0
90500,Karachi,Pakistan,25.0,2.0,0.04,24.2,24.1,17.5,1.14,0.89,13.3,0.0
90501,Karachi,Pakistan,25.0,2.0,0.09,24.8,24.5,18.0,0.77,0.89,13.3,0.0
90502,Karachi,Pakistan,25.0,2.0,0.16,26.2,26.2,18.2,0.77,0.89,13.3,0.0
90503,Karachi,Pakistan,25.0,2.0,0.07,25.5,25.4,18.0,0.77,0.89,13.3,0.0
90504,Karachi,Pakistan,25.0,2.0,0.01,25.4,26.1,18.0,0.77,0.77,13.3,0.0
90505,Karachi,Pakistan,25.0,2.0,0.09,26.1,26.0,18.1,0.77,0.89,13.3,0.0
90507,Karachi,Pakistan,25.0,2.0,0.06,25.4,25.3,25.9,1.14,1.88,13.3,0.0
90508,Karachi,Pakistan,25.0,2.0,0.06,25.5,25.3,34.0,0.77,0.89,13.3,0.0
90509,Karachi,Pakistan,25.0,2.0,0.1,25.6,25.6,37.0,0.77,0.89,13.3,0.0
90510,Karachi,Pakistan,25.0,2.0,0.16,25.7,25.6,39.4,0.77,0.89,13.3,0.0
90511,Karachi,Pakistan,25.0,2.0,0.14,25.7,25.4,42.5,0.77,0.89,13.3,0.0
90512,Karachi,Pakistan,25.0,2.0,0.12,25.2,25.5,44.8,0.75,0.77,13.3,0.0
90513,Karachi,Pakistan,25.0,2.0,0.46,22.8,22.9,17.6,1.12,0.77,13.3,-1.0
90514,Karachi,Pakistan,25.0,2.0,0.65,23.0,22.8,17.9,1.61,1.88,13.3,0.0
90515,Karachi,Pakistan,25.0,2.0,1.62,23.3,22.7,18.0,1.14,1.88,13.3,0.0
90516,Karachi,Pakistan,25.0,2.0,0.04,25.4,25.1,35.6,1.26,0.65,13.3,0.0
90517,Karachi,Pakistan,25.0,2.0,0.01,27.0,26.9,27.0,1.26,1.88,13.3,0.0
90518,Karachi,Pakistan,25.0,2.0,0.01,29.5,29.3,29.4,1.26,1.01,13.3,0.0
90521,Karachi,Pakistan,25.0,2.0,0.03,25.4,24.7,56.0,1.26,1.01,13.3,0.0
90523,Karachi,Pakistan,25.0,2.0,0.02,27.7,27.5,41.1,1.24,0.89,13.3,0.0
90524,Karachi,Pakistan,25.0,2.0,0.01,23.0,23.0,36.4,1.24,1.01,13.3,-2.0
90526,Karachi,Pakistan,25.0,2.0,0.01,21.9,21.9,36.7,1.24,1.88,13.3,-2.0
90527,Karachi,Pakistan,25.0,2.0,0.01,21.3,21.2,37.7,1.24,1.01,13.3,-2.0
90528,Karachi,Pakistan,25.0,2.0,0.01,21.1,21.1,38.2,1.24,0.77,13.3,-2.0
