,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Country,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (¡C),Air temperature (¡F),Ta_h (¡C),Ta_h (¡F),Ta_m (¡C),Ta_m (¡F),Ta_l (¡C),Ta_l (¡F),Operative temperature (¡C),Operative temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Tg_h (¡C),Tg_h (¡F),Tg_m (¡C),Tg_m (¡F),Tg_l (¡C),Tg_l (¡F),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Subject«s height (cm),Subject«s weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
9039,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.37,1.9,,,,,31.2,88.1,,,,,,,,,,,,,,,,,,,16.4,,,0.03,5.91,,,,,,,,,,,,,,17.0,62.6,Database 2
9040,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.37,1.9,,,,,32.1,89.8,,,,,,,,,,,,,,,,,,,15.6,,,0.07,13.78,,,,,,,,,,,,,,17.0,62.6,Database 2
9041,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.37,1.9,,,,,32.6,90.6,,,,,,,,,,,,,,,,,,,12.1,,,0.04,7.87,,,,,,,,,,,,,,17.0,62.6,Database 2
9042,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.37,2.1,,,,,31.9,89.5,,,,,,,,,,,,,,,,,,,17.8,,,0.03,5.91,,,,,,,,,,,,,,17.0,62.6,Database 2
9043,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.37,2.1,,,,,31.2,88.1,,,,,,,,,,,,,,,,,,,14.2,,,0.16,31.5,,,,,,,,,,,,,,17.0,62.6,Database 2
9044,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.37,1.9,,,,,30.9,87.6,,,,,,,,,,,,,,,,,,,18.4,,,0.14,27.56,,,,,,,,,,,,,,17.0,62.6,Database 2
9045,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.37,1.9,,,,,30.3,86.6,,,,,,,,,,,,,,,,,,,13.9,,,0.17,33.46,,,,,,,,,,,,,,17.0,62.6,Database 2
9046,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.37,1.9,,,,,30.9,87.6,,,,,,,,,,,,,,,,,,,14.9,,,0.19,37.4,,,,,,,,,,,,,,17.0,62.6,Database 2
9047,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.37,1.9,,,,,28.8,83.9,,,,,,,,,,,,,,,,,,,17.9,,,0.2,39.37,,,,,,,,,,,,,,17.0,62.6,Database 2
9048,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,0.0,,cooler,,,,,,,0.37,1.9,,,,,29.3,84.8,,,,,,,,,,,,,,,,,,,14.5,,,0.2,39.37,,,,,,,,,,,,,,17.0,62.6,Database 2
9049,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.63,2.7,,,,,31.2,88.1,,,,,,,,,,,,,,,,,,,16.4,,,0.03,5.91,,,,,,,,,,,,,,17.0,62.6,Database 2
9050,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,2.0,,cooler,,,,,,,0.63,2.7,,,,,32.1,89.8,,,,,,,,,,,,,,,,,,,15.6,,,0.07,13.78,,,,,,,,,,,,,,17.0,62.6,Database 2
9051,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.63,2.1,,,,,31.9,89.5,,,,,,,,,,,,,,,,,,,17.8,,,0.03,5.91,,,,,,,,,,,,,,17.0,62.6,Database 2
9052,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.63,2.1,,,,,30.9,87.6,,,,,,,,,,,,,,,,,,,18.4,,,0.14,27.56,,,,,,,,,,,,,,17.0,62.6,Database 2
9053,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.63,2.1,,,,,30.9,87.6,,,,,,,,,,,,,,,,,,,14.9,,,0.19,37.4,,,,,,,,,,,,,,17.0,62.6,Database 2
9054,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.63,1.2,,,,,29.3,84.8,,,,,,,,,,,,,,,,,,,14.5,,,0.2,39.37,,,,,,,,,,,,,,17.0,62.6,Database 2
9055,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.37,1.9,,,,,31.2,88.1,,,,,,,,,,,,,,,,,,,16.4,,,0.03,5.91,,,,,,,,,,,,,,17.0,62.6,Database 2
9056,"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.37,1.6,,,,,32.1,89.8,,,,,,,,,,,,,,,,,,,15.6,,,0.07,13.78,,,,,,,,,,,,,,17.0,62.6,Database 2
