,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Country,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (¡C),Air temperature (¡F),Ta_h (¡C),Ta_h (¡F),Ta_m (¡C),Ta_m (¡F),Ta_l (¡C),Ta_l (¡F),Operative temperature (¡C),Operative temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Tg_h (¡C),Tg_h (¡F),Tg_m (¡C),Tg_m (¡F),Tg_l (¡C),Tg_l (¡F),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Subject«s height (cm),Subject«s weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
20904,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Philippines,Office,Air Conditioned,,,,Male,-1.0,1.0,cooler,1.0,more,4.0,-0.7,15.0,22.65,0.5,1.2,,,,,23.6,74.5,,,,,,,,,,,,,23.8,74.9,,,,,41.3,,,0.3,58.38,,,,,,,,,,,,,,25.9,78.6,Database 2
20905,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Philippines,Office,Air Conditioned,,,,Female,-2.0,1.0,no change,1.0,no change,5.0,0.2,6.0,25.3,0.45,1.6,,,,,24.4,76.0,,,,,,,,,,,,,24.6,76.3,,,,,48.9,,,0.23,45.28,,,,,,,,,,,,,,25.9,78.6,Database 2
20906,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Philippines,Office,Air Conditioned,,,,Female,-2.0,1.0,no change,1.0,no change,6.0,-1.5,53.0,20.26,0.4,1.1,,,,,24.9,76.9,,,,,,,,,,,,,22.7,72.9,,,,,39.8,,,0.15,28.79,,,,,,,,,,,,,,25.9,78.6,Database 2
20907,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Philippines,Office,Air Conditioned,,,,Male,-1.0,1.0,no change,1.0,no change,6.0,0.3,7.0,25.86,0.5,1.7,,,,,23.6,74.4,,,,,,,,,,,,,22.8,73.0,,,,,42.8,,,0.08,14.83,,,,,,,,,,,,,,25.9,78.6,Database 2
20908,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Philippines,Office,Air Conditioned,,,,Male,-1.0,1.0,cooler,1.0,no change,4.0,0.1,5.0,25.13,0.5,1.3,,,,,24.5,76.1,,,,,,,,,,,,,24.4,75.9,,,,,43.9,,,0.08,15.81,,,,,,,,,,,,,,25.9,78.6,Database 2
20909,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Philippines,Office,Air Conditioned,,,,Male,0.0,1.0,no change,1.0,no change,5.0,0.1,5.0,25.07,0.54,1.3,,,,,24.4,76.0,,,,,,,,,,,,,24.2,75.6,,,,,43.9,,,0.08,14.83,,,,,,,,,,,,,,25.9,78.6,Database 2
20910,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Philippines,Office,Air Conditioned,,,,Female,-2.0,1.0,no change,1.0,more,5.0,-0.5,11.0,22.92,0.39,1.3,,,,,23.3,74.0,,,,,,,,,,,,,23.0,73.4,,,,,52.1,,,0.11,21.59,,,,,,,,,,,,,,25.9,78.6,Database 2
20911,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Philippines,Office,Air Conditioned,,,,Female,-2.0,1.0,cooler,1.0,no change,5.0,0.2,6.0,26.63,0.8,1.3,,,,,23.1,73.7,,,,,,,,,,,,,23.0,73.3,,,,,52.1,,,0.12,23.01,,,,,,,,,,,,,,25.9,78.6,Database 2
20912,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Philippines,Office,Air Conditioned,,,,Female,-3.0,1.0,no change,1.0,no change,5.0,-0.3,7.0,23.9,0.64,1.2,,,,,22.7,72.8,,,,,,,,,,,,,22.6,72.7,,,,,51.6,,,0.09,17.16,,,,,,,,,,,,,,25.9,78.6,Database 2
20913,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003.0,Summer,Aw,Tropical wet savanna,Makati,Philippines,Office,Air Conditioned,,,,Female,0.0,1.0,no change,1.0,no change,5.0,0.0,5.0,25.76,0.89,1.2,,,,,22.6,72.7,,,,,,,,,,,,,22.6,72.7,,,,,51.6,,,0.1,20.12,,,,,,,,,,,,,,25.9,78.6,Database 2
