,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation,Tg_h (¡C),Outdoor monthly air temperature (¡F)
10407,-0.2,6,23.98,0.6,1.2,25.9,43.1,0.35,1,25.2,39
10408,0.7,15,27.19,0.58,1.2,27.4,43.7,0.2,1,27.4,39
10409,0.2,6,24.96,0.48,1.3,26.9,33,0.27,1,26.4,39
10410,0.5,10,25.45,0.48,1.2,28.2,27.6,0.3,1,27.9,39
10411,0.066666667,5.666666667,25.24333333,0.58,1.2,23.26666667,43.6,0.21,2,24.36666667,39
10412,-0.1,5,24.2,0.58,1.4,24.5,44.5,0.28,0,24.1,39
10413,0.1,5,24.43,0.58,1.3,26.2,42.4,0.47,2,26.3,39
10414,-0.6,12,21.98,0.4,1.4,25.4,32.2,0.36,2,23.7,39
10415,0.2,6,23.86,0.4,1.6,26.7,28.1,0.37,2,26.1,39
10416,0.2,6,24.78,0.48,1.4,26.7,42.9,0.32,2,25.9,39
10417,1,25,28.32,0.48,1.6,27.4,43.7,0.2,2,27.4,39
10418,0.6,13,26.04,0.48,1.6,26.9,33,0.27,2,26.4,39
10419,0.7,17,25.92,0.48,1.5,28.2,33.5,0.38,2,27.4,39
10420,-0.7,14,22.5,0.5,1.2,24.3,45.5,0.24,2,23.2,39
10421,0,5,23.72,0.46,1.4,26.2,42.4,0.47,2,26.3,39
10422,-0.4,8,22.7,0.5,1.4,25.4,32.2,0.36,2,23.7,39
10423,-0.1,5,24.01,0.48,1.2,27,26.2,0.31,2,26.8,39
10424,0.633333333,15.33333333,26.22333333,0.33,1.6,24,47.5,0.063333333,2,24.53333333,39
10425,-0.1,5,24.65,0.63,1.1,25.4,38.5,0.03,1,24.1,39
10426,0.7,14,27.33,0.63,1.3,26.3,39,0.04,0,25.8,39
10427,0.6,12,27.25,0.63,1.6,24.9,31.1,0.04,1,23.5,39
10428,0.7,15,27.32,0.63,1.3,26.4,23.1,0.04,1,26.8,39
10429,0.6,13,27.21,0.63,1.2,26.2,42.2,0.05,2,25.9,39
10430,1,25,28.67,0.63,1.2,28,39.8,0.14,2,28,39
10431,0.4,8,26.62,0.63,1.2,25.6,27.7,0.12,1,26.4,39
10432,0.8,19,27.75,0.63,1.2,28.2,25.8,0.14,2,27.9,39
10433,1,24,28.52,0.68,1.2,28.1,28.5,0.14,2,23.4,39
10434,-0.4,9,23.36,0.61,1.3,21.6,44.5,0.1,-2,22.3,39
10435,-0.1,5,24.24,0.61,1.3,23.6,45.3,0.05,1,22.9,39
10436,-0.4,8,23.62,0.61,1.3,23.4,32.3,0.1,2,22.8,39
10437,-1.2,36,20.97,0.38,1.2,22.3,34.7,0.05,1,22.7,39
10438,-0.1,5,24.32,0.48,1.5,22.7,40.6,0.07,1,23.9,39
10439,0,5,24.66,0.48,1.4,24.7,48.7,0.09,2,24.2,39
10440,-0.2,5,24.34,0.46,1.4,22.9,42.3,0.06,2,24.3,39
10441,-0.1,5,24.41,0.46,1.3,25.2,26.8,0.08,2,25.6,39
10442,0.2,5,25.35,0.36,1.5,25.1,34.7,0.13,2,26.8,39
10443,0.1,5,25.77,0.77,1.4,21.6,43.9,0.07,-1,22.7,39
10444,-0.1,5,24.71,0.77,1.3,22.5,48.8,0.07,0,22.5,39
10445,0,5,25.38,0.77,1.4,22.3,34.7,0.05,0,22.7,39
10446,0.4,8,26.81,0.77,1.6,23,32.7,0.05,-1,22.5,39
10447,-0.5,10,23.15,0.48,1.3,22.7,40.6,0.07,0,23.9,39
10448,0.1,5,24.93,0.48,1.4,24.7,48.7,0.09,-1,24.2,39
10449,-0.2,6,24.5,0.48,1.3,23.5,35.8,0.13,1,24.7,39
10450,0.2,5,25.1,0.48,1.4,25.2,26.8,0.08,0,25.6,39
10451,0,5,25.31,0.48,1.3,25.1,34.7,0.13,2,26.8,39
10452,-1.4,45,20.89,0.5,1.1,21.6,43.9,0.07,-1,22.7,39
10453,-1.1,32,21.27,0.5,1.1,23.5,45.3,0.05,1,22.7,39
10454,-1.4,43,20.95,0.5,1.1,22.3,34.7,0.05,2,22.7,39
10455,-1.2,37,21.18,0.5,1.1,23.4,32.3,0.1,2,22.8,39
10456,-1.3,43,21.12,0.4,1.1,22.7,40.6,0.07,2,23.9,39
10457,-1,25,21.71,0.4,1.1,24.7,48.7,0.09,2,24.2,39
10458,-1.1,31,21.86,0.4,1.1,22.9,42.3,0.06,2,24.3,39
10459,-0.5,10,23.16,0.4,1.1,26.2,31.2,0.08,2,26.1,39
10460,-0.4,9,24.1,0.48,1.1,25.1,34.7,0.13,2,26.8,39
10461,-1.2,37,21.58,0.62,1,21.6,43.9,0.07,-1,22.7,39
10462,-1,25,21.95,0.62,1,23.5,45.3,0.05,0,22.7,39
10463,-0.6,12,23.04,0.62,1.2,22.3,34.7,0.05,0,22.7,39
10464,-0.3,7,23.73,0.62,1.2,23.8,32.2,0.05,0,23.3,39
10465,-0.3,7,24.08,0.62,1.2,23,43.7,0.1,0,23.8,39
10466,-0.1,5,24.34,0.52,1.2,25.2,48.3,0.1,2,24.7,39
10467,-0.4,8,24.17,0.52,1.2,23.5,35.8,0.13,1,24.7,39
10468,0.1,5,24.91,0.52,1.2,25.6,28.7,0.07,1,25.8,39
10469,0.3,6,26.16,0.6,1.2,25.6,34.8,0.12,2,27.3,39
10470,-0.7,14,22.94,0.53,1.2,21.6,43.9,0.07,1,24.1,39
10471,-0.2,6,24.2,0.53,1.2,23.6,45.3,0.05,1,26.1,39
10472,-0.2,5,24.52,0.58,1.2,23.5,45.3,0.05,2,25.9,39
10473,-0.1,5,24.6,0.58,1.2,23.6,45.3,0.05,0,26.1,39
10474,-0.4,8,23.73,0.58,1.2,22.7,33.8,0.07,0,24.7,39
10475,-0.1,5,24.67,0.58,1.2,23.8,32.2,0.05,1,26.3,39
10476,-0.2,6,24.45,0.58,1.2,23,43.7,0.1,2,25.2,39
10477,0.4,8,26.36,0.58,1.2,25.5,46.7,0.08,2,27.5,39
10478,-0.2,6,24.26,0.48,1.2,24.2,29,0.08,2,25.9,39
10479,0.3,7,25.61,0.48,1.2,26.2,31.2,0.08,2,28.4,39
10480,0.2,6,25.86,0.58,1.2,26,31.5,0.15,2,27,39
10481,-0.6,12,23.24,0.55,1.2,21.6,43.9,0.07,0,24.1,39
10482,-0.2,6,24.23,0.55,1.2,23.6,45.3,0.05,1,26.1,39
10483,-0.8,18,22.44,0.4,1.2,22.7,33.8,0.07,0,24.7,39
10484,-0.4,9,23.43,0.4,1.2,23.8,32.2,0.05,1,26.3,39
10485,-0.4,9,23.68,0.5,1.2,23,43.7,0.1,0,25.2,39
10486,0.4,9,26.39,0.5,1.3,25.5,46.7,0.08,2,27.5,39
10487,-0.18,7.023333333,24.29333333,0.94,1.3,24.2,29,0.08,0,25.9,39
10488,0.366666667,7.666666667,25.96333333,0.536666667,1.3,26,29.1,0.08,2,28.3,39
10489,0,5,24.9,0.38,1.3,26,31.5,0.15,2,27,39
10490,-0.8,17,22.67,0.5,1.2,21.6,43.9,0.07,0,24.1,39
10491,-0.8,18,22.63,0.5,1.2,21.6,43.9,0.07,0,24.1,39
10492,-0.6,13,23.05,0.5,1.2,22.7,33.8,0.07,0,24.7,39
10493,-0.3,6,24.04,0.5,1.2,24.2,28.5,0.09,0,26.6,39
10494,-0.3,7,23.97,0.5,1.2,23.7,46.4,0.07,0,25.6,39
10495,0.2,6,25.71,0.5,1.2,25.7,45.4,0.11,1,27.6,39
10496,0.3,7,25.8,0.5,1.2,26.2,31.2,0.08,1,28.4,39
10497,-0.466666667,10.66666667,23.62333333,0.38,1.2,23.6,45.3,0.05,2,26.1,39
10498,-0.266666667,6.333333333,24.06,0.38,1.2,24.2,28.5,0.09,2,26.6,39
10499,0.3,7.666666667,26.21333333,0.48,1.2,25.7,45.4,0.11,2,27.6,39
10500,0.3,6.666666667,25.58666667,0.893333333,1.566666667,26.2,31.2,0.08,2,28.4,39
10501,0.4,13,26.79,0.48,1.3,26,31.5,0.15,2,27,39
10502,-0.5,11,23.2,0.48,1.2,22.7,33.8,0.07,0,24.7,39
10503,-0.2,6,24.38,0.48,1.2,24.1,31.1,0.08,0,26.6,39
10504,-0.1,5,24.42,0.48,1.2,24.1,47.4,0.09,2,26.3,39
10505,0.2,6,25.87,0.48,1.2,25.7,45.4,0.11,2,27.6,39
10506,-0.3,7,23.88,0.4,1.2,24.2,29,0.08,2,25.9,39
10507,0.3,6,25.35,0.4,1.2,26.2,31.2,0.08,2,28.4,39
10508,-0.1,5,24.62,0.5,1.2,26.3,30.5,0.13,2,23.4,39
10509,-0.6,14,23,0.52,1.2,21.6,43.9,0.07,-1,24.1,39
10510,-0.4,8,23.76,0.62,1.2,22.3,34.7,0.05,-2,24.2,39
10511,0.1,5,25.33,0.6,1.3,23.7,46.4,0.07,-1,25.6,39
10512,-0.1,5,25.2,0.62,1.2,23.5,35.8,0.13,-2,25.1,39
10513,0.2,6,25.97,0.58,1.2,26,31.5,0.15,-2,27,39
10514,-0.9,21,22.36,0.49,1.2,21.6,44.5,0.1,0,24.4,39
10515,-0.3,6,24.01,0.49,1.2,23.6,45.3,0.05,1,26.1,39
10516,-0.4,8,23.77,0.52,1.2,23,32.7,0.05,1,25.4,39
10517,0.4,8,26.52,0.67,1.2,24.7,48.7,0.09,1,26.8,39
10518,0.6,13,27.45,0.67,1.3,25.5,46.7,0.08,1,27.5,39
10519,0,5,25.1,0.58,1.2,24.2,29,0.08,1,25.9,39
10520,-0.5,10.66666667,23.31333333,0.65,1.466666667,21.6,43.9,0.07,1,24.1,39
10521,-0.233333333,6,24.14666667,0.65,1.466666667,23.6,45.3,0.05,1,26.1,39
10522,-0.336666667,11.50333333,24.09333333,0.58,1.533333333,22.3,34.7,0.05,0,24.2,39
10523,0.066666667,9.666666667,25.56,0.58,1.5,24.1,31.1,0.08,1,26.6,39
10524,9.25E-18,6,24.96333333,0.6,1.533333333,23.7,46.4,0.07,0,25.6,39
10525,-0.033333333,10.66666667,25.96333333,0.68,1.366666667,23.5,35.8,0.13,1,25.1,39
10526,0.4,10.33333333,26.27333333,0.68,1.366666667,25.6,28.7,0.07,1,27.9,39
10527,0.466666667,10,26.93333333,0.68,1.3,25.6,34.8,0.12,2,26.4,39
10528,-0.7,16,22.49,0.52,1.3,21.6,43.9,0.07,1,22.5,39
10529,-0.2,6,24.04,0.5,1.5,22.3,34.7,0.05,0,22.8,39
10530,0.3,11,26.57666667,0.61,1.166666667,24.2,28.5,0.09,0,24.5,39
10531,-0.066666667,8.666666667,24.71333333,0.78,1.5,22.7,40.6,0.07,1,22.6,39
10532,-0.133333333,5.666666667,24.42666667,0.78,1.5,24.2,29,0.08,1,25.2,39
10533,0.7,16,27.74,0.44,1.6,25.6,34.8,0.12,2,28.6,39
10534,0.2,6,25.93,0.62,1.7,21.6,43.9,0.07,0,22.5,39
10535,-0.5,9,23.18,0.58,1.2,23.5,45.3,0.05,-1,23.1,39
10536,-0.1,5,24.11,0.5,1.6,22.2,36.3,0.04,0,22.1,39
10537,-0.2,6,23.3,0.37,1.6,23,32.7,0.05,0,22.4,39
10538,-0.6,13,22.8,0.57,1.2,22.7,40.6,0.07,0,22.6,39
10539,0.4,8,26.56,0.57,1.6,24.1,47.4,0.09,0,23.9,39
10540,-0.1,5,24.8,0.52,1.3,22.9,42.3,0.06,0,25.1,39
10541,0.4,8,25.3,0.33,1.6,26,29.1,0.08,0,26.2,39
10542,1.3,41,30.73,0.52,2,24.7,36.4,0.16,0,30.2,39
10543,-0.3,6,23.97,0.57,1.4,21.6,43.9,0.07,0,22.5,39
10544,-0.6,13,22.37,0.57,1.3,22.5,48.8,0.07,1,22,39
10545,-1.4,46,20.67,0.4,1.1,22.3,34.7,0.05,-1,22.8,39
10546,-0.3,7,23.59,0.6,1.3,23,32.7,0.05,0,22.4,39
10547,-0.2,5,24.21,0.6,1.3,23.7,46.4,0.07,0,23,39
10548,-0.2,6,23.6,0.38,1.6,22.7,40.6,0.07,-1,22.6,39
10549,0,5,24.65,0.46,1.4,24.2,29,0.08,-1,25.2,39
10550,0.6,12,26.63,0.48,1.5,26.2,31.2,0.08,0,26.7,39
10551,0.3,7,26.4,0.58,1.1,26,31.5,0.15,0,28.8,39
10552,-0.4,9,23.55,0.7,1.3,21.6,44.5,0.1,1,21.9,39
10553,-0.4,8,23.29,0.6,1.2,24,42.8,0.07,2,23.4,39
10554,-0.4,8,23.69,0.7,1.2,23,32.7,0.05,2,22.4,39
10555,0.9,21,29.25,0.7,2,24.2,28.5,0.09,1,24.5,39
10556,-0.383333333,9.296666667,23.58666667,0.6,1.2,23.7,46.4,0.07,2,23,39
10557,-0.2,6,24.11,0.47,1.2,25.7,45.4,0.11,2,25.2,39
10558,-0.1,5,24.3,0.47,1.3,24.2,29,0.08,2,25.2,39
10559,0.1,5,24.85,0.47,1.2,26.3,30.1,0.08,2,26.6,39
10560,0,5,24.9,0.57,1.2,26.3,30.5,0.13,2,21.23333333,39
10561,-0.5,9,22.93,0.4,1.5,21.6,43.9,0.07,2,22.5,39
10562,-0.4,8,23.1,0.4,1.4,23.5,45.3,0.05,0,23.1,39
10563,-0.4,9,22.93,0.44,1.5,22.2,36.3,0.04,1,22.1,39
10564,-0.1,5,24,0.44,1.5,23.8,32.2,0.05,1,23.8,39
10565,0.4,8,26.55,0.5,1.9,22.7,40.6,0.07,1,22.6,39
10566,-0.3,6,23.86,0.5,1.2,24.7,48.7,0.09,-1,24.7,39
10567,0.1,5,25.44,0.44,1.5,23.5,35.8,0.13,0,25,39
10568,0.9,20,27.84,0.44,1.9,25.6,28.7,0.07,2,25.8,39
10569,0.8,20,28.45,0.5,1.6,25.6,34.8,0.12,2,28.6,39
10570,-0.6,13,22.83,0.56,1.2,22.3,34.7,0.05,0,22.8,39
10571,-0.3,7,23.71,0.56,1.3,23.4,32.3,0.1,0,23.3,39
10572,-0.4,8,23.96,0.77,1.2,21.6,43.9,0.07,0,22.7,39
10573,-0.4,8,23.45,0.77,1.2,22.5,48.8,0.07,0,22.5,39
10574,-0.2,5,24.59,0.77,1.3,22.2,36.3,0.04,0,22.7,39
10575,0,5,25.04,0.77,1.2,23.8,32.2,0.05,0,23.3,39
10576,0.1,5,25.67,0.77,1.3,22.7,40.6,0.07,0,23.9,39
10577,0.4,9,27.05,0.77,1.3,25.2,48.3,0.1,0,24.7,39
10578,-0.1,5,24.67,0.55,1.3,22.9,42.3,0.06,0,24.3,39
10579,0.2,6,25.34,0.55,1.3,25.6,28.7,0.07,0,25.8,39
10580,0.4,8,26.49,0.52,1.4,25.6,34.8,0.12,2,27.3,39
10581,-0.9,22,22.11,0.4,1.2,21.6,43.9,0.07,2,24.1,39
10582,-0.9,21,22.34,0.4,1.1,23.6,45.3,0.05,2,26.1,39
10583,-1,28,21.59,0.4,1.2,22.2,36.3,0.04,1,23.9,39
10584,-0.5,10,23.31,0.4,1.2,23.8,32.2,0.05,2,26.3,39
10585,-0.9,20,22.36,0.4,1.2,22.7,40.6,0.07,1,24.9,39
10586,-0.4,8,24.15,0.48,1.2,23.5,35.8,0.13,1,25.1,39
10587,0.2,6,25.51,0.48,1.2,25.6,28.7,0.07,2,27.9,39
10588,-0.4,9,23.65,0.55,1.3,21.6,43.9,0.07,1,24.1,39
10589,-0.5,10,23.49,0.55,1.1,23.6,45.3,0.05,2,26.1,39
10590,-0.9,21,21.91,0.38,1.3,22.2,36.3,0.04,0,23.9,39
10591,-0.3,6,23.8,0.38,1.3,23.8,32.2,0.05,2,26.3,39
10592,-0.5,10,23.2,0.38,1.3,22.9,42.3,0.06,1,24.5,39
10593,0.2,6,25.09,0.38,1.3,25.6,28.7,0.07,2,27.9,39
10594,-0.2,6,23.76,0.31,1.7,21.6,43.9,0.07,1,24.1,39
10595,0.4,8,26.65,0.56,1.5,23.9,45.3,0.06,2,26.3,39
10596,-0.1,5,24.25,0.46,1.5,22.3,34.7,0.05,1,24.2,39
10597,-0.4,8,23.78,0.46,1.2,23.8,32.2,0.05,2,26.3,39
10598,0,5,24.5,0.36,1.5,23,43.7,0.1,2,25.2,39
10599,0.3,8,25.79,0.31,1.5,25.2,48.3,0.1,2,27.3,39
10600,0,5,25.3,0.56,1.5,21.6,44.5,0.1,0,24.4,39
10601,0.4,8,26.7,0.58,1.5,23.6,45.3,0.05,2,26.1,39
10602,-0.7,16,22.7,0.5,1.2,22.3,34.7,0.05,2,24.2,39
10603,0,5,25.06,0.6,1.2,23.8,32.2,0.05,2,26.3,39
10604,0.2,6,25.59,0.5,1.4,23.7,46.4,0.07,2,25.6,39
10605,0.5,12.66666667,27.27,0.5,1.433333333,25.2,48.3,0.1,2,27.3,39
10606,-0.3,6.973333333,24.35333333,0.6,1.366666667,23.5,35.8,0.13,2,25.1,39
10607,0.4,10.33333333,26.27333333,0.6,1.366666667,25.6,28.7,0.07,2,27.9,39
10608,0.2,30.66666667,26.09333333,0.6,1.2,29.1,43.93333333,0.036666667,2,26.46666667,39
10609,0.9,21,30.49,0.93,1.9,21.6,43.9,0.07,2,24.1,39
10610,0.5,10,27.62,0.93,1.2,23.9,45.3,0.06,2,26.3,39
10611,0.7,16,28.54,0.93,1.4,24.1,31.1,0.08,2,26.6,39
10612,0.6,12,28.47,0.93,1.4,23,43.7,0.1,2,25.2,39
10613,0.9,23,30.07,1.03,1.3,25.2,48.3,0.1,2,27.3,39
10614,0.7,16,29.57,1.03,1.5,23.5,35.8,0.13,1,25.1,39
10615,0.5,9,26.48,0.68,1.1,26,29.1,0.08,2,28.3,39
10616,0.5,10,27.14,0.68,1.4,25.6,34.8,0.12,2,26.4,39
10617,-0.1,5,25.24,0.95,1.1,21.6,43.9,0.07,2,24.1,39
10618,-0.333333333,13,24.17666667,0.523333333,1.2,23.5,45.3,0.05,2,25.9,39
10619,-0.366666667,13,23.92333333,0.523333333,1.2,22.2,36.3,0.04,2,23.9,39
10620,-0.2,8.666666667,24.50666667,0.883333333,1.4,22.7,33.8,0.07,2,24.7,39
10621,0.133333333,7.666666667,25.80666667,0.67,1.1,23,43.7,0.1,2,25.2,39
10622,0.366666667,9,26.53,0.676666667,1.1,24.7,48.7,0.09,2,26.8,39
10623,-0.333333333,14.33333333,24.3,0.613333333,1.3,22.9,42.3,0.06,2,24.5,39
10624,0.4,10.33333333,26.27333333,0.606666667,1.5,25.2,26.8,0.08,2,27.3,39
10625,0.466666667,10,26.93333333,0.523333333,1.2,25.6,34.8,0.12,2,26.4,39
10626,0.2,6,26.15,0.63,1.6,21.6,43.9,0.07,2,24.1,39
10627,0,5,25.28,0.63,1.4,22.5,48.8,0.07,1,25.2,39
10628,0.3,6,26.28,0.68,1.5,22.3,34.7,0.05,2,24.2,39
10629,0.3,7,26.5,0.63,1.5,23.4,32.3,0.1,2,25.8,39
10630,0.3,7,26.42,0.68,1.4,22.7,40.6,0.07,2,24.9,39
10631,0.7,14,28.1,0.68,1.4,24.7,48.7,0.09,2,26.8,39
10632,0.3,7,26.7,0.68,1.4,22.9,42.3,0.06,2,24.5,39
10633,0.8,19,28.22,0.68,1.4,25.6,28.7,0.07,2,27.9,39
10634,0.7,14,28.18,0.78,1.4,25.6,34.8,0.12,2,26.4,39
10635,-1,28,21.29,0.38,1.3,21.6,44.5,0.1,2,22.9,39
10636,-0.3,7,23.83,0.38,1.3,23.6,45.3,0.05,2,26.6,39
10637,-0.9,20,22.11,0.38,1.3,22.3,34.7,0.05,1,24.2,39
10638,-0.3,7,23.76,0.38,1.2,24.1,31.1,0.08,2,26.7,39
10639,-0.3,7,23.89,0.48,1.3,22.7,40.6,0.07,2,25.4,39
10640,0.3,7,25.95,0.48,1.3,25.2,48.3,0.1,2,27.6,39
10641,0.1,5,25.95,0.58,1.3,23.5,35.8,0.13,2,26.1,39
10642,0.7,15,27.33,0.58,1.4,25.6,28.7,0.07,2,28.3,39
10643,0.2,6,25.48,0.38,1.4,25.6,34.8,0.12,2,27,39
10644,-0.2,6,24.87,0.87,1.2,21.6,44.5,0.1,0,22.5,39
10645,0.2,6,26.34,0.87,1.2,23.5,45.3,0.05,0,25.1,39
10646,0.4,8,27.05,0.82,1.6,22.3,34.7,0.05,1,22.1,39
10647,-0.4,8,23.84,0.57,1.2,23.4,32.3,0.1,0,24.8,39
10648,0.3,7,26.01,0.52,1.6,22.8,38.6,0.07,2,25.4,39
10649,0,5,24.97,0.52,1.1,24.7,48.7,0.09,1,27.1,39
10650,-0.6,15.33333333,23.16666667,0.72,1.2,20.5,43.26666667,0.05,1,20.23333333,39
10651,-0.333333333,12.82666667,23.79666667,1.34,1.7,23.5,48.4,0.04,2,22.8,39
10652,0.3,7,27.45,1.29,1.2,22.7,39,0.17,1,22,39
10653,0.9,20,30.09,1.29,1.4,24.7,31.8,0.07,1,23.5,39
10654,0.066666667,6.333333333,25.51666667,0.66,1.3,24.7,48,0.18,2,24,39
10655,1.3,40,31.55,0.66,1.9,26.4,48,0.08,2,25.6,39
10656,0.3,7,26.36,0.63,1.6,22.7,47.1,0.05,2,22.3,39
10657,0.4,8,26.49,0.63,1.5,24.1,48,0.04,2,23.4,39
10658,-0.5,10,23.26,0.63,1.3,23,36.7,0.18,1,22.2,39
10659,-0.4,8,23.9,0.63,1.2,24.8,29.6,0.17,2,23.6,39
10660,0,5,25.29,0.63,1.3,24.7,48,0.18,2,24,39
10661,1.2,36,31.78,1.2,1.3,26.4,48,0.08,2,25.6,39
10662,1.1,30,30.98,1.21,1.3,25.9,38.2,0.1,2,25,39
10663,1.4,44,32.33,1.2,1.5,27.1,29.1,0.05,2,26.2,39
10664,1.3,40,32.01,1.21,1.5,27.1,32.9,0.17,2,27.1,39
10665,0.2,6,26.36,0.78,1.4,22.7,46.1,0.04,0,22.2,39
10666,0.1,5,25.51,0.78,1.2,23.7,48.4,0.05,1,23,39
10667,0.3,13.66666667,27.61333333,0.613333333,1.3,24,40.7,0.13,2,23.4,39
10668,0.966666667,28,29.74,0.523333333,1.2,26.4,48,0.08,2,25.6,39
10669,0.666666667,16.33333333,28.25666667,0.613333333,1.3,25.8,38.4,0.1,2,24.6,39
10670,0.833333333,21.66666667,28.14333333,0.883333333,1.4,26.9,28.7,0.03,2,26.2,39
10671,0.466666667,11.66666667,26.83333333,0.613333333,1.3,26.4,37.2,0.16,2,26.5,39
10672,0.5,9,27.41,0.66,1.7,22.6,48.1,0.04,1,22.3,39
10673,-0.1,5,24.48,0.66,1.2,23.7,48.4,0.05,-2,23,39
10674,-0.6,12,23.35,0.71,1.2,22.7,39,0.17,-2,22,39
10675,-0.2,6,24.6,0.71,1.2,24.8,29.6,0.17,-1,23.6,39
10676,0.4,8,26.39,0.58,1.6,24.5,42.5,0.18,-1,23.6,39
10677,1,26,29.34,0.58,1.6,26.4,48,0.08,-1,25.6,39
10678,0.7,15,27.64,0.58,1.4,26.4,37.2,0.16,0,26.5,39
10679,-0.8,19,22.1,0.46,1.2,22.7,47.1,0.05,2,22.3,39
10680,-0.6,12,22.8,0.46,1.2,23.7,48.4,0.05,2,23,39
10681,-1.2,33,21.33,0.46,1.2,23,36.7,0.18,2,22.2,39
10682,-0.3,7,23.5,0.46,1.2,24.7,31.8,0.07,2,23.5,39
10683,-0.2,6,24.22,0.46,1.3,24.7,48,0.18,2,24,39
10684,0.4,8,25.89,0.46,1.2,26.4,48,0.08,2,25.6,39
10685,0.633333333,15.66666667,28.08666667,0.523333333,1.2,25.9,38.2,0.1,2,25,39
10686,1.033333333,30,29.49,0.613333333,1.3,27.1,29.1,0.05,2,26.2,39
10687,1.033333333,28,29.98666667,0.523333333,1.2,27.1,32.9,0.17,2,27.1,39
10688,-0.7,16,22.53,0.56,1.2,22.6,48.1,0.04,-1,22.3,39
10689,-0.7,16,22.55,0.56,1.1,23.7,48.4,0.05,2,23,39
10690,0.3,7,26.31,0.53,2,22.7,39,0.17,2,22,39
10691,0.6,13,27.68,0.53,2,24.4,32.1,0.14,2,23.3,39
10692,-0.5,10,23.37,0.42,1.3,24,40.7,0.13,1,23.4,39
10693,-0.1,5,24.83,0.42,1.2,26.1,48,0.13,2,25.2,39
10694,0,5,24.65,0.38,1.3,25.8,38.4,0.1,1,24.6,39
10695,0.4,8,25.69,0.38,1.3,26.6,27.2,0.04,2,25.9,39
10696,0.1,5,25.47,0.78,1.4,23.4,33.8,0.18,0,22.4,39
10697,-0.3,7,24.32,0.78,1,24.7,31.8,0.07,1,23.5,39
10698,0.4,8,27.04,0.78,1.3,24.7,48,0.18,2,24,39
10699,1,25,29.74,0.78,1.4,26.6,46.5,0.1,2,25.7,39
10700,0.7,15,28.31,0.78,1.4,25.8,38.4,0.1,1,24.6,39
10701,-0.3,7,23.28,0.36,1.5,22.6,48.1,0.04,2,22.3,39
10702,-0.333333333,12.82666667,23.79666667,0.36,1.3,23.5,48.4,0.04,2,22.8,39
10703,-1,28,22.01666667,0.36,1.3,22.3,40.3,0.11,2,22,39
10704,-1.7,64,20.79,0.36,1,24.4,32.1,0.14,2,23.3,39
10705,-0.4,8,23.85,0.56,1.2,24.5,42.5,0.18,2,23.6,39
10706,-0.6,14,22.94,0.31,1.2,25.2,48,0.15,2,24.3,39
10707,-0.2,6,24.46,0.41,1.2,25.6,45.6,0.15,2,24.5,39
10708,0.7,18,27.27666667,0.523333333,1.2,26.3,27.9,0.05,2,25.7,39
10709,0.766666667,19.33333333,28.24666667,0.56,1.6,24,47.5,0.063333333,2,24.53333333,39
10710,-0.2,6.333333333,24.02333333,0.663333333,1.233333333,22.6,48.1,0.04,2,22.3,39
10711,-0.033333333,8.616666667,24.85666667,0.663333333,1.233333333,24.1,48,0.04,2,23.4,39
10712,-0.666666667,18.66666667,23.05,0.556666667,1.366666667,22.3,40.3,0.11,2,22,39
10713,0.1,11.33333333,25.97,0.896666667,1.5,24.7,31.8,0.07,2,23.5,39
10714,-0.366666667,8.666666667,23.94666667,0.646666667,1.266666667,24.5,42.5,0.18,2,23.6,39
10715,0.366666667,10,26.83666667,0.9,1.533333333,26.1,48,0.13,2,25.2,39
10716,0.666666667,16.33333333,28.25666667,0.68,1.333333333,25.8,38.4,0.1,2,24.6,39
10717,0.833333333,21.66666667,28.14333333,0.663333333,1.366666667,26.9,28.7,0.03,2,26.2,39
10718,0.3,30.33333333,28.81666667,1.126666667,1.733333333,21.73333333,43.23333333,0.056666667,2,20.33333333,39
10719,0.3,7,26.9,0.96,1.3,22.6,48.1,0.04,0,22.3,39
10720,0.5,10,27.58,0.96,1.2,23.7,48.4,0.05,0,25,39
10721,-0.3,7,24.49,0.96,1.1,23,36.7,0.18,0,23,39
10722,0.7,15,28.46,0.96,1.4,24.7,31.8,0.07,1,24.9,39
10723,0.2,6,26.36,0.96,1.2,24.5,42.5,0.18,0,22.8,39
10724,1,27,29.59,0.76,1.4,26.4,48,0.08,1,26.5,39
10725,1.3,40,32.69,1.01,1.8,25.9,38.2,0.1,1,24.9,39
10726,1.3,38,30.94,1.01,1.4,26.9,28.7,0.03,1,27.1,39
10727,1.1,28,30.14,1.11,1.3,27.1,32.9,0.17,1,26.3,39
10728,-0.1,5,24.63,0.66,1.3,22.7,47.1,0.05,1,22.5,39
10729,0.5,10,27.25,0.76,1.3,24.1,48,0.04,2,25.5,39
10730,-0.1,5,24.91,0.76,1.3,23,36.7,0.18,1,23,39
10731,0.3,7,26.42,0.76,1.3,24.8,29.6,0.17,2,25.2,39
10732,0.3,7,26.43,0.76,1.3,24.7,48,0.18,2,23.4,39
10733,1,27,29.62,0.76,1.3,26.6,46.5,0.1,2,26.9,39
10734,0.8,17,28.4,0.76,1.4,25.9,38.2,0.1,1,24.9,39
10735,1.1,32,29.48,0.76,1.4,27.1,29.1,0.05,2,27.5,39
