Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Thermal sensation
3,2,0.1,23.7,23.1,50,29.2,-1
6,1,0.1,23.7,23.1,50,29.2,-1
4,2,0.1,23.7,23.1,50,29.2,-2
3,1,0.1,23.7,23.1,50,29.2,-1
2,2,0.1,23.7,23.1,83,17.2,-1
4,1,0.1,23.7,23.1,83,17.2,0
2,2,0.1,23.7,23.1,83,17.2,0
2,1,0.1,23.7,23.1,83,17.2,0
4,1,0.1,23.7,23.1,83,17.2,-2
3,2,0.1,23.7,23.1,83,17.2,-1
3,1,0.1,23.7,23.1,83,17.2,-1
2,1,0.1,23.7,23.1,83,17.2,-1
3,2,0.1,23.7,23.1,83,17.2,0
3,1,0.1,23.7,23.1,83,17.2,0
2,2,0.1,23.7,23.1,83,17.2,1
4,2,0.1,23.7,23.1,83,17.2,-1
2,1,0.1,23.7,23.1,83,17.2,-2
3,2,0.1,23.7,23.1,83,17.2,-2
2,1,0.1,23.7,23.1,54,18,-1
4,1,0.1,23.7,23.1,54,18,0
4,2,0.1,23.7,23.1,54,18,-1
2,1,0.1,23.7,23.1,54,18,0
2,2,0.1,23.7,23.1,54,18,-1
2,2,0.1,23.7,23.1,54,18,0
1,1,0.1,23.7,23.1,54,18,0
3,2,0.1,23.7,23.1,54,18,-1
4,2,0.1,23.7,23.1,54,18,0
3,1,0.1,23.7,23.1,54,18,-1
