Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Thermal sensation
3,1,0.1,22.1,23.1,93,6,-1
2,1,0.1,22.1,23.1,93,6,1
3,2,0.1,22.1,23.1,93,6,0
2,2,0.1,22.9,23.1,54,10,0
3,2,0.1,22.9,23.1,54,10,0
3,1,0.1,22.9,23.1,54,10,-1
2,1,0.1,22.9,23.1,54,10,0
3,1,0.1,22.9,23.1,54,10,0
2,1,0.1,22.9,23.1,54,10,-1
1,2,0.1,23.7,23.1,96,14.5,-1
1,2,0.1,23.7,23.1,96,14.5,0
2,1,0.1,23.7,23.1,96,14.5,0
1,1,0.1,23.7,23.1,96,14.5,-1
2,2,0.1,23.7,23.1,96,14.5,1
2,2,0.1,23.7,23.1,96,14.5,-1
1,1,0.1,23.7,23.1,96,14.5,0
2,1,0.1,23.7,23.1,96,14.5,1
2,2,0.1,23.7,23.1,96,14.5,0
3,2,0.1,23.7,23.1,96,14.5,1
1,1,0.1,23.7,23.1,96,14.5,1
1,2,0.1,23.7,23.1,96,14.5,1
3,2,0.1,23.7,23.1,96,14.5,-1
4,2,0.1,23.7,23.1,96,14.5,0
2,1,0.1,23.7,23.1,96,14.5,-1
3,2,0.1,23.7,23.1,96,14.5,0
1,2,0.1,23.7,23.1,96,14.5,2
2,2,0.1,23.7,23.1,83,8.6,0
1,1,0.1,23.7,23.1,83,8.6,0
1,2,0.1,23.7,23.1,83,8.6,0
2,2,0.1,23.7,23.1,83,8.6,-1
1,1,0.1,23.7,23.1,83,8.6,-2
1,2,0.1,23.7,23.1,83,8.6,-1
1,1,0.1,23.7,23.1,83,8.6,-1
1,2,0.1,23.7,23.1,83,8.6,-2
2,1,0.1,23.7,23.1,83,8.6,0
1,2,0.1,23.7,23.1,82,5.9,0
2,2,0.1,23.7,23.1,82,5.9,0
2,2,0.1,23.7,23.1,82,5.9,-1
2,2,0.1,23.7,23.1,82,5.9,1
6,2,0.1,23.7,23.1,82,5.9,0
3,1,0.1,23.7,23.1,82,5.9,0
1,1,0.1,23.7,23.1,82,5.9,-1
2,2,0.1,23.7,23.1,82,5.9,-2
2,1,0.1,23.7,23.1,82,5.9,2
1,1,0.1,23.7,23.1,82,5.9,0
6,1,0.1,23.7,23.1,82,5.9,-1
2,1,0.1,23.7,23.1,82,5.9,-1
2,1,0.1,23.7,23.1,82,5.9,0
2,1,0.1,23.7,23.1,91,5.6,0
1,2,0.1,23.7,23.1,91,5.6,-1
2,2,0.1,23.7,23.1,91,5.6,-1
1,1,0.1,23.7,23.1,91,5.6,1
2,2,0.1,23.7,23.1,91,5.6,0
1,1,0.1,23.7,23.1,91,5.6,-1
1,2,0.1,23.7,23.1,91,5.6,0
1,1,0.1,23.7,23.1,91,5.6,0
2,1,0.1,23.7,23.1,91,5.6,-1
2,1,0.1,23.7,23.1,81,8,0
2,2,0.1,23.7,23.1,81,8,0
1,1,0.1,23.7,23.1,81,8,0
1,1,0.1,23.7,23.1,81,8,1
1,2,0.1,23.7,23.1,81,8,0
1,1,0.1,23.7,23.1,81,8,-1
1,2,0.1,23.7,23.1,81,8,-1
2,2,0.1,23.7,23.1,81,8,-1
2,2,0.1,23.7,23.1,81,8,1
3,1,0.1,23.7,23.1,81,8,1
3,2,0.1,23.7,23.1,81,8,0
1,2,0.1,23.7,23.1,81,8,1
2,1,0.1,23.7,23.1,81,8,1
1,2,0.1,23.7,23.1,81,8,-2
2,1,0.1,23.7,23.1,80,11.4,0
2,1,0.1,23.7,23.1,80,11.4,-1
1,2,0.1,23.7,23.1,80,11.4,-1
3,2,0.1,23.7,23.1,80,11.4,0
2,1,0.1,23.7,23.1,80,11.4,1
3,1,0.1,23.7,23.1,80,11.4,0
2,2,0.1,23.7,23.1,80,11.4,0
6,2,0.1,23.7,23.1,80,11.4,0
2,2,0.1,23.7,23.1,80,11.4,-1
4,2,0.1,23.7,23.1,80,11.4,0
3,1,0.1,23.7,23.1,80,11.4,-1
4,1,0.1,23.7,23.1,80,11.4,2
1,1,0.1,23.7,23.1,80,11.4,0
4,2,0.1,23.7,23.1,80,11.4,-1
1,2,0.1,23.7,23.1,80,11.4,0
1,1,0.1,23.7,23.1,80,11.4,-1
1,1,0.1,23.7,23.1,80,11.4,-2
1,2,0.1,23.7,23.1,24,11.2,0
2,2,0.1,23.7,23.1,24,11.2,0
1,2,0.1,23.7,23.1,24,11.2,-1
1,1,0.1,23.7,23.1,24,11.2,0
1,1,0.1,23.7,23.1,24,11.2,-1
3,2,0.1,23.7,23.1,24,11.2,-1
1,2,0.1,23.7,23.1,24,11.2,-2
1,2,0.1,23.7,23.1,28,12.2,-2
1,2,0.1,23.7,23.1,28,12.2,-1
1,2,0.1,23.7,23.1,28,12.2,0
1,1,0.1,23.7,23.1,28,12.2,-1
1,1,0.1,23.7,23.1,28,12.2,0
3,2,0.1,23.7,23.1,28,12.2,0
2,2,0.1,23.7,23.1,28,12.2,-1
2,2,0.1,23.7,23.1,52,7,0
1,2,0.1,23.7,23.1,52,7,0
1,2,0.1,23.7,23.1,52,7,-1
1,1,0.1,23.7,23.1,52,7,-1
2,2,0.1,23.7,23.1,52,7,-2
4,2,0.1,23.7,23.1,52,7,-1
2,2,0.1,23.7,23.1,52,7,-1
1,1,0.1,23.7,23.1,52,7,-2
1,1,0.1,24,23.1,52,23.2,-1
2,2,0.1,24,23.1,52,23.2,0
2,2,0.1,24,23.1,52,23.2,-1
3,1,0.1,24,23.1,52,23.2,-1
2,1,0.1,24,23.1,52,23.2,-2
1,1,0.1,24,23.1,52,23.2,0
1,2,0.1,24,23.1,52,23.2,0
2,1,0.1,24,23.1,52,23.2,-1
2,1,0.1,24,23.1,52,23.2,0
1,2,0.1,24,23.1,52,23.2,-1
1,1,0.1,19,23.1,52,15.5,0
1,1,0.1,19,23.1,52,15.5,-1
1,2,0.1,19,23.1,52,15.5,-1
1,1,0.1,19,23.1,52,15.5,-2
1,2,0.1,19,23.1,52,15.5,0
3,2,0.1,19,23.1,52,15.5,-1
1,1,0.1,19,23.1,52,15.5,1
1,2,0.1,19,23.1,52,15.5,-2
2,1,0.1,19,23.1,52,15.5,-1
2,2,0.1,19,23.1,52,15.5,0
2,2,0.1,19,23.1,52,15.5,-1
1,2,0.17,22.65,22.6,58,25,-1
2,2,0.17,22.65,22.6,58,25,0
2,2,0.17,22.65,22.6,58,25,-1
1,1,0.17,22.65,22.6,58,25,-1
1,2,0.17,22.65,22.6,58,25,0
1,2,0.17,22.65,22.6,58,25,-2
1,1,0.17,22.65,22.6,58,25,0
2,1,0.17,22.65,22.6,58,25,0
2,1,0.17,22.65,22.6,58,25,-1
1,1,0.17,22.65,22.6,58,25,-2
2,2,0.17,22.65,22.6,58,25,-2
1,1,0,20.4925,20.5,58,11.8,0
1,2,0,20.4925,20.5,58,11.8,0
1,2,0,20.4925,20.5,58,11.8,-1
1,2,0,20.4925,20.5,58,11.8,1
1,1,0,20.4925,20.5,58,11.8,-1
1,2,0,20.4925,20.5,58,11.8,-2
2,1,0,20.4925,20.5,58,11.8,-2
2,2,0,20.4925,20.5,58,11.8,0
2,2,0,20.4925,20.5,58,11.8,-1
2,1,0,20.4925,20.5,58,11.8,0
2,2,0,20.4925,20.5,58,11.8,2
1,2,0,20.4925,20.5,58,11.8,2
1,1,0.1,24.2,23.1,73.5,29,0
1,2,0.1,24.2,23.1,73.5,29,-1
1,2,0.1,24.2,23.1,73.5,29,0
1,1,0.1,24.2,23.1,73.5,29,-1
1,2,0.1,24.2,23.1,73.5,29,-2
1,2,0.109,29.036,23.1,54,28,0
1,1,0.109,29.036,23.1,54,28,0
1,1,0.109,29.036,23.1,54,28,-1
2,1,0.109,29.036,23.1,54,28,0
1,2,0.109,29.036,23.1,54,28,-1
1,1,0.109,29.036,23.1,54,28,1
1,2,0.109,29.036,23.1,54,28,1
1,2,0.1,25.79,23.1,76,22,1
1,2,0.1,25.79,23.1,76,22,0
1,1,0.1,25.79,23.1,76,22,0
1,1,0.1,25.79,23.1,76,22,-1
1,2,0.1,25.79,23.1,76,22,-1
1,1,0.1,25.79,23.1,76,22,2
3,1,0.1,23.7,23.1,43,28,0
1,2,0.1,23.7,23.1,43,28,0
1,1,0.1,23.7,23.1,43,28,-1
1,2,0.1,23.7,23.1,43,28,-1
1,1,0.1,23.7,23.1,43,28,0
3,2,0.1,23.7,23.1,43,28,-1
1,1,0.1,25.5,23.1,90,19,-1
1,1,0.1,25.5,23.1,90,19,-2
1,2,0.1,25.5,23.1,90,19,-1
1,2,0.1,25.5,23.1,90,19,-2
1,1,0.1,25.5,23.1,90,19,0
2,1,0.1,25.5,23.1,90,19,-1
2,2,0.1,25.5,23.1,90,19,-1
1,2,0.1,25.5,23.1,90,19,0
1,1,0.1,25.5,23.1,82,20,0
1,2,0.1,25.5,23.1,82,20,0
1,2,0.1,25.5,23.1,82,20,-1
1,1,0.1,25.5,23.1,82,20,-1
2,2,0.1,25.5,23.1,82,20,-1
1,1,0.1,25.5,23.1,82,20,2
1,2,0.1,25.5,23.1,82,20,-2
2,1,0.1,25.5,23.1,82,20,0
2,2,0.1,23.7,23.1,59,31.1,-1
3,1,0.1,23.7,23.1,59,31.1,-1
2,1,0.1,23.7,23.1,59,31.1,0
1,1,0.1,23.7,23.1,59,31.1,0
2,1,0.1,23.7,23.1,59,31.1,-1
4,1,0.1,23.7,23.1,61,30.7,0
1,2,0.1,23.7,23.1,61,30.7,0
1,2,0.1,23.7,23.1,61,30.7,-1
2,2,0.1,23.7,23.1,61,30.7,0
2,2,0.1,23.7,23.1,61,30.7,-1
4,2,0.1,23.7,23.1,61,30.7,0
2,2,0.1,23.7,23.1,61,30.7,2
2,2,0.1,23.7,23.1,20.2,35.1,0
1,2,0.1,23.7,23.1,20.2,35.1,0
4,2,0.1,23.7,23.1,20.2,35.1,0
3,1,0.1,23.7,23.1,20.2,35.1,1
3,1,0.1,23.7,23.1,20.2,35.1,0
2,2,0.1,23.7,23.1,85.2,27.1,0
1,2,0.1,23.7,23.1,85.2,27.1,0
1,2,0.1,23.7,23.1,85.2,27.1,-1
2,2,0.1,23.7,23.1,85.2,27.1,-1
1,1,0.1,23.7,23.1,85.2,27.1,-1
3,2,0.1,23.7,23.1,39.4,32.1,-1
3,2,0.1,23.7,23.1,39.4,32.1,0
2,2,0.1,23.7,23.1,39.4,32.1,0
2,2,0.1,23.7,23.1,39.4,32.1,-1
2,1,0.1,23.7,23.1,39.4,32.1,0
2,1,0.1,23.7,23.1,39.4,32.1,-1
4,2,0.1,23.7,23.1,39.4,32.1,0
3,1,0.1,23.7,23.1,39.4,32.1,0
1,2,0.1,23.7,23.1,39.4,32.1,-1
2,2,0.43,27.2,27.8,11.5,35.7,1
2,2,0.43,27.2,27.8,11.5,35.7,-1
3,2,0.43,27.2,27.8,11.5,35.7,0
4,1,0.43,27.2,27.8,11.5,35.7,-1
3,1,0.43,27.2,27.8,11.5,35.7,0
2,2,0.43,27.2,27.8,11.5,35.7,0
2,1,0.43,27.2,27.8,11.5,35.7,0
3,2,0.43,27.2,27.8,11.5,35.7,-1
2,2,0.69,33.93333333,33.7,27.4,35.8,-1
2,2,0.69,33.93333333,33.7,27.4,35.8,0
2,1,0.69,33.93333333,33.7,27.4,35.8,-1
2,1,0.69,33.93333333,33.7,27.4,35.8,0
3,1,0.69,33.93333333,33.7,27.4,35.8,0
2,2,0.69,33.93333333,33.7,27.4,35.8,1
2,1,0.69,33.93333333,33.7,27.4,35.8,2
3,2,0.69,33.93333333,33.7,27.4,35.8,-1
2,2,0.69,33.93333333,33.7,27.4,35.8,2
3,2,0.69,33.93333333,33.7,27.4,35.8,0
3,1,0.69,33.93333333,33.7,27.4,35.8,1
1,2,0.69,33.93333333,33.7,27.4,35.8,2
1,2,0.69,33.93333333,33.7,27.4,35.8,1
2,2,0.41,27.5,27.2,84.9,28.6,0
2,2,0.41,27.5,27.2,84.9,28.6,-1
3,2,0.41,27.5,27.2,84.9,28.6,-1
2,1,0.41,27.5,27.2,84.9,28.6,0
3,1,0.41,27.5,27.2,84.9,28.6,-1
3,1,0.41,27.5,27.2,84.9,28.6,0
2,1,0.41,27.5,27.2,84.9,28.6,-1
1,2,0.41,27.5,27.2,84.9,28.6,0
1,2,0.41,27.5,27.2,84.9,28.6,-1
3,2,0.41,27.5,27.2,84.9,28.6,0
4,1,0.41,27.5,27.2,84.9,28.6,-1
2,1,0.1,23.7,23.1,40,29,0
2,1,0.1,23.7,23.1,40,29,-1
1,2,0.1,23.7,23.1,40,29,0
2,2,0.1,23.7,23.1,40,29,0
2,2,0.1,23.7,23.1,40,29,-1
1,2,0.1,23.7,23.1,40,29,-1
3,2,0.1,23.7,23.1,40,29,-1
1,1,0.1,23.7,23.1,40,29,0
3,1,0.1,23.45,23.1,74,22,-1
1,1,0.1,23.45,23.1,74,22,-1
1,1,0.1,23.45,23.1,74,22,-2
1,1,0.1,23.45,23.1,74,22,0
1,2,0.1,23.45,23.1,74,22,-2
2,2,0.1,23.45,23.1,74,22,-2
2,2,0.1,23.45,23.1,74,22,-1
1,1,0.1,23.45,23.1,74,22,1
1,2,0.1,23.45,23.1,74,22,-1
1,2,0.1,23.45,23.1,74,22,0
1,1,0.1,18.0025,23.1,43,13,-2
1,1,0.1,18.0025,23.1,43,13,-1
1,2,0.1,18.0025,23.1,43,13,-1
1,2,0.1,18.0025,23.1,43,13,0
1,2,0.1,18.0025,23.1,43,13,-2
3,2,0.1,18.0025,23.1,43,13,-1
2,2,0.1,18.0025,23.1,43,13,-1
1,1,0.1,18.0025,23.1,43,13,0
1,1,0.1,24.6,23.1,68,25,0
1,1,0.1,24.6,23.1,68,25,-1
1,2,0.1,24.6,23.1,68,25,0
1,2,0.1,24.6,23.1,68,25,-1
3,2,0.1,24.6,23.1,68,25,0
2,2,0.1,24.6,23.1,68,25,0
2,1,0.1,24.6,23.1,68,25,0
1,1,0.1,19.46666667,23.1,49,15,-1
1,2,0.1,19.46666667,23.1,49,15,-1
1,1,0.1,19.46666667,23.1,49,15,1
1,1,0.1,19.46666667,23.1,49,15,0
1,2,0.1,19.46666667,23.1,49,15,-2
1,2,0.1,19.46666667,23.1,49,15,0
1,1,0.1,19.46666667,23.1,49,15,-2
2,1,0.1,19.46666667,23.1,49,15,-2
2,1,0.1,23.7,23.1,15,45,0
2,2,0.1,23.7,23.1,15,45,0
2,2,0.1,23.7,23.1,15,45,-1
2,1,0.1,23.7,23.1,15,45,-1
2,2,0.1,23.7,23.1,15,45,1
2,1,0.1,23.7,23.1,15,45,2
2,2,0.1,22,23.1,61,21,0
4,2,0.1,22,23.1,61,21,0
2,1,0.1,22,23.1,61,21,0
2,2,0.1,22,23.1,61,21,1
2,2,0.1,23.7,23.1,56,20,1
2,2,0.1,23.7,23.1,56,20,0
2,1,0.1,23.7,23.1,56,20,-1
2,1,0.1,23.7,23.1,68,18,0
2,2,0.1,23.7,23.1,68,18,0
5,2,0.1,23.7,23.1,48,18,0
1,2,0.1,23.7,23.1,48,18,-1
1,2,0.1,23.7,23.1,48,18,0
1,1,0.1,23.7,23.1,48,18,-1
1,1,0.1,23.7,23.1,48,18,0
2,2,0.1,23.7,23.1,48,18,1
2,2,0.1,23.7,23.1,48,18,0
2,1,0.1,23.7,23.1,48,18,0
1,2,0.1,23.7,23.1,48,18,1
2,2,0.1,23.7,23.1,48,18,-1
1,1,0.1,23.7,23.1,48,18,1
1,2,0.1,23.7,23.1,42,18,-1
2,2,0.1,23.7,23.1,42,18,-1
1,2,0.1,23.7,23.1,42,18,1
1,1,0.1,23.7,23.1,42,18,0
1,2,0.1,23.7,23.1,42,18,0
2,2,0.1,23.7,23.1,42,18,0
2,1,0.1,23.7,23.1,42,18,-1
2,1,0.1,23.7,23.1,42,18,0
1,1,0.1,23.7,23.1,42,18,-1
2,1,0.1,23.7,23.1,42,18,1
2,2,0.1,25.6,23.1,5,29,-1
1,2,0.1,25.6,23.1,5,29,0
2,2,0.1,25.6,23.1,5,29,0
2,1,0.1,25.6,23.1,5,29,-1
1,2,0.1,25.6,23.1,5,29,-1
1,1,0.1,25.6,23.1,5,29,0
1,1,0.1,25.6,23.1,5,29,-1
2,1,0.1,25.6,23.1,5,29,0
4,1,0.1,24.1,23.1,7,21,0
5,2,0.1,24.1,23.1,7,21,0
2,1,0.1,24.1,23.1,7,21,0
3,1,0.1,24.1,23.1,7,21,-1
2,2,0.1,24.1,23.1,7,21,0
1,1,0.1,24.1,23.1,7,21,0
3,1,0.1,24.1,23.1,7,21,0
1,2,0.1,24.1,23.1,7,21,0
1,2,0.1,24.1,23.1,7,21,-1
1,1,0.1,24.1,23.1,7,21,-1
2,2,0.1,24.1,23.1,7,21,-1
1,1,0.1,24.1,23.1,7,21,1
2,1,0.1,24.1,23.1,7,21,-1
2,2,0.1,24.1,23.1,7,21,-2
1,2,0.1,25.4,23.1,19,22.5,0
1,2,0.1,25.4,23.1,19,22.5,-1
1,1,0.1,25.4,23.1,19,22.5,0
1,1,0.1,25.4,23.1,19,22.5,-1
1,2,0.1,25.4,23.1,19,22.5,1
2,2,0.1,25.4,23.1,19,22.5,-1
2,2,0.1,25.4,23.1,19,22.5,0
2,1,0.1,25.4,23.1,19,22.5,-1
2,1,0.1,25.4,23.1,19,22.5,0
2,1,0.1,25.4,23.1,19,22.5,1
2,1,0.1,25.9,23.1,14,30,0
3,1,0.1,25.9,23.1,14,30,0
1,2,0.1,25.9,23.1,14,30,0
1,1,0.1,25.9,23.1,14,30,-1
2,1,0.1,25.9,23.1,14,30,-1
1,2,0.1,25.9,23.1,14,30,-1
1,1,0.1,25.9,23.1,14,30,0
2,2,0.1,25.9,23.1,14,30,0
3,1,0.1,24.65,23.1,29,11,0
2,1,0.1,24.65,23.1,29,11,0
1,1,0.1,24.65,23.1,29,11,-1
1,2,0.1,24.65,23.1,29,11,0
1,1,0.1,24.65,23.1,29,11,0
2,2,0.1,24.65,23.1,29,11,-1
1,2,0.1,24.65,23.1,29,11,-1
2,2,0.1,24.65,23.1,29,11,0
2,1,0.1,24.65,23.1,29,11,-1
5,2,0.1,26.7,23.1,12,30,-1
2,2,0.1,26.7,23.1,12,30,-1
2,1,0.1,26.7,23.1,12,30,-1
2,2,0.1,26.7,23.1,12,30,-2
2,2,0.1,26.7,23.1,12,30,0
1,2,0.1,26.7,23.1,12,30,0
1,1,0.1,26.7,23.1,12,30,0
2,2,0.1,26.7,23.1,12,30,1
1,2,0.1,26.7,23.1,12,30,-1
2,1,0.1,26.7,23.1,12,30,0
1,2,0.1,21.4,23.1,37,12,-1
1,1,0.1,21.4,23.1,37,12,-1
1,1,0.1,21.4,23.1,37,12,0
1,2,0.1,21.4,23.1,37,12,0
2,2,0.1,21.4,23.1,37,12,-1
1,1,0.1,21.4,23.1,37,12,-2
2,2,0.1,21.4,23.1,37,12,0
2,1,0.1,21.4,23.1,37,12,0
2,1,0.1,21.4,23.1,37,12,-1
2,1,0.1,21.4,23.1,37,12,-2
3,1,0.1,21.4,23.1,37,12,-1
2,1,0.1,25.2,23.1,47,21.58,0
1,1,0.1,25.2,23.1,47,21.58,0
1,2,0.1,25.2,23.1,47,21.58,0
1,2,0.1,25.2,23.1,47,21.58,-1
2,2,0.1,25.2,23.1,47,21.58,0
1,1,0,20.6,23.1,53.3,10.3,-2
1,1,0,20.6,23.1,53.3,10.3,-1
2,1,0,20.6,23.1,53.3,10.3,-1
1,1,0,20.6,23.1,53.3,10.3,0
1,2,0,20.6,23.1,53.3,10.3,0
2,2,0,20.6,23.1,53.3,10.3,0
1,2,0,20.6,23.1,53.3,10.3,-2
1,2,0,20.6,23.1,53.3,10.3,-1
2,1,0,20.6,23.1,53.3,10.3,-2
2,2,0,20.6,23.1,53.3,10.3,-1
2,2,0,20.6,23.1,53.3,10.3,-2
1,2,0,26.63333333,27,32.6,19.4,0
1,2,0,26.63333333,27,32.6,19.4,-1
2,2,0,26.63333333,27,32.6,19.4,-1
1,2,0,26.63333333,27,32.6,19.4,1
1,2,0,21.5,21.5,31,12,0
1,2,0,21.5,21.5,31,12,-1
1,2,0,21.5,21.5,31,12,1
2,1,0,21.5,21.5,31,12,1
2,1,0,21.5,21.5,31,12,0
2,2,0,21.5,21.5,31,12,0
2,2,0,21.5,21.5,31,12,1
2,2,0,21.5,21.5,31,12,-1
2,1,0,21.5,21.5,31,12,-1
1,1,0.1,23,23.1,30.1,18.1,-1
1,1,0.1,23,23.1,30.1,18.1,0
3,1,0.1,23,23.1,30.1,18.1,0
1,1,0,22.4,23.1,35,14.5,0
1,1,0,22.4,23.1,35,14.5,-1
2,1,0,22.4,23.1,35,14.5,-1
2,1,0,22.4,23.1,35,14.5,0
2,2,0,22.4,23.1,35,14.5,-1
1,2,0,22.4,23.1,35,14.5,0
2,2,0,22.4,23.1,35,14.5,0
1,2,0,22.4,23.1,35,14.5,-1
3,2,0.1,25,23.1,25,33.1,0
2,2,0.1,25,23.1,25,33.1,-1
2,2,0.1,25,23.1,25,33.1,0
3,2,0.1,25,23.1,25,33.1,-1
1,2,0.1,25,23.1,25,33.1,-1
1,1,0.1,25,23.1,25,33.1,-2
2,1,0.1,25,23.1,25,33.1,-1
1,2,0.1,25,23.1,25,33.1,0
1,1,0.1,25,23.1,25,33.1,0
3,2,0.1,33.3,23.1,61,30.5,2
4,2,0.1,33.3,23.1,61,30.5,2
2,2,0.1,33.3,23.1,61,30.5,1
2,2,0.1,33.3,23.1,61,30.5,2
1,2,0.1,33.3,23.1,61,30.5,1
2,2,0.1,33.3,23.1,61,30.5,0
1,2,0.1,33.3,23.1,61,30.5,0
3,1,0.1,33.3,23.1,61,30.5,2
1,2,0.1,33.3,23.1,61,30.5,2
2,2,0.1,23.7,23.1,24,36.7,0
1,2,0.1,23.7,23.1,24,36.7,0
2,2,0.1,23.7,23.1,24,36.7,1
1,1,0.1,23.7,23.1,24,36.7,0
2,2,0.1,23.7,23.1,24,36.7,2
2,1,0.1,23.7,23.1,24,36.7,1
2,2,0.1,23.5,23.1,54,20.4,0
1,2,0.1,23.5,23.1,54,20.4,-1
1,2,0.1,23.5,23.1,54,20.4,0
2,2,0.1,23.5,23.1,54,20.4,-1
1,1,0.1,23.5,23.1,54,20.4,-1
1,1,0.1,23.5,23.1,54,20.4,0
1,1,0.1,20.5,23.1,91,10.7,0
1,1,0.1,20.5,23.1,91,10.7,-1
3,1,0.1,20.5,23.1,91,10.7,-1
1,2,0.1,20.5,23.1,91,10.7,0
1,2,0.1,20.5,23.1,91,10.7,-1
2,2,0.1,20.5,23.1,91,10.7,0
1,1,0.1,23.7,23.1,50,8,-1
2,2,0.1,23.7,23.1,50,8,-1
1,1,0.1,23.7,23.1,50,8,1
1,2,0.1,23.7,23.1,50,8,0
1,1,0.1,23.7,23.1,50,8,0
2,2,0.1,23.7,23.1,50,8,0
3,2,0.1,23.7,23.1,50,8,-1
2,2,0.1,21,23.1,42,15,-1
1,2,0.1,21,23.1,42,15,-1
1,2,0.1,21,23.1,42,15,0
2,2,0.1,21,23.1,42,15,0
3,2,0.1,21,23.1,42,15,0
2,1,0.1,23.7,23.1,37,31,2
1,1,0.1,23.7,23.1,37,31,2
1,1,0.1,23.7,23.1,37,31,-1
2,2,0.1,23.7,23.1,37,31,0
1,2,0.1,23.7,23.1,37,31,1
4,2,0.1,23.7,23.1,37,31,0
2,1,0.1,23.7,23.1,37,31,1
2,1,0.1,23.7,23.1,37,31,0
1,2,0.1,23.7,23.1,37,31,-1
1,1,0.1,23.7,23.1,37,31,0
2,2,0.1,23.7,23.1,37,31,2
2,2,0.1,23.7,23.1,37,31,-1
1,2,0.1,23.7,23.1,37,31,-2
2,2,0.1,23.7,23.1,58,26.5,0
1,2,0.1,23.7,23.1,58,26.5,0
1,1,0.1,23.7,23.1,58,26.5,0
1,2,0.1,23.7,23.1,58,26.5,-1
2,2,0.1,23.7,23.1,58,26.5,1
1,1,0.1,23.7,23.1,26,32,-1
1,2,0.1,23.7,23.1,26,32,0
1,1,0.1,23.7,23.1,26,32,0
1,2,0.1,23.7,23.1,26,32,-1
2,2,0.1,23.7,23.1,26,32,-1
1,2,0.1,23.7,23.1,26,32,1
1,2,0.1,23.7,23.1,24,30,0
2,1,0.1,23.7,23.1,24,30,0
2,2,0.1,23.7,23.1,24,30,1
1,1,0.1,23.7,23.1,24,30,0
1,1,0.1,23.7,23.1,24,30,1
1,2,0.1,23.7,23.1,24,30,1
1,2,0.1,23.7,23.1,24,30,2
2,2,0.1,23.7,23.1,19,36,1
1,2,0.1,23.7,23.1,19,36,0
2,2,0.1,23.7,23.1,19,36,-2
2,2,0.1,23.7,23.1,19,36,-1
2,2,0.1,23.7,23.1,19,36,0
1,1,0.1,23.7,23.1,19,36,0
1,2,0.1,23.7,23.1,19,36,1
1,2,0.1,23.7,23.1,19,36,-1
2,2,0.1,23.7,23.1,19,35,0
2,2,0.1,23.7,23.1,19,35,-1
2,2,0.1,23.7,23.1,19,35,1
1,2,0.1,23.7,23.1,19,35,0
1,2,0.1,23.7,23.1,19,35,1
2,2,0.1,23.7,23.1,28,35,0
2,2,0.1,23.7,23.1,28,35,1
1,2,0.1,23.7,23.1,28,35,0
2,2,0.1,23.7,23.1,28,35,2
3,2,0.1,23.7,23.1,28,35,0
2,1,0.1,23.7,23.1,28,35,1
2,1,0.1,23.7,23.1,24,34,0
2,2,0.1,23.7,23.1,24,34,0
2,1,0.1,23.7,23.1,24,34,-1
2,2,0.1,23.7,23.1,24,34,1
2,1,0.1,23.7,23.1,30,18,0
2,2,0.1,23.7,23.1,30,18,-1
1,1,0.1,23.7,23.1,30,18,-1
2,1,0.1,23.7,23.1,30,18,-1
1,1,0.1,23.7,23.1,30,18,0
2,2,0.1,23.7,23.1,30,18,0
2,2,0.1,23.7,23.1,51,12,-1
2,2,0.1,23.7,23.1,51,12,1
2,2,0.1,23.7,23.1,51,12,0
2,2,0.1,23.7,23.1,77,12,1
2,2,0.1,23.7,23.1,77,12,0
1,2,0.1,23.7,23.1,77,12,1
1,2,0.1,23.7,23.1,77,12,-2
2,2,0.1,23.7,23.1,77,12,-1
1,2,0.1,23.7,23.1,77,12,0
2,2,0.1,23.7,23.1,77,12,2
1,1,0.1,23.7,23.1,77,12,1
2,1,0.1,23.7,23.1,77,12,0
1,1,0.1,23.7,23.1,77,12,0
1,1,0.2,28.3,23.1,69,31,0
1,1,0.2,28.3,23.1,69,31,-1
1,2,0.2,28.3,23.1,69,31,0
1,1,0.2,28.3,23.1,69,31,-2
1,1,0.2,28.3,23.1,69,31,2
2,1,0.2,28.3,23.1,69,31,0
1,2,0.2,28.3,23.1,69,31,-1
2,2,0.2,28.3,23.1,69,31,0
2,1,0.1,22,23.1,64,7,0
1,1,0.1,22,23.1,64,7,0
1,2,0.1,22,23.1,64,7,0
1,1,0.1,22,23.1,64,7,-1
2,2,0.1,22,23.1,64,7,-1
3,1,0.1,22,23.1,64,7,0
2,1,0.1,22,23.1,64,7,-1
1,1,0.1,22,23.1,64,7,2
2,2,0.1,22,23.1,64,7,0
6,1,0.1,22,23.1,64,7,0
3,1,0.02,26.3,23.1,54,22.8,-1
2,1,0.02,26.3,23.1,54,22.8,0
3,2,0.02,26.3,23.1,54,22.8,2
3,2,0.02,26.3,23.1,54,22.8,-1
3,1,0.02,26.3,23.1,54,22.8,2
3,1,0.02,26.3,23.1,54,22.8,0
4,2,0.02,26.3,23.1,54,22.8,1
4,2,0.02,26.3,23.1,54,22.8,0
3,1,0.02,26.3,23.1,54,22.8,1
4,1,0.02,26.3,23.1,54,22.8,0
3,1,0.03,26.45,23.1,54,24,0
3,2,0.03,26.45,23.1,54,24,0
2,1,0.03,26.45,23.1,54,24,0
