City,Country,Age,Sex,Air velocity (m/s),Air temperature (??C),Radiant temperature (??C),Relative humidity (%),Outdoor monthly air temperature (??C),Clo,Met,Thermal sensation
Lyon,France,31,1,0.1,19.2,20.7,49.4,4.5,1.09,1.3,0
Lyon,France,31,1,0.1,21.9,22.7,26.9,-2.5,0.94,1.3,0
Lyon,France,31,1,0.1,23.8,24.4,19.8,-2.5,0.8,1.2,0
Lyon,France,31,1,0.1,23.1,24.1,16.4,-2.5,0.77,1.7,1
Lyon,France,31,2,0.1,23.2,23.6,18.6,-0.4,0.69,1.5,0
Lyon,France,31,2,0.1,22.4,23.7,21.2,-0.4,0.81,1.7,-1
Lyon,France,31,2,0.1,23,23.2,21.3,-0.4,0.85,1.3,0
Lyon,France,31,1,0.1,24.4,25.2,16.3,-0.4,0.9,1.4,1
Lyon,France,31,1,0.1,24,25,20,-0.4,0.55,1.3,-1
Lyon,France,31,1,0.2,23.8,25.5,21.2,-0.4,0.87,1.4,0
Lyon,France,31,2,0.1,24.5,25.8,18.7,-0.4,0.79,1.2,1
Lyon,France,31,1,0.1,24.3,25.1,23.5,-0.4,0.94,1.2,2
Lyon,France,31,1,0.1,24.5,25.5,18.6,-0.4,0.51,1.4,0
Lyon,France,31,2,0.1,23.4,24.7,16.1,-0.4,1.21,1.1,-2
Lyon,France,31,1,0.1,24.3,24.8,19.2,-0.4,0.64,1.5,0
Lyon,France,31,2,0.1,23.5,24.5,19.5,-0.4,0.75,1.6,0
Lyon,France,31,1,0.1,24.3,24.3,25.4,-0.4,0.73,1,0
Lyon,France,31,2,0.1,24.4,24.8,18.6,-0.4,0.82,1.2,2
Lyon,France,31,2,0.1,23.9,24.4,19.5,-0.4,0.96,1.2,0
Lyon,France,31,1,0.1,24.8,25.2,19.9,-0.4,0.71,1.2,0
Lyon,France,31,1,0.1,23.4,23.5,20.3,13.3,0.64,1.4,0
Lyon,France,31,1,0.1,20.2,20.9,32.9,13.3,0.85,1.1,-1
Lyon,France,31,1,0.1,20.1,20.7,36.1,13.3,1.19,1.1,-1
Lyon,France,31,1,0.1,22.6,23.9,32.9,13.3,0.92,1.7,1
