City,Country,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Clo,Met,Thermal sensation
Karachi,Pakistan,25,2,0.01,25.3,25.2,33.4,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,24.7,24.6,37.5,13.3,1.24,0.89,0
Karachi,Pakistan,25,2,0.01,23.9,23.9,40.7,13.3,1.26,1.88,0
Karachi,Pakistan,25,2,0.01,23.4,23.4,41.8,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,23,22.9,43.7,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,22.9,22.7,44.9,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,21.5,21.2,47.8,13.3,1.24,1.01,-2
Karachi,Pakistan,25,2,0.01,21.1,21.3,46.7,13.3,1.24,1.88,0
Karachi,Pakistan,25,2,0.01,23.2,23.7,42.1,13.3,1.26,1.88,0
Karachi,Pakistan,25,2,0.03,24.7,24.7,32.3,13.3,1.26,1.88,0
Karachi,Pakistan,25,2,0.01,25.1,25.1,34,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,26.7,27,38.4,13.3,1.24,0.89,0
Karachi,Pakistan,25,2,0.01,26.5,26.5,57.9,13.3,1.26,1.88,0
Karachi,Pakistan,25,2,0.03,26,25.9,60.1,13.3,1.24,0.89,0
Karachi,Pakistan,25,2,0.03,24.7,24.6,63.2,13.3,1.24,0.89,0
Karachi,Pakistan,25,2,0.03,23.9,23.9,65.2,13.3,1.26,0.89,0
Karachi,Pakistan,25,2,0.03,23.4,23.4,65.2,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,23,23.1,67.2,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,22.9,22.7,67.7,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,22.5,22.4,67.7,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,22.1,22,68.5,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.03,22.3,22.3,68.6,13.3,0.75,0.77,0
Karachi,Pakistan,25,2,0.01,28.1,28,57.9,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,26.9,26.8,64,13.3,1.24,0.77,0
Karachi,Pakistan,25,2,0.01,26.2,26.2,67,13.3,1.24,1.88,0
Karachi,Pakistan,25,2,0.01,25.7,25.6,69,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,25.2,25.2,69.7,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,24.9,24.8,70.7,13.3,1.26,1.88,0
Karachi,Pakistan,25,2,0.01,24,24,73.3,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,23.8,23.7,73.9,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.02,23.5,23.4,72.2,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.03,23.4,23.3,72.3,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,24.3,24.6,56.5,13.3,1.26,1.88,0
Karachi,Pakistan,25,2,0.01,25.8,26.1,49.9,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,26.8,26.8,55.8,13.3,1.24,0.89,0
Karachi,Pakistan,25,2,0.01,26.2,26.1,57.9,13.3,0.75,1.01,0
Karachi,Pakistan,25,2,0.01,25.7,25.6,61.5,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,25.1,24.9,64.1,13.3,1.26,1.88,0
Karachi,Pakistan,25,2,0.01,24.8,24.6,66.1,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.02,24,23.9,62.6,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,23.4,23.4,60.1,13.3,1.26,1.88,0
Karachi,Pakistan,25,2,0.01,22.9,22.7,56.5,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,22.5,22.4,54.6,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.03,21.8,21.7,53.2,13.3,1.26,1.88,0
Karachi,Pakistan,25,2,0.02,22.9,23.3,48.3,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.01,25,25.4,38.8,13.3,0.75,1.01,0
Karachi,Pakistan,25,2,0.01,26.7,27.1,32.3,13.3,0.75,1.01,0
Karachi,Pakistan,25,2,0.01,26.9,26.8,43,13.3,1.26,1.88,0
Karachi,Pakistan,25,2,0.04,26.4,26.3,46.4,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.08,25.8,25.8,52.5,13.3,0.75,1.01,0
Karachi,Pakistan,25,2,0.12,25.2,25,56,13.3,1.26,1.88,0
Karachi,Pakistan,25,2,0.17,24.5,24.6,59.4,13.3,1.24,0.89,0
Karachi,Pakistan,25,2,0.22,23.9,23.9,59.9,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.27,23.6,23.5,60.5,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.4,23.4,23.4,63,13.3,1.24,1.01,0
Karachi,Pakistan,25,2,0.4,22.7,22.7,61.4,13.3,1.24,0.89,0
Karachi,Pakistan,25,2,0.43,22.2,22.2,61.8,13.3,1.24,0.77,0
Karachi,Pakistan,25,2,1.1,23.3,23.7,49.8,13.3,0.75,0.77,0
Karachi,Pakistan,25,2,2.14,24.5,24.1,33.6,13.3,0.77,1.88,0
Karachi,Pakistan,38,1,0.06,24.4,24.1,38.4,13.3,1.62,0.65,-1
Karachi,Pakistan,38,1,0.1,28.2,28.7,28.2,13.3,1.36,1.88,0
Karachi,Pakistan,38,1,0.01,24.8,24.5,47,13.3,1.36,0.77,-1
Karachi,Pakistan,38,1,0.01,24.3,24,52,13.3,1.36,0.89,0
Karachi,Pakistan,38,1,0.01,23.8,23.5,52.7,13.3,1.33,0.77,0
Karachi,Pakistan,38,1,0.01,23.3,23,51.6,13.3,0.94,0.77,-1
Karachi,Pakistan,38,1,0.01,19.9,19.5,44.8,13.3,0.68,0.77,-2
Karachi,Pakistan,38,1,0.01,20.3,19.8,46.8,13.3,1.01,0.89,-1
Karachi,Pakistan,38,1,0.12,20.3,20.3,36.2,13.3,1.04,1.88,-1
Karachi,Pakistan,38,1,0.01,20.9,21,33.4,13.3,1.04,1.01,-1
Karachi,Pakistan,38,1,0.01,21.5,21.5,29.1,13.3,1.01,1.01,-1
Karachi,Pakistan,38,1,0.02,22.4,22.4,24,13.3,1.04,1.01,0
Karachi,Pakistan,38,1,0.03,25,25,24.7,13.3,1.04,0.89,0
Karachi,Pakistan,38,1,0.01,24.4,24.3,36.2,13.3,1.01,1.88,-1
Karachi,Pakistan,38,1,0.01,23.8,23.7,43.7,13.3,0.99,0.77,-1
Karachi,Pakistan,38,1,0.07,19.4,19.5,52.7,13.3,1.04,1.88,-1
Karachi,Pakistan,38,1,0.01,22.7,22.5,46.8,13.3,1.01,1.01,0
Karachi,Pakistan,38,1,2.22,29.5,31.3,27.7,13.3,0.94,1.88,0
Karachi,Pakistan,38,1,1.21,27.4,27.4,45.3,13.3,0.94,1.13,0
Karachi,Pakistan,38,1,0.01,24.3,24,66.5,13.3,1.01,0.89,-1
Karachi,Pakistan,38,1,0.01,23.8,23.7,68.2,13.3,0.89,0.89,-1
Karachi,Pakistan,38,1,0.01,23.5,23.4,69.2,13.3,0.99,0.89,-1
Karachi,Pakistan,38,1,0.01,23.4,23.1,70.9,13.3,0.66,0.89,-2
Karachi,Pakistan,38,1,0.01,21.3,21.2,74,13.3,0.66,0.77,-2
Karachi,Pakistan,38,1,0.03,23.4,22.8,68.1,13.3,1.04,1.01,-1
Karachi,Pakistan,38,1,0.01,24.4,24.1,71.7,13.3,0.99,0.89,-1
Karachi,Pakistan,38,1,0.01,24,23.8,72.6,13.3,1.01,1.13,-1
Karachi,Pakistan,38,1,0.01,23.9,23.7,73.5,13.3,0.66,0.77,-1
Karachi,Pakistan,38,1,2.22,29.5,32.3,34,13.3,1.04,1.88,-1
Karachi,Pakistan,38,1,0.01,26.9,26.5,50.3,13.3,0.99,1.13,-1
Karachi,Pakistan,38,1,0.01,25.2,24.9,62.9,13.3,0.99,0.89,-1
Karachi,Pakistan,38,1,0.01,24.8,24.6,64.8,13.3,1.01,1.01,-1
Karachi,Pakistan,38,1,0.01,24.4,24.3,66.2,13.3,1.01,1.13,-1
Karachi,Pakistan,38,1,0.3,20.9,20.6,43.5,13.3,0.66,0.77,-2
Karachi,Pakistan,38,1,0.27,21,20.7,41.7,13.3,0.66,0.89,-1
Karachi,Pakistan,38,1,0.21,21.9,21.7,48.6,13.3,1.01,1.88,-1
Karachi,Pakistan,38,1,0.19,23.4,23.6,35.5,13.3,0.99,0.89,0
Karachi,Pakistan,38,1,0.14,25.1,25.9,20.9,13.3,1.01,0.65,-1
Karachi,Pakistan,38,1,0.19,27.1,27.7,18,13.3,1.01,1.88,0
Karachi,Pakistan,38,1,0.14,28.4,29.2,18.6,13.3,0.73,0.89,0
Karachi,Pakistan,38,1,0.14,29,29.5,18.7,13.3,0.99,1.13,0
Karachi,Pakistan,38,1,0.27,28.6,28.9,18.6,13.3,0.92,0.89,0
Karachi,Pakistan,38,1,0.3,27.8,27.9,18.8,13.3,0.99,0.89,0
Karachi,Pakistan,38,1,0.24,26.9,26.8,22.9,13.3,1.01,1.88,0
Karachi,Pakistan,38,1,0.34,26,25.9,33.1,13.3,0.92,0.89,-1
Karachi,Pakistan,38,1,0.27,25.2,25.2,39.1,13.3,0.92,0.89,0
Karachi,Pakistan,38,1,0.42,24.8,24.6,46.5,13.3,0.99,1.01,-1
Karachi,Pakistan,38,1,0.51,24.5,24.3,50.8,13.3,0.92,1.01,-1
Karachi,Pakistan,38,1,0.62,24.3,23.7,51.8,13.3,0.92,1.01,-1
Karachi,Pakistan,25,2,0.15,24.5,24.6,22.7,13.3,1.87,0.65,0
Karachi,Pakistan,25,2,0.54,27.9,26.3,20,13.3,0.75,1.13,2
Karachi,Pakistan,25,2,0.09,25.2,25,43.8,13.3,1,0.89,0
Karachi,Pakistan,25,2,0.04,25.4,24.6,48.3,13.3,1,1.01,-1
Karachi,Pakistan,25,2,0.02,25,25,43.6,13.3,0.98,1.01,0
Karachi,Pakistan,25,2,0.06,25.4,24,40.4,13.3,0.98,0.77,0
Karachi,Pakistan,25,2,0.06,24.9,24.8,38.7,13.3,1.47,1.13,0
Karachi,Pakistan,25,2,0.16,24.8,24.4,16.2,13.3,1.47,0.77,0
Karachi,Pakistan,25,2,0.02,24.3,24.1,14.1,13.3,1.47,1.01,0
Karachi,Pakistan,25,2,0.02,24,24,14.2,13.3,1,1.88,0
Karachi,Pakistan,25,2,0.02,23.7,23.8,14.1,13.3,0.98,1.01,-1
Karachi,Pakistan,25,2,0.04,23.4,23.7,14.1,13.3,1.37,1.01,-1
Karachi,Pakistan,25,2,0.02,23.1,23.2,14.2,13.3,1.37,1.01,-1
Karachi,Pakistan,25,2,0.02,23.9,23.8,14.2,13.3,1,1.13,0
Karachi,Pakistan,25,2,0.1,24.6,24.7,14.2,13.3,1,1.13,0
Karachi,Pakistan,25,2,0.07,25.6,26,14.2,13.3,1,1.13,-1
Karachi,Pakistan,25,2,0.04,25.4,25.2,14.2,13.3,1.47,0.77,0
Karachi,Pakistan,25,2,0.15,26,25.2,14.6,13.3,1.47,0.77,0
Karachi,Pakistan,25,2,0.06,25.4,25.1,14.7,13.3,1.49,1.88,0
Karachi,Pakistan,25,2,0.02,24.9,24.4,17.9,13.3,0.98,1.01,0
Karachi,Pakistan,25,2,0.03,25.1,24.7,29.4,13.3,1.47,1.01,0
Karachi,Pakistan,25,2,0.02,25.1,25.3,32.9,13.3,0.98,1.01,0
Karachi,Pakistan,25,2,0.04,25,25,32.1,13.3,0.98,1.01,0
Karachi,Pakistan,25,2,0.02,25.2,25.3,30.5,13.3,0.98,1.01,-1
Karachi,Pakistan,25,2,0.15,24.5,24.4,29.5,13.3,1.47,0.77,1
Karachi,Pakistan,25,2,0.02,24.2,24.4,24.1,13.3,1.47,1.01,0
Karachi,Pakistan,25,2,0.02,24,23.9,22.3,13.3,1,1.01,0
Karachi,Pakistan,25,2,0.02,23.6,23.8,23.5,13.3,1,1.13,0
Karachi,Pakistan,25,2,0.1,23.7,23.8,15.2,13.3,1,1.01,-1
Karachi,Pakistan,25,2,0.05,23.7,23.5,19.8,13.3,1,1.01,2
Karachi,Pakistan,25,2,0.05,24.6,24.4,22.3,13.3,1,1.01,1
Karachi,Pakistan,25,2,0.09,25.8,25.7,22.3,13.3,1.49,1.13,1
Karachi,Pakistan,25,2,0.07,25.8,25.8,31.9,13.3,1.49,1.01,0
Karachi,Pakistan,25,2,0.01,25.3,26.3,37.8,13.3,1.49,1.01,0
Karachi,Pakistan,25,2,0.11,25.9,25.6,53.2,13.3,1.49,0.89,0
Karachi,Pakistan,25,2,0.01,25,25.8,56.3,13.3,1,1.13,0
Karachi,Pakistan,25,2,0.02,25.2,25.3,59.8,13.3,0.98,1.01,0
Karachi,Pakistan,25,2,0.1,26.2,24.9,60.2,13.3,0.98,0.89,0
Karachi,Pakistan,25,2,0.02,25.2,24.4,60.6,13.3,1,1.13,0
Karachi,Pakistan,25,2,0.04,25.1,23.9,57.6,13.3,1.47,0.77,0
Karachi,Pakistan,25,2,0.11,25.8,24,57.2,13.3,1.49,1.01,0
Karachi,Pakistan,25,2,0.01,24.4,24.8,57.5,13.3,1,1.13,0
Karachi,Pakistan,25,2,0.04,23.8,24.4,64.2,13.3,1,1.13,0
Karachi,Pakistan,25,2,0.01,24.5,24.4,64.9,13.3,0.98,1.13,2
Karachi,Pakistan,25,2,0.36,25.8,24.3,65.2,13.3,1.49,1.88,-1
Karachi,Pakistan,25,2,0.36,25.8,25,65.5,13.3,1.87,1.13,2
Karachi,Pakistan,25,2,0.23,25.6,25.3,68,13.3,1.87,1.01,0
Karachi,Pakistan,25,2,0.01,24.9,26.6,63.6,13.3,1.49,1.01,0
Karachi,Pakistan,25,2,0.07,26,25.7,65.5,13.3,1.37,1.13,2
Karachi,Pakistan,25,2,0.01,24.9,26.9,66.9,13.3,1.87,1.88,2
Karachi,Pakistan,25,2,0.11,25.5,26,70.1,13.3,1.49,1.13,2
Karachi,Pakistan,25,2,0.03,24.9,25,71.5,13.3,1.47,1.01,0
Karachi,Pakistan,25,2,0.11,26.3,24.2,69.8,13.3,1.47,1.01,0
Karachi,Pakistan,25,2,0.11,25.3,25.3,71.2,13.3,1.47,1.13,0
Karachi,Pakistan,25,2,0.13,26.7,24.5,68,13.3,1.47,0.77,0
Karachi,Pakistan,25,2,0.39,26.2,24.1,63.3,13.3,1.47,0.77,0
Karachi,Pakistan,25,2,0.11,26.2,25.2,63.5,13.3,1.47,1.01,0
Karachi,Pakistan,25,2,0.02,24.9,24.5,64.8,13.3,1,1.01,0
Karachi,Pakistan,25,2,0.13,25.3,24.6,60.5,13.3,1,1.13,1
Karachi,Pakistan,25,2,0.07,24,23.8,33.9,13.3,1.87,1.13,0
Karachi,Pakistan,25,2,0.16,25.1,25,35.1,13.3,1.87,1.13,2
Karachi,Pakistan,25,2,0.2,26.2,26.1,39.1,13.3,1.49,1.01,0
Karachi,Pakistan,25,2,0.07,26.2,26,40.9,13.3,1.49,1.01,1
Karachi,Pakistan,25,2,0.11,25.3,26.7,48.7,13.3,1.87,1.13,0
Karachi,Pakistan,25,2,0.01,25.3,25.7,52.4,13.3,1.47,0.77,-1
Karachi,Pakistan,25,2,0.07,26.2,25.2,53.9,13.3,1.47,0.77,0
Karachi,Pakistan,25,2,0.15,25.2,25.1,57.9,13.3,0.98,1.88,0
Karachi,Pakistan,25,2,0.02,24.5,25.7,60.7,13.3,1.87,1.13,0
Karachi,Pakistan,25,2,0.07,24.9,24.4,62.5,13.3,1.87,1.13,-1
Karachi,Pakistan,25,2,0.09,25.8,23.7,63.6,13.3,1.49,1.01,-1
Karachi,Pakistan,25,2,0.01,25.2,26,59.8,13.3,1.49,1.01,1
Karachi,Pakistan,25,2,0.1,26.2,24.6,60.8,13.3,1.47,0.77,0
Karachi,Pakistan,25,2,0.23,24.9,24.5,33.2,13.3,1.47,0.77,0
Karachi,Pakistan,25,2,0.02,24.6,24.7,18.6,13.3,1.49,1.13,0
Karachi,Pakistan,25,2,0.01,23.6,25.3,15.3,13.3,1,1.13,2
Karachi,Pakistan,25,2,0.05,25,24.4,15.4,13.3,1,1.13,2
Karachi,Pakistan,25,2,0.11,26.2,25.2,15.5,13.3,1.49,1.13,1
Karachi,Pakistan,25,2,0.02,25.3,25,15.6,13.3,1,1.13,2
Karachi,Pakistan,25,2,0.06,26.1,25.9,15.5,13.3,1,1.01,1
Karachi,Pakistan,25,2,0.04,25.1,26.7,31.4,13.3,1.24,0.77,0
Karachi,Pakistan,25,2,0.05,25.3,25.3,33.1,13.3,1.47,1.01,0
Karachi,Pakistan,25,2,0.27,25.9,25.7,44.9,13.3,1.47,1.01,0
Karachi,Pakistan,25,2,0.06,24.9,24.7,51.8,13.3,1.47,1.01,0
Karachi,Pakistan,25,2,0.11,24.8,26.1,54.5,13.3,1.47,1.88,0
Karachi,Pakistan,25,2,0.11,24.9,26.1,52.7,13.3,1,1.01,2
Karachi,Pakistan,25,2,1.08,25,25.8,38.9,13.3,1,1.13,1
Karachi,Pakistan,25,2,1.48,25.8,23,28.8,13.3,1.47,1.01,2
Karachi,Pakistan,25,2,1.89,25.2,23.2,15.8,13.3,1.49,1.88,2
Karachi,Pakistan,26,1,0.01,24.9,25.1,16.7,13.3,0.59,0.65,-1
Karachi,Pakistan,26,1,0.04,24.1,24,30.5,13.3,0.59,1.88,1
Karachi,Pakistan,26,1,0.06,24.2,24.1,30.2,13.3,0.51,1.88,0
Karachi,Pakistan,26,1,0.16,24.6,24.4,34,13.3,0.57,1.88,0
Karachi,Pakistan,26,1,0.02,25.2,25.4,30.6,13.3,0.73,1.01,0
Karachi,Pakistan,26,1,0.01,24.8,24.9,42.7,13.3,0.49,1.13,0
Karachi,Pakistan,26,1,0.02,23.4,23.4,23.5,13.3,0.76,0.77,0
Karachi,Pakistan,26,1,0.12,19.9,19.9,36.7,13.3,0.57,1.13,0
Karachi,Pakistan,26,1,0.01,24.1,24.1,18.5,13.3,0.51,1.01,0
Karachi,Pakistan,26,1,0.01,24.5,24.4,17.7,13.3,0.59,1.01,0
Karachi,Pakistan,26,1,0.01,24.6,24.3,14.2,13.3,0.59,1.01,-1
Karachi,Pakistan,26,1,0.01,24.9,24.8,14.2,13.3,0.59,1.01,0
Karachi,Pakistan,26,1,0.01,25,24.8,14.1,13.3,0.59,1.88,-1
Karachi,Pakistan,26,1,0.01,25.4,25.4,14.1,13.3,0.59,1.88,0
Karachi,Pakistan,26,1,0.04,26,26,14.1,13.3,0.59,1.01,0
Karachi,Pakistan,26,1,0.01,24.9,24.8,17.3,13.3,0.64,1.88,-1
Karachi,Pakistan,26,1,0.01,25.3,25.3,15.4,13.3,0.54,1.01,-1
Karachi,Pakistan,26,1,0.01,25.3,25.4,27.7,13.3,0.54,1.01,-1
Karachi,Pakistan,26,1,0.01,23.6,23.6,38.8,13.3,0.47,1.01,-1
Karachi,Pakistan,26,1,0.01,23.5,23.6,43.2,13.3,0.66,0.77,-1
Karachi,Pakistan,26,1,0.08,19.8,19.8,52.2,13.3,0.68,1.88,-1
Karachi,Pakistan,26,1,0.06,19.9,19.9,48.3,13.3,0.68,1.01,0
Karachi,Pakistan,26,1,0.06,24,24.1,24.9,13.3,0.59,1.01,0
Karachi,Pakistan,26,1,0.01,24.6,24.5,24.9,13.3,0.59,1.01,0
Karachi,Pakistan,26,1,0.01,24.9,24.9,17.8,13.3,0.59,1.01,0
Karachi,Pakistan,26,1,0.01,25.1,25.1,14.4,13.3,0.59,1.01,0
Karachi,Pakistan,26,1,0.07,26,26,35.8,13.3,0.59,1.88,0
Karachi,Pakistan,26,1,0.06,26.2,26.1,43.7,13.3,0.59,1.88,0
Karachi,Pakistan,26,1,0.01,24.9,24.7,45.3,13.3,0.59,1.01,-1
Karachi,Pakistan,26,1,0.01,24.5,24.7,56,13.3,1.04,1.88,-1
Karachi,Pakistan,26,1,0.06,23.7,23.7,56.9,13.3,0.68,1.88,0
Karachi,Pakistan,26,1,0.01,23.4,23.5,62.3,13.3,0.66,1.01,0
Karachi,Pakistan,26,1,0.04,20.7,20.9,67.2,13.3,0.68,1.88,-1
Karachi,Pakistan,26,1,0.04,20.9,20.9,71.3,13.3,0.57,1.13,0
Karachi,Pakistan,26,1,0.03,23.7,24.3,60,13.3,0.59,1.01,0
Karachi,Pakistan,26,1,0.03,26.6,26.5,55,13.3,0.59,1.01,-1
Karachi,Pakistan,26,1,0.01,26.6,26.6,56.7,13.3,0.59,1.01,1
Karachi,Pakistan,26,1,0.49,24.8,25,67.3,13.3,0.51,1.88,-1
Karachi,Pakistan,26,1,0.01,25.6,25.8,66.2,13.3,0.76,0.89,-1
Karachi,Pakistan,26,1,0.01,25.2,25.1,66.1,13.3,0.76,1.88,-1
Karachi,Pakistan,26,1,0.01,24.8,24.7,69.3,13.3,0.73,1.88,1
Karachi,Pakistan,26,1,0.04,22.6,22.1,71.2,13.3,0.73,1.88,-1
Karachi,Pakistan,26,1,0.03,21.7,21.6,56,13.3,0.59,1.13,-1
Karachi,Pakistan,26,1,0.03,22,22,52.3,13.3,0.59,1.01,0
Karachi,Pakistan,26,1,0.04,23.7,23.8,50.8,13.3,0.59,1.88,1
Karachi,Pakistan,26,1,0.02,24,24.7,45.8,13.3,0.73,1.88,0
Karachi,Pakistan,26,1,0.01,25,25.4,45.8,13.3,0.73,1.88,1
Karachi,Pakistan,26,1,0.02,26,26,45.2,13.3,0.73,1.88,1
Karachi,Pakistan,26,1,0.02,25.8,25.9,48.5,13.3,0.73,1.01,0
Karachi,Pakistan,26,1,0.03,25.8,25.8,49.9,13.3,0.73,1.01,0
Karachi,Pakistan,26,1,0.01,25.2,25.6,53.8,13.3,0.73,1.01,0
Karachi,Pakistan,26,1,0.04,25.4,25.6,55.3,13.3,0.76,0.89,-1
Karachi,Pakistan,26,1,0.03,25.2,25.2,55.2,13.3,0.76,1.01,-1
Karachi,Pakistan,26,1,0.03,24.8,24.9,56.3,13.3,0.76,1.01,0
Karachi,Pakistan,26,1,0.23,24,23.9,63.5,13.3,0.76,1.01,0
Karachi,Pakistan,26,1,0.08,23.7,24,63.6,13.3,0.73,0.77,-1
Karachi,Pakistan,26,1,0.09,20.2,20.1,35.1,13.3,0.76,0.77,-1
Karachi,Pakistan,26,1,0.09,19.9,20.2,28.8,13.3,0.76,1.13,-1
Karachi,Pakistan,26,1,0.09,20.3,20.5,25.3,13.3,0.59,1.88,0
Karachi,Pakistan,26,1,0.09,20.3,20.8,17.9,13.3,0.59,1.88,0
Karachi,Pakistan,26,1,0.09,22.7,22.7,16.7,13.3,0.37,1.88,0
Karachi,Pakistan,26,1,0.09,23.9,23.4,16.9,13.3,0.76,1.13,0
Karachi,Pakistan,26,1,0.09,24.8,25,17.5,13.3,0.73,0.89,1
Karachi,Pakistan,26,1,0.09,25.9,25.5,17.4,13.3,0.76,0.89,0
Karachi,Pakistan,26,1,0.09,26.2,25.8,17.4,13.3,0.76,1.13,0
Karachi,Pakistan,26,1,0.09,26.2,26.1,17.7,13.3,0.76,1.88,0
Karachi,Pakistan,26,1,0.09,25.9,25.9,17.4,13.3,0.76,1.88,-1
Karachi,Pakistan,26,1,0.09,25.2,25.3,17.6,13.3,0.76,1.88,-1
Karachi,Pakistan,26,1,0.09,24.8,25,31.2,13.3,0.76,1.88,-1
Karachi,Pakistan,26,1,0.09,24.7,24.7,37.6,13.3,0.76,1.01,0
Karachi,Pakistan,26,1,0.09,25,24.9,38.6,13.3,0.76,1.01,0
Karachi,Pakistan,26,1,0.09,25.8,24.8,39.5,13.3,0.76,0.77,0
Karachi,Pakistan,26,1,0.09,20.6,20.4,19.9,13.3,0.73,1.01,-1
Multan,Pakistan,29,1,0.05,29.6,29.5,77,13.3,0.5,0.89,1
Multan,Pakistan,29,1,0.83,30.7,30.4,75.6,13.3,0.52,0.89,0
Multan,Pakistan,29,1,0.07,30.8,30.6,75.1,13.3,0.52,1.88,1
Multan,Pakistan,29,1,0.56,29.8,29.1,80.6,13.3,0.31,0.77,-1
Multan,Pakistan,29,1,0.27,29.1,28.6,81.6,13.3,0.31,0.77,-1
Multan,Pakistan,29,1,0.88,30.7,30.6,78.7,13.3,0.31,0.77,0
Multan,Pakistan,29,1,0.14,30.3,30,80.3,13.3,0.31,0.89,0
Multan,Pakistan,29,1,0.1,30.8,30.5,78.3,13.3,0.5,1.13,2
Multan,Pakistan,29,1,0.12,31.1,31,79,13.3,0.32,1.13,2
Multan,Pakistan,29,1,0.96,31.5,31.5,78,13.3,0.5,1.01,0
Multan,Pakistan,29,1,0.88,32,32.1,76.6,13.3,0.5,1.01,0
Multan,Pakistan,29,1,0.3,32.8,32.7,74.9,13.3,0.31,1.01,0
Multan,Pakistan,29,1,0.29,33.1,33,73.9,13.3,0.24,0.77,0
Multan,Pakistan,29,1,0.22,33.8,33.6,70.8,13.3,0.24,1.13,1
Multan,Pakistan,29,1,0.18,33.8,33.6,68.9,13.3,0.24,1.01,1
Multan,Pakistan,29,1,0.3,34.3,34.1,65.2,13.3,0.24,1.01,1
Multan,Pakistan,29,1,0.48,32.1,31.7,76,13.3,0.5,0.89,0
Multan,Pakistan,29,1,0.66,31.6,31.2,77.4,13.3,0.5,1.01,0
Multan,Pakistan,29,1,0.66,31.1,30.9,79.3,13.3,0.5,1.01,0
Multan,Pakistan,29,1,0.36,31.2,30.9,73.5,13.3,0.24,0.77,0
Multan,Pakistan,29,1,0.66,31.2,30.6,71.2,13.3,0.24,0.77,0
Multan,Pakistan,29,1,0.48,28.7,28.2,80.9,13.3,0.24,0.77,-1
Multan,Pakistan,29,1,0.48,28.7,28.2,80,13.3,0.24,0.77,-1
Multan,Pakistan,29,1,0.44,27.9,27.8,81.6,13.3,0.58,1.88,1
Multan,Pakistan,29,1,0.36,27.2,27,79.7,13.3,0.58,1.88,0
Multan,Pakistan,29,1,0.32,28.9,28.6,76.6,13.3,0.58,1.01,1
Multan,Pakistan,29,1,0.15,30.1,30.1,72.7,13.3,0.6,1.88,1
Multan,Pakistan,29,1,0.19,30.9,30.7,73.1,13.3,0.39,1.88,1
Multan,Pakistan,29,1,0.22,31.9,31.8,67.5,13.3,0.3,1.88,1
Multan,Pakistan,29,1,0.09,32.7,32.7,63.6,13.3,0.39,1.88,1
Multan,Pakistan,29,1,0.18,33.2,33.2,64.4,13.3,0.54,1.88,2
Multan,Pakistan,29,1,0.29,31.7,31.7,61,13.3,0.39,0.89,0
Multan,Pakistan,29,1,0.29,30.8,30.1,67.3,13.3,0.39,1.13,1
Multan,Pakistan,29,1,0.03,31.1,31,69.3,13.3,0.5,1.88,1
Multan,Pakistan,29,1,0.19,31.4,31.3,67.7,13.3,0.5,0.89,0
Multan,Pakistan,29,1,0.36,31.2,31.1,68.1,13.3,0.5,0.77,0
Multan,Pakistan,29,1,0.3,31.1,31.1,67.7,13.3,0.5,0.77,0
Multan,Pakistan,29,1,0.07,29,28.8,78.1,13.3,0.5,0.77,0
Multan,Pakistan,29,1,0.07,29,28.7,78.3,13.3,0.5,0.77,0
Multan,Pakistan,29,1,0.18,27.7,27.6,80.6,13.3,0.39,1.88,0
Multan,Pakistan,29,1,0.09,26.9,26.9,81.9,13.3,0.39,1.88,0
Multan,Pakistan,29,1,0.15,26.7,26.6,81.5,13.3,0.6,1.88,0
Multan,Pakistan,29,1,0.27,28.1,27.9,80,13.3,0.6,1.13,0
Multan,Pakistan,29,1,0.07,28.1,27.9,79,13.3,0.24,1.01,0
Multan,Pakistan,29,1,0.09,28.6,28.5,80,13.3,0.24,1.01,0
