City,Country,Age,Sex,Air velocity (m/s),Air temperature (??C),Radiant temperature (??C),Relative humidity (%),Outdoor monthly air temperature (??C),Clo,Met,Thermal sensation
Montreal,Canada,46,1,0.13,25.8,25.3,45.5,13.3,0.7,1,-1
Montreal,Canada,38,1,0.09,25.7,25.4,46,13.3,0.5,1.2,0
Montreal,Canada,32,1,0.08,26.5,25.8,46.6,13.3,0.3,1.6,1
Montreal,Canada,33,2,0.06,23.8,22.7,37.8,13.3,0.5,1.2,-1
Montreal,Canada,36,1,0.06,23.8,22.7,37.8,13.3,0.4,1.2,2
Montreal,Canada,34,1,0.06,23.3,22.4,38.6,13.3,0.5,1.2,0
Montreal,Canada,35,2,0.14,21.9,21.6,41.1,13.3,0.4,1.1,-2
Montreal,Canada,45,2,0.12,21.9,21.5,40.5,13.3,0.4,1,-2
Montreal,Canada,38,2,0.05,24.2,23.2,38,13.3,0.9,1.2,-1
Montreal,Canada,53,2,0.05,24.2,22.9,38,13.3,0.5,1.3,0
Montreal,Canada,38,2,0.05,24.3,23.3,37.7,13.3,0.5,1.2,0
Montreal,Canada,40,2,0.1,23.1,23,38.5,13.3,0.6,1.3,-1
Montreal,Canada,56,2,0.1,23,22.7,38.3,13.3,0.4,1.2,-1
Montreal,Canada,38,2,0.1,23.5,23.1,36.9,13.3,0.4,1.3,-2
Montreal,Canada,52,2,0.11,22.7,22.3,39.4,13.3,0.5,1.6,-2
Montreal,Canada,50,1,0.07,23.5,23,38.7,13.3,0.9,1.3,0
Montreal,Canada,49,1,0.08,23.7,23.2,36.5,13.3,0.4,1.1,-1
Montreal,Canada,34,2,0.08,22.7,21.9,36.5,13.3,0.3,1.6,-2
Montreal,Canada,34,1,0.09,23.6,22.6,34.3,13.3,0.6,1.3,-1
Montreal,Canada,40,2,0.06,23.4,22.6,34.7,13.3,0.4,1.1,-2
Montreal,Canada,52,2,0.08,23.6,23.2,39.1,13.3,0.6,1.2,-1
Montreal,Canada,43,1,0.06,23.8,23.4,37,13.3,0.5,1.2,-1
Montreal,Canada,43,1,0.07,23.3,22.6,40.7,13.3,1.2,1,0
Montreal,Canada,39,2,0.06,23.3,22.5,40.7,13.3,0.3,1.2,2
Montreal,Canada,46,2,0.05,23.6,22.2,40.6,13.3,0.5,1.1,0
Montreal,Canada,36,2,0.07,22.9,22.3,40.8,13.3,0.3,1,-1
Montreal,Canada,55,1,0.05,23.5,22.6,39,13.3,0.7,1.4,-1
Montreal,Canada,31,2,0.05,23.8,22.7,40.6,13.3,0.7,1.2,0
Montreal,Canada,32,1,0.05,24,22.9,41,13.3,0.6,1.2,1
Montreal,Canada,24,1,0.09,23.1,22.3,43.1,13.3,1.6,1.3,-1
Montreal,Canada,45,1,0.11,22.5,22.2,40.2,13.3,0.9,1.6,-2
Montreal,Canada,31,1,0.07,23.4,22.7,39.1,13.3,0.8,1.2,-1
Montreal,Canada,36,1,0.06,24.7,23.7,37.1,13.3,1.3,1,1
Montreal,Canada,32,2,0.08,23.6,22.5,41.1,13.3,0.7,1.1,0
Montreal,Canada,39,2,0.06,23.9,22.9,39.7,13.3,0.4,1.6,-1
Montreal,Canada,43,2,0.07,23.5,22.7,41,13.3,0.4,1,-2
Montreal,Canada,42,2,0.08,25.1,25.1,43.1,13.3,0.7,1,2
Montreal,Canada,32,1,0.12,21.7,21.7,52.2,13.3,0.9,1,-2
Montreal,Canada,45,2,0.07,23.6,23,38.3,13.3,0.4,1.2,0
Montreal,Canada,42,2,0.09,23.2,22.9,39,13.3,0.6,1.4,-1
Montreal,Canada,32,1,0.19,22.2,22.5,41,13.3,1.3,1.1,-2
Montreal,Canada,49,1,0.06,23.7,22.9,39.5,13.3,0.4,1,-2
Montreal,Canada,30,2,0.07,24.3,23.6,38.6,13.3,0.5,1.1,0
Montreal,Canada,45,2,0.09,23.3,22.8,36.6,13.3,0.4,1,-1
Montreal,Canada,46,1,0.07,23.2,22.7,57.6,13.3,0.5,1.1,0
Montreal,Canada,38,2,0.1,23.2,22.8,58.1,13.3,0.5,1.2,-2
Montreal,Canada,41,2,0.11,22.7,22.8,58.9,13.3,0.3,1.4,0
Montreal,Canada,36,2,0.08,22.7,22.6,58.6,13.3,0.3,1.6,-1
Montreal,Canada,33,1,0.11,22.7,22.2,59.5,13.3,0.5,1.2,-2
Montreal,Canada,36,1,0.1,23.4,22.8,57.8,13.3,0.5,1.2,-2
Montreal,Canada,55,1,0.1,23.3,23.1,58,13.3,0.9,1.6,-2
Montreal,Canada,52,1,0.08,24.3,23.7,54.7,13.3,0.5,1.4,-1
Montreal,Canada,50,1,0.08,22.6,21.9,60.6,13.3,0.5,1.6,0
Montreal,Canada,39,2,0.09,24.1,23.4,55.9,13.3,0.4,1.4,1
Montreal,Canada,51,2,0.09,23.4,22.7,58.4,13.3,0.8,1.2,-2
Montreal,Canada,54,1,0.11,22.7,22,60.4,13.3,0.7,1.4,0
