,City,Country,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Clo,Met,Thermal sensation
93670,Saidu Sharif,Pakistan,20,1,0.2,32,31.9,41.6,13.3,0.52,1.88,2
93671,Saidu Sharif,Pakistan,20,1,0.07,32.4,32.1,38.4,13.3,0.52,1.88,2
93672,Saidu Sharif,Pakistan,20,1,0.22,32.7,32.7,36.7,13.3,0.52,1.88,2
93673,Saidu Sharif,Pakistan,20,1,0.22,33.1,33,37.3,13.3,0.52,1.13,2
93674,Saidu Sharif,Pakistan,20,1,0.2,33.3,33.5,37.5,13.3,0.52,1.88,2
93675,Saidu Sharif,Pakistan,20,1,0.15,33.2,33.4,37.3,13.3,0.52,1.88,2
93676,Saidu Sharif,Pakistan,20,1,0.01,33.2,33.5,38.4,13.3,0.52,1.13,2
93677,Saidu Sharif,Pakistan,20,1,0.02,33.3,33.5,37.3,13.3,0.52,1.01,2
93678,Saidu Sharif,Pakistan,20,1,0.01,33.3,33.6,37.6,13.3,0.52,1.13,1
93681,Saidu Sharif,Pakistan,20,1,0.18,31.8,31.9,49.4,13.3,0.52,1.13,1
93682,Saidu Sharif,Pakistan,20,1,0.18,31.8,31.9,49.3,13.3,0.52,1.88,1
93683,Saidu Sharif,Pakistan,20,1,0.18,31.9,32.1,50.2,13.3,0.5,1.13,2
93684,Saidu Sharif,Pakistan,20,1,0.31,32.3,32.1,52.3,13.3,0.52,1.01,2
93685,Saidu Sharif,Pakistan,20,1,0.71,32.8,32.7,49.3,13.3,0.52,1.01,2
93686,Saidu Sharif,Pakistan,20,1,0.61,33.1,33.2,44.1,13.3,0.52,1.13,2
93687,Saidu Sharif,Pakistan,20,1,0.42,33.1,33,46.8,13.3,0.52,1.88,2
93688,Saidu Sharif,Pakistan,20,1,0.38,33.4,33.3,47.2,13.3,0.52,1.13,2
93689,Saidu Sharif,Pakistan,20,1,0.38,33.5,33.5,46.8,13.3,0.52,1.13,2
93690,Saidu Sharif,Pakistan,20,1,0.06,32.9,32.8,48.8,13.3,0.52,1.88,2
93691,Saidu Sharif,Pakistan,20,1,0.1,32.8,32.6,50.3,13.3,0.52,0.89,2
93692,Saidu Sharif,Pakistan,20,1,0.02,33.6,33.8,37.8,13.3,0.52,1.88,1
93693,Saidu Sharif,Pakistan,20,1,0.01,32.9,33.1,31.7,13.3,0.52,0.89,1
93694,Saidu Sharif,Pakistan,20,1,0.06,32.3,32.5,27,13.3,0.52,1.88,1
93695,Saidu Sharif,Pakistan,20,1,1.04,32.1,32.2,34,13.3,0.52,1.13,1
93696,Saidu Sharif,Pakistan,20,1,0.71,30.8,31.5,28.8,13.3,0.52,1.13,1
93697,Saidu Sharif,Pakistan,20,1,0.19,28.7,28.3,59.7,13.3,0.52,1.01,1
93698,Saidu Sharif,Pakistan,20,1,0.14,31.4,31.1,41.8,13.3,0.52,1.13,1
93699,Saidu Sharif,Pakistan,20,1,0.1,31.3,31.1,43.4,13.3,0.52,1.13,1
93700,Saidu Sharif,Pakistan,20,1,0.08,31,31.2,41.6,13.3,0.52,1.88,1
93701,Saidu Sharif,Pakistan,20,1,0.1,31.1,31.2,41.6,13.3,0.52,1.88,2
93702,Saidu Sharif,Pakistan,20,1,0.1,31.1,31.2,42.7,13.3,0.52,1.13,2
93703,Saidu Sharif,Pakistan,20,1,0.08,31.1,31.2,44.8,13.3,0.52,1.13,2
93704,Saidu Sharif,Pakistan,20,1,0.1,31.2,31.2,43.2,13.3,0.52,1.88,1
93705,Saidu Sharif,Pakistan,20,1,0.1,31.4,31.2,41.1,13.3,0.52,1.88,2
93706,Saidu Sharif,Pakistan,20,1,0.12,31.5,31.5,37.6,13.3,0.52,1.13,2
93707,Saidu Sharif,Pakistan,20,1,0.02,31.5,31.6,34.5,13.3,0.52,1.13,1
93708,Saidu Sharif,Pakistan,20,1,0.02,31.5,31.8,31.7,13.3,0.52,1.88,1
93710,Saidu Sharif,Pakistan,20,1,0.01,31.2,31.7,34.7,13.3,0.52,1.13,1
93711,Saidu Sharif,Pakistan,20,1,0.12,29.9,30,30,13.3,0.52,1.13,1
93712,Saidu Sharif,Pakistan,20,1,0.2,29.9,29.9,24.7,13.3,0.52,1.88,1
93713,Saidu Sharif,Pakistan,20,1,0.2,27.3,27.4,51.9,13.3,0.52,1.88,0
93714,Saidu Sharif,Pakistan,20,1,0.06,27.1,27.3,54.2,13.3,0.52,1.01,0
93715,Saidu Sharif,Pakistan,20,1,0.66,27.6,27.7,56.9,13.3,0.52,1.01,0
93716,Saidu Sharif,Pakistan,20,1,0.18,27.8,27.6,56.5,13.3,0.52,0.89,2
93717,Saidu Sharif,Pakistan,20,1,0.14,27.7,27.6,50.9,13.3,0.5,1.01,2
93718,Saidu Sharif,Pakistan,20,1,1.12,28.4,28,54.3,13.3,0.52,1.01,2
93719,Saidu Sharif,Pakistan,20,1,0.35,28.4,28.2,50.3,13.3,0.37,1.88,2
93720,Saidu Sharif,Pakistan,20,1,0.35,28.8,28.5,40.7,13.3,0.37,1.01,2
93721,Saidu Sharif,Pakistan,20,1,0.31,28.9,28.9,41.6,13.3,0.37,1.13,2
93722,Saidu Sharif,Pakistan,20,1,0.35,29.3,29,43.3,13.3,0.37,1.13,2
93723,Saidu Sharif,Pakistan,20,1,0.66,29.1,29,44.2,13.3,0.37,1.13,2
93724,Saidu Sharif,Pakistan,20,1,0.22,25.2,25.3,56.8,13.3,0.37,1.88,2
93725,Saidu Sharif,Pakistan,20,1,0.06,24.9,25,61.4,13.3,0.37,0.89,1
93726,Saidu Sharif,Pakistan,20,1,0.46,28.3,28.1,48.8,13.3,0.37,1.88,1
93727,Saidu Sharif,Pakistan,20,1,0.5,28.2,28.1,49.8,13.3,0.37,1.13,0
93728,Saidu Sharif,Pakistan,20,1,0.03,27.6,27.6,47.3,13.3,0.52,1.13,0
93729,Saidu Sharif,Pakistan,20,1,0.02,25.7,25.9,50.3,13.3,0.52,1.01,1
93730,Saidu Sharif,Pakistan,20,1,0.02,25.3,25.6,50.9,13.3,0.52,1.01,1
93731,Saidu Sharif,Pakistan,20,1,0.01,25.2,25.4,55,13.3,0.52,1.01,1
93733,Saidu Sharif,Pakistan,20,1,0.02,25,25,56.3,13.3,0.52,1.13,1
93734,Saidu Sharif,Pakistan,20,1,0.02,25.3,25.3,56.3,13.3,0.52,1.88,2
93735,Saidu Sharif,Pakistan,20,1,0.02,25.5,25.5,55.1,13.3,0.52,1.88,1
93736,Saidu Sharif,Pakistan,20,1,0.05,25.9,25.9,60.1,13.3,0.52,1.88,1
93737,Saidu Sharif,Pakistan,20,1,0.02,25.7,25.8,53.7,13.3,0.52,1.13,1
93738,Saidu Sharif,Pakistan,20,1,0.01,25.4,25.5,54.2,13.3,0.52,1.13,1
93739,Saidu Sharif,Pakistan,20,1,0.07,25,25.1,56.5,13.3,0.52,1.88,1
93740,Saidu Sharif,Pakistan,20,1,0.01,25.1,25.2,58.8,13.3,0.52,1.88,1
93741,Saidu Sharif,Pakistan,20,1,0.14,24.8,24.8,61.4,13.3,0.52,1.13,0
93742,Saidu Sharif,Pakistan,20,1,0.2,25.6,25.6,60.5,13.3,0.52,1.88,0
93743,Saidu Sharif,Pakistan,20,1,0.02,25.1,25.2,61,13.3,0.52,1.88,0
93744,Saidu Sharif,Pakistan,20,1,0.01,24.8,25.2,60.4,13.3,0.52,1.13,0
93745,Saidu Sharif,Pakistan,20,1,0.04,24.3,24.2,59.2,13.3,0.52,1.01,0
93746,Saidu Sharif,Pakistan,20,1,0.06,24.6,24.5,56.9,13.3,0.52,1.88,1
93747,Saidu Sharif,Pakistan,20,1,0.04,24.5,24.5,52.7,13.3,0.52,1.13,1
93748,Saidu Sharif,Pakistan,20,1,0.05,24.7,24.8,50.8,13.3,0.52,1.01,1
93749,Saidu Sharif,Pakistan,20,1,0.25,25.2,25,54.2,13.3,0.52,0.89,1
93750,Saidu Sharif,Pakistan,20,1,0.2,25.4,25.1,52.2,13.3,0.52,1.13,2
93751,Saidu Sharif,Pakistan,20,1,0.22,25.5,25.4,53.1,13.3,0.52,0.89,2
93752,Saidu Sharif,Pakistan,20,1,0.1,26.2,26,52.2,13.3,0.52,1.13,2
93753,Saidu Sharif,Pakistan,20,1,0.1,26.3,26.1,43.7,13.3,0.52,1.13,2
93754,Saidu Sharif,Pakistan,20,1,0.08,26.4,26.1,44.4,13.3,0.52,1.88,2
93755,Saidu Sharif,Pakistan,20,1,0.12,26.6,26.4,47.8,13.3,0.52,1.13,2
93756,Saidu Sharif,Pakistan,20,1,0.04,26.7,26.4,46.8,13.3,0.52,1.13,2
93757,Saidu Sharif,Pakistan,20,1,0.08,26.7,26.5,52.2,13.3,0.52,1.13,1
93758,Saidu Sharif,Pakistan,20,1,0.08,26.6,26.6,54.2,13.3,0.52,1.88,1
93759,Saidu Sharif,Pakistan,20,1,0.02,26.5,26.4,55.1,13.3,0.52,0.89,1
93760,Saidu Sharif,Pakistan,20,1,0.02,26.1,26.2,53.8,13.3,0.52,0.89,1
93761,Saidu Sharif,Pakistan,20,1,0.05,25.1,25,57,13.3,0.52,1.01,1
93762,Saidu Sharif,Pakistan,20,1,0.12,25.4,25.1,57.7,13.3,0.52,1.13,1
93763,Saidu Sharif,Pakistan,20,1,0.35,25.8,25.6,53.7,13.3,0.52,1.13,1
93764,Saidu Sharif,Pakistan,20,1,0.05,25.9,25.4,52.2,13.3,0.37,1.13,2
93765,Saidu Sharif,Pakistan,20,1,0.04,26,25.8,50.3,13.3,0.37,1.88,2
93766,Saidu Sharif,Pakistan,20,1,0.06,26.3,26.2,45.4,13.3,0.37,1.88,2
93767,Saidu Sharif,Pakistan,20,1,0.04,26.7,26.6,45.9,13.3,0.35,1.88,2
93768,Saidu Sharif,Pakistan,20,1,0.06,27.2,27.1,48.2,13.3,0.35,1.88,2
93769,Saidu Sharif,Pakistan,20,1,0.31,28.4,27.9,29.3,13.3,0.35,1.13,2
93770,Saidu Sharif,Pakistan,20,1,0.31,28.6,28.4,34.5,13.3,0.37,1.13,2
93771,Saidu Sharif,Pakistan,20,1,0.03,28.5,28.3,14.1,13.3,0.52,1.88,1
93772,Saidu Sharif,Pakistan,17,2,0.56,31.8,31.9,47.7,13.3,0.96,0.89,1
93773,Saidu Sharif,Pakistan,17,2,0.77,32.3,32.3,46.8,13.3,0.96,0.89,1
93774,Saidu Sharif,Pakistan,17,2,0.56,32.4,32.4,42.8,13.3,0.96,1.01,2
93775,Saidu Sharif,Pakistan,17,2,0.61,32.3,32.3,41.6,13.3,0.96,1.01,1
93776,Saidu Sharif,Pakistan,17,2,0.67,32.6,32.6,43,13.3,0.96,0.89,2
93777,Saidu Sharif,Pakistan,17,2,0.61,32.4,32.5,43.8,13.3,0.96,0.89,2
93778,Saidu Sharif,Pakistan,17,2,0.56,32.1,32.3,48.8,13.3,0.96,1.88,2
93779,Saidu Sharif,Pakistan,17,2,0.19,31.2,31.3,55.3,13.3,0.98,0.77,1
93780,Saidu Sharif,Pakistan,17,2,1.39,31.2,31.5,55.4,13.3,0.98,0.89,1
93781,Saidu Sharif,Pakistan,17,2,0.02,31.5,31.6,55.1,13.3,0.98,0.89,1
93782,Saidu Sharif,Pakistan,17,2,0.02,31.9,31.9,51.3,13.3,0.96,0.89,2
93783,Saidu Sharif,Pakistan,17,2,0.02,32.2,32.2,44.8,13.3,0.96,1.88,2
93784,Saidu Sharif,Pakistan,17,2,0.01,32.4,32.6,45.3,13.3,0.96,0.89,2
93785,Saidu Sharif,Pakistan,17,2,0.02,32.6,33,45.1,13.3,0.98,0.89,2
93793,Saidu Sharif,Pakistan,17,2,0.4,31.9,31.8,55.6,13.3,0.98,1.01,2
93794,Saidu Sharif,Pakistan,17,2,0.44,31.9,31.8,56.3,13.3,0.98,1.88,2
93795,Saidu Sharif,Pakistan,17,2,0.27,32,31.9,58,13.3,0.96,0.89,2
93796,Saidu Sharif,Pakistan,17,2,0.01,31.7,31.5,58.5,13.3,0.98,1.01,2
93798,Saidu Sharif,Pakistan,17,2,0.48,33.1,33.1,53.2,13.3,0.98,0.89,2
93799,Saidu Sharif,Pakistan,17,2,0.24,33.4,33.3,53.1,13.3,0.98,1.88,2
93800,Saidu Sharif,Pakistan,17,2,0.21,33.5,33.5,52.7,13.3,0.98,1.01,2
93801,Saidu Sharif,Pakistan,17,2,0.01,32.8,32.7,55.6,13.3,0.96,1.88,2
93807,Saidu Sharif,Pakistan,17,2,0.01,31.3,31.5,40.1,13.3,0.96,1.01,2
93808,Saidu Sharif,Pakistan,17,2,0.29,30.5,30.5,54.7,13.3,0.96,1.88,1
93809,Saidu Sharif,Pakistan,17,2,0.56,30.4,30.4,53.2,13.3,0.98,0.89,1
93810,Saidu Sharif,Pakistan,17,2,0.44,30.6,30.6,53.7,13.3,0.98,1.01,1
93811,Saidu Sharif,Pakistan,17,2,0.01,30.1,30.2,51.3,13.3,0.96,1.88,1
93813,Saidu Sharif,Pakistan,17,2,0.24,30.4,30.4,51.8,13.3,0.98,1.88,1
93814,Saidu Sharif,Pakistan,17,2,0.36,31,30.9,53.2,13.3,0.96,1.01,1
93815,Saidu Sharif,Pakistan,17,2,0.01,30.9,30.9,50.8,13.3,0.96,0.89,1
93816,Saidu Sharif,Pakistan,17,2,0.01,30.5,30.6,56,13.3,0.96,0.89,1
93817,Saidu Sharif,Pakistan,17,2,0.01,30.8,30.7,47.2,13.3,0.96,1.01,1
93818,Saidu Sharif,Pakistan,17,2,0.67,30.9,31.1,42.7,13.3,0.98,1.88,1
93822,Saidu Sharif,Pakistan,17,2,0.61,28.1,28.1,50.3,13.3,0.98,1.88,0
93823,Saidu Sharif,Pakistan,17,2,0.72,27.7,28.1,53.7,13.3,0.98,1.01,0
93824,Saidu Sharif,Pakistan,17,2,0.02,28.2,28.2,57.4,13.3,0.98,1.88,1
93825,Saidu Sharif,Pakistan,17,2,0.01,28.3,28.3,57.4,13.3,0.98,1.88,1
93826,Saidu Sharif,Pakistan,17,2,0.01,28.4,28.4,53.4,13.3,0.98,1.01,1
93828,Saidu Sharif,Pakistan,17,2,0.01,28.8,28.8,54.3,13.3,0.98,1.88,1
93829,Saidu Sharif,Pakistan,17,2,0.01,28.8,28.8,49.8,13.3,0.98,1.88,1
93830,Saidu Sharif,Pakistan,17,2,0.02,29.2,29.2,51.2,13.3,0.98,0.89,1
93831,Saidu Sharif,Pakistan,17,2,0.14,29.4,29.5,48.8,13.3,0.98,1.01,1
93832,Saidu Sharif,Pakistan,17,2,0.14,29,29.1,49.8,13.3,0.98,1.88,2
93833,Saidu Sharif,Pakistan,17,2,0.52,26.6,25.6,55.6,13.3,0.98,1.01,2
93834,Saidu Sharif,Pakistan,17,2,0.07,25.3,25.3,63.6,13.3,0.98,1.88,1
93835,Saidu Sharif,Pakistan,17,2,0.61,28.3,28.3,53.7,13.3,0.98,0.89,1
93836,Saidu Sharif,Pakistan,17,2,0.67,28.2,28.2,54.7,13.3,0.98,1.88,1
