,TrainLoss,TrainAcc,TrainPrecision,TestLoss,TestAcc,TestPrecision,TrP1,TrP2,TrP3,TrP4,TrP5,TsP1,TsP2,TsP3,TsP4,TsP5
0,10.035861015319824,0.18714285714285714,0.18714285714285714,9.817740440368652,0.23,0.23,0.21569703622392974,0.0,0.0,0.0,0.0,0.2610340479192938,0.0,0.0,0.0,0.0
