,Country,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Heating strategy_building level,Thermal sensation,Thermal preference,Air movement preference,Air temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Humidity preference,Humidity sensation,Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
242,Sweden,0,5,25.43,0.68,1.2,23.5,34.7,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,74.3,24.5,76.1,24.1,75.4,no change,0,19.69,9.8,49.6,Database 2
243,Sweden,0.2,6,26.28,0.87,1.2,23.3,36.6,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,73.9,23.9,75,23.8,74.8,no change,0,0,9.8,49.6,Database 2
244,Sweden,-0.1,5,24.83,0.68,1.2,23.3,34.6,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,73.9,23.8,74.8,23.7,74.7,no change,0,0,9.8,49.6,Database 2
245,Sweden,0.3,7,26.42,0.66,1.6,23,32.6,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,73.4,23.2,73.8,23.1,73.6,no change,0,19.69,9.8,49.6,Database 2
246,Sweden,0.4,8,26.83,0.93,1.2,23.6,31.9,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,1,cooler,no change,74.5,24.3,75.7,24.2,75.6,no change,0,0,9.8,49.6,Database 2
247,Sweden,-0.2,6,24.43,0.61,1.3,22.6,34,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,72.7,23.4,74.1,23.1,73.6,more humid,1,0,9.8,49.6,Database 2
248,Sweden,0.1,5,25.72,0.82,1.2,23.1,35.3,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,73.6,23.7,74.7,23.6,74.5,no change,0,0,9.8,49.6,Database 2
249,Sweden,-0.3,6,24.25,0.62,1.2,22.9,35.4,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,less,73.2,24.1,75.4,23.7,74.7,no change,0,0,9.8,49.6,Database 2
250,Sweden,0.3,7,26.58,0.87,1.2,23.8,32.4,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,less,74.8,24.4,75.9,24.3,75.7,drier,-1,0,9.8,49.6,Database 2
251,Sweden,0.2,6,25.92,0.82,1.2,23.6,32.2,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,less,74.5,23.8,74.8,23.8,74.8,more humid,1,0,9.8,49.6,Database 2
252,Sweden,0.2,6,26.48,0.82,1.2,22.5,34.1,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,72.5,25.3,77.5,24.1,75.4,no change,0,19.69,9.8,49.6,Database 2
253,Sweden,-0.2,5,24.69,0.7,1.2,22.7,34.8,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,72.9,23.9,75,23.6,74.5,no change,0,0,9.8,49.6,Database 2
254,Sweden,0.2,6,26.24,0.74,1.2,24.1,33.2,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,2,cooler,less,75.4,25,77,24.6,76.3,more humid,2,19.69,9.8,49.6,Database 2
255,Sweden,0.1,5,25.84,0.91,1.2,21.9,35.9,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,71.4,24.2,75.6,23.5,74.3,no change,0,0,9.8,49.6,Database 2
256,Sweden,-0.1,5,24.84,0.65,1.2,22.9,33,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,73.2,24.3,75.7,23.7,74.7,no change,0,19.69,9.8,49.6,Database 2
257,Sweden,0.2,6,26.11,0.67,1.3,23.3,30.5,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,1,cooler,no change,73.9,25.4,77.7,24.6,76.3,no change,0,19.69,9.8,49.6,Database 2
258,Sweden,0.2,6,26.59,0.99,1.2,22.5,38.6,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,1,cooler,no change,72.5,23.3,73.9,23.3,73.9,drier,-1,0,9.2,48.6,Database 2
259,Sweden,0.7,14,28.86,0.96,1.6,22.7,37.1,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,72.9,23.4,74.1,23.3,73.9,no change,0,0,9.2,48.6,Database 2
260,Sweden,0.2,6,25.99,0.82,1.2,23.4,37.2,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,1,cooler,less,74.1,23.8,74.8,23.8,74.8,drier,-1,0,9.2,48.6,Database 2
261,Sweden,-0.1,5,24.97,0.66,1.3,21.8,42.2,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,71.2,23.3,73.9,22.7,72.9,no change,0,19.69,9.2,48.6,Database 2
262,Sweden,0.2,6,25.71,0.56,1.6,22.9,37.8,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,-1,no change,less,73.2,23.3,73.9,23.2,73.8,no change,0,0,9.2,48.6,Database 2
263,Sweden,0.3,6,26.52,0.82,1.2,23.4,35.2,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,-1,no change,no change,74.1,24.8,76.6,24.2,75.6,no change,1,19.69,9.2,48.6,Database 2
264,Sweden,0.3,7,26.26,0.77,1.2,24.3,33,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,1,no change,less,75.7,24.7,76.5,24.6,76.3,no change,0,0,9.2,48.6,Database 2
265,Sweden,0.2,6,26.16,0.78,1.4,22.7,35.1,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,-1,warmer,no change,72.9,22.9,73.2,22.8,73,no change,0,19.69,9.2,48.6,Database 2
266,Sweden,0.6,13,27.49,0.57,1.7,23.8,33.9,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,74.8,24.4,75.9,24.2,75.6,no change,0,0,9.2,48.6,Database 2
267,Sweden,0.1,5,25.74,0.8,1.2,23,35.5,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,1,no change,no change,73.4,24.5,76.1,24,75.2,no change,0,0,9.2,48.6,Database 2
268,Sweden,0.4,8,26.67,0.68,1.4,23.6,28.9,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,more,74.5,25,77,24.6,76.3,more humid,1,0,9.2,48.6,Database 2
269,Sweden,-0.2,6,24.45,0.74,1.2,22,47.3,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,-1,warmer,no change,71.6,22.7,72.9,22.6,72.7,no change,0,0,11,51.8,Database 2
270,Sweden,0.1,5,26.2,1.11,1.2,20.6,50.1,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,no change,69.1,21.8,71.2,21.7,71.1,no change,0,0,11,51.8,Database 2
271,Sweden,0,5,25.4,0.82,1.2,22.3,47.2,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,-1,no change,no change,72.1,23.1,73.6,23,73.4,more humid,2,0,11,51.8,Database 2
272,Sweden,0,5,25.46,0.82,1.2,22.1,48.8,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,no change,71.8,23.5,74.3,23.2,73.8,no change,0,0,11,51.8,Database 2
273,Sweden,0.3,7,26.49,0.6,1.6,23,46.9,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,1,cooler,less,73.4,23.4,74.1,23.3,73.9,more humid,2,0,11,51.8,Database 2
274,Sweden,0.6,12,28.32,0.86,1.5,22.5,48.6,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,no change,72.5,23.2,73.8,23.1,73.6,no change,0,0,11,51.8,Database 2
275,Sweden,-0.1,5,25.16,0.77,1.2,21.8,50.8,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,no change,71.2,23.6,74.5,23.5,74.3,no change,0,0,11,51.8,Database 2
276,Sweden,0.1,5,25.69,0.76,1.2,23.2,49.7,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,less,73.8,23.5,74.3,23.5,74.3,more humid,1,0,11,51.8,Database 2
277,Sweden,0.1,5,25.95,0.77,1.2,22.8,47.9,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,no change,73,24.4,75.9,24.3,75.7,no change,0,0,11,51.8,Database 2
278,Sweden,0.1,5,25.96,0.82,1.2,22.9,46.6,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,no change,73.2,23.6,74.5,23.6,74.5,no change,0,0,11,51.8,Database 2
279,Sweden,0,5,25.63,0.82,1.2,21.9,48.5,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,-1,no change,no change,71.4,24,75.2,23.7,74.7,no change,0,0,11,51.8,Database 2
280,Sweden,-0.5,9,23.66,0.63,1.1,22.6,49.3,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,no change,72.7,23.9,75,23.6,74.5,no change,0,0,11,51.8,Database 2
281,Sweden,0.5,10,27.08,0.52,1.7,22.8,45.8,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,no change,73,24.3,75.7,24.1,75.4,no change,0,0,11,51.8,Database 2
282,Sweden,0.9,24,30.84,0.95,1.8,22.7,46.2,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,less,72.9,23.8,74.8,23.7,74.7,more humid,2,0,11,51.8,Database 2
283,Sweden,0.1,5,25.83,0.81,1.2,22.6,47.4,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,no change,72.7,24.1,75.4,23.7,74.7,no change,0,0,11,51.8,Database 2
284,Sweden,0.4,8,27.17,0.66,1.6,22.1,49.1,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,no change,71.8,24,75.2,23.6,74.5,no change,0,0,11,51.8,Database 2
285,Sweden,,,,0.91,1.8,,,,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,1,cooler,no change,,,,,,no change,0,,11,51.8,Database 2
286,Sweden,0.1,5,26.01,0.83,1.5,21.2,36.3,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,70.2,21.7,71.1,21.7,71.1,more humid,2,0,5.2,41.3,Database 2
287,Sweden,-0.1,5,24.63,0.56,1.6,21.7,36,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,-2,warmer,less,71.1,22.1,71.8,22.1,71.8,no change,0,0,5.2,41.3,Database 2
288,Sweden,-0.2,6,24.71,0.82,1.2,22,36.2,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,more,71.6,22.4,72.3,22.4,72.3,no change,0,0,5.2,41.3,Database 2
289,Sweden,0.1,5,25.79,0.95,1.2,22.2,35.7,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,1,cooler,more,72,22.6,72.7,22.6,72.7,more humid,1,0,5.2,41.3,Database 2
290,Sweden,0.9,24,29.7,0.63,2.3,22.2,34.3,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,72,22.7,72.9,22.7,72.9,no change,0,0,5.2,41.3,Database 2
291,Sweden,0.1,5,26.06,0.98,1.2,22.3,35,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,72.1,22.7,72.9,22.7,72.9,no change,0,0,5.2,41.3,Database 2
292,Sweden,-0.1,5,24.45,0.56,1.6,21.1,36.6,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,70,22.5,72.5,22.2,72,more humid,1,0,5.2,41.3,Database 2
293,Sweden,0,5,25.48,0.75,1.6,21.4,36.7,0.2,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,70.5,22.4,72.3,21.9,71.4,no change,0,39.37,5.2,41.3,Database 2
294,Sweden,0.3,6,26.22,0.61,1.8,21.2,36.8,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,70.2,22.2,72,21.9,71.4,no change,0,0,5.2,41.3,Database 2
295,Sweden,0.1,5,26.06,0.89,1.3,21.7,35.8,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,71.1,23,73.4,22.7,72.9,more humid,3,0,5.2,41.3,Database 2
296,Sweden,0.1,5,25.68,0.66,1.6,22,34.5,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,71.6,22.3,72.1,22.3,72.1,no change,0,0,5.2,41.3,Database 2
297,Sweden,0.1,5,25.97,0.98,1.2,22.3,33.5,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,72.1,22.6,72.7,22.6,72.7,no change,0,0,5.2,41.3,Database 2
298,Sweden,0.5,10,27.48,0.71,1.8,22,30.2,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,71.6,22.6,72.7,22.6,72.7,no change,0,0,5.2,41.3,Database 2
299,Sweden,0.5,11,27.98,0.86,1.7,21.9,32.8,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,71.4,22.3,72.1,22.2,72,no change,0,0,5.2,41.3,Database 2
300,Sweden,-0.1,5,25.12,0.87,1.2,22,32.2,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,71.6,23,73.4,22.7,72.9,more humid,1,0,5.2,41.3,Database 2
301,Sweden,0.3,7,26.42,0.7,1.6,22.5,31.2,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,72.5,23,73.4,23,73.4,no change,0,0,5.2,41.3,Database 2
302,Sweden,0,5,25.33,0.86,1.2,22,31.5,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,71.6,23.5,74.3,23.3,73.9,more humid,1,0,5.2,41.3,Database 2
303,Sweden,0.1,5,25.6,0.78,1.3,22.7,29.4,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,72.9,23.1,73.6,23,73.4,no change,0,0,5.2,41.3,Database 2
304,Sweden,-0.1,5,25.32,0.95,1.2,21.8,32.7,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,less,71.2,22.1,71.8,22.1,71.8,drier,-1,0,5.2,41.3,Database 2
305,Sweden,0.8,17,29.53,0.85,2,21.4,32.7,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,-2,warmer,no change,70.5,22.5,72.5,22.3,72.1,no change,-1,0,5.2,41.3,Database 2
306,Sweden,-0.3,7,24.23,0.73,1.2,22.2,30.9,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,72,22.9,73.2,22.8,73,no change,0,0,5.2,41.3,Database 2
