,Country,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Heating strategy_building level,Thermal sensation,Thermal preference,Air movement preference,Air temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Humidity preference,Humidity sensation,Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
409,Sweden,0.4,8,27.35,1.09,1.2,23.2,23.9,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,73.8,23.8,74.8,23.6,74.5,no change,0,19.69,3.9,39,Database 2
410,Sweden,-0.3,7,24.13,0.68,1.2,22.6,25.1,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,72.7,23.3,73.9,23.2,73.8,no change,0,0,3.9,39,Database 2
411,Sweden,-0.1,5,25.02,0.81,1.2,22.4,26.1,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,-1,warmer,no change,72.3,23.5,74.3,23.3,73.9,no change,0,0,3.9,39,Database 2
412,Sweden,0.7,15,28.87,0.95,1.7,22.6,24.5,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,-1,no change,no change,72.7,23.2,73.8,23,73.4,no change,0,0,3.9,39,Database 2
413,Sweden,-0.2,5,24.89,0.87,1.2,21.9,25.3,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,-1,warmer,no change,71.4,23,73.4,22.6,72.7,more humid,1,0,3.9,39,Database 2
414,Sweden,0.1,5,25.72,0.9,1.2,22.8,24.2,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,73,23.6,74.5,23.3,73.9,no change,0,0,3.9,39,Database 2
415,Sweden,0.1,5,25.95,0.89,1.2,23,22.2,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,73.4,24.1,75.4,23.9,75,more humid,1,0,3.9,39,Database 2
416,Sweden,0.3,7,27.01,1.08,1.2,23,22.5,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,73.4,23.7,74.7,23.6,74.5,no change,0,0,3.9,39,Database 2
417,Sweden,-0.2,6,24.61,0.68,1.2,22.6,23.7,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,72.7,24,75.2,23.4,74.1,no change,0,19.69,3.9,39,Database 2
418,Sweden,0.1,5,25.38,0.67,1.4,22.9,22.8,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,73.2,23.8,74.8,23.6,74.5,no change,0,0,3.9,39,Database 2
419,Sweden,0,5,25.13,0.73,1.2,22.9,25.5,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,less,73.2,24.7,76.5,24.3,75.7,no change,0,0,3.9,39,Database 2
420,Sweden,0.1,5,25.11,0.6,1.3,23.8,21.9,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,less,74.8,24.5,76.1,24.3,75.7,no change,0,0,3.9,39,Database 2
421,Sweden,0,5,25.5,0.77,1.2,23.2,22.9,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,less,73.8,24.2,75.6,23.8,74.8,no change,0,19.69,3.9,39,Database 2
422,Sweden,0.2,6,26.21,0.82,1.2,23.7,22,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,74.7,24.8,76.6,24.3,75.7,drier,-1,19.69,3.9,39,Database 2
423,Sweden,-0.2,6,24.56,0.73,1.2,22.7,22.6,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,72.9,23.5,74.3,23.4,74.1,more humid,1,0,3.9,39,Database 2
424,Sweden,-0.2,6,24.58,0.73,1.2,22.8,24,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,-1,warmer,no change,73,23.4,74.1,23.3,73.9,more humid,1,0,3.9,39,Database 2
425,Sweden,-0.2,6,24.54,0.73,1.2,22.7,24,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,-1,warmer,no change,72.9,23.5,74.3,23.3,73.9,no change,0,0,3.9,39,Database 2
426,Sweden,0.2,6,26.14,0.93,1.2,23.1,21.8,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,73.6,23.8,74.8,23.7,74.7,no change,0,0,3.9,39,Database 2
427,Sweden,0.1,5,25.84,0.87,1.2,23.5,21.5,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,1,no change,less,74.3,23.6,74.5,23.6,74.5,no change,0,0,3.9,39,Database 2
428,Sweden,0.3,7,26.45,0.78,1.4,23.8,21.5,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,0,no change,no change,74.8,23.6,74.5,23.6,74.5,no change,0,0,3.9,39,Database 2
429,Sweden,0.3,7,26.67,0.93,1.2,23.9,21.4,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,1,cooler,no change,75,24.5,76.1,24.3,75.7,no change,0,0,3.9,39,Database 2
430,Sweden,0.2,6,26.51,1.03,1.2,22.6,23.7,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,1,cooler,no change,72.7,23.7,74.7,23.4,74.1,more humid,1,0,3.9,39,Database 2
431,Sweden,0.3,7,26.99,1.08,1.2,23.2,25.6,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Malmo,Office,Air Conditioned,Mechanical Heating,1,cooler,no change,73.8,23.3,73.9,23.2,73.8,no change,0,19.69,3.9,39,Database 2
432,Sweden,0.8,18,29.59,0.86,2,21.6,30.8,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,1,cooler,more,70.9,21.9,71.4,21.9,71.4,more humid,1,0,3.9,39.1,Database 2
433,Sweden,0.9,23,30.02,0.72,2.3,21.6,32.7,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,less,70.9,22.2,72,22.1,71.8,more humid,1,0,3.9,39.1,Database 2
434,Sweden,0.7,15,29.29,0.86,2,20.7,35.3,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,-1,warmer,no change,69.3,21.5,70.7,21.4,70.5,no change,0,0,3.9,39.1,Database 2
435,Sweden,-0.1,5,25.43,1.03,1.2,21.4,30.7,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,-1,no change,no change,70.5,21.6,70.9,21.6,70.9,more humid,1,0,3.9,39.1,Database 2
436,Sweden,-0.1,5,25.14,0.93,1.2,21.7,32.2,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,no change,71.1,22.2,72,22.1,71.8,no change,0,0,3.9,39.1,Database 2
437,Sweden,0,5,25.23,0.66,1.6,21.5,30.6,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,less,70.7,22.1,71.8,22,71.6,more humid,3,0,3.9,39.1,Database 2
438,Sweden,-0.5,10,23.54,0.68,1.2,21.9,30.3,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,no change,71.4,22.5,72.5,22.4,72.3,no change,0,0,3.9,39.1,Database 2
439,Sweden,0.5,10,27.95,0.94,1.6,22.4,30.2,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,-1,warmer,no change,72.3,22.5,72.5,22.4,72.3,no change,0,0,3.9,39.1,Database 2
440,Sweden,0.8,18,29.8,1,1.8,22.3,29.8,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,no change,72.1,22.4,72.3,22.4,72.3,more humid,1,0,3.9,39.1,Database 2
441,Sweden,0.1,5,25.62,0.89,1.2,22.7,30.3,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,less,72.9,23.1,73.6,23,73.4,more humid,1,0,3.9,39.1,Database 2
442,Sweden,0.4,9,27.28,0.77,1.6,22.9,29.3,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,no change,73.2,23.4,74.1,23.2,73.8,no change,0,19.69,3.9,39.1,Database 2
443,Sweden,0.1,5,26.31,1.03,1.2,21.9,32.4,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,no change,71.4,23.3,73.9,23,73.4,more humid,1,0,3.9,39.1,Database 2
444,Sweden,-0.1,5,24.85,0.76,1.2,22.5,30.4,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,no change,72.5,23.7,74.7,23.4,74.1,no change,0,0,3.9,39.1,Database 2
445,Sweden,-0.1,5,24.84,0.82,1.2,22.2,31.8,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,-1,warmer,no change,72,22.9,73.2,22.7,72.9,no change,0,0,3.9,39.1,Database 2
446,Sweden,0.6,14,28,0.71,1.7,23.6,28,0,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Cfb,Temperate oceanic,Halmstad,Others,Air Conditioned,Mechanical Heating,0,no change,less,74.5,23.4,74.1,23.4,74.1,no change,0,0,3.9,39.1,Database 2
447,Sweden,0.5,11,28.32,1.01,1.7,21.2,19.7,0.03,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,1,cooler,less,70.2,21.4,70.5,21.4,70.4,no change,0,5.91,-4.4,24,Database 2
448,Sweden,0.4,9,27.78,1.05,1.6,21.3,20.2,0.03,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,less,70.4,21.8,71.2,21.6,70.9,no change,-1,5.91,-4.4,24,Database 2
449,Sweden,0.2,6,26.78,1.31,1.2,21.1,20,0.03,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,-2,warmer,less,69.9,21.5,70.7,21.4,70.4,no change,0,5.91,-4.4,24,Database 2
450,Sweden,0.3,7,27.4,1.11,1.4,21.2,20.3,0.04,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,warmer,no change,70.1,21.7,71.1,21.6,70.8,no change,0,7.87,-4.4,24,Database 2
451,Sweden,0.3,7,27.07,1.06,1.4,21.8,19.1,0.03,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,1,no change,no change,71.2,22.3,72.1,22.1,71.9,no change,0,5.91,-4.4,24,Database 2
452,Sweden,-0.2,6,24.52,0.82,1.2,22,19.4,0.04,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,-1,warmer,less,71.6,22.6,72.7,22.4,72.4,no change,0,7.87,-4.4,24,Database 2
453,Sweden,0.5,11,28.19,1.01,1.6,22.2,19.5,0.04,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,72,22.8,73,22.6,72.7,more humid,1,7.87,-4.4,24,Database 2
454,Sweden,0,5,25.36,0.85,1.3,21.5,18.2,0.05,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,-1,warmer,no change,70.6,22.8,73,22.3,72.2,no change,0,9.84,-4.4,24,Database 2
455,Sweden,-0.5,11,23.47,0.65,1.2,21.9,17.5,0.05,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,1,cooler,no change,71.5,22.9,73.2,22.6,72.6,more humid,1,9.84,-4.4,24,Database 2
456,Sweden,0.1,5,25.47,0.72,1.5,21.8,17.4,0.05,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,-1,no change,no change,71.2,22.6,72.7,22.3,72.2,no change,0,9.84,-4.4,24,Database 2
457,Sweden,0.4,8,27.85,1.38,1.2,21.2,29.9,0.05,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,less,70.2,22.2,72,21.9,71.3,no change,0,9.84,-4.4,24,Database 2
458,Sweden,0.5,10,27.69,0.77,1.9,20.8,18.6,0.05,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,-2,warmer,no change,69.5,21.5,70.7,21.3,70.3,more humid,1,9.84,-4.4,24,Database 2
459,Sweden,-0.2,6,25,0.93,1.2,21.3,18.1,0.07,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,70.3,22.6,72.7,22.1,71.7,no change,0,13.78,-4.4,24,Database 2
460,Sweden,0.1,5,25.76,0.93,1.3,22,20.9,0.03,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,1,no change,less,71.7,22,71.6,22,71.7,more humid,1,5.91,-4.4,24,Database 2
461,Sweden,-0.2,6,24.41,0.77,1.2,22.4,21.3,0.03,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,less,72.4,22.8,73,22.7,72.8,more humid,1,5.91,-4.4,24,Database 2
462,Sweden,0.6,13,28.18,0.74,2,21.3,20.6,0.04,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,warmer,no change,70.4,22,71.6,21.8,71.2,more humid,1,7.87,-4.4,24,Database 2
463,Sweden,0.5,11,28.29,1.05,1.6,22.1,21.4,0.03,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,less,71.8,22.3,72.1,22.3,72.1,more humid,1,5.91,-4.4,24,Database 2
464,Sweden,0.2,6,26.26,1.03,1.2,22.4,21.6,0.03,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,1,cooler,less,72.4,23,73.4,22.9,73.2,more humid,1,5.91,-4.4,24,Database 2
465,Sweden,0.4,8,27.14,1.03,1.3,22.6,22.4,0.04,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,0,no change,no change,72.6,23.1,73.6,22.9,73.3,more humid,1,7.87,-4.4,24,Database 2
466,Sweden,0,5,25.94,1.08,1.2,21.6,22,0.03,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Winter,Cfb,Temperate oceanic,Gothenburg,Classroom,Mixed Mode,Mechanical Heating,-2,warmer,no change,70.8,22.3,72.1,22.1,71.7,more humid,1,5.91,-4.4,24,Database 2
467,Sweden,-0.6,12,23.12,0.57,1.2,22.4,34.1,0.03,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999,Winter,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0,no change,no change,72.4,22.7,72.9,22.6,72.7,no change,0,5.91,,,Database 2
468,Sweden,0.1,5,25.81,0.87,1.2,23.1,33.8,0.04,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999,Winter,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0,no change,no change,73.6,23.1,73.6,23.1,73.7,more humid,1,7.87,,,Database 2
469,Sweden,0.4,8,27.16,1.03,1.2,23.8,31.3,0.03,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999,Winter,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0,no change,less,74.9,23.4,74.1,23.5,74.3,more humid,1,5.91,,,Database 2
470,Sweden,0.4,8,27.11,1.02,1.2,23.6,32.1,0.05,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999,Winter,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0,no change,no change,74.4,23.6,74.5,23.6,74.4,no change,0,9.84,,,Database 2
471,Sweden,-0.2,6,24.42,0.73,1.2,22.4,34.3,0.03,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999,Winter,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0,no change,no change,72.3,22.9,73.2,22.7,72.9,no change,0,5.91,,,Database 2
472,Sweden,0.3,7,26.87,1.03,1.2,23.3,32.9,0.05,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999,Winter,Cfb,Temperate oceanic,Gothenburg,Others,Air Conditioned,Mechanical Heating,0,no change,no change,73.9,23.1,73.6,23.2,73.7,no change,0,9.84,,,Database 2
