,Country,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,Air temperature (¡F),Tg_h (¡C),Tg_h (¡F),Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
48,Philippines,-0.2,6,24.69,0.57,1.3,22.8,52.2,0.12,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,4,73,23.2,73.8,22.64,25.9,78.6,Database 2
49,Philippines,0.5,10,27.28,0.73,1.5,24,38.3,0.08,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,1,cooler,0,more,4,75.2,23.4,74.1,15.75,25.9,78.6,Database 2
50,Philippines,-0.7,15,23.72,0.59,1,23.9,46.5,0.16,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,no change,5,75.1,24.3,75.7,31.25,25.9,78.6,Database 2
51,Philippines,-0.2,6,24.24,0.61,1.3,25.2,35.2,0.15,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,77.4,23.7,74.6,29.34,25.9,78.6,Database 2
52,Philippines,-0.4,8,23.74,0.59,1.2,25.2,35.2,0.15,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,more,5,77.4,23.7,74.6,29.34,25.9,78.6,Database 2
53,Philippines,0.1,5,25.55,0.95,1.1,23.7,45.9,0.09,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,no change,5,74.6,23.3,73.9,17.22,25.9,78.6,Database 2
54,Philippines,-0.8,19,23.02,0.67,1,22.9,47,0.15,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,73.2,22.9,73.2,28.79,25.9,78.6,Database 2
55,Philippines,0.6,12,28.18,0.67,1.6,23.9,43.9,0.14,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,less,5,75.1,24,75.3,28.3,25.9,78.6,Database 2
56,Philippines,0.3,7,27.08,0.95,1.2,23.5,44.1,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,cooler,1,no change,5,74.3,23.3,73.9,20.12,25.9,78.6,Database 2
57,Philippines,-0.2,6,24.59,0.78,1.2,23.1,45.3,0.16,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,73.5,22.4,72.4,32.23,25.9,78.6,Database 2
58,Philippines,-0.1,5,25.23,0.73,1.3,22.7,46.4,0.15,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,72.8,22.4,72.4,29.28,25.9,78.6,Database 2
59,Philippines,-0.7,17,22.99,0.73,1.1,22.7,46.5,0.15,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,6,72.8,22.4,72.3,30.2,25.9,78.6,Database 2
60,Philippines,0.2,6,25.93,0.7,1.4,24.7,35.7,0.16,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,76.5,23.5,74.3,31.74,25.9,78.6,Database 2
61,Philippines,-0.2,6,24.38,0.73,1.1,23.4,46.4,0.08,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,more,4,74.2,23.1,73.5,14.76,25.9,78.6,Database 2
62,Philippines,0.5,11,28.43,0.93,1.5,23.2,47.2,0.15,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,more,5,73.8,22.9,73.2,29.34,25.9,78.6,Database 2
63,Philippines,-0.2,6,25.1,0.67,1,25.1,42.2,0.2,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,more,5,77.1,25.5,78,38.51,25.9,78.6,Database 2
64,Philippines,0.8,17,28.73,0.73,1.4,25.6,41.7,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,1,cooler,1,more,5,78.1,25.6,78.1,25.9,25.9,78.6,Database 2
65,Philippines,1,28,30.66,1.01,1.5,25.6,41.3,0.08,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,78,25.2,77.4,14.83,25.9,78.6,Database 2
66,Philippines,0.8,18,28.81,0.99,1.3,25.2,48.7,0.24,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,more,4,77.4,25.5,78,46.75,25.9,78.6,Database 2
67,Philippines,0.1,5,24.76,0.51,1.5,25.3,46.9,0.29,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,77.5,24.9,76.7,56.47,25.9,78.6,Database 2
68,Philippines,0.9,21,29.26,1.01,1.3,25.7,46.9,0.22,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,no change,3,78.3,25.8,78.4,43.37,25.9,78.6,Database 2
69,Philippines,0.5,11,28.13,0.91,1.3,23.6,58.9,0.09,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,74.4,23.5,74.2,18.64,25.9,78.6,Database 2
70,Philippines,0.5,11,28.14,0.85,1.4,23.6,58.9,0.09,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,74.4,23.5,74.2,18.64,25.9,78.6,Database 2
71,Philippines,-1,25,22.04,0.49,1.1,23.3,61.3,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,6,73.9,22.7,72.9,24.91,25.9,78.6,Database 2
72,Philippines,0.1,5,25.58,0.75,1.1,23.4,59.6,0.07,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,74.1,23.7,74.6,13.84,25.9,78.6,Database 2
73,Philippines,0.3,7,26.9,0.55,1.5,23.2,60.5,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,,6,73.8,23.9,74.9,25.47,25.9,78.6,Database 2
74,Philippines,0.1,5,26.03,0.74,1.2,23.4,59.9,0.11,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,6,74.2,23.2,73.7,22.02,25.9,78.6,Database 2
75,Philippines,0.4,8,26.96,0.9,1.2,23.4,59.9,0.08,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,more,4,74.2,23.4,74.1,15.32,25.9,78.6,Database 2
76,Philippines,0,5,25.63,0.65,1.2,23.6,59.9,0.11,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,more,5,74.4,23.6,74.4,22.02,25.9,78.6,Database 2
77,Philippines,-0.2,6,23.82,0.48,1.3,24.6,49.9,0.07,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,76.3,23.3,74,14.33,25.9,78.6,Database 2
78,Philippines,-0.2,6,24.28,0.57,1.2,23.6,51.9,0.08,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,6,74.4,23.2,73.7,15.75,25.9,78.6,Database 2
79,Philippines,0.1,5,25.53,0.59,1.3,24.8,45.1,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,more,6,76.6,24.3,75.7,26.39,25.9,78.6,Database 2
80,Philippines,0.8,20,29.24,0.84,1.5,24.8,44,0.19,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,0,warmer,0,more,5,76.6,25.3,77.5,38.08,25.9,78.6,Database 2
81,Philippines,-0.4,8,23.51,0.63,1.1,23.6,45.6,0.07,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,2,0,no change,1,more,4,74.5,22.9,73.3,12.86,25.9,78.6,Database 2
82,Philippines,0.5,10,27.19,0.74,1.3,23.6,38.5,0.03,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,0,cooler,0,more,1,74.5,24.7,76.5,5.6,25.9,78.6,Database 2
83,Philippines,0,5,25.29,0.73,1.1,24.1,40.4,0.08,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,1,75.3,24.1,75.4,15.75,25.9,78.6,Database 2
84,Philippines,0.2,6,26.46,0.95,1.2,23.4,40.9,0.09,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,warmer,1,more,6,74.2,22.7,72.9,17.72,25.9,78.6,Database 2
85,Philippines,-0.4,8,23.78,0.65,1.4,22.3,50.8,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,no change,6,72.2,21.2,70.2,24.98,25.9,78.6,Database 2
86,Philippines,0.2,6,26.1,0.85,1.7,21.5,52.2,0.28,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,1,no change,1,no change,4,70.6,21.1,70,55.43,25.9,78.6,Database 2
87,Philippines,0.2,6,26.56,0.95,1.2,22,47.9,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,more,4,71.7,22.5,72.5,19.75,25.9,78.6,Database 2
88,Philippines,-0.1,5,25.42,0.85,1.2,22.4,47.5,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,warmer,1,more,4,72.3,22.2,72,26.45,25.9,78.6,Database 2
89,Philippines,0.1,5,25.89,0.92,1.2,22.5,47.5,0.08,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,warmer,1,less,4,72.5,22.4,72.3,16.3,25.9,78.6,Database 2
90,Philippines,-0.1,5,24.74,0.69,1.3,22.5,47.6,0.03,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,72.5,22.3,72.1,5.17,25.9,78.6,Database 2
91,Philippines,-1.2,36,21.03,0.49,1.2,22.3,48,0.14,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,warmer,1,no change,3,72.1,21.4,70.4,27.81,25.9,78.6,Database 2
92,Philippines,-0.3,7,24.13,0.74,1.5,20.9,49,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,0,no change,6,69.7,20,68,26.39,25.9,78.6,Database 2
93,Philippines,-0.6,13,22.8,0.63,1.2,20.9,58.3,0.07,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,warmer,1,more,4,69.7,21.2,70.2,12.92,25.9,78.6,Database 2
94,Philippines,-0.1,5,25.09,0.93,1.1,22.5,46.9,0.09,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,72.4,22.4,72.3,18.27,25.9,78.6,Database 2
95,Philippines,0,5,26.02,0.95,1.2,21.2,57.1,0.12,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,warmer,1,,5,70.2,21.6,71,23.07,25.9,78.6,Database 2
96,Philippines,-0.1,5,24.88,0.95,1.1,22,59.9,0.09,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,0,warmer,0,more,5,71.6,21.9,71.4,18.21,25.9,78.6,Database 2
97,Philippines,0.4,8,27.61,1.09,1.2,22.1,61,0.03,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,warmer,1,no change,5,71.7,22,71.6,5.17,25.9,78.6,Database 2
98,Philippines,-0.5,10,23.27,0.73,1.2,22,51.1,0.11,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,0,warmer,1,no change,4,71.7,21.3,70.4,21.1,25.9,78.6,Database 2
99,Philippines,0.1,5,25.56,0.59,1.4,22.1,46.5,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,0,warmer,1,no change,6,71.7,23,73.4,20.61,25.9,78.6,Database 2
100,Philippines,-0.9,22,21.93,0.93,1.1,21.6,47.8,0.25,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,more,6,70.8,20.6,69,50.14,25.9,78.6,Database 2
101,Philippines,-0.6,13,23.29,0.67,1.2,21.6,52.7,0.18,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,1,no change,1,no change,6,70.9,21.9,71.5,35.19,25.9,78.6,Database 2
102,Philippines,-0.8,18,22.43,0.65,1.2,22,44.3,0.15,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,71.6,21.2,70.1,28.85,25.9,78.6,Database 2
103,Philippines,0,5,25.28,0.87,1.1,22.5,50.8,0.07,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,72.5,22.9,73.2,14.33,25.9,78.6,Database 2
104,Philippines,0.6,14,29.37,1.01,1.5,22.8,49.5,0.12,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,73.1,22.9,73.2,24.48,25.9,78.6,Database 2
105,Philippines,0.2,6,26.7,0.85,1.3,23,52.7,0.18,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,no change,6,73.3,23.1,73.6,35.13,25.9,78.6,Database 2
106,Philippines,-0.6,13,23,0.65,1.3,21.8,49,0.16,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,0,warmer,1,less,5,71.3,21.4,70.6,31.25,25.9,78.6,Database 2
107,Philippines,0.3,7,26.88,0.93,1.3,24.7,53.4,0.18,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,76.4,23.1,73.5,35.06,25.9,78.6,Database 2
108,Philippines,0.7,15,29.72,1.09,1.6,23.4,56.2,0.19,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,more,6,74.1,22.4,72.4,37.52,25.9,78.6,Database 2
109,Philippines,-0.1,5,25.01,0.63,1.2,23.5,54.9,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,more,5,74.3,23.5,74.3,20.61,25.9,78.6,Database 2
110,Philippines,-0.5,11,23.09,0.49,1.2,23.5,54.5,0.08,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,6,74.2,23.2,73.8,16.24,25.9,78.6,Database 2
111,Philippines,-0.2,6,24.24,0.67,1.1,25.5,49.5,0.17,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,,77.9,24,75.3,32.73,25.9,78.6,Database 2
112,Philippines,-0.4,8,24.02,0.67,1.1,24.3,48.1,0.19,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,0,warmer,1,no change,4,75.7,23.8,74.8,36.66,25.9,78.6,Database 2
113,Philippines,0.3,7,27.12,0.95,1.3,23.1,47.4,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,4,73.6,22.4,72.3,18.7,25.9,78.6,Database 2
114,Philippines,-0.7,14,23.14,0.71,1.1,22.6,48.5,0.16,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,0,cooler,1,no change,6,72.7,22.3,72.1,32.3,25.9,78.6,Database 2
115,Philippines,0.4,8,26.91,0.67,1.4,24.9,45.5,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,more,5,76.8,24.2,75.6,25.9,25.9,78.6,Database 2
