,Country,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,Air temperature (¡F),Tg_h (¡C),Tg_h (¡F),Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
184,Philippines,-1.5,53,20.26,0.4,1.1,24.9,39.8,0.15,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,6,76.9,22.7,72.9,28.79,25.9,78.6,Database 2
185,Philippines,0.3,7,25.86,0.5,1.7,23.6,42.8,0.08,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,6,74.4,22.8,73,14.83,25.9,78.6,Database 2
186,Philippines,0.1,5,25.13,0.5,1.3,24.5,43.9,0.08,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,no change,4,76.1,24.4,75.9,15.81,25.9,78.6,Database 2
187,Philippines,0.1,5,25.07,0.54,1.3,24.4,43.9,0.08,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,no change,5,76,24.2,75.6,14.83,25.9,78.6,Database 2
188,Philippines,-0.5,11,22.92,0.39,1.3,23.3,52.1,0.11,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,more,5,74,23,73.4,21.59,25.9,78.6,Database 2
189,Philippines,0.2,6,26.63,0.8,1.3,23.1,52.1,0.12,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,cooler,1,no change,5,73.7,23,73.3,23.01,25.9,78.6,Database 2
190,Philippines,-0.3,7,23.9,0.64,1.2,22.7,51.6,0.09,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,72.8,22.6,72.7,17.16,25.9,78.6,Database 2
191,Philippines,0,5,25.76,0.89,1.2,22.6,51.6,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,no change,5,72.7,22.6,72.7,20.12,25.9,78.6,Database 2
192,Philippines,0,5,25.25,0.78,1.2,23,51.1,0.08,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,warmer,1,no change,6,73.3,22.7,72.9,14.83,25.9,78.6,Database 2
193,Philippines,-0.6,12,22.81,0.5,1.2,23.1,50.9,0.09,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,0,warmer,1,no change,5,73.6,22.7,72.9,18.21,25.9,78.6,Database 2
194,Philippines,0,5,25.41,0.76,1.3,21.9,52.1,0.09,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,71.5,21.9,71.5,18.64,25.9,78.6,Database 2
195,Philippines,-0.6,12,23.42,0.78,1.2,21.7,53.6,0.15,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,0,cooler,0,less,3,71.1,21.3,70.4,29.77,25.9,78.6,Database 2
196,Philippines,0.1,5,25.06,0.4,1.5,22.9,50.1,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,cooler,1,no change,5,73.2,23.8,74.8,19.13,25.9,78.6,Database 2
197,Philippines,-0.4,8,23.74,0.5,1.1,23.8,48,0.07,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,no change,5,74.8,23.9,75,13.35,25.9,78.6,Database 2
198,Philippines,0.2,6,26.07,0.56,1.4,23.8,49.1,0.11,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,more,4,74.8,23.7,74.6,22.58,25.9,78.6,Database 2
199,Philippines,-1.3,39,20.57,0.4,1.3,22.8,51.7,0.21,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,73.1,22.1,71.7,41.95,25.9,78.6,Database 2
200,Philippines,-2.1,79,17.47,0.4,1.3,23.3,57.6,0.58,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,no change,5,74,21.8,71.2,113.68,25.9,78.6,Database 2
201,Philippines,0.1,5,25.86,0.42,1.6,23.2,55.6,0.14,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,0,cooler,1,more,5,73.8,23.6,74.5,26.94,25.9,78.6,Database 2
202,Philippines,0.2,5,25.31,0.39,1.4,24.2,52.6,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,cooler,1,no change,4,75.6,24.3,75.7,19.19,25.9,78.6,Database 2
203,Philippines,0.1,5,25.68,0.76,1.1,24.3,51.7,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,1,cooler,1,no change,5,75.7,24,75.1,19.25,25.9,78.6,Database 2
204,Philippines,0.3,7,27.07,0.56,1.6,23.6,55.3,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,no change,5,74.5,23.1,73.6,26.45,25.9,78.6,Database 2
205,Philippines,-0.3,7,24.08,0.55,1.3,23.2,55.5,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,6,73.8,22.6,72.7,26.45,25.9,78.6,Database 2
206,Philippines,0.5,10,27.32,0.78,1.3,24,44.2,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,4,75.2,24.5,76.1,19.19,25.9,78.6,Database 2
207,Philippines,-0.2,6,24.36,0.56,1.3,23.7,44.1,0.11,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,4,74.6,22.9,73.3,22.08,25.9,78.6,Database 2
208,Philippines,-0.2,6,24.44,0.8,1.2,23.3,44.6,0.24,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,6,73.9,23.1,73.5,46.75,25.9,78.6,Database 2
209,Philippines,0,5,25.14,0.5,1.5,22.6,46.6,0.15,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,1,cooler,1,no change,5,72.7,23.1,73.6,28.85,25.9,78.6,Database 2
210,Philippines,-0.1,5,24.27,0.65,1.5,23.1,43.9,0.3,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,warmer,1,more,5,73.6,23,73.3,59.79,25.9,78.6,Database 2
211,Philippines,-0.2,6,24.72,0.78,1.1,23.2,45.4,0.11,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,73.7,23,73.4,22.58,25.9,78.6,Database 2
212,Philippines,-0.8,18,22.17,0.5,1.3,22.8,47.3,0.17,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,73.1,22.1,71.7,34.2,25.9,78.6,Database 2
213,Philippines,-0.7,14,23.09,0.4,1.3,23,46,0.14,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,cooler,1,more,5,73.3,23.4,74.1,27.87,25.9,78.6,Database 2
214,Philippines,-0.2,6,24.08,0.46,1.3,23.4,45,0.07,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,more,5,74,23.6,74.5,14.33,25.9,78.6,Database 2
215,Philippines,-0.3,7,23.85,0.48,1.4,22.6,46.9,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,more,5,72.7,22.3,72.1,25.96,25.9,78.6,Database 2
216,Philippines,-1.1,31,21.08,0.55,1.2,22.2,57.7,0.28,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,warmer,1,more,5,72,21.8,71.3,56.04,25.9,78.6,Database 2
217,Philippines,0,5,25.58,0.67,1.3,22.4,51.1,0.15,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,1,cooler,1,no change,5,72.4,23.1,73.5,28.85,25.9,78.6,Database 2
218,Philippines,0.3,7,27.1,0.78,1.4,23.3,49.5,0.15,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,no change,5,74,23.4,74.1,30.33,25.9,78.6,Database 2
219,Philippines,-0.1,5,24.99,0.86,1.1,23.2,40.3,0.07,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,6,73.7,22.8,73.1,13.35,25.9,78.6,Database 2
220,Philippines,-1.5,51,20.41,0.4,1.1,22.8,41.2,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,more,6,73,21.9,71.4,24.98,25.9,78.6,Database 2
221,Philippines,0.4,8,27.27,0.77,1.4,23.3,47.3,0.11,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,warmer,1,no change,2,73.9,23.6,74.5,20.67,25.9,78.6,Database 2
222,Philippines,-0.1,5,24.37,0.41,1.4,23.3,47.3,0.11,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,more,4,73.9,23.6,74.5,20.67,25.9,78.6,Database 2
223,Philippines,-0.3,7,23.48,0.39,1.3,23.7,49,0.06,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,no change,5,74.6,23.3,74,10.89,25.9,78.6,Database 2
224,Philippines,0.5,10,27.48,0.6,1.5,23.6,59.2,0.08,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,74.6,24.1,75.4,14.83,25.9,78.6,Database 2
225,Philippines,0.2,6,25.75,0.42,1.4,23.9,58.3,0.07,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,more,5,75,24.3,75.7,13.78,25.9,78.6,Database 2
226,Philippines,-0.7,17,22.28,0.78,1.1,23.6,54.6,0.21,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,more,5,74.6,22,71.6,40.91,25.9,78.6,Database 2
227,Philippines,-0.4,9,23.55,0.48,1.4,22.8,56.8,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,less,5,73.1,22.4,72.3,26.39,25.9,78.6,Database 2
228,Philippines,-0.5,10,23.21,0.5,1.4,21.7,56.3,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,4,71,21.3,70.3,26.45,25.9,78.6,Database 2
229,Philippines,-0.6,13,22.71,0.56,1.3,21.9,59.7,0.26,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,0,warmer,0,less,6,71.4,22.2,72,51.61,25.9,78.6,Database 2
230,Philippines,-0.2,6,23.88,0.76,1.4,22,55.8,0.28,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,0,warmer,0,more,2,71.5,21.4,70.4,55.43,25.9,78.6,Database 2
231,Philippines,-1.2,36,21.64,0.4,1.1,22.7,47.9,0.14,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,6,72.9,22.7,72.9,27.37,25.9,78.6,Database 2
232,Philippines,0.2,5,25.46,0.4,1.2,27.1,39.3,0.14,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,no change,5,80.8,26.7,80.1,27.87,25.9,78.6,Database 2
233,Philippines,-1.4,47,20.63,0.4,1.1,24.5,45.5,0.35,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,cooler,1,no change,5,76.1,24,75.2,69.51,25.9,78.6,Database 2
234,Philippines,0.8,20,28.61,0.56,1.6,25.4,43.5,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,0,cooler,1,more,5,77.7,25.9,78.7,20.61,25.9,78.6,Database 2
235,Philippines,-0.4,8,23.6,0.48,1.2,25.6,42.3,0.22,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,0,no change,1,more,4,78,25,77.1,43.37,25.9,78.6,Database 2
236,Philippines,-0.2,6,24.5,0.48,1.3,25.2,42.5,0.14,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,6,77.3,24.3,75.7,27.81,25.9,78.6,Database 2
237,Philippines,-0.8,18,22.3,0.56,1.1,23.8,44.5,0.05,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,4,74.8,22.7,72.8,8.92,25.9,78.6,Database 2
238,Philippines,-1.5,49,21.17,0.56,1,22.7,50,0.2,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,no change,5,72.9,22.5,72.5,38.51,25.9,78.6,Database 2
239,Philippines,-0.7,15,22.39,0.5,1.4,22.4,49.5,0.16,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,no change,5,72.2,21.7,71,31.8,25.9,78.6,Database 2
240,Philippines,-1.1,31,20.96,0.41,1.2,24.5,43.2,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,76,22.2,71.9,24.91,25.9,78.6,Database 2
241,Philippines,-0.2,6,23.79,0.41,1.5,25.2,43.5,0.12,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,no change,5,77.4,23.2,73.7,24.05,25.9,78.6,Database 2
242,Philippines,-0.3,7,23.63,0.56,1.3,25,39.8,0.23,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,cooler,1,no change,4,77,24,75.2,44.35,25.9,78.6,Database 2
243,Philippines,-0.2,6,23.73,0.48,1.5,24.2,42.6,0.23,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,1,cooler,1,more,4,75.6,23.5,74.3,44.35,25.9,78.6,Database 2
244,Philippines,-0.3,7,23.46,0.48,1.4,23.4,42,0.09,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,warmer,1,no change,4,74.1,22.2,72,17.72,25.9,78.6,Database 2
245,Philippines,0,5,25.3,0.48,1.4,23.7,45,0.12,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,0,warmer,0,less,2,74.6,24,75.1,23.07,25.9,78.6,Database 2
246,Philippines,-0.2,6,23.17,0.41,1.6,24.3,42.7,0.08,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,75.7,21.6,70.8,15.75,25.9,78.6,Database 2
247,Philippines,-1.3,40,21.04,0.5,1.1,22.8,44.9,0.25,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,no change,5,73.1,22.6,72.6,48.29,25.9,78.6,Database 2
248,Philippines,-0.6,14,21.93,0.4,1.4,24.9,42.3,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,cooler,1,more,5,76.8,22,71.7,24.91,25.9,78.6,Database 2
249,Philippines,0.8,17,28.77,0.86,1.4,24.3,43.1,0.07,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,1,no change,1,no change,5,75.8,24.9,76.8,12.86,25.9,78.6,Database 2
250,Philippines,0.5,11,27.63,0.65,1.6,24.7,41.7,0.12,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,76.5,24.1,75.5,23.44,25.9,78.6,Database 2
251,Philippines,0,5,24.84,0.5,1.3,24.4,42.9,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,2,1,cooler,1,more,4,76,23.9,75,20.18,25.9,78.6,Database 2
