,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation,Thermal comfort,activity_10,activity_20,activity_30,activity_60,Air temperature (¡F),Ta_h (¡C),Ta_h (¡F),Ta_m (¡C),Ta_m (¡F),Ta_l (¡C),Ta_l (¡F),Tg_h (¡C),Tg_h (¡F),Tg_m (¡C),Tg_m (¡F),Tg_l (¡C),Tg_l (¡F),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (¡F)
259,0.0,5.0,24.42,0.68,1.2,27.4,28.8,0.06,0.0,5.0,1.2,1.2,1.2,1.2,81.3,27.4,81.3,23.7,74.7,23.9,75.1,23.3,74.0,23.6,74.5,22.7,72.9,11.81,0.06,11.81,0.1,19.7,0.1,19.7,1.0,0.0,0.0,0.0,0.0,41.0
260,0.3,7.0,26.11,0.78,1.3,27.4,28.8,0.06,1.0,5.0,1.2,1.2,2.0,1.2,81.3,27.4,81.3,23.7,74.7,23.9,75.1,23.3,74.0,23.6,74.5,22.7,72.9,11.81,0.06,11.81,0.1,19.7,0.1,19.7,0.0,0.0,0.0,1.0,1.0,41.0
261,-0.6,11.0,22.21,0.4,1.2,27.4,28.8,0.06,0.0,3.0,1.2,1.2,1.2,1.2,81.3,27.4,81.3,23.7,74.7,23.9,75.1,23.3,74.0,23.6,74.5,22.7,72.9,11.81,0.06,11.81,0.1,19.7,0.1,19.7,0.0,1.0,0.0,1.0,1.0,41.0
262,0.1,5.0,24.59,0.52,1.3,27.2,28.1,0.01,2.0,5.0,1.2,1.6,1.2,1.2,80.9,27.2,80.9,23.4,74.2,23.9,75.0,23.1,73.6,23.5,74.3,22.8,73.0,1.97,0.01,1.97,0.07,13.79,0.1,19.7,0.0,0.0,0.0,1.0,1.0,41.0
263,0.0,5.0,24.45,0.57,1.3,28.2,29.1,0.05,2.0,5.0,1.2,1.2,1.6,1.2,82.8,28.2,82.8,23.9,75.0,24.2,75.5,23.5,74.2,23.8,74.9,23.0,73.4,9.84,0.05,9.84,0.09,17.73,0.1,19.7,0.0,1.0,0.0,1.0,0.0,41.0
264,0.3,8.0,26.29,0.88,1.2,28.2,29.1,0.05,1.0,5.0,1.2,1.2,1.2,1.2,82.8,28.2,82.8,23.9,75.0,24.2,75.5,23.5,74.2,23.8,74.9,23.0,73.4,9.84,0.05,9.84,0.09,17.73,0.1,19.7,0.0,0.0,0.0,1.0,1.0,41.0
265,-0.16666666666666666,7.333333333333333,24.373333333333335,0.91,1.3,27.2,22.4,0.01,0.0,5.0,1.1333333333333335,1.1333333333333335,1.4000000000000001,1.4000000000000001,81.0,27.2,81.0,22.1,71.8,22.6,72.7,21.8,71.2,22.2,72.0,21.4,70.5,1.97,0.01,1.97,0.01,1.97,0.1,19.7,0.0,0.0,0.0,0.0,0.0,41.0
266,0.1,5.0,24.77,0.64,1.2,28.3,22.8,0.02,-1.0,5.0,1.2,1.2,1.2,1.2,82.9,28.3,82.9,23.3,73.9,23.8,74.9,22.9,73.2,23.4,74.1,22.7,72.9,3.94,0.02,3.94,0.01,1.97,0.1,19.7,0.0,0.0,0.0,1.0,1.0,41.0
267,0.0,5.0,24.41,0.59,1.2,28.3,22.8,0.02,0.0,5.0,1.2,1.2,1.2,1.2,82.9,28.3,82.9,23.3,73.9,23.8,74.9,22.9,73.2,23.4,74.1,22.7,72.9,3.94,0.02,3.94,0.01,1.97,0.1,19.7,0.0,1.0,0.0,1.0,1.0,41.0
268,0.16666666666666666,6.333333333333333,25.216666666666665,0.86,1.3666666666666665,28.6,22.6,0.02,-1.0,5.0,1.2,1.2,1.4666666666666668,1.4666666666666668,83.5,28.6,83.5,23.6,74.5,24.0,75.3,23.1,73.7,23.6,74.5,22.9,73.2,3.94,0.02,3.94,0.02,3.94,0.1,19.7,0.0,0.0,0.0,0.0,0.0,41.0
269,0.4,9.0,26.47,0.86,1.2,28.6,22.6,0.02,-1.0,3.0,1.2,1.2,1.2,1.2,83.5,28.6,83.5,23.6,74.5,24.0,75.3,23.1,73.7,23.6,74.5,22.9,73.2,3.94,0.02,3.94,0.02,3.94,0.1,19.7,0.0,0.0,0.0,1.0,1.0,41.0
270,0.1,5.0,24.84,0.68,1.2,27.6,22.6,0.01,-1.0,3.0,1.2,1.2,1.2,1.2,81.8,27.6,81.8,22.6,72.7,23.3,73.9,22.2,71.9,22.7,72.9,22.1,71.9,1.97,0.01,1.97,0.01,1.97,0.1,19.7,0.0,1.0,1.0,1.0,0.0,41.0
271,0.0,5.0,25.11,0.93,1.0,27.7,23.4,0.01,-1.0,3.0,1.0,1.0,1.0,1.0,81.8,27.7,81.8,22.5,72.4,23.0,73.4,22.1,71.8,22.6,72.6,21.9,71.4,1.97,0.01,1.97,0.0,0.0,0.1,19.7,0.0,1.0,0.0,1.0,0.0,41.0
272,0.3,6.0,25.71,0.79,1.2,27.9,23.4,0.01,-2.0,5.0,1.2,1.2,1.2,1.2,82.2,27.9,82.2,22.7,72.8,23.2,73.8,22.3,72.2,22.8,73.0,22.1,71.7,1.97,0.01,1.97,0.0,0.0,0.1,19.7,0.0,1.0,0.0,1.0,1.0,41.0
273,0.4,8.0,26.28,0.86,1.2,28.0,23.0,0.01,-1.0,3.0,1.2,1.2,1.2,1.2,82.4,28.0,82.4,22.9,73.2,23.4,74.1,22.5,72.4,22.9,73.3,22.2,72.0,1.97,0.01,1.97,0.01,1.97,0.1,19.7,0.0,0.0,0.0,1.0,1.0,41.0
274,0.4,8.0,26.42,0.87,1.2,27.8,37.4,0.01,-1.0,5.0,1.2,1.2,1.2,1.2,82.1,27.8,82.1,22.1,71.8,22.5,72.4,21.8,71.3,22.2,71.9,21.2,70.1,1.97,0.01,1.97,0.02,3.94,0.1,19.7,0.0,1.0,0.0,1.0,1.0,50.0
275,0.3,7.0,26.09,0.88,1.2,27.9,37.3,0.02,0.0,5.0,1.2,1.2,1.2,1.2,82.2,27.9,82.2,22.2,71.9,22.5,72.5,21.9,71.3,22.2,72.0,21.2,70.1,3.94,0.02,3.94,0.03,5.91,0.1,19.7,0.0,0.0,0.0,1.0,0.0,50.0
276,0.6,14.0,27.54,0.6,1.7,27.9,37.3,0.02,0.0,5.0,1.2,2.0,1.2,2.0,82.2,27.9,82.2,22.2,71.9,22.5,72.5,21.9,71.3,22.2,72.0,21.2,70.1,3.94,0.02,3.94,0.03,5.91,0.1,19.7,0.0,1.0,0.0,1.0,1.0,50.0
277,0.5,9.0,27.25,1.04,1.2,27.9,37.3,0.02,0.0,5.0,1.2,1.2,1.2,1.2,82.2,27.9,82.2,22.2,71.9,22.5,72.5,21.9,71.3,22.2,72.0,21.2,70.1,3.94,0.02,3.94,0.03,5.91,0.1,19.7,0.0,0.0,0.0,1.0,1.0,50.0
278,0.2,6.0,25.41,0.73,1.2,28.0,31.9,0.01,-2.0,4.0,1.2,1.2,1.2,1.2,82.4,28.0,82.4,22.5,72.4,22.9,73.3,22.0,71.7,22.5,72.4,21.7,71.0,1.97,0.01,1.97,0.09,17.73,0.1,19.7,0.0,1.0,0.0,1.0,0.0,50.0
279,1.0,25.0,29.95,0.83,1.7,28.5,30.5,0.01,0.0,5.0,1.2,1.2,2.0,2.0,83.3,28.5,83.3,22.9,73.2,23.2,73.7,22.5,72.5,22.9,73.1,21.9,71.4,1.97,0.01,1.97,0.06,11.82,0.1,19.7,0.0,1.0,0.0,1.0,1.0,50.0
280,0.6,12.0,27.44,0.84,1.3,28.5,30.7,0.01,0.0,5.0,1.2,1.2,2.0,1.2,83.3,28.5,83.3,22.9,73.2,23.1,73.6,22.5,72.4,22.8,73.0,21.8,71.2,1.97,0.01,1.97,0.04,7.88,0.1,19.7,0.0,0.0,0.0,1.0,0.0,50.0
281,0.1,5.0,24.72,0.6,1.2,28.5,30.7,0.01,-1.0,5.0,1.2,1.2,1.2,1.2,83.3,28.5,83.3,22.9,73.2,23.1,73.6,22.5,72.4,22.8,73.0,21.8,71.2,1.97,0.01,1.97,0.04,7.88,0.1,19.7,0.0,0.0,0.0,1.0,0.0,50.0
