,Country,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Heating strategy_building level,Thermal sensation,Thermal preference,Air movement preference,Air temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Humidity preference,Humidity sensation,Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
281,Portugal,0.3,6,26.91,0.73,1.2,23.6,65.7,0.16,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,1,cooler,no change,74.5,26.6,79.9,24.4,75.9,no change,-1,31.5,16.7,62.1,Database 2
282,Portugal,0.9,23,30.32,1.01,1.3,23.8,64,0.08,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,2,cooler,no change,74.8,27.2,81,24.7,76.5,more humid,1,15.75,16.7,62.1,Database 2
283,Portugal,0.9,23,30.39,0.76,1.6,23.3,66.7,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,73.9,28.9,84,24.8,76.6,no change,-1,19.69,16.7,62.1,Database 2
284,Portugal,0.5,10,27.54,0.74,1.2,23.2,66,0.09,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,73.8,29.1,84.4,24.7,76.5,no change,0,17.72,16.7,62.1,Database 2
285,Portugal,0.4,8,27.37,0.73,1.2,23.3,65.9,0.12,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,73.9,27.8,82,24.5,76.1,no change,0,23.62,16.7,62.1,Database 2
286,Portugal,0.5,11,28.07,0.86,1.2,23.6,63.5,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,74.5,26.9,80.4,24.4,75.9,drier,-1,19.69,16.7,62.1,Database 2
287,Portugal,0.6,13,28.34,0.87,1.2,23.4,64.3,0.09,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,less,74.1,27.9,82.2,24.6,76.3,drier,-1,17.72,16.7,62.1,Database 2
288,Portugal,0.8,19,29.61,1.04,1.2,23.6,63.9,0.09,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,74.5,28,82.4,24.7,76.5,no change,0,17.72,16.7,62.1,Database 2
289,Portugal,0.6,13,28.13,0.76,1.2,23.9,61.6,0.07,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,75,28.5,83.3,25.1,77.2,drier,-2,13.78,16.7,62.1,Database 2
290,Portugal,0.9,21,30.49,0.98,1.4,22.7,65.5,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,72.9,28.5,83.3,24.1,75.4,no change,0,19.69,16.7,62.1,Database 2
291,Portugal,0.4,8,27.13,0.74,1.2,23.2,64.7,0.08,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,73.8,27.9,82.2,24.4,75.9,no change,1,15.75,16.7,62.1,Database 2
292,Portugal,0.7,14,28.48,0.78,1.2,23.9,61.9,0.11,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,1,cooler,no change,75,29.6,85.3,25.4,77.7,drier,-1,21.65,16.7,62.1,Database 2
293,Portugal,0.8,20,30.31,0.96,1.6,22.7,58.4,0.07,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,72.9,25.9,78.6,23.6,74.5,no change,0,13.78,13.8,56.8,Database 2
294,Portugal,0.3,7,26.46,0.73,1.2,23.4,58.4,0.01,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,74.1,27.1,80.8,24.4,75.9,no change,0,1.97,13.8,56.8,Database 2
295,Portugal,0.7,14,28.77,1.03,1.2,23.2,57.9,0.09,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,73.8,27.5,81.5,24.2,75.6,no change,0,17.72,13.8,56.8,Database 2
296,Portugal,-0.1,5,25.03,0.73,1,23.1,59.9,0.09,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,73.6,27.1,80.8,24.1,75.4,no change,0,17.72,13.8,56.8,Database 2
297,Portugal,0.6,13,28.48,1.05,1.2,22.8,56.2,0.05,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,more,73,27.7,81.9,24,75.2,no change,0,9.84,13.8,56.8,Database 2
298,Portugal,-0.6,12,23.6,0.7,1.3,18.2,65.1,0.07,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,64.8,27.8,82,20.8,69.4,drier,-2,13.78,13.8,56.8,Database 2
299,Portugal,-0.1,5,25.55,1.04,1,21.7,60.1,0.07,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,71.1,24.9,76.8,22.6,72.7,no change,2,13.78,13.8,56.8,Database 2
300,Portugal,0.9,23,30.78,0.97,1.6,22.8,60.2,0.09,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,-1,warmer,no change,73,27,80.6,23.9,75,no change,0,17.72,13.8,56.8,Database 2
301,Portugal,0.1,5,25.72,0.63,1.2,23,55.4,0.08,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,less,73.4,27.5,81.5,24.2,75.6,drier,-1,15.75,13.8,56.8,Database 2
302,Portugal,0.9,22,29.23,1.03,1.2,24.6,33.8,0.08,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,1,cooler,no change,76.3,30,86,26,78.8,no change,0,15.75,11.4,52.5,Database 2
303,Portugal,0.9,21,28.71,0.71,1.4,24.6,35.2,0.08,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,more,76.3,31,87.8,26.3,79.3,no change,0,15.75,11.4,52.5,Database 2
304,Portugal,0.5,10,27.47,0.7,1.5,22.7,43.1,0.05,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,72.9,28.6,83.5,24.1,75.4,no change,0,9.84,11.4,52.5,Database 2
305,Portugal,0.1,5,25.86,0.73,1.2,22.5,40.8,0.05,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,72.5,29.1,84.4,24.2,75.6,no change,0,9.84,11.4,52.5,Database 2
306,Portugal,0.3,7,27.66,1.04,1.2,21.3,43.5,0.12,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,-1,no change,no change,70.3,29.3,84.7,23.3,73.9,no change,0,23.62,11.4,52.5,Database 2
307,Portugal,-0.1,5,25.06,0.73,1.2,23.9,37.6,0.18,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,75,24,75.2,23.9,75,no change,0,35.43,11.4,52.5,Database 2
308,Portugal,0.6,12,28.05,1.03,1.2,23.6,43.4,0.08,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,74.5,25.6,78.1,24.1,75.4,no change,0,15.75,11.4,52.5,Database 2
309,Portugal,0.7,15,28.59,1,1.2,23.8,44.5,0.08,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,74.8,28.1,82.6,24.9,76.8,no change,0,15.75,11.4,52.5,Database 2
310,Portugal,0.7,16,29.92,0.82,2,20.4,55.2,0.08,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0,no change,no change,68.7,23.7,74.7,21.2,70.2,no change,0,15.75,13,55.4,Database 2
311,Portugal,0,5,26.55,1.16,1.2,20.5,54.6,0.15,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0,no change,no change,68.9,22.8,73,21.1,70,drier,-1,29.53,13,55.4,Database 2
312,Portugal,0.4,9,27.58,0.65,1.9,20.6,54.1,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0,no change,no change,69.1,23.4,74.1,21.3,70.3,no change,0,19.69,13,55.4,Database 2
313,Portugal,-0.1,5,25.42,0.97,1.3,20,49.4,0.09,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,-2,warmer,no change,68,22.9,73.2,20.8,69.4,drier,-1,17.72,13,55.4,Database 2
314,Portugal,0.3,7,27.8,1.11,1.3,20.7,55.3,0.11,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,-2,warmer,no change,69.3,22.2,72,22,71.6,no change,2,21.65,13,55.4,Database 2
315,Portugal,1.5,53,34.49,1.09,2.5,21.7,50.5,0.09,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,1,no change,no change,71.1,22.2,72,22.2,72,drier,-1,17.72,13,55.4,Database 2
316,Portugal,0.4,8,27.32,0.73,1.6,21.8,50.8,0.08,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,1,cooler,less,71.2,24,75.2,22.3,72.1,drier,-1,15.75,13,55.4,Database 2
317,Portugal,0.4,8,27.76,1.01,1.3,21.6,53.1,0.07,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0,no change,no change,70.9,25.2,77.4,22.4,72.3,more humid,2,13.78,13,55.4,Database 2
318,Portugal,0.1,5,25.96,0.75,1.3,21.6,51.1,0.07,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0,no change,no change,70.9,26.3,79.3,22.7,72.9,no change,0,13.78,13,55.4,Database 2
319,Portugal,0.5,9,28.37,0.8,1.6,21.1,49.4,0.14,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,-1,warmer,no change,70,27.9,82.2,22.7,72.9,no change,2,27.56,13,55.4,Database 2
320,Portugal,1.1,30,31.53,0.75,2.2,21.9,49.1,0.1,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,1,cooler,less,71.4,26.5,79.7,22.9,73.2,drier,-1,19.69,13,55.4,Database 2
321,Portugal,0.8,17,29.81,0.68,2.5,18.4,53.6,0.02,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,-1,warmer,no change,65.1,21.4,70.5,19.2,66.6,no change,0,3.94,14.2,57.5,Database 2
322,Portugal,0,5,26.27,1.17,1.3,18.6,53.8,0.04,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0,no change,no change,65.5,22.2,72,19.5,67.1,no change,0,7.87,14.2,57.5,Database 2
323,Portugal,1,27,31.74,0.82,2.5,19.1,52.8,0.05,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,-2,warmer,more,66.4,22.5,72.5,19.9,67.8,no change,0,9.84,14.2,57.5,Database 2
324,Portugal,-0.2,6,24.81,1.07,1.2,19.2,53.1,0.05,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,-2,warmer,no change,66.6,22.2,72,20,68,no change,0,9.84,14.2,57.5,Database 2
325,Portugal,1.1,32,32.86,0.96,2.5,19.8,54,0.09,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0,no change,no change,67.6,20.1,68.2,19.9,67.8,no change,0,17.72,14.2,57.5,Database 2
326,Portugal,1,27,30.57,0.61,2.5,21.1,49.9,0.06,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0,no change,no change,70,21.3,70.3,21.1,70,no change,2,11.81,14.2,57.5,Database 2
327,Portugal,-0.3,7,24.33,0.82,1.2,21.3,46.6,0.05,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0,no change,no change,70.3,22.4,72.3,21.6,70.9,no change,0,9.84,14.2,57.5,Database 2
328,Portugal,0.7,16,29.65,0.93,1.7,22.1,45.7,0.03,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0,no change,less,71.8,22.9,73.2,22.3,72.1,no change,0,5.91,14.2,57.5,Database 2
329,Portugal,0.3,7,27.13,1.1,1.2,21.5,46.5,0.08,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0,no change,less,70.7,24.9,76.8,22.4,72.3,no change,0,15.75,14.2,57.5,Database 2
330,Portugal,0.7,14,29.66,1.07,1.6,21.2,48.9,0.04,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0,no change,less,70.2,24.6,76.3,22.1,71.8,no change,0,7.87,14.2,57.5,Database 2
331,Portugal,-0.4,8,24,0.83,1.2,20.5,52.7,0.04,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0,no change,no change,68.9,23.1,73.6,21.1,70,no change,0,7.87,14.2,57.5,Database 2
332,Portugal,0.1,5,26.03,1.03,1.2,21.2,51.6,0.06,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0,no change,no change,70.2,23.1,73.6,21.6,70.9,no change,0,11.81,14.2,57.5,Database 2
333,Portugal,0,5,25.75,0.77,1.3,21.3,51.9,0.06,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,-1,warmer,no change,70.3,25.8,78.4,22.3,72.1,no change,0,11.81,14.2,57.5,Database 2
334,Portugal,1,28,30.98,0.67,2.4,21.3,53.3,0.01,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0,no change,less,70.3,22.8,73,21.6,70.9,no change,0,1.97,14.2,57.5,Database 2
335,Portugal,0.7,15,29.66,1.05,1.6,21.8,52.2,0.07,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,1,cooler,less,71.2,22.2,72,21.9,71.4,no change,0,13.78,14.2,57.5,Database 2
336,Portugal,0.6,12,28.3,0.62,1.9,21.6,57.2,0.07,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,0,no change,no change,70.9,24.7,76.5,22.3,72.1,no change,0,13.78,14.2,57.5,Database 2
337,Portugal,0.1,5,25.69,0.87,1.2,22.5,50,0.05,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csa,Hot-summer Mediterranean,Lisbon,Others,Naturally Ventilated,Mechanical Heating,1,cooler,less,72.5,22.6,72.7,22.5,72.5,no change,0,9.84,14.2,57.5,Database 2
338,Portugal,0.5,11,28.53,0.98,1.2,23.5,66.4,0.13,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,less,74.3,24.7,76.5,23.8,74.9,no change,0,25.59,17.5,63.5,Database 2
339,Portugal,0.5,10,27.95,0.83,1.2,23.5,69.7,0.11,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,2,cooler,less,74.2,26.3,79.3,24.2,75.6,no change,0,21.65,17.5,63.5,Database 2
340,Portugal,1,25,29.99,0.68,2,23.3,63.9,0.24,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,0,no change,no change,74,26.2,79.2,24,75.3,no change,0,47.24,17.5,63.5,Database 2
341,Portugal,0.8,20,30.21,0.83,1.6,23.5,63.5,0.11,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,1,cooler,less,74.4,26.1,79,24.1,75.5,no change,0,21.65,17.5,63.5,Database 2
342,Portugal,0.4,9,27.9,0.8,1.2,23.5,68.8,0.13,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,2,cooler,less,74.2,27.1,80.8,24.4,75.8,no change,2,25.59,17.5,63.5,Database 2
343,Portugal,1.8,68,35.49,0.79,2.7,23.1,72.3,0.13,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998,Autumn,Csb,Warm-summer Mediterranean,Porto,Others,Mixed Mode,Mechanical Heating,2,cooler,less,73.6,27,80.6,24.1,75.4,no change,0,25.59,17.5,63.5,Database 2
