PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation
0.8,20,27.38,0.62,1,28.9,38,0.19,1
0.9,23,27.74,0.68,1,28.9,38,0.19,2
0.8,20,27.38,0.62,1,28.9,38,0.19,2
0.1,5,25.56,0.68,1,25.9,37,0.08,0
0.1,5,25.56,0.68,1,25.9,37,0.08,-2
0.2,6,25.81,0.72,1,25.9,37,0.08,0
0,5,25.18,0.62,1,25.9,37,0.08,-1
0.1,5,25.56,0.68,1,25.9,37,0.08,0
0,5,25.18,0.62,1,25.9,37,0.08,-1
-0.1,5,24.91,0.63,1,25.3,38,0.03,-2
0,5,25.24,0.68,1,25.3,38,0.03,0
0,5,25.24,0.68,1,25.3,38,0.03,1
0,5,25.24,0.68,1,25.3,38,0.03,-2
0,5,25.24,0.68,1,25.3,38,0.03,1
-0.1,5,24.91,0.63,1,25.3,38,0.03,-2
0,5,25.15,0.68,1,25.5,38,0.05,-1
0.1,5,25.4,0.72,1,25.5,38,0.05,-2
0.1,5,25.4,0.72,1,25.5,38,0.05,0
0,5,25.15,0.68,1,25.5,38,0.05,0
0,5,25.15,0.68,1,25.5,38,0.05,-1
0,5,25.15,0.68,1,25.5,38,0.05,1
0,5,25.19,0.68,1,25.8,38,0.04,-1
0,5,25.19,0.68,1,25.8,38,0.04,-2
-0.1,5,24.87,0.63,1,25.8,38,0.04,0
-0.1,5,24.87,0.63,1,25.8,38,0.04,-2
0,5,25.19,0.68,1,25.8,38,0.04,-1
0,5,25.19,0.68,1,25.8,38,0.04,-1
0,5,25.19,0.68,1,25.8,38,0.04,2
0.3,6,25.94,0.72,1,26.4,32,0.04,1
0.2,6,25.7,0.68,1,26.4,32,0.04,0
0.2,6,25.7,0.68,1,26.4,32,0.04,1
0.2,6,25.7,0.68,1,26.4,32,0.04,0
0.2,6,25.7,0.68,1,26.4,32,0.04,1
0.1,5,25.33,0.62,1,26.4,32,0.04,0
0.2,6,25.7,0.68,1,26.4,32,0.04,0
0.2,6,25.7,0.68,1,26.4,32,0.04,0
0,5,25.18,0.62,1,26.2,31,0.05,0
0,5,25.18,0.62,1,26.2,31,0.05,-1
0,5,25.18,0.62,1,26.2,31,0.05,0
0,5,25.18,0.62,1,26.2,31,0.05,0
0.7,15,27.32,0.68,1,26.9,52,0.01,-1
0.6,12,26.91,0.62,1,26.9,52,0.01,2
1.5,52,32.43,0.57,2,26.9,52,0.01,-1
0.8,20,27.51,0.68,1,28.1,33,0.05,-1
0.8,20,27.51,0.68,1,28.1,33,0.05,0
0.8,20,27.51,0.68,1,28.1,33,0.05,2
0.6,12,26.91,0.68,1,26.8,50,0.01,0
0.6,12,26.91,0.68,1,26.8,50,0.01,2
0.5,10,26.58,0.63,1,26.8,50,0.01,1
0.6,12,26.91,0.68,1,26.8,50,0.01,2
0.5,10,26.58,0.63,1,26.8,50,0.01,-1
0.6,12,26.91,0.68,1,26.8,50,0.01,0
0.6,12,26.91,0.68,1,26.8,50,0.01,1
0.7,14,27.13,0.68,1,27.3,48,0.07,0
0.7,14,27.13,0.68,1,27.3,48,0.07,0
0.7,14,27.13,0.68,1,27.3,48,0.07,0
0.7,14,27.13,0.68,1,27.3,48,0.07,-1
0.9,22,28.4,0.88,1,27.3,48,0.07,1
0.7,14,27.13,0.68,1,27.3,48,0.07,-1
0.7,14,27.07,0.63,1,27.3,49,0.01,0
0.6,14,27.43,0.68,1,27.8,47,0.15,1
0.6,14,27.43,0.68,1,27.8,47,0.15,1
0.6,14,27.43,0.68,1,27.8,47,0.15,-1
0.6,14,27.43,0.68,1,27.8,47,0.15,-1
0.6,14,27.43,0.68,1,27.8,47,0.15,1
0.6,14,27.43,0.68,1,27.8,47,0.15,1
0.6,14,27.43,0.68,1,27.8,47,0.15,0
0.6,14,27.43,0.68,1,27.8,47,0.15,1
0.8,18,27.41,0.62,1,28.7,46,0.18,1
0.9,21,27.8,0.68,1,28.7,46,0.18,1
0.9,21,27.8,0.68,1,28.7,46,0.18,1
0.8,17,27.48,0.68,1,28.2,47,0.19,2
0.8,17,27.48,0.68,1,28.2,47,0.19,1
0.8,17,27.48,0.68,1,28.2,47,0.19,1
0.6,13,27.07,0.68,1,27.8,44,0.19,0
0.6,13,27.07,0.68,1,27.8,44,0.19,1
0.6,13,27.07,0.68,1,27.8,44,0.19,-2
0.6,13,27.07,0.68,1,27.8,44,0.19,2
0.6,13,27.07,0.68,1,27.8,44,0.19,-1
0.6,13,27.34,0.68,1,27.5,42,0.13,-1
0.6,13,27.34,0.68,1,27.5,42,0.13,2
0.6,13,27.34,0.68,1,27.5,42,0.13,1
0.6,13,27.34,0.68,1,27.5,42,0.13,-1
0.6,11,26.87,0.68,1,26.6,47,0.02,1
0.6,11,26.87,0.68,1,26.6,47,0.02,2
0.6,11,26.87,0.68,1,26.6,47,0.02,-1
0.6,11,26.87,0.68,1,26.6,47,0.02,1
0.6,11,26.87,0.68,1,26.6,47,0.02,1
-0.3,7,24.85,0.68,1,24.3,52,0.15,-1
0,5,25.29,0.68,1,24.6,53,0.02,1
1.4,45,29.98,0.95,1,28.7,41,0.02,1
1.1,32,28.47,0.68,1,28.7,41,0.02,-1
1.1,32,28.47,0.68,1,28.7,41,0.02,0
1.1,32,28.47,0.68,1,28.7,41,0.02,0
1.1,32,28.47,0.68,1,28.7,41,0.02,1
1.2,34,28.56,0.68,1,28.9,40,0.01,1
1.2,34,28.56,0.68,1,28.9,40,0.01,2
1.2,34,28.56,0.68,1,28.9,40,0.01,-2
1.2,34,28.56,0.68,1,28.9,40,0.01,0
1.2,34,28.56,0.68,1,28.9,40,0.01,2
1.1,31,28.4,0.68,1,28.8,40,0.01,2
1.1,31,28.4,0.68,1,28.8,40,0.01,2
1.1,31,28.4,0.68,1,28.8,40,0.01,2
1.1,31,28.4,0.68,1,28.8,40,0.01,0
1.1,31,28.4,0.68,1,28.8,40,0.01,0
1.1,31,28.42,0.68,1,28.8,41,0.02,2
1.1,31,28.42,0.68,1,28.8,41,0.02,-1
1.1,31,28.42,0.68,1,28.8,41,0.02,-1
1.1,31,28.42,0.68,1,28.8,41,0.02,2
1.2,37,28.73,0.68,1,29.2,40,0.03,-1
1.5,49,30.21,0.95,1,29.2,40,0.03,-1
1.2,37,28.73,0.68,1,29.2,40,0.03,1
1.3,39,28.8,0.68,1,29.2,38,0.01,1
1.3,39,28.8,0.68,1,29.2,38,0.01,2
1.3,39,28.8,0.68,1,29.2,38,0.01,0
1.5,51,30.26,0.95,1,29.2,38,0.01,0
1.3,39,28.8,0.68,1,29.2,38,0.01,1
1.2,34,28.54,0.68,1,29.1,39,0.02,2
1.2,34,28.54,0.68,1,29.1,39,0.02,2
0.4,8,26.07,0.68,1,27.2,37,0.03,-1
0.2,6,25.63,0.68,1,26.6,35,0.04,0
0.2,6,25.63,0.68,1,26.6,35,0.04,-1
0.2,6,25.63,0.68,1,26.6,35,0.04,-1
0.3,6,25.88,0.72,1,26.6,35,0.04,-1
0.2,6,25.63,0.68,1,26.6,35,0.04,-2
0,5,25.25,0.68,1,25.1,51,0.05,0
0,5,25.25,0.68,1,25.1,51,0.05,0
0,5,25.25,0.68,1,25.1,51,0.05,2
0,5,25.25,0.68,1,25.1,51,0.05,0
0,5,25.25,0.68,1,25.1,51,0.05,-1
0.2,6,25.73,0.68,1,25.7,50,0.07,0
0.2,6,25.73,0.68,1,25.7,50,0.07,-2
0.6,12,27.51,0.95,1,25.7,50,0.07,-2
0.2,6,25.73,0.68,1,25.7,50,0.07,2
0.5,10,26.67,0.68,1,26.5,52,0.01,0
0.4,9,26.37,0.62,1,26.7,49,0.01,0
0.6,12,26.8,0.63,1,27.2,43,0.01,0
0.7,14,27.11,0.68,1,27.2,43,0.01,2
0.7,14,27.11,0.68,1,27.2,43,0.01,1
0.6,12,26.8,0.63,1,27.2,43,0.01,1
0.6,12,26.8,0.63,1,27.2,43,0.01,-2
0.6,12,26.8,0.63,1,27.2,43,0.01,2
0.6,12,26.8,0.63,1,27.2,43,0.01,-1
0.7,14,27.12,0.68,1,27.3,42,0.04,2
0.7,14,27.12,0.68,1,27.3,42,0.04,0
0.7,16,27.27,0.68,1,27.4,42,0.01,-1
0.7,16,27.27,0.68,1,27.4,42,0.01,0
0.3,7,26.12,0.72,1,26.2,42,0.04,0
0.1,5,25.47,0.62,1,26.2,42,0.04,0
0.2,6,25.86,0.68,1,26.2,42,0.04,0
0.2,6,25.86,0.68,1,26.2,42,0.04,1
0,5,25.2,0.68,1,25.5,41,0.02,-1
0,5,25.2,0.68,1,25.5,41,0.02,0
-0.1,5,24.8,0.62,1,25.5,41,0.02,0
0,5,25.2,0.68,1,25.5,41,0.02,1
0,5,25.2,0.68,1,25.5,41,0.02,0
-0.1,5,24.8,0.62,1,25.5,41,0.02,-1
0,5,25.2,0.68,1,25.5,41,0.02,2
-0.1,5,24.87,0.63,1,25.5,41,0.02,0
-0.3,7,24.19,0.63,1,25.2,40,0.05,0
-0.3,7,24.19,0.63,1,25.2,40,0.05,0
-0.2,6,24.53,0.68,1,25.2,40,0.05,-1
-0.2,6,24.53,0.68,1,25.2,40,0.05,-1
-0.2,6,24.53,0.68,1,25.2,40,0.05,-1
-0.2,6,24.53,0.68,1,25.2,40,0.05,-1
-0.6,12,23.27,0.68,1,23.9,43,0.03,-1
-0.6,12,23.27,0.68,1,23.9,43,0.03,-1
-0.6,12,23.27,0.68,1,23.9,43,0.03,-2
-0.6,12,23.27,0.68,1,23.9,43,0.03,-2
-0.6,12,23.27,0.68,1,23.9,43,0.03,-2
-0.9,23,22.34,0.68,1,22.7,44,0,-2
-0.9,23,22.34,0.68,1,22.7,44,0,-1
-0.9,23,22.34,0.68,1,22.7,44,0,-1
-1,28,21.98,0.63,1,22.7,44,0,-2
-0.8,19,22.63,0.72,1,22.7,44,0,-1
-0.9,23,22.34,0.68,1,22.7,44,0,-2
0.1,5,25.85,0.88,1,24.4,45,0,-1
-0.2,6,24.52,0.68,1,24.4,45,0,0
-0.2,6,24.52,0.68,1,24.4,45,0,0
-0.1,5,24.8,0.72,1,24.4,45,0,0
-0.1,5,24.8,0.72,1,24.4,45,0,0
-0.3,8,24.11,0.62,1,24.4,45,0,0
0,5,25.06,0.68,1,25.2,43,0.01,0
0,5,25.06,0.68,1,25.2,43,0.01,1
0,5,25.06,0.68,1,25.2,43,0.01,1
0,5,25.06,0.68,1,25.2,43,0.01,0
-0.1,5,24.65,0.62,1,25.2,43,0.01,1
-0.1,5,24.72,0.63,1,25.2,43,0.01,0
0,5,25.06,0.68,1,25.2,43,0.01,0
0,5,25.03,0.68,1,25.2,43,0.02,-1
0,5,25.03,0.68,1,25.2,43,0.02,0
0,5,25.03,0.68,1,25.2,43,0.02,-1
0,5,25.03,0.68,1,25.2,43,0.02,-1
0,5,25.03,0.68,1,25.2,43,0.02,0
0,5,25.03,0.68,1,25.2,43,0.02,0
0,5,25.03,0.68,1,25.2,43,0.02,0
0,5,25.03,0.68,1,25.2,43,0.02,0
0,5,25.07,0.68,1,26.7,40,0.08,0
-0.1,5,24.66,0.62,1,26.7,40,0.08,0
0,5,25.07,0.68,1,26.7,40,0.08,-1
0.1,5,25.34,0.72,1,26.7,40,0.08,0
0,5,25.07,0.68,1,26.7,40,0.08,0
0.1,5,25.27,0.72,1,26.5,42,0.01,-1
0.1,5,25.27,0.72,1,26.5,42,0.01,-2
0,5,24.99,0.68,1,26.5,42,0.01,2
0,5,24.99,0.68,1,26.5,42,0.01,0
0,5,24.99,0.68,1,26.5,42,0.01,1
0.1,5,25.2,0.62,1,26.4,42,0.01,-2
0.2,6,25.6,0.68,1,26.4,42,0.01,-1
0.3,6,25.86,0.72,1,26.4,42,0.01,0
0.1,5,25.26,0.63,1,26.4,42,0.01,-2
0.2,6,25.67,0.68,1,25.9,45,0.01,2
0.2,6,25.67,0.68,1,25.9,45,0.01,1
0.2,6,25.67,0.68,1,25.9,45,0.01,0
0.2,6,25.67,0.68,1,25.9,45,0.01,-1
0.2,6,25.67,0.68,1,25.9,45,0.01,2
0.2,6,25.67,0.68,1,25.9,45,0.01,0
0.2,6,25.67,0.68,1,25.9,45,0.01,-1
0.3,6,25.94,0.72,1,25.9,45,0.01,0
0.2,6,25.67,0.68,1,25.9,45,0.01,2
0.3,6,25.94,0.72,1,25.9,45,0.01,2
0.2,6,25.67,0.68,1,25.9,45,0.01,2
0.3,7,25.86,0.68,1,27.6,45,0.01,-2
0.3,7,25.86,0.68,1,27.6,45,0.01,0
0.3,7,25.86,0.68,1,27.6,45,0.01,0
0.3,7,25.86,0.68,1,27.6,45,0.01,-1
0.2,6,25.44,0.62,1,27.6,45,0.01,1
0.4,9,26.58,0.68,1,27.5,36,0.16,0
0.3,7,26.21,0.62,1,27.5,36,0.16,0
0.1,5,25.26,0.62,1,27.1,37,0.24,0
0.5,11,26.87,0.88,1,27.1,37,0.24,0
0.6,13,27.28,0.95,1,27.1,37,0.24,0
0.6,13,27.28,0.95,1,27.1,37,0.24,1
0.8,19,27.78,0.63,1,28.5,38,0.14,1
0.9,23,28.31,0.72,1,28.5,38,0.14,2
1.2,34,29.58,0.95,1,28.5,38,0.14,0
1.2,34,29.58,0.95,1,28.5,38,0.14,0
0.8,19,27.72,0.62,1,28.5,38,0.14,2
0.9,21,28.08,0.68,1,28.5,38,0.14,0
-0.4,8,23.89,0.62,1,24.2,55,0.08,0
-0.4,8,23.97,0.63,1,24.2,55,0.08,0
-0.4,8,23.97,0.63,1,24.2,55,0.08,-1
-0.4,8,23.89,0.62,1,24.2,55,0.08,-1
-0.4,8,23.97,0.63,1,24.2,55,0.08,0
-0.4,8,23.97,0.63,1,24.2,55,0.08,-2
-0.4,8,23.97,0.63,1,24.2,55,0.08,-2
-0.7,15,23.35,0.68,1,23.6,56,0.14,-1
-0.7,15,23.35,0.68,1,23.6,56,0.14,2
1.1,29,28.14,0.62,1,29.8,41,0.17,1
1.4,47,30.04,0.95,1,29.8,41,0.17,0
1.2,35,28.74,0.72,1,29.8,41,0.17,2
1.2,35,28.74,0.72,1,29.8,41,0.17,2
1.4,47,30.04,0.95,1,29.8,41,0.17,2
1.2,35,28.74,0.72,1,29.8,41,0.17,-2
1.2,36,28.17,0.68,1,30,41,0.25,0
1.2,36,28.17,0.68,1,30,41,0.25,2
1.2,36,28.17,0.68,1,30,41,0.25,0
1.1,33,27.87,0.63,1,30,41,0.25,-1
1.2,36,28.17,0.68,1,30,41,0.25,1
1.3,39,28.68,0.68,1,30.1,41,0.19,-2
1.3,39,28.68,0.68,1,30.1,41,0.19,0
1.5,49,29.83,0.88,1,30.1,41,0.19,1
1.5,52,30.21,0.95,1,30.1,41,0.19,1
1.9,73,33.87,0.73,2,30.1,41,0.19,0
1.5,52,30.21,0.95,1,30.1,41,0.19,-1
1.1,32,28.85,0.72,1,29.3,41,0.12,-1
1.1,32,28.85,0.72,1,29.3,41,0.12,0
1.1,30,28.62,0.68,1,29.3,41,0.12,0
1.2,38,28.75,0.68,1,29.2,38,0.05,1
1.5,50,30.2,0.95,1,29.2,38,0.05,0
1.8,67,32.7,0.53,2,29.2,38,0.05,0
1.2,35,28.4,0.62,1,29.2,38,0.05,0
1.5,50,30.2,0.95,1,29.2,38,0.05,-2
1.2,35,28.4,0.62,1,29.2,38,0.05,2
1.2,38,28.75,0.68,1,29.2,38,0.05,2
0.6,14,27.05,0.68,1,27.2,40,0.02,2
0.6,11,26.68,0.62,1,27.2,40,0.02,1
0.6,14,27.05,0.68,1,27.2,40,0.02,1
0.6,14,27.05,0.68,1,27.2,40,0.02,-1
0.6,14,27.05,0.68,1,27.2,40,0.02,-1
0.6,14,27.05,0.68,1,27.2,40,0.02,1
0.5,11,26.62,0.63,1,27.2,40,0.01,0
0.5,11,26.62,0.63,1,27.2,40,0.01,2
0.5,11,26.62,0.63,1,27.2,40,0.01,0
0.5,11,26.56,0.62,1,27.2,40,0.01,-1
0.6,13,26.93,0.68,1,27.2,40,0.01,0
0,5,25.22,0.62,1,25.6,41,0.01,-2
0.1,5,25.61,0.68,1,25.6,41,0.01,0
0,5,25.22,0.62,1,25.6,41,0.01,0
0.2,6,25.87,0.72,1,25.6,41,0.01,0
0.1,5,25.61,0.68,1,25.6,41,0.01,-2
0,5,25.22,0.62,1,25.6,41,0.01,0
0.1,5,25.61,0.68,1,25.6,41,0.01,1
-0.3,8,24.11,0.68,1,24.3,42,0.02,0
-0.3,8,24.11,0.68,1,24.3,42,0.02,-1
-0.3,8,24.11,0.68,1,24.3,42,0.02,0
-0.3,8,24.11,0.68,1,24.3,42,0.02,-1
-0.5,10,23.7,0.62,1,24.3,42,0.02,0
-0.5,10,23.7,0.62,1,24.3,42,0.02,-1
-0.3,8,24.11,0.68,1,24.3,42,0.02,-1
-0.3,8,24.11,0.68,1,24.3,42,0.02,0
-0.3,8,24.11,0.68,1,24.3,42,0.02,-2
-0.3,8,24.11,0.68,1,24.3,42,0.02,0
-0.5,10,23.7,0.62,1,24.3,42,0.02,-2
-0.5,10,23.7,0.62,1,24.3,42,0.02,-2
0,5,24.64,0.63,1,28.3,42,0.02,0
0,5,24.57,0.62,1,28.3,42,0.02,0
0.5,10,26.84,0.95,1,28.3,42,0.02,2
0,5,24.57,0.62,1,28.3,42,0.02,-1
0,5,24.57,0.62,1,28.3,42,0.02,-2
0.6,12,26.71,0.68,1,27.9,30,0.01,1
0.6,12,26.71,0.68,1,27.9,30,0.01,2
0.6,12,26.71,0.68,1,27.9,30,0.01,-2
0.6,12,26.71,0.68,1,27.9,30,0.01,-1
1.6,55,29.54,0.68,1,31,28,0.15,0
1.5,53,29.23,0.62,1,31,28,0.15,2
1.6,55,29.54,0.68,1,31,28,0.15,2
1.6,55,29.54,0.68,1,31,28,0.15,2
1.5,53,29.23,0.62,1,31,28,0.15,2
1.6,57,29.74,0.72,1,31,28,0.15,2
1.6,57,29.74,0.72,1,31,28,0.15,0
1.3,41,28.45,0.68,1,30.4,27,0.2,2
1.3,38,28.18,0.63,1,30.4,27,0.2,1
1.3,41,28.45,0.68,1,30.4,27,0.2,1
1.1,32,28.31,0.62,1,30.2,29,0.14,0
1.1,32,28.31,0.62,1,30.2,29,0.14,-1
1.3,41,29.27,0.62,1.2,30.2,29,0.14,1
1.1,32,28.31,0.62,1,30.2,29,0.14,1
2.2,84,30.2,0.62,1,30.7,28,0.25,2
2.2,85,30.49,0.68,1,30.7,28,0.25,1
2.2,84,30.2,0.62,1,30.7,28,0.25,2
2.2,84,30.2,0.62,1,30.7,28,0.25,2
2.2,85,30.49,0.68,1,30.7,28,0.25,2
1.5,50,28.32,0.62,1,31.3,23,0.23,0
1.5,50,28.32,0.62,1,31.3,23,0.23,1
1.7,62,28.43,0.62,1,32.6,35,0.33,-1
1.8,66,29.02,0.72,1,32.6,35,0.33,2
1.8,66,29.02,0.72,1,32.6,35,0.33,2
1.8,67,29.27,0.63,1.2,32.6,35,0.33,0
1.7,64,29.79,0.62,1,30.8,20,0.13,2
1.7,64,29.79,0.62,1,30.8,20,0.13,2
1.8,67,30.56,0.62,1.2,30.8,20,0.13,1
1.7,64,29.79,0.62,1,30.8,20,0.13,2
2,77,28.74,0.62,1,32.7,19,0.35,2
2,77,28.74,0.62,1,32.7,19,0.35,1
2,78,29.05,0.68,1,32.7,19,0.35,0
2,77,28.74,0.62,1,32.7,19,0.35,2
2,78,29.05,0.68,1,32.7,19,0.35,2
1.1,31,28.22,0.68,1,29.1,29,0,2
1.1,31,28.22,0.68,1,29.1,29,0,2
1.1,29,27.95,0.63,1,29.1,29,0,1
1.1,29,27.89,0.62,1,29.1,29,0,2
1.1,31,28.22,0.68,1,29.1,29,0,2
1.1,31,28.22,0.68,1,29.1,29,0,2
1.3,41,28.74,0.68,1,29.6,29,0.04,2
1.3,38,28.42,0.62,1,29.6,29,0.04,2
1.3,41,28.74,0.68,1,29.6,29,0.04,2
1.3,38,28.42,0.62,1,29.6,29,0.04,2
1.3,38,28.42,0.62,1,29.6,29,0.04,2
-0.5,11,23.26,0.68,1,25.3,34,0.03,-2
-0.7,14,22.9,0.63,1,25.3,34,0.03,-2
-0.5,11,23.26,0.68,1,25.3,34,0.03,1
-0.5,11,23.26,0.68,1,25.3,34,0.03,-1
-0.3,7,24.19,0.68,1,25.4,33,0.04,0
-0.3,7,24.19,0.68,1,25.4,33,0.04,-1
-0.4,9,23.8,0.62,1,25.4,33,0.04,-1
-0.4,9,23.8,0.62,1,25.4,33,0.04,-1
-0.4,9,23.8,0.62,1,25.4,33,0.04,-2
-0.3,7,24.19,0.68,1,25.4,33,0.04,-1
1.9,72,30.14,0.68,1,32.1,23,0.15,2
1.9,72,30.14,0.68,1,32.1,23,0.15,2
1.9,71,29.9,0.63,1,32.1,23,0.15,2
1.9,71,29.9,0.63,1,32.1,23,0.15,2
1.6,56,28.83,0.63,1,31.5,24,0.2,0
1.6,56,28.78,0.62,1,31.5,24,0.2,0
1.6,56,28.83,0.63,1,31.5,24,0.2,-1
1.6,56,28.78,0.62,1,31.5,24,0.2,2
1.6,58,29.09,0.68,1,31.5,24,0.2,2
2.2,84,30.58,0.62,1,32.9,20,0.12,2
2.2,84,30.58,0.62,1,32.9,20,0.12,2
2.2,84,30.84,0.68,1,32.9,20,0.12,2
2.2,85,31.01,0.72,1,32.9,20,0.12,1
2.2,85,31.01,0.72,1,32.9,20,0.12,2
2.2,85,31.01,0.72,1,32.9,20,0.12,2
2.2,84,30.84,0.68,1,32.9,20,0.12,2
2.2,84,30.84,0.68,1,32.9,20,0.12,2
2.2,84,30.84,0.68,1,32.9,20,0.12,2
2.2,84,30.84,0.68,1,32.9,20,0.12,-1
2.2,84,30.58,0.62,1,32.9,20,0.12,2
1.3,41,28.59,0.68,1,31.2,20,0.15,2
1.3,41,28.59,0.68,1,31.2,20,0.15,1
1.3,41,28.59,0.68,1,31.2,20,0.15,2
1.3,39,28.34,0.63,1,31.2,20,0.15,2
1.3,39,28.34,0.63,1,31.2,20,0.15,2
1.3,41,28.59,0.68,1,31.2,20,0.15,2
1.3,41,28.59,0.68,1,31.2,20,0.15,2
1.3,42,28.85,0.68,1,29.9,20,0.15,0
1.3,38,28.29,0.62,1,31.2,20,0.15,2
0,5,25.23,0.68,1,25.7,40,0.04,-1
0.1,5,25.49,0.72,1,25.7,40,0.04,2
-0.1,5,24.9,0.63,1,25.7,40,0.04,-1
0,5,25.23,0.68,1,25.7,40,0.04,0
-0.1,5,24.9,0.63,1,25.7,40,0.04,2
0,5,25.23,0.68,1,25.7,40,0.04,1
-0.1,5,24.9,0.63,1,25.7,40,0.04,-1
-0.1,5,24.83,0.62,1,25.7,40,0.04,-1
0.6,13,26.61,0.68,1,28.6,37,0.23,1
0.5,10,26.23,0.62,1,28.6,37,0.23,0
0.6,13,26.61,0.68,1,28.6,37,0.23,1
1.5,52,29.48,0.68,1,30.2,36,0.05,2
1.5,52,29.48,0.68,1,30.2,36,0.05,-1
1.5,52,29.48,0.68,1,30.2,36,0.05,2
1.5,52,29.48,0.68,1,30.2,36,0.05,1
1.5,52,29.48,0.68,1,30.2,36,0.05,1
1.5,52,29.48,0.68,1,30.2,36,0.05,0
1.5,52,29.48,0.68,1,30.2,36,0.05,1
1.5,52,29.64,0.68,1,30.6,34,0.12,1
1.5,52,29.64,0.68,1,30.6,34,0.12,2
1.5,52,29.64,0.68,1,30.6,34,0.12,2
1.5,52,29.64,0.68,1,30.6,34,0.12,2
1.5,52,29.64,0.68,1,30.6,34,0.12,-1
1.5,52,29.64,0.68,1,30.6,34,0.12,2
0,5,25.26,0.72,1,25.3,42,0.08,2
0,5,25.26,0.72,1,25.3,42,0.08,-2
0,5,24.99,0.68,1,25.3,42,0.08,1
0,5,25.26,0.72,1,25.3,42,0.08,-1
0,5,24.99,0.68,1,25.3,42,0.08,0
-0.1,5,24.65,0.63,1,25.3,42,0.08,-1
0,5,24.99,0.68,1,25.3,42,0.08,2
2.6,96,31.01,0.68,1,34.3,19,0.21,2
2.6,96,31.01,0.68,1,34.3,19,0.21,2
2.6,96,30.78,0.63,1,34.3,19,0.21,2
2.2,85,31.57,0.72,1,32.1,37,0.15,2
2.2,84,31.37,0.68,1,32.1,37,0.15,-1
2.2,85,31.57,0.72,1,32.1,37,0.15,2
0.5,9,26.56,0.68,1,26.7,32,0.24,-1
0.5,9,26.56,0.68,1,26.7,32,0.24,-2
0.4,8,26.27,0.63,1,26.7,32,0.24,-2
0.5,11,26.79,0.72,1,26.7,32,0.24,-1
0.4,8,26.21,0.62,1,26.7,32,0.24,-1
0.5,9,26.56,0.68,1,26.7,32,0.24,0
-0.2,6,24.83,0.68,1,26,35,0.18,-1
-0.2,6,24.83,0.68,1,26,35,0.18,0
-0.2,6,24.83,0.68,1,26,35,0.18,-1
-0.2,6,24.83,0.68,1,26,35,0.18,-1
-0.3,7,24.51,0.63,1,26,35,0.18,0
-0.3,7,24.51,0.63,1,26,35,0.18,0
-0.6,11,23.74,0.68,1,25,39,0.19,0
-0.7,15,23.33,0.62,1,25,39,0.19,1
-0.5,9,24.01,0.72,1,25,39,0.19,1
-0.6,11,23.74,0.68,1,25,39,0.19,-1
-0.6,11,23.74,0.68,1,25,39,0.19,2
-0.7,15,23.4,0.63,1,25,39,0.19,-1
0.3,7,26.37,0.72,1,26.4,35,0.17,-1
0.5,11,27.3,0.88,1,26.4,35,0.17,-2
0.1,5,25.82,0.63,1,26.4,35,0.17,0
0.4,8,26.3,0.68,1,27.1,43,0.08,2
0.4,8,26.3,0.68,1,27.1,43,0.08,0
0.4,8,26.3,0.68,1,27.1,43,0.08,2
0.3,7,25.97,0.63,1,27.1,43,0.08,-2
0.4,8,26.3,0.68,1,27.1,43,0.08,1
0.4,8,26.3,0.68,1,27.1,43,0.08,-1
0.4,8,26.3,0.68,1,27.1,43,0.08,0
0.5,10,27,0.68,1,27,43,0.13,2
0.5,10,27,0.68,1,27,43,0.13,-1
0.4,8,26.68,0.63,1,27,43,0.13,1
0.4,8,26.68,0.63,1,27,43,0.13,0
0.5,11,27.25,0.72,1,27,43,0.13,0
0.5,10,27,0.68,1,27,43,0.13,-2
0.5,10,27,0.68,1,27,43,0.13,-1
-0.2,6,24.84,0.68,1,25.5,44,0.11,-1
-0.2,6,24.84,0.68,1,25.5,44,0.11,-1
-0.2,6,24.84,0.68,1,25.5,44,0.11,2
-0.2,6,24.84,0.68,1,25.5,44,0.11,0
-0.2,6,24.84,0.68,1,25.5,44,0.11,-2
-0.2,6,24.84,0.68,1,25.5,44,0.11,-1
-0.2,6,24.84,0.68,1,25.5,44,0.11,1
-0.2,6,24.84,0.68,1,25.5,44,0.11,0
-0.1,5,24.92,0.68,1,25,46,0.05,2
-0.2,6,24.58,0.63,1,25,46,0.05,-1
-0.1,5,24.92,0.68,1,25,46,0.05,-2
-0.2,6,24.51,0.62,1,25,46,0.05,-1
-0.1,5,24.92,0.68,1,25,46,0.05,2
-0.2,6,24.51,0.62,1,25,46,0.05,-1
-0.4,8,23.92,0.68,1,24.6,48,0.09,2
-0.4,8,23.92,0.68,1,24.6,48,0.09,2
-0.4,8,23.92,0.68,1,24.6,48,0.09,-2
-0.4,8,23.92,0.68,1,24.6,48,0.09,-2
-0.5,10,23.49,0.62,1,24.6,48,0.09,-2
-0.4,8,23.92,0.68,1,24.6,48,0.09,-1
-0.2,6,24.46,0.63,1,24.5,46,0.07,-1
-0.2,6,24.46,0.63,1,24.5,46,0.07,1
-0.2,6,24.46,0.63,1,24.5,46,0.07,0
-0.1,5,24.81,0.68,1,24.5,46,0.07,0
-0.1,5,24.81,0.68,1,24.5,46,0.07,-1
-0.3,6,24.39,0.62,1,24.5,46,0.07,0
0,5,25.23,0.68,1,25.4,45,0.04,2
