PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation
-0.2,6,25.73,1.81,1.1,17.4,57.5,0.19,-1
0.3,7,28.66,1.84,1.3,18.4,65.7,0.08,-1
-0.4,9,24.09,1.52,1.1,18.5,55.8,0.12,-1
-0.1,5,25.89,1.29,1.3,18.6,56.1,0.13,0
0.5,11,29.9,1.16,1.9,18.3,56.9,0.11,-1
0.7,16,32.01,1.49,1.9,18.9,55.8,0.11,-1
0.9,24,33.59,1.89,1.6,19.8,56.6,0.02,0
0,5,25.9,1.3,1.1,20.7,54.3,0.07,0
0.5,10,29.96,1.88,1.3,18.2,59.7,0.04,-2
0.4,9,29.07,1.45,1.4,19.7,55.5,0.06,-1
0.1,5,26.82,1.48,1.3,18.5,50,0.02,0
-0.3,7,24.42,1.47,1.1,19.1,52.1,0.1,0
-0.3,7,24.63,1.53,1.1,17.7,54.4,0.03,-2
0.5,11,30.14,1.47,1.6,18.7,52.2,0.01,-1
-0.2,6,25.01,1.4,1.1,19.6,49.3,0.02,-1
-0.3,7,24.33,1.3,1.1,19.1,51.1,0.02,-1
-0.3,7,24.25,1.26,1.2,19.4,52.1,0.05,0
-0.1,5,25.8,1.46,1.1,19.1,52.7,0.04,-1
0.5,10,29.31,1.74,1.3,19.5,51.2,0.05,0
0.2,6,27.14,1.71,1.1,19.3,51.3,0.04,-1
-0.3,7,24.18,1.01,1.3,19.3,51.5,0.02,0
0.1,5,26.75,1.26,1.3,19.6,50.6,0.09,0
0,5,26.29,1.65,1.1,19.7,50.9,0.04,-1
-0.3,7,24.23,1.15,1.2,18.8,53.1,0.01,-1
0.3,7,28.37,1.98,1.1,19,52.5,0.08,-2
-0.1,5,25.62,1.32,1.3,18.3,54.4,0.01,-1
0.4,9,29.41,1.95,1.3,18.6,53.7,0.01,-1
0.1,5,27.07,1.67,1.3,18.5,53.2,0.08,0
-1.1,32,21.01,1.11,1.1,16.4,58.3,0.01,0
0,5,27,1.84,1.2,16.3,59,0.02,-1
-0.1,5,26.05,1.58,1.3,16.3,58.6,0,-1
0.4,8,29.83,1.86,1.4,16.4,59.7,0.03,0
0.1,5,27.38,1.54,1.4,16.5,59.5,0.02,0
-1.1,31,21.48,1.18,1.1,16.8,58.6,0.17,-1
-0.5,9,23.62,1.55,1.1,19.6,51.4,0.31,0
-0.1,5,25.66,1.51,1.1,19.3,50.7,0.11,0
-0.3,6,24.58,1.1,1.3,19.1,51.6,0.01,0
-0.3,7,24.47,1.5,1.1,18.4,53.2,0.01,0
-0.7,15,22.75,1.25,1.1,17.6,56,0.08,-2
0.2,6,27.74,1.83,1.2,17.7,56,0.04,0
-0.3,7,24.65,1.59,1.1,17.6,54.8,0.03,0
-0.1,5,26.25,1.88,1.1,16.5,56.3,0.04,0
-0.5,10,23.86,1.41,1.1,17.2,59.5,0.02,-1
-0.4,8,24.19,1.37,1.1,18.1,57.4,0.02,-1
-0.9,24,21.78,1.23,1.1,16.2,60.3,0.02,0
-1.3,41,20.43,1.01,1.1,16.3,61.2,0.03,0
-0.6,14,22.74,1.14,1.1,19.2,53.1,0.01,-2
0.6,13,31.2,1.65,1.6,18.2,57,0.03,-2
0.1,5,27.2,1.78,1.1,18.3,56.4,0.03,-2
-0.4,8,24.04,1.31,1.1,18.5,56.4,0.03,0
-0.6,12,23.24,1.19,1.1,18.3,58.7,0.04,0
-0.5,10,23.57,1.23,1.1,18.5,58.8,0.02,0
-0.5,10,23.71,1.43,1.1,17,58,0.02,0
-0.3,7,24.81,1.59,1.1,16.8,58,0.04,0
-0.9,22,21.95,1.2,1.1,16.8,58.2,0.02,0
-0.3,8,24.55,1.57,1.1,17,57.5,0.02,0
-0.8,20,22.15,1.34,1.1,16,59.8,0.03,-1
-0.1,5,25.54,1.46,1.1,19.1,53.5,0.02,0
0.3,6,27.89,1.81,1.1,19,53.2,0.04,0
-0.1,5,25.45,1.39,1.1,19.1,54.8,0.03,0
-0.5,10,23.68,1.14,1.1,19.1,54.8,0.03,0
-0.3,7,24.56,1.26,1.1,19.5,51.1,0.02,-1
-0.3,7,24.62,1.35,1.3,16.9,54,0.04,-1
-0.7,16,22.46,1.04,1.3,16.8,54.8,0.06,-2
-0.7,16,22.66,1.24,1.1,17.2,58.5,0.02,0
0.4,8,29.19,1.71,1.4,17.3,58.8,0.03,-1
-1.1,30,21.16,1.04,1.1,17.4,58.8,0.02,0
-0.7,14,22.71,1.22,1.1,17.5,60.8,0.03,0
-0.2,6,25.67,1.81,1.1,16.4,60.9,0.02,-2
-1.1,29,21.16,1.15,1.1,16.5,60.8,0.02,0
-0.1,5,25.6,1.14,1.6,16.7,60.3,0.04,0
-0.2,6,25.11,1.39,1.1,19.2,54.3,0.06,-2
-0.1,5,25.2,1.18,1.3,19.5,54.2,0.07,-1
-1.3,42,20.31,0.93,1.1,17.4,55.8,0.05,-2
-1.1,29,21.13,1.17,1.1,16.3,62.5,0.03,0
-0.9,21,21.88,1.28,1.1,16.4,62.5,0.05,-2
-0.5,11,23.59,1.36,1.1,17,59.9,0.09,0
-0.2,6,25.21,1.51,1.1,18,57.5,0.03,0
-0.4,9,24.06,1.38,1.1,17.6,60,0.05,-1
-0.3,7,24.89,1.51,1.1,17.6,59.4,0.07,-2
-0.8,19,22.22,1.14,1.1,17.6,60.5,0.06,-1
0,5,26.25,1.71,1.1,17.7,60.4,0.06,-1
1.1,31,31,0.86,1.6,26.2,42.7,0.11,0
1,24,30.09,0.8,1.6,25.2,45.8,0.15,0
0.3,7,26.25,0.72,1.1,24.6,48.3,0.06,1
0.3,7,26.78,0.86,1.1,24.5,48.3,0.12,1
0.4,8,26.71,0.77,1.1,24.6,50.1,0.09,0
0.5,11,27.93,0.77,1.3,24.5,51,0.14,0
0.5,10,27.08,0.84,1.1,24.6,51.4,0.02,0
0.5,11,27.28,0.84,1.1,24.9,51.6,0.03,0
0.4,9,26.79,0.77,1.1,25,50.7,0.04,1
0.5,10,26.98,0.78,1.1,25,51.2,0.05,0
0.6,12,27.37,0.84,1.1,25.1,52.4,0.05,0
0.4,9,26.86,0.78,1.1,25,52.9,0.04,0
0.6,12,27.67,0.75,1.3,24.6,55,0.03,0
-0.2,6,25.12,0.78,1.1,22.7,67,0.17,-1
0.6,12,28.07,0.84,1.3,23.6,63.4,0.04,1
0.1,5,26.08,0.57,1.3,23.3,64.7,0.13,1
0.5,10,27.93,0.78,1.3,23.5,64.5,0.11,0
0.6,13,28.03,0.84,1.2,24.5,58.7,0.03,0
0.3,7,26.61,0.78,1.1,24.2,59.5,0.04,0
0.4,8,26.71,0.78,1.1,24.6,56.5,0.01,1
0.3,7,26.15,0.72,1.1,24.7,58.5,0.02,0
0.3,7,26.11,0.71,1.1,24.8,58.2,0.02,0
0.7,15,28.13,0.78,1.2,24.7,58.4,0.02,1
0.6,12,27.64,0.78,1.1,24.5,66.7,0.07,0
0.8,19,29.65,0.84,1.4,24.2,67.4,0.04,0
0.7,17,28.35,0.84,1.1,24.9,64.1,0.02,1
0.1,5,25.61,0.84,1.1,22.7,61,0.04,0
0.1,5,25.9,0.69,1.3,23,63.1,0.02,0
-0.2,6,24.54,0.62,1.1,23.4,62.2,0.03,0
0.3,7,26.5,0.56,1.4,23.7,61.2,0.01,-1
0,5,25.33,0.69,1.1,23.9,60.2,0.02,-1
0.1,5,25.43,0.69,1.1,23.9,60.1,0.03,0
0.5,10,27.27,0.69,1.3,24.2,58.9,0.05,-1
0.3,6,26.52,1.02,1.1,23.4,55.6,0.02,0
-0.4,9,23.57,0.69,1.1,22.7,57.5,0.01,0
-0.4,8,23.7,0.69,1.1,22.7,57.8,0.04,0
-0.4,8,23.67,0.56,1.2,22.7,57.6,0.04,0
0.1,5,25.59,0.69,1.3,22.6,57.7,0.04,-1
-0.1,5,24.71,0.7,1.2,22.6,57.9,0.03,0
0.2,6,25.82,0.79,1.1,24.2,52.9,0.01,0
0,5,25.3,0.82,1.1,23.4,48.9,0.02,0
0.1,5,25.38,0.78,1.1,24.1,43.4,0.06,1
0,5,25.49,0.84,1.1,24.2,42.9,0.25,0
0.3,6,26.48,0.63,1.6,22.3,48.2,0.11,1
-0.3,6,24.31,0.78,1.1,22.6,45.4,0.03,0
0.8,18,29.55,0.84,1.7,23.1,45,0.02,0
0.7,16,28.38,0.78,1.4,24.5,41.2,0.05,1
0.4,8,26.52,0.78,1.1,24.6,40,0.08,-1
0.1,5,25.4,0.63,1.1,24.6,40.1,0.07,0
0.7,17,28.43,0.69,1.5,24.6,39,0.09,0
1.1,30,30.41,0.78,1.7,25.6,37.7,0.03,0
0.9,22,29.24,0.84,1.4,25.3,38,0.04,0
0.6,14,27.33,0.57,1.4,25.5,38.1,0.07,0
0.9,24,29.56,1.02,1.3,25.5,41.7,0.03,0
0.6,14,27.37,0.77,1.1,25.9,40.6,0.06,0
0.8,18,27.94,0.84,1.1,26.2,40,0.05,0
0.9,21,28.33,0.84,1.1,26.4,40.2,0.06,1
0.7,16,27.67,0.78,1.1,26.4,39.6,0.02,0
1.1,28,29.26,0.78,1.3,26.4,39.7,0.02,0
0.7,16,27.54,0.71,1.1,26.4,39.6,0.04,0
1.4,47,30.35,0.84,1.1,26.3,39.9,0.04,0
0.7,14,27.32,0.71,1.1,26.3,40.7,0.03,0
0.8,19,28.12,0.78,1.2,26.3,40,0.01,1
0.6,13,27.3,0.77,1.1,26.2,39.8,0.01,0
0.9,21,28.7,0.84,1.3,26.4,39.5,0.01,0
0.4,9,26.83,0.84,1.1,25.1,42.8,0.02,0
0.5,10,27.02,0.84,1.1,25.2,43.4,0.02,1
0.9,20,28.92,0.78,1.4,25.3,42,0.02,0
0.7,16,27.45,0.7,1.1,27,40.4,0.01,0
0.6,11,26.74,0.64,1.1,26.5,39.9,0,0
1.1,31,29.92,0.6,1.7,26.3,41.8,0,1
0.9,23,29.44,0.7,1.6,25.1,48,0.05,0
0.4,9,26.7,0.75,1.1,25.2,46.7,0.04,0
0.4,9,26.6,0.6,1.3,25.2,46.8,0.01,1
0.3,7,26.18,0.69,1.1,25,52.3,0.03,0
0.4,9,26.74,0.76,1.1,25.1,50.8,0.03,0
0.3,7,26.05,0.66,1.1,25.1,51.9,0.02,1
0.4,8,26.42,0.7,1.1,25.3,50.5,0.03,0
0.5,10,26.91,0.69,1.1,25.4,52.6,0.06,0
0.5,10,26.86,0.7,1.1,25.3,52.9,0.01,1
0.6,11,27.1,0.69,1.1,25.6,53.8,0.08,0
0.6,12,27.11,0.7,1.1,25.6,53,0.06,0
0.5,10,27.31,0.69,1.1,25.5,54.5,0.13,1
0.5,10,26.87,0.7,1.1,25.2,55.4,0.05,0
0.5,11,27.06,0.7,1.1,25.6,53.1,0.02,2
0.3,7,26.73,0.7,1.1,24.6,59.2,0.12,0
0.1,5,25.65,0.63,1.1,24.5,59.8,0.19,0
0.3,6,26.64,0.7,1.1,24.2,60.7,0.18,1
0,5,25,0.57,1.1,24.2,60.9,0.03,0
0.3,8,26.47,0.7,1.1,24.7,59.4,0.04,0
0.6,14,27.84,0.7,1.3,25.1,57.8,0.01,0
1.1,31,30.98,0.7,1.7,25.2,58.3,0.01,1
0.4,8,26.56,0.64,1.1,25.2,58.3,0.06,0
0.5,11,27.3,0.7,1.1,24.9,61.2,0.09,0
0.5,10,27.18,0.7,1.1,24,63.2,0.1,0
0.3,7,26.3,0.68,1.1,24.2,63.5,0.07,0
1,28,30.39,0.63,1.7,25.1,59.3,0,1
0.8,17,28.45,0.57,1.6,25.2,57,0.01,0
0.6,14,27.99,0.64,1.4,24.8,57.6,0,0
-0.1,5,24.67,0.64,1.1,23.4,60.1,0.03,0
-0.1,5,24.77,0.7,1.1,23,60.7,0.02,0
-0.3,7,24.17,0.64,1.1,23,61,0.04,0
0.1,5,25.95,0.7,1.3,23,61.9,0.02,0
-0.2,6,24.29,0.7,1.1,23.1,56.7,0.01,0
-0.5,11,22.93,0.7,1.1,23.1,51.8,0.05,0
-0.6,13,22.76,0.7,1.1,22.8,51.6,0.08,0
-0.4,9,23.63,0.64,1.3,22.3,52.2,0.12,0
0.3,7,26.68,0.7,1.6,21.6,52.8,0.1,0
-1.1,28,21.97,0.69,1.1,21,55.9,0.18,0
-0.6,13,23.05,0.7,1.2,20.7,57.5,0.11,0
-0.6,12,23.11,0.64,1.1,22.4,56.6,0,0
-0.3,7,24.06,0.64,1.2,22.7,55.7,0,0
0,5,25.31,0.7,1.3,22.8,56,0.03,0
-0.1,5,24.79,0.7,1.2,23,54.9,0,0
0.3,7,26.24,0.57,1.3,24.9,45.9,0,0
0.4,8,26.4,0.7,1.1,25,45.2,0.03,0
0.2,6,25.53,0.57,1.1,25.1,45.3,0.04,0
0.4,8,26.59,0.57,1.3,24.7,45.4,0.1,0
0.3,7,26.17,0.7,1.1,24.5,46.6,0.07,0
0.3,7,26.12,0.7,1.1,24.6,46.5,0.03,0
0.4,8,26.71,0.7,1.3,24.1,48.3,0.01,0
0.6,14,27.94,0.7,1.4,24.3,46.7,0.03,1
-0.2,6,24.49,0.64,1.1,24.2,40.2,0.09,0
0.6,11,27.45,0.7,1.4,24.3,41,0,-1
0.3,7,26.13,0.7,1.2,24.5,41.3,0.01,-1
0.7,15,27.93,0.7,1.4,25,41.9,0,0
0.7,14,27.8,0.69,1.4,25,41.7,0,0
-0.6,12,22.99,0.57,1.1,23.5,43.4,0,0
-0.2,6,24.03,0.57,1.3,23.4,43.2,0,0
-0.1,5,24.7,0.82,1.1,23.8,41.1,0.01,-1
0.2,6,25.74,0.7,1.1,24.9,46.8,0.02,-1
0.4,9,26.61,0.64,1.3,25.1,46.7,0.01,0
0.5,9,26.77,0.7,1.2,25.3,46.7,0.04,0
0.4,8,26.39,0.7,1.1,25.6,45,0.01,1
0.3,8,26.15,0.64,1.1,25.7,45,0,1
0.2,6,25.68,0.57,1.1,25.8,44.6,0,0
0.6,12,27.14,0.75,1.1,26,44.2,0.03,0
0.5,10,26.62,0.67,1.1,26,44.2,0,1
0.4,8,26.19,0.61,1.1,26,44.2,0.02,-1
1,28,29.33,0.7,1.4,27.2,41.2,0.02,0
0.7,14,27.3,0.73,1.1,26.5,42.5,0.01,0
0.6,13,27.29,0.74,1.1,26.1,43.5,0.03,0
0.7,16,27.28,0.64,1.1,27.5,41.7,0.04,1
1,24,28.26,0.74,1.1,27.7,41.8,0.01,0
1,27,28.6,0.52,1.4,27.6,41.7,0.03,0
1.2,34,29.95,1,1.1,27.2,43.9,0.09,1
1,27,28.6,0.73,1.1,27.3,44.8,0.04,0
1.2,35,29.63,0.88,1.1,27.4,45,0.05,0
0.1,5,24.77,0.7,1.3,24.5,54.8,0.61,0
-0.1,5,25.23,0.64,1.1,23.6,56.9,0.12,1
0,5,25.28,0.64,1.1,23.8,56.9,0.1,0
0.7,14,28.87,0.67,1.6,23.5,57.7,0.15,0
1.1,29,31.51,0.9,1.7,24,57.6,0.01,0
0.4,8,26.28,0.64,1.1,26.5,54.5,0.03,0
0.7,15,27.77,0.7,1.3,26.6,53.4,0.04,0
0.8,19,28.71,0.7,1.3,24.9,58.2,0.05,0
0.8,19,28.68,0.74,1.3,25.4,56.7,0.05,0
0.9,23,28.49,0.7,1.1,26.3,55.2,0.02,1
0.7,14,27.95,0.88,1.1,25.1,59,0.08,1
0.4,8,26.65,0.7,1.1,24.4,61.6,0.09,0
0,5,25.07,0.57,1.1,24.1,62.6,0.04,0
0.8,17,28.12,0.7,1.3,26.5,54.4,0.04,0
0.4,9,26.51,0.64,1.1,25.9,57.6,0.02,0
0.4,9,26.49,0.64,1.1,25.7,57.2,0.04,1
0.3,7,26.09,0.64,1.1,25.3,53.5,0.01,0
0.2,6,25.92,0.63,1.1,25,54.8,0.04,0
0.1,5,25.53,0.57,1.1,24.9,55.9,0.02,0
0.9,21,28.95,0.58,1.6,25.4,53.6,0.01,0
0.5,11,27.07,0.73,1.1,25.4,52.7,0.03,1
0.4,9,26.59,0.69,1.1,25.4,52.3,0.02,0
0.2,6,25.52,0.57,1.1,25.2,51.4,0.01,0
0.3,7,26.15,0.64,1.1,25.2,50.6,0.01,0
0.3,8,26.18,0.49,1.4,24.6,45.8,0.02,0
0.8,17,28.41,0.64,1.5,25,45.2,0.02,0
0.5,10,27.39,0.7,1.5,23.1,46.8,0.03,1
0.5,10,27.4,0.7,1.5,23.3,46.4,0.01,0
0.3,7,26.38,0.61,1.4,23.5,46.5,0.02,0
0.5,10,27.29,0.74,1.4,23.6,46.8,0.06,0
-0.3,7,23.88,0.64,1.1,23.5,47.5,0,-1
-0.1,5,24.68,0.66,1.3,22.8,41.9,0,0
0.4,9,27.02,0.7,1.5,23.1,42.7,0.01,0
0.1,5,25.46,0.63,1.4,22.4,45.4,0.05,0
0,5,24.95,0.64,1.4,22,46,0.07,0
-0.1,5,25.13,0.64,1.4,21.8,45.6,0.13,0
-0.5,10,23.48,0.64,1.1,22.4,48.1,0.01,1
-0.3,7,24.1,0.64,1.1,23.4,45.1,0.01,0
-0.4,8,23.83,0.57,1.1,23.7,44,0.03,0
-0.4,8,23.79,0.55,1.1,24,43,0.01,-1
0,5,25.04,0.7,1.1,24.1,42.4,0.01,2
-0.3,7,23.87,0.55,1.1,24.1,42.1,0.03,0
0.3,6,26.07,0.7,1.3,24.2,41.2,0.02,1
0.3,7,26.89,0.7,1.4,23,41.4,0.15,0
0.5,10,27.25,0.7,1.4,23.6,45.1,0.02,0
0.8,19,28.62,0.7,1.6,24.8,37,0.02,1
0.4,9,26.6,0.7,1.1,25.5,37.1,0.03,-1
0.7,14,27.3,0.7,1.1,26,35.8,0.05,-1
0.5,11,26.74,0.64,1.1,26.1,34.9,0.02,1
0.6,13,27.1,0.7,1.1,26.2,34.9,0.03,1
0.6,13,26.96,0.67,1.1,26.7,34.2,0.02,0
0.3,8,25.96,0.64,1.1,26.6,36.7,0.06,1
0.5,11,26.46,0.7,1.1,27.3,34,0.25,1
0.6,11,26.47,0.7,1.1,27.6,33.5,0.25,1
0.8,17,27.45,0.7,1.1,27.7,32.8,0.08,0
1,27,28.74,0.63,1.4,27.3,34.7,0.18,0
0.8,18,27.77,0.63,1.1,26.3,37.5,0.19,0
0.5,11,26.98,0.7,1.1,25.3,39.7,0.07,0
0.8,19,29.26,0.8,1.4,24.7,43.2,0.14,0
0.7,15,27.72,0.63,1.2,25,43.7,0.07,1
0.9,23,28.52,0.69,1.3,26,40.1,0.05,1
1,28,29.94,0.7,1.6,25.6,40.5,0.11,0
0.8,19,28.83,0.74,1.4,25,42,0.11,0
0.5,9,26.92,0.55,1.4,24.5,43.7,0.11,0
0.5,11,26.69,0.42,1.5,25.8,52.1,0.19,1
0.4,8,26.29,0.66,1.1,25.5,51.5,0.04,1
0.5,11,27.46,0.76,1.2,25.6,52.3,0.17,2
0.9,23,29,0.53,1.6,25.6,53.1,0.02,1
0.9,21,28.77,0.82,1.2,25.9,53.5,0.04,1
0.8,19,28.24,0.82,1.1,25.9,52.7,0.06,0
1,25,29.21,0.51,1.6,25.9,53.1,0.04,1
0.5,10,26.8,0.64,1.1,25.8,52.8,0.07,1
0.5,11,27.21,0.71,1.3,25.5,53.3,0.22,1
-0.1,5,24.63,0.53,1.1,24.5,54.5,0.01,0
-0.2,6,24.27,0.45,1.1,24.8,55.1,0.03,2
0.5,11,27.16,0.56,1.4,24.7,53.1,0.06,-1
0.2,6,25.82,0.64,1.1,24.9,53,0.04,0
0.8,18,28.9,0.75,1.4,25,52.7,0.09,1
0.4,8,27.09,0.62,1.3,25.2,50.8,0.14,1
0.7,14,27.04,0.54,1.1,26.8,48.8,0.01,1
0.9,23,28.37,0.48,1.4,26.6,48.2,0.04,0
0.9,22,28.08,0.68,1.1,27,46.6,0.01,1
0.8,18,27.42,0.55,1.1,27.3,47,0.02,0
0.7,16,27,0.48,1.1,27.5,45.7,0.02,1
1,26,28.05,0.55,1.1,27.7,45,0.03,1
1,24,28.04,0.48,1.3,27.6,45,0.01,1
1.3,39,30.04,0.6,1.4,27.4,46.4,0.01,1
0.8,18,27.17,0.45,1.1,27.4,46.4,0.02,0
1.2,33,29.41,0.55,1.4,27.5,46.3,0.01,1
0.4,9,26.32,0.63,1.1,26.8,51,0.01,0
0.2,6,25.57,0.57,1.1,25.9,51.4,0.02,1
0.5,10,26.84,0.64,1.2,25.7,52.5,0,0
0.5,10,26.88,0.75,1.3,25.4,25.7,0.01,0
0.2,6,25.49,0.57,1.1,25.4,52.4,0.01,0
0.6,14,27.73,0.7,1.3,25.5,53,0.03,0
0.5,10,26.72,0.57,1.3,25.6,51.9,0.01,1
0.4,9,26.55,0.69,1.1,25.5,52.3,0.03,1
0.2,6,25.73,0.57,1.1,25.6,51.4,0.03,0
0.3,7,26.09,0.63,1.1,25.5,52.7,0,1
0.6,12,27.35,0.63,1.3,25.5,53.1,0.07,0
0.8,17,28.29,0.63,1.4,25.6,52.1,0.01,0
0.4,9,26.64,0.7,1.1,25.5,52.5,0.01,0
0.7,16,28.06,0.61,1.4,25.6,52.1,0,0
0.6,11,27.17,0.63,1.3,25.5,52.1,0.01,1
0.4,8,26.25,0.55,1.3,26.4,50.6,0.07,0
0.7,16,28.1,0.6,1.4,25.8,52.8,0.04,0
1.1,30,30.58,0.87,1.4,26,54.1,0.05,1
0.8,18,28.07,0.77,1.1,26,53.9,0.07,0
0.7,14,27.42,0.7,1.1,26,52.5,0.06,1
0.9,21,28.62,0.87,1.1,26.1,51.6,0.06,0
0.6,12,27.23,0.67,1.1,26.1,52.5,0.1,0
0.5,10,26.74,0.65,1.1,26.1,51.4,0.06,0
0.8,19,28.55,0.77,1.3,25.9,51.8,0.08,0
0.7,17,28.14,0.72,1.3,26,52.4,0.07,1
0.9,23,29.08,0.67,1.4,26,52.8,0.07,0
1,24,29.37,0.7,1.4,26.2,53.1,0.06,0
1.1,31,30.95,0.93,1.4,26.3,53.3,0.09,0
0.8,18,28.27,0.57,1.4,25.9,52.9,0.09,1
1,26,29.67,0.8,1.3,26.1,53.1,0.04,0
0.9,21,27.98,0.55,1.3,27.1,47.3,0.06,1
0.9,21,27.73,0.6,1.1,27.5,47,0.05,1
1,24,27.89,0.55,1.1,27.9,45.2,0.07,0
0.6,13,26.93,0.52,1.1,27.6,39.6,0.11,0
1,28,28.33,0.48,1.3,27.8,44,0.06,0
1.3,38,29.68,0.65,1.3,28.1,41.4,0.05,2
0.8,18,27.15,0.42,1.1,28.3,44.1,0.1,1
0.9,20,27.68,0.55,1.1,28,45,0.09,1
0.9,20,27.53,0.55,1.1,27.9,45.5,0.06,2
1,26,29.11,0.78,1.3,26.4,44,0.02,0
0.7,16,27.4,0.56,1.2,26.6,44.7,0.02,0
1,24,28.68,0.84,1.1,26.5,44.8,0.04,1
1.2,33,30.06,0.69,1.5,26.7,44.5,0.05,0
0.8,20,28.51,0.69,1.3,25.8,46.1,0.06,1
0.5,10,26.58,0.62,1.1,25.9,45,0.03,1
1,26,29.32,0.84,1.3,26.1,45.4,0.03,0
0.7,14,27.66,0.84,1.1,25.6,46.3,0.03,1
0.9,21,28.54,0.78,1.1,26.5,45,0.11,0
0.9,24,28.38,0.69,1.1,26.4,44.5,0.09,0
0.8,19,27.59,0.56,1.1,26.5,44.8,0.05,0
0.9,21,28.28,0.62,1.1,26.3,44.5,0.12,1
0.5,11,27.32,0.7,1.3,24.6,46.5,0.04,0
0.2,6,25.41,0.56,1.1,25.5,44.5,0.02,1
0.3,7,26.17,0.68,1.1,25.3,44.8,0.06,0
0.3,7,25.94,0.63,1.1,25.3,44,0.03,0
0.5,10,26.83,0.76,1.1,25.3,44.4,0.02,0
0.6,13,27.46,0.74,1.2,25.3,44.7,0.05,0
0.3,6,25.76,0.52,1.2,25.3,44.6,0.03,0
0.1,5,25.81,0.58,1.1,25.2,43.8,0.12,0
0,5,25.17,0.52,1.1,25.1,44,0.12,1
0.2,6,26.16,0.69,1.1,25.1,44.1,0.12,0
0.2,6,25.71,0.63,1.1,25,44.3,0.07,0
0.2,6,25.88,0.68,1.1,24.5,44.5,0.02,0
0.2,6,26.16,0.77,1.1,25,42.5,0.18,0
0.7,14,27.7,0.73,1.2,24.9,43.3,0.04,0
0.7,16,27.99,0.84,1.1,25,43.4,0.05,0
0.4,8,26.27,0.62,1.1,26.1,44,0.02,0
0.7,15,27.52,0.77,1.1,26.1,44.2,0.04,0
0.8,18,28.12,0.69,1.3,26,44.9,0.03,0
0.1,5,25.19,0.52,1.1,25.8,42.5,0.1,0
0.1,5,25.57,0.58,1.1,25.5,43.2,0.12,0
0.9,24,29.44,0.88,1.4,25.9,42.6,0.02,0
1,26,29.92,0.84,1.5,25.5,43.3,0.03,0
0.6,13,27.37,0.58,1.4,25.2,43.9,0.02,0
0.6,13,27.36,0.62,1.4,25.6,44.3,0.02,0
0.7,15,27.98,0.69,1.4,25.5,44.5,0.08,0
0.7,14,27.6,0.62,1.4,25.5,44.6,0.01,0
0.4,9,26.56,0.69,1.1,25.7,45.3,0.04,0
0.4,9,26.17,0.57,1.1,26.5,38.7,0,1
0.8,19,28.42,0.88,1.1,25.8,53.3,0.01,-1
-0.1,5,24.63,0.52,1.1,25.3,45.1,0.02,0
0.4,8,26.34,0.52,1.4,24.9,45.5,0.04,0
-0.2,6,24.3,0.54,1.1,24.5,46.7,0.02,0
-0.2,6,24.44,0.55,1.1,24.4,46.9,0.03,0
-0.2,6,24.49,0.54,1.1,24.2,47.9,0.05,0
0.7,15,28.08,0.55,1.7,23.9,50,0.01,0
0.2,6,25.74,0.49,1.4,24.1,49.1,0.02,0
-0.3,7,23.99,0.49,1.1,24.3,48.1,0.03,0
0.4,8,26.56,0.7,1.3,24.3,48.1,0.06,0
0,5,24.9,0.5,1.3,24.2,47.9,0.01,0
-0.1,5,24.66,0.49,1.3,24.1,48.3,0.02,0
-0.3,7,23.95,0.52,1.1,24.2,48.5,0.02,0
-0.1,5,24.64,0.42,1.1,25.2,46.3,0.08,0
0.1,5,25.4,0.55,1.1,25.3,46.5,0.07,0
0.3,7,25.9,0.55,1.1,25.7,45.4,0.03,1
0.3,7,25.97,0.55,1.1,25.7,44.6,0.09,0
0.3,6,25.73,0.55,1.1,25.7,43.9,0.01,1
0.1,5,25.14,0.46,1.1,25.7,43.6,0.01,1
0.2,6,25.44,0.48,1.1,25.8,42.9,0.04,0
0.4,8,26.18,0.59,1.1,25.4,42.7,0.08,0
0,5,25.05,0.49,1.1,25.3,42.2,0.08,0
0.4,8,26.11,0.49,1.3,25.3,41.8,0.09,0
0.1,5,25.24,0.55,1.1,25.3,42.3,0,0
0,5,24.81,0.49,1.1,25.4,42.4,0.01,0
0.1,5,25.61,0.49,1.3,25.1,41.4,0.12,0
0.2,5,25.4,0.54,1.1,25.5,43.5,0.03,0
1,25,29.53,0.7,1.6,25.4,43.4,0.06,0
0.9,22,28.96,0.64,1.6,25.3,43.5,0.05,0
0.4,8,26.46,0.69,1.1,25.3,43.5,0.05,0
0.2,6,25.55,0.63,1.1,25.2,44.6,0.01,1
0.2,6,25.92,0.7,1.1,25.3,42.6,0.12,1
0.2,6,25.61,0.64,1.1,25.3,42,0.07,0
0,5,25.04,0.55,1.1,25.2,41.9,0.01,0
0.1,5,25.07,0.55,1.1,25.3,42.1,0.02,1
0.1,5,25.07,0.55,1.1,25.3,41.9,0.03,0
0.2,6,25.76,0.57,1.1,26,40.9,0.12,0
0.7,17,27.99,0.69,1.3,26.4,41,0.1,0
0.7,16,27.54,0.76,1.1,26.7,39.7,0.03,0
0.4,9,26.16,0.57,1.1,26.5,38.7,0.01,1
0.7,16,28.14,0.69,1.4,25.2,43.7,0.03,0
-0.3,6,23.98,0.42,1.1,25,45.9,0.06,0
0.2,6,25.92,0.7,1.1,24.9,45.7,0.01,0
