Air velocity (m/s),Air temperature (??C),Radiant temperature (??C),Relative humidity (%),Outdoor monthly air temperature (??C),Clo,Met,PPD,SET,Thermal sensation,Country
0.61,17.5,24.9,57,13,1.14,1.2,37,20.42,0,Tunisia
0.24,18.8,22.9,51.5,13,0.71,1,91,18.32,0,Tunisia
0.29,20.2,23.1,50,13,0.83,1,40,21.86,0,Tunisia
0.24,19.3,24.3,46,13,1.23,1,15,23.82,0,Tunisia
0.21,21.2,24.3,48,13,1.11,1,10,24.24,0,Tunisia
0.43,20.5,24.8,45,13,0.66,1.2,53,20.03,0,Tunisia
0.3,19.2,24.2,47,13,1,1.2,13,23.39,0,Tunisia
0.23,18.5,25.1,56,13,0.62,1.6,11,23.04,0,Tunisia
0.26,20,25.3,43,13,0.9,1.6,5,25.49,0,Tunisia
0.3,20,24.8,45,13,1.06,1.6,6,26.42,0,Tunisia
0.32,22.8,21.9,45,13,0.87,1.6,8,26.73,0,Tunisia
0.28,20.1,21.6,50,13,1.15,1.2,7,24.41,0,Tunisia
0.23,20.7,22.6,51,13,1.01,1.2,7,24.42,0,Tunisia
0.24,19.5,22.33333333,49,13,1,1.2,12,23.55,0,Tunisia
0.24,19.3,22.7,51,13,1.11,1.3,6,25.06,0,Tunisia
0.5,19.2,22.8,44,13,1,1.3,15,22.51,0,Tunisia
0.6,17,25.23333333,51,13,1.1,1,80,18.74,0,Tunisia
0.34,21.5,23.23333333,48,13,1.11,1,11,24.03,0,Tunisia
0.24,21.5,23.4,45,13,1.05,1.2,5,25.15,0,Tunisia
0.31,22,23.4,46,13,1.81,1.2,17,30.23,1,Tunisia
0.22,22.4,23.5,46,13,1.11,1,6,25.24,0,Tunisia
0.26,24,23.43333333,43,27,0.35,1.2,26,22.11,0,Tunisia
0.72,26.5,23.2,43,27,0.5,1.6,14,25.37,0,Tunisia
0.27,24.7,20.6,44,27,0.21,1.6,6,22.8,0,Tunisia
0.66,25.2,23.2,46,27,0.54,1.3,8,22.69,0,Tunisia
0.63,24.6,23.4,47,27,0.52,1.6,5,23.57,0,Tunisia
0.23,23.9,27.5,44,27,0.25,1,79,20.53,0,Tunisia
0.43,24.2,25.2,44,27,0.27,1.6,10,21.74,0,Tunisia
0.45,23.5,23.5,45,27,0.2,1.6,26,20.39,0,Tunisia
0.43,26.3,24,46,27,0.42,1.6,10,25.17,0,Tunisia
0.28,23.8,24.3,55,27,0.85,1.6,20,29.23,1,Tunisia
0.21,27.8,23.5,47,27,0.15,1,13,23.57,2,Tunisia
0.24,23.1,23.8,57,27,0.23,1,99,18.3,0,Tunisia
0.22,26.9,23.6,43,27,0.4,1.6,31,28.4,1,Tunisia
0.29,25.5,24.3,48,27,0.47,1.3,5,24.36,1,Tunisia
0.26,24.2,24.9,60,27,0.5,1.6,6,25.52,0,Tunisia
0.72,25.1,23.7,49,27,0.59,1,24,22.5,0,Tunisia
0.28,26.1,23.6,42,27,0.4,1.6,31,28,1,Tunisia
0.51,25,22.7,47,27,0.45,1.3,7,23.2,0,Tunisia
0.61,23.1,22.6,46,27,0.89,1.2,6,24.1,0,Tunisia
0.45,23.5,22.7,54,27,0.56,1,49,21.28,0,Tunisia
0.2,23.9,23.1,48,27,0.56,1.2,7,24.18,0,Tunisia
0.28,22.6,23.7,48,27,0.86,1.2,6,24.52,0,Tunisia
0.28,22.8,23,48.5,27,0.91,1.2,5,24.76,0,Tunisia
0.52,23,24.4,54,27,0.58,1.6,5,24.3,0,Tunisia
0.32,22.1,23.3,56,27,0.7,1.1,32,21.64,0,Tunisia
0.33,24.7,23.3,56,27,0.6,1.2,6,23.94,0,Tunisia
0.29,23.2,23.93333333,56,27,0.58,1.6,6,25.74,0,Tunisia
0.4,21.7,24.4,48,27,0.53,1.6,6,23.65,0,Tunisia
0.25,25.2,22.5,51,27,0.63,1.2,6,25.54,1,Tunisia
0.25,25.4,24.7,47,27,0.37,1,48,21.36,0,Tunisia
0.29,23.9,24.4,51,27,0.78,1.2,5,25.14,0,Tunisia
0.22,23.5,24.9,50,27,0.7,1.2,5,25.53,0,Tunisia
0.23,23.4,25.8,51,27,0.49,1.3,8,23.69,1,Tunisia
0.25,22,23.7,56,27,0.39,1.1,82,19.33,0,Tunisia
0.28,23.3,24.7,45,27,0.65,1.2,9,23.75,0,Tunisia
0.32,25.5,24.3,48,27,1.01,1,6,26.01,0,Tunisia
0.2,22.2,26,48.5,27,0.56,1.2,14,23.26,0,Tunisia
1.06,25.3,24.9,45,27,0.86,1,6,24.34,0,Tunisia
0.37,24.7,25.7,47.5,27,0.91,1,7,24.19,0,Tunisia
0.45,27.4,24.4,46.5,27,0.5,1.2,9,25.48,0,Tunisia
0.48,24.4,25.7,53,27,0.42,1.2,19,22.26,0,Tunisia
0.43,28.5,25.8,40,27,0.52,1,29,23.62333333,0,Tunisia
1.35,25.4,25.7,47,27,0.326666667,1.2,49,22.59333333,0,Tunisia
0.36,24.5,25.2,46,27,0.28,1,66,21.25,0,Tunisia
0.79,26.6,23.1,45,27,0.2,1,72,21.05,0,Tunisia
0.24,26,23,49,27,0.37,1,12,23.8,1,Tunisia
0.89,24.8,24.1,49,27,0.18,1,99,17.32,1,Tunisia
0.72,24,25,53,27,0.47,1.2,27,21.56,0,Tunisia
0.32,26.5,24.6,45,27,0.3,1.1,9,23.57,1,Tunisia
0.24,26.1,25.1,46,27,0.22,1,41,22.1,1,Tunisia
0.3,25.7,25.26666667,50,27,0.29,1,32,22.49,1,Tunisia
0.53,23.7,24.43333333,52,27,0.65,1.2,9,23.33,1,Tunisia
0.29,25.8,24.43333333,51,27,0.59,1.2,6,25.65,1,Tunisia
0.26,26.6,24.43333333,45,27,0.2,1.2,6,24.83,1,Tunisia
0.38,28.9,25.53333333,41,27,0.85,1.2,42,29.17,1,Tunisia
0.3,26.4,24.43333333,45.5,27,0.4,1.2,5,24.43,1,Tunisia
0.26,26.9,24.43333333,51,27,0.34,1,6,24.42,1,Tunisia
0.31,26.1,25.53333333,45,27,0.99,2,46,32.32,1,Tunisia
0.43,29.5,25.53333333,39.5,27,0.85,1,54,29.19,2,Tunisia
0.27,23.4,24.26666667,39,27,0.716666667,1,24.33333333,26.29666667,-1,Tunisia
0.35,30.5,25.36666667,39.5,27,0.59,1,54,28.37,2,Tunisia
0.26,24.7,24,45,27,0.9,1,5,26.04,1,Tunisia
0.28,24.8,24.6,46,27,0.866666667,1,9,26.55333333,1,Tunisia
0.27,26.3,24.2,45,27,0.85,1.2,16,27.71,1,Tunisia
0.3,25.8,24.2,40,27,0.4,1,14,23.66,0,Tunisia
0.36,29,24.2,42,27,0.42,1,22,26.6,2,Tunisia
0.27,26,24,43,27,0.85,1,6,25.91,1,Tunisia
0.28,24.2,24.2,45,27,0.59,1,18,23.24,0,Tunisia
0.25,25.2,24.9,44.4,27,0.42,1,29,22.45,1,Tunisia
0.35,25.7,24.2,43,27,0.37,1.1,17,22.89,2,Tunisia
0.24,25.1,24.2,45,27,0.59,1,9,24.08,0,Tunisia
0.26,24.7,24,44,27,0.4,1.3,7,23.55,0,Tunisia
0.24,25.1,24,45,27,0.65,1.1,5,24.83,0,Tunisia
0.29,25.4,24.66666667,46,27,0.22,1,71,20.84,0,Tunisia
0.27,25,24.9,42.5,27,0.42,1,27,22.71,1,Tunisia
0.61,25.5,24.2,47.5,27,0.85,1,5,25.41,0,Tunisia
0.32,24.8,24.2,54,27,0.85,1.2,8,26.5,0,Tunisia
0.73,25.7,24.9,43,27,0.65,1.2,23,27.27,1,Tunisia
0.39,34.8,24.33333333,31,27,0.3,1,99,29.49,2,Tunisia
0.26,27.7,24.2,54,27,0.3,1.1,6,25,1,Tunisia
0.36,34.9,24.33333333,30,27,0.2,1,99,28.98,2,Tunisia
0.46,30.8,25.1,30,27,0.45,1.2,48,27.15,2,Tunisia
0.33,29.9,24.2,31,27,0.2,1,9,25.05,2,Tunisia
0.41,35.5,24.33333333,29,27,0.2,1.1,99,29.22,2,Tunisia
0.37,35.3,24.33333333,28,27,0.29,1,99,29.87,2,Tunisia
0.44,29.1,24,30.5,27,0.29,1,7,24.86,2,Tunisia
1.46,33.3,24.13333333,32,27,0.35,1.2,93,27.05,2,Tunisia
0.31,29.3,24.23333333,31,27,0.3,1.2,20,25.89,2,Tunisia
0.35,29,24.23333333,30,27,0.59,1,19,26.65,2,Tunisia
0.4,28.3,24.2,55,27,0.2,1.1,5,23.82,2,Tunisia
0.26,27.8,24.2,57,27,0.27,1.1,5,24.81,2,Tunisia
0.55,31.9,24.46666667,30.5,27,0.59,1.2,70,28.51,2,Tunisia
0.25,32.1,24.13333333,39,27,0.29,1,74,28.36,2,Tunisia
0.42,32,24.13333333,37,27,0.65,1.1,84,29.74,2,Tunisia
0.22,27.8,24.9,50,27,0.65,1.2,32,28.91,1,Tunisia
0.27,32.2,24.13333333,38,27,0.29,1.2,76,28.61,2,Tunisia
0.83,28.2,24.2,53,27,0.59,1,8,25.22,1,Tunisia
0.29,31.8,24.13333333,36,27,0.85,1.2,86,32.07,2,Tunisia
0.28,34.4,24.13333333,32,27,0.59,1,99,31.54,2,Tunisia
0.35,31.2,24.13333333,31.5,27,0.85,1,77,30.2,2,Tunisia
0.31,31.9,24.13333333,36,27,0.85,1,86,31.02,2,Tunisia
0.26,28.2,24.9,52.5,27,0.94,1,39,29.57,1,Tunisia
0.25,27.6,24.2,54,27,0.2,1,8,24.06,1,Tunisia
0.4,31.4,24.46666667,47,27,0.45,1,54,27.79,2,Tunisia
0.42,32.1,24.13333333,38,27,0.59,1,79,29.08,2,Tunisia
0.4,31.4,24.46666667,30.5,27,0.65,1.2,67,29.11,2,Tunisia
0.35,31.2,25.1,33,27,0.34,1,48,27.04,2,Tunisia
0.25,30.6,24.46666667,47,27,0.29,1.1,58,28.16,2,Tunisia
0.26,29.6,24.9,46,27,0.4,1.1,38,27.62,2,Tunisia
0.45,33.2,24.13333333,32.5,27,0.29,1,94,28.15,1,Tunisia
0.26,29.7,24.46666667,46,27,0.85,1.1,64,30.56,2,Tunisia
0.45,35,24.13333333,31.5,27,0.59,1,99,31.53,2,Tunisia
0.4,30.1,24.46666667,31,27,0.85,1,61,29.34,1,Tunisia
0.37,30.5,24.46666667,49,27,0.65,1,63,29.22,2,Tunisia
0.28,32.6,24.46666667,33,27,0.27,1,73,27.77,1,Tunisia
1.79,30.4,24.9,40,27,0.48,1,26,25.59,1,Tunisia
0.26,31.6,25.1,37,27,0.2,1,46,26.88,2,Tunisia
0.28,31.6,25.1,38,27,0.27,1,48,27.12,2,Tunisia
0.28,29.8,25.1,39,27,0.3,1.6,50,28.06,1,Tunisia
0.3,28.8,24.2,46.5,27,0.2,1,10,25.52,0,Tunisia
0.24,32.1,24.13333333,35,27,0.39,1.2,86,29.95,2,Tunisia
0.26,31.8,24.46666667,36,27,0.3,1,56,27.57,2,Tunisia
0.3,33.5,24.6,33,27,0.33,1.066666667,79.66666667,28.53,2,Tunisia
0.24,30.2,24.9,47,27,0.3,1.2,39,27.65,1,Tunisia
0.4,34.1,24.13333333,32.5,27,0.2,1,97,28.07,2,Tunisia
0.2,30.2,24.9,41,27,0.34,1,28,27.14,1,Tunisia
0.24,30.1,24.9,39,27,0.28,1.2,38,27.24,2,Tunisia
0.25,31.6,24.46666667,38,27,0.2,1,53,27.2,2,Tunisia
0.21,29.6,24.2,58,27,0.25,1,10,25.86,1,Tunisia
0.35,34.3,24.13333333,32,27,0.2,1,97,28.14,2,Tunisia
0.21,29.9,24.9,56,27,0.2,1.2,35,27.54,2,Tunisia
0.3,27.9,24.2,56,27,0.3,1.2,10,25.57,0,Tunisia
0.3,31.3,24.9,35,27,0.18,1,26,25.81,2,Tunisia
0.51,28.5,24.9,49,27,0.61,1.2,28,27.32,1,Tunisia
0.24,29,24.9,46,27,0.67,1,31,28.19,2,Tunisia
0.43,32.6,24.13333333,37.5,27,0.45,1,89,28.97,2,Tunisia
0.28,29,24.9,45.5,27,0.66,1,31,27.96,2,Tunisia
0.22,28.3,24.9,47,27,0.49,1.6,44,29.77,1,Tunisia
0.28,29.4,24.9,42,27,0.48,1,25,27.05,1,Tunisia
0.3,30.7,24.46666667,48,27,0.58,1,73,29.77,0,Tunisia
0.52,29.1,24.9,48,27,0.65,1,25,27.02,0,Tunisia
0.57,32.9,24.13333333,38,27,0.52,1.2,86,29.2,0,Tunisia
0.44,30.9,24.46666667,42,27,0.48,1,56,27.81,0,Tunisia
0.26,32.4,24.13333333,42,27,0.48,1,90,30.19,2,Tunisia
0.46,29,24.9,40,27,0.41,1.1,15,25.59,1,Tunisia
0.27,31.6,24.46666667,43,27,0.5,1,61,28.7,2,Tunisia
0.25,31.9,24.13333333,41,27,0.48,1.1,85,30.01,2,Tunisia
0.34,29,24.9,42,27,0.58,1.2,31,27.63,1,Tunisia
0.33,31,25.1,40,27,0.48,1,49,27.82,1,Tunisia
0.31,31.2,24.4,48,27,0.49,1,55,28.39,2,Tunisia
0.25,28.2,24.9,48,27,0.61,1,22,27.52,2,Tunisia
0.26,30.7,24.9,38,27,0.47,1,41,27.68,2,Tunisia
0.25,25,24.9,46,27,0.35,1.2,14,22.94,0,Tunisia
0.23,26.1,24.2,49,27,0.35,1,10,23.94,0,Tunisia
0.26,24.8,24.9,46,27,0.25,1.2,17,22.82,1,Tunisia
0.22,23.7,25.1,48,27,0.39,1,48,21.76,0,Tunisia
0.2,25,24.9,50,27,0.43,1,22,22.98,0,Tunisia
0.35,24.1,24.13333333,48,27,0.25,1,99,16.72,0,Tunisia
0.35,26.5,24.9,49,27,0.35,1,36,21.79,0,Tunisia
0.23,24.6,24.9,47,27,0.25,1.2,29,21.91,0,Tunisia
0.26,27.1,24.9,40,27,0.41,1.3,17,26.65,0,Tunisia
0.29,25.5,24.9,47.5,27,0.35,1.2,14,22.76,0,Tunisia
0.21,24.1,24.9,53,27,0.25,1.2,34,21.64,0,Tunisia
0.22,25.9,24.2,43.5,27,0.55,1.3,9,26.37,1,Tunisia
0.29,25.4,24.2,45,27,0.2,1.6,5,23.29,0,Tunisia
0.23,24.5,24.2,49,27,0.44,1.6,6,25.44,0,Tunisia
0.3,22.3,24.9,53,27,0.19,1.6,28,20.55,0,Tunisia
0.28,26.5,24.9,42,27,0.17,1.1,35,21.48,1,Tunisia
0.29,23.6,24.2,51.5,27,0.33,1.6,7,22.91,0,Tunisia
0.23,27,24.2,43,27,0.38,1,5,24.92,0,Tunisia
0.31,25.3,24.2,46,27,0.47,1.2,8,23.53,0,Tunisia
0.56,26.8,24.9,47,27,0.43,1.1,11,23.01,0,Tunisia
0.21,26.1,24.2,48.5,27,0.61,1.2,9,26.52,1,Tunisia
0.31,27.5,24.2,48,27,0.58,1.1,6,25.24,1,Tunisia
0.27,25.7,24.2,50,27,0.59,1.2,7,25.77,1,Tunisia
0.19,26.1,24.9,51,27,0.64,1.2,11,27.12,1,Tunisia
0.21,25.8,24.2,48,27,0.6,1.2,8,26.47,0,Tunisia
0.82,24.1,24.9,48,27,0.45,1.6,13,20.93,0,Tunisia
0.71,22.6,24.13333333,47,27,0.44,1,98,18.12,0,Tunisia
0.22,26.4,24.2,46.5,27,0.45,1.1,5,25.06,0,Tunisia
0.25,26.5,24.9,51.5,27,0.52,1.6,21,27.87,1,Tunisia
0.39,24.4,24.4,46,27,0.33,1.2,51,20.32,0,Tunisia
0.25,26.9,24.2,48,27,0.4,1.1,6,25.36,1,Tunisia
0.36,26.6,24.2,47,27,0.39,1.2,5,23.89,0,Tunisia
0.24,26.4,24.2,48,27,0.51,1.2,7,25.74,0,Tunisia
0.29,26.6,24.9,47.5,27,0.58,1.2,9,26.08,1,Tunisia
0.27,24.8,24.9,48,27,0.65,1.2,10,22.97,0,Tunisia
0.66,23.9,24.13333333,48,27,0.35,1.1,88,19.14,0,Tunisia
0.29,25,24.9,48,27,0.49,1,36,21.84,0,Tunisia
0.22,24.4,24.2,49,27,0.59,1.2,5,24.96,0,Tunisia
0.31,24.4,24.9,41.5,27,0.52,1.2,9,23.5,1,Tunisia
0.34,22.2,24.9,52,13,0.66,1,33,22.39,0,Tunisia
0.07,20.7,24.2,59,13,0.63,1.6,5,25.5,0,Tunisia
0.35,22,24.9,51,13,0.31,1.6,11,22.27,0,Tunisia
0.3,20.8,24.13333333,56,13,0.4,1.1,99,16.98,0,Tunisia
0.49,22.1,24.4,56,13,0.57,1.2,51,19.96,0,Tunisia
0.23,21.4,24.1,58,13,0.45,1,84,19.77,0,Tunisia
0.25,21.9,24.2,55,13,0.55,1.6,5,24.3,0,Tunisia
0.72,21.2,24.9,51,13,0.38,1.6,40,19.36,0,Tunisia
0.18,21.3,24.4,50,13,0.33,1.2,61,20.17,0,Tunisia
0.19,21.5,24.2,55,13,0.55,1.6,6,24.41,0,Tunisia
0.19,20.9,24.1,59,13,0.55,1,73,20.14,1,Tunisia
0.25,19.7,24.13333333,58,13,0.32,1,99,15.81,-1,Tunisia
0.11,22,24.2,51,13,0.53,1.6,5,25.35,0,Tunisia
0.1,20.5,24.46666667,52,13,0.56,1,67,20.04,0,Tunisia
0.25,20.5,24.9,57,13,0.43,1.5,23,21.37,0,Tunisia
0.22,18.3,24.13333333,60,13,0.47,1.2,97,16.43,0,Tunisia
0.45,22,24.13333333,56,13,0.44,1,96,18.65,0,Tunisia
0.11,22.9,24.9,55,13,0.53,1,26,22.34,0,Tunisia
0.24,21.1,24.4,53,13,0.49,1.1,61,20.05,0,Tunisia
0.24,21.8,24.1,57.5,13,0.49,1,79,19.84,0,Tunisia
0.27,21.7,24.9,56,13,0.99,1,18,22.85,0,Tunisia
0.27,20.8,24.9,51,13,1.09,1,13,23.83,0,Tunisia
0.23,21.2,24.9,57.5,13,0.77,1,37,21.74,0,Tunisia
0.29,21.2,24.4,56,13,0.71,1,52,20.99,1,Tunisia
0.33,21.8,24.9,51,13,1.09,1.2,5,25.28,0,Tunisia
0.27,21.6,24.9,56,13,0.75,1.6,5,25.35,0,Tunisia
0.33,17.9,24.4,57,13,0.75,1.2,53,20.2,-1,Tunisia
0.55,21.2,24.9,60,13,0.57,1.6,11,21.95,0,Tunisia
0.25,20.3,24.9,55,13,0.7,1.2,30,21.49,0,Tunisia
0.24,22,24.9,55,13,0.49,1.2,36,21.17,0,Tunisia
0.1,20.5,24.9,49,13,0.65,1.2,14,23.08,0,Tunisia
0.27,22.1,24.1,53,13,0.45,1.1,69,20.09,0,Tunisia
0.39,22.3,24.1,54.5,13,0.51,1,80,19.78,0,Tunisia
0.24,21.7,24.9,54,13,0.5,1.1,42,21.36,0,Tunisia
0.22,21.5,24.9,53,13,0.5,1.2,37,21.31,0,Tunisia
0.2,20.7,24.9,57,13,0.86,1,44,21.05,-1,Tunisia
0.22,19.1,24.9,66,13,0.37,1.6,35,20.03,0,Tunisia
0.34,23.7,24.9,41,13,1.05,1,8,24.07,0,Tunisia
0.23,22,24.9,56,13,0.62,1.2,16,22.79,0,Tunisia
0.3,22.2,24.9,49,13,0.94,1.2,5,25.92,0,Tunisia
0.3,17,24.1,60,13,0.86,1,90,18.34,0,Tunisia
0.22,19.8,24.9,57,13,0.86,1.1,25,21.91,-1,Tunisia
0.35,19.4,24.9,52,13,0.7,1.2,49,20.19,0,Tunisia
0.27,17,24.1,51,13,0.84,1.1,80,18.77,0,Tunisia
2.48,19.7,24.1,53,13,0.65,1.2,98,15.71,1,Tunisia
0.21,17.3,24.4,64,13,0.95,1.1,58,19.82,-1,Tunisia
0.22,18.6,24.9,54,13,0.6,1.6,17,21.74,0,Tunisia
1.85,19.6,24.9,53,13,0.67,1.6,47,17.93,-1,Tunisia
0.33,18.2,24.1,53,13,0.55,1,99,16.78,0,Tunisia
0.31,18.2,24.1,65,13,0.61,1.2,79,18.24,0,Tunisia
0.23,18,24.1,60,13,0.56,1.2,90,17.41,0,Tunisia
0.2,16.1,24.1,57,13,0.56,1.4,70,17.85,-1,Tunisia
0.24,19.2,24.9,58,13,1.07,1,30,22.15,0,Tunisia
0.27,18.4,24.1,55,13,0.49,1,99,15.7,0,Tunisia
0.26,16.8,24.1,54,13,0.71,1.2,67,19.28,0,Tunisia
0.27,16.2,24.1,70,13,0.82,1,98,16.88,-1,Tunisia
0.52,20.2,24.4,51,13,0.64,1.2,57,19.74,0,Tunisia
0.24,18.8,24.1,53.5,13,0.64,1.2,66,19.27,0,Tunisia
0.22,18.2,24.1,55,13,0.65,1,96,17.72,0,Tunisia
0.22,17.7,24.9,61,13,0.81,1.2,49,20.12,-1,Tunisia
0.34,20.6,24.9,53,13,0.94,1,37,21.56,0,Tunisia
0.25,22.4,24.9,52,13,0.7,1,23,22.93,1,Tunisia
0.23,18.8,24.9,49,13,0.75,1,35,22.94,0,Tunisia
0.26,18.9,24.9,52,13,1,1,30,22.53,0,Tunisia
0.29,22.2,24.9,57,13,0.8,1.2,11,23.14,0,Tunisia
0.21,20.2,24.9,54,13,0.53,1.2,45,20.79,0,Tunisia
0.35,18.8,24.1,54,13,0.65,1,98,17.38,0,Tunisia
0.26,18.6,24.9,62,13,0.55,1.7,15,21.82,0,Tunisia
0.34,20.6,24.4,53,13,0.75,1,65,20.23,0,Tunisia
0.33,19.6,24.9,49,13,0.53,1.6,27,20.35,-1,Tunisia
0.29,21.6,24.1,53,13,0.64,1,69,20.04,0,Tunisia
0.42,16.6,24.1,53.5,13,0.55,1,99,14.21,-1,Tunisia
0.29,19.7,24.1,55,13,0.77,1,72,19.76,0,Tunisia
0.29,18.4,24.4,54,13,0.8,1.1,60,19.54,0,Tunisia
0.26,18.8,24.9,55,13,0.94,1.2,17,22.98,0,Tunisia
0.21,19.1,24.1,55,13,0.68,1,87,18.83,0,Tunisia
0.21,19.1,24.9,60,13,0.6,1.6,15,22.09,-1,Tunisia
0.49,20.5,24.9,51,13,1.05,1,31,21.9,0,Tunisia
0.64,20.2,24.1,52,13,0.82,1,71,19.86,0,Tunisia
0.4,19.2,24.4,53,13,0.94,1,64,19.92,0,Tunisia
0.93,18.93333333,24.9,82,13,1.57,1.2,39,20.91333333,-1,Tunisia
3.86,18.93333333,24.9,79,13,1.58,1.4,39,20.91333333,-1,Tunisia
2.296666667,17.96666667,24.9,88,13,0.91,1,42.66666667,20.26333333,-2,Tunisia
4.93,17.96666667,24.9,90,13,2.03,2,42.66666667,20.26333333,-2,Tunisia
0.98,18.93333333,24.9,80,13,1.36,1.2,39,20.91333333,-2,Tunisia
1.03,18.93333333,24.9,83,13,0.79,1,39,20.91333333,-1,Tunisia
0.99,18.93333333,24.9,83,13,1.95,1.2,39,20.91333333,-2,Tunisia
4.26,18.93333333,24.9,80,13,0.95,2.2,39,20.91333333,-1,Tunisia
1.043333333,18.93333333,24.9,87,13,2.03,1.2,39,20.91333333,-2,Tunisia
2.376666667,18.93333333,24.9,90,13,0.38,1.5,39,20.91333333,-2,Tunisia
2.376666667,18.93333333,24.9,92,13,1.83,1.1,39,20.91333333,-2,Tunisia
1.11,18.93333333,24.9,88,13,0.81,1.2,39,20.91333333,-2,Tunisia
7.48,18.96666667,24.9,83,13,1.42,1.1,31.33333333,21.27666667,-2,Tunisia
4.36,19.13333333,24.9,82,13,1.91,1.2,55.33333333,20.28,-1,Tunisia
1.09,18.96666667,24.9,85,13,0.96,1,31.33333333,21.27666667,-2,Tunisia
4.78,19.13333333,24.9,85,13,1.83,1.2,55.33333333,20.28,-2,Tunisia
1.02,19.13333333,24.9,85,13,1.95,1.4,55.33333333,20.28,-2,Tunisia
4.78,19.13333333,24.9,83,13,1.91,1.2,55.33333333,20.28,-2,Tunisia
2.296666667,18.96666667,24.9,90,13,1.63,1.2,31.33333333,21.27666667,-2,Tunisia
2.95,19.13333333,24.9,80,13,1.47,1.2,55.33333333,20.28,0,Tunisia
4.37,19.13333333,24.9,90,13,1.94,1.2,55.33333333,20.28,-2,Tunisia
4.37,19.13333333,24.9,90,13,1.43,1.4,55.33333333,20.28,-2,Tunisia
6.406666667,19.13333333,24.9,85,13,2.03,1.1,55.33333333,20.28,-2,Tunisia
5.233333333,19.13333333,24.9,90,13,2,1.1,55.33333333,20.28,-2,Tunisia
7.13,19.5,24.9,80,13,1.4,1.2,50,20.62333333,-2,Tunisia
4.68,19.5,24.9,80,13,1.2,2,50,20.62333333,-1,Tunisia
5.303333333,19.13333333,24.9,96,13,1.52,1.2,55.33333333,20.28,-2,Tunisia
7.31,19.13333333,24.9,88,13,1.92,1.6,55.33333333,20.28,-2,Tunisia
5.303333333,19.03333333,24.9,93,13,1.73,1.2,41.66666667,21.00333333,-2,Tunisia
0.92,19.5,24.9,80,13,1.92,2,50,20.62333333,-2,Tunisia
7.37,19.03333333,24.9,90,13,2.32,2,41.66666667,21.00333333,-2,Tunisia
5.303333333,18.93333333,24.9,97,13,2.03,2,33.33333333,21.37,-2,Tunisia
1.23,19.56666667,24.9,98,13,1.68,1.1,41.66666667,21.28,-2,Tunisia
5.303333333,19.56666667,24.9,96,13,1.98,1.7,41.66666667,21.28,-2,Tunisia
5.303333333,19.56666667,24.9,95,13,2.03,1.1,41.66666667,21.28,-2,Tunisia
7.07,19.56666667,24.9,85,13,1.53,1.866666667,41.66666667,21.28,-1,Tunisia
0.04,19.6,24.9,69,13,1.503333333,2.4,32.66666667,22.17333333,0,Tunisia
0.07,19.6,24.9,66,13,1.29,2.8,32.66666667,22.17333333,-2,Tunisia
0.02,19.6,24.9,58,13,1.06,1.3,32.66666667,22.17333333,0,Tunisia
0.04,19.6,24.9,60,13,0.75,1.2,32.66666667,22.17333333,-2,Tunisia
0.05,19.6,24.9,71,13,1.88,1,32.66666667,22.17333333,-1,Tunisia
0.04,19.6,24.9,68,13,1.34,1.5,32.66666667,22.17333333,-1,Tunisia
0.06,19.6,24.9,65,13,1.43,1,32.66666667,22.17333333,-2,Tunisia
0.1,19.6,24.9,70,13,2.03,1.6,32.66666667,22.17333333,-1,Tunisia
0.02,19.6,24.9,58,13,0.38,1.2,32.66666667,22.17333333,-1,Tunisia
0.02,19.6,24.9,60,13,2.05,1.2,32.66666667,22.17333333,0,Tunisia
0.09,19.6,24.9,68,13,1.83,1.2,32.66666667,22.17333333,-1,Tunisia
0.05,19.6,24.9,63,13,1.85,1.1,32.66666667,22.17333333,-2,Tunisia
0.03,19.6,24.9,60,13,0.67,2.8,32.66666667,22.17333333,0,Tunisia
0.04,19.6,24.9,60,13,1.21,1,32.66666667,22.17333333,-2,Tunisia
0.03,19.6,24.9,65,13,1.78,2.2,32.66666667,22.17333333,-2,Tunisia
0.05,19.6,24.9,60,13,1.95,1.5,32.66666667,22.17333333,-2,Tunisia
0.02,19.6,24.9,61,13,2,2.4,32.66666667,22.17333333,-2,Tunisia
0.01,19.6,24.9,73,13,1.3,1.2,32.66666667,22.17333333,-1,Tunisia
0.11,19.56666667,24.9,78,13,1.74,1,41.66666667,21.28,-2,Tunisia
0.16,19.6,24.9,73,13,0.68,1.6,32.66666667,22.17333333,-2,Tunisia
0.05,19.56666667,24.9,78,13,2.03,1.2,41.66666667,21.28,-2,Tunisia
0.04,19.56666667,24.9,80,13,2.03,1.2,41.66666667,21.28,-2,Tunisia
0.07,19.6,24.9,65,13,1.686666667,1,32.66666667,22.17333333,-2,Tunisia
0.08,19.6,24.9,70,13,2.03,1.6,32.66666667,22.17333333,-2,Tunisia
0.01,19.6,24.9,70,13,1.58,1.1,32.66666667,22.17333333,-1,Tunisia
0.05,19.6,24.9,68,13,1.45,1.2,32.66666667,22.17333333,-2,Tunisia
0.14,18.83333333,24.9,71,13,1.18,1.5,30.33333333,22.76666667,-2,Tunisia
0.18,19.56666667,24.9,75,13,2.03,1,41.66666667,21.28,-2,Tunisia
0.05,18.9,24.9,62,13,1.75,1.2,19,23.66666667,0,Tunisia
