Air velocity (m/s),Air temperature (??C),Radiant temperature (??C),Relative humidity (%),Outdoor monthly air temperature (??C),Clo,Met,PPD,SET,Thermal sensation,Country
1,25.3,22.2,58.9,13.7,0.57,1.09,33.27,20.87,-1,Australia
0.21,25.3,23.7,58.9,13.7,0.31,1.06,37.49,21.47,2,Australia
0.21,25.3,24.2,58.9,13.7,0.31,1.13,22.69,22.16,1,Australia
0.21,25.3,24.2,58.9,13.7,0.58,1.35,6.61,26.08,2,Australia
0.15,21.6,22.1,52.4,13.7,0.44,1.11,52.09,20.77,-1,Australia
0.15,21.7,22.2,52.6,13.7,0.47,1.11,45.81,21.09,-1,Australia
0.15,21.6,22.1,52.4,13.7,0.47,1.06,58.87,20.58,-1,Australia
0.18,21.7,21.9,51.9,13.7,0.36,1.08,79.88,19.41,0,Australia
0.18,21.7,21.9,51.9,13.7,0.57,1.08,42.14,21.21,-1,Australia
0.15,21.6,22.1,52.4,13.7,0.67,1.08,24.68,22.35,-1,Australia
0.15,21.6,22.1,52.4,13.7,0.45,1.1,54.01,20.71,0,Australia
0.15,25.9,25.4,47.1,13.7,0.69,1.06,5.85,26.06,1,Australia
0.1,25,26.4,48.5,13.7,0.37,1.13,5.19,24.62,1,Australia
0.15,23.2,23.4,56.9,13.7,0.58,1.13,10.97,23.65,0,Australia
0.15,23.2,23.4,56.9,13.7,0.67,1.29,5,25.61,0,Australia
0.21,23,23.5,56.7,13.7,0.4,1.35,12.92,22.73,-1,Australia
0.18,23,23,56.7,13.7,0.43,1.19,24.45,22.04,-1,Australia
0.23,22.5,22.5,57.6,13.7,0.57,1.06,39.58,21.3,-1,Australia
0.15,23.2,23,54.2,13.7,0.55,1.09,19.18,22.74,-2,Australia
0.17,23,23,52,13.7,0.33,1.28,25.31,21.78,-1,Australia
0.09,23.6,23.2,52.7,13.7,0.55,1.2,6.17,24.1,2,Australia
0.06,23.6,24.3,54,13.7,0.39,1.09,16.45,22.67,0,Australia
0.09,23.6,23.6,52.7,13.7,0.61,1.28,5.16,25.43,0,Australia
0.09,22.8,24.8,55.2,13.7,0.51,1.16,7.2,24.1,1,Australia
0.09,22.7,24.1,55,13.7,0.69,1.07,6.7,24.28,-2,Australia
0.15,23.2,23.9,58.3,13.7,0.39,1.06,35.79,21.87,0,Australia
0.15,23.7,24.9,45.7,13.7,0.77,1.09,5.06,25.52,-2,Australia
0.15,23.7,24.9,45.7,13.7,0.39,1.13,18.41,22.99,0,Australia
0.15,23.7,24.9,45.7,13.7,0.43,1.09,18.99,23.02,0,Australia
0.15,23.7,24.9,45.7,13.7,0.47,1.09,15.27,23.36,1,Australia
0.15,23.7,24.9,45.7,13.7,0.47,1.09,15.27,23.36,-1,Australia
0.15,23.7,24.9,45.7,13.7,0.37,1.29,8.7,23.77,0,Australia
0.15,23.7,24.9,45.7,13.7,0.43,1.13,15.57,23.25,-1,Australia
0.12,24.3,24.1,47.7,13.7,0.47,1.35,5,25.12,0,Australia
0.12,24.3,24.1,47.7,13.7,0.55,1.06,10.15,23.7,0,Australia
0.12,24.3,24.1,47.7,13.7,0.64,1.29,5.8,26.17,1,Australia
0.11,24.7,24.7,48.8,13.7,0.8,1.2,9.14,27.31,0,Australia
0.18,25.1,25.3,43.8,13.7,0.58,1.2,5.08,25.38,0,Australia
0.17,25.1,25.3,43.8,13.7,0.42,1.13,9.11,23.79,0,Australia
0.26,25.1,25.4,43.8,13.7,0.59,1.2,5.03,24.73,0,Australia
0.12,24.3,24.1,47.7,13.7,0.47,1.35,5,25.12,-1,Australia
0.12,23.4,25.1,52.5,13.7,0.54,1.09,7.95,24.25,0,Australia
0.14,22.5,24.6,50.8,13.7,0.67,1.22,5.38,25.32,0,Australia
0.1,22.5,24.3,50.8,13.7,0.62,1.19,5.51,24.75,1,Australia
0.17,22.5,24.7,50.8,13.7,0.52,1.23,9.72,23.84,-1,Australia
0.12,22.5,24.5,50.8,13.7,0.27,1.25,21.59,22.22,0,Australia
0.08,23,23.2,58.1,13.7,0.58,1.13,8.45,23.63,0,Australia
0.09,23,23.2,58.1,13.7,0.59,1.13,8.08,23.71,0,Australia
0.09,23,23.2,58.1,13.7,0.47,1.06,22.59,22.13,-1,Australia
0.16,22.5,24.7,50.8,13.7,0.7,1.29,5.02,25.84,0,Australia
0.07,25.2,24.8,51.8,13.7,0.49,1.13,5,24.83,2,Australia
0.07,25.2,24.8,51.8,13.7,0.64,1.29,10.8,27.16,1,Australia
0.07,25.2,24.8,51.8,13.7,0.47,1.06,6.12,24.07,2,Australia
0.07,25.2,24.8,51.8,13.7,0.57,1.04,5.07,24.71,0,Australia
0.04,23.8,25.1,47.1,13.7,0.6,1.26,5.96,25.94,1,Australia
0.25,24.5,25.1,54.9,13.7,0.55,1.08,11.16,23.45,0,Australia
0.25,24.4,25,55.5,13.7,0.57,1.17,6.47,24.15,1,Australia
0.25,24.5,25.3,54.9,13.7,0.53,1.06,12.5,23.35,0,Australia
0.04,23.8,25.1,47.1,13.7,0.53,1.17,5.25,24.7,0,Australia
0.07,25.2,24.8,51.8,13.7,0.73,1.17,9.55,26.91,0,Australia
0.29,23.4,22.5,59.2,13.7,0.73,1.06,16,22.69,-2,Australia
0.29,23.4,22.5,59.2,13.7,0.68,1.06,20.42,22.3,2,Australia
0.29,23.4,22.5,59.2,13.7,0.68,1.52,5.5,25.46,-2,Australia
0.29,23.4,22.5,59.2,13.7,0.66,1.17,12.15,22.93,0,Australia
0.29,23.4,22.5,59.2,13.7,0.45,1.06,57.91,20.35,-2,Australia
0.29,23.4,22.5,59.2,13.7,0.4,1.06,69.37,19.86,-1,Australia
0.11,23.2,23.2,58.3,13.7,0.39,1.35,7.27,23.69,-1,Australia
0.11,23.2,23.2,58.3,13.7,0.49,1.75,9.33,27.34,1,Australia
0.11,23.2,23.2,58.3,13.7,0.69,1.13,5.83,24.66,0,Australia
0.08,23.4,23.6,48.5,13.7,0.62,1.13,6.45,24.16,-1,Australia
0.08,23.4,23.6,48.5,13.7,0.38,1.31,7.71,23.45,-1,Australia
0.06,23.4,23.4,49.8,13.7,0.64,1.06,8.66,23.65,0,Australia
0.06,23.4,23.4,49.8,13.7,0.52,1.08,13.66,22.91,1,Australia
0.06,23.4,23.4,49.8,13.7,0.62,1.11,7.19,23.94,-1,Australia
0.13,22.7,23.1,54.4,13.7,0.44,1.28,11.61,23.3,-2,Australia
0.13,22.7,23.1,54.4,13.7,0.58,1.06,19.84,22.77,0,Australia
0.06,23.5,23.3,49.3,13.7,0.35,1.16,20.67,22.07,0,Australia
0.12,23.4,23.4,49.8,13.7,0.67,1.35,5.45,26.1,0,Australia
0.23,24.6,24.6,46.2,13.7,0.58,1.06,11.82,23.42,1,Australia
0.11,24.9,24.9,47.2,13.7,0.67,1.35,10.44,27.44,1,Australia
0.31,23.9,24.2,47.9,13.7,0.26,1.13,70.25,19.98,-1,Australia
0.08,23.9,24.1,49.8,13.7,0.47,1.09,11.01,23.23,1,Australia
0.08,23.9,24.1,49.8,13.7,0.32,1.1,23.05,22.1,0,Australia
0.08,23.9,24.1,49.8,13.7,0.33,1.09,22.66,22.14,2,Australia
0.1,23.5,23.5,51.9,13.7,0.55,1.09,10.69,23.34,-1,Australia
0.16,23.7,22,52.8,13.7,0.58,1.09,18.65,22.57,1,Australia
0.05,23.3,23.8,54.3,13.7,0.43,1.11,15.86,22.65,-1,Australia
0.28,24.7,25,50,13.7,0.75,1.11,5,25.05,0,Australia
0.28,24.7,25,50,13.7,0.68,1.24,5.19,25.27,0,Australia
0.28,24.7,25,50,13.7,0.53,1.06,15.21,23.01,2,Australia
0.28,24.7,25,50,13.7,0.58,1.15,6.95,23.94,0,Australia
0.28,24.7,25,50,13.7,0.69,1.06,6.62,24.2,-1,Australia
0.28,24.7,25,50,13.7,0.62,1.06,9.37,23.65,1,Australia
0.2,25.2,24.4,43.3,13.7,0.49,1.13,9.1,23.63,0,Australia
0.15,25.2,24.5,43.3,13.7,0.47,1.06,11.96,23.53,0,Australia
0.2,25.2,24.4,43.3,13.7,0.48,1.06,15.02,23.09,0,Australia
0.23,24.7,25.2,45.7,13.7,0.64,1.17,5.05,24.94,1,Australia
0.23,24.7,25.2,45.7,13.7,0.61,1.06,8.07,24,0,Australia
0.14,21.9,21.2,54.9,13.7,0.59,1.11,30.26,21.77,0,Australia
0.13,21.9,21.2,54.9,13.7,0.39,1.11,59.19,20.19,-1,Australia
0.16,21.9,21.2,54.9,13.7,0.53,1.11,42.33,21.03,0,Australia
0.12,21.9,21.2,54.9,13.7,0.53,1.11,34.36,21.35,-2,Australia
0.1,23.5,23.5,47.4,13.7,0.27,1.13,35.55,21.3,0,Australia
0.1,23.5,23.5,47.4,13.7,0.44,1.06,23.27,22.16,-1,Australia
0.1,23.5,23.5,47.4,13.7,0.39,1.02,34.48,21.67,-1,Australia
0.1,23.5,23.5,47.4,13.7,0.26,1.06,51.65,20.73,0,Australia
0.1,23.5,23.5,47.4,13.7,0.47,1.13,13.45,22.92,0,Australia
0.1,23.5,23.5,47.4,13.7,0.47,1.13,13.45,22.92,-1,Australia
0.1,23.5,23.5,47.4,13.7,0.39,1.06,28.52,21.82,0,Australia
0.1,23.5,23.5,47.4,13.7,0.39,1.19,13.5,22.73,0,Australia
0.1,23.5,23.5,47.4,13.7,0.43,1.06,24.43,22.08,-1,Australia
0.15,21.9,21.2,54.9,13.7,0.46,1.08,58.56,20.33,-2,Australia
0.14,21.9,21.2,54.9,13.7,0.53,1.11,38.47,21.29,-1,Australia
0.1,23.7,25.1,47,13.7,0.47,1.04,12.28,23.37,0,Australia
0.1,23.9,24.9,46,13.7,0.55,1.06,7.86,23.99,0,Australia
0.1,23.9,24.9,46,13.7,0.58,1.09,5.92,24.5,2,Australia
0.1,23.9,24.9,46,13.7,0.55,1.28,5.25,25.52,-1,Australia
0.13,21.7,21.5,52.6,13.7,0.54,1.09,39.09,21.31,-1,Australia
0.13,21.7,21.5,52.6,13.7,0.5,1.09,44.87,21,-1,Australia
0.12,21.7,21.5,52.6,13.7,0.42,1.09,56.94,20.28,-2,Australia
0.12,21.7,21.5,52.6,13.7,0.41,1.09,58.33,20.21,-2,Australia
0.12,21.7,21.5,48.4,13.7,0.43,1.06,62.94,20.09,-2,Australia
0.12,21.8,21.4,52,13.7,0.35,1.09,69.08,19.67,-1,Australia
0.12,21.7,21.5,52.6,13.7,0.51,1.09,40.71,21.1,0,Australia
0.12,21.8,21.4,52,13.7,0.66,1.13,19.33,22.45,0,Australia
0.12,21.6,22,53.8,13.7,0.33,1.11,62.83,20.04,-1,Australia
0.2,23.2,25.3,59,13.7,0.66,1.28,5.08,25.72,-2,Australia
0.19,23.7,23.2,63.6,13.7,0.68,1.06,10.1,23.61,0,Australia
0.19,23.7,23.2,63.6,13.7,0.64,1.06,12.16,23.3,-2,Australia
0.21,23.7,23.2,63.6,13.7,0.6,1.52,6.18,26.17,-2,Australia
0.21,23.7,23.2,63.6,13.7,0.51,1.24,9.61,23.4,0,Australia
0.21,23.5,23.5,64.8,13.7,0.69,1.36,5.53,26.04,1,Australia
0.21,23.7,23.2,63.6,13.7,0.62,1.06,15.16,22.9,1,Australia
0.21,24.7,25.2,59.7,13.7,0.72,1.52,15.56,28.53,2,Australia
0.21,23.7,23.2,63.6,13.7,0.33,1.59,5.7,23.76,-1,Australia
0.21,23.7,23.2,63.6,13.7,0.49,1.29,8.3,23.57,-1,Australia
0.07,24.3,24.3,61.3,13.7,0.69,1.29,9.5,27.24,2,Australia
0.21,24.7,22.9,59.7,13.7,0.58,1.28,5.21,24.58,0,Australia
0.21,24.9,24.9,58.6,13.7,0.44,1.06,15.13,23.03,-1,Australia
0.21,24.7,25.2,59.7,13.7,0.53,1.29,5.17,25.42,0,Australia
0.21,24.7,25.2,59.7,13.7,0.47,1.17,6.88,24.11,2,Australia
0.21,24.7,25.2,59.7,13.7,0.59,1.04,7.38,24.19,-1,Australia
0.09,24.5,24.5,60.2,13.7,0.55,1.04,6.11,24.18,0,Australia
0.09,24.5,24.5,60.2,13.7,0.57,1.29,7.1,26.38,0,Australia
0.17,22.9,22.9,67.2,13.7,0.67,1.2,6.48,24.51,0,Australia
0.13,22.9,22.9,67.2,13.7,0.61,1.28,5.32,25.16,1,Australia
0.13,22.9,22.9,67.2,13.7,0.47,1.17,15.37,22.9,0,Australia
0.08,23.5,22.9,71.9,13.7,0.67,1.06,6.34,24.05,-1,Australia
0.08,23.5,22.9,65.5,13.7,0.64,1.4,7.07,26.69,-2,Australia
0.08,23.5,22.9,65.5,13.7,0.59,1.06,9.76,23.25,0,Australia
0.08,23.5,22.9,65.5,13.7,0.53,1.06,13.75,22.71,0,Australia
0.08,23.5,22.9,65.5,13.7,0.51,1.09,11.84,22.91,0,Australia
0.08,23.5,22.9,65.5,13.7,0.3,1.06,43.56,20.86,-2,Australia
0.13,23.9,23.9,54.3,13.7,0.69,1.13,5.14,25.29,0,Australia
0.1,24.7,25.3,51.9,13.7,0.59,1.13,5.34,25.64,0,Australia
0.24,25.1,25.1,51.1,13.7,0.7,1.06,5.16,24.84,0,Australia
0.24,25.1,25.1,51.1,13.7,0.53,1.2,5.34,24.47,2,Australia
0.24,25.1,25.1,51.1,13.7,0.31,1.06,36.19,21.75,1,Australia
0.24,25.1,25.1,51.1,13.7,0.43,1.2,7.76,23.64,0,Australia
0.24,25.1,25.1,51.1,13.7,0.62,1.36,7.28,26.13,-1,Australia
0.12,25,25.7,53.5,13.7,0.6,1.06,5.03,25.51,0,Australia
0.06,25,25.5,53.5,13.7,0.75,1.06,8.17,26.54,0,Australia
0.18,23.6,23.8,56,13.7,0.5,1.2,10.15,23.55,0,Australia
0.28,23.6,23.9,56,13.7,0.57,1.2,10.76,23.2,1,Australia
0.25,24.1,23.8,51.3,13.7,0.62,1.13,9.75,23.49,0,Australia
0.22,24.1,24.1,51.3,13.7,0.77,1.13,5.13,25.02,-1,Australia
0.16,24.7,24.7,48.2,13.7,0.58,1.17,5.17,25.02,0,Australia
0.16,24.7,24.7,48.2,13.7,0.62,1.11,5.39,24.92,1,Australia
0.16,24.7,24.7,48.2,13.7,0.64,1.06,6.05,24.67,1,Australia
0.04,23.5,23.7,51.3,13.7,0.4,1.13,16.65,22.53,0,Australia
0.06,23.5,23.7,50,13.7,0.51,1.22,6.23,24.1,0,Australia
0.08,22.4,22.8,52.7,13.7,0.65,1.16,8.2,23.74,-1,Australia
0.06,22.4,22.8,50.6,13.7,0.63,1.09,12.97,23.03,0,Australia
0.06,22.4,22.8,50.6,13.7,0.44,1.12,27.25,21.76,0,Australia
0.06,23.5,23.7,50,13.7,0.61,1.18,5.36,24.6,-1,Australia
0.06,23.5,23.7,50,13.7,0.57,1.33,5.14,25.34,-1,Australia
0.06,23.5,23.7,50,13.7,0.58,1.13,7.12,23.95,1,Australia
0.12,23.5,23.5,48.7,13.7,0.57,1.42,5.32,25.82,0,Australia
0.05,22.8,24.5,51.1,13.7,0.75,1.3,7.16,26.79,1,Australia
0.21,24.4,23.9,54.2,13.7,0.58,1.06,12.94,23.22,0,Australia
0.23,27.2,27.5,64.9,13.7,0.4,1.17,8.55,26.13,1,Australia
0.3,28,28.3,64.2,13.7,0.61,1.55,43.04,30.51,2,Australia
0.25,27.6,27.6,67.8,13.7,0.41,1.22,13.45,26.87,2,Australia
0.89,27.6,27.6,67.8,13.7,0.7,1.11,13.71,26.29,1,Australia
0.15,27.7,27.9,59.1,13.7,0.51,1.18,21.95,28.52,0,Australia
0.32,27.7,27.7,59.1,13.7,0.53,1.14,13.27,26.54,1,Australia
0.34,27.7,27.7,59.1,13.7,0.43,1.22,11.15,25.98,1,Australia
0.5,28.1,28.5,60,13.7,0.42,1.22,12.31,25.67,2,Australia
0.34,28.1,28.7,60,13.7,0.63,1.28,32.79,28.77,1,Australia
0.34,28.1,28.4,60,13.7,0.73,1.13,29.99,28.51,1,Australia
0.19,28.1,28.4,60,13.7,0.48,1.28,28.2,28.8,0,Australia
0.22,28.1,28.1,55.8,13.7,0.31,1.22,12.07,26.22,2,Australia
0.28,29.2,29.5,57.4,13.7,0.62,1.06,39.43,28.68,2,Australia
0.62,28.2,29,55.3,13.7,0.32,1.09,5.01,23.96,1,Australia
0.29,28.1,28.1,55.8,13.7,0.44,1.06,9.53,25.83,0,Australia
0.26,28.1,28.7,60,13.7,0.55,1.15,24.26,27.92,1,Australia
0.42,28.1,28.8,55.8,13.7,0.57,1.2,22.14,27.17,2,Australia
0.29,28.1,28.4,55.8,13.7,0.61,1.11,22.17,27.58,0,Australia
0.19,28.9,29.7,54.8,13.7,0.41,1.13,30.43,28.17,2,Australia
0.28,28.9,29.2,54.8,13.7,0.53,1.13,30.38,27.96,1,Australia
0.36,29.6,29.9,51,13.7,0.59,1.06,39.03,27.99,1,Australia
0.21,29.6,29.6,51,13.7,0.32,1.2,32.44,27.74,1,Australia
0.29,29.6,29.9,51,13.7,0.58,1.11,43.16,28.62,2,Australia
0.29,29.6,29.6,55.4,13.7,0.55,1.28,48.16,29.44,-2,Australia
0.38,29.3,29.3,56.9,13.7,0.53,1.06,28.9,27.34,2,Australia
0.79,29.3,28.8,56.9,13.7,0.48,1.06,14.91,25.5,0,Australia
0.38,29.3,29.3,56.9,13.7,0.55,1.13,34.1,27.88,2,Australia
0.95,29.6,29.6,54.3,13.7,0.59,1.2,35.62,27.14,2,Australia
0.26,29.6,29.6,54.3,13.7,0.44,1.13,35.99,28.05,0,Australia
0.24,29.6,29.6,54.3,13.7,0.4,1.17,35.38,28.03,1,Australia
0.4,28.9,29.2,55.4,13.7,0.32,1.59,35.29,27.27,1,Australia
0.29,28.9,28.9,55.4,13.7,0.33,1.75,45.36,28.84,0,Australia
0.37,28.9,29.2,55.4,13.7,0.37,1.38,29.21,27.16,1,Australia
0.25,29.5,28.4,55.3,13.7,0.44,1.06,23.14,27.11,2,Australia
0.59,29.5,29.5,55.3,13.7,0.57,1.2,37.46,27.7,2,Australia
0.14,29.5,29,55.3,13.7,0.32,1.25,36.42,29.12,1,Australia
0.33,29.3,28,55.7,13.7,0.44,1.3,29.17,27.54,2,Australia
0.22,28.8,29.1,56.4,13.7,0.31,1.25,24,27.36,2,Australia
0.32,29.1,27.9,55.6,13.7,0.31,1.08,8.51,25.15,1,Australia
0.24,29.2,28.9,55.1,13.7,0.49,1.29,38.7,28.96,2,Australia
0.12,29,29.4,54.3,13.7,0.47,1.16,40.23,29.57,1,Australia
0.28,29.1,28.5,52.2,13.7,0.33,1.09,12.93,25.85,2,Australia
0.43,29.1,32.3,52.2,13.7,0.54,1.14,47.21,28.4,1,Australia
0.5,29.1,30.2,52.2,13.7,0.42,1.09,20.26,26.12,2,Australia
0.33,29.1,28.5,52.2,13.7,0.43,1.09,17.01,26.28,2,Australia
0.61,28.5,30.1,48.8,13.7,0.59,1.06,19.3,26.36,0,Australia
0.19,28.5,29.5,48.8,13.7,0.63,1.12,35.86,29.03,1,Australia
0.21,28.5,27.4,48.8,13.7,0.55,1.16,19.92,27.45,0,Australia
0.23,29.6,30.4,48.2,13.7,0.44,1.09,38.88,28.13,0,Australia
0.59,27.2,26.4,54.4,13.7,0.61,1.06,5.2,24.55,1,Australia
0.28,26.2,26.2,57.8,13.7,0.54,1.28,8.08,26.04,0,Australia
0.28,26.2,26.2,57.8,13.7,0.53,1.04,5.45,24.43,0,Australia
0.28,26.2,26.2,57.8,13.7,0.51,1.06,5.35,24.44,1,Australia
0.28,26.2,26.8,57.8,13.7,0.44,1.24,5.74,25.22,1,Australia
0.24,27.2,25.8,52.7,13.7,0.49,1.2,7.3,25.69,-2,Australia
0.24,27.2,25.8,52.7,13.7,0.47,1.13,5.42,25.07,0,Australia
0.24,27.2,27.2,52.7,13.7,0.47,1.13,7.44,25.76,2,Australia
0.24,27.2,25.3,52.7,13.7,0.61,1.06,5.95,25.41,0,Australia
0.24,27.2,26.6,52.7,13.7,0.31,1.11,5.69,24.04,0,Australia
0.45,28.2,27.5,51.3,13.7,0.6,1.13,14.43,26.24,2,Australia
0.18,28.1,27.6,51.8,13.7,0.55,1.21,22.41,28.13,1,Australia
0.46,28.2,27.5,51.3,13.7,0.51,1.28,15.49,26.11,2,Australia
0.22,28.2,29,51.3,13.7,0.56,1.06,21.7,27.54,1,Australia
0.27,28.6,28,50.6,13.7,0.53,1.37,31.03,28.34,1,Australia
0.4,28.2,28.2,51.3,13.7,0.35,1.11,5.86,24.6,2,Australia
0.27,27.9,27.9,50.4,13.7,0.55,1.13,14.89,26.74,2,Australia
0.33,28.2,26.9,49,13.7,0.42,1.19,8.45,25.29,0,Australia
0.07,27.8,28.2,50.9,13.7,0.44,1.13,22.43,27.66,0,Australia
0.26,28.2,27.1,49,13.7,0.72,1.09,20.15,27.52,0,Australia
0.21,27.8,30.2,50.9,13.7,0.47,1.13,24.15,27.79,-1,Australia
0.3,28.7,29.3,46.8,13.7,0.44,1.13,19.72,26.65,-1,Australia
0.28,29,29.6,48.7,13.7,0.44,1.18,28.46,27.44,1,Australia
0.2,28.7,30.8,46.8,13.7,0.54,1.28,46.41,29.68,2,Australia
0.29,28.5,29.7,49.3,13.7,0.55,1.28,34.49,28.39,2,Australia
0.33,29,29,47.1,13.7,0.49,1.23,27.7,27.32,1,Australia
0.23,29.1,29.1,46.7,13.7,0.57,1.24,37.69,28.8,2,Australia
0.33,29.5,29.5,47.6,13.7,0.46,1.27,35.9,27.73,2,Australia
0.65,29,29.8,46.6,13.7,0.33,1.11,8.68,24.6,1,Australia
0.88,29,29,46.6,13.7,0.51,1.22,18.29,25.59,1,Australia
0.23,29,28.7,46.6,13.7,0.46,1.2,26.39,27.57,1,Australia
0.29,28.4,28.4,47.6,13.7,0.53,1.2,21.8,27.21,2,Australia
0.23,29,28.7,46.6,13.7,0.57,1.06,25.66,27.58,2,Australia
0.21,28.4,28.4,47.6,13.7,0.55,1.11,21.25,27.5,-1,Australia
0.28,28.6,27.7,46.1,13.7,0.66,1.31,31.71,28.55,0,Australia
0.29,29.2,29.2,46.8,13.7,0.47,1.59,46.3,29.14,2,Australia
0.22,28.6,28.3,46.1,13.7,0.44,1.46,31.8,28.36,2,Australia
0.26,29.2,28.6,46.8,13.7,0.3,1.52,31.7,27.33,1,Australia
0.67,29.2,29.2,46.8,13.7,0.53,1.29,28.99,26.7,2,Australia
0.31,28.2,28.2,47.9,13.7,0.55,1.18,18.46,26.88,0,Australia
0.13,29.2,29.6,46.8,13.7,0.53,1.29,47.56,30.42,0,Australia
0.27,28.2,28.2,47.9,13.7,0.4,1.11,9.36,25.66,1,Australia
0.3,29,29.3,53.8,13.7,0.57,1.13,33.42,28.14,1,Australia
0.66,29,29.9,53.8,13.7,0.59,1.13,28.72,27.03,1,Australia
0.27,28.2,28.2,47.9,13.7,0.41,1.22,14.38,26.29,2,Australia
0.92,29,28.5,53.8,13.7,0.57,1.17,19.81,26.02,0,Australia
0.61,27.9,27.5,47.6,13.7,0.57,1.09,7.26,24.98,1,Australia
1.04,29,27.9,53.8,13.7,0.57,1.13,15.26,25.52,-1,Australia
0.85,29,28.5,53.8,13.7,0.31,1.06,5.07,23.51,2,Australia
0.33,28.7,29,46.8,13.7,0.57,1.13,24.65,27.25,1,Australia
0.59,28.7,28.7,46.8,13.7,0.55,1.2,19.72,26.24,1,Australia
0.18,28.2,28,46.8,13.7,0.68,1.12,25.85,28.43,2,Australia
0.25,28.7,29.3,46.8,13.7,0.55,1.09,25.75,27.56,0,Australia
0.25,28.7,29,46.8,13.7,0.57,1.16,28.71,27.94,2,Australia
0.26,29.4,28,43.8,13.7,0.55,1.09,23.28,27.12,1,Australia
0.36,29.4,28.4,43.8,13.7,0.57,1.13,26.43,27.09,2,Australia
0.42,29.4,28.7,43.8,13.7,0.57,1.06,22.62,26.58,0,Australia
0.29,26.8,26.2,67.2,13.7,0.49,1.14,6.07,25.47,0,Australia
0.12,26.8,26.4,67.2,13.7,0.33,1.32,11.56,27.3,0,Australia
0.15,26.8,26.3,67.2,13.7,0.44,1.16,8.55,26.83,1,Australia
0.24,26.4,26.4,71.6,13.7,0.44,1.06,5.03,24.85,0,Australia
0.24,26.4,26.4,70.9,13.7,0.47,1.31,10.41,26.86,-1,Australia
0.24,26.4,26.4,71.6,13.7,0.59,1.06,6.97,26.14,0,Australia
0.24,26.4,26.4,71.6,13.7,0.53,1.17,8.22,26.48,0,Australia
0.24,26.4,26.4,71.6,13.7,0.67,1.13,12.06,27.37,1,Australia
0.33,26.6,26.3,71.1,13.7,0.57,1.13,7.18,25.89,-1,Australia
0.18,26.9,26.4,71.2,13.7,0.58,1.09,11.52,27.35,2,Australia
0.73,26.1,26.1,73.5,13.7,0.61,1.28,6.79,25.28,1,Australia
0.73,26.1,26.1,73.5,13.7,0.64,1.06,5.21,24.14,-1,Australia
0.95,26.1,26.1,73.5,13.7,0.59,1.06,7.71,23.24,0,Australia
0.95,26.1,26.1,73.5,13.7,0.67,1.11,5,24.33,2,Australia
0.95,26.1,26.1,73.5,13.7,0.61,1.11,5.44,23.8,2,Australia
0.33,26.6,26.3,71.1,13.7,0.63,1.2,11.83,26.97,0,Australia
0.18,26.9,26.4,71.2,13.7,0.58,1.13,13.16,27.69,0,Australia
0.21,27.1,26.3,71.4,13.7,0.4,1.06,5.09,25.13,0,Australia
0.21,27.1,26.3,70.7,13.7,0.49,1.06,6.76,25.99,1,Australia
0.21,27.1,26.3,70.7,13.7,0.41,1.06,5.17,25.21,-1,Australia
0.21,27.1,26.3,70.7,13.7,0.64,1.09,13.85,27.57,0,Australia
0.24,27,26.7,72.6,13.7,0.4,1.06,5.07,25.06,1,Australia
0.24,27,26.7,72.6,13.7,0.51,1.15,10.22,26.79,1,Australia
0.19,26.8,27.1,74.5,13.7,0.57,1.06,11.55,27.33,0,Australia
0.16,26.9,26.4,71.2,13.7,0.41,1.11,6.77,26.28,2,Australia
0.2,26.5,26.5,73,13.7,0.4,1.06,5.01,25.02,0,Australia
0.22,26.5,26.5,73,13.7,0.57,1.06,7.46,26.34,0,Australia
0.22,26.5,26.5,73,13.7,0.41,1.06,5.03,24.9,0,Australia
0.22,26.5,26.5,73,13.7,0.33,1.13,5.05,24.77,1,Australia
0.19,26.8,27.1,74.5,13.7,0.6,1.06,13.08,27.6,0,Australia
0.19,26.8,27.1,74.5,13.7,0.33,1.06,5.02,25.21,0,Australia
1.28,26.8,26.8,73.9,13.7,0.61,1.06,5.22,23.83,1,Australia
0.25,27,26.2,68.7,13.7,0.54,1.06,6.57,25.79,2,Australia
0.25,27,26.2,68.7,13.7,0.67,1.16,15.11,27.67,-1,Australia
0.26,27,26.1,68.7,13.7,0.32,1.43,9.34,25.99,0,Australia
0.38,26.5,25.8,69.7,13.7,0.51,1.13,5.05,24.73,0,Australia
0.34,26.5,25.9,69.7,13.7,0.44,1.06,6.59,23.81,0,Australia
0.38,26.5,25.8,73.7,13.7,0.6,1.15,7.16,25.86,0,Australia
0.25,27,26.2,68.7,13.7,0.47,1.15,6.86,25.83,0,Australia
0.25,27,26.2,68.7,13.7,0.47,1.43,16.48,27.68,0,Australia
0.25,26.9,26.6,67.9,13.7,0.57,1.17,11.75,27,1,Australia
0.3,26.8,25.9,67.9,13.7,0.4,1.22,5.22,24.82,0,Australia
0.24,27,26.4,68,13.7,0.53,1.13,9.09,26.47,0,Australia
0.22,27,27,68,13.7,0.44,1.2,10.33,26.71,1,Australia
0.22,27,27,68,13.7,0.58,1.13,13.36,27.36,0,Australia
0.69,26.1,26.1,70.8,13.7,0.63,1.13,5.02,24.51,-1,Australia
0.54,26.1,26.1,70.8,13.7,0.4,1.13,11.81,22.74,0,Australia
0.6,26.1,26.1,70.8,13.7,0.44,1.35,5.1,24.18,-1,Australia
