,loss,accuracy,weighted_accuracy,val_loss,val_accuracy,val_weighted_accuracy
3,0.6511520773172379,0.7813649594783783,0.7813649594783783,0.6970981627702713,0.7678076803684235,0.7678076803684235
4,0.6399616032838822,0.7863764882087707,0.7863764882087707,0.6864529073238372,0.7674938023090363,0.7674938023090363
0,0.7538913607597351,0.7455542683601379,0.7455542683601379,0.7207705974578857,0.7605178594589234,0.7605178594589234
1,0.6609845668077469,0.7772603631019592,0.7772603631019592,0.7071426689624787,0.7584760785102844,0.7584760785102844
2,0.6419287592172622,0.7834170460700989,0.7834170460700989,0.6856021463871003,0.7691522121429444,0.7691522121429444
3,0.6323646157979965,0.7861904084682465,0.7861904084682465,0.6896148890256881,0.7653417885303497,0.7653417885303497
4,0.6300639420747757,0.7858258843421936,0.7858258843421936,0.7015612304210663,0.7657439410686493,0.7657439410686493
0,0.7542522042989731,0.7439378917217254,0.7439378917217254,0.7001198410987854,0.7679244995117187,0.7679244995117187
1,0.6624738365411759,0.7770131647586822,0.7770131647586822,0.687839338183403,0.7674934446811676,0.7674934446811676
2,0.6424814969301224,0.7833366155624389,0.7833366155624389,0.6887755751609802,0.769696694612503,0.769696694612503
3,0.6315171867609024,0.789489620923996,0.789489620923996,0.7058683693408966,0.7695613205432892,0.7695613205432892
4,0.6225983679294587,0.7924812436103821,0.7924812436103821,0.6913423180580139,0.7718586921691895,0.7718586921691895
0,0.7472801864147186,0.7479482889175415,0.7479482889175415,0.7193912833929061,0.7573143362998962,0.7573143362998962
1,0.6570501416921616,0.7794718861579895,0.7794718861579895,0.680395171046257,0.7732388198375701,0.7732388198375701
2,0.6271826088428497,0.789353358745575,0.789353358745575,0.7002266705036163,0.7652342677116394,0.7652342677116394
3,0.6193004429340363,0.7905345380306243,0.7905345380306243,0.6971277356147766,0.7650604963302612,0.7650604963302612
4,0.6167123407125473,0.7919623553752899,0.7919623553752899,0.7077368080615998,0.7635044038295746,0.7635044038295746
0,0.7341149091720581,0.7498119890689849,0.7498119890689849,0.7099240869283676,0.7530548453330994,0.7530548453330994
1,0.6503337144851684,0.7828823029994965,0.7828823029994965,0.6905443042516708,0.7684921324253082,0.7684921324253082
2,0.6309299081563949,0.7898021578788758,0.7898021578788758,0.708516600728035,0.7680100560188293,0.7680100560188293
3,0.6252462297677994,0.7905016839504242,0.7905016839504242,0.6976883679628372,0.7697350800037384,0.7697350800037384
4,0.6149105370044708,0.793870460987091,0.793870460987091,0.6783306121826171,0.7738141298294068,0.7738141298294068
0,0.7248649597167969,0.7517262697219849,0.7517262697219849,0.7106054246425628,0.7555471777915954,0.7555471777915954
1,0.6373118370771408,0.7836128652095795,0.7836128652095795,0.6929674744606018,0.7616140305995941,0.7616140305995941
2,0.6265421688556672,0.7872795820236206,0.7872795820236206,0.6843624532222747,0.7671376287937164,0.7671376287937164
3,0.6220608294010163,0.7925186038017273,0.7925186038017273,0.6969929099082947,0.77100470662117,0.77100470662117
4,0.6080564945936203,0.7966623187065125,0.7966623187065125,0.6814658612012863,0.7691965997219086,0.7691965997219086
0,0.7187143564224243,0.7569064497947693,0.7569064497947693,0.6837156563997269,0.7686158061027527,0.7686158061027527
1,0.625463855266571,0.7897866249084473,0.7897866249084473,0.6911012679338455,0.7662819147109985,0.7662819147109985
2,0.6123227119445801,0.7947575151920319,0.7947575151920319,0.7018949151039123,0.7679928243160248,0.7679928243160248
3,0.6038233071565628,0.7968388497829437,0.7968388497829437,0.680966567993164,0.7702821850776672,0.7702821850776672
4,0.5938039660453797,0.7980319142341614,0.7980319142341614,0.698902815580368,0.7635312497615814,0.7635312497615814
0,0.7059425503015518,0.7613129854202271,0.7613129854202271,0.6942195236682892,0.7671745359897614,0.7671745359897614
1,0.6249388545751572,0.7901978194713593,0.7901978194713593,0.7043342351913452,0.7636938214302063,0.7636938214302063
2,0.6124804079532623,0.7940298795700074,0.7940298795700074,0.6987120509147644,0.7667098581790924,0.7667098581790924
3,0.6034105598926545,0.7978040456771851,0.7978040456771851,0.6842855840921402,0.7699250698089599,0.7699250698089599
4,0.5936661183834075,0.8034106492996216,0.8034106492996216,0.6955273926258088,0.7664394438266754,0.7664394438266754
0,0.7063024401664734,0.7610419750213623,0.7610419750213623,0.692246013879776,0.7599336802959442,0.7599336802959442
1,0.6230317234992981,0.7876077175140381,0.7876077175140381,0.6847580343484878,0.7703505873680114,0.7703505873680114
2,0.6059201538562775,0.7946762323379517,0.7946762323379517,0.6829945534467697,0.7725943744182586,0.7725943744182586
3,0.5920793086290359,0.8022573411464691,0.8022573411464691,0.6785530328750611,0.7702342391014099,0.7702342391014099
4,0.5922536164522171,0.7982913196086884,0.7982913196086884,0.6762336045503616,0.7752812266349792,0.7752812266349792
0,0.6973346769809723,0.7671695649623871,0.7671695649623871,0.7008509367704392,0.7599974930286407,0.7599974930286407
1,0.6200256139039994,0.7897363245487213,0.7897363245487213,0.6889514148235321,0.7717849731445312,0.7717849731445312
2,0.6050747990608215,0.7966052532196045,0.7966052532196045,0.683022192120552,0.7713672935962677,0.7713672935962677
3,0.598318350315094,0.7954388916492462,0.7954388916492462,0.6835844546556473,0.7667761981487274,0.7667761981487274
4,0.5845242261886596,0.8024747312068939,0.8024747312068939,0.6949176639318466,0.7692148625850678,0.7692148625850678
